"","t1","t12","t33","t136","t137","t114","t101","t41","t42","t32","t89","t150","t151","t46","t29","t107","t108","t173","t174","t131","t132","t164","t165","t177","t178","t172","t24","t83","t84","t63","t45","t7","t15","t28","t38","t85","t86","t97","t98","t49","t73","t74","t52","t53","t20","t19","t30","t40","t87","t90","t91","t109","t110","t94","t103","t104","t130","t158","t159","t166","t167","t16","t31","t80","t126","t127","t129","t154","t155","t36","t37","t54","t66","t72","t100","t160","t161","t120","t121","t115","t144","t145","t95","t96","t39","t23","t27","t43","t139","t140","t8","t9","t11","t22","t67","t68","t69","t50","t51","t75","t168","t169","t112","t48","t59","t106","t113","t152","t153","t122","t123","t102","t124","t125","t60","t55","t56","t76","t77","t62","t92","t93","t105","t134","t135","t116","t117","t88","t133","t156","t157","t143","t64","t128","t141","t142","t35","t58","t170","t171","t111","t44","t34","t21","t14","t47","t70","t118","t119","t71","t162","t163","t13","t3","t2","t25","t26","t99","t138","t148","t149","t61","t65","t146","t147","t175","t176","t81","t82","t5","t6","t57","t78","t79","t10","t4","t17","t18"
"t15",3.53684267059,2.23308022123,4.143020491343,5.533907180543,5.533907180543,5.242924164943,5.293846134543,5.533907180743,4.356877037243,5.533907181343,5.533907180943,5.533907181043,5.427922672443,4.393224973443,5.533907180943,5.533907180743,5.533907180743,5.533907180993,5.533907180993,5.533907180853,5.533907180853,5.533907180863,5.533907180863,5.5339071809124,5.5339071809124,5.533907180913,3.359627615843,5.533907180743,5.533907180743,5.105147847643,4.413772662443,3.02897187941,0,1.73623268211,3.71057726761,3.87363065761,3.87363065761,3.87363065781,3.87363065781,3.01595797172,3.23035893212,3.49401504362,2.78606552948,3.87363065778,1.9271234316,6.3236243442,7.208723864,6.1824037405,7.6537099047,7.05498764698,6.92547430112,7.45981000049,7.20220748339,6.92668563024,7.62300156709,7.65370990459,7.65370990489,7.65370990499,7.65370990499,7.65370990469,7.65370990469,5.4665594503,6.0325773869,7.6537099047,7.6537099047,7.33391077408,7.28822944152,7.6537099048,7.6537099048,6.0792572117,6.0756401533,7.65370990455,6.66775125245,7.41145502236,7.65370990466,7.65370990476,7.65370990476,7.65370990475,7.65370990475,7.65370990475,7.65370990465,7.65370990465,7.14392927545,7.65370990475,6.7649957758,7.6537099043,6.0251425344,7.5062960095,7.6537099049,7.6537099049,4.5088186361,4.04964435599,5.088227628391,5.538654099891,7.840448177591,7.026386758279,7.840448176779,6.516801932791,7.311867505991,7.503894040091,7.840448177171,7.840448177171,7.840448177191,7.715800442841,7.168350422741,7.840448177141,7.840448177151,7.840448177151,7.811931232851,7.840448177171,7.840448177171,7.840448177171,7.840448177191,7.840448177191,7.055832811991,7.840448177171,7.051325440771,7.481278829391,7.840448176891,7.840448176291,7.840448177031,7.547616541031,7.840448177001,7.840448177001,7.840448177001,7.840448176901,7.840448176901,7.840448177011,7.840448177011,7.840448176981,7.840448176981,7.840448176981,6.959302651911,7.840448177311,7.840448177311,7.840448177311,6.414581158155,7.840448176855,7.840448177025,7.840448177025,7.840448177055,7.466089945455,6.005921080951,6.309704566011,6.040971113411,7.840448177391,7.840448177591,7.840448177141,7.840448177141,7.068009145941,7.840448176891,7.840448176891,5.305371486691,4.246857477491,3.108491871961,6.892587004741,6.815595367961,9.003019203751,9.287737248351,9.287737248351,9.287737248351,9.287737247951,9.287737247911,9.287737248411,9.287737248411,9.287737248064,9.287737248064,9.061430546151,9.287737248651,5.668652869251,5.411630007968,9.118146658251,8.913473677551,9.287737248751,5.840724951131,5.320026774939,7.019511601251,7.810603770251
"t28",3.3354922573,2.03172980794,3.941670078053,5.332556767253,5.332556767253,5.041573751653,5.092495721253,5.332556767453,4.155526623953,5.332556768053,5.332556767653,5.332556767753,5.226572259153,4.191874560153,5.332556767653,5.332556767453,5.332556767453,5.332556767703,5.332556767703,5.332556767563,5.332556767563,5.332556767573,5.332556767573,5.3325567676224,5.3325567676224,5.332556767623,3.158277202553,5.332556767453,5.332556767453,4.903797434353,4.212422249153,2.82762146612,1.73623268211,0,2.3011568121,2.4642102021,2.4642102021,2.4642102023,2.4642102023,2.37090020261,2.58530116301,2.84895727451,2.14100776037,3.22857288867,1.32926092471,6.12227393091,7.00737345071,5.98105332721,7.45235949141,6.85363723369,6.72412388783,7.2584595872,7.0008570701,6.72533521695,7.4216511538,7.4523594913,7.4523594916,7.4523594917,7.4523594917,7.4523594914,7.4523594914,5.26520903701,5.83122697361,7.45235949141,7.45235949141,7.13256036079,7.08687902823,7.45235949151,7.45235949151,5.87790679841,5.87428974001,7.45235949126,6.46640083916,7.21010460907,7.45235949137,7.45235949147,7.45235949147,7.45235949146,7.45235949146,7.45235949146,7.45235949136,7.45235949136,6.94257886216,7.45235949146,6.56364536251,7.45235949101,5.82379212111,7.30494559621,7.45235949161,7.45235949161,4.30746822281,3.8482939427,4.886877215101,5.337303686601,7.639097764301,6.825036344989,7.639097763489,6.315451519501,7.110517092701,7.302543626801,7.639097763881,7.639097763881,7.639097763901,7.514450029551,6.967000009451,7.639097763851,7.639097763861,7.639097763861,7.610580819561,7.639097763881,7.639097763881,7.639097763881,7.639097763901,7.639097763901,6.854482398701,7.639097763881,6.849975027481,7.279928416101,7.639097763601,7.639097763001,7.639097763741,7.346266127741,7.639097763711,7.639097763711,7.639097763711,7.639097763611,7.639097763611,7.639097763721,7.639097763721,7.639097763691,7.639097763691,7.639097763691,6.757952238621,7.639097764021,7.639097764021,7.639097764021,6.213230744865,7.639097763565,7.639097763735,7.639097763735,7.639097763765,7.264739532165,5.804570667661,6.108354152721,5.839620700121,7.639097764101,7.639097764301,7.639097763851,7.639097763851,6.866658732651,7.639097763601,7.639097763601,5.104021073401,4.045507064201,2.907141458671,6.691236591451,6.614244954671,8.801668790461,9.086386835061,9.086386835061,9.086386835061,9.086386834661,9.086386834621,9.086386835121,9.086386835121,9.086386834774,9.086386834774,8.860080132861,9.086386835361,5.467302455961,5.210279594678,8.916796244961,8.712123264261,9.086386835461,5.639374537841,5.118676361649,6.818161187961,7.609253356961
"t38",5.3098368428,4.00607439344,5.916014663553,7.306901352753,7.306901352753,7.015918337153,7.066840306753,7.306901352953,6.129871209453,7.306901353553,7.306901353153,7.306901353253,7.200916844653,6.166219145653,7.306901353153,7.306901352953,7.306901352953,7.306901353203,7.306901353203,7.306901353063,7.306901353063,7.306901353073,7.306901353073,7.3069013531224,7.3069013531224,7.306901353123,5.132621788053,7.306901352953,7.306901352953,6.878142019853,6.186766834653,4.80196605162,3.71057726761,2.3011568121,0,3.271192968,3.271192968,3.8997891862,3.8997891862,4.34524478811,4.55964574851,4.82330186001,4.11535234587,5.20291747417,3.30360551021,8.09661851641,8.98171803621,7.95539791271,9.42670407691,8.82798181919,8.69846847333,9.2328041727,8.9752016556,8.69967980245,9.3959957393,9.4267040768,9.4267040771,9.4267040772,9.4267040772,9.4267040769,9.4267040769,7.23955362251,7.80557155911,9.42670407691,9.42670407691,9.10690494629,9.06122361373,9.42670407701,9.42670407701,7.85225138391,7.84863432551,9.42670407676,8.44074542466,9.18444919457,9.42670407687,9.42670407697,9.42670407697,9.42670407696,9.42670407696,9.42670407696,9.42670407686,9.42670407686,8.91692344766,9.42670407696,8.53798994801,9.42670407651,7.79813670661,9.27929018171,9.42670407711,9.42670407711,6.28181280831,5.8226385282,6.861221800601,7.311648272101,9.613442349801,8.799380930489,9.613442348989,8.289796105001,9.084861678201,9.276888212301,9.613442349381,9.613442349381,9.613442349401,9.488794615051,8.941344594951,9.613442349351,9.613442349361,9.613442349361,9.584925405061,9.613442349381,9.613442349381,9.613442349381,9.613442349401,9.613442349401,8.828826984201,9.613442349381,8.824319612981,9.254273001601,9.613442349101,9.613442348501,9.613442349241,9.320610713241,9.613442349211,9.613442349211,9.613442349211,9.613442349111,9.613442349111,9.613442349221,9.613442349221,9.613442349191,9.613442349191,9.613442349191,8.732296824121,9.613442349521,9.613442349521,9.613442349521,8.187575330365,9.613442349065,9.613442349235,9.613442349235,9.613442349265,9.239084117665,7.778915253161,8.082698738221,7.813965285621,9.613442349601,9.613442349801,9.613442349351,9.613442349351,8.841003318151,9.613442349101,9.613442349101,7.078365658901,6.019851649701,4.881486044171,8.665581176951,8.588589540171,10.776013375961,11.060731420561,11.060731420561,11.060731420561,11.060731420161,11.060731420121,11.060731420621,11.060731420621,11.060731420274,11.060731420274,10.834424718361,11.060731420861,7.441647041461,7.184624180178,10.891140830461,10.686467849761,11.060731420961,7.613719123341,7.093020947149,8.792505773461,9.583597942461
"t85",5.4728902328,4.16912778344,6.079068053553,7.469954742753,7.469954742753,7.178971727153,7.229893696753,7.469954742953,6.292924599453,7.469954743553,7.469954743153,7.469954743253,7.363970234653,6.329272535653,7.469954743153,7.469954742953,7.469954742953,7.469954743203,7.469954743203,7.469954743063,7.469954743063,7.469954743073,7.469954743073,7.4699547431224,7.4699547431224,7.469954743123,5.295675178053,7.469954742953,7.469954742953,7.041195409853,6.349820224653,4.96501944162,3.87363065761,2.4642102021,3.271192968,0,1.7237332178,4.0628425762,4.0628425762,4.50829817811,4.72269913851,4.98635525001,4.27840573587,5.36597086417,3.46665890021,8.25967190641,9.14477142621,8.11845130271,9.58975746691,8.99103520919,8.86152186333,9.3958575627,9.1382550456,8.86273319245,9.5590491293,9.5897574668,9.5897574671,9.5897574672,9.5897574672,9.5897574669,9.5897574669,7.40260701251,7.96862494911,9.58975746691,9.58975746691,9.26995833629,9.22427700373,9.58975746701,9.58975746701,8.01530477391,8.01168771551,9.58975746676,8.60379881466,9.34750258457,9.58975746687,9.58975746697,9.58975746697,9.58975746696,9.58975746696,9.58975746696,9.58975746686,9.58975746686,9.07997683766,9.58975746696,8.70104333801,9.58975746651,7.96119009661,9.44234357171,9.58975746711,9.58975746711,6.44486619831,5.9856919182,7.024275190601,7.474701662101,9.776495739801,8.962434320489,9.776495738989,8.452849495001,9.247915068201,9.439941602301,9.776495739381,9.776495739381,9.776495739401,9.651848005051,9.104397984951,9.776495739351,9.776495739361,9.776495739361,9.747978795061,9.776495739381,9.776495739381,9.776495739381,9.776495739401,9.776495739401,8.991880374201,9.776495739381,8.987373002981,9.417326391601,9.776495739101,9.776495738501,9.776495739241,9.483664103241,9.776495739211,9.776495739211,9.776495739211,9.776495739111,9.776495739111,9.776495739221,9.776495739221,9.776495739191,9.776495739191,9.776495739191,8.895350214121,9.776495739521,9.776495739521,9.776495739521,8.350628720365,9.776495739065,9.776495739235,9.776495739235,9.776495739265,9.402137507665,7.941968643161,8.245752128221,7.977018675621,9.776495739601,9.776495739801,9.776495739351,9.776495739351,9.004056708151,9.776495739101,9.776495739101,7.241419048901,6.182905039701,5.044539434171,8.828634566951,8.751642930171,10.939066765961,11.223784810561,11.223784810561,11.223784810561,11.223784810161,11.223784810121,11.223784810621,11.223784810621,11.223784810274,11.223784810274,10.997478108361,11.223784810861,7.604700431461,7.347677570178,11.054194220461,10.849521239761,11.223784810961,7.776772513341,7.256074337149,8.955559163461,9.746651332461
"t86",5.4728902328,4.16912778344,6.079068053553,7.469954742753,7.469954742753,7.178971727153,7.229893696753,7.469954742953,6.292924599453,7.469954743553,7.469954743153,7.469954743253,7.363970234653,6.329272535653,7.469954743153,7.469954742953,7.469954742953,7.469954743203,7.469954743203,7.469954743063,7.469954743063,7.469954743073,7.469954743073,7.4699547431224,7.4699547431224,7.469954743123,5.295675178053,7.469954742953,7.469954742953,7.041195409853,6.349820224653,4.96501944162,3.87363065761,2.4642102021,3.271192968,1.7237332178,0,4.0628425762,4.0628425762,4.50829817811,4.72269913851,4.98635525001,4.27840573587,5.36597086417,3.46665890021,8.25967190641,9.14477142621,8.11845130271,9.58975746691,8.99103520919,8.86152186333,9.3958575627,9.1382550456,8.86273319245,9.5590491293,9.5897574668,9.5897574671,9.5897574672,9.5897574672,9.5897574669,9.5897574669,7.40260701251,7.96862494911,9.58975746691,9.58975746691,9.26995833629,9.22427700373,9.58975746701,9.58975746701,8.01530477391,8.01168771551,9.58975746676,8.60379881466,9.34750258457,9.58975746687,9.58975746697,9.58975746697,9.58975746696,9.58975746696,9.58975746696,9.58975746686,9.58975746686,9.07997683766,9.58975746696,8.70104333801,9.58975746651,7.96119009661,9.44234357171,9.58975746711,9.58975746711,6.44486619831,5.9856919182,7.024275190601,7.474701662101,9.776495739801,8.962434320489,9.776495738989,8.452849495001,9.247915068201,9.439941602301,9.776495739381,9.776495739381,9.776495739401,9.651848005051,9.104397984951,9.776495739351,9.776495739361,9.776495739361,9.747978795061,9.776495739381,9.776495739381,9.776495739381,9.776495739401,9.776495739401,8.991880374201,9.776495739381,8.987373002981,9.417326391601,9.776495739101,9.776495738501,9.776495739241,9.483664103241,9.776495739211,9.776495739211,9.776495739211,9.776495739111,9.776495739111,9.776495739221,9.776495739221,9.776495739191,9.776495739191,9.776495739191,8.895350214121,9.776495739521,9.776495739521,9.776495739521,8.350628720365,9.776495739065,9.776495739235,9.776495739235,9.776495739265,9.402137507665,7.941968643161,8.245752128221,7.977018675621,9.776495739601,9.776495739801,9.776495739351,9.776495739351,9.004056708151,9.776495739101,9.776495739101,7.241419048901,6.182905039701,5.044539434171,8.828634566951,8.751642930171,10.939066765961,11.223784810561,11.223784810561,11.223784810561,11.223784810161,11.223784810121,11.223784810621,11.223784810621,11.223784810274,11.223784810274,10.997478108361,11.223784810861,7.604700431461,7.347677570178,11.054194220461,10.849521239761,11.223784810961,7.776772513341,7.256074337149,8.955559163461,9.746651332461
"t97",5.472890233,4.16912778364,6.079068053753,7.469954742953,7.469954742953,7.178971727353,7.229893696953,7.469954743153,6.292924599653,7.469954743753,7.469954743353,7.469954743453,7.363970234853,6.329272535853,7.469954743353,7.469954743153,7.469954743153,7.469954743403,7.469954743403,7.469954743263,7.469954743263,7.469954743273,7.469954743273,7.4699547433224,7.4699547433224,7.469954743323,5.295675178253,7.469954743153,7.469954743153,7.041195410053,6.349820224853,4.96501944182,3.87363065781,2.4642102023,3.8997891862,4.0628425762,4.0628425762,0,1.4158029644,4.50829817831,4.72269913871,4.98635525021,4.27840573607,5.36597086437,3.46665890041,8.25967190661,9.14477142641,8.11845130291,9.58975746711,8.99103520939,8.86152186353,9.3958575629,9.1382550458,8.86273319265,9.5590491295,9.589757467,9.5897574673,9.5897574674,9.5897574674,9.5897574671,9.5897574671,7.40260701271,7.96862494931,9.58975746711,9.58975746711,9.26995833649,9.22427700393,9.58975746721,9.58975746721,8.01530477411,8.01168771571,9.58975746696,8.60379881486,9.34750258477,9.58975746707,9.58975746717,9.58975746717,9.58975746716,9.58975746716,9.58975746716,9.58975746706,9.58975746706,9.07997683786,9.58975746716,8.70104333821,9.58975746671,7.96119009681,9.44234357191,9.58975746731,9.58975746731,6.44486619851,5.9856919184,7.024275190801,7.474701662301,9.776495740001,8.962434320689,9.776495739189,8.452849495201,9.247915068401,9.439941602501,9.776495739581,9.776495739581,9.776495739601,9.651848005251,9.104397985151,9.776495739551,9.776495739561,9.776495739561,9.747978795261,9.776495739581,9.776495739581,9.776495739581,9.776495739601,9.776495739601,8.991880374401,9.776495739581,8.987373003181,9.417326391801,9.776495739301,9.776495738701,9.776495739441,9.483664103441,9.776495739411,9.776495739411,9.776495739411,9.776495739311,9.776495739311,9.776495739421,9.776495739421,9.776495739391,9.776495739391,9.776495739391,8.895350214321,9.776495739721,9.776495739721,9.776495739721,8.350628720565,9.776495739265,9.776495739435,9.776495739435,9.776495739465,9.402137507865,7.941968643361,8.245752128421,7.977018675821,9.776495739801,9.776495740001,9.776495739551,9.776495739551,9.004056708351,9.776495739301,9.776495739301,7.241419049101,6.182905039901,5.044539434371,8.828634567151,8.751642930371,10.939066766161,11.223784810761,11.223784810761,11.223784810761,11.223784810361,11.223784810321,11.223784810821,11.223784810821,11.223784810474,11.223784810474,10.997478108561,11.223784811061,7.604700431661,7.347677570378,11.054194220661,10.849521239961,11.223784811161,7.776772513541,7.256074337349,8.955559163661,9.746651332661
"t98",5.472890233,4.16912778364,6.079068053753,7.469954742953,7.469954742953,7.178971727353,7.229893696953,7.469954743153,6.292924599653,7.469954743753,7.469954743353,7.469954743453,7.363970234853,6.329272535853,7.469954743353,7.469954743153,7.469954743153,7.469954743403,7.469954743403,7.469954743263,7.469954743263,7.469954743273,7.469954743273,7.4699547433224,7.4699547433224,7.469954743323,5.295675178253,7.469954743153,7.469954743153,7.041195410053,6.349820224853,4.96501944182,3.87363065781,2.4642102023,3.8997891862,4.0628425762,4.0628425762,1.4158029644,0,4.50829817831,4.72269913871,4.98635525021,4.27840573607,5.36597086437,3.46665890041,8.25967190661,9.14477142641,8.11845130291,9.58975746711,8.99103520939,8.86152186353,9.3958575629,9.1382550458,8.86273319265,9.5590491295,9.589757467,9.5897574673,9.5897574674,9.5897574674,9.5897574671,9.5897574671,7.40260701271,7.96862494931,9.58975746711,9.58975746711,9.26995833649,9.22427700393,9.58975746721,9.58975746721,8.01530477411,8.01168771571,9.58975746696,8.60379881486,9.34750258477,9.58975746707,9.58975746717,9.58975746717,9.58975746716,9.58975746716,9.58975746716,9.58975746706,9.58975746706,9.07997683786,9.58975746716,8.70104333821,9.58975746671,7.96119009681,9.44234357191,9.58975746731,9.58975746731,6.44486619851,5.9856919184,7.024275190801,7.474701662301,9.776495740001,8.962434320689,9.776495739189,8.452849495201,9.247915068401,9.439941602501,9.776495739581,9.776495739581,9.776495739601,9.651848005251,9.104397985151,9.776495739551,9.776495739561,9.776495739561,9.747978795261,9.776495739581,9.776495739581,9.776495739581,9.776495739601,9.776495739601,8.991880374401,9.776495739581,8.987373003181,9.417326391801,9.776495739301,9.776495738701,9.776495739441,9.483664103441,9.776495739411,9.776495739411,9.776495739411,9.776495739311,9.776495739311,9.776495739421,9.776495739421,9.776495739391,9.776495739391,9.776495739391,8.895350214321,9.776495739721,9.776495739721,9.776495739721,8.350628720565,9.776495739265,9.776495739435,9.776495739435,9.776495739465,9.402137507865,7.941968643361,8.245752128421,7.977018675821,9.776495739801,9.776495740001,9.776495739551,9.776495739551,9.004056708351,9.776495739301,9.776495739301,7.241419049101,6.182905039901,5.044539434371,8.828634567151,8.751642930371,10.939066766161,11.223784810761,11.223784810761,11.223784810761,11.223784810361,11.223784810321,11.223784810821,11.223784810821,11.223784810474,11.223784810474,10.997478108561,11.223784811061,7.604700431661,7.347677570378,11.054194220661,10.849521239961,11.223784811161,7.776772513541,7.256074337349,8.955559163661,9.746651332661
"t49",4.61521754691,3.31145509755,5.221395367663,6.612282056863,6.612282056863,6.321299041263,6.372221010863,6.612282057063,5.435251913563,6.612282057663,6.612282057263,6.612282057363,6.506297548763,5.471599849763,6.612282057263,6.612282057063,6.612282057063,6.612282057313,6.612282057313,6.612282057173,6.612282057173,6.612282057183,6.612282057183,6.6122820572324,6.6122820572324,6.612282057233,4.438002492163,6.612282057063,6.612282057063,6.183522723963,5.492147538763,4.10734675573,3.01595797172,2.37090020261,4.34524478811,4.50829817811,4.50829817811,4.50829817831,4.50829817831,0,1.372279263,1.6359353745,1.06097667598,2.14854180428,2.60898621432,7.40199922052,8.28709874032,7.26077861682,8.73208478102,8.1333625233,8.00384917744,8.53818487681,8.28058235971,8.00506050656,8.70137644341,8.73208478091,8.73208478121,8.73208478131,8.73208478131,8.73208478101,8.73208478101,6.54493432662,7.11095226322,8.73208478102,8.73208478102,8.4122856504,8.36660431784,8.73208478112,8.73208478112,7.15763208802,7.15401502962,8.73208478087,7.74612612877,8.48982989868,8.73208478098,8.73208478108,8.73208478108,8.73208478107,8.73208478107,8.73208478107,8.73208478097,8.73208478097,8.22230415177,8.73208478107,7.84337065212,8.73208478062,7.10351741072,8.58467088582,8.73208478122,8.73208478122,5.58719351242,5.12801923231,6.166602504711,6.617028976211,8.918823053911,8.104761634599,8.918823053099,7.595176809111,8.390242382311,8.582268916411,8.918823053491,8.918823053491,8.918823053511,8.794175319161,8.246725299061,8.918823053461,8.918823053471,8.918823053471,8.890306109171,8.918823053491,8.918823053491,8.918823053491,8.918823053511,8.918823053511,8.134207688311,8.918823053491,8.129700317091,8.559653705711,8.918823053211,8.918823052611,8.918823053351,8.625991417351,8.918823053321,8.918823053321,8.918823053321,8.918823053221,8.918823053221,8.918823053331,8.918823053331,8.918823053301,8.918823053301,8.918823053301,8.037677528231,8.918823053631,8.918823053631,8.918823053631,7.492956034475,8.918823053175,8.918823053345,8.918823053345,8.918823053375,8.544464821775,7.084295957271,7.388079442331,7.119345989731,8.918823053711,8.918823053911,8.918823053461,8.918823053461,8.146384022261,8.918823053211,8.918823053211,6.383746363011,5.325232353811,4.186866748281,7.970961881061,7.893970244281,10.081394080071,10.366112124671,10.366112124671,10.366112124671,10.366112124271,10.366112124231,10.366112124731,10.366112124731,10.366112124384,10.366112124384,10.139805422471,10.366112124971,6.747027745571,6.490004884288,10.196521534571,9.991848553871,10.366112125071,6.919099827451,6.398401651259,8.097886477571,8.888978646571
"t73",4.82961850731,3.52585605795,5.435796328063,6.826683017263,6.826683017263,6.535700001663,6.586621971263,6.826683017463,5.649652873963,6.826683018063,6.826683017663,6.826683017763,6.720698509163,5.686000810163,6.826683017663,6.826683017463,6.826683017463,6.826683017713,6.826683017713,6.826683017573,6.826683017573,6.826683017583,6.826683017583,6.8266830176324,6.8266830176324,6.826683017633,4.652403452563,6.826683017463,6.826683017463,6.397923684363,5.706548499163,4.32174771613,3.23035893212,2.58530116301,4.55964574851,4.72269913851,4.72269913851,4.72269913871,4.72269913871,1.372279263,0,1.0620680095,1.27537763638,2.36294276468,2.82338717472,7.61640018092,8.50149970072,7.47517957722,8.94648574142,8.3477634837,8.21825013784,8.75258583721,8.49498332011,8.21946146696,8.91577740381,8.94648574131,8.94648574161,8.94648574171,8.94648574171,8.94648574141,8.94648574141,6.75933528702,7.32535322362,8.94648574142,8.94648574142,8.6266866108,8.58100527824,8.94648574152,8.94648574152,7.37203304842,7.36841599002,8.94648574127,7.96052708917,8.70423085908,8.94648574138,8.94648574148,8.94648574148,8.94648574147,8.94648574147,8.94648574147,8.94648574137,8.94648574137,8.43670511217,8.94648574147,8.05777161252,8.94648574102,7.31791837112,8.79907184622,8.94648574162,8.94648574162,5.80159447282,5.34242019271,6.381003465111,6.831429936611,9.133224014311,8.319162594999,9.133224013499,7.809577769511,8.604643342711,8.796669876811,9.133224013891,9.133224013891,9.133224013911,9.008576279561,8.461126259461,9.133224013861,9.133224013871,9.133224013871,9.104707069571,9.133224013891,9.133224013891,9.133224013891,9.133224013911,9.133224013911,8.348608648711,9.133224013891,8.344101277491,8.774054666111,9.133224013611,9.133224013011,9.133224013751,8.840392377751,9.133224013721,9.133224013721,9.133224013721,9.133224013621,9.133224013621,9.133224013731,9.133224013731,9.133224013701,9.133224013701,9.133224013701,8.252078488631,9.133224014031,9.133224014031,9.133224014031,7.707356994875,9.133224013575,9.133224013745,9.133224013745,9.133224013775,8.758865782175,7.298696917671,7.602480402731,7.333746950131,9.133224014111,9.133224014311,9.133224013861,9.133224013861,8.360784982661,9.133224013611,9.133224013611,6.598147323411,5.539633314211,4.401267708681,8.185362841461,8.108371204681,10.295795040471,10.580513085071,10.580513085071,10.580513085071,10.580513084671,10.580513084631,10.580513085131,10.580513085131,10.580513084784,10.580513084784,10.354206382871,10.580513085371,6.961428705971,6.704405844688,10.410922494971,10.206249514271,10.580513085471,7.133500787851,6.612802611659,8.312287437971,9.103379606971
"t74",5.09327461881,3.78951216945,5.699452439563,7.090339128763,7.090339128763,6.799356113163,6.850278082763,7.090339128963,5.913308985463,7.090339129563,7.090339129163,7.090339129263,6.984354620663,5.949656921663,7.090339129163,7.090339128963,7.090339128963,7.090339129213,7.090339129213,7.090339129073,7.090339129073,7.090339129083,7.090339129083,7.0903391291324,7.0903391291324,7.090339129133,4.916059564063,7.090339128963,7.090339128963,6.661579795863,5.970204610663,4.58540382763,3.49401504362,2.84895727451,4.82330186001,4.98635525001,4.98635525001,4.98635525021,4.98635525021,1.6359353745,1.0620680095,0,1.53903374788,2.62659887618,3.08704328622,7.88005629242,8.76515581222,7.73883568872,9.21014185292,8.6114195952,8.48190624934,9.01624194871,8.75863943161,8.48311757846,9.17943351531,9.21014185281,9.21014185311,9.21014185321,9.21014185321,9.21014185291,9.21014185291,7.02299139852,7.58900933512,9.21014185292,9.21014185292,8.8903427223,8.84466138974,9.21014185302,9.21014185302,7.63568915992,7.63207210152,9.21014185277,8.22418320067,8.96788697058,9.21014185288,9.21014185298,9.21014185298,9.21014185297,9.21014185297,9.21014185297,9.21014185287,9.21014185287,8.70036122367,9.21014185297,8.32142772402,9.21014185252,7.58157448262,9.06272795772,9.21014185312,9.21014185312,6.06525058432,5.60607630421,6.644659576611,7.095086048111,9.396880125811,8.582818706499,9.396880124999,8.073233881011,8.868299454211,9.060325988311,9.396880125391,9.396880125391,9.396880125411,9.272232391061,8.724782370961,9.396880125361,9.396880125371,9.396880125371,9.368363181071,9.396880125391,9.396880125391,9.396880125391,9.396880125411,9.396880125411,8.612264760211,9.396880125391,8.607757388991,9.037710777611,9.396880125111,9.396880124511,9.396880125251,9.104048489251,9.396880125221,9.396880125221,9.396880125221,9.396880125121,9.396880125121,9.396880125231,9.396880125231,9.396880125201,9.396880125201,9.396880125201,8.515734600131,9.396880125531,9.396880125531,9.396880125531,7.971013106375,9.396880125075,9.396880125245,9.396880125245,9.396880125275,9.022521893675,7.562353029171,7.866136514231,7.597403061631,9.396880125611,9.396880125811,9.396880125361,9.396880125361,8.624441094161,9.396880125111,9.396880125111,6.861803434911,5.803289425711,4.664923820181,8.449018952961,8.372027316181,10.559451151971,10.844169196571,10.844169196571,10.844169196571,10.844169196171,10.844169196131,10.844169196631,10.844169196631,10.844169196284,10.844169196284,10.617862494371,10.844169196871,7.225084817471,6.968061956188,10.674578606471,10.469905625771,10.844169196971,7.397156899351,6.876458723159,8.575943549471,9.367035718471
