"","t15","t16","t60","t61","t104","t105","t76","t77","t84","t85","t86","t40","t67","t68","t14","t36","t99","t100","t32","t24","t35","t116","t117","t72","t122","t123","t17","t27","t43","t114","t115","t62","t69","t112","t113","t95","t102","t103","t87","t88","t28","t129","t130","t124","t110","t20","t38","t39","t31","t80","t81","t44","t127","t128","t52","t101","t106","t107","t18","t90","t125","t126","t98","t75","t11","t13","t25","t26","t48","t49","t19","t9","t6","t1","t7","t8","t2","t21","t22","t91","t92","t82","t83","t50","t51","t96","t97","t70","t71","t58","t59","t108","t109","t12","t23","t78","t79","t42","t37","t120","t121","t3","t4","t46","t111","t118","t119","t89","t30","t55","t56","t63","t64","t93","t94","t45","t5","t10","t29","t73","t74","t47","t33","t34","t53","t54","t41","t57","t65","t66"
"t15",0,0.8437386485,1.60041257,1.60041257,1.60041257,1.60041257,2.52643663381,2.52643663381,2.52643663383,2.526436633786,2.526436633786,2.52643663386,2.52643663386,2.52643663386,2.52643663376,2.52643663375,2.52643663375,2.52643663375,2.52643663376,1.73834905566,2.52643663376,2.5264366338,2.5264366338,2.52643663387,2.52643663383,2.52643663383,2.15607214683,2.46643703693,2.52643663393,2.52643663385,2.52643663385,2.52643663393,2.52643663392,2.52643663389,2.52643663389,2.52643663393,2.52643663394,2.52643663394,4.9373265317,5.1428938274,5.1428938275,5.14289382782,5.14289382782,5.14289382782,5.14289382778,5.14289382798,5.14289382796,5.14289382796,5.1428938279,5.14289382791,5.14289382791,5.14289382784,5.14289382793,5.14289382793,5.14289382794,5.14289382796,5.14289382791,5.14289382791,5.14289382808,5.14289382831,5.14289382834,5.14289382834,5.14289382827,5.14289382828,3.39840868429,4.04796949315,4.36989162485,5.14289382795,5.1428938279,5.1428938279,4.3626666161,5.1428938276,2.94468229028,5.3216826837,6.7881897505,6.8926675768,5.4993946162,8.5552256644,8.7251573034,8.7251573035,8.7251573035,8.7251573035,8.7251573035,8.72515730347,8.72515730347,8.7251573034,8.7251573034,8.7251573034,8.7251573034,8.41801812686,8.72515730336,8.72515730337,8.72515730337,7.51322160497,8.3625831357,8.72515730346,8.72515730346,8.72515730346,8.7251573035,8.72515730388,8.72515730388,6.28756489485,7.38432484315,8.72515730366,8.72515730368,8.72515730368,8.72515730368,8.59218741116,7.95583784717,8.72515730383,8.63518738173,8.72515730373,8.72515730373,8.72515730376,8.72515730376,8.27798069496,7.23676918626,7.03195002517,8.39660280153,8.72515730343,8.72515730343,8.72515730333,8.67879894923,8.26659430967,8.72515730348,8.72515730348,8.72515730338,8.72515730337,8.72515730334,8.72515730334
"t16",0.8437386485,0,2.2086694021,2.2086694021,2.2086694021,2.2086694021,3.13469346591,3.13469346591,3.13469346593,3.134693465886,3.134693465886,3.13469346596,3.13469346596,3.13469346596,3.13469346586,3.13469346585,3.13469346585,3.13469346585,3.13469346586,2.34660588776,3.13469346586,3.1346934659,3.1346934659,3.13469346597,3.13469346593,3.13469346593,2.76432897893,3.07469386903,3.13469346603,3.13469346595,3.13469346595,3.13469346603,3.13469346602,3.13469346599,3.13469346599,3.13469346603,3.13469346604,3.13469346604,5.5455833638,5.7511506595,5.7511506596,5.75115065992,5.75115065992,5.75115065992,5.75115065988,5.75115066008,5.75115066006,5.75115066006,5.75115066,5.75115066001,5.75115066001,5.75115065994,5.75115066003,5.75115066003,5.75115066004,5.75115066006,5.75115066001,5.75115066001,5.75115066018,5.75115066041,5.75115066044,5.75115066044,5.75115066037,5.75115066038,4.00666551639,4.65622632525,4.97814845695,5.75115066005,5.75115066,5.75115066,4.9709234482,5.7511506597,3.55293912238,5.9299395158,7.3964465826,7.5009244089,6.1076514483,9.1634824965,9.3334141355,9.3334141356,9.3334141356,9.3334141356,9.3334141356,9.33341413557,9.33341413557,9.3334141355,9.3334141355,9.3334141355,9.3334141355,9.02627495896,9.33341413546,9.33341413547,9.33341413547,8.12147843707,8.9708399678,9.33341413556,9.33341413556,9.33341413556,9.3334141356,9.33341413598,9.33341413598,6.89582172695,7.99258167525,9.33341413576,9.33341413578,9.33341413578,9.33341413578,9.20044424326,8.56409467927,9.33341413593,9.24344421383,9.33341413583,9.33341413583,9.33341413586,9.33341413586,8.88623752706,7.84502601836,7.64020685727,9.00485963363,9.33341413553,9.33341413553,9.33341413543,9.28705578133,8.87485114177,9.33341413558,9.33341413558,9.33341413548,9.33341413547,9.33341413544,9.33341413544
"t60",1.60041257,2.2086694021,0,0.8758351468,1.841047313,1.841047313,3.64788792621,3.64788792621,3.64788792623,3.647887926186,3.647887926186,3.64788792626,3.64788792626,3.64788792626,3.64788792616,3.64788792615,3.64788792615,3.64788792615,3.64788792616,2.85980034806,3.64788792616,3.6478879262,3.6478879262,3.64788792627,3.64788792623,3.64788792623,3.27752343923,3.58788832933,3.64788792633,3.64788792625,3.64788792625,3.64788792633,3.64788792632,3.64788792629,3.64788792629,3.64788792633,3.64788792634,3.64788792634,6.0587778241,6.2643451198,6.2643451199,6.26434512022,6.26434512022,6.26434512022,6.26434512018,6.26434512038,6.26434512036,6.26434512036,6.2643451203,6.26434512031,6.26434512031,6.26434512024,6.26434512033,6.26434512033,6.26434512034,6.26434512036,6.26434512031,6.26434512031,6.26434512048,6.26434512071,6.26434512074,6.26434512074,6.26434512067,6.26434512068,4.51985997669,5.16942078555,5.49134291725,6.26434512035,6.2643451203,6.2643451203,5.4841179085,6.26434512,4.06613358268,6.4431339761,7.9096410429,8.0141188692,6.6208459086,9.6766769568,9.8466085958,9.8466085959,9.8466085959,9.8466085959,9.8466085959,9.84660859587,9.84660859587,9.8466085958,9.8466085958,9.8466085958,9.8466085958,9.53946941926,9.84660859576,9.84660859577,9.84660859577,8.63467289737,9.4840344281,9.84660859586,9.84660859586,9.84660859586,9.8466085959,9.84660859628,9.84660859628,7.40901618725,8.50577613555,9.84660859606,9.84660859608,9.84660859608,9.84660859608,9.71363870356,9.07728913957,9.84660859623,9.75663867413,9.84660859613,9.84660859613,9.84660859616,9.84660859616,9.39943198736,8.35822047866,8.15340131757,9.51805409393,9.84660859583,9.84660859583,9.84660859573,9.80025024163,9.38804560207,9.84660859588,9.84660859588,9.84660859578,9.84660859577,9.84660859574,9.84660859574
"t61",1.60041257,2.2086694021,0.8758351468,0,1.841047313,1.841047313,3.64788792621,3.64788792621,3.64788792623,3.647887926186,3.647887926186,3.64788792626,3.64788792626,3.64788792626,3.64788792616,3.64788792615,3.64788792615,3.64788792615,3.64788792616,2.85980034806,3.64788792616,3.6478879262,3.6478879262,3.64788792627,3.64788792623,3.64788792623,3.27752343923,3.58788832933,3.64788792633,3.64788792625,3.64788792625,3.64788792633,3.64788792632,3.64788792629,3.64788792629,3.64788792633,3.64788792634,3.64788792634,6.0587778241,6.2643451198,6.2643451199,6.26434512022,6.26434512022,6.26434512022,6.26434512018,6.26434512038,6.26434512036,6.26434512036,6.2643451203,6.26434512031,6.26434512031,6.26434512024,6.26434512033,6.26434512033,6.26434512034,6.26434512036,6.26434512031,6.26434512031,6.26434512048,6.26434512071,6.26434512074,6.26434512074,6.26434512067,6.26434512068,4.51985997669,5.16942078555,5.49134291725,6.26434512035,6.2643451203,6.2643451203,5.4841179085,6.26434512,4.06613358268,6.4431339761,7.9096410429,8.0141188692,6.6208459086,9.6766769568,9.8466085958,9.8466085959,9.8466085959,9.8466085959,9.8466085959,9.84660859587,9.84660859587,9.8466085958,9.8466085958,9.8466085958,9.8466085958,9.53946941926,9.84660859576,9.84660859577,9.84660859577,8.63467289737,9.4840344281,9.84660859586,9.84660859586,9.84660859586,9.8466085959,9.84660859628,9.84660859628,7.40901618725,8.50577613555,9.84660859606,9.84660859608,9.84660859608,9.84660859608,9.71363870356,9.07728913957,9.84660859623,9.75663867413,9.84660859613,9.84660859613,9.84660859616,9.84660859616,9.39943198736,8.35822047866,8.15340131757,9.51805409393,9.84660859583,9.84660859583,9.84660859573,9.80025024163,9.38804560207,9.84660859588,9.84660859588,9.84660859578,9.84660859577,9.84660859574,9.84660859574
"t104",1.60041257,2.2086694021,1.841047313,1.841047313,0,0.3000476574,3.64788792621,3.64788792621,3.64788792623,3.647887926186,3.647887926186,3.64788792626,3.64788792626,3.64788792626,3.64788792616,3.64788792615,3.64788792615,3.64788792615,3.64788792616,2.85980034806,3.64788792616,3.6478879262,3.6478879262,3.64788792627,3.64788792623,3.64788792623,3.27752343923,3.58788832933,3.64788792633,3.64788792625,3.64788792625,3.64788792633,3.64788792632,3.64788792629,3.64788792629,3.64788792633,3.64788792634,3.64788792634,6.0587778241,6.2643451198,6.2643451199,6.26434512022,6.26434512022,6.26434512022,6.26434512018,6.26434512038,6.26434512036,6.26434512036,6.2643451203,6.26434512031,6.26434512031,6.26434512024,6.26434512033,6.26434512033,6.26434512034,6.26434512036,6.26434512031,6.26434512031,6.26434512048,6.26434512071,6.26434512074,6.26434512074,6.26434512067,6.26434512068,4.51985997669,5.16942078555,5.49134291725,6.26434512035,6.2643451203,6.2643451203,5.4841179085,6.26434512,4.06613358268,6.4431339761,7.9096410429,8.0141188692,6.6208459086,9.6766769568,9.8466085958,9.8466085959,9.8466085959,9.8466085959,9.8466085959,9.84660859587,9.84660859587,9.8466085958,9.8466085958,9.8466085958,9.8466085958,9.53946941926,9.84660859576,9.84660859577,9.84660859577,8.63467289737,9.4840344281,9.84660859586,9.84660859586,9.84660859586,9.8466085959,9.84660859628,9.84660859628,7.40901618725,8.50577613555,9.84660859606,9.84660859608,9.84660859608,9.84660859608,9.71363870356,9.07728913957,9.84660859623,9.75663867413,9.84660859613,9.84660859613,9.84660859616,9.84660859616,9.39943198736,8.35822047866,8.15340131757,9.51805409393,9.84660859583,9.84660859583,9.84660859573,9.80025024163,9.38804560207,9.84660859588,9.84660859588,9.84660859578,9.84660859577,9.84660859574,9.84660859574
"t105",1.60041257,2.2086694021,1.841047313,1.841047313,0.3000476574,0,3.64788792621,3.64788792621,3.64788792623,3.647887926186,3.647887926186,3.64788792626,3.64788792626,3.64788792626,3.64788792616,3.64788792615,3.64788792615,3.64788792615,3.64788792616,2.85980034806,3.64788792616,3.6478879262,3.6478879262,3.64788792627,3.64788792623,3.64788792623,3.27752343923,3.58788832933,3.64788792633,3.64788792625,3.64788792625,3.64788792633,3.64788792632,3.64788792629,3.64788792629,3.64788792633,3.64788792634,3.64788792634,6.0587778241,6.2643451198,6.2643451199,6.26434512022,6.26434512022,6.26434512022,6.26434512018,6.26434512038,6.26434512036,6.26434512036,6.2643451203,6.26434512031,6.26434512031,6.26434512024,6.26434512033,6.26434512033,6.26434512034,6.26434512036,6.26434512031,6.26434512031,6.26434512048,6.26434512071,6.26434512074,6.26434512074,6.26434512067,6.26434512068,4.51985997669,5.16942078555,5.49134291725,6.26434512035,6.2643451203,6.2643451203,5.4841179085,6.26434512,4.06613358268,6.4431339761,7.9096410429,8.0141188692,6.6208459086,9.6766769568,9.8466085958,9.8466085959,9.8466085959,9.8466085959,9.8466085959,9.84660859587,9.84660859587,9.8466085958,9.8466085958,9.8466085958,9.8466085958,9.53946941926,9.84660859576,9.84660859577,9.84660859577,8.63467289737,9.4840344281,9.84660859586,9.84660859586,9.84660859586,9.8466085959,9.84660859628,9.84660859628,7.40901618725,8.50577613555,9.84660859606,9.84660859608,9.84660859608,9.84660859608,9.71363870356,9.07728913957,9.84660859623,9.75663867413,9.84660859613,9.84660859613,9.84660859616,9.84660859616,9.39943198736,8.35822047866,8.15340131757,9.51805409393,9.84660859583,9.84660859583,9.84660859573,9.80025024163,9.38804560207,9.84660859588,9.84660859588,9.84660859578,9.84660859577,9.84660859574,9.84660859574
"t76",2.52643663381,3.13469346591,3.64788792621,3.64788792621,3.64788792621,3.64788792621,0,0.6628049274,0.72775508692,0.727755086876,0.727755086876,1.40092061015,1.73431931655,1.73431931655,3.30106794925,3.30106794924,3.30106794924,3.30106794924,3.30106794925,2.51298037115,3.30106794925,3.30106794929,3.30106794929,3.30106794936,3.30106794932,3.30106794932,3.12478141518,3.43514630528,3.49514590228,3.4951459022,3.4951459022,3.49514590228,3.49514590227,3.49514590224,3.49514590224,3.49514590228,3.49514590229,3.49514590229,6.05877782411,6.26434511981,6.26434511991,6.26434512023,6.26434512023,6.26434512023,6.26434512019,6.26434512039,6.26434512037,6.26434512037,6.26434512031,6.26434512032,6.26434512032,6.26434512025,6.26434512034,6.26434512034,6.26434512035,6.26434512037,6.26434512032,6.26434512032,6.26434512049,6.26434512072,6.26434512075,6.26434512075,6.26434512068,6.26434512069,4.5198599767,5.16942078556,5.49134291726,6.26434512036,6.26434512031,6.26434512031,5.48411790851,6.26434512001,4.06613358269,6.44313397611,7.90964104291,8.01411886921,6.62084590861,9.67667695681,9.84660859581,9.84660859591,9.84660859591,9.84660859591,9.84660859591,9.84660859588,9.84660859588,9.84660859581,9.84660859581,9.84660859581,9.84660859581,9.53946941927,9.84660859577,9.84660859578,9.84660859578,8.63467289738,9.48403442811,9.84660859587,9.84660859587,9.84660859587,9.84660859591,9.84660859629,9.84660859629,7.40901618726,8.50577613556,9.84660859607,9.84660859609,9.84660859609,9.84660859609,9.71363870357,9.07728913958,9.84660859624,9.75663867414,9.84660859614,9.84660859614,9.84660859617,9.84660859617,9.39943198737,8.35822047867,8.15340131758,9.51805409394,9.84660859584,9.84660859584,9.84660859574,9.80025024164,9.38804560208,9.84660859589,9.84660859589,9.84660859579,9.84660859578,9.84660859575,9.84660859575
"t77",2.52643663381,3.13469346591,3.64788792621,3.64788792621,3.64788792621,3.64788792621,0.6628049274,0,0.72775508692,0.727755086876,0.727755086876,1.40092061015,1.73431931655,1.73431931655,3.30106794925,3.30106794924,3.30106794924,3.30106794924,3.30106794925,2.51298037115,3.30106794925,3.30106794929,3.30106794929,3.30106794936,3.30106794932,3.30106794932,3.12478141518,3.43514630528,3.49514590228,3.4951459022,3.4951459022,3.49514590228,3.49514590227,3.49514590224,3.49514590224,3.49514590228,3.49514590229,3.49514590229,6.05877782411,6.26434511981,6.26434511991,6.26434512023,6.26434512023,6.26434512023,6.26434512019,6.26434512039,6.26434512037,6.26434512037,6.26434512031,6.26434512032,6.26434512032,6.26434512025,6.26434512034,6.26434512034,6.26434512035,6.26434512037,6.26434512032,6.26434512032,6.26434512049,6.26434512072,6.26434512075,6.26434512075,6.26434512068,6.26434512069,4.5198599767,5.16942078556,5.49134291726,6.26434512036,6.26434512031,6.26434512031,5.48411790851,6.26434512001,4.06613358269,6.44313397611,7.90964104291,8.01411886921,6.62084590861,9.67667695681,9.84660859581,9.84660859591,9.84660859591,9.84660859591,9.84660859591,9.84660859588,9.84660859588,9.84660859581,9.84660859581,9.84660859581,9.84660859581,9.53946941927,9.84660859577,9.84660859578,9.84660859578,8.63467289738,9.48403442811,9.84660859587,9.84660859587,9.84660859587,9.84660859591,9.84660859629,9.84660859629,7.40901618726,8.50577613556,9.84660859607,9.84660859609,9.84660859609,9.84660859609,9.71363870357,9.07728913958,9.84660859624,9.75663867414,9.84660859614,9.84660859614,9.84660859617,9.84660859617,9.39943198737,8.35822047867,8.15340131758,9.51805409394,9.84660859584,9.84660859584,9.84660859574,9.80025024164,9.38804560208,9.84660859589,9.84660859589,9.84660859579,9.84660859578,9.84660859575,9.84660859575
"t84",2.52643663383,3.13469346593,3.64788792623,3.64788792623,3.64788792623,3.64788792623,0.72775508692,0.72775508692,0,0.528701794956,0.528701794956,1.40092061017,1.73431931657,1.73431931657,3.30106794927,3.30106794926,3.30106794926,3.30106794926,3.30106794927,2.51298037117,3.30106794927,3.30106794931,3.30106794931,3.30106794938,3.30106794934,3.30106794934,3.1247814152,3.4351463053,3.4951459023,3.49514590222,3.49514590222,3.4951459023,3.49514590229,3.49514590226,3.49514590226,3.4951459023,3.49514590231,3.49514590231,6.05877782413,6.26434511983,6.26434511993,6.26434512025,6.26434512025,6.26434512025,6.26434512021,6.26434512041,6.26434512039,6.26434512039,6.26434512033,6.26434512034,6.26434512034,6.26434512027,6.26434512036,6.26434512036,6.26434512037,6.26434512039,6.26434512034,6.26434512034,6.26434512051,6.26434512074,6.26434512077,6.26434512077,6.2643451207,6.26434512071,4.51985997672,5.16942078558,5.49134291728,6.26434512038,6.26434512033,6.26434512033,5.48411790853,6.26434512003,4.06613358271,6.44313397613,7.90964104293,8.01411886923,6.62084590863,9.67667695683,9.84660859583,9.84660859593,9.84660859593,9.84660859593,9.84660859593,9.8466085959,9.8466085959,9.84660859583,9.84660859583,9.84660859583,9.84660859583,9.53946941929,9.84660859579,9.8466085958,9.8466085958,8.6346728974,9.48403442813,9.84660859589,9.84660859589,9.84660859589,9.84660859593,9.84660859631,9.84660859631,7.40901618728,8.50577613558,9.84660859609,9.84660859611,9.84660859611,9.84660859611,9.71363870359,9.0772891396,9.84660859626,9.75663867416,9.84660859616,9.84660859616,9.84660859619,9.84660859619,9.39943198739,8.35822047869,8.1534013176,9.51805409396,9.84660859586,9.84660859586,9.84660859576,9.80025024166,9.3880456021,9.84660859591,9.84660859591,9.84660859581,9.8466085958,9.84660859577,9.84660859577
"t85",2.526436633786,3.134693465886,3.647887926186,3.647887926186,3.647887926186,3.647887926186,0.727755086876,0.727755086876,0.528701794956,0,0.521175625,1.400920610126,1.734319316526,1.734319316526,3.301067949226,3.301067949216,3.301067949216,3.301067949216,3.301067949226,2.512980371126,3.301067949226,3.301067949266,3.301067949266,3.301067949336,3.301067949296,3.301067949296,3.124781415156,3.435146305256,3.495145902256,3.495145902176,3.495145902176,3.495145902256,3.495145902246,3.495145902216,3.495145902216,3.495145902256,3.495145902266,3.495145902266,6.058777824086,6.264345119786,6.264345119886,6.264345120206,6.264345120206,6.264345120206,6.264345120166,6.264345120366,6.264345120346,6.264345120346,6.264345120286,6.264345120296,6.264345120296,6.264345120226,6.264345120316,6.264345120316,6.264345120326,6.264345120346,6.264345120296,6.264345120296,6.264345120466,6.264345120696,6.264345120726,6.264345120726,6.264345120656,6.264345120666,4.519859976676,5.169420785536,5.491342917236,6.264345120336,6.264345120286,6.264345120286,5.484117908486,6.264345119986,4.066133582666,6.443133976086,7.909641042886,8.014118869186,6.620845908586,9.676676956786,9.846608595786,9.846608595886,9.846608595886,9.846608595886,9.846608595886,9.846608595856,9.846608595856,9.846608595786,9.846608595786,9.846608595786,9.846608595786,9.539469419246,9.846608595746,9.846608595756,9.846608595756,8.634672897356,9.484034428086,9.846608595846,9.846608595846,9.846608595846,9.846608595886,9.846608596266,9.846608596266,7.409016187236,8.505776135536,9.846608596046,9.846608596066,9.846608596066,9.846608596066,9.713638703546,9.077289139556,9.846608596216,9.756638674116,9.846608596116,9.846608596116,9.846608596146,9.846608596146,9.399431987346,8.358220478646,8.153401317556,9.518054093916,9.846608595816,9.846608595816,9.846608595716,9.800250241616,9.388045602056,9.846608595866,9.846608595866,9.846608595766,9.846608595756,9.846608595726,9.846608595726
