"","t6","t12","t143","t144","t88","t87","t47","t147","t148","t105","t84","t97","t98","t57","t58","t95","t96","t48","t10","t20","t137","t138","t55","t56","t37","t145","t146","t42","t28","t106","t107","t59","t103","t104","t73","t74","t43","t45","t46","t8","t40","t89","t133","t134","t91","t92","t115","t129","t130","t127","t72","t32","t111","t112","t62","t80","t81","t2","t3","t13","t29","t50","t51","t27","t21","t7","t4","t18","t19","t11","t41","t99","t100","t22","t49","t94","t119","t120","t78","t79","t113","t114","t152","t153","t149","t61","t116","t121","t122","t125","t126","t44","t90","t109","t110","t82","t83","t68","t69","t60","t54","t52","t66","t67","t34","t36","t123","t124","t70","t71","t38","t63","t64","t76","t77","t141","t142","t131","t132","t93","t53","t75","t150","t151","t30","t31","t39","t65","t101","t102","t128","t139","t140","t135","t136","t17","t9","t5","t25","t26","t33","t117","t118","t108","t85","t86","t35","t14","t15","t23","t24","t16","t1"
"t6",0,2.43061460977,4.826400445982,4.826400445982,4.826400445982,4.82640044597,4.82640044637,4.82640044615,4.82640044615,4.82640044607,4.82640044607,4.82640044607,4.82640044607,4.40944793237,4.82640044577,4.64849272437,4.53053597477,4.82640044627,1.207452859071,2.34607613147,4.82640044653,4.82640044653,4.82640044617,4.12132464827,3.91373173117,4.82640044656,4.82640044656,3.83578080627,4.59130374257,4.5331653727,4.82640044627,4.64212982667,4.82640044617,4.82640044617,4.82640044617,4.82640044617,4.82640044577,4.434027452441,4.826400446741,1.31724302997,4.82640044627,4.82640044626,4.82640044626,4.82640044626,4.82640044626,4.82640044626,4.82640044629,4.826400446264,4.826400446264,4.82640044625,4.19474720752,4.82640044597,4.82640044627,4.82640044627,4.23453215477,4.65390778247,4.82640044627,2.7351503259,2.7504696617,5.3021337571,7.7936605429,8.1617517951,8.2382941843,6.3131039929,6.0752037083,4.3221043854,3.1322652707,6.8579239856,6.1366779758,5.2146678547,7.24636676108,8.23829418448,8.23829418448,6.27702477928,8.238294184921,8.238294184521,8.238294184521,8.238294184521,8.238294184511,8.238294184511,8.238294184511,8.238294184511,8.238294184493,8.238294184493,8.238294184491,7.687086287111,8.238294184441,8.238294184481,8.238294184481,8.048302619811,8.238294184531,7.203183259431,8.238294184504,8.238294184504,8.238294184504,8.238294184524,8.029837083624,8.238294184484,8.238294184484,8.238294184484,8.238294184484,8.238294184601,8.238294184601,8.238294184601,6.701760564251,7.128191157901,8.238294184452,8.238294184452,8.238294184552,8.238294184552,6.988981187772,8.238294184452,8.238294184452,8.238294184462,8.238294184462,8.238294184532,8.238294184532,8.238294184552,8.238294184552,8.238294184452,8.238294184952,8.238294184561,8.238294184496,8.238294184496,8.1238313283,6.9653734807,7.1705115371,8.2382941845,8.2382941844,8.2382941844,8.2382941845,8.23829418447,8.23829418447,8.23829418446,8.23829418446,7.4190426788,3.99699400993,3.2352358566,6.77832170805,6.15590733005,8.2382941843,8.23829418457,8.23829418457,8.23829418462,7.80270354544,8.23829418452,8.23829418482,6.02294214836,5.97395300866,6.8235565098,8.2382941851,7.1515824548,5.5347662112
"t12",2.43061460977,0,3.849891500212,3.849891500212,3.849891500212,3.8498915002,3.8498915006,3.84989150038,3.84989150038,3.8498915003,3.8498915003,3.8498915003,3.8498915003,3.4329389866,3.8498915,3.6719837786,3.554027029,3.8498915005,1.234950960101,2.6624633465,5.14278766156,5.14278766156,5.1427876612,4.4377118633,4.2301189462,5.14278766159,5.14278766159,4.1521680213,4.9076909576,4.84955258773,5.1427876613,4.9585170417,5.1427876612,5.1427876612,5.1427876612,5.1427876612,5.1427876608,4.750414667471,5.142787661771,3.368649873,6.8778072893,6.87780728929,6.87780728929,6.87780728929,6.87780728929,6.87780728929,6.87780728932,6.877807289294,6.877807289294,6.87780728928,6.24615405055,6.877807289,6.8778072893,6.8778072893,6.2859389978,6.7053146255,6.8778072893,4.85378582727,4.86910516307,7.42076925847,9.91229604427,10.28038729647,10.35692968567,8.43173949427,8.19383920967,6.44073988677,5.25090077207,8.97655948697,8.25531347717,7.33330335607,9.36500226245,10.35692968585,10.35692968585,8.39566028065,10.356929686291,10.356929685891,10.356929685891,10.356929685891,10.356929685881,10.356929685881,10.356929685881,10.356929685881,10.356929685863,10.356929685863,10.356929685861,9.805721788481,10.356929685811,10.356929685851,10.356929685851,10.166938121181,10.356929685901,9.321818760801,10.356929685874,10.356929685874,10.356929685874,10.356929685894,10.148472584994,10.356929685854,10.356929685854,10.356929685854,10.356929685854,10.356929685971,10.356929685971,10.356929685971,8.820396065621,9.246826659271,10.356929685822,10.356929685822,10.356929685922,10.356929685922,9.107616689142,10.356929685822,10.356929685822,10.356929685832,10.356929685832,10.356929685902,10.356929685902,10.356929685922,10.356929685922,10.356929685822,10.356929686322,10.356929685931,10.356929685866,10.356929685866,10.24246682967,9.08400898207,9.28914703847,10.35692968587,10.35692968577,10.35692968577,10.35692968587,10.35692968584,10.35692968584,10.35692968583,10.35692968583,9.53767818017,6.1156295113,5.35387135797,8.89695720942,8.27454283142,10.35692968567,10.35692968594,10.35692968594,10.35692968599,9.92133904681,10.35692968589,10.35692968619,8.14157764973,8.09258851003,8.94219201117,10.35692968647,9.27021795617,7.65340171257
"t143",4.826400445982,3.849891500212,0,0.0680434596,0.965914213,0.981235050412,2.092075363612,3.810572332592,3.810572332592,3.810572332512,3.810572332512,3.810572332512,3.810572332512,4.966520901812,5.383473415212,5.205565693812,5.087608944212,5.383473415712,3.630736796313,5.058249182712,7.538573497772,7.538573497772,7.538573497412,6.833497699512,6.625904782412,7.538573497802,7.538573497802,6.547953857512,7.303476793812,7.245338423942,7.538573497512,7.354302877912,7.538573497412,7.538573497412,7.538573497412,7.538573497412,7.538573497012,7.146200503683,7.538573497983,5.764435709212,9.273593125512,9.273593125502,9.273593125502,9.273593125502,9.273593125502,9.273593125502,9.273593125532,9.273593125506,9.273593125506,9.273593125492,8.641939886762,9.273593125212,9.273593125512,9.273593125512,8.681724834012,9.101100461712,9.273593125512,7.249571663482,7.264890999282,9.816555094682,12.308081880482,12.676173132682,12.752715521882,10.827525330482,10.589625045882,8.836525722982,7.646686608282,11.372345323182,10.651099313382,9.729089192282,11.760788098662,12.752715522062,12.752715522062,10.791446116862,12.752715522503,12.752715522103,12.752715522103,12.752715522103,12.752715522093,12.752715522093,12.752715522093,12.752715522093,12.752715522075,12.752715522075,12.752715522073,12.201507624693,12.752715522023,12.752715522063,12.752715522063,12.562723957393,12.752715522113,11.717604597013,12.752715522086,12.752715522086,12.752715522086,12.752715522106,12.544258421206,12.752715522066,12.752715522066,12.752715522066,12.752715522066,12.752715522183,12.752715522183,12.752715522183,11.216181901833,11.642612495483,12.752715522034,12.752715522034,12.752715522134,12.752715522134,11.503402525354,12.752715522034,12.752715522034,12.752715522044,12.752715522044,12.752715522114,12.752715522114,12.752715522134,12.752715522134,12.752715522034,12.752715522534,12.752715522143,12.752715522078,12.752715522078,12.638252665882,11.479794818282,11.684932874682,12.752715522082,12.752715521982,12.752715521982,12.752715522082,12.752715522052,12.752715522052,12.752715522042,12.752715522042,11.933464016382,8.511415347512,7.749657194182,11.292743045632,10.670328667632,12.752715521882,12.752715522152,12.752715522152,12.752715522202,12.317124883022,12.752715522102,12.752715522402,10.537363485942,10.488374346242,11.337977847382,12.752715522682,11.666003792382,10.049187548782
"t144",4.826400445982,3.849891500212,0.0680434596,0,0.965914213,0.981235050412,2.092075363612,3.810572332592,3.810572332592,3.810572332512,3.810572332512,3.810572332512,3.810572332512,4.966520901812,5.383473415212,5.205565693812,5.087608944212,5.383473415712,3.630736796313,5.058249182712,7.538573497772,7.538573497772,7.538573497412,6.833497699512,6.625904782412,7.538573497802,7.538573497802,6.547953857512,7.303476793812,7.245338423942,7.538573497512,7.354302877912,7.538573497412,7.538573497412,7.538573497412,7.538573497412,7.538573497012,7.146200503683,7.538573497983,5.764435709212,9.273593125512,9.273593125502,9.273593125502,9.273593125502,9.273593125502,9.273593125502,9.273593125532,9.273593125506,9.273593125506,9.273593125492,8.641939886762,9.273593125212,9.273593125512,9.273593125512,8.681724834012,9.101100461712,9.273593125512,7.249571663482,7.264890999282,9.816555094682,12.308081880482,12.676173132682,12.752715521882,10.827525330482,10.589625045882,8.836525722982,7.646686608282,11.372345323182,10.651099313382,9.729089192282,11.760788098662,12.752715522062,12.752715522062,10.791446116862,12.752715522503,12.752715522103,12.752715522103,12.752715522103,12.752715522093,12.752715522093,12.752715522093,12.752715522093,12.752715522075,12.752715522075,12.752715522073,12.201507624693,12.752715522023,12.752715522063,12.752715522063,12.562723957393,12.752715522113,11.717604597013,12.752715522086,12.752715522086,12.752715522086,12.752715522106,12.544258421206,12.752715522066,12.752715522066,12.752715522066,12.752715522066,12.752715522183,12.752715522183,12.752715522183,11.216181901833,11.642612495483,12.752715522034,12.752715522034,12.752715522134,12.752715522134,11.503402525354,12.752715522034,12.752715522034,12.752715522044,12.752715522044,12.752715522114,12.752715522114,12.752715522134,12.752715522134,12.752715522034,12.752715522534,12.752715522143,12.752715522078,12.752715522078,12.638252665882,11.479794818282,11.684932874682,12.752715522082,12.752715521982,12.752715521982,12.752715522082,12.752715522052,12.752715522052,12.752715522042,12.752715522042,11.933464016382,8.511415347512,7.749657194182,11.292743045632,10.670328667632,12.752715521882,12.752715522152,12.752715522152,12.752715522202,12.317124883022,12.752715522102,12.752715522402,10.537363485942,10.488374346242,11.337977847382,12.752715522682,11.666003792382,10.049187548782
"t88",4.826400445982,3.849891500212,0.965914213,0.965914213,0,0.981235050412,2.092075363612,3.810572332592,3.810572332592,3.810572332512,3.810572332512,3.810572332512,3.810572332512,4.966520901812,5.383473415212,5.205565693812,5.087608944212,5.383473415712,3.630736796313,5.058249182712,7.538573497772,7.538573497772,7.538573497412,6.833497699512,6.625904782412,7.538573497802,7.538573497802,6.547953857512,7.303476793812,7.245338423942,7.538573497512,7.354302877912,7.538573497412,7.538573497412,7.538573497412,7.538573497412,7.538573497012,7.146200503683,7.538573497983,5.764435709212,9.273593125512,9.273593125502,9.273593125502,9.273593125502,9.273593125502,9.273593125502,9.273593125532,9.273593125506,9.273593125506,9.273593125492,8.641939886762,9.273593125212,9.273593125512,9.273593125512,8.681724834012,9.101100461712,9.273593125512,7.249571663482,7.264890999282,9.816555094682,12.308081880482,12.676173132682,12.752715521882,10.827525330482,10.589625045882,8.836525722982,7.646686608282,11.372345323182,10.651099313382,9.729089192282,11.760788098662,12.752715522062,12.752715522062,10.791446116862,12.752715522503,12.752715522103,12.752715522103,12.752715522103,12.752715522093,12.752715522093,12.752715522093,12.752715522093,12.752715522075,12.752715522075,12.752715522073,12.201507624693,12.752715522023,12.752715522063,12.752715522063,12.562723957393,12.752715522113,11.717604597013,12.752715522086,12.752715522086,12.752715522086,12.752715522106,12.544258421206,12.752715522066,12.752715522066,12.752715522066,12.752715522066,12.752715522183,12.752715522183,12.752715522183,11.216181901833,11.642612495483,12.752715522034,12.752715522034,12.752715522134,12.752715522134,11.503402525354,12.752715522034,12.752715522034,12.752715522044,12.752715522044,12.752715522114,12.752715522114,12.752715522134,12.752715522134,12.752715522034,12.752715522534,12.752715522143,12.752715522078,12.752715522078,12.638252665882,11.479794818282,11.684932874682,12.752715522082,12.752715521982,12.752715521982,12.752715522082,12.752715522052,12.752715522052,12.752715522042,12.752715522042,11.933464016382,8.511415347512,7.749657194182,11.292743045632,10.670328667632,12.752715521882,12.752715522152,12.752715522152,12.752715522202,12.317124883022,12.752715522102,12.752715522402,10.537363485942,10.488374346242,11.337977847382,12.752715522682,11.666003792382,10.049187548782
"t87",4.82640044597,3.8498915002,0.981235050412,0.981235050412,0.981235050412,0,2.0920753636,3.81057233258,3.81057233258,3.8105723325,3.8105723325,3.8105723325,3.8105723325,4.9665209018,5.3834734152,5.2055656938,5.0876089442,5.3834734157,3.630736796301,5.0582491827,7.53857349776,7.53857349776,7.5385734974,6.8334976995,6.6259047824,7.53857349779,7.53857349779,6.5479538575,7.3034767938,7.24533842393,7.5385734975,7.3543028779,7.5385734974,7.5385734974,7.5385734974,7.5385734974,7.538573497,7.146200503671,7.538573497971,5.7644357092,9.2735931255,9.27359312549,9.27359312549,9.27359312549,9.27359312549,9.27359312549,9.27359312552,9.273593125494,9.273593125494,9.27359312548,8.64193988675,9.2735931252,9.2735931255,9.2735931255,8.681724834,9.1011004617,9.2735931255,7.24957166347,7.26489099927,9.81655509467,12.30808188047,12.67617313267,12.75271552187,10.82752533047,10.58962504587,8.83652572297,7.64668660827,11.37234532317,10.65109931337,9.72908919227,11.76078809865,12.75271552205,12.75271552205,10.79144611685,12.752715522491,12.752715522091,12.752715522091,12.752715522091,12.752715522081,12.752715522081,12.752715522081,12.752715522081,12.752715522063,12.752715522063,12.752715522061,12.201507624681,12.752715522011,12.752715522051,12.752715522051,12.562723957381,12.752715522101,11.717604597001,12.752715522074,12.752715522074,12.752715522074,12.752715522094,12.544258421194,12.752715522054,12.752715522054,12.752715522054,12.752715522054,12.752715522171,12.752715522171,12.752715522171,11.216181901821,11.642612495471,12.752715522022,12.752715522022,12.752715522122,12.752715522122,11.503402525342,12.752715522022,12.752715522022,12.752715522032,12.752715522032,12.752715522102,12.752715522102,12.752715522122,12.752715522122,12.752715522022,12.752715522522,12.752715522131,12.752715522066,12.752715522066,12.63825266587,11.47979481827,11.68493287467,12.75271552207,12.75271552197,12.75271552197,12.75271552207,12.75271552204,12.75271552204,12.75271552203,12.75271552203,11.93346401637,8.5114153475,7.74965719417,11.29274304562,10.67032866762,12.75271552187,12.75271552214,12.75271552214,12.75271552219,12.31712488301,12.75271552209,12.75271552239,10.53736348593,10.48837434623,11.33797784737,12.75271552267,11.66600379237,10.04918754877
"t47",4.82640044637,3.8498915006,2.092075363612,2.092075363612,2.092075363612,2.0920753636,0,3.81057233298,3.81057233298,3.8105723329,3.8105723329,3.8105723329,3.8105723329,4.9665209022,5.3834734156,5.2055656942,5.0876089446,5.3834734161,3.630736796701,5.0582491831,7.53857349816,7.53857349816,7.5385734978,6.8334976999,6.6259047828,7.53857349819,7.53857349819,6.5479538579,7.3034767942,7.24533842433,7.5385734979,7.3543028783,7.5385734978,7.5385734978,7.5385734978,7.5385734978,7.5385734974,7.146200504071,7.538573498371,5.7644357096,9.2735931259,9.27359312589,9.27359312589,9.27359312589,9.27359312589,9.27359312589,9.27359312592,9.273593125894,9.273593125894,9.27359312588,8.64193988715,9.2735931256,9.2735931259,9.2735931259,8.6817248344,9.1011004621,9.2735931259,7.24957166387,7.26489099967,9.81655509507,12.30808188087,12.67617313307,12.75271552227,10.82752533087,10.58962504627,8.83652572337,7.64668660867,11.37234532357,10.65109931377,9.72908919267,11.76078809905,12.75271552245,12.75271552245,10.79144611725,12.752715522891,12.752715522491,12.752715522491,12.752715522491,12.752715522481,12.752715522481,12.752715522481,12.752715522481,12.752715522463,12.752715522463,12.752715522461,12.201507625081,12.752715522411,12.752715522451,12.752715522451,12.562723957781,12.752715522501,11.717604597401,12.752715522474,12.752715522474,12.752715522474,12.752715522494,12.544258421594,12.752715522454,12.752715522454,12.752715522454,12.752715522454,12.752715522571,12.752715522571,12.752715522571,11.216181902221,11.642612495871,12.752715522422,12.752715522422,12.752715522522,12.752715522522,11.503402525742,12.752715522422,12.752715522422,12.752715522432,12.752715522432,12.752715522502,12.752715522502,12.752715522522,12.752715522522,12.752715522422,12.752715522922,12.752715522531,12.752715522466,12.752715522466,12.63825266627,11.47979481867,11.68493287507,12.75271552247,12.75271552237,12.75271552237,12.75271552247,12.75271552244,12.75271552244,12.75271552243,12.75271552243,11.93346401677,8.5114153479,7.74965719457,11.29274304602,10.67032866802,12.75271552227,12.75271552254,12.75271552254,12.75271552259,12.31712488341,12.75271552249,12.75271552279,10.53736348633,10.48837434663,11.33797784777,12.75271552307,11.66600379277,10.04918754917
"t147",4.82640044615,3.84989150038,3.810572332592,3.810572332592,3.810572332592,3.81057233258,3.81057233298,0,0.03407910836,0.67693413408,1.13431813348,1.47643319068,1.47643319068,4.96652090198,5.38347341538,5.20556569398,5.08760894438,5.38347341588,3.630736796481,5.05824918288,7.53857349794,7.53857349794,7.53857349758,6.83349769968,6.62590478258,7.53857349797,7.53857349797,6.54795385768,7.30347679398,7.24533842411,7.53857349768,7.35430287808,7.53857349758,7.53857349758,7.53857349758,7.53857349758,7.53857349718,7.146200503851,7.538573498151,5.76443570938,9.27359312568,9.27359312567,9.27359312567,9.27359312567,9.27359312567,9.27359312567,9.2735931257,9.273593125674,9.273593125674,9.27359312566,8.64193988693,9.27359312538,9.27359312568,9.27359312568,8.68172483418,9.10110046188,9.27359312568,7.24957166365,7.26489099945,9.81655509485,12.30808188065,12.67617313285,12.75271552205,10.82752533065,10.58962504605,8.83652572315,7.64668660845,11.37234532335,10.65109931355,9.72908919245,11.76078809883,12.75271552223,12.75271552223,10.79144611703,12.752715522671,12.752715522271,12.752715522271,12.752715522271,12.752715522261,12.752715522261,12.752715522261,12.752715522261,12.752715522243,12.752715522243,12.752715522241,12.201507624861,12.752715522191,12.752715522231,12.752715522231,12.562723957561,12.752715522281,11.717604597181,12.752715522254,12.752715522254,12.752715522254,12.752715522274,12.544258421374,12.752715522234,12.752715522234,12.752715522234,12.752715522234,12.752715522351,12.752715522351,12.752715522351,11.216181902001,11.642612495651,12.752715522202,12.752715522202,12.752715522302,12.752715522302,11.503402525522,12.752715522202,12.752715522202,12.752715522212,12.752715522212,12.752715522282,12.752715522282,12.752715522302,12.752715522302,12.752715522202,12.752715522702,12.752715522311,12.752715522246,12.752715522246,12.63825266605,11.47979481845,11.68493287485,12.75271552225,12.75271552215,12.75271552215,12.75271552225,12.75271552222,12.75271552222,12.75271552221,12.75271552221,11.93346401655,8.51141534768,7.74965719435,11.2927430458,10.6703286678,12.75271552205,12.75271552232,12.75271552232,12.75271552237,12.31712488319,12.75271552227,12.75271552257,10.53736348611,10.48837434641,11.33797784755,12.75271552285,11.66600379255,10.04918754895
"t148",4.82640044615,3.84989150038,3.810572332592,3.810572332592,3.810572332592,3.81057233258,3.81057233298,0.03407910836,0,0.67693413408,1.13431813348,1.47643319068,1.47643319068,4.96652090198,5.38347341538,5.20556569398,5.08760894438,5.38347341588,3.630736796481,5.05824918288,7.53857349794,7.53857349794,7.53857349758,6.83349769968,6.62590478258,7.53857349797,7.53857349797,6.54795385768,7.30347679398,7.24533842411,7.53857349768,7.35430287808,7.53857349758,7.53857349758,7.53857349758,7.53857349758,7.53857349718,7.146200503851,7.538573498151,5.76443570938,9.27359312568,9.27359312567,9.27359312567,9.27359312567,9.27359312567,9.27359312567,9.2735931257,9.273593125674,9.273593125674,9.27359312566,8.64193988693,9.27359312538,9.27359312568,9.27359312568,8.68172483418,9.10110046188,9.27359312568,7.24957166365,7.26489099945,9.81655509485,12.30808188065,12.67617313285,12.75271552205,10.82752533065,10.58962504605,8.83652572315,7.64668660845,11.37234532335,10.65109931355,9.72908919245,11.76078809883,12.75271552223,12.75271552223,10.79144611703,12.752715522671,12.752715522271,12.752715522271,12.752715522271,12.752715522261,12.752715522261,12.752715522261,12.752715522261,12.752715522243,12.752715522243,12.752715522241,12.201507624861,12.752715522191,12.752715522231,12.752715522231,12.562723957561,12.752715522281,11.717604597181,12.752715522254,12.752715522254,12.752715522254,12.752715522274,12.544258421374,12.752715522234,12.752715522234,12.752715522234,12.752715522234,12.752715522351,12.752715522351,12.752715522351,11.216181902001,11.642612495651,12.752715522202,12.752715522202,12.752715522302,12.752715522302,11.503402525522,12.752715522202,12.752715522202,12.752715522212,12.752715522212,12.752715522282,12.752715522282,12.752715522302,12.752715522302,12.752715522202,12.752715522702,12.752715522311,12.752715522246,12.752715522246,12.63825266605,11.47979481845,11.68493287485,12.75271552225,12.75271552215,12.75271552215,12.75271552225,12.75271552222,12.75271552222,12.75271552221,12.75271552221,11.93346401655,8.51141534768,7.74965719435,11.2927430458,10.6703286678,12.75271552205,12.75271552232,12.75271552232,12.75271552237,12.31712488319,12.75271552227,12.75271552257,10.53736348611,10.48837434641,11.33797784755,12.75271552285,11.66600379255,10.04918754895
"t105",4.82640044607,3.8498915003,3.810572332512,3.810572332512,3.810572332512,3.8105723325,3.8105723329,0.67693413408,0.67693413408,0,1.1343181334,1.4764331906,1.4764331906,4.9665209019,5.3834734153,5.2055656939,5.0876089443,5.3834734158,3.630736796401,5.0582491828,7.53857349786,7.53857349786,7.5385734975,6.8334976996,6.6259047825,7.53857349789,7.53857349789,6.5479538576,7.3034767939,7.24533842403,7.5385734976,7.354302878,7.5385734975,7.5385734975,7.5385734975,7.5385734975,7.5385734971,7.146200503771,7.538573498071,5.7644357093,9.2735931256,9.27359312559,9.27359312559,9.27359312559,9.27359312559,9.27359312559,9.27359312562,9.273593125594,9.273593125594,9.27359312558,8.64193988685,9.2735931253,9.2735931256,9.2735931256,8.6817248341,9.1011004618,9.2735931256,7.24957166357,7.26489099937,9.81655509477,12.30808188057,12.67617313277,12.75271552197,10.82752533057,10.58962504597,8.83652572307,7.64668660837,11.37234532327,10.65109931347,9.72908919237,11.76078809875,12.75271552215,12.75271552215,10.79144611695,12.752715522591,12.752715522191,12.752715522191,12.752715522191,12.752715522181,12.752715522181,12.752715522181,12.752715522181,12.752715522163,12.752715522163,12.752715522161,12.201507624781,12.752715522111,12.752715522151,12.752715522151,12.562723957481,12.752715522201,11.717604597101,12.752715522174,12.752715522174,12.752715522174,12.752715522194,12.544258421294,12.752715522154,12.752715522154,12.752715522154,12.752715522154,12.752715522271,12.752715522271,12.752715522271,11.216181901921,11.642612495571,12.752715522122,12.752715522122,12.752715522222,12.752715522222,11.503402525442,12.752715522122,12.752715522122,12.752715522132,12.752715522132,12.752715522202,12.752715522202,12.752715522222,12.752715522222,12.752715522122,12.752715522622,12.752715522231,12.752715522166,12.752715522166,12.63825266597,11.47979481837,11.68493287477,12.75271552217,12.75271552207,12.75271552207,12.75271552217,12.75271552214,12.75271552214,12.75271552213,12.75271552213,11.93346401647,8.5114153476,7.74965719427,11.29274304572,10.67032866772,12.75271552197,12.75271552224,12.75271552224,12.75271552229,12.31712488311,12.75271552219,12.75271552249,10.53736348603,10.48837434633,11.33797784747,12.75271552277,11.66600379247,10.04918754887
