"","t12","t13","t120","t123","t124","t26","t77","t103","t104","t51","t109","t110","t114","t115","t49","t18","t23","t27","t28","t107","t108","t61","t92","t97","t98","t73","t131","t132","t33","t82","t129","t130","t83","t68","t69","t137","t138","t111","t85","t15","t24","t25","t112","t113","t21","t59","t60","t38","t135","t136","t84","t43","t57","t58","t56","t40","t41","t99","t100","t72","t19","t20","t39","t42","t52","t53","t88","t89","t50","t46","t63","t71","t118","t119","t36","t37","t30","t34","t35","t6","t9","t11","t17","t121","t122","t96","t125","t126","t79","t101","t102","t93","t94","t78","t62","t47","t48","t10","t44","t80","t81","t32","t66","t67","t90","t91","t95","t116","t117","t127","t128","t45","t29","t74","t86","t87","t54","t14","t64","t65","t105","t106","t133","t134","t31","t16","t70","t75","t76","t55","t22","t4","t2","t1","t3","t7","t8","t5"
"t12",0,0.7681157083,4.6381876732,4.6381876732,4.6381876732,3.58227844667,4.31182289607,4.45518603308,4.63818767277,4.63818767277,5.69884619632,5.69884619632,5.60509682754,5.69884619632,5.69884619632,4.57928834742,4.76112666042,4.98026485082,5.07706571822,5.69884619636,5.69884619636,5.31438565256,5.69884619641,5.69884619642,5.69884619642,5.69884619641,5.69884619643,5.69884619643,5.51582240571,5.69884619641,5.698846196462,5.698846196462,5.698846196402,5.69884619641,5.69884619641,5.698846195965,5.698846195965,5.69884619596,5.69884619596,4.23247284952,5.69884619602,4.58231048192,5.69884619584,5.69884619584,4.62583836044,5.69884619642,5.69884619642,5.69884619642,5.69884619636,5.69884619636,5.69884619636,5.698846196404,5.69884619647,5.26601539257,5.698846196404,5.69884619632,4.79276060773,5.72052526179,5.72052526179,5.72052526179,5.72052526105,5.72052526105,5.21163659249,5.72052526136,5.04884409139,5.16679544076,5.72052526126,5.72052526126,5.72052526136,5.05207097146,5.72052526136,5.72052526134,5.72052526132,5.72052526132,5.72052526176,5.72052526176,5.72052526126,5.62861395996,5.72052526176,4.86323295356,3.97682740496,5.709199411103,4.259832363503,5.720525261323,5.720525261323,5.720525261303,5.720525261353,5.720525261353,5.349499842933,5.720525261303,5.720525261303,5.720525261403,5.720525261403,5.720525261303,5.720525261303,5.565079868103,5.309712359803,5.720525261,5.23312422753,5.72052526143,5.72052526143,5.72052526113,5.72052526153,5.72052526153,5.72052526135,5.72052526135,5.72052526147,5.72052526142,5.72052526142,5.7205252614,5.7205252614,5.33867325565,5.42477851015,5.72052526133,5.72052526143,5.72052526143,5.72052526133,4.03485324324,5.72052526133,5.72052526133,5.72052526133,5.72052526133,5.720525261332,5.720525261332,4.89906911983,5.72052526143,5.72052526133,5.72052526131,5.72052526131,5.50969409503,5.72052526143,3.92317770269,5.72052526139,3.86468920459,3.40152003559,5.72052526139,5.72052526139,5.72052526159
"t13",0.7681157083,0,4.3508078831,4.3508078831,4.3508078831,3.29489865657,4.02444310597,4.16780624298,4.35080788267,4.35080788267,5.41146640622,5.41146640622,5.31771703744,5.41146640622,5.41146640622,4.29190855732,4.47374687032,4.69288506072,4.78968592812,5.41146640626,5.41146640626,5.02700586246,5.41146640631,5.41146640632,5.41146640632,5.41146640631,5.41146640633,5.41146640633,5.22844261561,5.41146640631,5.411466406362,5.411466406362,5.411466406302,5.41146640631,5.41146640631,5.411466405865,5.411466405865,5.41146640586,5.41146640586,3.94509305942,5.41146640592,4.29493069182,5.41146640574,5.41146640574,4.33845857034,5.41146640632,5.41146640632,5.41146640632,5.41146640626,5.41146640626,5.41146640626,5.411466406304,5.41146640637,4.97863560247,5.411466406304,5.41146640622,4.50538081763,5.43314547169,5.43314547169,5.43314547169,5.43314547095,5.43314547095,4.92425680239,5.43314547126,4.76146430129,4.87941565066,5.43314547116,5.43314547116,5.43314547126,4.76469118136,5.43314547126,5.43314547124,5.43314547122,5.43314547122,5.43314547166,5.43314547166,5.43314547116,5.34123416986,5.43314547166,4.57585316346,3.68944761486,5.421819621003,3.972452573403,5.433145471223,5.433145471223,5.433145471203,5.433145471253,5.433145471253,5.062120052833,5.433145471203,5.433145471203,5.433145471303,5.433145471303,5.433145471203,5.433145471203,5.277700078003,5.022332569703,5.4331454709,4.94574443743,5.43314547133,5.43314547133,5.43314547103,5.43314547143,5.43314547143,5.43314547125,5.43314547125,5.43314547137,5.43314547132,5.43314547132,5.4331454713,5.4331454713,5.05129346555,5.13739872005,5.43314547123,5.43314547133,5.43314547133,5.43314547123,3.74747345314,5.43314547123,5.43314547123,5.43314547123,5.43314547123,5.433145471232,5.433145471232,4.61168932973,5.43314547133,5.43314547123,5.43314547121,5.43314547121,5.22231430493,5.43314547133,3.63579791259,5.43314547129,3.57730941449,3.11414024549,5.43314547129,5.43314547129,5.43314547149
"t120",4.6381876732,4.3508078831,0,0.165100286,0.165100286,1.70988055147,2.43942500087,2.58278813788,2.76578977757,2.76578977757,6.96966831512,6.96966831512,6.87591894634,6.96966831512,6.96966831512,5.85011046622,6.03194877922,6.25108696962,6.34788783702,6.96966831516,6.96966831516,6.58520777136,6.96966831521,6.96966831522,6.96966831522,6.96966831521,6.96966831523,6.96966831523,6.78664452451,6.96966831521,6.969668315262,6.969668315262,6.969668315202,6.96966831521,6.96966831521,6.969668314765,6.969668314765,6.96966831476,6.96966831476,5.50329496832,6.96966831482,5.85313260072,6.96966831464,6.96966831464,5.89666047924,6.96966831522,6.96966831522,6.96966831522,6.96966831516,6.96966831516,6.96966831516,6.969668315204,6.96966831527,6.53683751137,6.969668315204,6.96966831512,6.06358272653,6.99134738059,6.99134738059,6.99134738059,6.99134737985,6.99134737985,6.48245871129,6.99134738016,6.31966621019,6.43761755956,6.99134738006,6.99134738006,6.99134738016,6.32289309026,6.99134738016,6.99134738014,6.99134738012,6.99134738012,6.99134738056,6.99134738056,6.99134738006,6.89943607876,6.99134738056,6.13405507236,5.24764952376,6.980021529903,5.530654482303,6.991347380123,6.991347380123,6.991347380103,6.991347380153,6.991347380153,6.620321961733,6.991347380103,6.991347380103,6.991347380203,6.991347380203,6.991347380103,6.991347380103,6.835901986903,6.580534478603,6.9913473798,6.50394634633,6.99134738023,6.99134738023,6.99134737993,6.99134738033,6.99134738033,6.99134738015,6.99134738015,6.99134738027,6.99134738022,6.99134738022,6.9913473802,6.9913473802,6.60949537445,6.69560062895,6.99134738013,6.99134738023,6.99134738023,6.99134738013,5.30567536204,6.99134738013,6.99134738013,6.99134738013,6.99134738013,6.991347380132,6.991347380132,6.16989123863,6.99134738023,6.99134738013,6.99134738011,6.99134738011,6.78051621383,6.99134738023,5.19399982149,6.99134738019,5.13551132339,4.67234215439,6.99134738019,6.99134738019,6.99134738039
"t123",4.6381876732,4.3508078831,0.165100286,0,0.12334138616,1.70988055147,2.43942500087,2.58278813788,2.76578977757,2.76578977757,6.96966831512,6.96966831512,6.87591894634,6.96966831512,6.96966831512,5.85011046622,6.03194877922,6.25108696962,6.34788783702,6.96966831516,6.96966831516,6.58520777136,6.96966831521,6.96966831522,6.96966831522,6.96966831521,6.96966831523,6.96966831523,6.78664452451,6.96966831521,6.969668315262,6.969668315262,6.969668315202,6.96966831521,6.96966831521,6.969668314765,6.969668314765,6.96966831476,6.96966831476,5.50329496832,6.96966831482,5.85313260072,6.96966831464,6.96966831464,5.89666047924,6.96966831522,6.96966831522,6.96966831522,6.96966831516,6.96966831516,6.96966831516,6.969668315204,6.96966831527,6.53683751137,6.969668315204,6.96966831512,6.06358272653,6.99134738059,6.99134738059,6.99134738059,6.99134737985,6.99134737985,6.48245871129,6.99134738016,6.31966621019,6.43761755956,6.99134738006,6.99134738006,6.99134738016,6.32289309026,6.99134738016,6.99134738014,6.99134738012,6.99134738012,6.99134738056,6.99134738056,6.99134738006,6.89943607876,6.99134738056,6.13405507236,5.24764952376,6.980021529903,5.530654482303,6.991347380123,6.991347380123,6.991347380103,6.991347380153,6.991347380153,6.620321961733,6.991347380103,6.991347380103,6.991347380203,6.991347380203,6.991347380103,6.991347380103,6.835901986903,6.580534478603,6.9913473798,6.50394634633,6.99134738023,6.99134738023,6.99134737993,6.99134738033,6.99134738033,6.99134738015,6.99134738015,6.99134738027,6.99134738022,6.99134738022,6.9913473802,6.9913473802,6.60949537445,6.69560062895,6.99134738013,6.99134738023,6.99134738023,6.99134738013,5.30567536204,6.99134738013,6.99134738013,6.99134738013,6.99134738013,6.991347380132,6.991347380132,6.16989123863,6.99134738023,6.99134738013,6.99134738011,6.99134738011,6.78051621383,6.99134738023,5.19399982149,6.99134738019,5.13551132339,4.67234215439,6.99134738019,6.99134738019,6.99134738039
"t124",4.6381876732,4.3508078831,0.165100286,0.12334138616,0,1.70988055147,2.43942500087,2.58278813788,2.76578977757,2.76578977757,6.96966831512,6.96966831512,6.87591894634,6.96966831512,6.96966831512,5.85011046622,6.03194877922,6.25108696962,6.34788783702,6.96966831516,6.96966831516,6.58520777136,6.96966831521,6.96966831522,6.96966831522,6.96966831521,6.96966831523,6.96966831523,6.78664452451,6.96966831521,6.969668315262,6.969668315262,6.969668315202,6.96966831521,6.96966831521,6.969668314765,6.969668314765,6.96966831476,6.96966831476,5.50329496832,6.96966831482,5.85313260072,6.96966831464,6.96966831464,5.89666047924,6.96966831522,6.96966831522,6.96966831522,6.96966831516,6.96966831516,6.96966831516,6.969668315204,6.96966831527,6.53683751137,6.969668315204,6.96966831512,6.06358272653,6.99134738059,6.99134738059,6.99134738059,6.99134737985,6.99134737985,6.48245871129,6.99134738016,6.31966621019,6.43761755956,6.99134738006,6.99134738006,6.99134738016,6.32289309026,6.99134738016,6.99134738014,6.99134738012,6.99134738012,6.99134738056,6.99134738056,6.99134738006,6.89943607876,6.99134738056,6.13405507236,5.24764952376,6.980021529903,5.530654482303,6.991347380123,6.991347380123,6.991347380103,6.991347380153,6.991347380153,6.620321961733,6.991347380103,6.991347380103,6.991347380203,6.991347380203,6.991347380103,6.991347380103,6.835901986903,6.580534478603,6.9913473798,6.50394634633,6.99134738023,6.99134738023,6.99134737993,6.99134738033,6.99134738033,6.99134738015,6.99134738015,6.99134738027,6.99134738022,6.99134738022,6.9913473802,6.9913473802,6.60949537445,6.69560062895,6.99134738013,6.99134738023,6.99134738023,6.99134738013,5.30567536204,6.99134738013,6.99134738013,6.99134738013,6.99134738013,6.991347380132,6.991347380132,6.16989123863,6.99134738023,6.99134738013,6.99134738011,6.99134738011,6.78051621383,6.99134738023,5.19399982149,6.99134738019,5.13551132339,4.67234215439,6.99134738019,6.99134738019,6.99134738039
"t26",3.58227844667,3.29489865657,1.70988055147,1.70988055147,1.70988055147,0,1.2744074912,1.41777062821,1.6007722679,1.6007722679,5.91375908859,5.91375908859,5.82000971981,5.91375908859,5.91375908859,4.79420123969,4.97603955269,5.19517774309,5.29197861049,5.91375908863,5.91375908863,5.52929854483,5.91375908868,5.91375908869,5.91375908869,5.91375908868,5.9137590887,5.9137590887,5.73073529798,5.91375908868,5.913759088732,5.913759088732,5.913759088672,5.91375908868,5.91375908868,5.913759088235,5.913759088235,5.91375908823,5.91375908823,4.44738574179,5.91375908829,4.79722337419,5.91375908811,5.91375908811,4.84075125271,5.91375908869,5.91375908869,5.91375908869,5.91375908863,5.91375908863,5.91375908863,5.913759088674,5.91375908874,5.48092828484,5.913759088674,5.91375908859,5.0076735,5.93543815406,5.93543815406,5.93543815406,5.93543815332,5.93543815332,5.42654948476,5.93543815363,5.26375698366,5.38170833303,5.93543815353,5.93543815353,5.93543815363,5.26698386373,5.93543815363,5.93543815361,5.93543815359,5.93543815359,5.93543815403,5.93543815403,5.93543815353,5.84352685223,5.93543815403,5.07814584583,4.19174029723,5.924112303373,4.474745255773,5.935438153593,5.935438153593,5.935438153573,5.935438153623,5.935438153623,5.564412735203,5.935438153573,5.935438153573,5.935438153673,5.935438153673,5.935438153573,5.935438153573,5.779992760373,5.524625252073,5.93543815327,5.4480371198,5.9354381537,5.9354381537,5.9354381534,5.9354381538,5.9354381538,5.93543815362,5.93543815362,5.93543815374,5.93543815369,5.93543815369,5.93543815367,5.93543815367,5.55358614792,5.63969140242,5.9354381536,5.9354381537,5.9354381537,5.9354381536,4.24976613551,5.9354381536,5.9354381536,5.9354381536,5.9354381536,5.935438153602,5.935438153602,5.1139820121,5.9354381537,5.9354381536,5.93543815358,5.93543815358,5.7246069873,5.9354381537,4.13809059496,5.93543815366,4.07960209686,3.61643292786,5.93543815366,5.93543815366,5.93543815386
"t77",4.31182289607,4.02444310597,2.43942500087,2.43942500087,2.43942500087,1.2744074912,0,0.31558017581,0.4985818155,1.2029796879,6.64330353799,6.64330353799,6.54955416921,6.64330353799,6.64330353799,5.52374568909,5.70558400209,5.92472219249,6.02152305989,6.64330353803,6.64330353803,6.25884299423,6.64330353808,6.64330353809,6.64330353809,6.64330353808,6.6433035381,6.6433035381,6.46027974738,6.64330353808,6.643303538132,6.643303538132,6.643303538072,6.64330353808,6.64330353808,6.643303537635,6.643303537635,6.64330353763,6.64330353763,5.17693019119,6.64330353769,5.52676782359,6.64330353751,6.64330353751,5.57029570211,6.64330353809,6.64330353809,6.64330353809,6.64330353803,6.64330353803,6.64330353803,6.643303538074,6.64330353814,6.21047273424,6.643303538074,6.64330353799,5.7372179494,6.66498260346,6.66498260346,6.66498260346,6.66498260272,6.66498260272,6.15609393416,6.66498260303,5.99330143306,6.11125278243,6.66498260293,6.66498260293,6.66498260303,5.99652831313,6.66498260303,6.66498260301,6.66498260299,6.66498260299,6.66498260343,6.66498260343,6.66498260293,6.57307130163,6.66498260343,5.80769029523,4.92128474663,6.653656752773,5.204289705173,6.664982602993,6.664982602993,6.664982602973,6.664982603023,6.664982603023,6.293957184603,6.664982602973,6.664982602973,6.664982603073,6.664982603073,6.664982602973,6.664982602973,6.509537209773,6.254169701473,6.66498260267,6.1775815692,6.6649826031,6.6649826031,6.6649826028,6.6649826032,6.6649826032,6.66498260302,6.66498260302,6.66498260314,6.66498260309,6.66498260309,6.66498260307,6.66498260307,6.28313059732,6.36923585182,6.664982603,6.6649826031,6.6649826031,6.664982603,4.97931058491,6.664982603,6.664982603,6.664982603,6.664982603,6.664982603002,6.664982603002,5.8435264615,6.6649826031,6.664982603,6.66498260298,6.66498260298,6.4541514367,6.6649826031,4.86763504436,6.66498260306,4.80914654626,4.34597737726,6.66498260306,6.66498260306,6.66498260326
"t103",4.45518603308,4.16780624298,2.58278813788,2.58278813788,2.58278813788,1.41777062821,0.31558017581,0,0.25454746511,1.34634282491,6.786666675,6.786666675,6.69291730622,6.786666675,6.786666675,5.6671088261,5.8489471391,6.0680853295,6.1648861969,6.78666667504,6.78666667504,6.40220613124,6.78666667509,6.7866666751,6.7866666751,6.78666667509,6.78666667511,6.78666667511,6.60364288439,6.78666667509,6.786666675142,6.786666675142,6.786666675082,6.78666667509,6.78666667509,6.786666674645,6.786666674645,6.78666667464,6.78666667464,5.3202933282,6.7866666747,5.6701309606,6.78666667452,6.78666667452,5.71365883912,6.7866666751,6.7866666751,6.7866666751,6.78666667504,6.78666667504,6.78666667504,6.786666675084,6.78666667515,6.35383587125,6.786666675084,6.786666675,5.88058108641,6.80834574047,6.80834574047,6.80834574047,6.80834573973,6.80834573973,6.29945707117,6.80834574004,6.13666457007,6.25461591944,6.80834573994,6.80834573994,6.80834574004,6.13989145014,6.80834574004,6.80834574002,6.80834574,6.80834574,6.80834574044,6.80834574044,6.80834573994,6.71643443864,6.80834574044,5.95105343224,5.06464788364,6.797019889783,5.347652842183,6.808345740003,6.808345740003,6.808345739983,6.808345740033,6.808345740033,6.437320321613,6.808345739983,6.808345739983,6.808345740083,6.808345740083,6.808345739983,6.808345739983,6.652900346783,6.397532838483,6.80834573968,6.32094470621,6.80834574011,6.80834574011,6.80834573981,6.80834574021,6.80834574021,6.80834574003,6.80834574003,6.80834574015,6.8083457401,6.8083457401,6.80834574008,6.80834574008,6.42649373433,6.51259898883,6.80834574001,6.80834574011,6.80834574011,6.80834574001,5.12267372192,6.80834574001,6.80834574001,6.80834574001,6.80834574001,6.808345740012,6.808345740012,5.98688959851,6.80834574011,6.80834574001,6.80834573999,6.80834573999,6.59751457371,6.80834574011,5.01099818137,6.80834574007,4.95250968327,4.48934051427,6.80834574007,6.80834574007,6.80834574027
"t104",4.63818767277,4.35080788267,2.76578977757,2.76578977757,2.76578977757,1.6007722679,0.4985818155,0.25454746511,0,1.5293444646,6.96966831469,6.96966831469,6.87591894591,6.96966831469,6.96966831469,5.85011046579,6.03194877879,6.25108696919,6.34788783659,6.96966831473,6.96966831473,6.58520777093,6.96966831478,6.96966831479,6.96966831479,6.96966831478,6.9696683148,6.9696683148,6.78664452408,6.96966831478,6.969668314832,6.969668314832,6.969668314772,6.96966831478,6.96966831478,6.969668314335,6.969668314335,6.96966831433,6.96966831433,5.50329496789,6.96966831439,5.85313260029,6.96966831421,6.96966831421,5.89666047881,6.96966831479,6.96966831479,6.96966831479,6.96966831473,6.96966831473,6.96966831473,6.969668314774,6.96966831484,6.53683751094,6.969668314774,6.96966831469,6.0635827261,6.99134738016,6.99134738016,6.99134738016,6.99134737942,6.99134737942,6.48245871086,6.99134737973,6.31966620976,6.43761755913,6.99134737963,6.99134737963,6.99134737973,6.32289308983,6.99134737973,6.99134737971,6.99134737969,6.99134737969,6.99134738013,6.99134738013,6.99134737963,6.89943607833,6.99134738013,6.13405507193,5.24764952333,6.980021529473,5.530654481873,6.991347379693,6.991347379693,6.991347379673,6.991347379723,6.991347379723,6.620321961303,6.991347379673,6.991347379673,6.991347379773,6.991347379773,6.991347379673,6.991347379673,6.835901986473,6.580534478173,6.99134737937,6.5039463459,6.9913473798,6.9913473798,6.9913473795,6.9913473799,6.9913473799,6.99134737972,6.99134737972,6.99134737984,6.99134737979,6.99134737979,6.99134737977,6.99134737977,6.60949537402,6.69560062852,6.9913473797,6.9913473798,6.9913473798,6.9913473797,5.30567536161,6.9913473797,6.9913473797,6.9913473797,6.9913473797,6.991347379702,6.991347379702,6.1698912382,6.9913473798,6.9913473797,6.99134737968,6.99134737968,6.7805162134,6.9913473798,5.19399982106,6.99134737976,5.13551132296,4.67234215396,6.99134737976,6.99134737976,6.99134737996
"t51",4.63818767277,4.35080788267,2.76578977757,2.76578977757,2.76578977757,1.6007722679,1.2029796879,1.34634282491,1.5293444646,0,6.96966831469,6.96966831469,6.87591894591,6.96966831469,6.96966831469,5.85011046579,6.03194877879,6.25108696919,6.34788783659,6.96966831473,6.96966831473,6.58520777093,6.96966831478,6.96966831479,6.96966831479,6.96966831478,6.9696683148,6.9696683148,6.78664452408,6.96966831478,6.969668314832,6.969668314832,6.969668314772,6.96966831478,6.96966831478,6.969668314335,6.969668314335,6.96966831433,6.96966831433,5.50329496789,6.96966831439,5.85313260029,6.96966831421,6.96966831421,5.89666047881,6.96966831479,6.96966831479,6.96966831479,6.96966831473,6.96966831473,6.96966831473,6.969668314774,6.96966831484,6.53683751094,6.969668314774,6.96966831469,6.0635827261,6.99134738016,6.99134738016,6.99134738016,6.99134737942,6.99134737942,6.48245871086,6.99134737973,6.31966620976,6.43761755913,6.99134737963,6.99134737963,6.99134737973,6.32289308983,6.99134737973,6.99134737971,6.99134737969,6.99134737969,6.99134738013,6.99134738013,6.99134737963,6.89943607833,6.99134738013,6.13405507193,5.24764952333,6.980021529473,5.530654481873,6.991347379693,6.991347379693,6.991347379673,6.991347379723,6.991347379723,6.620321961303,6.991347379673,6.991347379673,6.991347379773,6.991347379773,6.991347379673,6.991347379673,6.835901986473,6.580534478173,6.99134737937,6.5039463459,6.9913473798,6.9913473798,6.9913473795,6.9913473799,6.9913473799,6.99134737972,6.99134737972,6.99134737984,6.99134737979,6.99134737979,6.99134737977,6.99134737977,6.60949537402,6.69560062852,6.9913473797,6.9913473798,6.9913473798,6.9913473797,5.30567536161,6.9913473797,6.9913473797,6.9913473797,6.9913473797,6.991347379702,6.991347379702,6.1698912382,6.9913473798,6.9913473797,6.99134737968,6.99134737968,6.7805162134,6.9913473798,5.19399982106,6.99134737976,5.13551132296,4.67234215396,6.99134737976,6.99134737976,6.99134737996
