,0,1,2,3,4,5,6,7,8,9,10,11,12
t12,12.259404,4.07883,-3.864119,-0.347256,4.2487435,-5.6550193,-6.2517934,11.263256,33.901443,13.320368,-1.4050672,1.7486132,8.367259
t13,11.565879,3.937789,-3.678497,-0.37565455,4.043205,-5.3532333,-5.925298,10.743466,32.112556,12.555688,-1.3409898,1.5247242,7.897017
t120,16.926353,-0.16183318,-4.686558,-1.2418116,3.6696823,-6.5289993,-6.8186097,16.451195,42.188576,11.000756,-1.7551688,-0.004457847,8.028567
t123,16.886774,-0.16113184,-4.6876636,-1.2332648,3.6882396,-6.5298615,-6.8263154,16.449265,42.19922,11.006368,-1.7536939,-0.0010332264,8.048768
t124,16.89776,-0.16180705,-4.6880684,-1.22691,3.6812494,-6.5276537,-6.820862,16.448486,42.18663,11.017777,-1.7549263,0.013127964,8.018327
t26,14.156093,-0.05736999,-4.0304284,-1.1501126,2.5929463,-5.5005174,-5.818023,13.61627,35.587875,9.335115,-1.499494,-0.022495786,7.137298
t77,16.082445,-0.054396052,-4.5855174,-1.4440577,2.7012157,-6.160808,-6.565311,15.292202,39.883434,10.2327795,-1.6844953,-0.08311483,7.511744
t103,16.453943,-0.05191898,-4.683708,-1.4694805,2.7623677,-6.294791,-6.714054,15.538081,40.744904,10.562552,-1.717583,-0.08060674,7.7250957
t104,16.891932,-0.023991961,-4.817737,-1.5066899,2.9007819,-6.478435,-6.9223056,15.938205,41.892365,11.029332,-1.7592678,-0.06174135,7.922739
t51,16.857582,0.027274162,-4.8422213,-1.3540438,3.2826545,-6.533044,-6.9600053,15.864057,42.03419,11.028512,-1.7715327,-0.020858208,8.101813
t109,6.7993093,8.5840845,-4.772729,-0.17896591,-0.037075344,-6.3716207,-8.465604,11.993997,40.50833,18.34886,-1.5238508,1.4245527,9.139991
t110,6.7840924,8.564904,-4.755746,-0.1769485,-0.027403656,-6.368542,-8.477651,11.974505,40.558823,18.301125,-1.5171314,1.417237,9.270529
t114,6.0049944,8.677299,-4.7179503,-0.19603448,-0.05668508,-6.202806,-8.418963,12.122096,39.91138,17.811573,-1.4312531,1.1756318,9.215543
