accepted_species,estimate
t2,0.4726952
t9,-0.5803419
t77,-0.08232918
t54,0.08521731
t32,-0.40372097
t62,0.93059534
t66,0.73041934
t67,0.62924397
t40,1.0272615
t99,0.3341813
