"","t8","t9","t3","t2","t5","t40","t128","t141","t142","t64","t115","t116","t108","t24","t6","t4","t75","t109","t110","t37","t147","t148","t77","t119","t120","t85","t74","t138","t139","t145","t146","t125","t126","t127","t34","t35","t45","t60","t137","t140","t149","t150","t107","t46","t47","t33","t31","t22","t15","t38","t39","t99","t100","t48","t111","t112","t96","t97","t49","t56","t61","t80","t123","t124","t79","t65","t30","t41","t98","t113","t114","t102","t92","t93","t51","t95","t129","t130","t42","t20","t131","t132","t36","t32","t133","t134","t78","t69","t143","t144","t72","t73","t81","t82","t103","t104","t105","t106","t101","t83","t84","t88","t89","t59","t62","t63","t70","t71","t86","t87","t67","t68","t66","t17","t10","t50","t57","t58","t52","t53","t54","t27","t23","t18","t19","t13","t16","t117","t118","t76","t121","t122","t135","t136","t94","t21","t55","t90","t91","t14","t1","t7","t25","t43","t44","t28","t29","t26","t11","t12"
"t8",0,2.1933336823,1.2928997609,3.8164506238,6.578912378,8.70074823245,9.89745043634,9.89745043637,9.8592913856166,9.89745043634,9.89745043637,9.89745043637,9.89745043644,9.89745043644,5.591951423701,5.6095142937,9.8974504363,9.8974504364,9.8974504364,9.8974504361,9.8974504358,9.8974504358,9.8974504358,9.897450436,9.897450436,9.6407473114,9.8211839618,9.89745043568,9.89745043568,9.89745043578,9.89745043578,9.8974504357,9.8974504357,9.8974504357,9.8974504354,8.8892111135,9.8974504356,9.8974504356,9.871396828,9.8974504357,9.8974504356986,9.8974504356986,9.8974504357,9.8974504349,9.8974504349,8.6835116965,8.8023010444,8.2260274979,7.7324081003,9.4918999721,9.8974504358,9.8974504352,9.64196874463,9.8974504352,9.8974504356,9.8974504356,9.8974504356,9.7302334854,9.8974504356,9.8974504355,9.5135655623,9.8974504356,9.8974504356,9.8974504356,9.89745043564,9.89745043564,9.8974504357,9.8974504355,9.8974504355,9.83899476662,9.89745043552,9.89745043557,9.8974504355,9.8974504355,9.89745043564,9.89745043554,9.89745043564,9.89745043564,9.43636966854,9.07725481944,9.89745043608,9.89745043608,9.89745043598,9.89745043588,9.89745043608,9.89745043608,9.3876585697,9.89745043618,9.89745043578,9.89745043578,9.89745043578,9.34877837327,9.89745043585,9.89745043585,9.89745043577,9.89745043577,9.89745043575,9.89745043575,9.89745043572,9.89745043584,9.89745043584,9.89745043584,9.89745043584,9.43464158214,9.89745043574,9.30431417465,9.89745043535,9.89745043535,9.89745043525,9.89745043525,9.253735828402,9.897450435729,9.89745043575,8.5902201187,9.8974504362,9.80163909386,9.77705630186,9.89745043576,9.44224789546,9.8974504357,9.2976190626,9.89745043616,7.78125332941,7.64644026106,7.49811172906,8.92033121849,8.49071276132,9.89745043562,9.89745043562,9.89745043562,9.89745043562,9.89745043562,9.89745043564,9.89745043564,9.89745043562,7.72632435352,9.8974504354,9.8974504354,9.8974504354,8.815519598,6.1631381681,6.7398210631,8.5845200321,9.3871890451,8.9438233523,8.6738803565,8.6239520248,8.7622012803,7.9733296522,9.8974504351
"t9",2.1933336823,0,3.1445060226,5.6680568855,8.4305186397,10.55235449415,11.74905669804,11.74905669807,11.7108976473166,11.74905669804,11.74905669807,11.74905669807,11.74905669814,11.74905669814,7.443557685401,7.4611205554,11.749056698,11.7490566981,11.7490566981,11.7490566978,11.7490566975,11.7490566975,11.7490566975,11.7490566977,11.7490566977,11.4923535731,11.6727902235,11.74905669738,11.74905669738,11.74905669748,11.74905669748,11.7490566974,11.7490566974,11.7490566974,11.7490566971,10.7408173752,11.7490566973,11.7490566973,11.7230030897,11.7490566974,11.7490566973986,11.7490566973986,11.7490566974,11.7490566966,11.7490566966,10.5351179582,10.6539073061,10.0776337596,9.584014362,11.3435062338,11.7490566975,11.7490566969,11.49357500633,11.7490566969,11.7490566973,11.7490566973,11.7490566973,11.5818397471,11.7490566973,11.7490566972,11.365171824,11.7490566973,11.7490566973,11.7490566973,11.74905669734,11.74905669734,11.7490566974,11.7490566972,11.7490566972,11.69060102832,11.74905669722,11.74905669727,11.7490566972,11.7490566972,11.74905669734,11.74905669724,11.74905669734,11.74905669734,11.28797593024,10.92886108114,11.74905669778,11.74905669778,11.74905669768,11.74905669758,11.74905669778,11.74905669778,11.2392648314,11.74905669788,11.74905669748,11.74905669748,11.74905669748,11.20038463497,11.74905669755,11.74905669755,11.74905669747,11.74905669747,11.74905669745,11.74905669745,11.74905669742,11.74905669754,11.74905669754,11.74905669754,11.74905669754,11.28624784384,11.74905669744,11.15592043635,11.74905669705,11.74905669705,11.74905669695,11.74905669695,11.105342090102,11.749056697429,11.74905669745,10.4418263804,11.7490566979,11.65324535556,11.62866256356,11.74905669746,11.29385415716,11.7490566974,11.1492253243,11.74905669786,9.63285959111,9.49804652276,9.34971799076,10.77193748019,10.34231902302,11.74905669732,11.74905669732,11.74905669732,11.74905669732,11.74905669732,11.74905669734,11.74905669734,11.74905669732,9.57793061522,11.7490566971,11.7490566971,11.7490566971,10.6671258597,8.0147444298,8.5914273248,10.4361262938,11.2387953068,10.795429614,10.5254866182,10.4755582865,10.613807542,9.8249359139,11.7490566968
"t3",1.2928997609,3.1445060226,0,3.5061319767,6.2685937309,8.39042958535,9.58713178924,9.58713178927,9.5489727385166,9.58713178924,9.58713178927,9.58713178927,9.58713178934,9.58713178934,5.281632776601,5.2991956466,9.5871317892,9.5871317893,9.5871317893,9.587131789,9.5871317887,9.5871317887,9.5871317887,9.5871317889,9.5871317889,9.3304286643,9.5108653147,9.58713178858,9.58713178858,9.58713178868,9.58713178868,9.5871317886,9.5871317886,9.5871317886,9.5871317883,8.5788924664,9.5871317885,9.5871317885,9.5610781809,9.5871317886,9.5871317885986,9.5871317885986,9.5871317886,9.5871317878,9.5871317878,8.3731930494,8.4919823973,7.9157088508,7.4220894532,9.181581325,9.5871317887,9.5871317881,9.33165009753,9.5871317881,9.5871317885,9.5871317885,9.5871317885,9.4199148383,9.5871317885,9.5871317884,9.2032469152,9.5871317885,9.5871317885,9.5871317885,9.58713178854,9.58713178854,9.5871317886,9.5871317884,9.5871317884,9.52867611952,9.58713178842,9.58713178847,9.5871317884,9.5871317884,9.58713178854,9.58713178844,9.58713178854,9.58713178854,9.12605102144,8.76693617234,9.58713178898,9.58713178898,9.58713178888,9.58713178878,9.58713178898,9.58713178898,9.0773399226,9.58713178908,9.58713178868,9.58713178868,9.58713178868,9.03845972617,9.58713178875,9.58713178875,9.58713178867,9.58713178867,9.58713178865,9.58713178865,9.58713178862,9.58713178874,9.58713178874,9.58713178874,9.58713178874,9.12432293504,9.58713178864,8.99399552755,9.58713178825,9.58713178825,9.58713178815,9.58713178815,8.943417181302,9.587131788629,9.58713178865,8.2799014716,9.5871317891,9.49132044676,9.46673765476,9.58713178866,9.13192924836,9.5871317886,8.9873004155,9.58713178906,7.47093468231,7.33612161396,7.18779308196,8.61001257139,8.18039411422,9.58713178852,9.58713178852,9.58713178852,9.58713178852,9.58713178852,9.58713178854,9.58713178854,9.58713178852,7.41600570642,9.5871317883,9.5871317883,9.5871317883,8.5052009509,5.852819521,6.429502416,8.274201385,9.076870398,8.6335047052,8.3635617094,8.3136333777,8.4518826332,7.6630110051,9.587131788
"t2",3.8164506238,5.6680568855,3.5061319767,0,7.6388648442,9.76070069865,10.95740290254,10.95740290257,10.9192438518166,10.95740290254,10.95740290257,10.95740290257,10.95740290264,10.95740290264,6.651903889901,6.6694667599,10.9574029025,10.9574029026,10.9574029026,10.9574029023,10.957402902,10.957402902,10.957402902,10.9574029022,10.9574029022,10.7006997776,10.881136428,10.95740290188,10.95740290188,10.95740290198,10.95740290198,10.9574029019,10.9574029019,10.9574029019,10.9574029016,9.9491635797,10.9574029018,10.9574029018,10.9313492942,10.9574029019,10.9574029018986,10.9574029018986,10.9574029019,10.9574029011,10.9574029011,9.7434641627,9.8622535106,9.2859799641,8.7923605665,10.5518524383,10.957402902,10.9574029014,10.70192121083,10.9574029014,10.9574029018,10.9574029018,10.9574029018,10.7901859516,10.9574029018,10.9574029017,10.5735180285,10.9574029018,10.9574029018,10.9574029018,10.95740290184,10.95740290184,10.9574029019,10.9574029017,10.9574029017,10.89894723282,10.95740290172,10.95740290177,10.9574029017,10.9574029017,10.95740290184,10.95740290174,10.95740290184,10.95740290184,10.49632213474,10.13720728564,10.95740290228,10.95740290228,10.95740290218,10.95740290208,10.95740290228,10.95740290228,10.4476110359,10.95740290238,10.95740290198,10.95740290198,10.95740290198,10.40873083947,10.95740290205,10.95740290205,10.95740290197,10.95740290197,10.95740290195,10.95740290195,10.95740290192,10.95740290204,10.95740290204,10.95740290204,10.95740290204,10.49459404834,10.95740290194,10.36426664085,10.95740290155,10.95740290155,10.95740290145,10.95740290145,10.313688294602,10.957402901929,10.95740290195,9.6501725849,10.9574029024,10.86159156006,10.83700876806,10.95740290196,10.50220036166,10.9574029019,10.3575715288,10.95740290236,8.84120579561,8.70639272726,8.55806419526,9.98028368469,9.55066522752,10.95740290182,10.95740290182,10.95740290182,10.95740290182,10.95740290182,10.95740290184,10.95740290184,10.95740290182,8.78627681972,10.9574029016,10.9574029016,10.9574029016,9.8754720642,7.2230906343,7.7997735293,9.6444724983,10.4471415113,10.0037758185,9.7338328227,9.683904491,9.8221537465,9.0332821184,10.9574029013
"t5",6.578912378,8.4305186397,6.2685937309,7.6388648442,0,4.15816387245,5.35486607634,5.35486607637,5.3167070256166,5.35486607634,5.35486607637,5.35486607637,5.35486607644,5.35486607644,1.049367063701,1.6191085945,9.9974665531,9.9974665532,9.9974665532,9.9974665529,9.9974665526,9.9974665526,9.9974665526,9.9974665528,9.9974665528,9.7407634282,9.9212000786,9.99746655248,9.99746655248,9.99746655258,9.99746655258,9.9974665525,9.9974665525,9.9974665525,9.9974665522,8.9892272303,9.9974665524,9.9974665524,9.9714129448,9.9974665525,9.9974665524986,9.9974665524986,9.9974665525,9.9974665517,9.9974665517,8.7835278133,8.9023171612,8.3260436147,7.8324242171,9.5919160889,9.9974665526,9.997466552,9.74198486143,9.997466552,9.9974665524,9.9974665524,9.9974665524,9.8302496022,9.9974665524,9.9974665523,9.6135816791,9.9974665524,9.9974665524,9.9974665524,9.99746655244,9.99746655244,9.9974665525,9.9974665523,9.9974665523,9.93901088342,9.99746655232,9.99746655237,9.9974665523,9.9974665523,9.99746655244,9.99746655234,9.99746655244,9.99746655244,9.53638578534,9.17727093624,9.99746655288,9.99746655288,9.99746655278,9.99746655268,9.99746655288,9.99746655288,9.4876746865,9.99746655298,9.99746655258,9.99746655258,9.99746655258,9.44879449007,9.99746655265,9.99746655265,9.99746655257,9.99746655257,9.99746655255,9.99746655255,9.99746655252,9.99746655264,9.99746655264,9.99746655264,9.99746655264,9.53465769894,9.99746655254,9.40433029145,9.99746655215,9.99746655215,9.99746655205,9.99746655205,9.353751945202,9.997466552529,9.99746655255,8.6902362355,9.997466553,9.90165521066,9.87707241866,9.99746655256,9.54226401226,9.9974665525,9.3976351794,9.99746655296,7.88126944621,7.74645637786,7.59812784586,9.02034733529,8.59072887812,9.99746655242,9.99746655242,9.99746655242,9.99746655242,9.99746655242,9.99746655244,9.99746655244,9.99746655242,7.82634047032,9.9974665522,9.9974665522,9.9974665522,8.9155357148,6.2631542849,6.8398371799,8.6845361489,9.4872051619,9.0438394691,8.7738964733,8.7239681416,8.8622173971,8.073345769,9.9974665519
"t40",8.70074823245,10.55235449415,8.39042958535,9.76070069865,4.15816387245,0,1.26509137011,1.26509137014,1.2269323193866,1.26509137011,2.27499460554,2.27499460554,2.27499460561,2.84048536001,3.125279929271,3.74094444895,12.11930240755,12.11930240765,12.11930240765,12.11930240735,12.11930240705,12.11930240705,12.11930240705,12.11930240725,12.11930240725,11.86259928265,12.04303593305,12.11930240693,12.11930240693,12.11930240703,12.11930240703,12.11930240695,12.11930240695,12.11930240695,12.11930240665,11.11106308475,12.11930240685,12.11930240685,12.09324879925,12.11930240695,12.1193024069486,12.1193024069486,12.11930240695,12.11930240615,12.11930240615,10.90536366775,11.02415301565,10.44787946915,9.95426007155,11.71375194335,12.11930240705,12.11930240645,11.86382071588,12.11930240645,12.11930240685,12.11930240685,12.11930240685,11.95208545665,12.11930240685,12.11930240675,11.73541753355,12.11930240685,12.11930240685,12.11930240685,12.11930240689,12.11930240689,12.11930240695,12.11930240675,12.11930240675,12.06084673787,12.11930240677,12.11930240682,12.11930240675,12.11930240675,12.11930240689,12.11930240679,12.11930240689,12.11930240689,11.65822163979,11.29910679069,12.11930240733,12.11930240733,12.11930240723,12.11930240713,12.11930240733,12.11930240733,11.60951054095,12.11930240743,12.11930240703,12.11930240703,12.11930240703,11.57063034452,12.1193024071,12.1193024071,12.11930240702,12.11930240702,12.119302407,12.119302407,12.11930240697,12.11930240709,12.11930240709,12.11930240709,12.11930240709,11.65649355339,12.11930240699,11.5261661459,12.1193024066,12.1193024066,12.1193024065,12.1193024065,11.475587799652,12.119302406979,12.119302407,10.81207208995,12.11930240745,12.02349106511,11.99890827311,12.11930240701,11.66409986671,12.11930240695,11.51947103385,12.11930240741,10.00310530066,9.86829223231,9.71996370031,11.14218318974,10.71256473257,12.11930240687,12.11930240687,12.11930240687,12.11930240687,12.11930240687,12.11930240689,12.11930240689,12.11930240687,9.94817632477,12.11930240665,12.11930240665,12.11930240665,11.03737156925,8.38499013935,8.96167303435,10.80637200335,11.60904101635,11.16567532355,10.89573232775,10.84580399605,10.98405325155,10.19518162345,12.11930240635
"t128",9.89745043634,11.74905669804,9.58713178924,10.95740290254,5.35486607634,1.26509137011,0,0.24817543623,0.2100163854766,1.3501989122,3.47169680943,3.47169680943,3.4716968095,4.0371875639,4.321982133161,4.93764665284,13.31600461144,13.31600461154,13.31600461154,13.31600461124,13.31600461094,13.31600461094,13.31600461094,13.31600461114,13.31600461114,13.05930148654,13.23973813694,13.31600461082,13.31600461082,13.31600461092,13.31600461092,13.31600461084,13.31600461084,13.31600461084,13.31600461054,12.30776528864,13.31600461074,13.31600461074,13.28995100314,13.31600461084,13.3160046108386,13.3160046108386,13.31600461084,13.31600461004,13.31600461004,12.10206587164,12.22085521954,11.64458167304,11.15096227544,12.91045414724,13.31600461094,13.31600461034,13.06052291977,13.31600461034,13.31600461074,13.31600461074,13.31600461074,13.14878766054,13.31600461074,13.31600461064,12.93211973744,13.31600461074,13.31600461074,13.31600461074,13.31600461078,13.31600461078,13.31600461084,13.31600461064,13.31600461064,13.25754894176,13.31600461066,13.31600461071,13.31600461064,13.31600461064,13.31600461078,13.31600461068,13.31600461078,13.31600461078,12.85492384368,12.49580899458,13.31600461122,13.31600461122,13.31600461112,13.31600461102,13.31600461122,13.31600461122,12.80621274484,13.31600461132,13.31600461092,13.31600461092,13.31600461092,12.76733254841,13.31600461099,13.31600461099,13.31600461091,13.31600461091,13.31600461089,13.31600461089,13.31600461086,13.31600461098,13.31600461098,13.31600461098,13.31600461098,12.85319575728,13.31600461088,12.72286834979,13.31600461049,13.31600461049,13.31600461039,13.31600461039,12.672290003542,13.316004610869,13.31600461089,12.00877429384,13.31600461134,13.220193269,13.195610477,13.3160046109,12.8608020706,13.31600461084,12.71617323774,13.3160046113,11.19980750455,11.0649944362,10.9166659042,12.33888539363,11.90926693646,13.31600461076,13.31600461076,13.31600461076,13.31600461076,13.31600461076,13.31600461078,13.31600461078,13.31600461076,11.14487852866,13.31600461054,13.31600461054,13.31600461054,12.23407377314,9.58169234324,10.15837523824,12.00307420724,12.80574322024,12.36237752744,12.09243453164,12.04250619994,12.18075545544,11.39188382734,13.31600461024
"t141",9.89745043637,11.74905669807,9.58713178927,10.95740290257,5.35486607637,1.26509137014,0.24817543623,0,0.0389502157066,1.35019891223,3.47169680946,3.47169680946,3.47169680953,4.03718756393,4.321982133191,4.93764665287,13.31600461147,13.31600461157,13.31600461157,13.31600461127,13.31600461097,13.31600461097,13.31600461097,13.31600461117,13.31600461117,13.05930148657,13.23973813697,13.31600461085,13.31600461085,13.31600461095,13.31600461095,13.31600461087,13.31600461087,13.31600461087,13.31600461057,12.30776528867,13.31600461077,13.31600461077,13.28995100317,13.31600461087,13.3160046108686,13.3160046108686,13.31600461087,13.31600461007,13.31600461007,12.10206587167,12.22085521957,11.64458167307,11.15096227547,12.91045414727,13.31600461097,13.31600461037,13.0605229198,13.31600461037,13.31600461077,13.31600461077,13.31600461077,13.14878766057,13.31600461077,13.31600461067,12.93211973747,13.31600461077,13.31600461077,13.31600461077,13.31600461081,13.31600461081,13.31600461087,13.31600461067,13.31600461067,13.25754894179,13.31600461069,13.31600461074,13.31600461067,13.31600461067,13.31600461081,13.31600461071,13.31600461081,13.31600461081,12.85492384371,12.49580899461,13.31600461125,13.31600461125,13.31600461115,13.31600461105,13.31600461125,13.31600461125,12.80621274487,13.31600461135,13.31600461095,13.31600461095,13.31600461095,12.76733254844,13.31600461102,13.31600461102,13.31600461094,13.31600461094,13.31600461092,13.31600461092,13.31600461089,13.31600461101,13.31600461101,13.31600461101,13.31600461101,12.85319575731,13.31600461091,12.72286834982,13.31600461052,13.31600461052,13.31600461042,13.31600461042,12.672290003572,13.316004610899,13.31600461092,12.00877429387,13.31600461137,13.22019326903,13.19561047703,13.31600461093,12.86080207063,13.31600461087,12.71617323777,13.31600461133,11.19980750458,11.06499443623,10.91666590423,12.33888539366,11.90926693649,13.31600461079,13.31600461079,13.31600461079,13.31600461079,13.31600461079,13.31600461081,13.31600461081,13.31600461079,11.14487852869,13.31600461057,13.31600461057,13.31600461057,12.23407377317,9.58169234327,10.15837523827,12.00307420727,12.80574322027,12.36237752747,12.09243453167,12.04250619997,12.18075545547,11.39188382737,13.31600461027
"t142",9.8592913856166,11.7108976473166,9.5489727385166,10.9192438518166,5.3167070256166,1.2269323193866,0.2100163854766,0.0389502157066,0,1.3120398614766,3.4335377587066,3.4335377587066,3.4335377587766,3.9990285131766,4.2838230824376,4.8994876021166,13.2778455607166,13.2778455608166,13.2778455608166,13.2778455605166,13.2778455602166,13.2778455602166,13.2778455602166,13.2778455604166,13.2778455604166,13.0211424358166,13.2015790862166,13.2778455600966,13.2778455600966,13.2778455601966,13.2778455601966,13.2778455601166,13.2778455601166,13.2778455601166,13.2778455598166,12.2696062379166,13.2778455600166,13.2778455600166,13.2517919524166,13.2778455601166,13.2778455601152,13.2778455601152,13.2778455601166,13.2778455593166,13.2778455593166,12.0639068209166,12.1826961688166,11.6064226223166,11.1128032247166,12.8722950965166,13.2778455602166,13.2778455596166,13.0223638690466,13.2778455596166,13.2778455600166,13.2778455600166,13.2778455600166,13.1106286098166,13.2778455600166,13.2778455599166,12.8939606867166,13.2778455600166,13.2778455600166,13.2778455600166,13.2778455600566,13.2778455600566,13.2778455601166,13.2778455599166,13.2778455599166,13.2193898910366,13.2778455599366,13.2778455599866,13.2778455599166,13.2778455599166,13.2778455600566,13.2778455599566,13.2778455600566,13.2778455600566,12.8167647929566,12.4576499438566,13.2778455604966,13.2778455604966,13.2778455603966,13.2778455602966,13.2778455604966,13.2778455604966,12.7680536941166,13.2778455605966,13.2778455601966,13.2778455601966,13.2778455601966,12.7291734976866,13.2778455602666,13.2778455602666,13.2778455601866,13.2778455601866,13.2778455601666,13.2778455601666,13.2778455601366,13.2778455602566,13.2778455602566,13.2778455602566,13.2778455602566,12.8150367065566,13.2778455601566,12.6847092990666,13.2778455597666,13.2778455597666,13.2778455596666,13.2778455596666,12.6341309528186,13.2778455601456,13.2778455601666,11.9706152431166,13.2778455606166,13.1820342182766,13.1574514262766,13.2778455601766,12.8226430198766,13.2778455601166,12.6780141870166,13.2778455605766,11.1616484538266,11.0268353854766,10.8785068534766,12.3007263429066,11.8711078857366,13.2778455600366,13.2778455600366,13.2778455600366,13.2778455600366,13.2778455600366,13.2778455600566,13.2778455600566,13.2778455600366,11.1067194779366,13.2778455598166,13.2778455598166,13.2778455598166,12.1959147224166,9.5435332925166,10.1202161875166,11.9649151565166,12.7675841695166,12.3242184767166,12.0542754809166,12.0043471492166,12.1425964047166,11.3537247766166,13.2778455595166
"t64",9.89745043634,11.74905669804,9.58713178924,10.95740290254,5.35486607634,1.26509137011,1.3501989122,1.35019891223,1.3120398614766,0,3.47169680943,3.47169680943,3.4716968095,4.0371875639,4.321982133161,4.93764665284,13.31600461144,13.31600461154,13.31600461154,13.31600461124,13.31600461094,13.31600461094,13.31600461094,13.31600461114,13.31600461114,13.05930148654,13.23973813694,13.31600461082,13.31600461082,13.31600461092,13.31600461092,13.31600461084,13.31600461084,13.31600461084,13.31600461054,12.30776528864,13.31600461074,13.31600461074,13.28995100314,13.31600461084,13.3160046108386,13.3160046108386,13.31600461084,13.31600461004,13.31600461004,12.10206587164,12.22085521954,11.64458167304,11.15096227544,12.91045414724,13.31600461094,13.31600461034,13.06052291977,13.31600461034,13.31600461074,13.31600461074,13.31600461074,13.14878766054,13.31600461074,13.31600461064,12.93211973744,13.31600461074,13.31600461074,13.31600461074,13.31600461078,13.31600461078,13.31600461084,13.31600461064,13.31600461064,13.25754894176,13.31600461066,13.31600461071,13.31600461064,13.31600461064,13.31600461078,13.31600461068,13.31600461078,13.31600461078,12.85492384368,12.49580899458,13.31600461122,13.31600461122,13.31600461112,13.31600461102,13.31600461122,13.31600461122,12.80621274484,13.31600461132,13.31600461092,13.31600461092,13.31600461092,12.76733254841,13.31600461099,13.31600461099,13.31600461091,13.31600461091,13.31600461089,13.31600461089,13.31600461086,13.31600461098,13.31600461098,13.31600461098,13.31600461098,12.85319575728,13.31600461088,12.72286834979,13.31600461049,13.31600461049,13.31600461039,13.31600461039,12.672290003542,13.316004610869,13.31600461089,12.00877429384,13.31600461134,13.220193269,13.195610477,13.3160046109,12.8608020706,13.31600461084,12.71617323774,13.3160046113,11.19980750455,11.0649944362,10.9166659042,12.33888539363,11.90926693646,13.31600461076,13.31600461076,13.31600461076,13.31600461076,13.31600461076,13.31600461078,13.31600461078,13.31600461076,11.14487852866,13.31600461054,13.31600461054,13.31600461054,12.23407377314,9.58169234324,10.15837523824,12.00307420724,12.80574322024,12.36237752744,12.09243453164,12.04250619994,12.18075545544,11.39188382734,13.31600461024
