"","sp18","sp19","sp20","sp22","sp25","sp26","sp27","sp28","sp31","sp32","sp34","sp36","sp37","sp38","sp40","sp43","sp44","sp45","sp49","sp51","sp53","sp54","sp55","sp56","sp58","sp62","sp64","sp65","sp66","sp67","sp68","sp69","sp71","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp81","sp82","sp83","sp84","sp85","sp86","sp88","sp89","sp90","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100","sp101","sp102","sp103","sp104","sp105","sp106","sp107","sp108","sp109","sp110","sp111","sp112","sp113","sp114","sp115","sp116","sp117","sp118","sp119","sp120","sp121","sp122","sp123","sp124","sp125","sp126","sp127","sp128","sp129","sp130","sp131","sp132","sp133","sp134","sp135","sp136","sp137","sp138","sp139","sp140","sp141","sp142"
"sp18",0,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,8.43628601123626,8.43628601123626,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,8.43628601123626,12.7962048682264,14.232320455989,14.232320455989,8.43628601123626,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,8.43628601123626,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,8.43628601123625,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,8.43628601123626,8.43628601123626,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,8.43628601123626,8.43628601123626,8.43628601123626,8.43628601123626
"sp19",12.7962048682264,0,8.50091020259113,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,8.50091020259113,14.232320455989,8.50091020259113,8.50091020259113,8.50091020259113,12.7962048682264,8.50091020259113,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,8.50091020259113,8.50091020259113,14.232320455989,14.232320455989,14.232320455989,14.232320455989,8.50091020259113,8.50091020259113,14.232320455989,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,14.232320455989,14.232320455989,8.50091020259113,4.92350429549662,4.92350429549662,14.232320455989,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,14.232320455989,14.232320455989,8.50091020259113,8.50091020259113,14.232320455989,14.232320455989,4.92350429549662,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,8.50091020259113,8.50091020259113,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,8.82689741365981,8.82689741365981,14.232320455989,14.232320455989,14.232320455989,14.232320455989,8.50091020259113,8.50091020259113,12.7962048682264,12.7962048682264,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,14.232320455989,14.232320455989,8.50091020259113,8.50091020259113,8.50091020259113,8.50091020259113,4.92350429549662,4.92350429549662,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264
"sp20",12.7962048682264,8.50091020259113,0,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,6.95033521693699,14.232320455989,4.90665354192484,8.30328214416946,8.30328214416946,12.7962048682264,6.95033521693699,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,6.83147364092574,6.95033521693699,14.232320455989,14.232320455989,14.232320455989,14.232320455989,6.83147364092574,6.83147364092574,14.232320455989,6.83147364092574,4.90665354192484,4.90665354192484,6.83147364092574,6.83147364092574,14.232320455989,14.232320455989,6.95033521693699,8.50091020259113,8.50091020259113,14.232320455989,4.90665354192484,4.90665354192484,6.95033521693699,6.83147364092574,6.67412009681979,6.95033521693699,6.95033521693699,6.95033521693699,8.30328214416947,8.30328214416947,8.30328214416947,8.30328214416947,8.30328214416947,14.232320455989,14.232320455989,4.90665354192484,4.90665354192484,14.232320455989,14.232320455989,8.50091020259113,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,4.90665354192484,4.90665354192484,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,8.82689741365981,8.82689741365981,14.232320455989,14.232320455989,14.232320455989,14.232320455989,6.67412009681979,6.67412009681979,12.7962048682264,12.7962048682264,6.83147364092574,6.83147364092574,6.67412009681979,6.67412009681979,14.232320455989,14.232320455989,6.83147364092574,6.83147364092574,6.83147364092574,6.83147364092574,8.50091020259113,8.50091020259113,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264
"sp22",14.232320455989,14.232320455989,14.232320455989,0,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,9.27023254561701,9.27023254561701,14.232320455989,11.5246654815481,11.5246654815481,4.387371825787,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,4.387371825787,4.387371825787,14.232320455989,14.232320455989,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,9.27023254561701,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,9.27023254561701,9.27023254561701,14.232320455989,14.232320455989,9.27023254561701,9.27023254561701,14.232320455989,11.5246654815481,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,9.27023254561701,9.27023254561701,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,9.27023254561701,9.27023254561701,9.27023254561701,9.27023254561701,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,7.71966378505264,7.71966378505264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989
"sp25",14.232320455989,14.232320455989,14.232320455989,11.5246654815481,0,4.01293475529482,14.232320455989,14.232320455989,14.232320455989,4.61683542382477,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,4.61683542382477,4.61683542382477,11.5246654815481,4.61683542382477,4.61683542382477,14.232320455989,14.232320455989,4.61683542382477,4.61683542382477,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,5.43030040975596,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,4.61683542382477,4.61683542382477,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,4.61683542382477,14.232320455989,5.43030040975596,5.43030040975596,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,4.61683542382477,4.61683542382477,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989
"sp26",14.232320455989,14.232320455989,14.232320455989,11.5246654815481,4.01293475529482,0,14.232320455989,14.232320455989,14.232320455989,4.61683542382477,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,4.61683542382477,4.61683542382477,11.5246654815481,4.61683542382477,4.61683542382477,14.232320455989,14.232320455989,4.61683542382477,4.61683542382477,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,5.43030040975596,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,4.61683542382477,4.61683542382477,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,4.61683542382477,14.232320455989,5.43030040975596,5.43030040975596,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,4.61683542382477,4.61683542382477,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989
"sp27",8.43628601123626,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,0,3.83192975328905,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,4.31559605101727,12.7962048682264,14.232320455989,14.232320455989,5.71923460765642,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,4.31559605101727,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,4.31559605101727,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,4.31559605101727,4.31559605101727,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,4.31559605101727,4.31559605101727,4.31559605101727,4.31559605101727
"sp28",8.43628601123626,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,3.83192975328905,0,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,4.31559605101727,12.7962048682264,14.232320455989,14.232320455989,5.71923460765642,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,4.31559605101727,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,4.31559605101727,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,4.31559605101727,4.31559605101727,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264,4.31559605101727,4.31559605101727,4.31559605101727,4.31559605101727
"sp31",12.7962048682264,8.50091020259113,6.95033521693699,14.232320455989,14.232320455989,14.232320455989,12.7962048682264,12.7962048682264,0,14.232320455989,6.95033521693699,8.30328214416946,8.30328214416946,12.7962048682264,6.16709716508625,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,6.95033521693699,6.16709716508625,14.232320455989,14.232320455989,14.232320455989,14.232320455989,6.95033521693699,6.95033521693699,14.232320455989,6.95033521693699,6.95033521693699,6.95033521693699,6.95033521693699,6.95033521693699,14.232320455989,14.232320455989,6.16709716508625,8.50091020259113,8.50091020259113,14.232320455989,6.95033521693699,6.95033521693699,3.40404072383749,6.95033521693699,6.95033521693699,3.40404072383749,6.16709716508625,6.16709716508625,8.30328214416946,8.30328214416946,8.30328214416946,8.30328214416947,8.30328214416947,14.232320455989,14.232320455989,6.95033521693699,6.95033521693699,14.232320455989,14.232320455989,8.50091020259113,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,6.95033521693699,6.95033521693699,14.232320455989,14.232320455989,12.7962048682264,14.232320455989,14.232320455989,8.82689741365981,8.82689741365981,14.232320455989,14.232320455989,14.232320455989,14.232320455989,6.95033521693699,6.95033521693699,12.7962048682264,12.7962048682264,6.95033521693699,6.95033521693699,6.95033521693699,6.95033521693699,14.232320455989,14.232320455989,6.95033521693699,6.95033521693699,6.95033521693699,6.95033521693699,8.50091020259113,8.50091020259113,12.7962048682264,12.7962048682264,12.7962048682264,12.7962048682264
"sp32",14.232320455989,14.232320455989,14.232320455989,11.5246654815481,4.61683542382477,4.61683542382477,14.232320455989,14.232320455989,14.232320455989,0,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,3.43386712258305,3.40325779661054,11.5246654815481,3.43386712258305,3.43386712258305,14.232320455989,14.232320455989,3.40325779661054,3.43386712258305,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,5.43030040975596,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,3.43386712258305,3.43386712258305,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,3.40325779661054,14.232320455989,5.43030040975596,5.43030040975596,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,3.40325779661054,3.40325779661054,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,11.5246654815481,11.5246654815481,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989,14.232320455989
