"accepted_species","I1.1/1"
"t28","1"
"t77","0"
"t78","1"
"t57","1"
"t58","0"
"t12","1"
"t22","0"
"t81","1"
"t82","1"
"t55","1"
"t37","0"
"t63","1"
"t64","1"
"t40","1"
"t41","1"
"t11","0"
"t20","1"
"t21","0"
"t35","0"
"t36","1"
"t7","1"
"t46",NA
"t99","0"
"t100","1"
"t83","0"
"t84","1"
"t5","1"
"t15",NA
"t53","0"
"t54","0"
"t32","0"
"t59","1"
"t60","1"
"t69","1"
"t79","1"
"t80","1"
"t6","1"
"t14","1"
"t93","1"
"t94","1"
"t91",NA
"t92",NA
"t67","1"
"t68","1"
"t29","1"
"t87","1"
"t88","0"
"t75","1"
"t76","1"
"t33","1"
"t89","1"
"t90","1"
"t74","1"
"t26","1"
"t27","1"
"t18","1"
"t8","0"
"t9","0"
"t10","0"
"t17","0"
"t30","1"
"t31","0"
"t51","0"
"t52","0"
"t4","0"
"t85","1"
"t86","1"
"t49","1"
"t50",NA
"t34","0"
"t70",NA
"t71","1"
"t38",NA
"t39","1"
"t61","1"
"t62","1"
"t47","1"
"t48","0"
"t16","0"
"t72","1"
"t73","1"
"t44","0"
"t45",NA
"t42","1"
"t43",NA
"t3","1"
"t97","0"
"t98","1"
"t56","0"
"t13","1"
"t65","1"
"t66","1"
"t19","1"
"t2",NA
"t23","1"
"t95","1"
"t96","1"
"t24","1"
"t1","1"
"t25","0"
