"","t4","t33","t46","t50","t59","t60","t21","t69","t71","t93","t94","t79","t48","t118","t134","t135","t111","t112","t119","t120","t85","t86","t34","t19","t18","t14","t12","t99","t100","t49","t80","t89","t90","t35","t74","t75","t61","t62","t42","t31","t39","t40","t97","t98","t37","t130","t131","t96","t52","t47","t117","t136","t137","t28","t36","t58","t78","t132","t133","t81","t82","t38","t105","t106","t41","t95","t123","t138","t139","t109","t110","t87","t88","t121","t122","t29","t8","t6","t24","t115","t116","t101","t103","t104","t65","t66","t55","t54","t43","t51","t67","t68","t53","t3","t5","t70","t91","t92","t113","t114","t56","t57","t20","t25","t26","t44","t45","t11","t13","t128","t129","t17","t2","t9","t22","t23","t30","t32","t126","t127","t102","t124","t125","t72","t73","t63","t64","t27","t76","t77","t7","t15","t16","t10","t83","t84","t107","t108","t1"
"t4",0,4.254432445,4.7786604176,4.7786604176,4.77866041765,4.77866041765,3.2222162557,4.778660418,4.77866041799,4.77866041806,4.77866041806,4.28727780535,4.778660418,4.70603418579,4.778660418,4.778660418,4.7786604175,4.773354357,4.778660418,4.778660418,4.778660418,4.7085363968,3.5877264875,3.2318459658,4.77866041838,3.4992094807,2.3900672479,4.778660418,4.778660418,4.778660418,4.77866041805,4.77866041809,4.77866041809,4.52189439575,4.77866041805,4.77866041805,4.77866041795,4.77866041795,3.89433400345,3.96004417554,4.77866041754,4.77866041754,4.77866041795,4.77866041795,3.69406211226,4.77866041805,4.77866041805,4.77866041805,4.77866041805,4.77866041795,4.77866041795,4.77866041793,4.77866041793,4.77866041775,4.77866041755,4.77866041795,4.77866041795,4.77866041795,4.77866041795,4.77866041795,4.77866041795,4.65877321295,4.77866041801,4.77866041801,4.77866041751,4.77866041795,4.7786604179,4.778660417896,4.778660417896,4.77866041793,4.77866041793,4.77866041795,4.778660418,4.778660418,4.778660418,4.77866041775,2.6321061663,1.6428528038,4.7786604183,4.7786604184,4.7786604184,4.7786604183,4.7786604183,4.7786604183,4.694834110177,4.778660418377,4.778660418377,4.7786604184,4.7786604187,4.7786604184,4.77866041838,4.77866041838,4.77866041838,1.6940975272,2.86305814982,5.08009005662,5.17633275592,5.17633275592,5.17633275572,5.17633275572,5.17633275562,5.17633275562,3.93872372982,4.39372778222,3.78844826559,5.17633275579,4.75867830939,4.07171922422,2.66808451405,5.17633275554,5.17633275554,5.02637027572,2.90530713712,4.49248672835,5.69932398712,7.37782073432,6.10322869922,7.3778207343,7.37782073458,7.37782073458,7.37782073458,7.37782073443,7.37782073443,7.37782073458,7.37782073458,6.78565246377,7.37782073452,7.37782073462,7.37782073482,7.37782073482,4.91236135022,5.61746108052,5.11760900812,4.79100541512,7.37782073422,7.37782073422,7.37782073412,7.37782073412,3.91532943832
"t33",4.254432445,0,1.9917988572,1.9917988572,1.99179885725,1.99179885725,1.5468900691,6.0501179614,6.05011796139,6.05011796146,6.05011796146,5.55873534875,6.0501179614,5.97749172919,6.0501179614,6.0501179614,6.0501179609,6.0448119004,6.0501179614,6.0501179614,6.0501179614,5.9799939402,4.8591840309,4.5033035092,6.05011796178,4.7706670241,3.6615247913,6.0501179614,6.0501179614,6.0501179614,6.05011796145,6.05011796149,6.05011796149,5.79335193915,6.05011796145,6.05011796145,6.05011796135,6.05011796135,5.16579154685,5.23150171894,6.05011796094,6.05011796094,6.05011796135,6.05011796135,4.96551965566,6.05011796145,6.05011796145,6.05011796145,6.05011796145,6.05011796135,6.05011796135,6.05011796133,6.05011796133,6.05011796115,6.05011796095,6.05011796135,6.05011796135,6.05011796135,6.05011796135,6.05011796135,6.05011796135,5.93023075635,6.05011796141,6.05011796141,6.05011796091,6.05011796135,6.0501179613,6.050117961296,6.050117961296,6.05011796133,6.05011796133,6.05011796135,6.0501179614,6.0501179614,6.0501179614,6.05011796115,3.9035637097,3.974971133,7.1107787475,7.1107787476,7.1107787476,7.1107787475,7.1107787475,7.1107787475,7.026952439377,7.110778747577,7.110778747577,7.1107787476,7.1107787479,7.1107787476,7.11077874758,7.11077874758,7.11077874758,4.4989233908,5.66788401342,7.88491592022,7.98115861952,7.98115861952,7.98115861932,7.98115861932,7.98115861922,7.98115861922,6.74354959342,7.19855364582,6.59327412919,7.98115861939,7.56350417299,6.87654508782,5.47291037765,7.98115861914,7.98115861914,7.83119613932,5.71013300072,7.29731259195,8.50414985072,10.18264659792,8.90805456282,10.1826465979,10.18264659818,10.18264659818,10.18264659818,10.18264659803,10.18264659803,10.18264659818,10.18264659818,9.59047832737,10.18264659812,10.18264659822,10.18264659842,10.18264659842,7.71718721382,8.42228694412,7.92243487172,7.59583127872,10.18264659782,10.18264659782,10.18264659772,10.18264659772,6.72015530192
"t46",4.7786604176,1.9917988572,0,1.9276308372,1.92763083725,1.92763083725,2.0711180417,6.574345934,6.57434593399,6.57434593406,6.57434593406,6.08296332135,6.574345934,6.50171970179,6.574345934,6.574345934,6.5743459335,6.569039873,6.574345934,6.574345934,6.574345934,6.5042219128,5.3834120035,5.0275314818,6.57434593438,5.2948949967,4.1857527639,6.574345934,6.574345934,6.574345934,6.57434593405,6.57434593409,6.57434593409,6.31757991175,6.57434593405,6.57434593405,6.57434593395,6.57434593395,5.69001951945,5.75572969154,6.57434593354,6.57434593354,6.57434593395,6.57434593395,5.48974762826,6.57434593405,6.57434593405,6.57434593405,6.57434593405,6.57434593395,6.57434593395,6.57434593393,6.57434593393,6.57434593375,6.57434593355,6.57434593395,6.57434593395,6.57434593395,6.57434593395,6.57434593395,6.57434593395,6.45445872895,6.57434593401,6.57434593401,6.57434593351,6.57434593395,6.5743459339,6.574345933896,6.574345933896,6.57434593393,6.57434593393,6.57434593395,6.574345934,6.574345934,6.574345934,6.57434593375,4.4277916823,4.4991991056,7.6350067201,7.6350067202,7.6350067202,7.6350067201,7.6350067201,7.6350067201,7.551180411977,7.635006720177,7.635006720177,7.6350067202,7.6350067205,7.6350067202,7.63500672018,7.63500672018,7.63500672018,5.0231513634,6.19211198602,8.40914389282,8.50538659212,8.50538659212,8.50538659192,8.50538659192,8.50538659182,8.50538659182,7.26777756602,7.72278161842,7.11750210179,8.50538659199,8.08773214559,7.40077306042,5.99713835025,8.50538659174,8.50538659174,8.35542411192,6.23436097332,7.82154056455,9.02837782332,10.70687457052,9.43228253542,10.7068745705,10.70687457078,10.70687457078,10.70687457078,10.70687457063,10.70687457063,10.70687457078,10.70687457078,10.11470629997,10.70687457072,10.70687457082,10.70687457102,10.70687457102,8.24141518642,8.94651491672,8.44666284432,8.12005925132,10.70687457042,10.70687457042,10.70687457032,10.70687457032,7.24438327452
"t50",4.7786604176,1.9917988572,1.9276308372,0,1.56303788565,1.56303788565,2.0711180417,6.574345934,6.57434593399,6.57434593406,6.57434593406,6.08296332135,6.574345934,6.50171970179,6.574345934,6.574345934,6.5743459335,6.569039873,6.574345934,6.574345934,6.574345934,6.5042219128,5.3834120035,5.0275314818,6.57434593438,5.2948949967,4.1857527639,6.574345934,6.574345934,6.574345934,6.57434593405,6.57434593409,6.57434593409,6.31757991175,6.57434593405,6.57434593405,6.57434593395,6.57434593395,5.69001951945,5.75572969154,6.57434593354,6.57434593354,6.57434593395,6.57434593395,5.48974762826,6.57434593405,6.57434593405,6.57434593405,6.57434593405,6.57434593395,6.57434593395,6.57434593393,6.57434593393,6.57434593375,6.57434593355,6.57434593395,6.57434593395,6.57434593395,6.57434593395,6.57434593395,6.57434593395,6.45445872895,6.57434593401,6.57434593401,6.57434593351,6.57434593395,6.5743459339,6.574345933896,6.574345933896,6.57434593393,6.57434593393,6.57434593395,6.574345934,6.574345934,6.574345934,6.57434593375,4.4277916823,4.4991991056,7.6350067201,7.6350067202,7.6350067202,7.6350067201,7.6350067201,7.6350067201,7.551180411977,7.635006720177,7.635006720177,7.6350067202,7.6350067205,7.6350067202,7.63500672018,7.63500672018,7.63500672018,5.0231513634,6.19211198602,8.40914389282,8.50538659212,8.50538659212,8.50538659192,8.50538659192,8.50538659182,8.50538659182,7.26777756602,7.72278161842,7.11750210179,8.50538659199,8.08773214559,7.40077306042,5.99713835025,8.50538659174,8.50538659174,8.35542411192,6.23436097332,7.82154056455,9.02837782332,10.70687457052,9.43228253542,10.7068745705,10.70687457078,10.70687457078,10.70687457078,10.70687457063,10.70687457063,10.70687457078,10.70687457078,10.11470629997,10.70687457072,10.70687457082,10.70687457102,10.70687457102,8.24141518642,8.94651491672,8.44666284432,8.12005925132,10.70687457042,10.70687457042,10.70687457032,10.70687457032,7.24438327452
"t59",4.77866041765,1.99179885725,1.92763083725,1.56303788565,0,1.4591943254,2.07111804175,6.57434593405,6.57434593404,6.57434593411,6.57434593411,6.0829633214,6.57434593405,6.50171970184,6.57434593405,6.57434593405,6.57434593355,6.56903987305,6.57434593405,6.57434593405,6.57434593405,6.50422191285,5.38341200355,5.02753148185,6.57434593443,5.29489499675,4.18575276395,6.57434593405,6.57434593405,6.57434593405,6.5743459341,6.57434593414,6.57434593414,6.3175799118,6.5743459341,6.5743459341,6.574345934,6.574345934,5.6900195195,5.75572969159,6.57434593359,6.57434593359,6.574345934,6.574345934,5.48974762831,6.5743459341,6.5743459341,6.5743459341,6.5743459341,6.574345934,6.574345934,6.57434593398,6.57434593398,6.5743459338,6.5743459336,6.574345934,6.574345934,6.574345934,6.574345934,6.574345934,6.574345934,6.454458729,6.57434593406,6.57434593406,6.57434593356,6.574345934,6.57434593395,6.574345933946,6.574345933946,6.57434593398,6.57434593398,6.574345934,6.57434593405,6.57434593405,6.57434593405,6.5743459338,4.42779168235,4.49919910565,7.63500672015,7.63500672025,7.63500672025,7.63500672015,7.63500672015,7.63500672015,7.551180412027,7.635006720227,7.635006720227,7.63500672025,7.63500672055,7.63500672025,7.63500672023,7.63500672023,7.63500672023,5.02315136345,6.19211198607,8.40914389287,8.50538659217,8.50538659217,8.50538659197,8.50538659197,8.50538659187,8.50538659187,7.26777756607,7.72278161847,7.11750210184,8.50538659204,8.08773214564,7.40077306047,5.9971383503,8.50538659179,8.50538659179,8.35542411197,6.23436097337,7.8215405646,9.02837782337,10.70687457057,9.43228253547,10.70687457055,10.70687457083,10.70687457083,10.70687457083,10.70687457068,10.70687457068,10.70687457083,10.70687457083,10.11470630002,10.70687457077,10.70687457087,10.70687457107,10.70687457107,8.24141518647,8.94651491677,8.44666284437,8.12005925137,10.70687457047,10.70687457047,10.70687457037,10.70687457037,7.24438327457
"t60",4.77866041765,1.99179885725,1.92763083725,1.56303788565,1.4591943254,0,2.07111804175,6.57434593405,6.57434593404,6.57434593411,6.57434593411,6.0829633214,6.57434593405,6.50171970184,6.57434593405,6.57434593405,6.57434593355,6.56903987305,6.57434593405,6.57434593405,6.57434593405,6.50422191285,5.38341200355,5.02753148185,6.57434593443,5.29489499675,4.18575276395,6.57434593405,6.57434593405,6.57434593405,6.5743459341,6.57434593414,6.57434593414,6.3175799118,6.5743459341,6.5743459341,6.574345934,6.574345934,5.6900195195,5.75572969159,6.57434593359,6.57434593359,6.574345934,6.574345934,5.48974762831,6.5743459341,6.5743459341,6.5743459341,6.5743459341,6.574345934,6.574345934,6.57434593398,6.57434593398,6.5743459338,6.5743459336,6.574345934,6.574345934,6.574345934,6.574345934,6.574345934,6.574345934,6.454458729,6.57434593406,6.57434593406,6.57434593356,6.574345934,6.57434593395,6.574345933946,6.574345933946,6.57434593398,6.57434593398,6.574345934,6.57434593405,6.57434593405,6.57434593405,6.5743459338,4.42779168235,4.49919910565,7.63500672015,7.63500672025,7.63500672025,7.63500672015,7.63500672015,7.63500672015,7.551180412027,7.635006720227,7.635006720227,7.63500672025,7.63500672055,7.63500672025,7.63500672023,7.63500672023,7.63500672023,5.02315136345,6.19211198607,8.40914389287,8.50538659217,8.50538659217,8.50538659197,8.50538659197,8.50538659187,8.50538659187,7.26777756607,7.72278161847,7.11750210184,8.50538659204,8.08773214564,7.40077306047,5.9971383503,8.50538659179,8.50538659179,8.35542411197,6.23436097337,7.8215405646,9.02837782337,10.70687457057,9.43228253547,10.70687457055,10.70687457083,10.70687457083,10.70687457083,10.70687457068,10.70687457068,10.70687457083,10.70687457083,10.11470630002,10.70687457077,10.70687457087,10.70687457107,10.70687457107,8.24141518647,8.94651491677,8.44666284437,8.12005925137,10.70687457047,10.70687457047,10.70687457037,10.70687457037,7.24438327457
"t21",3.2222162557,1.5468900691,2.0711180417,2.0711180417,2.07111804175,2.07111804175,0,5.0179017721,5.01790177209,5.01790177216,5.01790177216,4.52651915945,5.0179017721,4.94527553989,5.0179017721,5.0179017721,5.0179017716,5.0125957111,5.0179017721,5.0179017721,5.0179017721,4.9477777509,3.8269678416,3.4710873199,5.01790177248,3.7384508348,2.629308602,5.0179017721,5.0179017721,5.0179017721,5.01790177215,5.01790177219,5.01790177219,4.76113574985,5.01790177215,5.01790177215,5.01790177205,5.01790177205,4.13357535755,4.19928552964,5.01790177164,5.01790177164,5.01790177205,5.01790177205,3.93330346636,5.01790177215,5.01790177215,5.01790177215,5.01790177215,5.01790177205,5.01790177205,5.01790177203,5.01790177203,5.01790177185,5.01790177165,5.01790177205,5.01790177205,5.01790177205,5.01790177205,5.01790177205,5.01790177205,4.89801456705,5.01790177211,5.01790177211,5.01790177161,5.01790177205,5.017901772,5.017901771996,5.017901771996,5.01790177203,5.01790177203,5.01790177205,5.0179017721,5.0179017721,5.0179017721,5.01790177185,2.8713475204,2.9427549437,6.0785625582,6.0785625583,6.0785625583,6.0785625582,6.0785625582,6.0785625582,5.994736250077,6.078562558277,6.078562558277,6.0785625583,6.0785625586,6.0785625583,6.07856255828,6.07856255828,6.07856255828,3.4667072015,4.63566782412,6.85269973092,6.94894243022,6.94894243022,6.94894243002,6.94894243002,6.94894242992,6.94894242992,5.71133340412,6.16633745652,5.56105793989,6.94894243009,6.53128798369,5.84432889852,4.44069418835,6.94894242984,6.94894242984,6.79897995002,4.67791681142,6.26509640265,7.47193366142,9.15043040862,7.87583837352,9.1504304086,9.15043040888,9.15043040888,9.15043040888,9.15043040873,9.15043040873,9.15043040888,9.15043040888,8.55826213807,9.15043040882,9.15043040892,9.15043040912,9.15043040912,6.68497102452,7.39007075482,6.89021868242,6.56361508942,9.15043040852,9.15043040852,9.15043040842,9.15043040842,5.68793911262
"t69",4.778660418,6.0501179614,6.574345934,6.574345934,6.57434593405,6.57434593405,5.0179017721,0,1.19627961759,1.19627961766,1.19627961766,0.70489700495,2.043071906,1.97044567379,2.043071906,2.043071906,2.4172163143,2.4119102538,4.1188513586,4.1188513586,4.1188513586,4.0487273374,2.9279174281,2.5720369064,4.11885135898,3.4969106493,3.3319108063,5.7205039764,5.7205039764,5.7205039764,5.72050397645,5.72050397649,5.72050397649,5.46373795415,5.72050397645,5.72050397645,5.72050397635,5.72050397635,4.83617756185,4.90188773394,5.72050397594,5.72050397594,5.72050397635,5.72050397635,4.63590567066,5.72050397645,5.72050397645,5.72050397645,5.72050397645,5.72050397635,5.72050397635,5.72050397633,5.72050397633,5.72050397615,5.72050397595,5.72050397635,5.72050397635,5.72050397635,5.72050397635,5.72050397635,5.72050397635,5.60061677135,5.72050397641,5.72050397641,5.72050397591,5.72050397635,5.7205039763,5.720503976296,5.720503976296,5.72050397633,5.72050397633,5.72050397635,5.7205039764,5.7205039764,5.7205039764,5.72050397615,4.0783316597,4.499199106,7.6350067205,7.6350067206,7.6350067206,7.6350067205,7.6350067205,7.6350067205,7.551180412377,7.635006720577,7.635006720577,7.6350067206,7.6350067209,7.6350067206,7.63500672058,7.63500672058,7.63500672058,5.0231513638,6.19211198642,8.40914389322,8.50538659252,8.50538659252,8.50538659232,8.50538659232,8.50538659222,8.50538659222,7.26777756642,7.72278161882,7.11750210219,8.50538659239,8.08773214599,7.40077306082,5.99713835065,8.50538659214,8.50538659214,8.35542411232,6.23436097372,7.82154056495,9.02837782372,10.70687457092,9.43228253582,10.7068745709,10.70687457118,10.70687457118,10.70687457118,10.70687457103,10.70687457103,10.70687457118,10.70687457118,10.11470630037,10.70687457112,10.70687457122,10.70687457142,10.70687457142,8.24141518682,8.94651491712,8.44666284472,8.12005925172,10.70687457082,10.70687457082,10.70687457072,10.70687457072,7.24438327492
"t71",4.77866041799,6.05011796139,6.57434593399,6.57434593399,6.57434593404,6.57434593404,5.01790177209,1.19627961759,0,1.16253593747,1.16253593747,0.67115332476,2.04307190599,1.97044567378,2.04307190599,2.04307190599,2.41721631429,2.41191025379,4.11885135859,4.11885135859,4.11885135859,4.04872733739,2.92791742809,2.57203690639,4.11885135897,3.49691064929,3.33191080629,5.72050397639,5.72050397639,5.72050397639,5.72050397644,5.72050397648,5.72050397648,5.46373795414,5.72050397644,5.72050397644,5.72050397634,5.72050397634,4.83617756184,4.90188773393,5.72050397593,5.72050397593,5.72050397634,5.72050397634,4.63590567065,5.72050397644,5.72050397644,5.72050397644,5.72050397644,5.72050397634,5.72050397634,5.72050397632,5.72050397632,5.72050397614,5.72050397594,5.72050397634,5.72050397634,5.72050397634,5.72050397634,5.72050397634,5.72050397634,5.60061677134,5.7205039764,5.7205039764,5.7205039759,5.72050397634,5.72050397629,5.720503976286,5.720503976286,5.72050397632,5.72050397632,5.72050397634,5.72050397639,5.72050397639,5.72050397639,5.72050397614,4.07833165969,4.49919910599,7.63500672049,7.63500672059,7.63500672059,7.63500672049,7.63500672049,7.63500672049,7.551180412367,7.635006720567,7.635006720567,7.63500672059,7.63500672089,7.63500672059,7.63500672057,7.63500672057,7.63500672057,5.02315136379,6.19211198641,8.40914389321,8.50538659251,8.50538659251,8.50538659231,8.50538659231,8.50538659221,8.50538659221,7.26777756641,7.72278161881,7.11750210218,8.50538659238,8.08773214598,7.40077306081,5.99713835064,8.50538659213,8.50538659213,8.35542411231,6.23436097371,7.82154056494,9.02837782371,10.70687457091,9.43228253581,10.70687457089,10.70687457117,10.70687457117,10.70687457117,10.70687457102,10.70687457102,10.70687457117,10.70687457117,10.11470630036,10.70687457111,10.70687457121,10.70687457141,10.70687457141,8.24141518681,8.94651491711,8.44666284471,8.12005925171,10.70687457081,10.70687457081,10.70687457071,10.70687457071,7.24438327491
"t93",4.77866041806,6.05011796146,6.57434593406,6.57434593406,6.57434593411,6.57434593411,5.01790177216,1.19627961766,1.16253593747,0,0.76586148,0.51224965489,2.04307190606,1.97044567385,2.04307190606,2.04307190606,2.41721631436,2.41191025386,4.11885135866,4.11885135866,4.11885135866,4.04872733746,2.92791742816,2.57203690646,4.11885135904,3.49691064936,3.33191080636,5.72050397646,5.72050397646,5.72050397646,5.72050397651,5.72050397655,5.72050397655,5.46373795421,5.72050397651,5.72050397651,5.72050397641,5.72050397641,4.83617756191,4.901887734,5.720503976,5.720503976,5.72050397641,5.72050397641,4.63590567072,5.72050397651,5.72050397651,5.72050397651,5.72050397651,5.72050397641,5.72050397641,5.72050397639,5.72050397639,5.72050397621,5.72050397601,5.72050397641,5.72050397641,5.72050397641,5.72050397641,5.72050397641,5.72050397641,5.60061677141,5.72050397647,5.72050397647,5.72050397597,5.72050397641,5.72050397636,5.720503976356,5.720503976356,5.72050397639,5.72050397639,5.72050397641,5.72050397646,5.72050397646,5.72050397646,5.72050397621,4.07833165976,4.49919910606,7.63500672056,7.63500672066,7.63500672066,7.63500672056,7.63500672056,7.63500672056,7.551180412437,7.635006720637,7.635006720637,7.63500672066,7.63500672096,7.63500672066,7.63500672064,7.63500672064,7.63500672064,5.02315136386,6.19211198648,8.40914389328,8.50538659258,8.50538659258,8.50538659238,8.50538659238,8.50538659228,8.50538659228,7.26777756648,7.72278161888,7.11750210225,8.50538659245,8.08773214605,7.40077306088,5.99713835071,8.5053865922,8.5053865922,8.35542411238,6.23436097378,7.82154056501,9.02837782378,10.70687457098,9.43228253588,10.70687457096,10.70687457124,10.70687457124,10.70687457124,10.70687457109,10.70687457109,10.70687457124,10.70687457124,10.11470630043,10.70687457118,10.70687457128,10.70687457148,10.70687457148,8.24141518688,8.94651491718,8.44666284478,8.12005925178,10.70687457088,10.70687457088,10.70687457078,10.70687457078,7.24438327498
