"accepted_species","trait_EB_scaled"
"t11",1.10464638672283
"t87",0.506923039797191
"t88",0.527197699393482
"t57",1.29332717048189
"t65",0.982131206978597
"t66",0.819308654272508
"t35",0.657350271156831
"t36",0.155536222316527
"t10",1.73711275392234
"t67",1.34530778068317
"t68",1.06236493945901
"t79",NA
"t80",1.50498694800704
"t6",0.0139292033768379
"t15",1.23069690757958
"t16",1.03162206604485
"t42",1.76799442183992
"t43",NA
"t30",1.29696769062849
"t38",0.929155181418703
"t39",1.5036932291521
"t89",1.08890567977699
"t90",0.991069043082847
"t74",0.14702574984127
"t75",0.152886524464132
"t50",0.479422554482306
"t73",0.0494990144424657
"t93",0.190409910005469
"t94",NA
"t28",0.525263399604037
"t29",1.02447223661145
"t44",-0.206544711183569
"t45",0.480392690311086
"t81",0.18685916326615
"t82",NA
"t25",1.35703726855522
"t22",1.22704244890189
"t23",0.634880860379288
"t41",0.244676126762963
"t71",0.338923558951012
"t72",0.301729350362064
"t95",0.248866951670432
"t96",0.384253226900397
"t56",0.542918089818755
"t51",1.22994350400579
"t52",0.392274447056722
"t4",0.710005498824249
"t1",0.232765720679369
"t12",0.257619926847655
"t58",-0.143391230144874
"t59",-0.230819502176151
"t60",-0.0239000723582871
"t19",0.454568122250087
"t2",-0.739627822592422
"t21",1.06078400681665
"t46",0.902380633194646
"t47",0.207153436143351
"t5",1.78766496953726
"t18",-2.21528216836704
"t31",-1.4088767575122
"t32",-0.829724289722699
"t48",-1.57326173025427
"t49",-1.18001757309255
"t14",-0.00360249223307615
"t13",-1.39706899688791
"t54",-1.72533384205543
"t55",-2.34242771161879
"t99",NA
"t100",-1.57199348626662
"t7",-0.843304051124122
"t85",-1.20348203164705
"t86",-0.923079506958631
"t40",-0.502628182801171
"t97",NA
"t98",-1.11330397666569
"t37",-0.845781520348065
"t61",-0.249979945377511
"t62",-0.0123761070341186
"t77",NA
"t78",-0.77414855221352
"t76",-0.899421956832887
"t26",-0.174344350873827
"t20",NA
"t24",-0.626486588251745
"t83",-1.40208257906081
"t84",-1.11757776336121
"t17",-0.607184199983549
"t27",-0.420925962305909
"t33",-0.790530623463857
"t34",-0.717564098754716
"t91",0.36457588404929
"t92",0.448752560732092
"t3",-1.44313684598408
"t8",NA
"t9",-0.6965052545139
"t53",-1.92602343599574
"t63",-1.49178348393706
"t64",-1.69814486855423
"t69",NA
"t70",-0.585159549521765
