"accepted_species","traits"
"t25",1
"t39",0
"t47",NA
"t52",1
"t61",NA
"t66",1
"t67",1
"t69",1
"t77",1
"t78",1
"t80",NA
"t81",1
"t85",0
"t87",0
"t88",1
"t90",1
"t93",1
"t94",1
"t96",1
"t97",0
"t98",0
"t100",1
"t101",1
"t103",1
"t104",0
"t105",1
"t106",0
"t107",1
"t108",0
"t109",1
"t110",0
"t111",1
"t112",1
"t113",NA
"t116",1
"t117",0
"t118",1
"t119",1
"t121",1
"t122",0
"t123",0
"t124",0
"t125",1
"t127",0
"t129",NA
"t130",1
"t131",1
"t132",0
"t134",1
"t136",1
"t137",0
"t138",1
"t139",1
"t140",1
"t143",1
"t144",0
"t146",0
"t147",1
"t150",0
"t151",0
"t152",0
"t153",0
"t154",0
"t155",1
"t156",0
"t157",0
"t158",1
"t159",1
"t160",1
"t161",NA
"t162",1
"t164",0
"t165",1
"t166",0
"t167",1
"t168",1
"t169",1
"t170",1
"t171",1
"t172",1
"t173",1
"t174",0
"t175",0
"t176",0
"t178",1
"t179",1
"t180",1
"t181",1
"t182",NA
"t183",NA
"t184",1
"t185",1
"t186",1
"t187",NA
"t188",1
"t189",NA
"t190",1
"t191",1
"t192",1
"t193",1
