"","t1","t21","t22","t135","t136","t66","t35","t36","t9","t60","t61","t45","t151","t152","t48","t120","t121","t117","t118","t116","t90","t133","t134","t8","t2","t18","t19","t4","t29","t56","t75","t76","t51","t93","t94","t72","t68","t124","t125","t42","t41","t26","t53","t54","t46","t88","t89","t69","t70","t32","t11","t12","t16","t17","t13","t20","t113","t114","t55","t6","t27","t108","t109","t129","t130","t102","t103","t100","t91","t92","t67","t37","t38","t33","t34","t24","t3","t5","t43","t44","t82","t110","t111","t85","t112","t147","t148","t126","t47","t86","t87","t40","t7","t14","t28","t73","t138","t139","t104","t83","t84","t97","t146","t149","t150","t10","t142","t143","t144","t145","t137","t71","t39","t95","t96","t52","t140","t141","t65","t98","t99","t59","t80","t81","t106","t107","t101","t131","t132","t119","t23","t25","t57","t58","t15","t62","t63","t49","t50","t122","t123","t74","t30","t31","t64","t127","t128","t115","t105","t79","t77","t78"
"t1",0,5.074334267737,6.136346028337,6.136346028137,6.136346028137,6.136346028137,6.136346028337,6.136346028337,3.502198609237,5.39322748046,6.13634602846,6.13634602836,6.136346028215,6.136346028215,5.70164277187,6.13634602846,6.13634602846,6.136346028593,6.136346028593,6.13634602856,6.02983704166,6.13634602856,6.13634602856,3.30097262516,1.30401147746,6.13634602756,6.13634602756,3.09953385956,6.13634602736,6.13634602771,5.60874601139,6.13634602771,6.13634602771,6.13634602775,6.13634602775,6.13634602775,6.13634602774,6.13634602774,6.13634602774,6.13634602804,6.13634602756,4.48256722943,6.13634602766,5.78338834466,5.47101777058,5.96257448538,6.13634602758,6.13634602768,6.13634602768,4.75501470056,5.03675198496,4.52078336386,4.54790868706,4.16745795336,5.11842610396,4.28750592626,6.13634602796,6.13634602796,5.78134855606,3.93657717986,6.13634602756,6.06023816956,6.13634602766,6.13634602776,6.13634602776,5.942641707824,6.136346027724,6.136346027704,6.13634602776,6.13634602776,6.13634602766,5.34616762736,5.58094553626,6.13634602746,6.13634602746,4.83984430256,2.15895707446,3.00744009046,6.31507701516,6.31507701516,6.22288253696,6.315077014778,6.315077014778,5.897907464298,6.315077014798,6.315077014758,6.315077014758,6.315077014748,5.56353302801,6.31507701461,6.19856633861,5.66803841031,6.31507701446,4.33858963266,6.31507701446,6.31507701425,6.31507701428,6.31507701428,6.31507701425,6.31507701426,6.31507701426,5.98498188841,6.31507701437,6.315077014378,6.315077014378,5.35461198736,6.31507701486,6.31507701486,6.31507701493,6.31507701493,6.31507701493,6.31507701486,6.31507701536,6.31507701466,6.31507701466,5.87666632286,6.31507701476,6.31507701476,5.64010172036,6.31507701476,6.03565802966,5.97287189566,6.31507701466,6.31507701466,6.31507701516,6.31507701516,6.31507701516,6.31507701476,6.31507701476,6.31507701476,4.56689946638,5.117153722,6.0274777319,6.3150770146,5.406049896002,6.315077014202,6.315077014202,6.23739973031,5.41614113099,6.2294433169,6.3150770148,5.9361371556,6.31507701471,4.87513245958,6.315077014918,6.315077014858,6.315077014858,6.315077014838,6.315077014918,5.993581623818,6.31507701486,6.31507701486
"t21",5.074334267737,0,2.6536656694,2.9021002636,2.9021002636,2.9021002636,2.9021002638,2.9021002638,1.7790207481,3.681561581077,4.424680129077,4.424680128977,4.424680128832,4.424680128832,3.989976872487,4.424680129077,4.424680129077,4.42468012921,4.42468012921,4.424680129177,4.318171142277,4.424680129177,4.424680129177,2.374745924377,4.470169226677,10.923062986977,10.923062986977,7.886250818977,10.923062986777,10.923062987127,10.395462970807,10.923062987127,10.923062987127,10.923062987167,10.923062987167,10.923062987167,10.923062987157,10.923062987157,10.923062987157,10.923062987457,10.923062986977,9.269284188847,10.923062987077,10.570105304077,10.257734729997,10.749291444797,10.923062986997,10.923062987097,10.923062987097,9.541731659977,9.823468944377,9.307500323277,9.334625646477,8.954174912777,9.905143063377,9.074222885677,10.923062987377,10.923062987377,10.568065515477,8.723294139277,10.923062986977,10.846955128977,10.923062987077,10.923062987177,10.923062987177,10.729358667241,10.923062987141,10.923062987121,10.923062987177,10.923062987177,10.923062987077,10.132884586777,10.367662495677,10.923062986877,10.923062986877,9.626561261977,7.174845350277,8.023328366277,11.330965290977,11.330965290977,11.238770812777,11.330965290595,11.330965290595,10.913795740115,11.330965290615,11.330965290575,11.330965290575,11.330965290565,10.579421303827,11.330965290427,11.214454614427,10.683926686127,11.330965290277,9.354477908477,11.330965290277,11.330965290067,11.330965290097,11.330965290097,11.330965290067,11.330965290077,11.330965290077,11.000870164227,11.330965290187,11.330965290195,11.330965290195,10.370500263177,11.330965290677,11.330965290677,11.330965290747,11.330965290747,11.330965290747,11.330965290677,11.330965291177,11.330965290477,11.330965290477,10.892554598677,11.330965290577,11.330965290577,10.655989996177,11.330965290577,11.051546305477,10.988760171477,11.330965290477,11.330965290477,11.330965290977,11.330965290977,11.330965290977,11.330965290577,11.330965290577,11.330965290577,9.582787742197,10.133041997817,11.043366007717,11.330965290417,10.421938171819,11.330965290019,11.330965290019,11.253288006127,10.432029406807,11.245331592717,11.330965290617,10.952025431417,11.330965290527,9.891020735397,11.330965290735,11.330965290675,11.330965290675,11.330965290655,11.330965290735,11.009469899635,11.330965290677,11.330965290677
"t22",6.136346028337,2.6536656694,0,3.9641120242,3.9641120242,3.9641120242,3.9641120244,3.9641120244,2.8410325087,4.743573341677,5.486691889677,5.486691889577,5.486691889432,5.486691889432,5.051988633087,5.486691889677,5.486691889677,5.48669188981,5.48669188981,5.486691889777,5.380182902877,5.486691889777,5.486691889777,3.436757684977,5.532180987277,11.985074747577,11.985074747577,8.948262579577,11.985074747377,11.985074747727,11.457474731407,11.985074747727,11.985074747727,11.985074747767,11.985074747767,11.985074747767,11.985074747757,11.985074747757,11.985074747757,11.985074748057,11.985074747577,10.331295949447,11.985074747677,11.632117064677,11.319746490597,11.811303205397,11.985074747597,11.985074747697,11.985074747697,10.603743420577,10.885480704977,10.369512083877,10.396637407077,10.016186673377,10.967154823977,10.136234646277,11.985074747977,11.985074747977,11.630077276077,9.785305899877,11.985074747577,11.908966889577,11.985074747677,11.985074747777,11.985074747777,11.791370427841,11.985074747741,11.985074747721,11.985074747777,11.985074747777,11.985074747677,11.194896347377,11.429674256277,11.985074747477,11.985074747477,10.688573022577,8.236857110877,9.085340126877,12.392977051577,12.392977051577,12.300782573377,12.392977051195,12.392977051195,11.975807500715,12.392977051215,12.392977051175,12.392977051175,12.392977051165,11.641433064427,12.392977051027,12.276466375027,11.745938446727,12.392977050877,10.416489669077,12.392977050877,12.392977050667,12.392977050697,12.392977050697,12.392977050667,12.392977050677,12.392977050677,12.062881924827,12.392977050787,12.392977050795,12.392977050795,11.432512023777,12.392977051277,12.392977051277,12.392977051347,12.392977051347,12.392977051347,12.392977051277,12.392977051777,12.392977051077,12.392977051077,11.954566359277,12.392977051177,12.392977051177,11.718001756777,12.392977051177,12.113558066077,12.050771932077,12.392977051077,12.392977051077,12.392977051577,12.392977051577,12.392977051577,12.392977051177,12.392977051177,12.392977051177,10.644799502797,11.195053758417,12.105377768317,12.392977051017,11.483949932419,12.392977050619,12.392977050619,12.315299766727,11.494041167407,12.307343353317,12.392977051217,12.014037192017,12.392977051127,10.953032495997,12.392977051335,12.392977051275,12.392977051275,12.392977051255,12.392977051335,12.071481660235,12.392977051277,12.392977051277
"t135",6.136346028137,2.9021002636,3.9641120242,0,0.206909087,1.4771339708,3.184663313,3.184663313,2.8410325085,4.743573341477,5.486691889477,5.486691889377,5.486691889232,5.486691889232,5.051988632887,5.486691889477,5.486691889477,5.48669188961,5.48669188961,5.486691889577,5.380182902677,5.486691889577,5.486691889577,3.436757684777,5.532180987077,11.985074747377,11.985074747377,8.948262579377,11.985074747177,11.985074747527,11.457474731207,11.985074747527,11.985074747527,11.985074747567,11.985074747567,11.985074747567,11.985074747557,11.985074747557,11.985074747557,11.985074747857,11.985074747377,10.331295949247,11.985074747477,11.632117064477,11.319746490397,11.811303205197,11.985074747397,11.985074747497,11.985074747497,10.603743420377,10.885480704777,10.369512083677,10.396637406877,10.016186673177,10.967154823777,10.136234646077,11.985074747777,11.985074747777,11.630077275877,9.785305899677,11.985074747377,11.908966889377,11.985074747477,11.985074747577,11.985074747577,11.791370427641,11.985074747541,11.985074747521,11.985074747577,11.985074747577,11.985074747477,11.194896347177,11.429674256077,11.985074747277,11.985074747277,10.688573022377,8.236857110677,9.085340126677,12.392977051377,12.392977051377,12.300782573177,12.392977050995,12.392977050995,11.975807500515,12.392977051015,12.392977050975,12.392977050975,12.392977050965,11.641433064227,12.392977050827,12.276466374827,11.745938446527,12.392977050677,10.416489668877,12.392977050677,12.392977050467,12.392977050497,12.392977050497,12.392977050467,12.392977050477,12.392977050477,12.062881924627,12.392977050587,12.392977050595,12.392977050595,11.432512023577,12.392977051077,12.392977051077,12.392977051147,12.392977051147,12.392977051147,12.392977051077,12.392977051577,12.392977050877,12.392977050877,11.954566359077,12.392977050977,12.392977050977,11.718001756577,12.392977050977,12.113558065877,12.050771931877,12.392977050877,12.392977050877,12.392977051377,12.392977051377,12.392977051377,12.392977050977,12.392977050977,12.392977050977,10.644799502597,11.195053758217,12.105377768117,12.392977050817,11.483949932219,12.392977050419,12.392977050419,12.315299766527,11.494041167207,12.307343353117,12.392977051017,12.014037191817,12.392977050927,10.953032495797,12.392977051135,12.392977051075,12.392977051075,12.392977051055,12.392977051135,12.071481660035,12.392977051077,12.392977051077
"t136",6.136346028137,2.9021002636,3.9641120242,0.206909087,0,1.4771339708,3.184663313,3.184663313,2.8410325085,4.743573341477,5.486691889477,5.486691889377,5.486691889232,5.486691889232,5.051988632887,5.486691889477,5.486691889477,5.48669188961,5.48669188961,5.486691889577,5.380182902677,5.486691889577,5.486691889577,3.436757684777,5.532180987077,11.985074747377,11.985074747377,8.948262579377,11.985074747177,11.985074747527,11.457474731207,11.985074747527,11.985074747527,11.985074747567,11.985074747567,11.985074747567,11.985074747557,11.985074747557,11.985074747557,11.985074747857,11.985074747377,10.331295949247,11.985074747477,11.632117064477,11.319746490397,11.811303205197,11.985074747397,11.985074747497,11.985074747497,10.603743420377,10.885480704777,10.369512083677,10.396637406877,10.016186673177,10.967154823777,10.136234646077,11.985074747777,11.985074747777,11.630077275877,9.785305899677,11.985074747377,11.908966889377,11.985074747477,11.985074747577,11.985074747577,11.791370427641,11.985074747541,11.985074747521,11.985074747577,11.985074747577,11.985074747477,11.194896347177,11.429674256077,11.985074747277,11.985074747277,10.688573022377,8.236857110677,9.085340126677,12.392977051377,12.392977051377,12.300782573177,12.392977050995,12.392977050995,11.975807500515,12.392977051015,12.392977050975,12.392977050975,12.392977050965,11.641433064227,12.392977050827,12.276466374827,11.745938446527,12.392977050677,10.416489668877,12.392977050677,12.392977050467,12.392977050497,12.392977050497,12.392977050467,12.392977050477,12.392977050477,12.062881924627,12.392977050587,12.392977050595,12.392977050595,11.432512023577,12.392977051077,12.392977051077,12.392977051147,12.392977051147,12.392977051147,12.392977051077,12.392977051577,12.392977050877,12.392977050877,11.954566359077,12.392977050977,12.392977050977,11.718001756577,12.392977050977,12.113558065877,12.050771931877,12.392977050877,12.392977050877,12.392977051377,12.392977051377,12.392977051377,12.392977050977,12.392977050977,12.392977050977,10.644799502597,11.195053758217,12.105377768117,12.392977050817,11.483949932219,12.392977050419,12.392977050419,12.315299766527,11.494041167207,12.307343353117,12.392977051017,12.014037191817,12.392977050927,10.953032495797,12.392977051135,12.392977051075,12.392977051075,12.392977051055,12.392977051135,12.071481660035,12.392977051077,12.392977051077
"t66",6.136346028137,2.9021002636,3.9641120242,1.4771339708,1.4771339708,0,3.184663313,3.184663313,2.8410325085,4.743573341477,5.486691889477,5.486691889377,5.486691889232,5.486691889232,5.051988632887,5.486691889477,5.486691889477,5.48669188961,5.48669188961,5.486691889577,5.380182902677,5.486691889577,5.486691889577,3.436757684777,5.532180987077,11.985074747377,11.985074747377,8.948262579377,11.985074747177,11.985074747527,11.457474731207,11.985074747527,11.985074747527,11.985074747567,11.985074747567,11.985074747567,11.985074747557,11.985074747557,11.985074747557,11.985074747857,11.985074747377,10.331295949247,11.985074747477,11.632117064477,11.319746490397,11.811303205197,11.985074747397,11.985074747497,11.985074747497,10.603743420377,10.885480704777,10.369512083677,10.396637406877,10.016186673177,10.967154823777,10.136234646077,11.985074747777,11.985074747777,11.630077275877,9.785305899677,11.985074747377,11.908966889377,11.985074747477,11.985074747577,11.985074747577,11.791370427641,11.985074747541,11.985074747521,11.985074747577,11.985074747577,11.985074747477,11.194896347177,11.429674256077,11.985074747277,11.985074747277,10.688573022377,8.236857110677,9.085340126677,12.392977051377,12.392977051377,12.300782573177,12.392977050995,12.392977050995,11.975807500515,12.392977051015,12.392977050975,12.392977050975,12.392977050965,11.641433064227,12.392977050827,12.276466374827,11.745938446527,12.392977050677,10.416489668877,12.392977050677,12.392977050467,12.392977050497,12.392977050497,12.392977050467,12.392977050477,12.392977050477,12.062881924627,12.392977050587,12.392977050595,12.392977050595,11.432512023577,12.392977051077,12.392977051077,12.392977051147,12.392977051147,12.392977051147,12.392977051077,12.392977051577,12.392977050877,12.392977050877,11.954566359077,12.392977050977,12.392977050977,11.718001756577,12.392977050977,12.113558065877,12.050771931877,12.392977050877,12.392977050877,12.392977051377,12.392977051377,12.392977051377,12.392977050977,12.392977050977,12.392977050977,10.644799502597,11.195053758217,12.105377768117,12.392977050817,11.483949932219,12.392977050419,12.392977050419,12.315299766527,11.494041167207,12.307343353117,12.392977051017,12.014037191817,12.392977050927,10.953032495797,12.392977051135,12.392977051075,12.392977051075,12.392977051055,12.392977051135,12.071481660035,12.392977051077,12.392977051077
"t35",6.136346028337,2.9021002638,3.9641120244,3.184663313,3.184663313,3.184663313,0,2.76571105,2.8410325087,4.743573341677,5.486691889677,5.486691889577,5.486691889432,5.486691889432,5.051988633087,5.486691889677,5.486691889677,5.48669188981,5.48669188981,5.486691889777,5.380182902877,5.486691889777,5.486691889777,3.436757684977,5.532180987277,11.985074747577,11.985074747577,8.948262579577,11.985074747377,11.985074747727,11.457474731407,11.985074747727,11.985074747727,11.985074747767,11.985074747767,11.985074747767,11.985074747757,11.985074747757,11.985074747757,11.985074748057,11.985074747577,10.331295949447,11.985074747677,11.632117064677,11.319746490597,11.811303205397,11.985074747597,11.985074747697,11.985074747697,10.603743420577,10.885480704977,10.369512083877,10.396637407077,10.016186673377,10.967154823977,10.136234646277,11.985074747977,11.985074747977,11.630077276077,9.785305899877,11.985074747577,11.908966889577,11.985074747677,11.985074747777,11.985074747777,11.791370427841,11.985074747741,11.985074747721,11.985074747777,11.985074747777,11.985074747677,11.194896347377,11.429674256277,11.985074747477,11.985074747477,10.688573022577,8.236857110877,9.085340126877,12.392977051577,12.392977051577,12.300782573377,12.392977051195,12.392977051195,11.975807500715,12.392977051215,12.392977051175,12.392977051175,12.392977051165,11.641433064427,12.392977051027,12.276466375027,11.745938446727,12.392977050877,10.416489669077,12.392977050877,12.392977050667,12.392977050697,12.392977050697,12.392977050667,12.392977050677,12.392977050677,12.062881924827,12.392977050787,12.392977050795,12.392977050795,11.432512023777,12.392977051277,12.392977051277,12.392977051347,12.392977051347,12.392977051347,12.392977051277,12.392977051777,12.392977051077,12.392977051077,11.954566359277,12.392977051177,12.392977051177,11.718001756777,12.392977051177,12.113558066077,12.050771932077,12.392977051077,12.392977051077,12.392977051577,12.392977051577,12.392977051577,12.392977051177,12.392977051177,12.392977051177,10.644799502797,11.195053758417,12.105377768317,12.392977051017,11.483949932419,12.392977050619,12.392977050619,12.315299766727,11.494041167407,12.307343353317,12.392977051217,12.014037192017,12.392977051127,10.953032495997,12.392977051335,12.392977051275,12.392977051275,12.392977051255,12.392977051335,12.071481660235,12.392977051277,12.392977051277
"t36",6.136346028337,2.9021002638,3.9641120244,3.184663313,3.184663313,3.184663313,2.76571105,0,2.8410325087,4.743573341677,5.486691889677,5.486691889577,5.486691889432,5.486691889432,5.051988633087,5.486691889677,5.486691889677,5.48669188981,5.48669188981,5.486691889777,5.380182902877,5.486691889777,5.486691889777,3.436757684977,5.532180987277,11.985074747577,11.985074747577,8.948262579577,11.985074747377,11.985074747727,11.457474731407,11.985074747727,11.985074747727,11.985074747767,11.985074747767,11.985074747767,11.985074747757,11.985074747757,11.985074747757,11.985074748057,11.985074747577,10.331295949447,11.985074747677,11.632117064677,11.319746490597,11.811303205397,11.985074747597,11.985074747697,11.985074747697,10.603743420577,10.885480704977,10.369512083877,10.396637407077,10.016186673377,10.967154823977,10.136234646277,11.985074747977,11.985074747977,11.630077276077,9.785305899877,11.985074747577,11.908966889577,11.985074747677,11.985074747777,11.985074747777,11.791370427841,11.985074747741,11.985074747721,11.985074747777,11.985074747777,11.985074747677,11.194896347377,11.429674256277,11.985074747477,11.985074747477,10.688573022577,8.236857110877,9.085340126877,12.392977051577,12.392977051577,12.300782573377,12.392977051195,12.392977051195,11.975807500715,12.392977051215,12.392977051175,12.392977051175,12.392977051165,11.641433064427,12.392977051027,12.276466375027,11.745938446727,12.392977050877,10.416489669077,12.392977050877,12.392977050667,12.392977050697,12.392977050697,12.392977050667,12.392977050677,12.392977050677,12.062881924827,12.392977050787,12.392977050795,12.392977050795,11.432512023777,12.392977051277,12.392977051277,12.392977051347,12.392977051347,12.392977051347,12.392977051277,12.392977051777,12.392977051077,12.392977051077,11.954566359277,12.392977051177,12.392977051177,11.718001756777,12.392977051177,12.113558066077,12.050771932077,12.392977051077,12.392977051077,12.392977051577,12.392977051577,12.392977051577,12.392977051177,12.392977051177,12.392977051177,10.644799502797,11.195053758417,12.105377768317,12.392977051017,11.483949932419,12.392977050619,12.392977050619,12.315299766727,11.494041167407,12.307343353317,12.392977051217,12.014037192017,12.392977051127,10.953032495997,12.392977051335,12.392977051275,12.392977051275,12.392977051255,12.392977051335,12.071481660235,12.392977051277,12.392977051277
"t9",3.502198609237,1.7790207481,2.8410325087,2.8410325085,2.8410325085,2.8410325085,2.8410325087,2.8410325087,0,2.109425922577,2.852544470577,2.852544470477,2.852544470332,2.852544470332,2.417841213987,2.852544470577,2.852544470577,2.85254447071,2.85254447071,2.852544470677,2.746035483777,2.852544470677,2.852544470677,0.802610265877,2.898033568177,9.350927328477,9.350927328477,6.314115160477,9.350927328277,9.350927328627,8.823327312307,9.350927328627,9.350927328627,9.350927328667,9.350927328667,9.350927328667,9.350927328657,9.350927328657,9.350927328657,9.350927328957,9.350927328477,7.697148530347,9.350927328577,8.997969645577,8.685599071497,9.177155786297,9.350927328497,9.350927328597,9.350927328597,7.969596001477,8.251333285877,7.735364664777,7.762489987977,7.382039254277,8.333007404877,7.502087227177,9.350927328877,9.350927328877,8.995929856977,7.151158480777,9.350927328477,9.274819470477,9.350927328577,9.350927328677,9.350927328677,9.157223008741,9.350927328641,9.350927328621,9.350927328677,9.350927328677,9.350927328577,8.560748928277,8.795526837177,9.350927328377,9.350927328377,8.054425603477,5.602709691777,6.451192707777,9.758829632477,9.758829632477,9.666635154277,9.758829632095,9.758829632095,9.341660081615,9.758829632115,9.758829632075,9.758829632075,9.758829632065,9.007285645327,9.758829631927,9.642318955927,9.111791027627,9.758829631777,7.782342249977,9.758829631777,9.758829631567,9.758829631597,9.758829631597,9.758829631567,9.758829631577,9.758829631577,9.428734505727,9.758829631687,9.758829631695,9.758829631695,8.798364604677,9.758829632177,9.758829632177,9.758829632247,9.758829632247,9.758829632247,9.758829632177,9.758829632677,9.758829631977,9.758829631977,9.320418940177,9.758829632077,9.758829632077,9.083854337677,9.758829632077,9.479410646977,9.416624512977,9.758829631977,9.758829631977,9.758829632477,9.758829632477,9.758829632477,9.758829632077,9.758829632077,9.758829632077,8.010652083697,8.560906339317,9.471230349217,9.758829631917,8.849802513319,9.758829631519,9.758829631519,9.681152347627,8.859893748307,9.673195934217,9.758829632117,9.379889772917,9.758829632027,8.318885076897,9.758829632235,9.758829632175,9.758829632175,9.758829632155,9.758829632235,9.437334241135,9.758829632177,9.758829632177
"t60",5.39322748046,3.681561581077,4.743573341677,4.743573341477,4.743573341477,4.743573341477,4.743573341677,4.743573341677,2.109425922577,0,0.948955524,1.9924725657,1.992472565555,1.992472565555,1.55776930921,1.9924725658,1.9924725658,1.992472565933,1.992472565933,1.9924725659,1.885963579,1.9924725659,1.9924725659,2.6936391371,4.7890624394,11.2419561997,11.2419561997,8.2051440317,11.2419561995,11.24195619985,10.71435618353,11.24195619985,11.24195619985,11.24195619989,11.24195619989,11.24195619989,11.24195619988,11.24195619988,11.24195619988,11.24195620018,11.2419561997,9.58817740157,11.2419561998,10.8889985168,10.57662794272,11.06818465752,11.24195619972,11.24195619982,11.24195619982,9.8606248727,10.1423621571,9.626393536,9.6535188592,9.2730681255,10.2240362761,9.3931160984,11.2419562001,11.2419562001,10.8869587282,9.042187352,11.2419561997,11.1658483417,11.2419561998,11.2419561999,11.2419561999,11.048251879964,11.241956199864,11.241956199844,11.2419561999,11.2419561999,11.2419561998,10.4517777995,10.6865557084,11.2419561996,11.2419561996,9.9454544747,7.493738563,8.342221579,11.6498585037,11.6498585037,11.5576640255,11.649858503318,11.649858503318,11.232688952838,11.649858503338,11.649858503298,11.649858503298,11.649858503288,10.89831451655,11.64985850315,11.53334782715,11.00281989885,11.649858503,9.6733711212,11.649858503,11.64985850279,11.64985850282,11.64985850282,11.64985850279,11.6498585028,11.6498585028,11.31976337695,11.64985850291,11.649858502918,11.649858502918,10.6893934759,11.6498585034,11.6498585034,11.64985850347,11.64985850347,11.64985850347,11.6498585034,11.6498585039,11.6498585032,11.6498585032,11.2114478114,11.6498585033,11.6498585033,10.9748832089,11.6498585033,11.3704395182,11.3076533842,11.6498585032,11.6498585032,11.6498585037,11.6498585037,11.6498585037,11.6498585033,11.6498585033,11.6498585033,9.90168095492,10.45193521054,11.36225922044,11.64985850314,10.740831384542,11.649858502742,11.649858502742,11.57218121885,10.75092261953,11.56422480544,11.64985850334,11.27091864414,11.64985850325,10.20991394812,11.649858503458,11.649858503398,11.649858503398,11.649858503378,11.649858503458,11.328363112358,11.6498585034,11.6498585034
