"accepted_species","traits"
"sp13",1
"sp14",0
"sp15",1
"sp16",0
"sp17",0
"sp18",1
"sp19",1
"sp24",0
"sp26",1
"sp27",0
"sp28",0
"sp29",0
"sp31",1
"sp32",1
"sp33",0
"sp36",0
"sp37",1
"sp38",1
"sp40",0
"sp41",0
"sp43",1
"sp44",1
"sp45",1
"sp46",1
"sp47",0
"sp51",1
"sp52",0
"sp53",1
"sp54",0
"sp55",1
"sp56",1
"sp57",1
"sp58",1
"sp60",1
"sp61",1
"sp63",1
"sp64",1
"sp65",1
"sp66",0
"sp67",1
"sp68",1
"sp69",0
"sp70",1
"sp71",1
"sp72",0
"sp73",1
"sp74",0
"sp75",0
"sp76",0
"sp77",0
"sp78",1
"sp79",0
"sp80",0
"sp81",0
"sp82",1
"sp83",0
"sp84",0
"sp86",0
"sp87",0
"sp88",0
"sp89",0
"sp90",0
"sp91",0
"sp92",0
"sp93",1
"sp94",0
"sp95",0
"sp97",0
"sp98",1
"sp99",1
"sp100",1
"sp101",0
"sp102",0
"sp103",1
"sp104",1
"sp105",0
"sp106",0
"sp107",1
"sp108",0
"sp109",0
"sp110",1
"sp111",1
"sp112",0
"sp113",0
"sp114",0
"sp115",1
"sp116",0
"sp117",0
"sp118",0
"sp119",0
"sp120",1
"sp121",1
"sp122",0
"sp123",0
"sp124",0
"sp125",0
"sp126",0
"sp127",0
"sp128",0
"sp129",0
