"","t3","t8","t21","t147","t148","t43","t32","t14","t37","t87","t88","t61","t81","t82","t23","t44","t60","t73","t74","t79","t80","t66","t132","t137","t138","t108","t83","t94","t95","t5","t59","t101","t102","t112","t113","t114","t115","t25","t26","t15","t98","t99","t90","t91","t75","t76","t139","t140","t12","t64","t105","t106","t10","t11","t4","t29","t30","t22","t18","t42","t77","t78","t71","t128","t129","t107","t13","t92","t93","t109","t110","t2","t1","t9","t41","t141","t142","t24","t69","t70","t149","t150","t120","t55","t17","t27","t56","t130","t131","t84","t85","t72","t51","t52","t28","t20","t67","t68","t65","t57","t58","t126","t127","t117","t118","t133","t134","t16","t45","t53","t54","t89","t145","t146","t96","t97","t86","t46","t38","t39","t35","t40","t103","t104","t48","t116","t124","t125","t111","t143","t144","t100","t121","t122","t123","t119","t36","t7","t6","t33","t34","t31","t49","t50","t47","t19","t62","t63","t135","t136"
"t3",0,6.29229072277,4.34881909247,6.292290723402,6.292290723402,6.29229072307,6.29229072347,3.70219753661,6.29229072274,6.29229072314,6.29229072314,6.29229072314,6.29229072314,6.29229072314,6.29229072324,5.68567878454,6.29229072294,5.74468870215,6.29229072304,6.29229072304,6.29229072304,6.29229072304,6.29229072299,6.29229072299,6.29229072299,6.29229072304,6.29229072304,6.29229072305,6.19170097715,3.27752375114,6.29229072353,6.29229072353,6.29229072353,6.21978224113,6.29229072343,6.29229072353,6.29229072353,5.21983321549,6.29229072309,4.17543311619,5.95498532313,6.29229072269,6.2922907227,6.2922907227,6.29229072269,6.29229072269,6.29229072275,6.29229072275,5.8626974248,8.3780747621,8.3780747621,8.3780747621,5.5256549691,6.5861966444,5.30889713,8.42379405645,6.77970830074,6.4786244698,8.42379405655,8.42379405725,8.42379405696,8.42379405696,8.41015857196,8.42379405703,8.42379405703,8.42379405706,6.89791091515,8.13517179875,8.04525596655,8.42379405685,8.42379405685,5.61257499125,5.22075271405,5.36659536176,7.139079349831,8.42379405648,8.40874509045,6.73996224945,8.42379405655,8.42379405655,8.4237940565884,8.4237940565884,8.42379405665,8.42379405655,8.42379405636,8.423794056507,8.423794056512,8.423794056522,8.423794056522,8.423794056512,8.423794056512,8.423794056512,8.423794056512,7.669736294712,6.997146328442,7.299762452307,8.4237940561408,8.4237940561408,8.42379405616,8.42379405676,8.42379405676,8.42379405646,8.42379405646,8.42379405646,8.27053018777,8.42379405646,8.42379405646,5.945442184415,8.423794056473,8.423794056473,7.843929066873,7.987598978843,8.423794056933,8.423794056933,8.423794056483,8.423794056483,8.423794056463,8.372878778663,7.133462937943,8.423794056433,8.001716899573,7.975188595973,8.423794056373,8.190906790373,7.92781875792,8.42379405687,8.42379405687,8.42379405687,8.30454738222,8.42379405688,8.42379405688,8.42379405692,8.42379405687,8.4237940569,8.35613373136,8.42379405692,8.42379405732,5.29269844284,5.37081992242,7.81351689472,7.33723888222,7.53144382712,8.42379405665,8.27534843855,7.57644804208,7.71624405112,8.42379405652,8.42379405652,8.4237940566,8.4237940566
"t8",6.29229072277,0,4.4155861277,6.359057758632,6.359057758632,6.3590577583,6.3590577587,4.63777667084,7.22786985697,7.22786985737,7.22786985737,7.22786985737,7.22786985737,7.22786985737,7.22786985747,6.62125791877,7.22786985717,6.68026783638,7.22786985727,7.22786985727,7.22786985727,7.22786985727,7.22786985722,7.22786985722,7.22786985722,7.22786985727,7.22786985727,7.22786985728,7.12728011138,4.21310288537,7.33207815164,7.33207815164,7.33207815164,7.25956966924,7.33207815154,7.33207815164,7.33207815164,6.31577607168,7.38823357928,5.27137597238,7.05092817932,7.38823357888,7.38823357889,7.38823357889,7.38823357888,7.38823357888,7.38823357894,7.38823357894,7.04736732957,9.56274466687,9.56274466687,9.56274466687,6.71032487387,7.77086654917,6.49356703477,9.60846396122,7.96437820551,7.66329437457,9.60846396132,9.60846396202,9.60846396173,9.60846396173,9.59482847673,9.6084639618,9.6084639618,9.60846396183,8.08258081992,9.31984170352,9.22992587132,9.60846396162,9.60846396162,6.79724489602,6.40542261882,6.55126526653,8.323749254601,9.60846396125,9.59341499522,7.92463215422,9.60846396132,9.60846396132,9.6084639613584,9.6084639613584,9.60846396142,9.60846396132,9.60846396113,9.608463961277,9.608463961282,9.608463961292,9.608463961292,9.608463961282,9.608463961282,9.608463961282,9.608463961282,8.854406199482,8.181816233212,8.484432357077,9.6084639609108,9.6084639609108,9.60846396093,9.60846396153,9.60846396153,9.60846396123,9.60846396123,9.60846396123,9.45520009254,9.60846396123,9.60846396123,7.130112089185,9.608463961243,9.608463961243,9.028598971643,9.172268883613,9.608463961703,9.608463961703,9.608463961253,9.608463961253,9.608463961233,9.557548683433,8.318132842713,9.608463961203,9.186386804343,9.159858500743,9.608463961143,9.375576695143,9.11248866269,9.60846396164,9.60846396164,9.60846396164,9.48921728699,9.60846396165,9.60846396165,9.60846396169,9.60846396164,9.60846396167,9.54080363613,9.60846396169,9.60846396209,6.47736834761,6.55548982719,8.99818679949,8.52190878699,8.71611373189,9.60846396142,9.46001834332,8.76111794685,8.90091395589,9.60846396129,9.60846396129,9.60846396137,9.60846396137
"t21",4.34881909247,4.4155861277,0,2.303699936332,2.303699936332,2.303699936,2.3036999364,2.69430504054,5.28439822667,5.28439822707,5.28439822707,5.28439822707,5.28439822707,5.28439822707,5.28439822717,4.67778628847,5.28439822687,4.73679620608,5.28439822697,5.28439822697,5.28439822697,5.28439822697,5.28439822692,5.28439822692,5.28439822692,5.28439822697,5.28439822697,5.28439822698,5.18380848108,2.26963125507,5.38860652134,5.38860652134,5.38860652134,5.31609803894,5.38860652124,5.38860652134,5.38860652134,4.37230444138,5.44476194898,3.32790434208,5.10745654902,5.44476194858,5.44476194859,5.44476194859,5.44476194858,5.44476194858,5.44476194864,5.44476194864,5.10389569927,7.61927303657,7.61927303657,7.61927303657,4.76685324357,5.82739491887,4.55009540447,7.66499233092,6.02090657521,5.71982274427,7.66499233102,7.66499233172,7.66499233143,7.66499233143,7.65135684643,7.6649923315,7.6649923315,7.66499233153,6.13910918962,7.37637007322,7.28645424102,7.66499233132,7.66499233132,4.85377326572,4.46195098852,4.60779363623,6.380277624301,7.66499233095,7.64994336492,5.98116052392,7.66499233102,7.66499233102,7.6649923310584,7.6649923310584,7.66499233112,7.66499233102,7.66499233083,7.664992330977,7.664992330982,7.664992330992,7.664992330992,7.664992330982,7.664992330982,7.664992330982,7.664992330982,6.910934569182,6.238344602912,6.540960726777,7.6649923306108,7.6649923306108,7.66499233063,7.66499233123,7.66499233123,7.66499233093,7.66499233093,7.66499233093,7.51172846224,7.66499233093,7.66499233093,5.186640458885,7.664992330943,7.664992330943,7.085127341343,7.228797253313,7.664992331403,7.664992331403,7.664992330953,7.664992330953,7.664992330933,7.614077053133,6.374661212413,7.664992330903,7.242915174043,7.216386870443,7.664992330843,7.432105064843,7.16901703239,7.66499233134,7.66499233134,7.66499233134,7.54574565669,7.66499233135,7.66499233135,7.66499233139,7.66499233134,7.66499233137,7.59733200583,7.66499233139,7.66499233179,4.53389671731,4.61201819689,7.05471516919,6.57843715669,6.77264210159,7.66499233112,7.51654671302,6.81764631655,6.95744232559,7.66499233099,7.66499233099,7.66499233107,7.66499233107
"t147",6.292290723402,6.359057758632,2.303699936332,0,0.002311660664,2.314187196332,2.887579061932,4.637776671472,7.227869857602,7.227869858002,7.227869858002,7.227869858002,7.227869858002,7.227869858002,7.227869858102,6.621257919402,7.227869857802,6.680267837012,7.227869857902,7.227869857902,7.227869857902,7.227869857902,7.227869857852,7.227869857852,7.227869857852,7.227869857902,7.227869857902,7.227869857912,7.127280112012,4.213102886002,7.332078152272,7.332078152272,7.332078152272,7.259569669872,7.332078152172,7.332078152272,7.332078152272,6.315776072312,7.388233579912,5.271375973012,7.050928179952,7.388233579512,7.388233579522,7.388233579522,7.388233579512,7.388233579512,7.388233579572,7.388233579572,7.047367330202,9.562744667502,9.562744667502,9.562744667502,6.710324874502,7.770866549802,6.493567035402,9.608463961852,7.964378206142,7.663294375202,9.608463961952,9.608463962652,9.608463962362,9.608463962362,9.594828477362,9.608463962432,9.608463962432,9.608463962462,8.082580820552,9.319841704152,9.229925871952,9.608463962252,9.608463962252,6.797244896652,6.405422619452,6.551265267162,8.323749255233,9.608463961882,9.593414995852,7.924632154852,9.608463961952,9.608463961952,9.6084639619904,9.6084639619904,9.608463962052,9.608463961952,9.608463961762,9.608463961909,9.608463961914,9.608463961924,9.608463961924,9.608463961914,9.608463961914,9.608463961914,9.608463961914,8.854406200114,8.181816233844,8.484432357709,9.6084639615428,9.6084639615428,9.608463961562,9.608463962162,9.608463962162,9.608463961862,9.608463961862,9.608463961862,9.455200093172,9.608463961862,9.608463961862,7.130112089817,9.608463961875,9.608463961875,9.028598972275,9.172268884245,9.608463962335,9.608463962335,9.608463961885,9.608463961885,9.608463961865,9.557548684065,8.318132843345,9.608463961835,9.186386804975,9.159858501375,9.608463961775,9.375576695775,9.112488663322,9.608463962272,9.608463962272,9.608463962272,9.489217287622,9.608463962282,9.608463962282,9.608463962322,9.608463962272,9.608463962302,9.540803636762,9.608463962322,9.608463962722,6.477368348242,6.555489827822,8.998186800122,8.521908787622,8.716113732522,9.608463962052,9.460018343952,8.761117947482,8.900913956522,9.608463961922,9.608463961922,9.608463962002,9.608463962002
"t148",6.292290723402,6.359057758632,2.303699936332,0.002311660664,0,2.314187196332,2.887579061932,4.637776671472,7.227869857602,7.227869858002,7.227869858002,7.227869858002,7.227869858002,7.227869858002,7.227869858102,6.621257919402,7.227869857802,6.680267837012,7.227869857902,7.227869857902,7.227869857902,7.227869857902,7.227869857852,7.227869857852,7.227869857852,7.227869857902,7.227869857902,7.227869857912,7.127280112012,4.213102886002,7.332078152272,7.332078152272,7.332078152272,7.259569669872,7.332078152172,7.332078152272,7.332078152272,6.315776072312,7.388233579912,5.271375973012,7.050928179952,7.388233579512,7.388233579522,7.388233579522,7.388233579512,7.388233579512,7.388233579572,7.388233579572,7.047367330202,9.562744667502,9.562744667502,9.562744667502,6.710324874502,7.770866549802,6.493567035402,9.608463961852,7.964378206142,7.663294375202,9.608463961952,9.608463962652,9.608463962362,9.608463962362,9.594828477362,9.608463962432,9.608463962432,9.608463962462,8.082580820552,9.319841704152,9.229925871952,9.608463962252,9.608463962252,6.797244896652,6.405422619452,6.551265267162,8.323749255233,9.608463961882,9.593414995852,7.924632154852,9.608463961952,9.608463961952,9.6084639619904,9.6084639619904,9.608463962052,9.608463961952,9.608463961762,9.608463961909,9.608463961914,9.608463961924,9.608463961924,9.608463961914,9.608463961914,9.608463961914,9.608463961914,8.854406200114,8.181816233844,8.484432357709,9.6084639615428,9.6084639615428,9.608463961562,9.608463962162,9.608463962162,9.608463961862,9.608463961862,9.608463961862,9.455200093172,9.608463961862,9.608463961862,7.130112089817,9.608463961875,9.608463961875,9.028598972275,9.172268884245,9.608463962335,9.608463962335,9.608463961885,9.608463961885,9.608463961865,9.557548684065,8.318132843345,9.608463961835,9.186386804975,9.159858501375,9.608463961775,9.375576695775,9.112488663322,9.608463962272,9.608463962272,9.608463962272,9.489217287622,9.608463962282,9.608463962282,9.608463962322,9.608463962272,9.608463962302,9.540803636762,9.608463962322,9.608463962722,6.477368348242,6.555489827822,8.998186800122,8.521908787622,8.716113732522,9.608463962052,9.460018343952,8.761117947482,8.900913956522,9.608463961922,9.608463961922,9.608463962002,9.608463962002
"t43",6.29229072307,6.3590577583,2.303699936,2.314187196332,2.314187196332,0,2.8875790616,4.63777667114,7.22786985727,7.22786985767,7.22786985767,7.22786985767,7.22786985767,7.22786985767,7.22786985777,6.62125791907,7.22786985747,6.68026783668,7.22786985757,7.22786985757,7.22786985757,7.22786985757,7.22786985752,7.22786985752,7.22786985752,7.22786985757,7.22786985757,7.22786985758,7.12728011168,4.21310288567,7.33207815194,7.33207815194,7.33207815194,7.25956966954,7.33207815184,7.33207815194,7.33207815194,6.31577607198,7.38823357958,5.27137597268,7.05092817962,7.38823357918,7.38823357919,7.38823357919,7.38823357918,7.38823357918,7.38823357924,7.38823357924,7.04736732987,9.56274466717,9.56274466717,9.56274466717,6.71032487417,7.77086654947,6.49356703507,9.60846396152,7.96437820581,7.66329437487,9.60846396162,9.60846396232,9.60846396203,9.60846396203,9.59482847703,9.6084639621,9.6084639621,9.60846396213,8.08258082022,9.31984170382,9.22992587162,9.60846396192,9.60846396192,6.79724489632,6.40542261912,6.55126526683,8.323749254901,9.60846396155,9.59341499552,7.92463215452,9.60846396162,9.60846396162,9.6084639616584,9.6084639616584,9.60846396172,9.60846396162,9.60846396143,9.608463961577,9.608463961582,9.608463961592,9.608463961592,9.608463961582,9.608463961582,9.608463961582,9.608463961582,8.854406199782,8.181816233512,8.484432357377,9.6084639612108,9.6084639612108,9.60846396123,9.60846396183,9.60846396183,9.60846396153,9.60846396153,9.60846396153,9.45520009284,9.60846396153,9.60846396153,7.130112089485,9.608463961543,9.608463961543,9.028598971943,9.172268883913,9.608463962003,9.608463962003,9.608463961553,9.608463961553,9.608463961533,9.557548683733,8.318132843013,9.608463961503,9.186386804643,9.159858501043,9.608463961443,9.375576695443,9.11248866299,9.60846396194,9.60846396194,9.60846396194,9.48921728729,9.60846396195,9.60846396195,9.60846396199,9.60846396194,9.60846396197,9.54080363643,9.60846396199,9.60846396239,6.47736834791,6.55548982749,8.99818679979,8.52190878729,8.71611373219,9.60846396172,9.46001834362,8.76111794715,8.90091395619,9.60846396159,9.60846396159,9.60846396167,9.60846396167
"t32",6.29229072347,6.3590577587,2.3036999364,2.887579061932,2.887579061932,2.8875790616,0,4.63777667154,7.22786985767,7.22786985807,7.22786985807,7.22786985807,7.22786985807,7.22786985807,7.22786985817,6.62125791947,7.22786985787,6.68026783708,7.22786985797,7.22786985797,7.22786985797,7.22786985797,7.22786985792,7.22786985792,7.22786985792,7.22786985797,7.22786985797,7.22786985798,7.12728011208,4.21310288607,7.33207815234,7.33207815234,7.33207815234,7.25956966994,7.33207815224,7.33207815234,7.33207815234,6.31577607238,7.38823357998,5.27137597308,7.05092818002,7.38823357958,7.38823357959,7.38823357959,7.38823357958,7.38823357958,7.38823357964,7.38823357964,7.04736733027,9.56274466757,9.56274466757,9.56274466757,6.71032487457,7.77086654987,6.49356703547,9.60846396192,7.96437820621,7.66329437527,9.60846396202,9.60846396272,9.60846396243,9.60846396243,9.59482847743,9.6084639625,9.6084639625,9.60846396253,8.08258082062,9.31984170422,9.22992587202,9.60846396232,9.60846396232,6.79724489672,6.40542261952,6.55126526723,8.323749255301,9.60846396195,9.59341499592,7.92463215492,9.60846396202,9.60846396202,9.6084639620584,9.6084639620584,9.60846396212,9.60846396202,9.60846396183,9.608463961977,9.608463961982,9.608463961992,9.608463961992,9.608463961982,9.608463961982,9.608463961982,9.608463961982,8.854406200182,8.181816233912,8.484432357777,9.6084639616108,9.6084639616108,9.60846396163,9.60846396223,9.60846396223,9.60846396193,9.60846396193,9.60846396193,9.45520009324,9.60846396193,9.60846396193,7.130112089885,9.608463961943,9.608463961943,9.028598972343,9.172268884313,9.608463962403,9.608463962403,9.608463961953,9.608463961953,9.608463961933,9.557548684133,8.318132843413,9.608463961903,9.186386805043,9.159858501443,9.608463961843,9.375576695843,9.11248866339,9.60846396234,9.60846396234,9.60846396234,9.48921728769,9.60846396235,9.60846396235,9.60846396239,9.60846396234,9.60846396237,9.54080363683,9.60846396239,9.60846396279,6.47736834831,6.55548982789,8.99818680019,8.52190878769,8.71611373259,9.60846396212,9.46001834402,8.76111794755,8.90091395659,9.60846396199,9.60846396199,9.60846396207,9.60846396207
"t14",3.70219753661,4.63777667084,2.69430504054,4.637776671472,4.637776671472,4.63777667114,4.63777667154,0,2.73721377187,2.73721377227,2.73721377227,2.73721377227,2.73721377227,2.73721377227,2.73721377237,2.13060183367,2.73721377207,2.18961175128,2.73721377217,2.73721377217,2.73721377217,2.73721377217,2.73721377212,2.73721377212,2.73721377212,2.73721377217,2.73721377217,2.73721377218,2.63662402628,1.52975776027,4.74198496548,4.74198496548,4.74198496548,4.66947648308,4.74198496538,4.74198496548,4.74198496548,3.72568288552,4.79814039312,2.68128278622,4.46083499316,4.79814039272,4.79814039273,4.79814039273,4.79814039272,4.79814039272,4.79814039278,4.79814039278,4.45727414341,6.97265148071,6.97265148071,6.97265148071,4.12023168771,5.18077336301,3.90347384861,7.01837077506,5.37428501935,5.07320118841,7.01837077516,7.01837077586,7.01837077557,7.01837077557,7.00473529057,7.01837077564,7.01837077564,7.01837077567,5.49248763376,6.72974851736,6.63983268516,7.01837077546,7.01837077546,4.20715170986,3.81532943266,3.96117208037,5.733656068441,7.01837077509,7.00332180906,5.33453896806,7.01837077516,7.01837077516,7.0183707751984,7.0183707751984,7.01837077526,7.01837077516,7.01837077497,7.018370775117,7.018370775122,7.018370775132,7.018370775132,7.018370775122,7.018370775122,7.018370775122,7.018370775122,6.264313013322,5.591723047052,5.894339170917,7.0183707747508,7.0183707747508,7.01837077477,7.01837077537,7.01837077537,7.01837077507,7.01837077507,7.01837077507,6.86510690638,7.01837077507,7.01837077507,4.540018903025,7.018370775083,7.018370775083,6.438505785483,6.582175697453,7.018370775543,7.018370775543,7.018370775093,7.018370775093,7.018370775073,6.967455497273,5.728039656553,7.018370775043,6.596293618183,6.569765314583,7.018370774983,6.785483508983,6.52239547653,7.01837077548,7.01837077548,7.01837077548,6.89912410083,7.01837077549,7.01837077549,7.01837077553,7.01837077548,7.01837077551,6.95071044997,7.01837077553,7.01837077593,3.88727516145,3.96539664103,6.40809361333,5.93181560083,6.12602054573,7.01837077526,6.86992515716,6.17102476069,6.31082076973,7.01837077513,7.01837077513,7.01837077521,7.01837077521
"t37",6.29229072274,7.22786985697,5.28439822667,7.227869857602,7.227869857602,7.22786985727,7.22786985767,2.73721377187,0,2.7027164864,2.7027164864,2.7027164864,2.8104146276,2.8104146276,4.7899265495,4.1833146108,4.7899265492,4.24232452841,4.7899265493,4.7899265493,4.7899265493,4.7899265493,4.78992654925,4.78992654925,4.78992654925,4.7899265493,4.7899265493,4.78992654931,4.68933680341,4.1198509464,7.33207815161,7.33207815161,7.33207815161,7.25956966921,7.33207815151,7.33207815161,7.33207815161,6.31577607165,7.38823357925,5.27137597235,7.05092817929,7.38823357885,7.38823357886,7.38823357886,7.38823357885,7.38823357885,7.38823357891,7.38823357891,7.04736732954,9.56274466684,9.56274466684,9.56274466684,6.71032487384,7.77086654914,6.49356703474,9.60846396119,7.96437820548,7.66329437454,9.60846396129,9.60846396199,9.6084639617,9.6084639617,9.5948284767,9.60846396177,9.60846396177,9.6084639618,8.08258081989,9.31984170349,9.22992587129,9.60846396159,9.60846396159,6.79724489599,6.40542261879,6.5512652665,8.323749254571,9.60846396122,9.59341499519,7.92463215419,9.60846396129,9.60846396129,9.6084639613284,9.6084639613284,9.60846396139,9.60846396129,9.6084639611,9.608463961247,9.608463961252,9.608463961262,9.608463961262,9.608463961252,9.608463961252,9.608463961252,9.608463961252,8.854406199452,8.181816233182,8.484432357047,9.6084639608808,9.6084639608808,9.6084639609,9.6084639615,9.6084639615,9.6084639612,9.6084639612,9.6084639612,9.45520009251,9.6084639612,9.6084639612,7.130112089155,9.608463961213,9.608463961213,9.028598971613,9.172268883583,9.608463961673,9.608463961673,9.608463961223,9.608463961223,9.608463961203,9.557548683403,8.318132842683,9.608463961173,9.186386804313,9.159858500713,9.608463961113,9.375576695113,9.11248866266,9.60846396161,9.60846396161,9.60846396161,9.48921728696,9.60846396162,9.60846396162,9.60846396166,9.60846396161,9.60846396164,9.5408036361,9.60846396166,9.60846396206,6.47736834758,6.55548982716,8.99818679946,8.52190878696,8.71611373186,9.60846396139,9.46001834329,8.76111794682,8.90091395586,9.60846396126,9.60846396126,9.60846396134,9.60846396134
"t87",6.29229072314,7.22786985737,5.28439822707,7.227869858002,7.227869858002,7.22786985767,7.22786985807,2.73721377227,2.7027164864,0,0.9913174024,1.4685345548,2.810414628,2.810414628,4.7899265499,4.1833146112,4.7899265496,4.24232452881,4.7899265497,4.7899265497,4.7899265497,4.7899265497,4.78992654965,4.78992654965,4.78992654965,4.7899265497,4.7899265497,4.78992654971,4.68933680381,4.1198509468,7.33207815201,7.33207815201,7.33207815201,7.25956966961,7.33207815191,7.33207815201,7.33207815201,6.31577607205,7.38823357965,5.27137597275,7.05092817969,7.38823357925,7.38823357926,7.38823357926,7.38823357925,7.38823357925,7.38823357931,7.38823357931,7.04736732994,9.56274466724,9.56274466724,9.56274466724,6.71032487424,7.77086654954,6.49356703514,9.60846396159,7.96437820588,7.66329437494,9.60846396169,9.60846396239,9.6084639621,9.6084639621,9.5948284771,9.60846396217,9.60846396217,9.6084639622,8.08258082029,9.31984170389,9.22992587169,9.60846396199,9.60846396199,6.79724489639,6.40542261919,6.5512652669,8.323749254971,9.60846396162,9.59341499559,7.92463215459,9.60846396169,9.60846396169,9.6084639617284,9.6084639617284,9.60846396179,9.60846396169,9.6084639615,9.608463961647,9.608463961652,9.608463961662,9.608463961662,9.608463961652,9.608463961652,9.608463961652,9.608463961652,8.854406199852,8.181816233582,8.484432357447,9.6084639612808,9.6084639612808,9.6084639613,9.6084639619,9.6084639619,9.6084639616,9.6084639616,9.6084639616,9.45520009291,9.6084639616,9.6084639616,7.130112089555,9.608463961613,9.608463961613,9.028598972013,9.172268883983,9.608463962073,9.608463962073,9.608463961623,9.608463961623,9.608463961603,9.557548683803,8.318132843083,9.608463961573,9.186386804713,9.159858501113,9.608463961513,9.375576695513,9.11248866306,9.60846396201,9.60846396201,9.60846396201,9.48921728736,9.60846396202,9.60846396202,9.60846396206,9.60846396201,9.60846396204,9.5408036365,9.60846396206,9.60846396246,6.47736834798,6.55548982756,8.99818679986,8.52190878736,8.71611373226,9.60846396179,9.46001834369,8.76111794722,8.90091395626,9.60846396166,9.60846396166,9.60846396174,9.60846396174
