accepted_species,estimate
t63,-0.31788953692352045
t99,-0.30239311795310503
t100,-0.2950248235329869
t61,-0.6805559111735674
t62,-0.6312838491795866
t43,-0.4699295084942992
t27,-0.5288931051379083
t28,-0.22903690825548223
t29,-0.5119372362855598
t16,-0.20437218619567826
