,Ev Model,corHMM,picante,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
0,HISSE,0.21106342807738093,0.1945453282902676,0.20705402706689643,0.24934323228543226,0.2501236120005236,0.2947226465371659,0.251438979645965,0.25023021592561323,0.2289712375885879,0.2494231458753561,0.17594202870164793,0.24189845402448157,0.22255189007811427
1,HISSE,0.10662986017907713,0.20088874524068637,0.1149721139260016,0.14799142227934858,0.14774363351674913,0.14246611555587102,0.1621752538574038,0.16188143379962563,0.11918560059816952,0.13011073766168307,0.014318374794514538,0.15450268052730712,0.140617088136624
2,HISSE,0.2935832393830494,0.22117778439756525,0.37402129947659146,0.3345629735607437,0.3475733064279873,0.4370380014032639,0.3531942910247268,0.3540982652632084,0.3650520976813063,0.3526395996479845,0.35970185507196695,0.3476490043878663,0.33501470046727844
3,HISSE,0.2537125846135063,0.1972182218678033,0.2599432921602829,0.28729508022682954,0.3085783262328255,0.29231142757482775,0.2751090921849056,0.30444508845529694,0.27040413241882233,0.3099526443081228,0.47442149715663967,0.2015501059057912,0.29911663806229694
4,HISSE,0.20656951148966685,0.24325069597639032,0.21111111111111117,0.2219695514802203,0.21688102495827616,0.22819377000322166,0.30129957012756275,0.21690822874183996,0.23129160865378706,0.2453601980452178,0.3896636952330791,0.2292541421527861,0.21383839101576715
5,HISSE,0.18748557422930537,0.21332414820773044,0.17638271604938272,0.21090366372549374,0.21106068910177883,0.16687777205795706,0.21147193776829726,0.21167911840007134,0.184866090015684,0.193627663583381,0.289484369385246,0.2621434251915009,0.21541256574547685
6,HISSE,0.16745292330497424,0.22544545190239593,0.1502605268840509,0.17449567678432965,0.1432707723258904,0.18679033041645193,0.1589692218203616,0.17039141782660386,0.1784729661578573,0.16096422118626943,0.1808563749606907,0.1744823224335039,0.1721048394632388
7,HISSE,0.32844447624055323,0.25202056427651076,0.36028780044073994,0.33685879013186193,0.33615999160135757,0.3871041242367066,0.3374508282179759,0.3379496932667941,0.37648078128691825,0.3537880648545924,0.443353999287878,0.33492961514057557,0.33787067058712583
8,HISSE,0.2556073960058963,0.27223863866920284,0.23122222222222222,0.2549912859539226,0.25258639013588746,0.25787539367522017,0.25283651569239707,0.2883439325007323,0.2587425452403574,0.2945906331318305,0.31219606302271374,0.2553777727618796,0.22508633562188657
9,HISSE,0.37650814128656573,0.42346620837475274,0.2589135802469136,0.3093312179629083,0.24626013103277372,0.3141872223738565,0.24516276801254328,0.2480608408847924,0.4407058183042965,0.2705700077516492,0.3298233324040897,0.43400345732319323,0.2680541977156201
10,HISSE,0.35209284226000914,0.22851288832121464,0.2724029029456185,0.35783996607550933,0.3706510826279535,0.30062019807682483,0.3488746438815772,0.2985287678574263,0.34387867666363786,0.3364649321469051,0.4488755408483612,0.3658893252487726,0.2833837087585975
11,HISSE,0.2983051124084168,0.3450769376951629,0.277865128952651,0.24157282247901546,0.297586764724186,0.33050722179692604,0.2759609176190873,0.2618262941748035,0.24990991834468335,0.3423743213455581,0.28011135747253685,0.24904633741172216,0.24383205266920047
12,HISSE,0.2127202306119283,0.20139004715865524,0.25561728395061734,0.2508327270247014,0.2563500423770418,0.2006247730408616,0.24548705846708,0.2539062473149337,0.22919877310070028,0.23056990317751597,0.20885933254306047,0.2722072916097447,0.22375449041798312
