"","t1","t4","t102","t103","t78","t63","t98","t114","t115","t83","t56","t57","t124","t125","t43","t44","t31","t50","t104","t126","t127","t74","t109","t139","t140","t134","t92","t71","t89","t90","t53","t61","t62","t41","t79","t80","t32","t25","t77","t85","t86","t45","t101","t122","t123","t21","t22","t15","t38","t39","t29","t110","t111","t116","t117","t35","t75","t76","t107","t108","t91","t87","t135","t136","t51","t52","t14","t19","t20","t10","t3","t9","t112","t113","t72","t73","t128","t129","t84","t60","t64","t81","t82","t37","t24","t54","t55","t67","t68","t47","t118","t119","t132","t133","t30","t96","t97","t95","t137","t138","t88","t42","t27","t28","t65","t66","t120","t121","t46","t33","t16","t18","t23","t26","t130","t131","t99","t100","t36","t93","t94","t49","t34","t58","t59","t141","t142","t8","t6","t11","t12","t7","t17","t69","t70","t48","t105","t106","t40","t13","t5","t2"
"t1",0,3.20897111149,6.08750970484,6.08750970484,6.08750970484,6.08750970484,6.08750970493,6.08750970491,6.08750970491,6.08750970491,5.86185899011,5.85787293694,6.08750970492,6.08750970492,5.4346113734957,6.0875097048957,5.3704530161257,6.0875097048257,6.0875097049257,6.0875097049057,6.0875097049057,6.0875097048257,6.0875097047957,6.0875097048207,6.0875097048207,6.0875097048157,6.0875097048257,6.08750970494,6.08750970494,6.08750970494,6.08750970494,6.087509704858,6.087509704858,6.087509704958,6.087509704958,6.087509704958,6.087509704958,4.582030647258,6.08750970494,6.08750970486,6.08750970486,6.08750970494,5.97723887756,6.08750970459,6.08750970459,4.38574314214,4.44079162364,4.33524438269,5.24356968116,6.08750970486,6.08750970526,6.08750970496,6.08750970496,6.08750970496,6.08750970496,5.30257080446,6.08750970489,5.81380771394,6.087509704834,6.087509704834,6.087509704904,6.08750970483,6.08750970486,6.08750970486,6.08750970429,6.08750970429,3.32690305331,5.03005301961,6.08750970511,2.37385155905,2.82971287119,2.64911777345,6.02188020846,6.08750970545,6.08750970545,5.85894505195,6.08750970542,6.08750970542,6.08750970545,6.08750970545,6.0875097055,6.0259046898,6.0875097054,5.37723781025,5.45587796855,6.08750970572,6.08750970572,6.0875097057,6.0875097057,6.0875097057,6.08750970572,6.08750970572,6.08750970556,6.08750970556,5.60585168345,6.08750970531,6.08750970531,6.08750970524,6.08750970528,6.08750970528,6.08750970523,5.90803552075,5.35611172145,4.86943847905,6.08750970535,6.08750970535,6.08750970535,6.08750970535,6.08750970525,6.08750970575,6.08750970555,4.25337219265,6.08750970575,6.08750970546,6.08750970566,6.08750970566,6.08750970566,6.08750970566,5.68026742875,6.08750970535,5.89378861016,6.08750970535,5.38479258525,6.08750970545,5.68796333195,6.087509705545,6.087509705545,2.04158825006,3.98971726159,2.84710238929,3.63823633399,1.65583832839,4.06115065339,6.08750970499,6.08750970499,6.08750970509,6.08750970509,6.08750970509,6.08750970509,3.48880651749,1.75885288239,0.77071092519
"t4",3.20897111149,0,6.45212247735,6.45212247735,6.45212247735,6.45212247735,6.45212247744,6.45212247742,6.45212247742,6.45212247742,6.22647176262,6.22248570945,6.45212247743,6.45212247743,5.7992241460057,6.4521224774057,5.7350657886357,6.4521224773357,6.4521224774357,6.4521224774157,6.4521224774157,6.4521224773357,6.4521224773057,6.4521224773307,6.4521224773307,6.4521224773257,6.4521224773357,6.45212247745,6.45212247745,6.45212247745,6.45212247745,6.452122477368,6.452122477368,6.452122477468,6.452122477468,6.452122477468,6.452122477468,4.946643419768,6.45212247745,6.45212247737,6.45212247737,6.45212247745,6.34185165007,6.4521224771,6.4521224771,4.75035591465,4.80540439615,4.6998571552,5.60818245367,6.45212247737,6.45212247777,6.45212247747,6.45212247747,6.45212247747,6.45212247747,5.66718357697,6.4521224774,6.17842048645,6.452122477344,6.452122477344,6.452122477414,6.45212247734,6.45212247737,6.45212247737,6.4521224768,6.4521224768,3.69151582582,5.39466579212,6.45212247762,2.73846433156,3.6480177671,3.46742266936,6.84018510437,6.90581460136,6.90581460136,6.67724994786,6.90581460133,6.90581460133,6.90581460136,6.90581460136,6.90581460141,6.84420958571,6.90581460131,6.19554270616,6.27418286446,6.90581460163,6.90581460163,6.90581460161,6.90581460161,6.90581460161,6.90581460163,6.90581460163,6.90581460147,6.90581460147,6.42415657936,6.90581460122,6.90581460122,6.90581460115,6.90581460119,6.90581460119,6.90581460114,6.72634041666,6.17441661736,5.68774337496,6.90581460126,6.90581460126,6.90581460126,6.90581460126,6.90581460116,6.90581460166,6.90581460146,5.07167708856,6.90581460166,6.90581460137,6.90581460157,6.90581460157,6.90581460157,6.90581460157,6.49857232466,6.90581460126,6.71209350607,6.90581460126,6.20309748116,6.90581460136,6.50626822786,6.905814601455,6.905814601455,2.85989314597,5.1067732231,3.9641583508,4.7552922955,2.7728942899,5.2536559427,7.2800149943,7.2800149943,7.2800149944,7.2800149944,7.2800149944,7.2800149944,4.6813118068,2.9513581717,3.3472443429
"t102",6.08750970484,6.45212247735,0,0.3481885656,0.6179703896,0.9497850844,1.88864588549,1.88864588547,1.88864588547,1.88864588547,1.66299517067,1.6590091175,1.88864588548,1.88864588548,1.7723213254557,2.4252196568557,1.7081629680857,2.4252196567857,2.4252196568857,2.4252196568657,2.4252196568657,2.4252196567857,2.4252196567557,2.4252196567807,2.4252196567807,2.4252196567757,2.4252196567857,3.4645173561,3.4645173561,3.4645173561,3.4645173561,4.573749714018,4.573749714018,4.573749714118,4.573749714118,4.573749714118,4.573749714118,3.068270656418,4.5737497141,4.57374971402,4.57374971402,4.5737497141,5.13939582892,5.24966665595,5.24966665595,3.5479000935,3.602948575,3.65963559135,5.62947272002,6.47341274372,6.47341274412,6.47341274382,6.47341274382,6.47341274382,6.47341274382,5.68847384332,6.47341274375,6.1997107528,6.473412743694,6.473412743694,6.473412743764,6.47341274369,6.47341274372,6.47341274372,6.47341274315,6.47341274315,3.71280609217,5.41595605847,6.47341274397,3.82295572011,6.52655636045,6.34596126271,9.71872369772,9.78435319471,9.78435319471,9.55578854121,9.78435319468,9.78435319468,9.78435319471,9.78435319471,9.78435319476,9.72274817906,9.78435319466,9.07408129951,9.15272145781,9.78435319498,9.78435319498,9.78435319496,9.78435319496,9.78435319496,9.78435319498,9.78435319498,9.78435319482,9.78435319482,9.30269517271,9.78435319457,9.78435319457,9.7843531945,9.78435319454,9.78435319454,9.78435319449,9.60487901001,9.05295521071,8.56628196831,9.78435319461,9.78435319461,9.78435319461,9.78435319461,9.78435319451,9.78435319501,9.78435319481,7.95021568191,9.78435319501,9.78435319472,9.78435319492,9.78435319492,9.78435319492,9.78435319492,9.37711091801,9.78435319461,9.59063209942,9.78435319461,9.08163607451,9.78435319471,9.38480682121,9.784353194805,9.784353194805,5.73843173932,7.98531181645,6.84269694415,7.63383088885,5.65143288325,8.13219453605,10.15855358765,10.15855358765,10.15855358775,10.15855358775,10.15855358775,10.15855358775,7.55985040015,5.82989676505,6.22578293625
"t103",6.08750970484,6.45212247735,0.3481885656,0,0.6179703896,0.9497850844,1.88864588549,1.88864588547,1.88864588547,1.88864588547,1.66299517067,1.6590091175,1.88864588548,1.88864588548,1.7723213254557,2.4252196568557,1.7081629680857,2.4252196567857,2.4252196568857,2.4252196568657,2.4252196568657,2.4252196567857,2.4252196567557,2.4252196567807,2.4252196567807,2.4252196567757,2.4252196567857,3.4645173561,3.4645173561,3.4645173561,3.4645173561,4.573749714018,4.573749714018,4.573749714118,4.573749714118,4.573749714118,4.573749714118,3.068270656418,4.5737497141,4.57374971402,4.57374971402,4.5737497141,5.13939582892,5.24966665595,5.24966665595,3.5479000935,3.602948575,3.65963559135,5.62947272002,6.47341274372,6.47341274412,6.47341274382,6.47341274382,6.47341274382,6.47341274382,5.68847384332,6.47341274375,6.1997107528,6.473412743694,6.473412743694,6.473412743764,6.47341274369,6.47341274372,6.47341274372,6.47341274315,6.47341274315,3.71280609217,5.41595605847,6.47341274397,3.82295572011,6.52655636045,6.34596126271,9.71872369772,9.78435319471,9.78435319471,9.55578854121,9.78435319468,9.78435319468,9.78435319471,9.78435319471,9.78435319476,9.72274817906,9.78435319466,9.07408129951,9.15272145781,9.78435319498,9.78435319498,9.78435319496,9.78435319496,9.78435319496,9.78435319498,9.78435319498,9.78435319482,9.78435319482,9.30269517271,9.78435319457,9.78435319457,9.7843531945,9.78435319454,9.78435319454,9.78435319449,9.60487901001,9.05295521071,8.56628196831,9.78435319461,9.78435319461,9.78435319461,9.78435319461,9.78435319451,9.78435319501,9.78435319481,7.95021568191,9.78435319501,9.78435319472,9.78435319492,9.78435319492,9.78435319492,9.78435319492,9.37711091801,9.78435319461,9.59063209942,9.78435319461,9.08163607451,9.78435319471,9.38480682121,9.784353194805,9.784353194805,5.73843173932,7.98531181645,6.84269694415,7.63383088885,5.65143288325,8.13219453605,10.15855358765,10.15855358765,10.15855358775,10.15855358775,10.15855358775,10.15855358775,7.55985040015,5.82989676505,6.22578293625
"t78",6.08750970484,6.45212247735,0.6179703896,0.6179703896,0,0.9497850844,1.88864588549,1.88864588547,1.88864588547,1.88864588547,1.66299517067,1.6590091175,1.88864588548,1.88864588548,1.7723213254557,2.4252196568557,1.7081629680857,2.4252196567857,2.4252196568857,2.4252196568657,2.4252196568657,2.4252196567857,2.4252196567557,2.4252196567807,2.4252196567807,2.4252196567757,2.4252196567857,3.4645173561,3.4645173561,3.4645173561,3.4645173561,4.573749714018,4.573749714018,4.573749714118,4.573749714118,4.573749714118,4.573749714118,3.068270656418,4.5737497141,4.57374971402,4.57374971402,4.5737497141,5.13939582892,5.24966665595,5.24966665595,3.5479000935,3.602948575,3.65963559135,5.62947272002,6.47341274372,6.47341274412,6.47341274382,6.47341274382,6.47341274382,6.47341274382,5.68847384332,6.47341274375,6.1997107528,6.473412743694,6.473412743694,6.473412743764,6.47341274369,6.47341274372,6.47341274372,6.47341274315,6.47341274315,3.71280609217,5.41595605847,6.47341274397,3.82295572011,6.52655636045,6.34596126271,9.71872369772,9.78435319471,9.78435319471,9.55578854121,9.78435319468,9.78435319468,9.78435319471,9.78435319471,9.78435319476,9.72274817906,9.78435319466,9.07408129951,9.15272145781,9.78435319498,9.78435319498,9.78435319496,9.78435319496,9.78435319496,9.78435319498,9.78435319498,9.78435319482,9.78435319482,9.30269517271,9.78435319457,9.78435319457,9.7843531945,9.78435319454,9.78435319454,9.78435319449,9.60487901001,9.05295521071,8.56628196831,9.78435319461,9.78435319461,9.78435319461,9.78435319461,9.78435319451,9.78435319501,9.78435319481,7.95021568191,9.78435319501,9.78435319472,9.78435319492,9.78435319492,9.78435319492,9.78435319492,9.37711091801,9.78435319461,9.59063209942,9.78435319461,9.08163607451,9.78435319471,9.38480682121,9.784353194805,9.784353194805,5.73843173932,7.98531181645,6.84269694415,7.63383088885,5.65143288325,8.13219453605,10.15855358765,10.15855358765,10.15855358775,10.15855358775,10.15855358775,10.15855358775,7.55985040015,5.82989676505,6.22578293625
"t63",6.08750970484,6.45212247735,0.9497850844,0.9497850844,0.9497850844,0,1.88864588549,1.88864588547,1.88864588547,1.88864588547,1.66299517067,1.6590091175,1.88864588548,1.88864588548,1.7723213254557,2.4252196568557,1.7081629680857,2.4252196567857,2.4252196568857,2.4252196568657,2.4252196568657,2.4252196567857,2.4252196567557,2.4252196567807,2.4252196567807,2.4252196567757,2.4252196567857,3.4645173561,3.4645173561,3.4645173561,3.4645173561,4.573749714018,4.573749714018,4.573749714118,4.573749714118,4.573749714118,4.573749714118,3.068270656418,4.5737497141,4.57374971402,4.57374971402,4.5737497141,5.13939582892,5.24966665595,5.24966665595,3.5479000935,3.602948575,3.65963559135,5.62947272002,6.47341274372,6.47341274412,6.47341274382,6.47341274382,6.47341274382,6.47341274382,5.68847384332,6.47341274375,6.1997107528,6.473412743694,6.473412743694,6.473412743764,6.47341274369,6.47341274372,6.47341274372,6.47341274315,6.47341274315,3.71280609217,5.41595605847,6.47341274397,3.82295572011,6.52655636045,6.34596126271,9.71872369772,9.78435319471,9.78435319471,9.55578854121,9.78435319468,9.78435319468,9.78435319471,9.78435319471,9.78435319476,9.72274817906,9.78435319466,9.07408129951,9.15272145781,9.78435319498,9.78435319498,9.78435319496,9.78435319496,9.78435319496,9.78435319498,9.78435319498,9.78435319482,9.78435319482,9.30269517271,9.78435319457,9.78435319457,9.7843531945,9.78435319454,9.78435319454,9.78435319449,9.60487901001,9.05295521071,8.56628196831,9.78435319461,9.78435319461,9.78435319461,9.78435319461,9.78435319451,9.78435319501,9.78435319481,7.95021568191,9.78435319501,9.78435319472,9.78435319492,9.78435319492,9.78435319492,9.78435319492,9.37711091801,9.78435319461,9.59063209942,9.78435319461,9.08163607451,9.78435319471,9.38480682121,9.784353194805,9.784353194805,5.73843173932,7.98531181645,6.84269694415,7.63383088885,5.65143288325,8.13219453605,10.15855358765,10.15855358765,10.15855358775,10.15855358775,10.15855358775,10.15855358775,7.55985040015,5.82989676505,6.22578293625
"t98",6.08750970493,6.45212247744,1.88864588549,1.88864588549,1.88864588549,1.88864588549,0,0.37684290638,0.37684290638,0.54974592122,0.96294211162,1.12544110039,1.35507786837,1.35507786837,1.7723213255457,2.4252196569457,1.7081629681757,2.4252196568757,2.4252196569757,2.4252196569557,2.4252196569557,2.4252196568757,2.4252196568457,2.4252196568707,2.4252196568707,2.4252196568657,2.4252196568757,3.46451735619,3.46451735619,3.46451735619,3.46451735619,4.573749714108,4.573749714108,4.573749714208,4.573749714208,4.573749714208,4.573749714208,3.068270656508,4.57374971419,4.57374971411,4.57374971411,4.57374971419,5.13939582901,5.24966665604,5.24966665604,3.54790009359,3.60294857509,3.65963559144,5.62947272011,6.47341274381,6.47341274421,6.47341274391,6.47341274391,6.47341274391,6.47341274391,5.68847384341,6.47341274384,6.19971075289,6.473412743784,6.473412743784,6.473412743854,6.47341274378,6.47341274381,6.47341274381,6.47341274324,6.47341274324,3.71280609226,5.41595605856,6.47341274406,3.8229557202,6.52655636054,6.3459612628,9.71872369781,9.7843531948,9.7843531948,9.5557885413,9.78435319477,9.78435319477,9.7843531948,9.7843531948,9.78435319485,9.72274817915,9.78435319475,9.0740812996,9.1527214579,9.78435319507,9.78435319507,9.78435319505,9.78435319505,9.78435319505,9.78435319507,9.78435319507,9.78435319491,9.78435319491,9.3026951728,9.78435319466,9.78435319466,9.78435319459,9.78435319463,9.78435319463,9.78435319458,9.6048790101,9.0529552108,8.5662819684,9.7843531947,9.7843531947,9.7843531947,9.7843531947,9.7843531946,9.7843531951,9.7843531949,7.950215682,9.7843531951,9.78435319481,9.78435319501,9.78435319501,9.78435319501,9.78435319501,9.3771109181,9.7843531947,9.59063209951,9.7843531947,9.0816360746,9.7843531948,9.3848068213,9.784353194895,9.784353194895,5.73843173941,7.98531181654,6.84269694424,7.63383088894,5.65143288334,8.13219453614,10.15855358774,10.15855358774,10.15855358784,10.15855358784,10.15855358784,10.15855358784,7.55985040024,5.82989676514,6.22578293634
"t114",6.08750970491,6.45212247742,1.88864588547,1.88864588547,1.88864588547,1.88864588547,0.37684290638,0,0.2151318032,0.5497459212,0.9629421116,1.12544110037,1.35507786835,1.35507786835,1.7723213255257,2.4252196569257,1.7081629681557,2.4252196568557,2.4252196569557,2.4252196569357,2.4252196569357,2.4252196568557,2.4252196568257,2.4252196568507,2.4252196568507,2.4252196568457,2.4252196568557,3.46451735617,3.46451735617,3.46451735617,3.46451735617,4.573749714088,4.573749714088,4.573749714188,4.573749714188,4.573749714188,4.573749714188,3.068270656488,4.57374971417,4.57374971409,4.57374971409,4.57374971417,5.13939582899,5.24966665602,5.24966665602,3.54790009357,3.60294857507,3.65963559142,5.62947272009,6.47341274379,6.47341274419,6.47341274389,6.47341274389,6.47341274389,6.47341274389,5.68847384339,6.47341274382,6.19971075287,6.473412743764,6.473412743764,6.473412743834,6.47341274376,6.47341274379,6.47341274379,6.47341274322,6.47341274322,3.71280609224,5.41595605854,6.47341274404,3.82295572018,6.52655636052,6.34596126278,9.71872369779,9.78435319478,9.78435319478,9.55578854128,9.78435319475,9.78435319475,9.78435319478,9.78435319478,9.78435319483,9.72274817913,9.78435319473,9.07408129958,9.15272145788,9.78435319505,9.78435319505,9.78435319503,9.78435319503,9.78435319503,9.78435319505,9.78435319505,9.78435319489,9.78435319489,9.30269517278,9.78435319464,9.78435319464,9.78435319457,9.78435319461,9.78435319461,9.78435319456,9.60487901008,9.05295521078,8.56628196838,9.78435319468,9.78435319468,9.78435319468,9.78435319468,9.78435319458,9.78435319508,9.78435319488,7.95021568198,9.78435319508,9.78435319479,9.78435319499,9.78435319499,9.78435319499,9.78435319499,9.37711091808,9.78435319468,9.59063209949,9.78435319468,9.08163607458,9.78435319478,9.38480682128,9.784353194875,9.784353194875,5.73843173939,7.98531181652,6.84269694422,7.63383088892,5.65143288332,8.13219453612,10.15855358772,10.15855358772,10.15855358782,10.15855358782,10.15855358782,10.15855358782,7.55985040022,5.82989676512,6.22578293632
"t115",6.08750970491,6.45212247742,1.88864588547,1.88864588547,1.88864588547,1.88864588547,0.37684290638,0.2151318032,0,0.5497459212,0.9629421116,1.12544110037,1.35507786835,1.35507786835,1.7723213255257,2.4252196569257,1.7081629681557,2.4252196568557,2.4252196569557,2.4252196569357,2.4252196569357,2.4252196568557,2.4252196568257,2.4252196568507,2.4252196568507,2.4252196568457,2.4252196568557,3.46451735617,3.46451735617,3.46451735617,3.46451735617,4.573749714088,4.573749714088,4.573749714188,4.573749714188,4.573749714188,4.573749714188,3.068270656488,4.57374971417,4.57374971409,4.57374971409,4.57374971417,5.13939582899,5.24966665602,5.24966665602,3.54790009357,3.60294857507,3.65963559142,5.62947272009,6.47341274379,6.47341274419,6.47341274389,6.47341274389,6.47341274389,6.47341274389,5.68847384339,6.47341274382,6.19971075287,6.473412743764,6.473412743764,6.473412743834,6.47341274376,6.47341274379,6.47341274379,6.47341274322,6.47341274322,3.71280609224,5.41595605854,6.47341274404,3.82295572018,6.52655636052,6.34596126278,9.71872369779,9.78435319478,9.78435319478,9.55578854128,9.78435319475,9.78435319475,9.78435319478,9.78435319478,9.78435319483,9.72274817913,9.78435319473,9.07408129958,9.15272145788,9.78435319505,9.78435319505,9.78435319503,9.78435319503,9.78435319503,9.78435319505,9.78435319505,9.78435319489,9.78435319489,9.30269517278,9.78435319464,9.78435319464,9.78435319457,9.78435319461,9.78435319461,9.78435319456,9.60487901008,9.05295521078,8.56628196838,9.78435319468,9.78435319468,9.78435319468,9.78435319468,9.78435319458,9.78435319508,9.78435319488,7.95021568198,9.78435319508,9.78435319479,9.78435319499,9.78435319499,9.78435319499,9.78435319499,9.37711091808,9.78435319468,9.59063209949,9.78435319468,9.08163607458,9.78435319478,9.38480682128,9.784353194875,9.784353194875,5.73843173939,7.98531181652,6.84269694422,7.63383088892,5.65143288332,8.13219453612,10.15855358772,10.15855358772,10.15855358782,10.15855358782,10.15855358782,10.15855358782,7.55985040022,5.82989676512,6.22578293632
"t83",6.08750970491,6.45212247742,1.88864588547,1.88864588547,1.88864588547,1.88864588547,0.54974592122,0.5497459212,0.5497459212,0,0.9629421116,1.12544110037,1.35507786835,1.35507786835,1.7723213255257,2.4252196569257,1.7081629681557,2.4252196568557,2.4252196569557,2.4252196569357,2.4252196569357,2.4252196568557,2.4252196568257,2.4252196568507,2.4252196568507,2.4252196568457,2.4252196568557,3.46451735617,3.46451735617,3.46451735617,3.46451735617,4.573749714088,4.573749714088,4.573749714188,4.573749714188,4.573749714188,4.573749714188,3.068270656488,4.57374971417,4.57374971409,4.57374971409,4.57374971417,5.13939582899,5.24966665602,5.24966665602,3.54790009357,3.60294857507,3.65963559142,5.62947272009,6.47341274379,6.47341274419,6.47341274389,6.47341274389,6.47341274389,6.47341274389,5.68847384339,6.47341274382,6.19971075287,6.473412743764,6.473412743764,6.473412743834,6.47341274376,6.47341274379,6.47341274379,6.47341274322,6.47341274322,3.71280609224,5.41595605854,6.47341274404,3.82295572018,6.52655636052,6.34596126278,9.71872369779,9.78435319478,9.78435319478,9.55578854128,9.78435319475,9.78435319475,9.78435319478,9.78435319478,9.78435319483,9.72274817913,9.78435319473,9.07408129958,9.15272145788,9.78435319505,9.78435319505,9.78435319503,9.78435319503,9.78435319503,9.78435319505,9.78435319505,9.78435319489,9.78435319489,9.30269517278,9.78435319464,9.78435319464,9.78435319457,9.78435319461,9.78435319461,9.78435319456,9.60487901008,9.05295521078,8.56628196838,9.78435319468,9.78435319468,9.78435319468,9.78435319468,9.78435319458,9.78435319508,9.78435319488,7.95021568198,9.78435319508,9.78435319479,9.78435319499,9.78435319499,9.78435319499,9.78435319499,9.37711091808,9.78435319468,9.59063209949,9.78435319468,9.08163607458,9.78435319478,9.38480682128,9.784353194875,9.784353194875,5.73843173939,7.98531181652,6.84269694422,7.63383088892,5.65143288332,8.13219453612,10.15855358772,10.15855358772,10.15855358782,10.15855358782,10.15855358782,10.15855358782,7.55985040022,5.82989676512,6.22578293632
