"accepted_species","traits"
"t14",1
"t28",0
"t29",0
"t30",1
"t32",1
"t33",0
"t35",1
"t36",0
"t37",0
"t38",0
"t41",0
"t44",1
"t46",0
"t48",0
"t50",0
"t51",0
"t52",1
"t53",0
"t56",0
"t60",0
"t61",1
"t62",0
"t64",0
"t65",0
"t66",0
"t68",1
"t70",1
"t71",0
"t72",0
"t73",0
"t74",0
"t75",1
"t76",1
"t79",1
"t80",0
"t81",0
"t82",0
"t83",1
"t84",0
"t85",0
"t86",1
"t87",0
"t89",0
"t90",1
"t91",0
"t92",0
"t93",1
"t94",1
"t95",1
"t96",1
"t97",0
"t99",1
"t100",1
"t101",0
"t102",0
"t103",0
"t104",0
"t105",0
"t106",1
"t107",0
"t108",0
"t109",0
"t110",1
"t111",0
"t113",0
"t114",0
"t115",1
"t116",0
"t117",0
"t119",1
"t120",0
"t121",0
"t122",0
"t123",1
"t124",1
"t125",1
"t126",0
"t127",1
"t128",0
"t129",0
"t130",1
"t131",0
"t132",0
"t133",1
"t134",0
"t135",0
"t136",0
"t137",0
"t138",0
"t139",0
"t140",0
"t141",0
"t142",1
"t143",1
"t144",0
"t145",0
"t146",0
"t147",0
"t148",1
"t149",1
