"","turnover.rates","eps.values","transition.rates"
"1",0.368292244151235,0.359410265926272,NA
"2",0.0810089393053204,0.636534662218764,0.491160224424675
"3",0.996918532298878,0.027833673870191,0.117771444143727
"4",0.220808288315311,0.53080453700386,0.760777777060866
"5",0.368292244151235,0.359410265926272,0.105643928283826
"6",0.0810089393053204,0.636534662218764,NA
"7",0.996918532298878,0.027833673870191,0.276077060960233
"8",0.220808288315311,0.53080453700386,0.874968068674207
"9",0.368292244151235,0.359410265926272,0.0392678524367511
"10",0.0810089393053204,0.636534662218764,0.295387980528176
"11",0.996918532298878,0.027833673870191,NA
"12",0.220808288315311,0.53080453700386,0.795093338470906
"13",0.368292244151235,0.359410265926272,0.599064849084243
"14",0.0810089393053204,0.636534662218764,0.727617386030033
"15",0.996918532298878,0.027833673870191,0.0889043442439288
"16",0.220808288315311,0.53080453700386,NA
