"accepted_species","I1.1/1"
"t31","1"
"t32","1"
"t47","1"
"t48","1"
"t54","0"
"t76","0"
"t83","0"
"t84","1"
"t7","0"
"t8","0"
"t1","0"
"t2",NA
"t41","0"
"t42","1"
"t77",NA
"t78","1"
"t29","1"
"t18","0"
"t19","0"
"t22","0"
"t23","0"
"t17","0"
"t57","1"
"t58","1"
"t68","1"
"t89","1"
"t90","0"
"t30","1"
"t61","1"
"t62","1"
"t55","1"
"t56","1"
"t53","1"
"t99","1"
"t100","1"
"t94","1"
"t91","0"
"t92","1"
"t46","1"
"t36","0"
"t37","0"
"t35","1"
"t63","1"
"t66","0"
"t67","1"
"t11","1"
"t6","1"
"t33","1"
"t34","1"
"t70","1"
"t71","1"
"t24",NA
"t25","1"
"t21",NA
"t9","1"
"t10","0"
"t4","1"
"t74","1"
"t75","1"
"t38","0"
"t20",NA
"t51","0"
"t52",NA
"t93","1"
"t97","0"
"t98","0"
"t49","1"
"t50",NA
"t28","1"
"t81","0"
"t82","0"
"t69","1"
"t79","1"
"t80","0"
"t26","1"
"t27","1"
"t39","0"
"t40","0"
"t14","0"
"t15","0"
"t5","0"
"t12","0"
"t3","1"
"t16","0"
"t44","0"
"t45","0"
"t87","1"
"t88",NA
"t64","1"
"t65","1"
"t72","1"
"t73",NA
"t95","1"
"t96","1"
"t13","0"
"t59","1"
"t60","1"
"t43",NA
"t85","1"
"t86","0"
