"","t1","t16","t73","t96","t97","t70","t101","t102","t11","t7","t156","t157","t43","t109","t110","t61","t77","t78","t37","t32","t68","t146","t147","t129","t130","t113","t66","t67","t38","t14","t46","t107","t108","t71","t42","t127","t128","t137","t138","t50","t51","t45","t133","t134","t17","t49","t111","t112","t12","t4","t87","t88","t69","t100","t131","t132","t154","t155","t75","t34","t35","t13","t21","t22","t8","t15","t52","t141","t142","t20","t84","t150","t151","t19","t23","t31","t59","t143","t144","t145","t72","t36","t25","t76","t135","t136","t47","t48","t55","t56","t41","t119","t120","t26","t28","t29","t18","t148","t149","t115","t116","t98","t99","t92","t53","t79","t80","t64","t65","t74","t85","t86","t30","t6","t57","t58","t40","t33","t24","t27","t81","t82","t125","t126","t62","t103","t104","t95","t83","t90","t91","t60","t105","t106","t93","t94","t63","t121","t122","t123","t124","t89","t117","t118","t54","t39","t44","t152","t153","t139","t140","t114","t5","t9","t10","t3","t2"
"t1",0,4.56092376123,6.26578653763,6.02091154722,6.26578653763,5.63114079387,6.26578653763,6.26578653763,3.69318162733,2.9465407593,6.2657865375697,6.2657865375697,6.08397091252,6.26578653752,6.26578653752,6.265786537548,6.097936813848,5.850324970148,5.54470724932,4.79189921642,5.6099332465,6.26578653746,6.26578653746,6.2657865375,6.2657865375,6.2657865375,6.2657865376,6.2657865376,6.2657865379,2.966311018,6.2657865369,6.1415366571,6.2657865368,6.2657865368,6.1687547905,6.2657865367,6.2657865367,6.2657865367,6.2657865367,6.2657865363,5.33673949284,6.2657865365,6.2657865367,6.2657865367,6.265786537,5.2793923175,6.2657865373,6.2657865373,4.4245658218,3.2390734284,6.1418233322,6.2657865367,6.2657865367,6.26578653729,6.26578653719,6.26578653719,6.265786536658,6.265786536658,6.26578653669,7.337115805,8.4326924127,5.5583934946,8.4326924137,7.0523440094,6.7258903253,5.6609521086,8.43269241335,8.43269241341,8.43269241341,8.13922783265,8.43269241365,8.4326924137,8.4326924137,6.61494773105,8.43269241325,6.82475479733,8.43269241343,8.43269241343,8.43269241342,8.43269241342,8.43269241343,7.46460858483,7.17461344503,8.43269241336,8.314710499802,8.43269241336,7.42581305042,8.43269241356,8.43269241336,8.32564975536,8.43269241346,8.37302249695,8.43269241325,7.3964252453,6.74950998758,8.43269241368,6.6631226376,8.4326924133796,8.4326924133796,8.4326924134696,8.4326924134696,8.4326924134696,8.4326924134696,8.4326924133696,8.4326924134396,7.8543053148896,8.4326924134396,8.4326924134696,8.4326924134696,8.4326924134,8.4326924134,8.4326924134,6.8591833261,5.57811598188,8.43269241338,8.43269241338,7.03917919718,7.48092231638,7.02349310358,6.64645226048,8.43269241338,8.43269241338,8.43269241338,8.43269241338,7.6606457363,8.43269241354,8.43269241354,8.20753448425,8.43269241348,8.39021192668,8.43269241348,8.43269241348,8.43269241348,8.43269241348,8.43269241348,8.12712317802,7.76388870778,8.31850857434,8.43269241338,8.43269241338,8.43269241338,8.43269241348,8.43269241348,8.43269241348,8.01559322238,7.00245469808,8.43269241358,8.43269241376,8.43269241376,8.43269241328,8.43269241328,8.43269241328,5.37087583112,5.02055496632,5.09670613662,4.65443727668,4.08103748688
"t16",4.56092376123,0,3.9651974584,3.72032246799,3.9651974584,3.33055171464,3.9651974584,3.9651974584,2.7559571539,2.13630696033,8.2381929225997,8.2381929225997,8.05637729755,8.23819292255,8.23819292255,8.238192922578,8.070343198878,7.822731355178,7.51711363435,6.76430560145,7.58233963153,8.23819292249,8.23819292249,8.23819292253,8.23819292253,8.23819292253,8.23819292263,8.23819292263,8.23819292293,4.93871740303,8.23819292193,8.11394304213,8.23819292183,8.23819292183,8.14116117553,8.23819292173,8.23819292173,8.23819292173,8.23819292173,8.23819292133,7.30914587787,8.23819292153,8.23819292173,8.23819292173,8.23819292203,7.25179870253,8.23819292233,8.23819292233,6.39697220683,5.21147981343,8.11422971723,8.23819292173,8.23819292173,8.23819292232,8.23819292222,8.23819292222,8.238192921688,8.238192921688,8.23819292172,11.17723805743,12.27281466513,9.39851574703,12.27281466613,10.89246626183,10.56601257773,9.50107436103,12.27281466578,12.27281466584,12.27281466584,11.97935008508,12.27281466608,12.27281466613,12.27281466613,10.45506998348,12.27281466568,10.66487704976,12.27281466586,12.27281466586,12.27281466585,12.27281466585,12.27281466586,11.30473083726,11.01473569746,12.27281466579,12.154832752232,12.27281466579,11.26593530285,12.27281466599,12.27281466579,12.16577200779,12.27281466589,12.21314474938,12.27281466568,11.23654749773,10.58963224001,12.27281466611,10.50324489003,12.2728146658096,12.2728146658096,12.2728146658996,12.2728146658996,12.2728146658996,12.2728146658996,12.2728146657996,12.2728146658696,11.6944275673196,12.2728146658696,12.2728146658996,12.2728146658996,12.27281466583,12.27281466583,12.27281466583,10.69930557853,9.41823823431,12.27281466581,12.27281466581,10.87930144961,11.32104456881,10.86361535601,10.48657451291,12.27281466581,12.27281466581,12.27281466581,12.27281466581,11.50076798873,12.27281466597,12.27281466597,12.04765673668,12.27281466591,12.23033417911,12.27281466591,12.27281466591,12.27281466591,12.27281466591,12.27281466591,11.96724543045,11.60401096021,12.15863082677,12.27281466581,12.27281466581,12.27281466581,12.27281466591,12.27281466591,12.27281466591,11.85571547481,10.84257695051,12.27281466601,12.27281466619,12.27281466619,12.27281466571,12.27281466571,12.27281466571,9.21099808355,8.86067721875,8.93682838905,8.49455952911,7.92115973931
"t73",6.26578653763,3.9651974584,0,1.08702897799,1.3319039684,1.37905736104,2.0137031048,2.0137031048,4.4608199303,3.84116973673,9.9430556989997,9.9430556989997,9.76124007395,9.94305569895,9.94305569895,9.943055698978,9.775205975278,9.527594131578,9.22197641075,8.46916837785,9.28720240793,9.94305569889,9.94305569889,9.94305569893,9.94305569893,9.94305569893,9.94305569903,9.94305569903,9.94305569933,6.64358017943,9.94305569833,9.81880581853,9.94305569823,9.94305569823,9.84602395193,9.94305569813,9.94305569813,9.94305569813,9.94305569813,9.94305569773,9.01400865427,9.94305569793,9.94305569813,9.94305569813,9.94305569843,8.95666147893,9.94305569873,9.94305569873,8.10183498323,6.91634258983,9.81909249363,9.94305569813,9.94305569813,9.94305569872,9.94305569862,9.94305569862,9.943055698088,9.943055698088,9.94305569812,12.88210083383,13.97767744153,11.10337852343,13.97767744253,12.59732903823,12.27087535413,11.20593713743,13.97767744218,13.97767744224,13.97767744224,13.68421286148,13.97767744248,13.97767744253,13.97767744253,12.15993275988,13.97767744208,12.36973982616,13.97767744226,13.97767744226,13.97767744225,13.97767744225,13.97767744226,13.00959361366,12.71959847386,13.97767744219,13.859695528632,13.97767744219,12.97079807925,13.97767744239,13.97767744219,13.87063478419,13.97767744229,13.91800752578,13.97767744208,12.94141027413,12.29449501641,13.97767744251,12.20810766643,13.9776774422096,13.9776774422096,13.9776774422996,13.9776774422996,13.9776774422996,13.9776774422996,13.9776774421996,13.9776774422696,13.3992903437196,13.9776774422696,13.9776774422996,13.9776774422996,13.97767744223,13.97767744223,13.97767744223,12.40416835493,11.12310101071,13.97767744221,13.97767744221,12.58416422601,13.02590734521,12.56847813241,12.19143728931,13.97767744221,13.97767744221,13.97767744221,13.97767744221,13.20563076513,13.97767744237,13.97767744237,13.75251951308,13.97767744231,13.93519695551,13.97767744231,13.97767744231,13.97767744231,13.97767744231,13.97767744231,13.67210820685,13.30887373661,13.86349360317,13.97767744221,13.97767744221,13.97767744221,13.97767744231,13.97767744231,13.97767744231,13.56057825121,12.54743972691,13.97767744241,13.97767744259,13.97767744259,13.97767744211,13.97767744211,13.97767744211,10.91586085995,10.56553999515,10.64169116545,10.19942230551,9.62602251571
"t96",6.02091154722,3.72032246799,1.08702897799,0,0.38518269139,1.13418237063,1.76882811439,1.76882811439,4.21594493989,3.59629474632,9.6981807085897,9.6981807085897,9.51636508354,9.69818070854,9.69818070854,9.698180708568,9.530330984868,9.282719141168,8.97710142034,8.22429338744,9.04232741752,9.69818070848,9.69818070848,9.69818070852,9.69818070852,9.69818070852,9.69818070862,9.69818070862,9.69818070892,6.39870518902,9.69818070792,9.57393082812,9.69818070782,9.69818070782,9.60114896152,9.69818070772,9.69818070772,9.69818070772,9.69818070772,9.69818070732,8.76913366386,9.69818070752,9.69818070772,9.69818070772,9.69818070802,8.71178648852,9.69818070832,9.69818070832,7.85695999282,6.67146759942,9.57421750322,9.69818070772,9.69818070772,9.69818070831,9.69818070821,9.69818070821,9.698180707678,9.698180707678,9.69818070771,12.63722584342,13.73280245112,10.85850353302,13.73280245212,12.35245404782,12.02600036372,10.96106214702,13.73280245177,13.73280245183,13.73280245183,13.43933787107,13.73280245207,13.73280245212,13.73280245212,11.91505776947,13.73280245167,12.12486483575,13.73280245185,13.73280245185,13.73280245184,13.73280245184,13.73280245185,12.76471862325,12.47472348345,13.73280245178,13.614820538222,13.73280245178,12.72592308884,13.73280245198,13.73280245178,13.62575979378,13.73280245188,13.67313253537,13.73280245167,12.69653528372,12.049620026,13.7328024521,11.96323267602,13.7328024517996,13.7328024517996,13.7328024518896,13.7328024518896,13.7328024518896,13.7328024518896,13.7328024517896,13.7328024518596,13.1544153533096,13.7328024518596,13.7328024518896,13.7328024518896,13.73280245182,13.73280245182,13.73280245182,12.15929336452,10.8782260203,13.7328024518,13.7328024518,12.3392892356,12.7810323548,12.323603142,11.9465622989,13.7328024518,13.7328024518,13.7328024518,13.7328024518,12.96075577472,13.73280245196,13.73280245196,13.50764452267,13.7328024519,13.6903219651,13.7328024519,13.7328024519,13.7328024519,13.7328024519,13.7328024519,13.42723321644,13.0639987462,13.61861861276,13.7328024518,13.7328024518,13.7328024518,13.7328024519,13.7328024519,13.7328024519,13.3157032608,12.3025647365,13.732802452,13.73280245218,13.73280245218,13.7328024517,13.7328024517,13.7328024517,10.67098586954,10.32066500474,10.39681617504,9.9545473151,9.3811475253
"t97",6.26578653763,3.9651974584,1.3319039684,0.38518269139,0,1.37905736104,2.0137031048,2.0137031048,4.4608199303,3.84116973673,9.9430556989997,9.9430556989997,9.76124007395,9.94305569895,9.94305569895,9.943055698978,9.775205975278,9.527594131578,9.22197641075,8.46916837785,9.28720240793,9.94305569889,9.94305569889,9.94305569893,9.94305569893,9.94305569893,9.94305569903,9.94305569903,9.94305569933,6.64358017943,9.94305569833,9.81880581853,9.94305569823,9.94305569823,9.84602395193,9.94305569813,9.94305569813,9.94305569813,9.94305569813,9.94305569773,9.01400865427,9.94305569793,9.94305569813,9.94305569813,9.94305569843,8.95666147893,9.94305569873,9.94305569873,8.10183498323,6.91634258983,9.81909249363,9.94305569813,9.94305569813,9.94305569872,9.94305569862,9.94305569862,9.943055698088,9.943055698088,9.94305569812,12.88210083383,13.97767744153,11.10337852343,13.97767744253,12.59732903823,12.27087535413,11.20593713743,13.97767744218,13.97767744224,13.97767744224,13.68421286148,13.97767744248,13.97767744253,13.97767744253,12.15993275988,13.97767744208,12.36973982616,13.97767744226,13.97767744226,13.97767744225,13.97767744225,13.97767744226,13.00959361366,12.71959847386,13.97767744219,13.859695528632,13.97767744219,12.97079807925,13.97767744239,13.97767744219,13.87063478419,13.97767744229,13.91800752578,13.97767744208,12.94141027413,12.29449501641,13.97767744251,12.20810766643,13.9776774422096,13.9776774422096,13.9776774422996,13.9776774422996,13.9776774422996,13.9776774422996,13.9776774421996,13.9776774422696,13.3992903437196,13.9776774422696,13.9776774422996,13.9776774422996,13.97767744223,13.97767744223,13.97767744223,12.40416835493,11.12310101071,13.97767744221,13.97767744221,12.58416422601,13.02590734521,12.56847813241,12.19143728931,13.97767744221,13.97767744221,13.97767744221,13.97767744221,13.20563076513,13.97767744237,13.97767744237,13.75251951308,13.97767744231,13.93519695551,13.97767744231,13.97767744231,13.97767744231,13.97767744231,13.97767744231,13.67210820685,13.30887373661,13.86349360317,13.97767744221,13.97767744221,13.97767744221,13.97767744231,13.97767744231,13.97767744231,13.56057825121,12.54743972691,13.97767744241,13.97767744259,13.97767744259,13.97767744211,13.97767744211,13.97767744211,10.91586085995,10.56553999515,10.64169116545,10.19942230551,9.62602251571
"t70",5.63114079387,3.33055171464,1.37905736104,1.13418237063,1.37905736104,0,0.79492673264,0.79492673264,3.82617418654,3.20652399297,9.3084099552397,9.3084099552397,9.12659433019,9.30840995519,9.30840995519,9.308409955218,9.140560231518,8.892948387818,8.58733066699,7.83452263409,8.65255666417,9.30840995513,9.30840995513,9.30840995517,9.30840995517,9.30840995517,9.30840995527,9.30840995527,9.30840995557,6.00893443567,9.30840995457,9.18416007477,9.30840995447,9.30840995447,9.21137820817,9.30840995437,9.30840995437,9.30840995437,9.30840995437,9.30840995397,8.37936291051,9.30840995417,9.30840995437,9.30840995437,9.30840995467,8.32201573517,9.30840995497,9.30840995497,7.46718923947,6.28169684607,9.18444674987,9.30840995437,9.30840995437,9.30840995496,9.30840995486,9.30840995486,9.308409954328,9.308409954328,9.30840995436,12.24745509007,13.34303169777,10.46873277967,13.34303169877,11.96268329447,11.63622961037,10.57129139367,13.34303169842,13.34303169848,13.34303169848,13.04956711772,13.34303169872,13.34303169877,13.34303169877,11.52528701612,13.34303169832,11.7350940824,13.3430316985,13.3430316985,13.34303169849,13.34303169849,13.3430316985,12.3749478699,12.0849527301,13.34303169843,13.225049784872,13.34303169843,12.33615233549,13.34303169863,13.34303169843,13.23598904043,13.34303169853,13.28336178202,13.34303169832,12.30676453037,11.65984927265,13.34303169875,11.57346192267,13.3430316984496,13.3430316984496,13.3430316985396,13.3430316985396,13.3430316985396,13.3430316985396,13.3430316984396,13.3430316985096,12.7646445999596,13.3430316985096,13.3430316985396,13.3430316985396,13.34303169847,13.34303169847,13.34303169847,11.76952261117,10.48845526695,13.34303169845,13.34303169845,11.94951848225,12.39126160145,11.93383238865,11.55679154555,13.34303169845,13.34303169845,13.34303169845,13.34303169845,12.57098502137,13.34303169861,13.34303169861,13.11787376932,13.34303169855,13.30055121175,13.34303169855,13.34303169855,13.34303169855,13.34303169855,13.34303169855,13.03746246309,12.67422799285,13.22884785941,13.34303169845,13.34303169845,13.34303169845,13.34303169855,13.34303169855,13.34303169855,12.92593250745,11.91279398315,13.34303169865,13.34303169883,13.34303169883,13.34303169835,13.34303169835,13.34303169835,10.28121511619,9.93089425139,10.00704542169,9.56477656175,8.99137677195
"t101",6.26578653763,3.9651974584,2.0137031048,1.76882811439,2.0137031048,0.79492673264,0,0.5712025576,4.4608199303,3.84116973673,9.9430556989997,9.9430556989997,9.76124007395,9.94305569895,9.94305569895,9.943055698978,9.775205975278,9.527594131578,9.22197641075,8.46916837785,9.28720240793,9.94305569889,9.94305569889,9.94305569893,9.94305569893,9.94305569893,9.94305569903,9.94305569903,9.94305569933,6.64358017943,9.94305569833,9.81880581853,9.94305569823,9.94305569823,9.84602395193,9.94305569813,9.94305569813,9.94305569813,9.94305569813,9.94305569773,9.01400865427,9.94305569793,9.94305569813,9.94305569813,9.94305569843,8.95666147893,9.94305569873,9.94305569873,8.10183498323,6.91634258983,9.81909249363,9.94305569813,9.94305569813,9.94305569872,9.94305569862,9.94305569862,9.943055698088,9.943055698088,9.94305569812,12.88210083383,13.97767744153,11.10337852343,13.97767744253,12.59732903823,12.27087535413,11.20593713743,13.97767744218,13.97767744224,13.97767744224,13.68421286148,13.97767744248,13.97767744253,13.97767744253,12.15993275988,13.97767744208,12.36973982616,13.97767744226,13.97767744226,13.97767744225,13.97767744225,13.97767744226,13.00959361366,12.71959847386,13.97767744219,13.859695528632,13.97767744219,12.97079807925,13.97767744239,13.97767744219,13.87063478419,13.97767744229,13.91800752578,13.97767744208,12.94141027413,12.29449501641,13.97767744251,12.20810766643,13.9776774422096,13.9776774422096,13.9776774422996,13.9776774422996,13.9776774422996,13.9776774422996,13.9776774421996,13.9776774422696,13.3992903437196,13.9776774422696,13.9776774422996,13.9776774422996,13.97767744223,13.97767744223,13.97767744223,12.40416835493,11.12310101071,13.97767744221,13.97767744221,12.58416422601,13.02590734521,12.56847813241,12.19143728931,13.97767744221,13.97767744221,13.97767744221,13.97767744221,13.20563076513,13.97767744237,13.97767744237,13.75251951308,13.97767744231,13.93519695551,13.97767744231,13.97767744231,13.97767744231,13.97767744231,13.97767744231,13.67210820685,13.30887373661,13.86349360317,13.97767744221,13.97767744221,13.97767744221,13.97767744231,13.97767744231,13.97767744231,13.56057825121,12.54743972691,13.97767744241,13.97767744259,13.97767744259,13.97767744211,13.97767744211,13.97767744211,10.91586085995,10.56553999515,10.64169116545,10.19942230551,9.62602251571
"t102",6.26578653763,3.9651974584,2.0137031048,1.76882811439,2.0137031048,0.79492673264,0.5712025576,0,4.4608199303,3.84116973673,9.9430556989997,9.9430556989997,9.76124007395,9.94305569895,9.94305569895,9.943055698978,9.775205975278,9.527594131578,9.22197641075,8.46916837785,9.28720240793,9.94305569889,9.94305569889,9.94305569893,9.94305569893,9.94305569893,9.94305569903,9.94305569903,9.94305569933,6.64358017943,9.94305569833,9.81880581853,9.94305569823,9.94305569823,9.84602395193,9.94305569813,9.94305569813,9.94305569813,9.94305569813,9.94305569773,9.01400865427,9.94305569793,9.94305569813,9.94305569813,9.94305569843,8.95666147893,9.94305569873,9.94305569873,8.10183498323,6.91634258983,9.81909249363,9.94305569813,9.94305569813,9.94305569872,9.94305569862,9.94305569862,9.943055698088,9.943055698088,9.94305569812,12.88210083383,13.97767744153,11.10337852343,13.97767744253,12.59732903823,12.27087535413,11.20593713743,13.97767744218,13.97767744224,13.97767744224,13.68421286148,13.97767744248,13.97767744253,13.97767744253,12.15993275988,13.97767744208,12.36973982616,13.97767744226,13.97767744226,13.97767744225,13.97767744225,13.97767744226,13.00959361366,12.71959847386,13.97767744219,13.859695528632,13.97767744219,12.97079807925,13.97767744239,13.97767744219,13.87063478419,13.97767744229,13.91800752578,13.97767744208,12.94141027413,12.29449501641,13.97767744251,12.20810766643,13.9776774422096,13.9776774422096,13.9776774422996,13.9776774422996,13.9776774422996,13.9776774422996,13.9776774421996,13.9776774422696,13.3992903437196,13.9776774422696,13.9776774422996,13.9776774422996,13.97767744223,13.97767744223,13.97767744223,12.40416835493,11.12310101071,13.97767744221,13.97767744221,12.58416422601,13.02590734521,12.56847813241,12.19143728931,13.97767744221,13.97767744221,13.97767744221,13.97767744221,13.20563076513,13.97767744237,13.97767744237,13.75251951308,13.97767744231,13.93519695551,13.97767744231,13.97767744231,13.97767744231,13.97767744231,13.97767744231,13.67210820685,13.30887373661,13.86349360317,13.97767744221,13.97767744221,13.97767744221,13.97767744231,13.97767744231,13.97767744231,13.56057825121,12.54743972691,13.97767744241,13.97767744259,13.97767744259,13.97767744211,13.97767744211,13.97767744211,10.91586085995,10.56553999515,10.64169116545,10.19942230551,9.62602251571
"t11",3.69318162733,2.7559571539,4.4608199303,4.21594493989,4.4608199303,3.82617418654,4.4608199303,4.4608199303,0,1.26856482643,7.3704507886997,7.3704507886997,7.18863516365,7.37045078865,7.37045078865,7.370450788678,7.202601064978,6.954989221278,6.64937150045,5.89656346755,6.71459749763,7.37045078859,7.37045078859,7.37045078863,7.37045078863,7.37045078863,7.37045078873,7.37045078873,7.37045078903,4.07097526913,7.37045078803,7.24620090823,7.37045078793,7.37045078793,7.27341904163,7.37045078783,7.37045078783,7.37045078783,7.37045078783,7.37045078743,6.44140374397,7.37045078763,7.37045078783,7.37045078783,7.37045078813,6.38405656863,7.37045078843,7.37045078843,5.52923007293,4.34373767953,7.24648758333,7.37045078783,7.37045078783,7.37045078842,7.37045078832,7.37045078832,7.370450787788,7.370450787788,7.37045078782,10.30949592353,11.40507253123,8.53077361313,11.40507253223,10.02472412793,9.69827044383,8.63333222713,11.40507253188,11.40507253194,11.40507253194,11.11160795118,11.40507253218,11.40507253223,11.40507253223,9.58732784958,11.40507253178,9.79713491586,11.40507253196,11.40507253196,11.40507253195,11.40507253195,11.40507253196,10.43698870336,10.14699356356,11.40507253189,11.287090618332,11.40507253189,10.39819316895,11.40507253209,11.40507253189,11.29802987389,11.40507253199,11.34540261548,11.40507253178,10.36880536383,9.72189010611,11.40507253221,9.63550275613,11.4050725319096,11.4050725319096,11.4050725319996,11.4050725319996,11.4050725319996,11.4050725319996,11.4050725318996,11.4050725319696,10.8266854334196,11.4050725319696,11.4050725319996,11.4050725319996,11.40507253193,11.40507253193,11.40507253193,9.83156344463,8.55049610041,11.40507253191,11.40507253191,10.01155931571,10.45330243491,9.99587322211,9.61883237901,11.40507253191,11.40507253191,11.40507253191,11.40507253191,10.63302585483,11.40507253207,11.40507253207,11.17991460278,11.40507253201,11.36259204521,11.40507253201,11.40507253201,11.40507253201,11.40507253201,11.40507253201,11.09950329655,10.73626882631,11.29088869287,11.40507253191,11.40507253191,11.40507253191,11.40507253201,11.40507253201,11.40507253201,10.98797334091,9.97483481661,11.40507253211,11.40507253229,11.40507253229,11.40507253181,11.40507253181,11.40507253181,8.34325594965,7.99293508485,8.06908625515,7.62681739521,7.05341760541
"t7",2.9465407593,2.13630696033,3.84116973673,3.59629474632,3.84116973673,3.20652399297,3.84116973673,3.84116973673,1.26856482643,0,6.6238099206697,6.6238099206697,6.44199429562,6.62380992062,6.62380992062,6.623809920648,6.455960196948,6.208348353248,5.90273063242,5.14992259952,5.9679566296,6.62380992056,6.62380992056,6.6238099206,6.6238099206,6.6238099206,6.6238099207,6.6238099207,6.623809921,3.3243344011,6.62380992,6.4995600402,6.6238099199,6.6238099199,6.5267781736,6.6238099198,6.6238099198,6.6238099198,6.6238099198,6.6238099194,5.69476287594,6.6238099196,6.6238099198,6.6238099198,6.6238099201,5.6374157006,6.6238099204,6.6238099204,4.7825892049,3.5970968115,6.4998467153,6.6238099198,6.6238099198,6.62380992039,6.62380992029,6.62380992029,6.623809919758,6.623809919758,6.62380991979,9.5628550555,10.6584316632,7.7841327451,10.6584316642,9.2780832599,8.9516295758,7.8866913591,10.65843166385,10.65843166391,10.65843166391,10.36496708315,10.65843166415,10.6584316642,10.6584316642,8.84068698155,10.65843166375,9.05049404783,10.65843166393,10.65843166393,10.65843166392,10.65843166392,10.65843166393,9.69034783533,9.40035269553,10.65843166386,10.540449750302,10.65843166386,9.65155230092,10.65843166406,10.65843166386,10.55138900586,10.65843166396,10.59876174745,10.65843166375,9.6221644958,8.97524923808,10.65843166418,8.8888618881,10.6584316638796,10.6584316638796,10.6584316639696,10.6584316639696,10.6584316639696,10.6584316639696,10.6584316638696,10.6584316639396,10.0800445653896,10.6584316639396,10.6584316639696,10.6584316639696,10.6584316639,10.6584316639,10.6584316639,9.0849225766,7.80385523238,10.65843166388,10.65843166388,9.26491844768,9.70666156688,9.24923235408,8.87219151098,10.65843166388,10.65843166388,10.65843166388,10.65843166388,9.8863849868,10.65843166404,10.65843166404,10.43327373475,10.65843166398,10.61595117718,10.65843166398,10.65843166398,10.65843166398,10.65843166398,10.65843166398,10.35286242852,9.98962795828,10.54424782484,10.65843166388,10.65843166388,10.65843166388,10.65843166398,10.65843166398,10.65843166398,10.24133247288,9.22819394858,10.65843166408,10.65843166426,10.65843166426,10.65843166378,10.65843166378,10.65843166378,7.59661508162,7.24629421682,7.32244538712,6.88017652718,6.30677673738
