"","t2","t32","t57","t58","t23","t24","t9","t11","t12","t3","t14","t75","t76","t115","t116","t121","t122","t51","t104","t105","t77","t28","t69","t70","t35","t67","t68","t46","t47","t53","t102","t103","t45","t39","t109","t110","t30","t13","t8","t25","t119","t120","t71","t98","t99","t93","t129","t130","t42","t59","t60","t27","t80","t81","t33","t34","t4","t5","t43","t44","t29","t36","t91","t92","t65","t66","t52","t40","t7","t123","t124","t31","t15","t63","t96","t97","t88","t127","t128","t100","t125","t126","t133","t134","t73","t78","t79","t50","t19","t20","t54","t74","t111","t112","t55","t56","t10","t16","t131","t132","t72","t62","t41","t37","t38","t86","t87","t26","t17","t18","t84","t85","t48","t49","t22","t61","t107","t108","t64","t21","t94","t95","t89","t135","t136","t106","t90","t113","t114","t101","t117","t118","t82","t83","t6","t1"
"t2",0,4.7338402329,5.7789743159,5.4724277946,4.8311901851,4.4752034075,5.1342202944,3.8126109084,4.7280405538,2.7262664283,5.46324804371,6.195072974048,6.195072974048,6.195072974448,6.195072974448,6.195072974458,6.195072974458,6.195072974448,6.195072974448,6.195072974448,6.195072974448,5.243167274048,6.195072974348,6.195072974348,6.19507297425,6.14216769605,6.19507297445,6.19507297431,6.19507297431,6.19507297431,6.19507297431,6.19507297431,6.19507297431,6.09268140841,6.19507297367,6.19507297367,6.19507297367,3.97066443014,3.66551929277,4.93297908976,6.19507297337,6.19507297337,6.19507297338,6.19507297378,6.19507297378,6.05896587202,6.19507297386,6.19507297386,6.19507297387,6.19507297387,6.19507297387,6.19507297417,6.19507297407,6.19507297407,5.89118679307,6.19507297357,5.0206717951,8.1358707688,8.1358707688,7.5006557421,8.1358707687,8.1358707688,8.13587076884,8.13587076884,8.135870768706,8.135870768706,8.135870768706,8.135870768506,6.0015246695,8.13587076894,8.13587076894,7.2258406115,7.0498825753,8.1358707689,8.13587076882,8.13587076882,8.1358707688,8.1358707688,8.1358707688,8.13587076878,8.13587076881,8.13587076881,8.135870768773,8.135870768773,8.1358707688,8.1358707688,8.1358707688,8.1358707688,6.36041559848,6.848180675,8.1358707688,8.1358707688,8.1358707688,8.1358707688,8.1358707688,8.0679827806,6.76517150831,8.13587076811,8.135870768436,8.135870768436,8.13587076841,8.13587076841,7.16763430621,7.63705601821,8.13587076871,8.13587076885,8.13587076885,7.30654179875,6.52762176795,8.13587076835,8.13587076883,8.13587076883,8.13587076883,7.49871164383,7.22602126953,8.13587076843,8.13587076843,8.13587076843,8.13587076843,7.19512141695,8.13587076879,8.13587076879,8.13587076885,8.135870768801,8.135870768801,8.13587076882,8.13587076876,8.13587076879,8.13587076879,8.13587076876,8.13587076878,8.13587076878,8.13587076875,8.13587076875,5.07963577931,4.545165781
"t32",4.7338402329,0,1.3816481734,1.0751016521,2.7977229226,2.441736145,3.4990600225,3.8116481197,4.7270777651,3.3575540832,6.09453569861,6.826360628948,6.826360628948,6.826360629348,6.826360629348,6.826360629358,6.826360629358,6.826360629348,6.826360629348,6.826360629348,6.826360629348,5.874454928948,6.826360629248,6.826360629248,6.82636062915,6.77345535095,6.82636062935,6.82636062921,6.82636062921,6.82636062921,6.82636062921,6.82636062921,6.82636062921,6.72396906331,6.82636062857,6.82636062857,6.82636062857,4.60195208504,4.29680694767,5.56426674466,6.82636062827,6.82636062827,6.82636062828,6.82636062868,6.82636062868,6.69025352692,6.82636062876,6.82636062876,6.82636062877,6.82636062877,6.82636062877,6.82636062907,6.82636062897,6.82636062897,6.52247444797,6.82636062847,5.65195945,8.7671584237,8.7671584237,8.131943397,8.7671584236,8.7671584237,8.76715842374,8.76715842374,8.767158423606,8.767158423606,8.767158423606,8.767158423406,6.6328123244,8.76715842384,8.76715842384,7.8571282664,7.6811702302,8.7671584238,8.76715842372,8.76715842372,8.7671584237,8.7671584237,8.7671584237,8.76715842368,8.76715842371,8.76715842371,8.767158423673,8.767158423673,8.7671584237,8.7671584237,8.7671584237,8.7671584237,6.99170325338,7.4794683299,8.7671584237,8.7671584237,8.7671584237,8.7671584237,8.7671584237,8.6992704355,7.39645916321,8.76715842301,8.767158423336,8.767158423336,8.76715842331,8.76715842331,7.79892196111,8.26834367311,8.76715842361,8.76715842375,8.76715842375,7.93782945365,7.15890942285,8.76715842325,8.76715842373,8.76715842373,8.76715842373,8.12999929873,7.85730892443,8.76715842333,8.76715842333,8.76715842333,8.76715842333,7.82640907185,8.76715842369,8.76715842369,8.76715842375,8.767158423701,8.767158423701,8.76715842372,8.76715842366,8.76715842369,8.76715842369,8.76715842366,8.76715842368,8.76715842368,8.76715842365,8.76715842365,5.71092343421,5.1764534359
"t57",5.7789743159,1.3816481734,0,0.9354704651,3.8428570056,3.486870228,4.5441941055,4.8567822027,5.7722118481,4.4026881662,7.13966978161,7.871494711948,7.871494711948,7.871494712348,7.871494712348,7.871494712358,7.871494712358,7.871494712348,7.871494712348,7.871494712348,7.871494712348,6.919589011948,7.871494712248,7.871494712248,7.87149471215,7.81858943395,7.87149471235,7.87149471221,7.87149471221,7.87149471221,7.87149471221,7.87149471221,7.87149471221,7.76910314631,7.87149471157,7.87149471157,7.87149471157,5.64708616804,5.34194103067,6.60940082766,7.87149471127,7.87149471127,7.87149471128,7.87149471168,7.87149471168,7.73538760992,7.87149471176,7.87149471176,7.87149471177,7.87149471177,7.87149471177,7.87149471207,7.87149471197,7.87149471197,7.56760853097,7.87149471147,6.697093533,9.8122925067,9.8122925067,9.17707748,9.8122925066,9.8122925067,9.81229250674,9.81229250674,9.812292506606,9.812292506606,9.812292506606,9.812292506406,7.6779464074,9.81229250684,9.81229250684,8.9022623494,8.7263043132,9.8122925068,9.81229250672,9.81229250672,9.8122925067,9.8122925067,9.8122925067,9.81229250668,9.81229250671,9.81229250671,9.812292506673,9.812292506673,9.8122925067,9.8122925067,9.8122925067,9.8122925067,8.03683733638,8.5246024129,9.8122925067,9.8122925067,9.8122925067,9.8122925067,9.8122925067,9.7444045185,8.44159324621,9.81229250601,9.812292506336,9.812292506336,9.81229250631,9.81229250631,8.84405604411,9.31347775611,9.81229250661,9.81229250675,9.81229250675,8.98296353665,8.20404350585,9.81229250625,9.81229250673,9.81229250673,9.81229250673,9.17513338173,8.90244300743,9.81229250633,9.81229250633,9.81229250633,9.81229250633,8.87154315485,9.81229250669,9.81229250669,9.81229250675,9.812292506701,9.812292506701,9.81229250672,9.81229250666,9.81229250669,9.81229250669,9.81229250666,9.81229250668,9.81229250668,9.81229250665,9.81229250665,6.75605751721,6.2215875189
"t58",5.4724277946,1.0751016521,0.9354704651,0,3.5363104843,3.1803237067,4.2376475842,4.5502356814,5.4656653268,4.0961416449,6.83312326031,7.564948190648,7.564948190648,7.564948191048,7.564948191048,7.564948191058,7.564948191058,7.564948191048,7.564948191048,7.564948191048,7.564948191048,6.613042490648,7.564948190948,7.564948190948,7.56494819085,7.51204291265,7.56494819105,7.56494819091,7.56494819091,7.56494819091,7.56494819091,7.56494819091,7.56494819091,7.46255662501,7.56494819027,7.56494819027,7.56494819027,5.34053964674,5.03539450937,6.30285430636,7.56494818997,7.56494818997,7.56494818998,7.56494819038,7.56494819038,7.42884108862,7.56494819046,7.56494819046,7.56494819047,7.56494819047,7.56494819047,7.56494819077,7.56494819067,7.56494819067,7.26106200967,7.56494819017,6.3905470117,9.5057459854,9.5057459854,8.8705309587,9.5057459853,9.5057459854,9.50574598544,9.50574598544,9.505745985306,9.505745985306,9.505745985306,9.505745985106,7.3713998861,9.50574598554,9.50574598554,8.5957158281,8.4197577919,9.5057459855,9.50574598542,9.50574598542,9.5057459854,9.5057459854,9.5057459854,9.50574598538,9.50574598541,9.50574598541,9.505745985373,9.505745985373,9.5057459854,9.5057459854,9.5057459854,9.5057459854,7.73029081508,8.2180558916,9.5057459854,9.5057459854,9.5057459854,9.5057459854,9.5057459854,9.4378579972,8.13504672491,9.50574598471,9.505745985036,9.505745985036,9.50574598501,9.50574598501,8.53750952281,9.00693123481,9.50574598531,9.50574598545,9.50574598545,8.67641701535,7.89749698455,9.50574598495,9.50574598543,9.50574598543,9.50574598543,8.86858686043,8.59589648613,9.50574598503,9.50574598503,9.50574598503,9.50574598503,8.56499663355,9.50574598539,9.50574598539,9.50574598545,9.505745985401,9.505745985401,9.50574598542,9.50574598536,9.50574598539,9.50574598539,9.50574598536,9.50574598538,9.50574598538,9.50574598535,9.50574598535,6.44951099591,5.9150409976
"t23",4.8311901851,2.7977229226,3.8428570056,3.5363104843,0,0.9123542654,3.5964099747,3.9089980719,4.8244277173,3.4549040354,6.19188565081,6.923710581148,6.923710581148,6.923710581548,6.923710581548,6.923710581558,6.923710581558,6.923710581548,6.923710581548,6.923710581548,6.923710581548,5.971804881148,6.923710581448,6.923710581448,6.92371058135,6.87080530315,6.92371058155,6.92371058141,6.92371058141,6.92371058141,6.92371058141,6.92371058141,6.92371058141,6.82131901551,6.92371058077,6.92371058077,6.92371058077,4.69930203724,4.39415689987,5.66161669686,6.92371058047,6.92371058047,6.92371058048,6.92371058088,6.92371058088,6.78760347912,6.92371058096,6.92371058096,6.92371058097,6.92371058097,6.92371058097,6.92371058127,6.92371058117,6.92371058117,6.61982440017,6.92371058067,5.7493094022,8.8645083759,8.8645083759,8.2292933492,8.8645083758,8.8645083759,8.86450837594,8.86450837594,8.864508375806,8.864508375806,8.864508375806,8.864508375606,6.7301622766,8.86450837604,8.86450837604,7.9544782186,7.7785201824,8.864508376,8.86450837592,8.86450837592,8.8645083759,8.8645083759,8.8645083759,8.86450837588,8.86450837591,8.86450837591,8.864508375873,8.864508375873,8.8645083759,8.8645083759,8.8645083759,8.8645083759,7.08905320558,7.5768182821,8.8645083759,8.8645083759,8.8645083759,8.8645083759,8.8645083759,8.7966203877,7.49380911541,8.86450837521,8.864508375536,8.864508375536,8.86450837551,8.86450837551,7.89627191331,8.36569362531,8.86450837581,8.86450837595,8.86450837595,8.03517940585,7.25625937505,8.86450837545,8.86450837593,8.86450837593,8.86450837593,8.22734925093,7.95465887663,8.86450837553,8.86450837553,8.86450837553,8.86450837553,7.92375902405,8.86450837589,8.86450837589,8.86450837595,8.864508375901,8.864508375901,8.86450837592,8.86450837586,8.86450837589,8.86450837589,8.86450837586,8.86450837588,8.86450837588,8.86450837585,8.86450837585,5.80827338641,5.2738033881
"t24",4.4752034075,2.441736145,3.486870228,3.1803237067,0.9123542654,0,3.2404231971,3.5530112943,4.4684409397,3.0989172578,5.83589887321,6.567723803548,6.567723803548,6.567723803948,6.567723803948,6.567723803958,6.567723803958,6.567723803948,6.567723803948,6.567723803948,6.567723803948,5.615818103548,6.567723803848,6.567723803848,6.56772380375,6.51481852555,6.56772380395,6.56772380381,6.56772380381,6.56772380381,6.56772380381,6.56772380381,6.56772380381,6.46533223791,6.56772380317,6.56772380317,6.56772380317,4.34331525964,4.03817012227,5.30562991926,6.56772380287,6.56772380287,6.56772380288,6.56772380328,6.56772380328,6.43161670152,6.56772380336,6.56772380336,6.56772380337,6.56772380337,6.56772380337,6.56772380367,6.56772380357,6.56772380357,6.26383762257,6.56772380307,5.3933226246,8.5085215983,8.5085215983,7.8733065716,8.5085215982,8.5085215983,8.50852159834,8.50852159834,8.508521598206,8.508521598206,8.508521598206,8.508521598006,6.374175499,8.50852159844,8.50852159844,7.598491441,7.4225334048,8.5085215984,8.50852159832,8.50852159832,8.5085215983,8.5085215983,8.5085215983,8.50852159828,8.50852159831,8.50852159831,8.508521598273,8.508521598273,8.5085215983,8.5085215983,8.5085215983,8.5085215983,6.73306642798,7.2208315045,8.5085215983,8.5085215983,8.5085215983,8.5085215983,8.5085215983,8.4406336101,7.13782233781,8.50852159761,8.508521597936,8.508521597936,8.50852159791,8.50852159791,7.54028513571,8.00970684771,8.50852159821,8.50852159835,8.50852159835,7.67919262825,6.90027259745,8.50852159785,8.50852159833,8.50852159833,8.50852159833,7.87136247333,7.59867209903,8.50852159793,8.50852159793,8.50852159793,8.50852159793,7.56777224645,8.50852159829,8.50852159829,8.50852159835,8.508521598301,8.508521598301,8.50852159832,8.50852159826,8.50852159829,8.50852159829,8.50852159826,8.50852159828,8.50852159828,8.50852159825,8.50852159825,5.45228660881,4.9178166105
"t9",5.1342202944,3.4990600225,4.5441941055,4.2376475842,3.5964099747,3.2404231971,0,4.2120281812,5.1274578266,3.7579341447,6.49491576011,7.226740690448,7.226740690448,7.226740690848,7.226740690848,7.226740690858,7.226740690858,7.226740690848,7.226740690848,7.226740690848,7.226740690848,6.274834990448,7.226740690748,7.226740690748,7.22674069065,7.17383541245,7.22674069085,7.22674069071,7.22674069071,7.22674069071,7.22674069071,7.22674069071,7.22674069071,7.12434912481,7.22674069007,7.22674069007,7.22674069007,5.00233214654,4.69718700917,5.96464680616,7.22674068977,7.22674068977,7.22674068978,7.22674069018,7.22674069018,7.09063358842,7.22674069026,7.22674069026,7.22674069027,7.22674069027,7.22674069027,7.22674069057,7.22674069047,7.22674069047,6.92285450947,7.22674068997,6.0523395115,9.1675384852,9.1675384852,8.5323234585,9.1675384851,9.1675384852,9.16753848524,9.16753848524,9.167538485106,9.167538485106,9.167538485106,9.167538484906,7.0331923859,9.16753848534,9.16753848534,8.2575083279,8.0815502917,9.1675384853,9.16753848522,9.16753848522,9.1675384852,9.1675384852,9.1675384852,9.16753848518,9.16753848521,9.16753848521,9.167538485173,9.167538485173,9.1675384852,9.1675384852,9.1675384852,9.1675384852,7.39208331488,7.8798483914,9.1675384852,9.1675384852,9.1675384852,9.1675384852,9.1675384852,9.099650497,7.79683922471,9.16753848451,9.167538484836,9.167538484836,9.16753848481,9.16753848481,8.19930202261,8.66872373461,9.16753848511,9.16753848525,9.16753848525,8.33820951515,7.55928948435,9.16753848475,9.16753848523,9.16753848523,9.16753848523,8.53037936023,8.25768898593,9.16753848483,9.16753848483,9.16753848483,9.16753848483,8.22678913335,9.16753848519,9.16753848519,9.16753848525,9.167538485201,9.167538485201,9.16753848522,9.16753848516,9.16753848519,9.16753848519,9.16753848516,9.16753848518,9.16753848518,9.16753848515,9.16753848515,6.11130349571,5.5768334974
"t11",3.8126109084,3.8116481197,4.8567822027,4.5502356814,3.9089980719,3.5530112943,4.2120281812,0,1.5955188286,2.4363247587,5.17330637411,5.905131304448,5.905131304448,5.905131304848,5.905131304848,5.905131304858,5.905131304858,5.905131304848,5.905131304848,5.905131304848,5.905131304848,4.953225604448,5.905131304748,5.905131304748,5.90513130465,5.85222602645,5.90513130485,5.90513130471,5.90513130471,5.90513130471,5.90513130471,5.90513130471,5.90513130471,5.80273973881,5.90513130407,5.90513130407,5.90513130407,3.68072276054,3.37557762317,4.64303742016,5.90513130377,5.90513130377,5.90513130378,5.90513130418,5.90513130418,5.76902420242,5.90513130426,5.90513130426,5.90513130427,5.90513130427,5.90513130427,5.90513130457,5.90513130447,5.90513130447,5.60124512347,5.90513130397,4.7307301255,7.8459290992,7.8459290992,7.2107140725,7.8459290991,7.8459290992,7.84592909924,7.84592909924,7.845929099106,7.845929099106,7.845929099106,7.845929098906,5.7115829999,7.84592909934,7.84592909934,6.9358989419,6.7599409057,7.8459290993,7.84592909922,7.84592909922,7.8459290992,7.8459290992,7.8459290992,7.84592909918,7.84592909921,7.84592909921,7.845929099173,7.845929099173,7.8459290992,7.8459290992,7.8459290992,7.8459290992,6.07047392888,6.5582390054,7.8459290992,7.8459290992,7.8459290992,7.8459290992,7.8459290992,7.778041111,6.47522983871,7.84592909851,7.845929098836,7.845929098836,7.84592909881,7.84592909881,6.87769263661,7.34711434861,7.84592909911,7.84592909925,7.84592909925,7.01660012915,6.23768009835,7.84592909875,7.84592909923,7.84592909923,7.84592909923,7.20876997423,6.93607959993,7.84592909883,7.84592909883,7.84592909883,7.84592909883,6.90517974735,7.84592909919,7.84592909919,7.84592909925,7.845929099201,7.845929099201,7.84592909922,7.84592909916,7.84592909919,7.84592909919,7.84592909916,7.84592909918,7.84592909918,7.84592909915,7.84592909915,4.78969410971,4.2552241114
"t12",4.7280405538,4.7270777651,5.7722118481,5.4656653268,4.8244277173,4.4684409397,5.1274578266,1.5955188286,0,3.3517544041,6.08873601951,6.820560949848,6.820560949848,6.820560950248,6.820560950248,6.820560950258,6.820560950258,6.820560950248,6.820560950248,6.820560950248,6.820560950248,5.868655249848,6.820560950148,6.820560950148,6.82056095005,6.76765567185,6.82056095025,6.82056095011,6.82056095011,6.82056095011,6.82056095011,6.82056095011,6.82056095011,6.71816938421,6.82056094947,6.82056094947,6.82056094947,4.59615240594,4.29100726857,5.55846706556,6.82056094917,6.82056094917,6.82056094918,6.82056094958,6.82056094958,6.68445384782,6.82056094966,6.82056094966,6.82056094967,6.82056094967,6.82056094967,6.82056094997,6.82056094987,6.82056094987,6.51667476887,6.82056094937,5.6461597709,8.7613587446,8.7613587446,8.1261437179,8.7613587445,8.7613587446,8.76135874464,8.76135874464,8.761358744506,8.761358744506,8.761358744506,8.761358744306,6.6270126453,8.76135874474,8.76135874474,7.8513285873,7.6753705511,8.7613587447,8.76135874462,8.76135874462,8.7613587446,8.7613587446,8.7613587446,8.76135874458,8.76135874461,8.76135874461,8.761358744573,8.761358744573,8.7613587446,8.7613587446,8.7613587446,8.7613587446,6.98590357428,7.4736686508,8.7613587446,8.7613587446,8.7613587446,8.7613587446,8.7613587446,8.6934707564,7.39065948411,8.76135874391,8.761358744236,8.761358744236,8.76135874421,8.76135874421,7.79312228201,8.26254399401,8.76135874451,8.76135874465,8.76135874465,7.93202977455,7.15310974375,8.76135874415,8.76135874463,8.76135874463,8.76135874463,8.12419961963,7.85150924533,8.76135874423,8.76135874423,8.76135874423,8.76135874423,7.82060939275,8.76135874459,8.76135874459,8.76135874465,8.761358744601,8.761358744601,8.76135874462,8.76135874456,8.76135874459,8.76135874459,8.76135874456,8.76135874458,8.76135874458,8.76135874455,8.76135874455,5.70512375511,5.1706537568
"t3",2.7262664283,3.3575540832,4.4026881662,4.0961416449,3.4549040354,3.0989172578,3.7579341447,2.4363247587,3.3517544041,0,2.99372152941,3.725546459748,3.725546459748,3.725546460148,3.725546460148,3.725546460158,3.725546460158,3.725546460148,3.725546460148,3.725546460148,3.725546460148,2.773640759748,3.725546460048,3.725546460048,3.72554645995,3.67264118175,3.72554646015,3.72554646001,3.72554646001,3.72554646001,3.72554646001,3.72554646001,3.72554646001,3.62315489411,3.72554645937,3.72554645937,3.72554645937,1.50113791584,1.19599277847,2.46345257546,3.72554645907,3.72554645907,3.72554645908,3.72554645948,3.72554645948,3.58943935772,3.72554645956,3.72554645956,3.72554645957,3.72554645957,3.72554645957,3.72554645987,3.72554645977,3.72554645977,3.42166027877,3.72554645927,3.228286987,6.3434859607,6.3434859607,5.708270934,6.3434859606,6.3434859607,6.34348596074,6.34348596074,6.343485960606,6.343485960606,6.343485960606,6.343485960406,4.2091398614,6.34348596084,6.34348596084,5.4334558034,5.2574977672,6.3434859608,6.34348596072,6.34348596072,6.3434859607,6.3434859607,6.3434859607,6.34348596068,6.34348596071,6.34348596071,6.343485960673,6.343485960673,6.3434859607,6.3434859607,6.3434859607,6.3434859607,4.56803079038,5.0557958669,6.3434859607,6.3434859607,6.3434859607,6.3434859607,6.3434859607,6.2755979725,4.97278670021,6.34348596001,6.343485960336,6.343485960336,6.34348596031,6.34348596031,5.37524949811,5.84467121011,6.34348596061,6.34348596075,6.34348596075,5.51415699065,4.73523695985,6.34348596025,6.34348596073,6.34348596073,6.34348596073,5.70632683573,5.43363646143,6.34348596033,6.34348596033,6.34348596033,6.34348596033,5.40273660885,6.34348596069,6.34348596069,6.34348596075,6.343485960701,6.343485960701,6.34348596072,6.34348596066,6.34348596069,6.34348596069,6.34348596066,6.34348596068,6.34348596068,6.34348596065,6.34348596065,3.28725097121,2.7527809729
