"accepted_species","sorted"
"t7",NA
"t8",NA
"t93",NA
"t94",NA
"t91",NA
"t92",NA
"t44",NA
"t45",NA
"t34",NA
"t35",NA
"t19",-0.405412440984106
"t67",-0.162683678807945
"t68",-0.220044175009254
"t69",-0.193221140143373
"t29",-0.375469738034082
"t30",-0.389702012026727
"t5",-0.93688888030426
"t6",-1.03513443894869
"t3",-2.02258159688762
"t4",-1.62139973205013
"t83",0.039752102411259
"t95",-0.0276196970256312
"t96",0.00546978224201302
"t53",-0.0392209231187387
"t10",-0.155861778649118
"t20",-0.280133100227824
"t40",-0.308752663890437
"t41",-0.240262757878584
"t81",-0.0174417762035286
"t82",-0.0641883387338121
"t12",-0.733957804564694
"t13",-0.719311527422278
"t84",-0.334144403268068
"t85",-0.369882416867637
"t86",-0.354067501954912
"t78",-0.357973657302943
"t31",-0.332633812770468
"t11",-0.322588655225483
"t15",-0.439045525192939
"t16",-0.334054329352915
"t21",0.35296171763874
"t57",0.29954248992225
"t58",0.354205758494552
"t52",0.192332667338572
"t24",0.361939395964163
"t25",0.190077935399228
"t62",1.56726270851674
"t73",1.6214282574286
"t99",1.67725212443828
"t100",1.67151528602323
"t38",1.5562787297147
"t39",1.48130880812466
"t27",1.69095193441134
"t47",1.68137466207592
"t55",1.64662282588781
"t56",1.57413433825661
"t79",1.69326061718185
"t80",1.69070146299779
"t26",1.94441410946435
"t28",1.86595938025715
"t48",1.75894611301263
"t49",1.84446655543269
"t36",2.14630734548313
"t37",1.96336639741903
"t72",1.13154240154699
"t76",1.07407721299273
"t77",1.1053304070677
"t18",0.976824338932416
"t22",1.07314273911396
"t23",1.17645592177556
"t2",1.17415403150714
"t42",-0.46002936443693
"t43",-0.440576652883786
"t64",-0.493991534090156
"t65",-0.514166314823249
"t63",-0.566628452851551
"t87",-0.622277789263754
"t88",-0.541563619212232
"t66",-0.629450355079199
"t70",-0.36221161301557
"t71",-0.443215828852216
"t54",-0.560140747886653
"t97",-0.536472139700982
"t98",-0.553269835061529
"t46",-0.433050314069108
"t9",-0.254976667443361
"t60",-0.366526205529411
"t61",-0.448771279332103
"t59",-0.445531418464332
"t1",-1.85645553072326
"t32",-0.448938434585098
"t33",-0.598367397720252
"t89",-0.504952285881241
"t90",-0.50580971896703
"t50",-0.52173976976391
"t51",-0.558854091201791
"t17",-0.670136563067427
"t74",-0.825523203061612
"t75",-0.760094855543132
"t14",-0.685280562294661
