"","turnover.rates","eps.values","transition.rates"
"1",0.418564154068008,0.0590437215287238,NA
"2",0.998611986637115,0.393231591209769,0.35734726767987
"3",0.790369084337726,0.259964304044843,0.594004822894931
"4",0.784817159874365,0.683141150278971,0.519692692440003
"5",0.418564154068008,0.0590437215287238,0.356413104105741
"6",0.998611986637115,0.393231591209769,NA
"7",0.790369084337726,0.259964304044843,0.0987517728935927
"8",0.784817159874365,0.683141150278971,0.976663632551208
"9",0.418564154068008,0.0590437215287238,0.573104825336486
"10",0.998611986637115,0.393231591209769,0.829290854278952
"11",0.790369084337726,0.259964304044843,NA
"12",0.784817159874365,0.683141150278971,0.642541896086186
"13",0.418564154068008,0.0590437215287238,0.387254216941074
"14",0.998611986637115,0.393231591209769,0.39018121547997
"15",0.790369084337726,0.259964304044843,0.0671909067314118
"16",0.784817159874365,0.683141150278971,NA
