"accepted_species","trait_BM_trend_scaled"
"t6",NA
"t8",-1.40927394004167
"t10",-1.50120450827198
"t87",-0.241209449208599
"t88",-1.01120521709168
"t156",-0.578729153032134
"t157",-0.639570185519727
"t138",-0.458041114664185
"t139",NA
"t135",-0.378612471800063
"t131",NA
"t43",-1.31875811452396
"t92",-1.39666691395645
"t93",-0.702496719646402
"t48",-0.936853387700398
"t64",-1.77163663711484
"t65",-0.946876456143309
"t11",-1.29484513546185
"t4",-1.47443109015043
"t3",0.780617284874329
"t42",-1.25343342524457
"t111",NA
"t112",-0.964307442110333
"t146",-0.797703026037585
"t147",-1.15605646522481
"t158",-0.731905353079276
"t159",-0.720088980099507
"t123",-0.383811484779884
"t124",NA
"t99",-0.725841313635373
"t67",-0.737448222135395
"t47",-0.712844747761928
"t74",-0.492940372839244
"t118",-1.14644020559695
"t152",-1.33999530981869
"t153",-1.47607937812892
"t66",-0.696921284069184
"t13",0.333666823238244
"t25",-0.728211763445737
"t26",-0.804592720973909
"t17",-0.683087458441488
"t45",-0.818594756302462
"t46",-0.307572359821122
"t14",NA
"t122",0.22740302035292
"t154",-0.0843649175007891
"t155",-0.134157207345685
"t91",-0.890607161607644
"t127",-0.803350648634711
"t128",-0.629276009541485
"t110",-0.181787678846505
"t116",-0.998415523647965
"t117",-1.32727918944558
"t82",0.0499847312388827
"t83",0.702757309212076
"t150",-0.0143361834369173
"t151",0.168390242939137
"t81",0.121728865152882
"t97",NA
"t98",-1.96595394145517
"t18",-0.66185412007492
"t19",-0.661268800338001
"t22",-2.30119413712921
"t23",-1.47205917811936
"t2",-1.07442594864256
"t60",-0.254785696218637
"t61",NA
"t84",0.949153953417644
"t108",0.179534798408687
"t109",0.516139829333416
"t30",0.692504065570031
"t94",NA
"t95",0.686681630209994
"t38",0.599964100302945
"t31",1.91790843509572
"t125",0.945813643274033
"t126",0.985784646188243
"t105",1.14383751459352
"t120",1.66573281914533
"t121",1.3152340048305
"t133",0.476147207872008
"t134",0.511298559350035
"t85",-0.041448183602125
"t86",0.791974550022186
"t144",0.529610898582541
"t145",0.386759597939815
"t129",0.00311052168352521
"t130",0.422208909860731
"t90",1.13078674244101
"t160",0.801684240611847
"t161",0.805574153198445
"t57",-0.888363264965356
"t36",0.379117793461015
"t54",-0.162664742817018
"t55",0.821063986253975
"t39",NA
"t62",0.821063998827899
"t63",-0.304710479977318
"t58",0.371941505727197
"t100",0.339173575517675
"t101",0.204960854381121
"t49",0.2450440242637
"t44",0.149606814194828
"t140",1.18905331176483
"t141",NA
"t70",0.828200812604133
"t71",0.632391978354903
"t68",0.953728997224391
"t77",1.73417942302972
"t78",1.94414140193592
"t56",1.4779021996632
"t69",0.785103290654151
"t79",0.15901786314867
"t80",0.703551203125125
"t72",1.0486164528333
"t59",0.62159755009416
"t52",0.760998171731915
"t114",1.06299549600849
"t115",NA
"t142",1.58038180782414
"t143",1.0282796357746
"t102",1.68716567638424
"t103",1.29531130193093
"t73",1.44503499816977
"t50",0.746010588815407
"t51",1.05783764610792
"t34",NA
"t35",1.26522910372059
"t21",0.646734995615203
"t9",-0.746823794388629
"t7",-1.86572432136252
"t20",-0.172679100181152
"t32",0.488239157144135
"t33",0.517004677339387
"t37",2.4379184336817
"t106",0.136404644141783
"t107",0.63157008897725
"t96",0.370059658787491
"t76",NA
"t113",0.541857858118945
"t119",NA
"t148",0.819477365062745
"t149",1.1831212073532
"t29",1.0117158011033
"t75",NA
"t89",0.126777675845897
"t104",-0.069563194239667
"t136",-0.428291121336783
"t137",-0.101354587947212
"t132",-0.120507476092469
"t53",-0.640006756584384
"t12",-0.629282728082047
"t27",-2.01918171793291
"t28",0.31452293842552
"t24",0.973951491888523
"t40",2.56959782614583
"t41",-0.00338537874667034
"t15",-1.82164222731246
"t16",-1.00143988710305
"t5",-0.344593235280129
"t1",-2.24292675551854
