,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t6,7.7575793,3.191278,6.116341,7.600141,3.7085118,8.067925,4.333302,7.1322165,4.761233,4.4859056,5.5806336,3.8093002,3.7863386,5.5395274,5.2387195,5.4766054
t8,7.7434263,3.122413,6.063358,7.576338,3.7013264,8.068708,4.397062,7.2479405,4.7955832,4.4300227,5.5303507,3.8831174,3.852191,5.533019,5.1559577,5.5142937
t10,8.859222,-4.2307053,6.8702235,5.4380136,1.4574995,7.1950507,4.5953217,5.675416,4.214057,3.897551,4.2402954,2.5955544,6.016684,4.018242,4.494996,7.5124555
t87,9.004725,-4.454355,7.147508,5.4444933,1.4599338,7.3391495,4.439662,5.497813,4.4297204,4.19835,4.240966,2.7493193,6.1165123,3.7325778,4.4538,7.840597
t88,8.982927,-4.5117836,7.063461,5.4128447,1.4143443,7.2245693,4.422883,5.515422,4.4108963,4.1112213,4.173603,2.7698004,6.0333047,3.7572615,4.383523,7.7634664
t156,9.080111,-4.4927034,7.2101245,5.2783127,1.371256,7.369111,4.432013,5.460322,4.5135384,4.214186,4.211162,2.7597039,6.1369667,3.6616719,4.3477736,7.90096
t157,9.028053,-4.544017,7.1670427,5.3129873,1.3574326,7.2637787,4.3752775,5.47417,4.4966164,4.198869,4.160851,2.815473,6.044355,3.68954,4.318844,7.8750615
t138,9.06639,-4.4456387,7.162263,5.3630533,1.5015477,7.3001466,4.3623223,5.407899,4.443873,4.1874394,4.294175,2.8197587,6.12424,3.6407251,4.4056697,7.8621607
t139,9.048295,-4.521363,7.1764693,5.365437,1.392563,7.3450437,4.4377246,5.488121,4.4931545,4.207164,4.192524,2.7576911,6.121441,3.702439,4.383815,7.8734555
t135,9.00659,-4.446583,7.1804924,5.2979546,1.4861671,7.2054863,4.3344646,5.4292793,4.4111586,4.222498,4.2774854,2.832476,6.018872,3.6712043,4.3183756,7.892277
t131,9.146381,-4.515422,7.146577,5.393977,1.5220848,7.306322,4.3336897,5.3398533,4.513522,4.166137,4.28873,2.8571327,6.1529636,3.5622761,4.420072,7.8547106
t43,8.92119,-4.3248477,6.9763403,5.411726,1.4443035,7.2439237,4.5372343,5.6038795,4.3012075,4.001384,4.235781,2.6502066,6.0559897,3.9082627,4.4602823,7.637972
t92,8.922686,-4.416291,6.9588017,5.3854847,1.3905666,7.211419,4.6097913,5.6361966,4.2949786,3.9687905,4.18754,2.5815237,6.0405235,3.9201014,4.4537582,7.6348896
t93,8.963606,-4.5007234,7.0447545,5.3928742,1.2590747,7.3324094,4.7176256,5.7061596,4.319024,4.0798063,4.065478,2.4826696,6.088215,3.9252198,4.474359,7.716479
t48,8.903083,-4.4027987,6.9648547,5.3891897,1.273277,7.2868843,4.7908,5.773533,4.22417,3.9792888,4.0859604,2.4026988,6.0872407,4.0308876,4.520014,7.616614
t64,8.942023,-4.406586,6.999078,5.34709,1.3331528,7.284334,4.743396,5.705318,4.275648,3.9836586,4.1465993,2.4475667,6.1152873,3.9720166,4.495797,7.6611195
t65,8.928416,-4.4224806,6.989956,5.3715396,1.298385,7.2862763,4.7395906,5.7235227,4.2632427,3.999367,4.108428,2.4536085,6.0900335,3.9814837,4.496042,7.650896
t11,8.896852,-4.3427234,6.9369693,5.3877788,1.3883986,7.218654,4.6264296,5.6677585,4.251351,3.953673,4.190322,2.5615075,6.0389953,3.9748065,4.47161,7.5970125
t4,7.7665906,3.2002504,6.1216235,7.605051,3.6957672,8.055257,4.3240805,7.1325917,4.7582917,4.493931,5.579416,3.8043048,3.790151,5.540897,5.238549,5.481429
t3,7.7242355,3.0821967,6.0189185,7.5602136,3.7006104,8.066917,4.4396687,7.3122396,4.818044,4.3888435,5.4976416,3.9336855,3.897416,5.5326457,5.1018486,5.5361414
t42,11.492273,7.9456825,7.500825,5.7864413,2.0965366,4.939247,3.6003094,12.094663,3.527075,6.159618,5.470578,5.9150724,7.5471854,5.3838706,1.3635211,5.590337
t111,11.495912,8.09349,7.5668774,5.791293,1.9461776,4.9378986,3.6494808,12.231999,3.566739,6.2507443,5.5827026,6.0607324,7.7204747,5.28151,1.2320309,5.5361943
t112,11.621466,8.023106,7.5369782,5.793284,1.9147226,5.0918517,3.6118972,12.198856,3.5926447,6.3291736,5.5645256,6.03458,7.682553,5.225734,1.1927693,5.7136087
t146,11.498865,8.068207,7.385926,5.6057563,1.9292027,4.965823,3.502573,12.2177925,3.5043733,6.2683754,5.622928,6.0350866,7.6646686,5.2040973,1.2864422,5.533281
t147,11.64725,8.125674,7.4216375,5.599333,1.9039681,5.0505214,3.4302769,12.121356,3.6057014,6.249275,5.6404614,6.015164,7.637711,5.189078,1.2371699,5.549192
t158,11.55727,8.129297,7.4758,5.656592,1.8572962,5.0167766,3.4598067,12.190582,3.630479,6.1414056,5.731832,6.085729,7.7029743,5.2494926,1.2257266,5.461827
t159,11.567963,8.180699,7.423983,5.6423664,1.8380775,4.9407625,3.4538686,12.219427,3.5664816,6.2743263,5.6570773,6.1121917,7.7445126,5.157485,1.319043,5.4681916
t123,11.646493,8.229339,7.6333084,5.716139,1.9970565,4.902279,3.5769184,12.0721245,3.6558232,6.2375154,5.5320888,5.9982514,7.7040224,5.2219205,1.2717586,5.471298
t124,11.653619,8.122312,7.6445746,5.787019,2.0276377,4.979007,3.6591651,12.092714,3.6255774,6.3008623,5.4851475,5.952991,7.6487064,5.256846,1.2118642,5.623965
t99,11.637728,8.173773,7.5536404,5.7350965,1.966045,4.975559,3.5477629,12.104687,3.6494937,6.243399,5.546551,6.0212026,7.675657,5.2516103,1.2296382,5.52674
t67,11.516323,7.991095,7.5267224,5.7823763,2.0612483,4.949392,3.5992048,12.118121,3.5502884,6.162537,5.506975,5.9441104,7.580396,5.3743415,1.3143948,5.5834675
t47,11.552309,8.06329,7.53309,5.8327622,1.9507263,4.9686637,3.6187189,12.19502,3.57153,6.3419085,5.4785466,6.0573297,7.7240252,5.193333,1.2875326,5.6153073
t74,11.480359,7.9633822,7.707789,5.872795,1.9212527,5.070073,3.7285125,12.257013,3.6504216,6.109809,5.6983423,6.089323,7.718034,5.378889,1.0691953,5.660864
t118,11.541199,8.003391,7.709501,5.8934503,1.9390637,5.172106,3.7572458,12.2493105,3.6460814,6.1567073,5.6457887,6.1076975,7.69438,5.3847175,0.94924426,5.7387094
t152,11.519216,8.018072,7.72417,5.8575945,1.9037635,5.0324235,3.7051995,12.225502,3.691312,6.110005,5.7186427,6.0958924,7.743706,5.3596673,1.0940094,5.6088514
t153,11.466565,7.9646153,7.7540965,5.8850355,1.9257917,5.05531,3.7462637,12.249192,3.6935008,6.0597167,5.732526,6.0851073,7.728918,5.4104605,1.0634907,5.6096644
t66,11.453999,7.9896684,7.532865,5.8286138,2.0000708,5.010718,3.6512182,12.228494,3.546009,6.156039,5.5836406,6.0306106,7.625873,5.4143677,1.1909943,5.6185074
t13,7.653932,2.8678157,5.787996,7.4413266,3.6578948,8.008311,4.7041116,7.72183,4.8846745,4.1763153,5.390766,4.160774,4.145452,5.4365234,4.840008,5.5715666
t25,7.571861,2.86316,5.728177,7.5162625,3.771448,8.094516,4.7266135,7.7996736,4.975012,4.1291876,5.292275,4.2759094,4.1206927,5.527207,4.7717457,5.658423
t26,7.6061935,2.7962818,5.7199697,7.3846345,3.6124501,7.969713,4.7580237,7.7519054,4.8725643,4.141914,5.4482613,4.2064424,4.1768146,5.370013,4.7897277,5.506946
t17,7.621701,2.8350832,5.6965857,7.4643846,3.7282624,8.048361,4.7551384,7.835804,4.9200363,4.1524115,5.3526425,4.29672,4.1584387,5.478976,4.7273903,5.595555
t45,7.545214,2.8127406,5.6045775,7.518041,3.7925317,8.076759,4.8086867,7.941487,4.992827,4.0690594,5.279023,4.3950014,4.1544833,5.500611,4.670255,5.6596193
t46,5.54733,1.7812386,2.7710655,9.158969,6.984425,7.737472,6.132816,11.4520855,5.9169383,2.8935065,5.0095162,7.0235,3.4494357,5.0669055,3.264706,6.274173
t14,7.6430526,2.9823258,5.901243,7.559682,3.6515806,8.021721,4.5614176,7.493818,4.904613,4.277902,5.3984714,4.0953603,4.0094295,5.528338,4.950095,5.623889
t122,5.272434,1.7473533,2.6433332,9.446831,7.2996135,7.719866,6.2432055,11.738675,5.984418,2.9072332,4.9121075,7.0953474,3.44308,5.1685457,3.117615,6.3411694
t154,5.1864986,1.6716077,2.617373,9.511443,7.3317685,7.762038,6.2054367,11.7894335,5.9444895,2.7793207,4.973999,7.027746,3.4687092,5.295835,3.1733518,6.2036033
t155,5.150761,1.6550069,2.6904976,9.541515,7.334029,7.7369494,6.2241173,11.716522,5.9609165,2.9014301,4.9931836,6.9964175,3.4479275,5.266366,3.151941,6.3275833
t91,5.065302,1.5727907,2.6762712,9.638562,7.3730273,7.81196,6.147918,11.717533,5.93776,2.8417656,5.0426126,6.917486,3.4038599,5.2566085,3.2129948,6.2701173
t127,5.165207,1.5635215,2.6774182,9.555637,7.2777452,7.779879,6.1567082,11.712045,5.945209,2.7674286,5.03278,6.9421425,3.4811747,5.3197494,3.2933378,6.223891
t128,5.060082,1.5568587,2.7195222,9.651568,7.2249203,7.751149,6.1590104,11.735941,5.8291345,2.901255,5.1225996,6.7925944,3.4804187,5.3243413,3.2202175,6.245619
t110,5.0902343,1.593717,2.7519867,9.660981,7.36917,7.7566257,6.2717476,11.752727,5.981046,2.8831003,4.9844265,6.949004,3.4766338,5.347754,3.1458275,6.3641024
t116,5.070947,1.7259442,2.7218976,9.5619,7.286494,7.786242,6.1853857,11.567913,5.9212027,2.8547869,5.1993403,7.0529213,3.453087,5.1793184,3.1337605,6.325799
t117,4.9914618,1.7107991,2.6685157,9.587987,7.3205733,7.783623,6.1482997,11.643912,5.834876,2.8198826,5.1919537,6.981573,3.4778183,5.271346,3.166171,6.2401943
t82,5.2431912,1.680254,2.6986337,9.389081,7.205437,7.728107,6.1663556,11.571606,5.8783164,2.8722548,5.0966997,6.9965105,3.4514756,5.2283063,3.202194,6.2837605
t83,5.2258396,1.6958668,2.7543776,9.421543,7.1779685,7.723581,6.211313,11.564773,5.8647633,2.9149363,5.1107416,6.9764957,3.4827554,5.2188706,3.1607332,6.3176756
t150,5.4449806,1.7750069,2.7162519,9.358275,7.070717,7.7274737,6.216193,11.644612,5.870758,2.9889674,4.992735,7.109708,3.432098,4.9668236,3.1224346,6.3984494
t151,5.407189,1.6910557,2.6495938,9.376627,7.1300545,7.7519884,6.189107,11.6536045,5.851236,2.894118,5.0621758,7.108634,3.3854766,4.9800696,3.1150966,6.3695498
t81,5.4326715,1.6996757,2.659652,9.339226,7.145162,7.744894,6.1939087,11.637092,5.887749,2.8876617,5.0456214,7.106803,3.3867702,4.9968824,3.1296165,6.3645782
t97,5.443797,1.667589,2.8457062,9.257458,7.057203,7.7127814,6.184086,11.470766,5.9038873,3.0023055,4.9524097,6.923464,3.377594,5.0489726,3.1835847,6.377288
t98,5.3578525,1.7476641,2.8076808,9.339548,7.153367,7.7276926,6.236879,11.496236,5.9837203,3.0488362,4.969981,7.0099,3.3973935,5.0651255,3.1301765,6.464607
t18,7.6649823,2.961779,5.8470273,7.504347,3.7322478,8.083567,4.6120515,7.6471434,4.8854403,4.2684674,5.402671,4.152867,4.0407133,5.528485,4.874717,5.5794578
t19,7.7079606,2.9775681,5.8833766,7.470608,3.730448,8.089578,4.582913,7.6385384,4.836434,4.3102093,5.4560246,4.105859,4.0093317,5.494666,4.917588,5.5253234
t22,5.5949717,1.8351233,2.788268,9.175087,6.942607,7.754215,6.1440697,11.441261,5.958024,2.8627074,4.9834647,7.0746756,3.498926,5.1068234,3.304704,6.237446
