"","t1","t105","t116","t117","t20","t16","t33","t59","t60","t81","t82","t35","t36","t138","t139","t80","t13","t6","t8","t70","t110","t111","t67","t68","t56","t40","t41","t30","t46","t53","t83","t84","t64","t52","t14","t9","t122","t123","t108","t109","t32","t129","t130","t79","t63","t112","t113","t86","t87","t22","t131","t132","t65","t66","t12","t7","t27","t128","t133","t134","t75","t76","t38","t10","t42","t43","t85","t114","t115","t37","t44","t45","t18","t91","t92","t88","t101","t102","t73","t97","t98","t21","t26","t118","t119","t124","t125","t135","t136","t137","t95","t120","t121","t103","t104","t39","t89","t90","t74","t99","t100","t72","t61","t62","t69","t71","t126","t127","t28","t29","t25","t48","t50","t93","t94","t47","t96","t106","t107","t54","t55","t51","t57","t58","t31","t11","t17","t77","t78","t49","t34","t15","t19","t23","t24","t4","t5","t2","t3"
"t1",0,5.47173375133,5.47173375128,5.47173375128,3.79274041473,3.30840661306,5.47173375163,5.47173375183,5.47173375183,5.47173375183,5.47173375183,5.47173375213,5.45627651713,5.471733751838,5.471733751838,5.47173375183,3.33385338523,2.20910770283,4.5071461482,5.47173375164,5.47173375174,5.47173375174,5.47173375174,5.47173375174,5.4717337517,5.4717337518,5.4717337518,5.4717337519,5.0813748474,5.47173375169,5.47173375179,5.47173375179,5.47173375179,5.47173375172,4.1315471972,3.59147494178,5.77550100305,5.77550100305,5.77550100312,5.77550100312,5.77550100342,5.77550100302,5.77550100302,5.77550100302,5.77550100302,5.77550100302,5.77550100302,5.77550100302,5.66411033302,4.31118954652,5.77550100299,5.77550100299,5.77550100302,5.77550100302,3.58443564432,3.82084813988,4.69848493698,5.77550100307,5.77550100307,5.77550100307,5.43663936359,5.77550100308,5.26284857758,3.69041149917,5.77550100388,5.77550100388,5.482600760839,5.77550100388,5.77550100388,5.77550100428,4.99038297339,5.77550100388,3.83570386612,5.7755010029,5.7755010029,5.69837230931,5.77550100294,5.77550100294,5.7755010032,5.7755010032,5.7755010032,5.6068661872,4.36389603478,5.77550100319,5.77550100319,5.77550100322,5.77550100322,5.775501003223,5.77550100322276,5.77550100322276,5.77550100326,5.77550100317,5.77550100317,5.77550100317,5.77550100317,4.96114094737,5.77550100316,5.77550100316,5.7755010031,5.7755010031,5.642158589,5.77550100316,5.77550100316,5.77550100316,5.77550100316,5.77550100317,5.77550100316,5.77550100316,4.60642433976,4.53128482656,4.40355835046,5.6873824096,5.16144618634,5.77550100294,5.77550100294,5.77550100292,5.77550100302,5.77550100302,5.77550100302,5.77550100315,5.77550100315,5.77550100312,5.77550100322,5.77550100322,5.77550100312,3.4164069136,4.22356100167,5.77550100317,5.77550100317,5.15522454347,5.77550100307,5.77550100337,5.77550100247,4.89907048727,5.77550100277,1.72812790137,2.72894076037,1.74159411738,3.31875817318
"t105",5.47173375133,0,0.28460516795,0.28460516795,1.9296706874,3.31612961013,5.4794567487,5.4794567489,5.4794567489,5.4794567489,5.4794567489,5.4794567492,5.4639995142,5.898751224508,5.898751224508,5.8987512245,3.7608708579,4.6305406049,7.06524100313,8.02982860657,8.02982860667,8.02982860667,8.02982860667,8.02982860667,8.02982860663,8.02982860673,8.02982860673,8.02982860683,7.63946970233,8.02982860662,8.02982860672,8.02982860672,8.02982860672,8.02982860665,6.68964205213,7.55207683951,9.73610290078,9.73610290078,9.73610290085,9.73610290085,9.73610290115,9.73610290075,9.73610290075,9.73610290075,9.73610290075,9.73610290075,9.73610290075,9.73610290075,9.62471223075,8.27179144425,9.73610290072,9.73610290072,9.73610290075,9.73610290075,7.54503754205,7.78145003761,8.65908683471,9.7361029008,9.7361029008,9.7361029008,9.39724126132,9.73610290081,9.22345047531,7.6510133969,9.73610290161,9.73610290161,9.443202658569,9.73610290161,9.73610290161,9.73610290201,8.95098487112,9.73610290161,7.79630576385,9.73610290063,9.73610290063,9.65897420704,9.73610290067,9.73610290067,9.73610290093,9.73610290093,9.73610290093,9.56746808493,8.32449793251,9.73610290092,9.73610290092,9.73610290095,9.73610290095,9.736102900953,9.73610290095276,9.73610290095276,9.73610290099,9.7361029009,9.7361029009,9.7361029009,9.7361029009,8.9217428451,9.73610290089,9.73610290089,9.73610290083,9.73610290083,9.60276048673,9.73610290089,9.73610290089,9.73610290089,9.73610290089,9.7361029009,9.73610290089,9.73610290089,8.56702623749,8.49188672429,8.36416024819,9.64798430733,9.12204808407,9.73610290067,9.73610290067,9.73610290065,9.73610290075,9.73610290075,9.73610290075,9.73610290088,9.73610290088,9.73610290085,9.73610290095,9.73610290095,9.73610290085,7.37700881133,8.1841628994,9.7361029009,9.7361029009,9.1158264412,9.7361029008,9.7361029011,9.7361029002,8.859672385,9.7361029005,5.6887297991,6.6895426581,5.70219601511,7.27936007091
"t116",5.47173375128,0.28460516795,0,0.220161722,1.92967068735,3.31612961008,5.47945674865,5.47945674885,5.47945674885,5.47945674885,5.47945674885,5.47945674915,5.46399951415,5.898751224458,5.898751224458,5.89875122445,3.76087085785,4.63054060485,7.06524100308,8.02982860652,8.02982860662,8.02982860662,8.02982860662,8.02982860662,8.02982860658,8.02982860668,8.02982860668,8.02982860678,7.63946970228,8.02982860657,8.02982860667,8.02982860667,8.02982860667,8.0298286066,6.68964205208,7.55207683946,9.73610290073,9.73610290073,9.7361029008,9.7361029008,9.7361029011,9.7361029007,9.7361029007,9.7361029007,9.7361029007,9.7361029007,9.7361029007,9.7361029007,9.6247122307,8.2717914442,9.73610290067,9.73610290067,9.7361029007,9.7361029007,7.545037542,7.78145003756,8.65908683466,9.73610290075,9.73610290075,9.73610290075,9.39724126127,9.73610290076,9.22345047526,7.65101339685,9.73610290156,9.73610290156,9.443202658519,9.73610290156,9.73610290156,9.73610290196,8.95098487107,9.73610290156,7.7963057638,9.73610290058,9.73610290058,9.65897420699,9.73610290062,9.73610290062,9.73610290088,9.73610290088,9.73610290088,9.56746808488,8.32449793246,9.73610290087,9.73610290087,9.7361029009,9.7361029009,9.736102900903,9.73610290090276,9.73610290090276,9.73610290094,9.73610290085,9.73610290085,9.73610290085,9.73610290085,8.92174284505,9.73610290084,9.73610290084,9.73610290078,9.73610290078,9.60276048668,9.73610290084,9.73610290084,9.73610290084,9.73610290084,9.73610290085,9.73610290084,9.73610290084,8.56702623744,8.49188672424,8.36416024814,9.64798430728,9.12204808402,9.73610290062,9.73610290062,9.7361029006,9.7361029007,9.7361029007,9.7361029007,9.73610290083,9.73610290083,9.7361029008,9.7361029009,9.7361029009,9.7361029008,7.37700881128,8.18416289935,9.73610290085,9.73610290085,9.11582644115,9.73610290075,9.73610290105,9.73610290015,8.85967238495,9.73610290045,5.68872979905,6.68954265805,5.70219601506,7.27936007086
"t117",5.47173375128,0.28460516795,0.220161722,0,1.92967068735,3.31612961008,5.47945674865,5.47945674885,5.47945674885,5.47945674885,5.47945674885,5.47945674915,5.46399951415,5.898751224458,5.898751224458,5.89875122445,3.76087085785,4.63054060485,7.06524100308,8.02982860652,8.02982860662,8.02982860662,8.02982860662,8.02982860662,8.02982860658,8.02982860668,8.02982860668,8.02982860678,7.63946970228,8.02982860657,8.02982860667,8.02982860667,8.02982860667,8.0298286066,6.68964205208,7.55207683946,9.73610290073,9.73610290073,9.7361029008,9.7361029008,9.7361029011,9.7361029007,9.7361029007,9.7361029007,9.7361029007,9.7361029007,9.7361029007,9.7361029007,9.6247122307,8.2717914442,9.73610290067,9.73610290067,9.7361029007,9.7361029007,7.545037542,7.78145003756,8.65908683466,9.73610290075,9.73610290075,9.73610290075,9.39724126127,9.73610290076,9.22345047526,7.65101339685,9.73610290156,9.73610290156,9.443202658519,9.73610290156,9.73610290156,9.73610290196,8.95098487107,9.73610290156,7.7963057638,9.73610290058,9.73610290058,9.65897420699,9.73610290062,9.73610290062,9.73610290088,9.73610290088,9.73610290088,9.56746808488,8.32449793246,9.73610290087,9.73610290087,9.7361029009,9.7361029009,9.736102900903,9.73610290090276,9.73610290090276,9.73610290094,9.73610290085,9.73610290085,9.73610290085,9.73610290085,8.92174284505,9.73610290084,9.73610290084,9.73610290078,9.73610290078,9.60276048668,9.73610290084,9.73610290084,9.73610290084,9.73610290084,9.73610290085,9.73610290084,9.73610290084,8.56702623744,8.49188672424,8.36416024814,9.64798430728,9.12204808402,9.73610290062,9.73610290062,9.7361029006,9.7361029007,9.7361029007,9.7361029007,9.73610290083,9.73610290083,9.7361029008,9.7361029009,9.7361029009,9.7361029008,7.37700881128,8.18416289935,9.73610290085,9.73610290085,9.11582644115,9.73610290075,9.73610290105,9.73610290015,8.85967238495,9.73610290045,5.68872979905,6.68954265805,5.70219601506,7.27936007086
"t20",3.79274041473,1.9296706874,1.92967068735,1.92967068735,0,1.63713627353,3.8004634121,3.8004634123,3.8004634123,3.8004634123,3.8004634123,3.8004634126,3.7850061776,4.219757887908,4.219757887908,4.2197578879,2.0818775213,2.9515472683,5.38624766653,6.35083526997,6.35083527007,6.35083527007,6.35083527007,6.35083527007,6.35083527003,6.35083527013,6.35083527013,6.35083527023,5.96047636573,6.35083527002,6.35083527012,6.35083527012,6.35083527012,6.35083527005,5.01064871553,5.87308350291,8.05710956418,8.05710956418,8.05710956425,8.05710956425,8.05710956455,8.05710956415,8.05710956415,8.05710956415,8.05710956415,8.05710956415,8.05710956415,8.05710956415,7.94571889415,6.59279810765,8.05710956412,8.05710956412,8.05710956415,8.05710956415,5.86604420545,6.10245670101,6.98009349811,8.0571095642,8.0571095642,8.0571095642,7.71824792472,8.05710956421,7.54445713871,5.9720200603,8.05710956501,8.05710956501,7.764209321969,8.05710956501,8.05710956501,8.05710956541,7.27199153452,8.05710956501,6.11731242725,8.05710956403,8.05710956403,7.97998087044,8.05710956407,8.05710956407,8.05710956433,8.05710956433,8.05710956433,7.88847474833,6.64550459591,8.05710956432,8.05710956432,8.05710956435,8.05710956435,8.057109564353,8.05710956435276,8.05710956435276,8.05710956439,8.0571095643,8.0571095643,8.0571095643,8.0571095643,7.2427495085,8.05710956429,8.05710956429,8.05710956423,8.05710956423,7.92376715013,8.05710956429,8.05710956429,8.05710956429,8.05710956429,8.0571095643,8.05710956429,8.05710956429,6.88803290089,6.81289338769,6.68516691159,7.96899097073,7.44305474747,8.05710956407,8.05710956407,8.05710956405,8.05710956415,8.05710956415,8.05710956415,8.05710956428,8.05710956428,8.05710956425,8.05710956435,8.05710956435,8.05710956425,5.69801547473,6.5051695628,8.0571095643,8.0571095643,7.4368331046,8.0571095642,8.0571095645,8.0571095636,7.1806790484,8.0571095639,4.0097364625,5.0105493215,4.02320267851,5.60036673431
"t16",3.30840661306,3.31612961013,3.31612961008,3.31612961008,1.63713627353,0,2.31322450743,2.31322450763,2.31322450763,2.31322450763,2.31322450763,2.59691262693,2.58145539193,3.735424086238,3.735424086238,3.73542408623,1.59754371963,2.46721346663,4.90191386486,5.8665014683,5.8665014684,5.8665014684,5.8665014684,5.8665014684,5.86650146836,5.86650146846,5.86650146846,5.86650146856,5.47614256406,5.86650146835,5.86650146845,5.86650146845,5.86650146845,5.86650146838,4.52631491386,5.38874970124,7.57277576251,7.57277576251,7.57277576258,7.57277576258,7.57277576288,7.57277576248,7.57277576248,7.57277576248,7.57277576248,7.57277576248,7.57277576248,7.57277576248,7.46138509248,6.10846430598,7.57277576245,7.57277576245,7.57277576248,7.57277576248,5.38171040378,5.61812289934,6.49575969644,7.57277576253,7.57277576253,7.57277576253,7.23391412305,7.57277576254,7.06012333704,5.48768625863,7.57277576334,7.57277576334,7.279875520299,7.57277576334,7.57277576334,7.57277576374,6.78765773285,7.57277576334,5.63297862558,7.57277576236,7.57277576236,7.49564706877,7.5727757624,7.5727757624,7.57277576266,7.57277576266,7.57277576266,7.40414094666,6.16117079424,7.57277576265,7.57277576265,7.57277576268,7.57277576268,7.572775762683,7.57277576268276,7.57277576268276,7.57277576272,7.57277576263,7.57277576263,7.57277576263,7.57277576263,6.75841570683,7.57277576262,7.57277576262,7.57277576256,7.57277576256,7.43943334846,7.57277576262,7.57277576262,7.57277576262,7.57277576262,7.57277576263,7.57277576262,7.57277576262,6.40369909922,6.32855958602,6.20083310992,7.48465716906,6.9587209458,7.5727757624,7.5727757624,7.57277576238,7.57277576248,7.57277576248,7.57277576248,7.57277576261,7.57277576261,7.57277576258,7.57277576268,7.57277576268,7.57277576258,5.21368167306,6.02083576113,7.57277576263,7.57277576263,6.95249930293,7.57277576253,7.57277576283,7.57277576193,6.69634524673,7.57277576223,3.52540266083,4.52621551983,3.53886887684,5.11603293264
"t33",5.47173375163,5.4794567487,5.47945674865,5.47945674865,3.8004634121,2.31322450743,0,2.2251432682,2.2251432682,2.2251432682,2.2251432682,4.7602397655,4.7447825305,5.898751224808,5.898751224808,5.8987512248,3.7608708582,4.6305406052,7.06524100343,8.02982860687,8.02982860697,8.02982860697,8.02982860697,8.02982860697,8.02982860693,8.02982860703,8.02982860703,8.02982860713,7.63946970263,8.02982860692,8.02982860702,8.02982860702,8.02982860702,8.02982860695,6.68964205243,7.55207683981,9.73610290108,9.73610290108,9.73610290115,9.73610290115,9.73610290145,9.73610290105,9.73610290105,9.73610290105,9.73610290105,9.73610290105,9.73610290105,9.73610290105,9.62471223105,8.27179144455,9.73610290102,9.73610290102,9.73610290105,9.73610290105,7.54503754235,7.78145003791,8.65908683501,9.7361029011,9.7361029011,9.7361029011,9.39724126162,9.73610290111,9.22345047561,7.6510133972,9.73610290191,9.73610290191,9.443202658869,9.73610290191,9.73610290191,9.73610290231,8.95098487142,9.73610290191,7.79630576415,9.73610290093,9.73610290093,9.65897420734,9.73610290097,9.73610290097,9.73610290123,9.73610290123,9.73610290123,9.56746808523,8.32449793281,9.73610290122,9.73610290122,9.73610290125,9.73610290125,9.736102901253,9.73610290125276,9.73610290125276,9.73610290129,9.7361029012,9.7361029012,9.7361029012,9.7361029012,8.9217428454,9.73610290119,9.73610290119,9.73610290113,9.73610290113,9.60276048703,9.73610290119,9.73610290119,9.73610290119,9.73610290119,9.7361029012,9.73610290119,9.73610290119,8.56702623779,8.49188672459,8.36416024849,9.64798430763,9.12204808437,9.73610290097,9.73610290097,9.73610290095,9.73610290105,9.73610290105,9.73610290105,9.73610290118,9.73610290118,9.73610290115,9.73610290125,9.73610290125,9.73610290115,7.37700881163,8.1841628997,9.7361029012,9.7361029012,9.1158264415,9.7361029011,9.7361029014,9.7361029005,8.8596723853,9.7361029008,5.6887297994,6.6895426584,5.70219601541,7.27936007121
"t59",5.47173375183,5.4794567489,5.47945674885,5.47945674885,3.8004634123,2.31322450763,2.2251432682,0,1.3211935204,1.7557193704,1.7557193704,4.7602397657,4.7447825307,5.898751225008,5.898751225008,5.898751225,3.7608708584,4.6305406054,7.06524100363,8.02982860707,8.02982860717,8.02982860717,8.02982860717,8.02982860717,8.02982860713,8.02982860723,8.02982860723,8.02982860733,7.63946970283,8.02982860712,8.02982860722,8.02982860722,8.02982860722,8.02982860715,6.68964205263,7.55207684001,9.73610290128,9.73610290128,9.73610290135,9.73610290135,9.73610290165,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.62471223125,8.27179144475,9.73610290122,9.73610290122,9.73610290125,9.73610290125,7.54503754255,7.78145003811,8.65908683521,9.7361029013,9.7361029013,9.7361029013,9.39724126182,9.73610290131,9.22345047581,7.6510133974,9.73610290211,9.73610290211,9.443202659069,9.73610290211,9.73610290211,9.73610290251,8.95098487162,9.73610290211,7.79630576435,9.73610290113,9.73610290113,9.65897420754,9.73610290117,9.73610290117,9.73610290143,9.73610290143,9.73610290143,9.56746808543,8.32449793301,9.73610290142,9.73610290142,9.73610290145,9.73610290145,9.736102901453,9.73610290145276,9.73610290145276,9.73610290149,9.7361029014,9.7361029014,9.7361029014,9.7361029014,8.9217428456,9.73610290139,9.73610290139,9.73610290133,9.73610290133,9.60276048723,9.73610290139,9.73610290139,9.73610290139,9.73610290139,9.7361029014,9.73610290139,9.73610290139,8.56702623799,8.49188672479,8.36416024869,9.64798430783,9.12204808457,9.73610290117,9.73610290117,9.73610290115,9.73610290125,9.73610290125,9.73610290125,9.73610290138,9.73610290138,9.73610290135,9.73610290145,9.73610290145,9.73610290135,7.37700881183,8.1841628999,9.7361029014,9.7361029014,9.1158264417,9.7361029013,9.7361029016,9.7361029007,8.8596723855,9.736102901,5.6887297996,6.6895426586,5.70219601561,7.27936007141
"t60",5.47173375183,5.4794567489,5.47945674885,5.47945674885,3.8004634123,2.31322450763,2.2251432682,1.3211935204,0,1.7557193704,1.7557193704,4.7602397657,4.7447825307,5.898751225008,5.898751225008,5.898751225,3.7608708584,4.6305406054,7.06524100363,8.02982860707,8.02982860717,8.02982860717,8.02982860717,8.02982860717,8.02982860713,8.02982860723,8.02982860723,8.02982860733,7.63946970283,8.02982860712,8.02982860722,8.02982860722,8.02982860722,8.02982860715,6.68964205263,7.55207684001,9.73610290128,9.73610290128,9.73610290135,9.73610290135,9.73610290165,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.62471223125,8.27179144475,9.73610290122,9.73610290122,9.73610290125,9.73610290125,7.54503754255,7.78145003811,8.65908683521,9.7361029013,9.7361029013,9.7361029013,9.39724126182,9.73610290131,9.22345047581,7.6510133974,9.73610290211,9.73610290211,9.443202659069,9.73610290211,9.73610290211,9.73610290251,8.95098487162,9.73610290211,7.79630576435,9.73610290113,9.73610290113,9.65897420754,9.73610290117,9.73610290117,9.73610290143,9.73610290143,9.73610290143,9.56746808543,8.32449793301,9.73610290142,9.73610290142,9.73610290145,9.73610290145,9.736102901453,9.73610290145276,9.73610290145276,9.73610290149,9.7361029014,9.7361029014,9.7361029014,9.7361029014,8.9217428456,9.73610290139,9.73610290139,9.73610290133,9.73610290133,9.60276048723,9.73610290139,9.73610290139,9.73610290139,9.73610290139,9.7361029014,9.73610290139,9.73610290139,8.56702623799,8.49188672479,8.36416024869,9.64798430783,9.12204808457,9.73610290117,9.73610290117,9.73610290115,9.73610290125,9.73610290125,9.73610290125,9.73610290138,9.73610290138,9.73610290135,9.73610290145,9.73610290145,9.73610290135,7.37700881183,8.1841628999,9.7361029014,9.7361029014,9.1158264417,9.7361029013,9.7361029016,9.7361029007,8.8596723855,9.736102901,5.6887297996,6.6895426586,5.70219601561,7.27936007141
"t81",5.47173375183,5.4794567489,5.47945674885,5.47945674885,3.8004634123,2.31322450763,2.2251432682,1.7557193704,1.7557193704,0,0.6124890996,4.7602397657,4.7447825307,5.898751225008,5.898751225008,5.898751225,3.7608708584,4.6305406054,7.06524100363,8.02982860707,8.02982860717,8.02982860717,8.02982860717,8.02982860717,8.02982860713,8.02982860723,8.02982860723,8.02982860733,7.63946970283,8.02982860712,8.02982860722,8.02982860722,8.02982860722,8.02982860715,6.68964205263,7.55207684001,9.73610290128,9.73610290128,9.73610290135,9.73610290135,9.73610290165,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.73610290125,9.62471223125,8.27179144475,9.73610290122,9.73610290122,9.73610290125,9.73610290125,7.54503754255,7.78145003811,8.65908683521,9.7361029013,9.7361029013,9.7361029013,9.39724126182,9.73610290131,9.22345047581,7.6510133974,9.73610290211,9.73610290211,9.443202659069,9.73610290211,9.73610290211,9.73610290251,8.95098487162,9.73610290211,7.79630576435,9.73610290113,9.73610290113,9.65897420754,9.73610290117,9.73610290117,9.73610290143,9.73610290143,9.73610290143,9.56746808543,8.32449793301,9.73610290142,9.73610290142,9.73610290145,9.73610290145,9.736102901453,9.73610290145276,9.73610290145276,9.73610290149,9.7361029014,9.7361029014,9.7361029014,9.7361029014,8.9217428456,9.73610290139,9.73610290139,9.73610290133,9.73610290133,9.60276048723,9.73610290139,9.73610290139,9.73610290139,9.73610290139,9.7361029014,9.73610290139,9.73610290139,8.56702623799,8.49188672479,8.36416024869,9.64798430783,9.12204808457,9.73610290117,9.73610290117,9.73610290115,9.73610290125,9.73610290125,9.73610290125,9.73610290138,9.73610290138,9.73610290135,9.73610290145,9.73610290145,9.73610290135,7.37700881183,8.1841628999,9.7361029014,9.7361029014,9.1158264417,9.7361029013,9.7361029016,9.7361029007,8.8596723855,9.736102901,5.6887297996,6.6895426586,5.70219601561,7.27936007141
