"","turnover.rates","eps.values","transition.rates"
"1",0.880294520640746,0.278727542376146,NA
"2",0.296204243553802,0.481482149101794,0.687229670817032
"3",0.927662044763565,0.875119273783639,0.39442947646603
"4",0.579424207564443,0.548666966147721,0.286828517448157
"5",0.880294520640746,0.278727542376146,0.486928503960371
"6",0.296204243553802,0.481482149101794,NA
"7",0.927662044763565,0.875119273783639,0.300453734351322
"8",0.579424207564443,0.548666966147721,0.00417651399038732
"9",0.880294520640746,0.278727542376146,0.660229216795415
"10",0.296204243553802,0.481482149101794,0.118159101810306
"11",0.927662044763565,0.875119273783639,NA
"12",0.579424207564443,0.548666966147721,0.967288521118462
"13",0.880294520640746,0.278727542376146,0.0367002161219716
"14",0.296204243553802,0.481482149101794,0.892016365658492
"15",0.927662044763565,0.875119273783639,0.44666221155785
"16",0.579424207564443,0.548666966147721,NA
