"","t1","t3","t115","t116","t99","t100","t48","t49","t28","t46","t47","t29","t30","t12","t97","t98","t89","t90","t125","t126","t55","t92","t93","t31","t86","t87","t85","t123","t124","t4","t11","t13","t14","t5","t63","t64","t112","t113","t114","t88","t60","t61","t7","t6","t57","t62","t70","t71","t75","t76","t34","t35","t95","t96","t81","t82","t56","t68","t69","t27","t94","t107","t108","t39","t40","t25","t105","t106","t121","t122","t23","t53","t54","t36","t33","t17","t10","t77","t78","t104","t109","t110","t91","t102","t103","t72","t73","t32","t8","t74","t117","t118","t111","t51","t16","t79","t80","t65","t18","t19","t9","t22","t83","t84","t21","t15","t20","t45","t52","t119","t120","t101","t24","t41","t42","t58","t59","t26","t37","t38","t66","t67","t50","t43","t44","t2"
"t25",9.35796239936,6.94796835906,8.58489800629,8.58489800629,8.58489800636,8.58489800636,8.58489800646,8.58489800646,8.58489800646,8.58489800626,8.24908981466,8.58489800624,8.58489800624,8.58489800616,6.85084541406,6.85084541406,6.85084541366,6.85084541366,6.8508454140271,6.8508454140271,6.85084541396,6.85084541396,6.66432624746,5.66243687401,6.25586433371,6.25586433371,6.18518086381,6.255864333697,6.255864333697,4.00901589561,3.51739693516,4.73649686626,3.69144884186,3.35286032146,4.68929493166,4.68929493166,4.68929493173,4.68929493173,4.68929493173,4.68929493176,4.68929493168,4.68929493168,2.95160460296,3.11119141236,4.6079869226,4.60798692253,4.60798692254,4.60798692254,4.3120770651,4.3120770651,4.3120770651,4.3120770656,4.3120770656,4.3120770656,4.3120770656,4.3120770656,2.29969826165,2.29969826168,2.29969826168,2.29969826165,2.29969826165,2.29969826165,2.29969826165,2.0851368224,2.0851368224,0,4.74359698776,4.64381099084,4.743596987765,4.743596987765,4.53644822336,4.74359698785,4.33645082826,4.74359698785,4.04650137006,4.74359698746,5.69156605285,7.21494110405,7.21494110405,7.21494110393,7.13493060946,7.21494110395,7.21494110393,7.21494110383,7.21494110383,7.21494110393,7.21494110393,6.45552676018,7.21494110415,7.21494110405,7.214941104,7.214941104,7.214941104,7.21494110405,5.90263914045,7.21494110416,7.21494110416,7.21494110415,6.29641243215,7.21494110435,5.78530015715,7.21494110376,7.21494110406,7.21494110406,7.21494110445,6.21809650815,6.03987861966,7.21494110405,7.21494110408,7.21494110403,7.21494110403,7.21494110408,7.21494110425,7.21494110405,7.21494110405,7.21494110405,7.21494110405,7.21494110405,7.21494110415,7.21494110415,7.21494110415,7.21494110415,7.21494110415,7.21494110445,7.21494110445,6.49344201336
"t105",9.3579623992,6.9479683589,8.58489800613,8.58489800613,8.5848980062,8.5848980062,8.5848980063,8.5848980063,8.5848980063,8.5848980061,8.2490898145,8.58489800608,8.58489800608,8.584898006,6.8508454139,6.8508454139,6.8508454135,6.8508454135,6.8508454138671,6.8508454138671,6.8508454138,6.8508454138,6.6643262473,5.66243687385,6.25586433355,6.25586433355,6.18518086365,6.255864333537,6.255864333537,4.00901589545,3.517396935,4.7364968661,3.6914488417,3.3528603213,4.7435969877,4.7435969877,4.74359698777,4.74359698777,4.74359698777,4.7435969878,4.74359698772,4.74359698772,3.005906659,3.1654934684,4.74359698816,4.74359698809,4.7435969881,4.7435969881,4.74359698766,4.74359698766,4.74359698766,4.74359698816,4.74359698816,4.74359698816,4.74359698816,4.74359698816,4.74359698821,4.74359698824,4.74359698824,4.74359698821,4.74359698821,4.74359698821,4.74359698821,4.74359698816,4.74359698816,4.74359698776,0,0.15774567908,1.366827421605,1.366827421605,1.956008395,2.74883220029,2.3416860407,2.74883220029,2.0517365825,3.0351019923,5.69156605269,7.21494110389,7.21494110389,7.21494110377,7.1349306093,7.21494110379,7.21494110377,7.21494110367,7.21494110367,7.21494110377,7.21494110377,6.45552676002,7.21494110399,7.21494110389,7.21494110384,7.21494110384,7.21494110384,7.21494110389,5.90263914029,7.214941104,7.214941104,7.21494110399,6.29641243199,7.21494110419,5.78530015699,7.2149411036,7.2149411039,7.2149411039,7.21494110429,6.21809650799,6.0398786195,7.21494110389,7.21494110392,7.21494110387,7.21494110387,7.21494110392,7.21494110409,7.21494110389,7.21494110389,7.21494110389,7.21494110389,7.21494110389,7.21494110399,7.21494110399,7.21494110399,7.21494110399,7.21494110399,7.21494110429,7.21494110429,6.4934420132
"t106",9.25817640228,6.84818236198,8.48511200921,8.48511200921,8.48511200928,8.48511200928,8.48511200938,8.48511200938,8.48511200938,8.48511200918,8.14930381758,8.48511200916,8.48511200916,8.48511200908,6.75105941698,6.75105941698,6.75105941658,6.75105941658,6.7510594169471,6.7510594169471,6.75105941688,6.75105941688,6.56454025038,5.56265087693,6.15607833663,6.15607833663,6.08539486673,6.156078336617,6.156078336617,3.90922989853,3.41761093808,4.63671086918,3.59166284478,3.25307432438,4.64381099078,4.64381099078,4.64381099085,4.64381099085,4.64381099085,4.64381099088,4.6438109908,4.6438109908,2.90612066208,3.06570747148,4.64381099124,4.64381099117,4.64381099118,4.64381099118,4.64381099074,4.64381099074,4.64381099074,4.64381099124,4.64381099124,4.64381099124,4.64381099124,4.64381099124,4.64381099129,4.64381099132,4.64381099132,4.64381099129,4.64381099129,4.64381099129,4.64381099129,4.64381099124,4.64381099124,4.64381099084,0.15774567908,0,1.267041424685,1.267041424685,1.85622239808,2.64904620337,2.24190004378,2.64904620337,1.95195058558,2.93531599538,5.59178005577,7.11515510697,7.11515510697,7.11515510685,7.03514461238,7.11515510687,7.11515510685,7.11515510675,7.11515510675,7.11515510685,7.11515510685,6.3557407631,7.11515510707,7.11515510697,7.11515510692,7.11515510692,7.11515510692,7.11515510697,5.80285314337,7.11515510708,7.11515510708,7.11515510707,6.19662643507,7.11515510727,5.68551416007,7.11515510668,7.11515510698,7.11515510698,7.11515510737,6.11831051107,5.94009262258,7.11515510697,7.115155107,7.11515510695,7.11515510695,7.115155107,7.11515510717,7.11515510697,7.11515510697,7.11515510697,7.11515510697,7.11515510697,7.11515510707,7.11515510707,7.11515510707,7.11515510707,7.11515510707,7.11515510737,7.11515510737,6.39365601628
"t121",9.357962399205,6.947968358905,8.584898006135,8.584898006135,8.584898006205,8.584898006205,8.584898006305,8.584898006305,8.584898006305,8.584898006105,8.249089814505,8.584898006085,8.584898006085,8.584898006005,6.850845413905,6.850845413905,6.850845413505,6.850845413505,6.8508454138721,6.8508454138721,6.850845413805,6.850845413805,6.664326247305,5.662436873855,6.255864333555,6.255864333555,6.185180863655,6.255864333542,6.255864333542,4.009015895455,3.517396935005,4.736496866105,3.691448841705,3.352860321305,4.743596987705,4.743596987705,4.743596987775,4.743596987775,4.743596987775,4.743596987805,4.743596987725,4.743596987725,3.005906659005,3.165493468405,4.743596988165,4.743596988095,4.743596988105,4.743596988105,4.743596987665,4.743596987665,4.743596987665,4.743596988165,4.743596988165,4.743596988165,4.743596988165,4.743596988165,4.743596988215,4.743596988245,4.743596988245,4.743596988215,4.743596988215,4.743596988215,4.743596988215,4.743596988165,4.743596988165,4.743596987765,1.366827421605,1.267041424685,0,0.01117560341,1.956008395005,2.748832200295,2.341686040705,2.748832200295,2.051736582505,3.035101992305,5.691566052695,7.214941103895,7.214941103895,7.214941103775,7.134930609305,7.214941103795,7.214941103775,7.214941103675,7.214941103675,7.214941103775,7.214941103775,6.455526760025,7.214941103995,7.214941103895,7.214941103845,7.214941103845,7.214941103845,7.214941103895,5.902639140295,7.214941104005,7.214941104005,7.214941103995,6.296412431995,7.214941104195,5.785300156995,7.214941103605,7.214941103905,7.214941103905,7.214941104295,6.218096507995,6.039878619505,7.214941103895,7.214941103925,7.214941103875,7.214941103875,7.214941103925,7.214941104095,7.214941103895,7.214941103895,7.214941103895,7.214941103895,7.214941103895,7.214941103995,7.214941103995,7.214941103995,7.214941103995,7.214941103995,7.214941104295,7.214941104295,6.493442013205
"t122",9.357962399205,6.947968358905,8.584898006135,8.584898006135,8.584898006205,8.584898006205,8.584898006305,8.584898006305,8.584898006305,8.584898006105,8.249089814505,8.584898006085,8.584898006085,8.584898006005,6.850845413905,6.850845413905,6.850845413505,6.850845413505,6.8508454138721,6.8508454138721,6.850845413805,6.850845413805,6.664326247305,5.662436873855,6.255864333555,6.255864333555,6.185180863655,6.255864333542,6.255864333542,4.009015895455,3.517396935005,4.736496866105,3.691448841705,3.352860321305,4.743596987705,4.743596987705,4.743596987775,4.743596987775,4.743596987775,4.743596987805,4.743596987725,4.743596987725,3.005906659005,3.165493468405,4.743596988165,4.743596988095,4.743596988105,4.743596988105,4.743596987665,4.743596987665,4.743596987665,4.743596988165,4.743596988165,4.743596988165,4.743596988165,4.743596988165,4.743596988215,4.743596988245,4.743596988245,4.743596988215,4.743596988215,4.743596988215,4.743596988215,4.743596988165,4.743596988165,4.743596987765,1.366827421605,1.267041424685,0.01117560341,0,1.956008395005,2.748832200295,2.341686040705,2.748832200295,2.051736582505,3.035101992305,5.691566052695,7.214941103895,7.214941103895,7.214941103775,7.134930609305,7.214941103795,7.214941103775,7.214941103675,7.214941103675,7.214941103775,7.214941103775,6.455526760025,7.214941103995,7.214941103895,7.214941103845,7.214941103845,7.214941103845,7.214941103895,5.902639140295,7.214941104005,7.214941104005,7.214941103995,6.296412431995,7.214941104195,5.785300156995,7.214941103605,7.214941103905,7.214941103905,7.214941104295,6.218096507995,6.039878619505,7.214941103895,7.214941103925,7.214941103875,7.214941103875,7.214941103925,7.214941104095,7.214941103895,7.214941103895,7.214941103895,7.214941103895,7.214941103895,7.214941103995,7.214941103995,7.214941103995,7.214941103995,7.214941103995,7.214941104295,7.214941104295,6.493442013205
"t23",9.1508136348,6.7408195945,8.37774924173,8.37774924173,8.3777492418,8.3777492418,8.3777492419,8.3777492419,8.3777492419,8.3777492417,8.0419410501,8.37774924168,8.37774924168,8.3777492416,6.6436966495,6.6436966495,6.6436966491,6.6436966491,6.6436966494671,6.6436966494671,6.6436966494,6.6436966494,6.4571774829,5.45528810945,6.04871556915,6.04871556915,5.97803209925,6.048715569137,6.048715569137,3.80186713105,3.3102481706,4.5293481017,3.4843000773,3.1457115569,4.5364482233,4.5364482233,4.53644822337,4.53644822337,4.53644822337,4.5364482234,4.53644822332,4.53644822332,2.7987578946,2.958344704,4.53644822376,4.53644822369,4.5364482237,4.5364482237,4.53644822326,4.53644822326,4.53644822326,4.53644822376,4.53644822376,4.53644822376,4.53644822376,4.53644822376,4.53644822381,4.53644822384,4.53644822384,4.53644822381,4.53644822381,4.53644822381,4.53644822381,4.53644822376,4.53644822376,4.53644822336,1.956008395,1.85622239808,1.956008395005,1.956008395005,0,2.54168343589,2.1345372763,2.54168343589,1.8445878181,2.8279532279,5.48441728829,7.00779233949,7.00779233949,7.00779233937,6.9277818449,7.00779233939,7.00779233937,7.00779233927,7.00779233927,7.00779233937,7.00779233937,6.24837799562,7.00779233959,7.00779233949,7.00779233944,7.00779233944,7.00779233944,7.00779233949,5.69549037589,7.0077923396,7.0077923396,7.00779233959,6.08926366759,7.00779233979,5.57815139259,7.0077923392,7.0077923395,7.0077923395,7.00779233989,6.01094774359,5.8327298551,7.00779233949,7.00779233952,7.00779233947,7.00779233947,7.00779233952,7.00779233969,7.00779233949,7.00779233949,7.00779233949,7.00779233949,7.00779233949,7.00779233959,7.00779233959,7.00779233959,7.00779233959,7.00779233959,7.00779233989,7.00779233989,6.2862932488
"t53",9.35796239929,6.94796835899,8.58489800622,8.58489800622,8.58489800629,8.58489800629,8.58489800639,8.58489800639,8.58489800639,8.58489800619,8.24908981459,8.58489800617,8.58489800617,8.58489800609,6.85084541399,6.85084541399,6.85084541359,6.85084541359,6.8508454139571,6.8508454139571,6.85084541389,6.85084541389,6.66432624739,5.66243687394,6.25586433364,6.25586433364,6.18518086374,6.255864333627,6.255864333627,4.00901589554,3.51739693509,4.73649686619,3.69144884179,3.35286032139,4.74359698779,4.74359698779,4.74359698786,4.74359698786,4.74359698786,4.74359698789,4.74359698781,4.74359698781,3.00590665909,3.16549346849,4.74359698825,4.74359698818,4.74359698819,4.74359698819,4.74359698775,4.74359698775,4.74359698775,4.74359698825,4.74359698825,4.74359698825,4.74359698825,4.74359698825,4.7435969883,4.74359698833,4.74359698833,4.7435969883,4.7435969883,4.7435969883,4.7435969883,4.74359698825,4.74359698825,4.74359698785,2.74883220029,2.64904620337,2.748832200295,2.748832200295,2.54168343589,0,0.60275708901,1.5348838904,0.95946442679,3.03510199239,5.69156605278,7.21494110398,7.21494110398,7.21494110386,7.13493060939,7.21494110388,7.21494110386,7.21494110376,7.21494110376,7.21494110386,7.21494110386,6.45552676011,7.21494110408,7.21494110398,7.21494110393,7.21494110393,7.21494110393,7.21494110398,5.90263914038,7.21494110409,7.21494110409,7.21494110408,6.29641243208,7.21494110428,5.78530015708,7.21494110369,7.21494110399,7.21494110399,7.21494110438,6.21809650808,6.03987861959,7.21494110398,7.21494110401,7.21494110396,7.21494110396,7.21494110401,7.21494110418,7.21494110398,7.21494110398,7.21494110398,7.21494110398,7.21494110398,7.21494110408,7.21494110408,7.21494110408,7.21494110408,7.21494110408,7.21494110438,7.21494110438,6.49344201329
"t54",8.9508162397,6.5408221994,8.17775184663,8.17775184663,8.1777518467,8.1777518467,8.1777518468,8.1777518468,8.1777518468,8.1777518466,7.841943655,8.17775184658,8.17775184658,8.1777518465,6.4436992544,6.4436992544,6.443699254,6.443699254,6.4436992543671,6.4436992543671,6.4436992543,6.4436992543,6.2571800878,5.25529071435,5.84871817405,5.84871817405,5.77803470415,5.848718174037,5.848718174037,3.60186973595,3.1102507755,4.3293507066,3.2843026822,2.9457141618,4.3364508282,4.3364508282,4.33645082827,4.33645082827,4.33645082827,4.3364508283,4.33645082822,4.33645082822,2.5987604995,2.7583473089,4.33645082866,4.33645082859,4.3364508286,4.3364508286,4.33645082816,4.33645082816,4.33645082816,4.33645082866,4.33645082866,4.33645082866,4.33645082866,4.33645082866,4.33645082871,4.33645082874,4.33645082874,4.33645082871,4.33645082871,4.33645082871,4.33645082871,4.33645082866,4.33645082866,4.33645082826,2.3416860407,2.24190004378,2.341686040705,2.341686040705,2.1345372763,0.60275708901,0,1.12773773081,0.5523182672,2.6279558328,5.28441989319,6.80779494439,6.80779494439,6.80779494427,6.7277844498,6.80779494429,6.80779494427,6.80779494417,6.80779494417,6.80779494427,6.80779494427,6.04838060052,6.80779494449,6.80779494439,6.80779494434,6.80779494434,6.80779494434,6.80779494439,5.49549298079,6.8077949445,6.8077949445,6.80779494449,5.88926627249,6.80779494469,5.37815399749,6.8077949441,6.8077949444,6.8077949444,6.80779494479,5.81095034849,5.63273246,6.80779494439,6.80779494442,6.80779494437,6.80779494437,6.80779494442,6.80779494459,6.80779494439,6.80779494439,6.80779494439,6.80779494439,6.80779494439,6.80779494449,6.80779494449,6.80779494449,6.80779494449,6.80779494449,6.80779494479,6.80779494479,6.0862958537
"t36",9.35796239929,6.94796835899,8.58489800622,8.58489800622,8.58489800629,8.58489800629,8.58489800639,8.58489800639,8.58489800639,8.58489800619,8.24908981459,8.58489800617,8.58489800617,8.58489800609,6.85084541399,6.85084541399,6.85084541359,6.85084541359,6.8508454139571,6.8508454139571,6.85084541389,6.85084541389,6.66432624739,5.66243687394,6.25586433364,6.25586433364,6.18518086374,6.255864333627,6.255864333627,4.00901589554,3.51739693509,4.73649686619,3.69144884179,3.35286032139,4.74359698779,4.74359698779,4.74359698786,4.74359698786,4.74359698786,4.74359698789,4.74359698781,4.74359698781,3.00590665909,3.16549346849,4.74359698825,4.74359698818,4.74359698819,4.74359698819,4.74359698775,4.74359698775,4.74359698775,4.74359698825,4.74359698825,4.74359698825,4.74359698825,4.74359698825,4.7435969883,4.74359698833,4.74359698833,4.7435969883,4.7435969883,4.7435969883,4.7435969883,4.74359698825,4.74359698825,4.74359698785,2.74883220029,2.64904620337,2.748832200295,2.748832200295,2.54168343589,1.5348838904,1.12773773081,0,0.95946442679,3.03510199239,5.69156605278,7.21494110398,7.21494110398,7.21494110386,7.13493060939,7.21494110388,7.21494110386,7.21494110376,7.21494110376,7.21494110386,7.21494110386,6.45552676011,7.21494110408,7.21494110398,7.21494110393,7.21494110393,7.21494110393,7.21494110398,5.90263914038,7.21494110409,7.21494110409,7.21494110408,6.29641243208,7.21494110428,5.78530015708,7.21494110369,7.21494110399,7.21494110399,7.21494110438,6.21809650808,6.03987861959,7.21494110398,7.21494110401,7.21494110396,7.21494110396,7.21494110401,7.21494110418,7.21494110398,7.21494110398,7.21494110398,7.21494110398,7.21494110398,7.21494110408,7.21494110408,7.21494110408,7.21494110408,7.21494110408,7.21494110438,7.21494110438,6.49344201329
"t33",8.6608667815,6.2508727412,7.88780238843,7.88780238843,7.8878023885,7.8878023885,7.8878023886,7.8878023886,7.8878023886,7.8878023884,7.5519941968,7.88780238838,7.88780238838,7.8878023883,6.1537497962,6.1537497962,6.1537497958,6.1537497958,6.1537497961671,6.1537497961671,6.1537497961,6.1537497961,5.9672306296,4.96534125615,5.55876871585,5.55876871585,5.48808524595,5.558768715837,5.558768715837,3.31192027775,2.8203013173,4.0394012484,2.994353224,2.6557647036,4.04650137,4.04650137,4.04650137007,4.04650137007,4.04650137007,4.0465013701,4.04650137002,4.04650137002,2.3088110413,2.4683978507,4.04650137046,4.04650137039,4.0465013704,4.0465013704,4.04650136996,4.04650136996,4.04650136996,4.04650137046,4.04650137046,4.04650137046,4.04650137046,4.04650137046,4.04650137051,4.04650137054,4.04650137054,4.04650137051,4.04650137051,4.04650137051,4.04650137051,4.04650137046,4.04650137046,4.04650137006,2.0517365825,1.95195058558,2.051736582505,2.051736582505,1.8445878181,0.95946442679,0.5523182672,0.95946442679,0,2.3380063746,4.99447043499,6.51784548619,6.51784548619,6.51784548607,6.4378349916,6.51784548609,6.51784548607,6.51784548597,6.51784548597,6.51784548607,6.51784548607,5.75843114232,6.51784548629,6.51784548619,6.51784548614,6.51784548614,6.51784548614,6.51784548619,5.20554352259,6.5178454863,6.5178454863,6.51784548629,5.59931681429,6.51784548649,5.08820453929,6.5178454859,6.5178454862,6.5178454862,6.51784548659,5.52100089029,5.3427830018,6.51784548619,6.51784548622,6.51784548617,6.51784548617,6.51784548622,6.51784548639,6.51784548619,6.51784548619,6.51784548619,6.51784548619,6.51784548619,6.51784548629,6.51784548629,6.51784548629,6.51784548629,6.51784548629,6.51784548659,6.51784548659,5.7963463955
"t17",9.3579623989,6.9479683586,8.58489800583,8.58489800583,8.5848980059,8.5848980059,8.584898006,8.584898006,8.584898006,8.5848980058,8.2490898142,8.58489800578,8.58489800578,8.5848980057,6.8508454136,6.8508454136,6.8508454132,6.8508454132,6.8508454135671,6.8508454135671,6.8508454135,6.8508454135,6.664326247,5.66243687355,6.25586433325,6.25586433325,6.18518086335,6.255864333237,6.255864333237,4.00901589515,3.5173969347,4.7364968658,3.6914488414,3.352860321,4.7435969874,4.7435969874,4.74359698747,4.74359698747,4.74359698747,4.7435969875,4.74359698742,4.74359698742,3.0059066587,3.1654934681,4.74359698786,4.74359698779,4.7435969878,4.7435969878,4.74359698736,4.74359698736,4.74359698736,4.74359698786,4.74359698786,4.74359698786,4.74359698786,4.74359698786,4.74359698791,4.74359698794,4.74359698794,4.74359698791,4.74359698791,4.74359698791,4.74359698791,4.74359698786,4.74359698786,4.74359698746,3.0351019923,2.93531599538,3.035101992305,3.035101992305,2.8279532279,3.03510199239,2.6279558328,3.03510199239,2.3380063746,0,5.69156605239,7.21494110359,7.21494110359,7.21494110347,7.134930609,7.21494110349,7.21494110347,7.21494110337,7.21494110337,7.21494110347,7.21494110347,6.45552675972,7.21494110369,7.21494110359,7.21494110354,7.21494110354,7.21494110354,7.21494110359,5.90263913999,7.2149411037,7.2149411037,7.21494110369,6.29641243169,7.21494110389,5.78530015669,7.2149411033,7.2149411036,7.2149411036,7.21494110399,6.21809650769,6.0398786192,7.21494110359,7.21494110362,7.21494110357,7.21494110357,7.21494110362,7.21494110379,7.21494110359,7.21494110359,7.21494110359,7.21494110359,7.21494110359,7.21494110369,7.21494110369,7.21494110369,7.21494110369,7.21494110369,7.21494110399,7.21494110399,6.4934420129
"t10",7.83458734829,5.42459330799,7.06152295522,7.06152295522,7.06152295529,7.06152295529,7.06152295539,7.06152295539,7.06152295539,7.06152295519,6.72571476359,7.06152295517,7.06152295517,7.06152295509,5.69156605319,5.69156605319,5.69156605279,5.69156605279,5.6915660531571,5.6915660531571,5.69156605309,5.69156605309,5.50504688659,5.09813859334,5.69156605304,5.69156605304,5.62088258314,5.691566053027,5.691566053027,3.44471761494,4.12597744829,5.34507737939,4.30002935499,3.96144083459,5.69156605279,5.69156605279,5.69156605286,5.69156605286,5.69156605286,5.69156605289,5.69156605281,5.69156605281,3.95387572409,4.11346253349,5.69156605325,5.69156605318,5.69156605319,5.69156605319,5.69156605275,5.69156605275,5.69156605275,5.69156605325,5.69156605325,5.69156605325,5.69156605325,5.69156605325,5.6915660533,5.69156605333,5.69156605333,5.6915660533,5.6915660533,5.6915660533,5.6915660533,5.69156605325,5.69156605325,5.69156605285,5.69156605269,5.59178005577,5.691566052695,5.691566052695,5.48441728829,5.69156605278,5.28441989319,5.69156605278,4.99447043499,5.69156605239,0,2.0080110098,2.0080110098,2.00801100968,1.92800051521,2.0080110097,2.00801100968,2.00801100958,2.00801100958,2.00801100968,2.00801100968,1.24859666593,2.7386824861,2.738682486,2.73868248595,2.73868248595,2.73868248595,2.738682486,1.4263805224,3.63258948851,3.63258948851,3.6325894885,4.6436856003,5.5622142725,4.1325733253,5.56221427191,5.56221427221,5.56221427221,5.5622142726,4.5653696763,4.38715178781,5.5622142722,5.56221427223,5.56221427218,5.56221427218,5.56221427223,5.5622142724,5.5622142722,5.5622142722,5.5622142722,5.5622142722,5.5622142722,5.5622142723,5.5622142723,5.5622142723,5.5622142723,5.5622142723,5.5622142726,5.5622142726,4.97006696229
"t77",9.35796239949,6.94796835919,8.58489800642,8.58489800642,8.58489800649,8.58489800649,8.58489800659,8.58489800659,8.58489800659,8.58489800639,8.24908981479,8.58489800637,8.58489800637,8.58489800629,7.21494110439,7.21494110439,7.21494110399,7.21494110399,7.2149411043571,7.2149411043571,7.21494110429,7.21494110429,7.02842193779,6.62151364454,7.21494110424,7.21494110424,7.14425763434,7.214941104227,7.214941104227,4.96809266614,5.64935249949,6.86845243059,5.82340440619,5.48481588579,7.21494110399,7.21494110399,7.21494110406,7.21494110406,7.21494110406,7.21494110409,7.21494110401,7.21494110401,5.47725077529,5.63683758469,7.21494110445,7.21494110438,7.21494110439,7.21494110439,7.21494110395,7.21494110395,7.21494110395,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.2149411045,7.21494110453,7.21494110453,7.2149411045,7.2149411045,7.2149411045,7.2149411045,7.21494110445,7.21494110445,7.21494110405,7.21494110389,7.11515510697,7.214941103895,7.214941103895,7.00779233949,7.21494110398,6.80779494439,7.21494110398,6.51784548619,7.21494110359,2.0080110098,0,0.6769453254,2.84312372728,2.76311323281,2.8431237273,2.84312372728,2.84312372718,2.84312372718,2.84312372728,2.84312372728,2.08370938353,4.2620575373,4.2620575372,4.26205753715,4.26205753715,4.26205753715,4.2620575372,2.9497555736,5.15596453971,5.15596453971,5.1559645397,6.1670606515,7.0855893237,5.6559483765,7.08558932311,7.08558932341,7.08558932341,7.0855893238,6.0887447275,5.91052683901,7.0855893234,7.08558932343,7.08558932338,7.08558932338,7.08558932343,7.0855893236,7.0855893234,7.0855893234,7.0855893234,7.0855893234,7.0855893234,7.0855893235,7.0855893235,7.0855893235,7.0855893235,7.0855893235,7.0855893238,7.0855893238,6.49344201349
"t78",9.35796239949,6.94796835919,8.58489800642,8.58489800642,8.58489800649,8.58489800649,8.58489800659,8.58489800659,8.58489800659,8.58489800639,8.24908981479,8.58489800637,8.58489800637,8.58489800629,7.21494110439,7.21494110439,7.21494110399,7.21494110399,7.2149411043571,7.2149411043571,7.21494110429,7.21494110429,7.02842193779,6.62151364454,7.21494110424,7.21494110424,7.14425763434,7.214941104227,7.214941104227,4.96809266614,5.64935249949,6.86845243059,5.82340440619,5.48481588579,7.21494110399,7.21494110399,7.21494110406,7.21494110406,7.21494110406,7.21494110409,7.21494110401,7.21494110401,5.47725077529,5.63683758469,7.21494110445,7.21494110438,7.21494110439,7.21494110439,7.21494110395,7.21494110395,7.21494110395,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.2149411045,7.21494110453,7.21494110453,7.2149411045,7.2149411045,7.2149411045,7.2149411045,7.21494110445,7.21494110445,7.21494110405,7.21494110389,7.11515510697,7.214941103895,7.214941103895,7.00779233949,7.21494110398,6.80779494439,7.21494110398,6.51784548619,7.21494110359,2.0080110098,0.6769453254,0,2.84312372728,2.76311323281,2.8431237273,2.84312372728,2.84312372718,2.84312372718,2.84312372728,2.84312372728,2.08370938353,4.2620575373,4.2620575372,4.26205753715,4.26205753715,4.26205753715,4.2620575372,2.9497555736,5.15596453971,5.15596453971,5.1559645397,6.1670606515,7.0855893237,5.6559483765,7.08558932311,7.08558932341,7.08558932341,7.0855893238,6.0887447275,5.91052683901,7.0855893234,7.08558932343,7.08558932338,7.08558932338,7.08558932343,7.0855893236,7.0855893234,7.0855893234,7.0855893234,7.0855893234,7.0855893234,7.0855893235,7.0855893235,7.0855893235,7.0855893235,7.0855893235,7.0855893238,7.0855893238,6.49344201349
"t104",9.35796239937,6.94796835907,8.5848980063,8.5848980063,8.58489800637,8.58489800637,8.58489800647,8.58489800647,8.58489800647,8.58489800627,8.24908981467,8.58489800625,8.58489800625,8.58489800617,7.21494110427,7.21494110427,7.21494110387,7.21494110387,7.2149411042371,7.2149411042371,7.21494110417,7.21494110417,7.02842193767,6.62151364442,7.21494110412,7.21494110412,7.14425763422,7.214941104107,7.214941104107,4.96809266602,5.64935249937,6.86845243047,5.82340440607,5.48481588567,7.21494110387,7.21494110387,7.21494110394,7.21494110394,7.21494110394,7.21494110397,7.21494110389,7.21494110389,5.47725077517,5.63683758457,7.21494110433,7.21494110426,7.21494110427,7.21494110427,7.21494110383,7.21494110383,7.21494110383,7.21494110433,7.21494110433,7.21494110433,7.21494110433,7.21494110433,7.21494110438,7.21494110441,7.21494110441,7.21494110438,7.21494110438,7.21494110438,7.21494110438,7.21494110433,7.21494110433,7.21494110393,7.21494110377,7.11515510685,7.214941103775,7.214941103775,7.00779233937,7.21494110386,6.80779494427,7.21494110386,6.51784548607,7.21494110347,2.00801100968,2.84312372728,2.84312372728,0,0.20798406713,0.28799456162,0.7204509434,0.7204509433,0.7204509433,1.4925345722,1.4925345722,0.92026965261,4.26205753718,4.26205753708,4.26205753703,4.26205753703,4.26205753703,4.26205753708,2.94975557348,5.15596453959,5.15596453959,5.15596453958,6.16706065138,7.08558932358,5.65594837638,7.08558932299,7.08558932329,7.08558932329,7.08558932368,6.08874472738,5.91052683889,7.08558932328,7.08558932331,7.08558932326,7.08558932326,7.08558932331,7.08558932348,7.08558932328,7.08558932328,7.08558932328,7.08558932328,7.08558932328,7.08558932338,7.08558932338,7.08558932338,7.08558932338,7.08558932338,7.08558932368,7.08558932368,6.49344201337
