"","t12","t36","t41","t132","t133","t87","t8","t114","t115","t54","t55","t90","t91","t74","t35","t30","t20","t21","t19","t15","t31","t32","t48","t51","t110","t111","t33","t18","t10","t13","t117","t118","t86","t123","t124","t66","t67","t68","t79","t106","t107","t77","t72","t108","t109","t99","t121","t122","t97","t98","t119","t120","t76","t82","t83","t75","t134","t135","t37","t38","t50","t84","t85","t26","t27","t24","t69","t92","t93","t73","t45","t28","t29","t11","t100","t136","t137","t57","t59","t60","t56","t22","t23","t17","t2","t1","t43","t140","t141","t47","t14","t34","t61","t104","t105","t49","t88","t89","t53","t70","t102","t103","t116","t127","t128","t78","t95","t96","t25","t64","t65","t129","t130","t131","t3","t4","t42","t112","t113","t94","t71","t58","t62","t63","t52","t46","t80","t81","t39","t125","t126","t138","t139","t101","t44","t40","t16","t9","t7","t5","t6"
"t12",0,2.2300682908,3.0665548749,3.06655487446,3.06655487446,3.0665548744,3.7871759073,6.13475444815,6.13475444815,6.13475444865,6.13475444865,6.13475444861,6.13475444861,6.13475444871,6.13475444891,5.18690548651,4.41742864421,6.13475444911,4.29680866961,5.68080977791,6.13475444891,5.48233606991,6.13475444841,6.13475444871,6.13475444871,6.13475444871,5.83300621901,6.13475444911,2.95133045936,3.65333051747,6.13475444873,6.13475444873,6.1347544487,6.1347544487,6.1347544487,6.05473769053,6.13475444873,6.13475444873,6.13475444874,6.13475444874,6.13475444874,6.13475444871,6.13475444871,6.13475444866,6.13475444866,6.13475444871,6.13475444871,6.13475444871,6.13475444871,6.13475444871,6.13475444878,6.13475444878,5.96190587688,6.13475444873,6.13475444873,6.13475444878,6.13475444879,6.13475444879,6.13475444911,4.95219491891,6.03315576501,6.13475444881,6.13475444881,4.49417105474,6.13475444884,6.13475444831,6.13475444901,6.13475444907,6.13475444907,6.13475444907,6.13475444951,5.35250094675,6.13475444885,3.77260415075,6.13475444855,6.1347544485,6.1347544485,6.13475444855,5.371128835,6.13475444851,6.13475444855,5.65555905775,6.13475444875,6.13475444845,3.45753016996,5.30484179899,10.44335363063,11.079353597978,11.079353597978,11.07935359765,11.07935359753,10.27352984209,11.079353597412,11.079353597412,11.079353597412,11.079353597112,11.07935359742,11.07935359742,10.43341784132,11.07935359742,11.07935359742,10.88227308522,11.07935359732,11.07935359732,11.07935359732,11.07935359742,11.07935359742,11.07935359742,9.90234436789,11.07935359789,11.07935359789,11.07935359789,11.07935359787,11.07935359787,9.35196451959,6.1937555855,10.0846139694,11.07935359739,11.07935359739,11.07935359739,10.57969351159,11.07935359739,11.07935359749,10.43686745029,10.81430915679,10.5588649768,11.0793535983,10.8074554342,10.811698211,11.07935359791,11.07935359791,11.07935359794,11.07935359794,11.07935359799,11.07935359761,11.07935359754,9.9290851134,9.2571346669,7.6493490389,6.8790156317,6.8454392384
"t36",2.2300682908,0,2.4115014917,2.41150149126,2.41150149126,2.4115014912,5.0183790849,7.36595762575,7.36595762575,7.36595762625,7.36595762625,7.36595762621,7.36595762621,7.36595762631,7.36595762651,6.41810866411,5.64863182181,7.36595762671,5.52801184721,6.91201295551,7.36595762651,6.71353924751,7.36595762601,7.36595762631,7.36595762631,7.36595762631,7.06420939661,7.36595762671,4.18253363696,4.88453369507,7.36595762633,7.36595762633,7.3659576263,7.3659576263,7.3659576263,7.28594086813,7.36595762633,7.36595762633,7.36595762634,7.36595762634,7.36595762634,7.36595762631,7.36595762631,7.36595762626,7.36595762626,7.36595762631,7.36595762631,7.36595762631,7.36595762631,7.36595762631,7.36595762638,7.36595762638,7.19310905448,7.36595762633,7.36595762633,7.36595762638,7.36595762639,7.36595762639,7.36595762671,6.18339809651,7.26435894261,7.36595762641,7.36595762641,5.72537423234,7.36595762644,7.36595762591,7.36595762661,7.36595762667,7.36595762667,7.36595762667,7.36595762711,6.58370412435,7.36595762645,5.00380732835,7.36595762615,7.3659576261,7.3659576261,7.36595762615,6.6023320126,7.36595762611,7.36595762615,6.88676223535,7.36595762635,7.36595762605,4.68873334756,6.53604497659,11.67455680823,12.310556775578,12.310556775578,12.31055677525,12.31055677513,11.50473301969,12.310556775012,12.310556775012,12.310556775012,12.310556774712,12.31055677502,12.31055677502,11.66462101892,12.31055677502,12.31055677502,12.11347626282,12.31055677492,12.31055677492,12.31055677492,12.31055677502,12.31055677502,12.31055677502,11.13354754549,12.31055677549,12.31055677549,12.31055677549,12.31055677547,12.31055677547,10.58316769719,7.4249587631,11.315817147,12.31055677499,12.31055677499,12.31055677499,11.81089668919,12.31055677499,12.31055677509,11.66807062789,12.04551233439,11.7900681544,12.3105567759,12.0386586118,12.0429013886,12.31055677551,12.31055677551,12.31055677554,12.31055677554,12.31055677559,12.31055677521,12.31055677514,11.160288291,10.4883378445,8.8805522165,8.1102188093,8.076642416
"t41",3.0665548749,2.4115014917,0,2.55648201156,2.55648201156,2.5564820115,5.854865669,8.20244420985,8.20244420985,8.20244421035,8.20244421035,8.20244421031,8.20244421031,8.20244421041,8.20244421061,7.25459524821,6.48511840591,8.20244421081,6.36449843131,7.74849953961,8.20244421061,7.55002583161,8.20244421011,8.20244421041,8.20244421041,8.20244421041,7.90069598071,8.20244421081,5.01902022106,5.72102027917,8.20244421043,8.20244421043,8.2024442104,8.2024442104,8.2024442104,8.12242745223,8.20244421043,8.20244421043,8.20244421044,8.20244421044,8.20244421044,8.20244421041,8.20244421041,8.20244421036,8.20244421036,8.20244421041,8.20244421041,8.20244421041,8.20244421041,8.20244421041,8.20244421048,8.20244421048,8.02959563858,8.20244421043,8.20244421043,8.20244421048,8.20244421049,8.20244421049,8.20244421081,7.01988468061,8.10084552671,8.20244421051,8.20244421051,6.56186081644,8.20244421054,8.20244421001,8.20244421071,8.20244421077,8.20244421077,8.20244421077,8.20244421121,7.42019070845,8.20244421055,5.84029391245,8.20244421025,8.2024442102,8.2024442102,8.20244421025,7.4388185967,8.20244421021,8.20244421025,7.72324881945,8.20244421045,8.20244421015,5.52521993166,7.37253156069,12.51104339233,13.147043359678,13.147043359678,13.14704335935,13.14704335923,12.34121960379,13.147043359112,13.147043359112,13.147043359112,13.147043358812,13.14704335912,13.14704335912,12.50110760302,13.14704335912,13.14704335912,12.94996284692,13.14704335902,13.14704335902,13.14704335902,13.14704335912,13.14704335912,13.14704335912,11.97003412959,13.14704335959,13.14704335959,13.14704335959,13.14704335957,13.14704335957,11.41965428129,8.2614453472,12.1523037311,13.14704335909,13.14704335909,13.14704335909,12.64738327329,13.14704335909,13.14704335919,12.50455721199,12.88199891849,12.6265547385,13.14704336,12.8751451959,12.8793879727,13.14704335961,13.14704335961,13.14704335964,13.14704335964,13.14704335969,13.14704335931,13.14704335924,11.9967748751,11.3248244286,9.7170388006,8.9467053934,8.9131290001
"t132",3.06655487446,2.41150149126,2.55648201156,0,0.09475330392,0.85743084126,5.85486566856,8.20244420941,8.20244420941,8.20244420991,8.20244420991,8.20244420987,8.20244420987,8.20244420997,8.20244421017,7.25459524777,6.48511840547,8.20244421037,6.36449843087,7.74849953917,8.20244421017,7.55002583117,8.20244420967,8.20244420997,8.20244420997,8.20244420997,7.90069598027,8.20244421037,5.01902022062,5.72102027873,8.20244420999,8.20244420999,8.20244420996,8.20244420996,8.20244420996,8.12242745179,8.20244420999,8.20244420999,8.20244421,8.20244421,8.20244421,8.20244420997,8.20244420997,8.20244420992,8.20244420992,8.20244420997,8.20244420997,8.20244420997,8.20244420997,8.20244420997,8.20244421004,8.20244421004,8.02959563814,8.20244420999,8.20244420999,8.20244421004,8.20244421005,8.20244421005,8.20244421037,7.01988468017,8.10084552627,8.20244421007,8.20244421007,6.561860816,8.2024442101,8.20244420957,8.20244421027,8.20244421033,8.20244421033,8.20244421033,8.20244421077,7.42019070801,8.20244421011,5.84029391201,8.20244420981,8.20244420976,8.20244420976,8.20244420981,7.43881859626,8.20244420977,8.20244420981,7.72324881901,8.20244421001,8.20244420971,5.52521993122,7.37253156025,12.51104339189,13.147043359238,13.147043359238,13.14704335891,13.14704335879,12.34121960335,13.147043358672,13.147043358672,13.147043358672,13.147043358372,13.14704335868,13.14704335868,12.50110760258,13.14704335868,13.14704335868,12.94996284648,13.14704335858,13.14704335858,13.14704335858,13.14704335868,13.14704335868,13.14704335868,11.97003412915,13.14704335915,13.14704335915,13.14704335915,13.14704335913,13.14704335913,11.41965428085,8.26144534676,12.15230373066,13.14704335865,13.14704335865,13.14704335865,12.64738327285,13.14704335865,13.14704335875,12.50455721155,12.88199891805,12.62655473806,13.14704335956,12.87514519546,12.87938797226,13.14704335917,13.14704335917,13.1470433592,13.1470433592,13.14704335925,13.14704335887,13.1470433588,11.99677487466,11.32482442816,9.71703880016,8.94670539296,8.91312899966
"t133",3.06655487446,2.41150149126,2.55648201156,0.09475330392,0,0.85743084126,5.85486566856,8.20244420941,8.20244420941,8.20244420991,8.20244420991,8.20244420987,8.20244420987,8.20244420997,8.20244421017,7.25459524777,6.48511840547,8.20244421037,6.36449843087,7.74849953917,8.20244421017,7.55002583117,8.20244420967,8.20244420997,8.20244420997,8.20244420997,7.90069598027,8.20244421037,5.01902022062,5.72102027873,8.20244420999,8.20244420999,8.20244420996,8.20244420996,8.20244420996,8.12242745179,8.20244420999,8.20244420999,8.20244421,8.20244421,8.20244421,8.20244420997,8.20244420997,8.20244420992,8.20244420992,8.20244420997,8.20244420997,8.20244420997,8.20244420997,8.20244420997,8.20244421004,8.20244421004,8.02959563814,8.20244420999,8.20244420999,8.20244421004,8.20244421005,8.20244421005,8.20244421037,7.01988468017,8.10084552627,8.20244421007,8.20244421007,6.561860816,8.2024442101,8.20244420957,8.20244421027,8.20244421033,8.20244421033,8.20244421033,8.20244421077,7.42019070801,8.20244421011,5.84029391201,8.20244420981,8.20244420976,8.20244420976,8.20244420981,7.43881859626,8.20244420977,8.20244420981,7.72324881901,8.20244421001,8.20244420971,5.52521993122,7.37253156025,12.51104339189,13.147043359238,13.147043359238,13.14704335891,13.14704335879,12.34121960335,13.147043358672,13.147043358672,13.147043358672,13.147043358372,13.14704335868,13.14704335868,12.50110760258,13.14704335868,13.14704335868,12.94996284648,13.14704335858,13.14704335858,13.14704335858,13.14704335868,13.14704335868,13.14704335868,11.97003412915,13.14704335915,13.14704335915,13.14704335915,13.14704335913,13.14704335913,11.41965428085,8.26144534676,12.15230373066,13.14704335865,13.14704335865,13.14704335865,12.64738327285,13.14704335865,13.14704335875,12.50455721155,12.88199891805,12.62655473806,13.14704335956,12.87514519546,12.87938797226,13.14704335917,13.14704335917,13.1470433592,13.1470433592,13.14704335925,13.14704335887,13.1470433588,11.99677487466,11.32482442816,9.71703880016,8.94670539296,8.91312899966
"t87",3.0665548744,2.4115014912,2.5564820115,0.85743084126,0.85743084126,0,5.8548656685,8.20244420935,8.20244420935,8.20244420985,8.20244420985,8.20244420981,8.20244420981,8.20244420991,8.20244421011,7.25459524771,6.48511840541,8.20244421031,6.36449843081,7.74849953911,8.20244421011,7.55002583111,8.20244420961,8.20244420991,8.20244420991,8.20244420991,7.90069598021,8.20244421031,5.01902022056,5.72102027867,8.20244420993,8.20244420993,8.2024442099,8.2024442099,8.2024442099,8.12242745173,8.20244420993,8.20244420993,8.20244420994,8.20244420994,8.20244420994,8.20244420991,8.20244420991,8.20244420986,8.20244420986,8.20244420991,8.20244420991,8.20244420991,8.20244420991,8.20244420991,8.20244420998,8.20244420998,8.02959563808,8.20244420993,8.20244420993,8.20244420998,8.20244420999,8.20244420999,8.20244421031,7.01988468011,8.10084552621,8.20244421001,8.20244421001,6.56186081594,8.20244421004,8.20244420951,8.20244421021,8.20244421027,8.20244421027,8.20244421027,8.20244421071,7.42019070795,8.20244421005,5.84029391195,8.20244420975,8.2024442097,8.2024442097,8.20244420975,7.4388185962,8.20244420971,8.20244420975,7.72324881895,8.20244420995,8.20244420965,5.52521993116,7.37253156019,12.51104339183,13.147043359178,13.147043359178,13.14704335885,13.14704335873,12.34121960329,13.147043358612,13.147043358612,13.147043358612,13.147043358312,13.14704335862,13.14704335862,12.50110760252,13.14704335862,13.14704335862,12.94996284642,13.14704335852,13.14704335852,13.14704335852,13.14704335862,13.14704335862,13.14704335862,11.97003412909,13.14704335909,13.14704335909,13.14704335909,13.14704335907,13.14704335907,11.41965428079,8.2614453467,12.1523037306,13.14704335859,13.14704335859,13.14704335859,12.64738327279,13.14704335859,13.14704335869,12.50455721149,12.88199891799,12.626554738,13.1470433595,12.8751451954,12.8793879722,13.14704335911,13.14704335911,13.14704335914,13.14704335914,13.14704335919,13.14704335881,13.14704335874,11.9967748746,11.3248244281,9.7170388001,8.9467053929,8.9131289996
"t8",3.7871759073,5.0183790849,5.854865669,5.85486566856,5.85486566856,5.8548656685,0,4.83130873285,4.83130873285,4.83130873335,4.83130873335,4.83130873331,4.83130873331,4.83130873341,4.83130873361,3.88345977121,3.11398292891,4.83130873381,2.99336295431,4.37736406261,4.83130873361,4.17889035461,4.83130873311,4.83130873341,4.83130873341,4.83130873341,4.52956050371,4.83130873381,1.64788474406,2.34988480217,4.83130873343,4.83130873343,4.8313087334,4.8313087334,4.8313087334,4.75129197523,4.83130873343,4.83130873343,4.83130873344,4.83130873344,4.83130873344,4.83130873341,4.83130873341,4.83130873336,4.83130873336,4.83130873341,4.83130873341,4.83130873341,4.83130873341,4.83130873341,4.83130873348,4.83130873348,4.65846016158,4.83130873343,4.83130873343,4.83130873348,4.83130873349,4.83130873349,4.83130873381,3.64874920361,4.72971004971,4.83130873351,4.83130873351,3.19072533944,4.83130873354,4.83130873301,4.83130873371,4.83130873377,4.83130873377,4.83130873377,4.83130873421,4.04905523145,4.83130873355,2.46915843545,4.83130873325,4.8313087332,4.8313087332,4.83130873325,4.0676831197,4.83130873321,4.83130873325,4.35211334245,4.83130873345,4.83130873315,3.17764139006,5.02495301909,10.16346485073,10.799464818078,10.799464818078,10.79946481775,10.79946481763,9.99364106219,10.799464817512,10.799464817512,10.799464817512,10.799464817212,10.79946481752,10.79946481752,10.15352906142,10.79946481752,10.79946481752,10.60238430532,10.79946481742,10.79946481742,10.79946481742,10.79946481752,10.79946481752,10.79946481752,9.62245558799,10.79946481799,10.79946481799,10.79946481799,10.79946481797,10.79946481797,9.07207573969,5.9138668056,9.8047251895,10.79946481749,10.79946481749,10.79946481749,10.29980473169,10.79946481749,10.79946481759,10.15697867039,10.53442037689,10.2789761969,10.7994648184,10.5275666543,10.5318094311,10.79946481801,10.79946481801,10.79946481804,10.79946481804,10.79946481809,10.79946481771,10.79946481764,9.6491963335,8.977245887,7.369460259,6.5991268518,6.5655504585
"t114",6.13475444815,7.36595762575,8.20244420985,8.20244420941,8.20244420941,8.20244420935,4.83130873285,0,0.405178083,2.7726591215,2.7726591215,5.68660529346,5.68660529346,5.68660529356,5.68660529376,4.73875633136,3.96927948906,5.68660529396,3.84865951446,5.23266062276,5.68660529376,5.03418691476,5.68660529326,5.68660529356,5.68660529356,5.68660529356,5.38485706386,5.68660529396,3.97128102441,4.67328108252,7.15470501378,7.15470501378,7.15470501375,7.15470501375,7.15470501375,7.07468825558,7.15470501378,7.15470501378,7.15470501379,7.15470501379,7.15470501379,7.15470501376,7.15470501376,7.15470501371,7.15470501371,7.15470501376,7.15470501376,7.15470501376,7.15470501376,7.15470501376,7.15470501383,7.15470501383,6.98185644193,7.15470501378,7.15470501378,7.15470501383,7.15470501384,7.15470501384,7.15470501416,5.97214548396,7.05310633006,7.15470501386,7.15470501386,5.51412161979,7.15470501389,7.15470501336,7.15470501406,7.15470501412,7.15470501412,7.15470501412,7.15470501456,6.3724515118,7.1547050139,4.7925547158,7.1547050136,7.15470501355,7.15470501355,7.1547050136,6.39107940005,7.15470501356,7.1547050136,6.6755096228,7.1547050138,7.1547050135,5.52521993091,7.37253155994,12.51104339158,13.147043358928,13.147043358928,13.1470433586,13.14704335848,12.34121960304,13.147043358362,13.147043358362,13.147043358362,13.147043358062,13.14704335837,13.14704335837,12.50110760227,13.14704335837,13.14704335837,12.94996284617,13.14704335827,13.14704335827,13.14704335827,13.14704335837,13.14704335837,13.14704335837,11.97003412884,13.14704335884,13.14704335884,13.14704335884,13.14704335882,13.14704335882,11.41965428054,8.26144534645,12.15230373035,13.14704335834,13.14704335834,13.14704335834,12.64738327254,13.14704335834,13.14704335844,12.50455721124,12.88199891774,12.62655473775,13.14704335925,12.87514519515,12.87938797195,13.14704335886,13.14704335886,13.14704335889,13.14704335889,13.14704335894,13.14704335856,13.14704335849,11.99677487435,11.32482442785,9.71703879985,8.94670539265,8.91312899935
"t115",6.13475444815,7.36595762575,8.20244420985,8.20244420941,8.20244420941,8.20244420935,4.83130873285,0.405178083,0,2.7726591215,2.7726591215,5.68660529346,5.68660529346,5.68660529356,5.68660529376,4.73875633136,3.96927948906,5.68660529396,3.84865951446,5.23266062276,5.68660529376,5.03418691476,5.68660529326,5.68660529356,5.68660529356,5.68660529356,5.38485706386,5.68660529396,3.97128102441,4.67328108252,7.15470501378,7.15470501378,7.15470501375,7.15470501375,7.15470501375,7.07468825558,7.15470501378,7.15470501378,7.15470501379,7.15470501379,7.15470501379,7.15470501376,7.15470501376,7.15470501371,7.15470501371,7.15470501376,7.15470501376,7.15470501376,7.15470501376,7.15470501376,7.15470501383,7.15470501383,6.98185644193,7.15470501378,7.15470501378,7.15470501383,7.15470501384,7.15470501384,7.15470501416,5.97214548396,7.05310633006,7.15470501386,7.15470501386,5.51412161979,7.15470501389,7.15470501336,7.15470501406,7.15470501412,7.15470501412,7.15470501412,7.15470501456,6.3724515118,7.1547050139,4.7925547158,7.1547050136,7.15470501355,7.15470501355,7.1547050136,6.39107940005,7.15470501356,7.1547050136,6.6755096228,7.1547050138,7.1547050135,5.52521993091,7.37253155994,12.51104339158,13.147043358928,13.147043358928,13.1470433586,13.14704335848,12.34121960304,13.147043358362,13.147043358362,13.147043358362,13.147043358062,13.14704335837,13.14704335837,12.50110760227,13.14704335837,13.14704335837,12.94996284617,13.14704335827,13.14704335827,13.14704335827,13.14704335837,13.14704335837,13.14704335837,11.97003412884,13.14704335884,13.14704335884,13.14704335884,13.14704335882,13.14704335882,11.41965428054,8.26144534645,12.15230373035,13.14704335834,13.14704335834,13.14704335834,12.64738327254,13.14704335834,13.14704335844,12.50455721124,12.88199891774,12.62655473775,13.14704335925,12.87514519515,12.87938797195,13.14704335886,13.14704335886,13.14704335889,13.14704335889,13.14704335894,13.14704335856,13.14704335849,11.99677487435,11.32482442785,9.71703879985,8.94670539265,8.91312899935
"t54",6.13475444865,7.36595762625,8.20244421035,8.20244420991,8.20244420991,8.20244420985,4.83130873335,2.7726591215,2.7726591215,0,1.8278450594,5.68660529396,5.68660529396,5.68660529406,5.68660529426,4.73875633186,3.96927948956,5.68660529446,3.84865951496,5.23266062326,5.68660529426,5.03418691526,5.68660529376,5.68660529406,5.68660529406,5.68660529406,5.38485706436,5.68660529446,3.97128102491,4.67328108302,7.15470501428,7.15470501428,7.15470501425,7.15470501425,7.15470501425,7.07468825608,7.15470501428,7.15470501428,7.15470501429,7.15470501429,7.15470501429,7.15470501426,7.15470501426,7.15470501421,7.15470501421,7.15470501426,7.15470501426,7.15470501426,7.15470501426,7.15470501426,7.15470501433,7.15470501433,6.98185644243,7.15470501428,7.15470501428,7.15470501433,7.15470501434,7.15470501434,7.15470501466,5.97214548446,7.05310633056,7.15470501436,7.15470501436,5.51412162029,7.15470501439,7.15470501386,7.15470501456,7.15470501462,7.15470501462,7.15470501462,7.15470501506,6.3724515123,7.1547050144,4.7925547163,7.1547050141,7.15470501405,7.15470501405,7.1547050141,6.39107940055,7.15470501406,7.1547050141,6.6755096233,7.1547050143,7.154705014,5.52521993141,7.37253156044,12.51104339208,13.147043359428,13.147043359428,13.1470433591,13.14704335898,12.34121960354,13.147043358862,13.147043358862,13.147043358862,13.147043358562,13.14704335887,13.14704335887,12.50110760277,13.14704335887,13.14704335887,12.94996284667,13.14704335877,13.14704335877,13.14704335877,13.14704335887,13.14704335887,13.14704335887,11.97003412934,13.14704335934,13.14704335934,13.14704335934,13.14704335932,13.14704335932,11.41965428104,8.26144534695,12.15230373085,13.14704335884,13.14704335884,13.14704335884,12.64738327304,13.14704335884,13.14704335894,12.50455721174,12.88199891824,12.62655473825,13.14704335975,12.87514519565,12.87938797245,13.14704335936,13.14704335936,13.14704335939,13.14704335939,13.14704335944,13.14704335906,13.14704335899,11.99677487485,11.32482442835,9.71703880035,8.94670539315,8.91312899985
