"","t5","t86","t91","t92","t119","t120","t32","t162","t163","t55","t50","t51","t46","t143","t144","t97","t44","t40","t6","t14","t15","t7","t12","t13","t99","t100","t67","t37","t26","t27","t28","t21","t68","t69","t16","t39","t70","t71","t42","t61","t72","t73","t58","t48","t49","t43","t89","t90","t8","t9","t11","t25","t116","t117","t62","t82","t139","t140","t155","t156","t157","t137","t138","t160","t161","t131","t132","t38","t65","t74","t75","t22","t31","t52","t53","t4","t29","t141","t142","t95","t81","t59","t54","t45","t56","t57","t10","t23","t24","t124","t125","t93","t94","t130","t147","t148","t145","t146","t153","t154","t66","t110","t111","t98","t47","t104","t105","t41","t76","t77","t78","t83","t88","t112","t122","t123","t113","t158","t159","t126","t33","t128","t129","t30","t101","t102","t135","t136","t114","t115","t151","t152","t87","t17","t34","t35","t127","t133","t134","t36","t64","t79","t80","t19","t20","t164","t165","t121","t96","t103","t118","t149","t150","t60","t84","t85","t63","t18","t106","t107","t108","t109","t2","t3","t1"
"t5",0,3.9122783513,3.91227835128,3.91227835128,3.9122783513,3.9122783513,3.1046557897,3.912278351538,3.912278351538,3.5456473518,3.0058399218,3.5935159771,3.9122783519,3.91227835174,3.91227835174,3.9122783517,2.87443318,2.8007436094,1.739817617944,2.514251168544,4.939303367744,2.517790072644,2.41784890463,3.5569855757,4.9393033675,4.9393033675,4.567198404,3.43457124741,3.8886866873,4.939303367,3.0800793514,4.3571328312,4.3797201321,4.9393033671,2.8329945572,3.7240949467,4.3658502457,4.5111426031,3.9159013187,4.93930336744,4.93930336744,4.93930336744,4.9393033674,3.9658237724,4.9393033673,3.9437599046,4.9393033673,4.9393033673,2.55531379101,1.788943329083,2.50462307751,4.87092801961,4.93930336731,4.93930336731,4.93930336741,4.78255533011,4.93930336739,4.93930336739,4.93276512481,4.939303367419,4.939303367419,4.939303367449,4.870178074409,4.939303367414,4.939303367414,4.939303367249,4.825923565889,4.225142988569,4.939303367469,4.939303367569,4.939303367569,3.269652369869,4.30066898051,4.93930336711,4.93930336711,2.7514521108,4.41595494268,5.08376503893,5.08376503893,5.08376503898,4.463153164904,4.48621451688,4.52323003488,3.84483713169,4.89505287898,5.08376503898,5.08376503908,3.10677501708,2.89276913316,5.08376503928,5.08376503928,5.08376503923,5.08376503923,5.0837650391,5.08376503911,5.08376503911,5.08376503916,5.08376503916,5.08376503925,5.08376503925,4.4863192989,5.03780793812,5.08376503842,4.68211730732,3.93129586128,5.08376503858,5.07903004988,4.82284982359,5.08376503889,4.60032381732,5.08376503892,5.08376503889,5.08376503892,5.08376503885,5.08376503885,5.08376503885,5.08376503895,5.08376503896,5.08376503896,5.08376503895,5.08376503885,5.08376503935,5.08376503935,3.48385600538,5.08376503876,5.08376503876,5.08376503878,5.08376503878,4.80202088862,5.08376503868,5.08376503873,5.08376503873,5.08376503878,5.14452290928,5.24060502048,5.54351079558,6.43431061898,6.43431061892,6.43431061892,6.43431062008,5.74167785848,6.43431061968,6.43431061968,4.59320509238,5.78920126028,6.434310619183,6.434310619183,6.43431061921,6.43431061921,6.43431061918,6.43431061918,6.43431061926,6.43431061926,6.430551832992,6.434310619222,6.434310619222,6.434310619222,5.87878145951,6.43431061881,6.43431061881,6.43431061881,6.43431061881,6.83146593018,6.48469285378,6.79151731308
"t86",3.9122783513,0,1.08543741158,1.08543741158,1.8771051306,1.8771051306,4.819559519,5.627182080838,5.627182080838,5.2605510811,4.7207436511,5.3084197064,5.6271820812,5.62718208104,5.62718208104,5.627182081,4.5893369093,4.5156473387,5.121535879244,5.895969429844,8.321021629044,5.899508333944,5.79956716593,6.938703837,8.3210216288,8.3210216288,7.9489166653,6.81628950871,7.2704049486,8.3210216283,6.4617976127,7.7388510925,7.7614383934,8.3210216284,6.2147128185,7.105813208,7.747568507,7.8928608644,7.29761958,8.32102162874,8.32102162874,8.32102162874,8.3210216287,7.3475420337,8.3210216286,7.3254781659,8.3210216286,8.3210216286,5.93703205231,5.170661590383,5.88634133881,8.25264628091,8.32102162861,8.32102162861,8.32102162871,8.16427359141,8.32102162869,8.32102162869,8.31448338611,8.321021628719,8.321021628719,8.321021628749,8.251896335709,8.321021628714,8.321021628714,8.321021628549,8.207641827189,7.606861249869,8.321021628769,8.321021628869,8.321021628869,6.651370631169,7.68238724181,8.32102162841,8.32102162841,6.1331703721,7.79767320398,8.46548330023,8.46548330023,8.46548330028,7.844871426204,7.86793277818,7.90494829618,7.22655539299,8.27677114028,8.46548330028,8.46548330038,6.48849327838,6.27448739446,8.46548330058,8.46548330058,8.46548330053,8.46548330053,8.4654833004,8.46548330041,8.46548330041,8.46548330046,8.46548330046,8.46548330055,8.46548330055,7.8680375602,8.41952619942,8.46548329972,8.06383556862,7.31301412258,8.46548329988,8.46074831118,8.20456808489,8.46548330019,7.98204207862,8.46548330022,8.46548330019,8.46548330022,8.46548330015,8.46548330015,8.46548330015,8.46548330025,8.46548330026,8.46548330026,8.46548330025,8.46548330015,8.46548330065,8.46548330065,6.86557426668,8.46548330006,8.46548330006,8.46548330008,8.46548330008,8.18373914992,8.46548329998,8.46548330003,8.46548330003,8.46548330008,8.52624117058,8.62232328178,8.92522905688,9.81602888028,9.81602888022,9.81602888022,9.81602888138,9.12339611978,9.81602888098,9.81602888098,7.97492335368,9.17091952158,9.816028880483,9.816028880483,9.81602888051,9.81602888051,9.81602888048,9.81602888048,9.81602888056,9.81602888056,9.812270094292,9.816028880522,9.816028880522,9.816028880522,9.26049972081,9.81602888011,9.81602888011,9.81602888011,9.81602888011,10.21318419148,9.86641111508,10.17323557438
"t91",3.91227835128,1.08543741158,0,0.9993703696,1.87710513058,1.87710513058,4.81955951898,5.627182080818,5.627182080818,5.26055108108,4.72074365108,5.30841970638,5.62718208118,5.62718208102,5.62718208102,5.62718208098,4.58933690928,4.51564733868,5.121535879224,5.895969429824,8.321021629024,5.899508333924,5.79956716591,6.93870383698,8.32102162878,8.32102162878,7.94891666528,6.81628950869,7.27040494858,8.32102162828,6.46179761268,7.73885109248,7.76143839338,8.32102162838,6.21471281848,7.10581320798,7.74756850698,7.89286086438,7.29761957998,8.32102162872,8.32102162872,8.32102162872,8.32102162868,7.34754203368,8.32102162858,7.32547816588,8.32102162858,8.32102162858,5.93703205229,5.170661590363,5.88634133879,8.25264628089,8.32102162859,8.32102162859,8.32102162869,8.16427359139,8.32102162867,8.32102162867,8.31448338609,8.321021628699,8.321021628699,8.321021628729,8.251896335689,8.321021628694,8.321021628694,8.321021628529,8.207641827169,7.606861249849,8.321021628749,8.321021628849,8.321021628849,6.651370631149,7.68238724179,8.32102162839,8.32102162839,6.13317037208,7.79767320396,8.46548330021,8.46548330021,8.46548330026,7.844871426184,7.86793277816,7.90494829616,7.22655539297,8.27677114026,8.46548330026,8.46548330036,6.48849327836,6.27448739444,8.46548330056,8.46548330056,8.46548330051,8.46548330051,8.46548330038,8.46548330039,8.46548330039,8.46548330044,8.46548330044,8.46548330053,8.46548330053,7.86803756018,8.4195261994,8.4654832997,8.0638355686,7.31301412256,8.46548329986,8.46074831116,8.20456808487,8.46548330017,7.9820420786,8.4654833002,8.46548330017,8.4654833002,8.46548330013,8.46548330013,8.46548330013,8.46548330023,8.46548330024,8.46548330024,8.46548330023,8.46548330013,8.46548330063,8.46548330063,6.86557426666,8.46548330004,8.46548330004,8.46548330006,8.46548330006,8.1837391499,8.46548329996,8.46548330001,8.46548330001,8.46548330006,8.52624117056,8.62232328176,8.92522905686,9.81602888026,9.8160288802,9.8160288802,9.81602888136,9.12339611976,9.81602888096,9.81602888096,7.97492335366,9.17091952156,9.816028880463,9.816028880463,9.81602888049,9.81602888049,9.81602888046,9.81602888046,9.81602888054,9.81602888054,9.812270094272,9.816028880502,9.816028880502,9.816028880502,9.26049972079,9.81602888009,9.81602888009,9.81602888009,9.81602888009,10.21318419146,9.86641111506,10.17323557436
"t92",3.91227835128,1.08543741158,0.9993703696,0,1.87710513058,1.87710513058,4.81955951898,5.627182080818,5.627182080818,5.26055108108,4.72074365108,5.30841970638,5.62718208118,5.62718208102,5.62718208102,5.62718208098,4.58933690928,4.51564733868,5.121535879224,5.895969429824,8.321021629024,5.899508333924,5.79956716591,6.93870383698,8.32102162878,8.32102162878,7.94891666528,6.81628950869,7.27040494858,8.32102162828,6.46179761268,7.73885109248,7.76143839338,8.32102162838,6.21471281848,7.10581320798,7.74756850698,7.89286086438,7.29761957998,8.32102162872,8.32102162872,8.32102162872,8.32102162868,7.34754203368,8.32102162858,7.32547816588,8.32102162858,8.32102162858,5.93703205229,5.170661590363,5.88634133879,8.25264628089,8.32102162859,8.32102162859,8.32102162869,8.16427359139,8.32102162867,8.32102162867,8.31448338609,8.321021628699,8.321021628699,8.321021628729,8.251896335689,8.321021628694,8.321021628694,8.321021628529,8.207641827169,7.606861249849,8.321021628749,8.321021628849,8.321021628849,6.651370631149,7.68238724179,8.32102162839,8.32102162839,6.13317037208,7.79767320396,8.46548330021,8.46548330021,8.46548330026,7.844871426184,7.86793277816,7.90494829616,7.22655539297,8.27677114026,8.46548330026,8.46548330036,6.48849327836,6.27448739444,8.46548330056,8.46548330056,8.46548330051,8.46548330051,8.46548330038,8.46548330039,8.46548330039,8.46548330044,8.46548330044,8.46548330053,8.46548330053,7.86803756018,8.4195261994,8.4654832997,8.0638355686,7.31301412256,8.46548329986,8.46074831116,8.20456808487,8.46548330017,7.9820420786,8.4654833002,8.46548330017,8.4654833002,8.46548330013,8.46548330013,8.46548330013,8.46548330023,8.46548330024,8.46548330024,8.46548330023,8.46548330013,8.46548330063,8.46548330063,6.86557426666,8.46548330004,8.46548330004,8.46548330006,8.46548330006,8.1837391499,8.46548329996,8.46548330001,8.46548330001,8.46548330006,8.52624117056,8.62232328176,8.92522905686,9.81602888026,9.8160288802,9.8160288802,9.81602888136,9.12339611976,9.81602888096,9.81602888096,7.97492335366,9.17091952156,9.816028880463,9.816028880463,9.81602888049,9.81602888049,9.81602888046,9.81602888046,9.81602888054,9.81602888054,9.812270094272,9.816028880502,9.816028880502,9.816028880502,9.26049972079,9.81602888009,9.81602888009,9.81602888009,9.81602888009,10.21318419146,9.86641111506,10.17323557436
"t119",3.9122783513,1.8771051306,1.87710513058,1.87710513058,0,0.4345698172,4.819559519,5.627182080838,5.627182080838,5.2605510811,4.7207436511,5.3084197064,5.6271820812,5.62718208104,5.62718208104,5.627182081,4.5893369093,4.5156473387,5.121535879244,5.895969429844,8.321021629044,5.899508333944,5.79956716593,6.938703837,8.3210216288,8.3210216288,7.9489166653,6.81628950871,7.2704049486,8.3210216283,6.4617976127,7.7388510925,7.7614383934,8.3210216284,6.2147128185,7.105813208,7.747568507,7.8928608644,7.29761958,8.32102162874,8.32102162874,8.32102162874,8.3210216287,7.3475420337,8.3210216286,7.3254781659,8.3210216286,8.3210216286,5.93703205231,5.170661590383,5.88634133881,8.25264628091,8.32102162861,8.32102162861,8.32102162871,8.16427359141,8.32102162869,8.32102162869,8.31448338611,8.321021628719,8.321021628719,8.321021628749,8.251896335709,8.321021628714,8.321021628714,8.321021628549,8.207641827189,7.606861249869,8.321021628769,8.321021628869,8.321021628869,6.651370631169,7.68238724181,8.32102162841,8.32102162841,6.1331703721,7.79767320398,8.46548330023,8.46548330023,8.46548330028,7.844871426204,7.86793277818,7.90494829618,7.22655539299,8.27677114028,8.46548330028,8.46548330038,6.48849327838,6.27448739446,8.46548330058,8.46548330058,8.46548330053,8.46548330053,8.4654833004,8.46548330041,8.46548330041,8.46548330046,8.46548330046,8.46548330055,8.46548330055,7.8680375602,8.41952619942,8.46548329972,8.06383556862,7.31301412258,8.46548329988,8.46074831118,8.20456808489,8.46548330019,7.98204207862,8.46548330022,8.46548330019,8.46548330022,8.46548330015,8.46548330015,8.46548330015,8.46548330025,8.46548330026,8.46548330026,8.46548330025,8.46548330015,8.46548330065,8.46548330065,6.86557426668,8.46548330006,8.46548330006,8.46548330008,8.46548330008,8.18373914992,8.46548329998,8.46548330003,8.46548330003,8.46548330008,8.52624117058,8.62232328178,8.92522905688,9.81602888028,9.81602888022,9.81602888022,9.81602888138,9.12339611978,9.81602888098,9.81602888098,7.97492335368,9.17091952158,9.816028880483,9.816028880483,9.81602888051,9.81602888051,9.81602888048,9.81602888048,9.81602888056,9.81602888056,9.812270094292,9.816028880522,9.816028880522,9.816028880522,9.26049972081,9.81602888011,9.81602888011,9.81602888011,9.81602888011,10.21318419148,9.86641111508,10.17323557438
"t120",3.9122783513,1.8771051306,1.87710513058,1.87710513058,0.4345698172,0,4.819559519,5.627182080838,5.627182080838,5.2605510811,4.7207436511,5.3084197064,5.6271820812,5.62718208104,5.62718208104,5.627182081,4.5893369093,4.5156473387,5.121535879244,5.895969429844,8.321021629044,5.899508333944,5.79956716593,6.938703837,8.3210216288,8.3210216288,7.9489166653,6.81628950871,7.2704049486,8.3210216283,6.4617976127,7.7388510925,7.7614383934,8.3210216284,6.2147128185,7.105813208,7.747568507,7.8928608644,7.29761958,8.32102162874,8.32102162874,8.32102162874,8.3210216287,7.3475420337,8.3210216286,7.3254781659,8.3210216286,8.3210216286,5.93703205231,5.170661590383,5.88634133881,8.25264628091,8.32102162861,8.32102162861,8.32102162871,8.16427359141,8.32102162869,8.32102162869,8.31448338611,8.321021628719,8.321021628719,8.321021628749,8.251896335709,8.321021628714,8.321021628714,8.321021628549,8.207641827189,7.606861249869,8.321021628769,8.321021628869,8.321021628869,6.651370631169,7.68238724181,8.32102162841,8.32102162841,6.1331703721,7.79767320398,8.46548330023,8.46548330023,8.46548330028,7.844871426204,7.86793277818,7.90494829618,7.22655539299,8.27677114028,8.46548330028,8.46548330038,6.48849327838,6.27448739446,8.46548330058,8.46548330058,8.46548330053,8.46548330053,8.4654833004,8.46548330041,8.46548330041,8.46548330046,8.46548330046,8.46548330055,8.46548330055,7.8680375602,8.41952619942,8.46548329972,8.06383556862,7.31301412258,8.46548329988,8.46074831118,8.20456808489,8.46548330019,7.98204207862,8.46548330022,8.46548330019,8.46548330022,8.46548330015,8.46548330015,8.46548330015,8.46548330025,8.46548330026,8.46548330026,8.46548330025,8.46548330015,8.46548330065,8.46548330065,6.86557426668,8.46548330006,8.46548330006,8.46548330008,8.46548330008,8.18373914992,8.46548329998,8.46548330003,8.46548330003,8.46548330008,8.52624117058,8.62232328178,8.92522905688,9.81602888028,9.81602888022,9.81602888022,9.81602888138,9.12339611978,9.81602888098,9.81602888098,7.97492335368,9.17091952158,9.816028880483,9.816028880483,9.81602888051,9.81602888051,9.81602888048,9.81602888048,9.81602888056,9.81602888056,9.812270094292,9.816028880522,9.816028880522,9.816028880522,9.26049972081,9.81602888011,9.81602888011,9.81602888011,9.81602888011,10.21318419148,9.86641111508,10.17323557438
"t32",3.1046557897,4.819559519,4.81955951898,4.81955951898,4.819559519,4.819559519,0,2.663683033238,2.663683033238,2.2970520335,3.1193202385,3.7069962938,4.0257586686,4.02575866844,4.02575866844,4.0257586684,2.9879134967,2.9142239261,4.313913317644,5.088346868244,7.513399067444,5.091885772344,4.99194460433,6.1310812754,7.5133990672,7.5133990672,7.1412941037,6.00866694711,6.462782387,7.5133990667,5.6541750511,6.9312285309,6.9538158318,7.5133990668,5.4070902569,6.2981906464,6.9399459454,7.0852383028,6.4899970184,7.51339906714,7.51339906714,7.51339906714,7.5133990671,6.5399194721,7.513399067,6.5178556043,7.513399067,7.513399067,5.12940949071,4.363039028783,5.07871877721,7.44502371931,7.51339906701,7.51339906701,7.51339906711,7.35665102981,7.51339906709,7.51339906709,7.50686082451,7.513399067119,7.513399067119,7.513399067149,7.444273774109,7.513399067114,7.513399067114,7.513399066949,7.400019265589,6.799238688269,7.513399067169,7.513399067269,7.513399067269,5.843748069569,6.87476468021,7.51339906681,7.51339906681,5.3255478105,6.99005064238,7.65786073863,7.65786073863,7.65786073868,7.037248864604,7.06031021658,7.09732573458,6.41893283139,7.46914857868,7.65786073868,7.65786073878,5.68087071678,5.46686483286,7.65786073898,7.65786073898,7.65786073893,7.65786073893,7.6578607388,7.65786073881,7.65786073881,7.65786073886,7.65786073886,7.65786073895,7.65786073895,7.0604149986,7.61190363782,7.65786073812,7.25621300702,6.50539156098,7.65786073828,7.65312574958,7.39694552329,7.65786073859,7.17441951702,7.65786073862,7.65786073859,7.65786073862,7.65786073855,7.65786073855,7.65786073855,7.65786073865,7.65786073866,7.65786073866,7.65786073865,7.65786073855,7.65786073905,7.65786073905,6.05795170508,7.65786073846,7.65786073846,7.65786073848,7.65786073848,7.37611658832,7.65786073838,7.65786073843,7.65786073843,7.65786073848,7.71861860898,7.81470072018,8.11760649528,9.00840631868,9.00840631862,9.00840631862,9.00840631978,8.31577355818,9.00840631938,9.00840631938,7.16730079208,8.36329695998,9.008406318883,9.008406318883,9.00840631891,9.00840631891,9.00840631888,9.00840631888,9.00840631896,9.00840631896,9.004647532692,9.008406318922,9.008406318922,9.008406318922,8.45287715921,9.00840631851,9.00840631851,9.00840631851,9.00840631851,9.40556162988,9.05878855348,9.36561301278
"t162",3.912278351538,5.627182080838,5.627182080818,5.627182080818,5.627182080838,5.627182080838,2.663683033238,0,0.010499509476,1.742446023738,3.926942800338,4.514618855638,4.833381230438,4.833381230278,4.833381230278,4.833381230238,3.795536058538,3.721846487938,5.121535879482,5.895969430082,8.321021629282,5.899508334182,5.799567166168,6.938703837238,8.321021629038,8.321021629038,7.948916665538,6.816289508948,7.270404948838,8.321021628538,6.461797612938,7.738851092738,7.761438393638,8.321021628638,6.214712818738,7.105813208238,7.747568507238,7.892860864638,7.297619580238,8.321021628978,8.321021628978,8.321021628978,8.321021628938,7.347542033938,8.321021628838,7.325478166138,8.321021628838,8.321021628838,5.937032052548,5.170661590621,5.886341339048,8.252646281148,8.321021628848,8.321021628848,8.321021628948,8.164273591648,8.321021628928,8.321021628928,8.314483386348,8.321021628957,8.321021628957,8.321021628987,8.251896335947,8.321021628952,8.321021628952,8.321021628787,8.207641827427,7.606861250107,8.321021629007,8.321021629107,8.321021629107,6.651370631407,7.682387242048,8.321021628648,8.321021628648,6.133170372338,7.797673204218,8.465483300468,8.465483300468,8.465483300518,7.844871426442,7.867932778418,7.904948296418,7.226555393228,8.276771140518,8.465483300518,8.465483300618,6.488493278618,6.274487394698,8.465483300818,8.465483300818,8.465483300768,8.465483300768,8.465483300638,8.465483300648,8.465483300648,8.465483300698,8.465483300698,8.465483300788,8.465483300788,7.868037560438,8.419526199658,8.465483299958,8.063835568858,7.313014122818,8.465483300118,8.460748311418,8.204568085128,8.465483300428,7.982042078858,8.465483300458,8.465483300428,8.465483300458,8.465483300388,8.465483300388,8.465483300388,8.465483300488,8.465483300498,8.465483300498,8.465483300488,8.465483300388,8.465483300888,8.465483300888,6.865574266918,8.465483300298,8.465483300298,8.465483300318,8.465483300318,8.183739150158,8.465483300218,8.465483300268,8.465483300268,8.465483300318,8.526241170818,8.622323282018,8.925229057118,9.816028880518,9.816028880458,9.816028880458,9.816028881618,9.123396120018,9.816028881218,9.816028881218,7.974923353918,9.170919521818,9.816028880721,9.816028880721,9.816028880748,9.816028880748,9.816028880718,9.816028880718,9.816028880798,9.816028880798,9.81227009453,9.81602888076,9.81602888076,9.81602888076,9.260499721048,9.816028880348,9.816028880348,9.816028880348,9.816028880348,10.213184191718,9.866411115318,10.173235574618
"t163",3.912278351538,5.627182080838,5.627182080818,5.627182080818,5.627182080838,5.627182080838,2.663683033238,0.010499509476,0,1.742446023738,3.926942800338,4.514618855638,4.833381230438,4.833381230278,4.833381230278,4.833381230238,3.795536058538,3.721846487938,5.121535879482,5.895969430082,8.321021629282,5.899508334182,5.799567166168,6.938703837238,8.321021629038,8.321021629038,7.948916665538,6.816289508948,7.270404948838,8.321021628538,6.461797612938,7.738851092738,7.761438393638,8.321021628638,6.214712818738,7.105813208238,7.747568507238,7.892860864638,7.297619580238,8.321021628978,8.321021628978,8.321021628978,8.321021628938,7.347542033938,8.321021628838,7.325478166138,8.321021628838,8.321021628838,5.937032052548,5.170661590621,5.886341339048,8.252646281148,8.321021628848,8.321021628848,8.321021628948,8.164273591648,8.321021628928,8.321021628928,8.314483386348,8.321021628957,8.321021628957,8.321021628987,8.251896335947,8.321021628952,8.321021628952,8.321021628787,8.207641827427,7.606861250107,8.321021629007,8.321021629107,8.321021629107,6.651370631407,7.682387242048,8.321021628648,8.321021628648,6.133170372338,7.797673204218,8.465483300468,8.465483300468,8.465483300518,7.844871426442,7.867932778418,7.904948296418,7.226555393228,8.276771140518,8.465483300518,8.465483300618,6.488493278618,6.274487394698,8.465483300818,8.465483300818,8.465483300768,8.465483300768,8.465483300638,8.465483300648,8.465483300648,8.465483300698,8.465483300698,8.465483300788,8.465483300788,7.868037560438,8.419526199658,8.465483299958,8.063835568858,7.313014122818,8.465483300118,8.460748311418,8.204568085128,8.465483300428,7.982042078858,8.465483300458,8.465483300428,8.465483300458,8.465483300388,8.465483300388,8.465483300388,8.465483300488,8.465483300498,8.465483300498,8.465483300488,8.465483300388,8.465483300888,8.465483300888,6.865574266918,8.465483300298,8.465483300298,8.465483300318,8.465483300318,8.183739150158,8.465483300218,8.465483300268,8.465483300268,8.465483300318,8.526241170818,8.622323282018,8.925229057118,9.816028880518,9.816028880458,9.816028880458,9.816028881618,9.123396120018,9.816028881218,9.816028881218,7.974923353918,9.170919521818,9.816028880721,9.816028880721,9.816028880748,9.816028880748,9.816028880718,9.816028880718,9.816028880798,9.816028880798,9.81227009453,9.81602888076,9.81602888076,9.81602888076,9.260499721048,9.816028880348,9.816028880348,9.816028880348,9.816028880348,10.213184191718,9.866411115318,10.173235574618
"t55",3.5456473518,5.2605510811,5.26055108108,5.26055108108,5.2605510811,5.2605510811,2.2970520335,1.742446023738,1.742446023738,0,3.5603118006,4.1479878559,4.4667502307,4.46675023054,4.46675023054,4.4667502305,3.4289050588,3.3552154882,4.754904879744,5.529338430344,7.954390629544,5.532877334444,5.43293616643,6.5720728375,7.9543906293,7.9543906293,7.5822856658,6.44965850921,6.9037739491,7.9543906288,6.0951666132,7.372220093,7.3948073939,7.9543906289,5.848081819,6.7391822085,7.3809375075,7.5262298649,6.9309885805,7.95439062924,7.95439062924,7.95439062924,7.9543906292,6.9809110342,7.9543906291,6.9588471664,7.9543906291,7.9543906291,5.57040105281,4.804030590883,5.51971033931,7.88601528141,7.95439062911,7.95439062911,7.95439062921,7.79764259191,7.95439062919,7.95439062919,7.94785238661,7.954390629219,7.954390629219,7.954390629249,7.885265336209,7.954390629214,7.954390629214,7.954390629049,7.841010827689,7.240230250369,7.954390629269,7.954390629369,7.954390629369,6.284739631669,7.31575624231,7.95439062891,7.95439062891,5.7665393726,7.43104220448,8.09885230073,8.09885230073,8.09885230078,7.478240426704,7.50130177868,7.53831729668,6.85992439349,7.91014014078,8.09885230078,8.09885230088,6.12186227888,5.90785639496,8.09885230108,8.09885230108,8.09885230103,8.09885230103,8.0988523009,8.09885230091,8.09885230091,8.09885230096,8.09885230096,8.09885230105,8.09885230105,7.5014065607,8.05289519992,8.09885230022,7.69720456912,6.94638312308,8.09885230038,8.09411731168,7.83793708539,8.09885230069,7.61541107912,8.09885230072,8.09885230069,8.09885230072,8.09885230065,8.09885230065,8.09885230065,8.09885230075,8.09885230076,8.09885230076,8.09885230075,8.09885230065,8.09885230115,8.09885230115,6.49894326718,8.09885230056,8.09885230056,8.09885230058,8.09885230058,7.81710815042,8.09885230048,8.09885230053,8.09885230053,8.09885230058,8.15961017108,8.25569228228,8.55859805738,9.44939788078,9.44939788072,9.44939788072,9.44939788188,8.75676512028,9.44939788148,9.44939788148,7.60829235418,8.80428852208,9.449397880983,9.449397880983,9.44939788101,9.44939788101,9.44939788098,9.44939788098,9.44939788106,9.44939788106,9.445639094792,9.449397881022,9.449397881022,9.449397881022,8.89386872131,9.44939788061,9.44939788061,9.44939788061,9.44939788061,9.84655319198,9.49978011558,9.80660457488
