"accepted_species","Medicinal"
"Spermacoce_argentea",0
"Psydrax_grandifolius",0
"Sabicea_apocynacea",0
"Gentianella_lythroides",0
"Schmidtottia_neglecta",NA
"Ceropegia_lancasteri",0
"Hamelia_sanguinea",0
"Coprosma_pyrifolia",0
"Gentianella_petrophila",0
"Timonius_macrophyllus",0
"Ruehssia_clausa",1
"Pseudolithos_migiurtinus",0
"Ridsdalea_macromera",0
"Pentalinon_andrieuxii",0
"Spigelia_marilandica",NA
"Ruehssia_oaxacana",0
"Salzmannia_naiguatensis",0
"Galium_trilobum",0
"Psychotria_clausa",NA
"Spermacoce_bolivarensis",0
"Caralluma_subulata",0
"Palicourea_schunkei",0
"Psychotria_saltiensis",0
"Gentianella_dombeyana",NA
"Rothmannia_macrocarpa",1
"Gentianella_quinquefolia",1
"Galium_equisetoides",NA
"Palicourea_brevicollis",0
"Tabernanthe_elliptica",0
"Pachycarpus_suaveolens",0
"Atractocarpus_tenuiflorus",0
"Scyphostelma_brachyphyllum",0
"Lisianthius_capitatus",0
"Chonemorpha_parviflora",0
"Strophanthus_wightianus",1
"Pyrostria_bibracteata",1
"Tarennella_sanguinea",0
"Tarenna_winkleri",0
"Strychnos_congolana",1
"Alafia_thouarsii",1
"Strychnos_froesii",0
"Spigelia_humboldtiana",1
"Psychotria_ectasiphylla",0
"Galium_×_digeneum",0
"Psychotria_manna",0
"Galium_gymnopetalum",0
"Psychotria_arirambana",0
"Coprosma_fatuhivaensis",0
"Coprosma_×_cunninghamii",0
"Asperula_szovitsii",0
"Manettia_hotteana",0
"Alyxia_oppositifolia",0
"Ixora_leucocarpa",NA
"Oreonesion_testui",NA
"Hedyotis_prostrata",1
"Hoya_lacunosa",1
"Hoya_plicata",0
"Hedyotis_bahaii",0
"Hoya_andalensis",0
"Hoya_cupula",0
"Hoya_pubens",0
"Acrosynanthus_latifolius",NA
"Leptodermis_ordosica",0
"Rytigynia_verruculosa",0
"Gentianella_rupicola",NA
"Ochrosia_thiollierei",NA
"Macrocarpaea_gran-pajatena",0
"Willughbeia_flavescens",0
"Joosia_macrocalyx",0
"Palicourea_latifolia",0
"Heterostemma_alatum",1
"Palicourea_pulchra",0
"Macrocarpaea_jensii",0
"Palicourea_kuhlmannii",0
"Fadogia_verdickii",0
"Periploca_chevalieri",0
"Matelea_sastrei",0
"Hoffmannia_glabra",0
"Hoffmannia_viridis",0
"Dischidia_glabrata",0
"Galianthe_gertii",0
"Galianthe_macedoi",0
"Timonius_tambuyukonensis",0
"Pavetta_siphonantha",0
"Pavetta_robusta",0
"Pavetta_membranacea",0
"Lasianthus_formosensis",0
"Pavetta_kribiensis",0
"Alstonia_beatricis",0
"Halenia_longicaulis",0
"Coffea_madurensis",0
"Fanninia_caloglossa",0
"Dendrosipanea_spigelioides",0
"Sabicea_brachycalyx",0
"Ophiorrhiza_graciliflora",0
"Argostemma_psychotrioides",0
"Gentiana_tibetica",1
"Chassalia_albiflora",1
"Sipanea_cowanii",0
"Mussaendopsis_beccariana",1
