,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,-0.21248682,2.8065786,9.484322,4.430647,2.036926,6.395881,8.84896,4.5772758,6.4760785,5.486253,4.66451,7.946466,5.026593,3.798915,5.7907195,6.2694583,6.507835
t2,-0.28029728,2.7747493,9.521489,4.502326,1.9766432,6.379786,8.76004,4.568483,6.438621,5.47916,4.634882,7.939875,5.074932,3.717096,5.7995024,6.2726,6.46561
t19,8.498974,7.2815356,7.15351,2.2652972,3.0280101,2.5404117,6.633667,4.4812136,7.5665402,4.937438,4.1812325,6.768911,3.9810548,6.0732927,2.8707688,8.0446415,5.168934
t97,8.879992,7.106535,7.445233,1.7214649,2.3324466,2.4787877,6.984673,4.1723433,7.9336505,4.4021635,3.5838187,7.332692,4.0473113,6.518638,3.3839226,8.69272,5.1018023
t163,8.908956,7.1148057,7.451874,1.6959183,2.303511,2.4722545,7.001212,4.1773067,7.9466743,4.40668,3.5530298,7.360972,4.0352125,6.5423527,3.4005857,8.690149,5.079266
t164,8.83163,7.186363,7.503726,1.7201152,2.3762505,2.438634,6.906608,4.2223487,7.9647923,4.3936896,3.5588632,7.3633485,4.0633125,6.5792246,3.4380128,8.806009,5.144941
t73,8.857057,7.1390376,7.4348683,1.7326379,2.3574321,2.4706848,7.033118,4.202577,7.87072,4.4541345,3.6406295,7.2773314,4.0024915,6.4701166,3.3220518,8.650531,5.087647
t70,8.832056,7.1005845,7.374267,1.8096346,2.440394,2.493047,6.9569025,4.1877313,7.8923464,4.4437957,3.6839411,7.243513,4.0429444,6.4257274,3.313427,8.618425,5.117987
t40,8.9447975,6.8211737,7.44453,1.634277,2.1625953,2.5624888,7.022393,3.936868,7.992836,4.344618,3.5256681,7.3736577,4.166537,6.492201,3.4081864,8.624145,5.1256766
t108,9.028093,6.8942676,7.531637,1.5435413,2.0829575,2.5602658,7.067026,4.0586553,8.102424,4.2411447,3.3698533,7.5267453,4.2095785,6.641575,3.5497787,8.716312,5.0657396
t109,8.981473,6.896858,7.506679,1.5866092,2.1355217,2.5389802,7.0172772,4.0323544,8.077487,4.268803,3.420579,7.477644,4.1668134,6.5957613,3.5213373,8.718967,5.0869894
t124,9.043963,6.8030643,7.426725,1.6367851,2.1124508,2.533302,6.891094,3.9121978,8.165746,4.1985197,3.3844864,7.507342,4.1681437,6.6135306,3.6037617,8.737401,5.1344614
t125,8.980457,6.888301,7.4746165,1.6211902,2.1578033,2.5266933,6.972302,4.0111556,8.081519,4.2643795,3.4270475,7.4699535,4.1508574,6.589811,3.5290174,8.728298,5.1100574
