"","turnover.rates","eps.values","transition.rates"
"1",0.408912856830284,0.0642896401695907,NA
"2",0.743449490051717,0.426292665768415,0.287238640710711
"3",0.352094613248482,0.442411093274131,0.920940498821437
"4",0.16455465555191,0.605009284568951,0.577928007813171
"5",0.408912856830284,0.0642896401695907,0.705026796553284
"6",0.743449490051717,0.426292665768415,NA
"7",0.352094613248482,0.442411093274131,0.360639845719561
"8",0.16455465555191,0.605009284568951,0.333921790588647
"9",0.408912856830284,0.0642896401695907,0.426582147367299
"10",0.743449490051717,0.426292665768415,0.576567309908569
"11",0.352094613248482,0.442411093274131,NA
"12",0.16455465555191,0.605009284568951,0.0272308045532554
"13",0.408912856830284,0.0642896401695907,0.944775235373527
"14",0.743449490051717,0.426292665768415,0.554892177227885
"15",0.352094613248482,0.442411093274131,0.434030644595623
"16",0.16455465555191,0.605009284568951,NA
