"accepted_species","trait_BM_trend_scaled"
"t1",1
"t23",1
"t48",1
"t49",1
"t92",1
"t93",1
"t111",1
"t112",1
"t95",1
"t101",1
"t102",1
"t77",1
"t80",0
"t81",0
"t24",1
"t65",1
"t66",1
"t38",1
"t72",1
"t78",1
"t82",1
"t88",1
"t107",1
"t108",1
"t91",1
"t123",1
"t124",1
"t35",1
"t17",1
"t27",1
"t32",1
"t119",1
"t120",1
"t94",1
"t2",1
"t3",1
"t4",1
"t5",1
"t6",1
"t11",0
"t12",1
"t9",1
"t14",1
"t15",1
"t36",0
"t37",1
"t25",1
"t26",0
"t19",1
"t39",1
"t40",1
"t109",1
"t110",1
"t117",1
"t118",1
"t125",1
"t126",1
"t64",1
"t67",1
"t89",1
"t90",0
"t129",1
"t130",1
"t43",1
"t7",1
"t41",1
"t42",1
"t34",1
"t44",1
"t45",1
"t16",1
"t85",0
"t86",0
"t55",1
"t113",0
"t114",1
"t84",1
"t46",0
"t47",1
"t68",1
"t79",1
"t87",1
"t138",1
"t139",1
"t73",1
"t71",1
"t131",1
"t136",1
"t137",1
"t33",1
"t28",1
"t29",1
"t51",1
"t52",1
"t30",0
"t31",0
"t13",0
"t134",0
"t135",0
"t76",0
"t22",0
"t105",0
"t106",0
"t60",0
"t59",1
"t20",0
"t18",1
"t69",1
"t70",0
"t63",1
"t50",0
"t53",1
"t54",1
"t103",0
"t104",0
"t61",0
"t62",1
"t74",0
"t75",0
"t83",0
"t97",0
"t98",0
"t21",0
"t10",1
"t8",1
"t127",0
"t128",0
"t132",0
"t133",0
"t96",0
"t99",0
"t100",0
"t115",0
"t116",0
"t121",0
"t122",0
"t57",0
"t58",0
"t56",0
