"accepted_species","trait_EB_scaled"
"t7",-0.445463139917249
"t8",NA
"t62",-1.01161949260886
"t63",-0.779643815789739
"t35",-0.337428375350695
"t36",-0.498064846707499
"t4",-0.320566882305368
"t23",-0.14600382799178
"t25",0.103641332928865
"t26",-0.974904113806771
"t6",-0.619878589672223
"t74",-1.25814282395909
"t75",NA
"t43",-1.55024888658515
"t14",-0.824287571524304
"t38",-0.729663257819255
"t39",NA
"t55",NA
"t56",-0.723651023353929
"t46",-1.0105681435412
"t11",-1.91647207640798
"t10",NA
"t19",NA
"t95",1.03910110333776
"t96",0.95010881747081
"t12",1.51590579595579
"t9",-0.209486983903257
"t83",-0.177651129884425
"t84",-0.0800145911684625
"t45",NA
"t34",0.36400935844309
"t24",NA
"t20",-0.576182746325219
"t2",NA
"t49",NA
"t50",-0.322942468319701
"t42",-0.990347008448962
"t80",-0.974265612075712
"t81",-0.849396713952502
"t82",-0.64923288959778
"t66",-0.489325231833265
"t67",-0.551810901347965
"t52",0.107198898823911
"t53",-0.0687342799610113
"t44",0.317372264687967
"t32",-0.208337951651633
"t33",0.216943018430671
"t76",-0.839762576073011
"t77",-0.648291566801823
"t15",-0.208053842889514
"t16",-0.277768426463651
"t99",-0.314185957853658
"t100",-0.440705283809347
"t37",-1.69853115652408
"t27",0.818931445633495
"t64",0.986499841957173
"t65",0.581452844866861
"t68",-0.704913172909412
"t69",-0.929447805532918
"t78",-0.0870107040279132
"t79",-0.354579104603592
"t91",-0.217767487730063
"t92",-0.383585689271784
"t21",-1.81607240064576
"t5",0.139554728167177
"t13",-0.658924679985731
"t59",-0.222225800580729
"t60",-0.42031823521957
"t54",-0.138360774320958
"t85",-0.721265991895678
"t86",-0.925380186434341
"t70",-0.732676044327745
"t71",-0.700465019234351
"t51",-0.222130827939868
"t1",-0.90126650086061
"t17",0.651470936661756
"t18",0.681584410199033
"t97",0.894006391773372
"t98",0.916535783008745
"t31",1.12390257130913
"t89",0.850291633557263
"t90",0.486994411302137
"t28",1.09495134329699
"t29",0.921260605847504
"t3",2.88453707224962
"t57",0.467965130057364
"t61",1.45078249789835
"t72",1.38792253504385
"t73",0.413141543906434
"t58",1.09075192889156
"t47",0.42898368157516
"t48",0.46606862757672
"t30",1.39637013306778
"t40",2.27239337784564
"t41",1.92323508987817
"t22",2.59492560270979
"t87",1.65056631339251
"t88",1.61744271737454
"t93",2.27226614803098
"t94",2.31403182431976
