"","t1","t2","t3","t21","t88","t89","t52","t53","t31","t47","t61","t123","t124","t98","t99","t5","t8","t68","t90","t127","t141","t142","t11","t42","t78","t79","t25","t26","t62","t69","t70","t58","t59","t12","t76","t77","t154","t155","t80","t86","t87","t29","t93","t158","t159","t85","t60","t122","t134","t135","t100","t24","t37","t38","t156","t157","t101","t102","t145","t146","t119","t107","t54","t4","t41","t83","t84","t51","t74","t91","t92","t109","t110","t96","t97","t95","t108","t115","t116","t75","t63","t64","t120","t121","t105","t13","t129","t130","t94","t34","t49","t50","t131","t132","t71","t148","t149","t136","t112","t103","t28","t55","t56","t44","t57","t143","t144","t106","t137","t138","t126","t125","t104","t6","t17","t18","t72","t73","t33","t10","t14","t15","t9","t23","t30","t66","t67","t43","t19","t39","t40","t22","t16","t32","t35","t36","t113","t114","t117","t118","t65","t128","t152","t153","t133","t27","t46","t48","t81","t82","t20","t147","t150","t151","t139","t140","t111","t45","t7"
"t1",0,1.6483057351,3.0503314888,5.8872124684,7.5806438016,7.5806438016,6.9461685893,7.2373005982,7.5806438018,7.5806438019,7.5806438017,7.5806438021,7.5806438021,7.5806438024,7.5806438024,3.592836257,4.67260879413,7.58064380152,7.58064380142,7.58064380142,7.58064380142,7.58064380142,4.88225163146,6.7157671799,6.9311804811,7.580643802,5.77758733332,6.1488244471,7.3223908968,7.58064380162,7.58064380162,6.8705336586,7.5806438014,6.3482707354,7.580643801941,7.580643801941,7.58064380201,7.58064380201,7.58064380196,7.58064380196,7.00996607909,6.70019723926,7.58064380106,7.580643801092,7.580643801092,7.14327892626,7.58064380146,7.5806438013,7.58064380133,7.58064380133,7.5806438013,5.9545688447,7.0451396038,6.47881394,7.580643801619,7.580643801619,7.5806438017,7.5806438017,7.5806438018,7.5806438018,7.5806438017,7.5806438017,7.580643802,3.6326899111,7.5806438018,7.5613217903,7.5806438017,7.5806438021,6.84459057571,7.06796905314,7.5806438019,7.5806438017,7.5806438017,7.58064380171,7.14258401823,7.5806438017,7.5806438018,7.5806438018,7.5806438018,7.5806438017,7.580643802,7.580643802,7.5806438019,7.5806438019,7.5806438019,5.6644042718,7.5806438022,7.5806438022,7.5806438022,7.5806438021,6.6397188321,6.9127451488,7.5806438019,7.5806438019,7.580643802,7.580643802,7.580643802,7.580643802,7.580643802,7.580643802,6.2011595283,7.0496250793,7.5806438016,7.4790173031,6.5418869904,7.5806438019,7.5806438019,7.58064380157,7.5806438015,7.5806438015,7.5806438016,7.58064380157,7.3920078995,3.97273921936,6.5639314181,5.8818779691,6.8779302941,7.5806438015,7.5806438012,4.81770261513,5.7895388543,6.2208848413,4.62401601984,5.8035660155,6.3598591854,7.5806438014,7.4984484607,6.7526079548,5.49100327629,7.3627564406,7.5806438016,5.8091795789,5.7242765889,7.5806438013,6.04634302963,6.74609355481,7.58064380181,7.58064380181,7.58064380181,7.58064380181,7.45794138321,7.58064380181,7.5806438018,7.5806438018,7.58064380183,6.97205799741,6.5721922886,7.58064380194,7.16883490964,7.58064380174,7.5806438014,7.58064380157,7.58064380157,7.58064380157,7.5806438016,7.45679418143,7.5806438017,7.5806438014,5.2121324931
"t2",1.6483057351,0,1.8234518309,4.6603328105,6.3537641437,6.3537641437,5.7192889314,6.0104209403,6.3537641439,6.353764144,6.3537641438,6.3537641442,6.3537641442,6.3537641445,6.3537641445,2.3659565991,3.44572913623,6.35376414362,6.35376414352,6.35376414352,6.35376414352,6.35376414352,3.65537197356,5.488887522,5.7043008232,6.3537641441,4.55070767542,4.9219447892,6.0955112389,6.35376414372,6.35376414372,5.6436540007,6.3537641435,5.1213910775,6.353764144041,6.353764144041,6.35376414411,6.35376414411,6.35376414406,6.35376414406,5.78308642119,5.47331758136,6.35376414316,6.353764143192,6.353764143192,5.91639926836,6.35376414356,6.3537641434,6.35376414343,6.35376414343,6.3537641434,4.7276891868,5.8182599459,5.2519342821,6.353764143719,6.353764143719,6.3537641438,6.3537641438,6.3537641439,6.3537641439,6.3537641438,6.3537641438,6.3537641441,2.4058102532,6.3537641439,6.3344421324,6.3537641438,6.3537641442,5.61771091781,5.84108939524,6.353764144,6.3537641438,6.3537641438,6.35376414381,5.91570436033,6.3537641438,6.3537641439,6.3537641439,6.3537641439,6.3537641438,6.3537641441,6.3537641441,6.353764144,6.353764144,6.353764144,4.4375246139,6.3537641443,6.3537641443,6.3537641443,6.3537641442,5.4128391742,5.6858654909,6.353764144,6.353764144,6.3537641441,6.3537641441,6.3537641441,6.3537641441,6.3537641441,6.3537641441,4.9742798704,5.8227454214,6.3537641437,6.2521376452,5.3150073325,6.353764144,6.353764144,6.35376414367,6.3537641436,6.3537641436,6.3537641437,6.35376414367,6.1651282416,2.74585956146,5.3370517602,4.6549983112,5.6510506362,6.3537641436,6.3537641433,3.59082295723,4.5626591964,4.9940051834,3.39713636194,4.5766863576,5.1329795275,6.3537641435,6.2715688028,5.5257282969,4.26412361839,6.1358767827,6.3537641437,4.582299921,4.497396931,6.3537641434,4.81946337173,5.51921389691,6.35376414391,6.35376414391,6.35376414391,6.35376414391,6.23106172531,6.35376414391,6.3537641439,6.3537641439,6.35376414393,5.74517833951,5.3453126307,6.35376414404,5.94195525174,6.35376414384,6.3537641435,6.35376414367,6.35376414367,6.35376414367,6.3537641437,6.22991452353,6.3537641438,6.3537641435,3.9852528352
"t3",3.0503314888,1.8234518309,0,3.6665937506,5.3600250838,5.3600250838,4.7255498715,5.0166818804,5.360025084,5.3600250841,5.3600250839,5.3600250843,5.3600250843,5.3600250846,5.3600250846,1.3722175392,2.45199007633,5.36002508372,5.36002508362,5.36002508362,5.36002508362,5.36002508362,2.66163291366,4.4951484621,4.7105617633,5.3600250842,3.55696861552,3.9282057293,5.101772179,5.36002508382,5.36002508382,4.6499149408,5.3600250836,4.1276520176,5.360025084141,5.360025084141,5.36002508421,5.36002508421,5.36002508416,5.36002508416,4.78934736129,4.47957852146,5.36002508326,5.360025083292,5.360025083292,4.92266020846,5.36002508366,5.3600250835,5.36002508353,5.36002508353,5.3600250835,3.7339501269,4.824520886,4.2581952222,5.360025083819,5.360025083819,5.3600250839,5.3600250839,5.360025084,5.360025084,5.3600250839,5.3600250839,5.3600250842,1.4120711933,5.360025084,5.3407030725,5.3600250839,5.3600250843,4.62397185791,4.84735033534,5.3600250841,5.3600250839,5.3600250839,5.36002508391,4.92196530043,5.3600250839,5.360025084,5.360025084,5.360025084,5.3600250839,5.3600250842,5.3600250842,5.3600250841,5.3600250841,5.3600250841,3.443785554,5.3600250844,5.3600250844,5.3600250844,5.3600250843,4.4191001143,4.692126431,5.3600250841,5.3600250841,5.3600250842,5.3600250842,5.3600250842,5.3600250842,5.3600250842,5.3600250842,3.9805408105,4.8290063615,5.3600250838,5.2583985853,4.3212682726,5.3600250841,5.3600250841,5.36002508377,5.3600250837,5.3600250837,5.3600250838,5.36002508377,5.1713891817,1.75212050156,4.3433127003,3.6612592513,4.6573115763,5.3600250837,5.3600250834,3.72120417093,4.6930404101,5.1243863971,3.52751757564,4.7070675713,5.2633607412,6.4841453572,6.4019500165,5.6561095106,4.39450483209,6.2662579964,6.4841453574,4.7126811347,4.6277781447,6.4841453571,4.94984458543,5.64959511061,6.48414535761,6.48414535761,6.48414535761,6.48414535761,6.36144293901,6.48414535761,6.4841453576,6.4841453576,6.48414535763,5.87555955321,5.4756938444,6.48414535774,6.07233646544,6.48414535754,6.4841453572,6.48414535737,6.48414535737,6.48414535737,6.4841453574,6.36029573723,6.4841453575,6.4841453572,4.1156340489
"t21",5.8872124684,4.6603328105,3.6665937506,0,2.4341085426,2.4341085426,1.7996333303,2.0907653392,2.4341085428,2.4341085429,2.4341085427,2.4341085431,2.4341085431,3.7905227466,3.7905227466,2.7786014532,4.52053321913,7.42856822652,7.42856822642,7.42856822642,7.42856822642,7.42856822642,4.73017605646,6.5636916049,6.7791049061,7.428568227,5.62551175832,5.9967488721,7.1703153218,7.42856822662,7.42856822662,6.7184580836,7.4285682264,6.1961951604,7.428568226941,7.428568226941,7.42856822701,7.42856822701,7.42856822696,7.42856822696,6.85789050409,6.54812166426,7.42856822606,7.428568226092,7.428568226092,6.99120335126,7.42856822646,7.4285682263,7.42856822633,7.42856822633,7.4285682263,5.8024932697,6.8930640288,6.326738365,7.428568226619,7.428568226619,7.4285682267,7.4285682267,7.4285682268,7.4285682268,7.4285682267,7.4285682267,7.428568227,3.7156872023,7.8552617048,7.8359396933,7.8552617047,7.8552617051,7.11920847871,7.34258695614,7.8552617049,7.8552617047,7.8552617047,7.85526170471,7.41720192123,7.8552617047,7.8552617048,7.8552617048,7.8552617048,7.8552617047,7.855261705,7.855261705,7.8552617049,7.8552617049,7.8552617049,5.9390221748,7.8552617052,7.8552617052,7.8552617052,7.8552617051,6.9143367351,7.1873630518,7.8552617049,7.8552617049,7.855261705,7.855261705,7.855261705,7.855261705,7.855261705,7.855261705,6.4757774313,7.3242429823,7.8552617046,7.7536352061,6.8165048934,7.8552617049,7.8552617049,7.85526170457,7.8552617045,7.8552617045,7.8552617046,7.85526170457,7.6666258025,4.24735712236,6.8385493211,6.1564958721,7.1525481971,7.8552617045,7.8552617042,6.55808515053,7.5299213897,7.9612673767,6.36439855524,7.5439485509,8.1002417208,9.3210263368,9.2388309961,8.4929904902,7.23138581169,9.103138976,9.321026337,7.5495621143,7.4646591243,9.3210263367,7.78672556503,8.48647609021,9.32102633721,9.32102633721,9.32102633721,9.32102633721,9.19832391861,9.32102633721,9.3210263372,9.3210263372,9.32102633723,8.71244053281,8.312574824,9.32102633734,8.90921744504,9.32102633714,9.3210263368,9.32102633697,9.32102633697,9.32102633697,9.321026337,9.19717671683,9.3210263371,9.3210263368,6.9525150285
"t88",7.5806438016,6.3537641437,5.3600250838,2.4341085426,0,1.1018877526,2.7119778883,3.0031098972,3.9143476162,3.9143476163,3.9143476161,3.9143476165,3.9143476165,5.4839540798,5.4839540798,4.4720327864,6.21396455233,9.12199955972,9.12199955962,9.12199955962,9.12199955962,9.12199955962,6.42360738966,8.2571229381,8.4725362393,9.1219995602,7.31894309152,7.6901802053,8.863746655,9.12199955982,9.12199955982,8.4118894168,9.1219995596,7.8896264936,9.121999560141,9.121999560141,9.12199956021,9.12199956021,9.12199956016,9.12199956016,8.55132183729,8.24155299746,9.12199955926,9.121999559292,9.121999559292,8.68463468446,9.12199955966,9.1219995595,9.12199955953,9.12199955953,9.1219995595,7.4959246029,8.586495362,8.0201696982,9.121999559819,9.121999559819,9.1219995599,9.1219995599,9.12199956,9.12199956,9.1219995599,9.1219995599,9.1219995602,5.4091185355,9.548693038,9.5293710265,9.5486930379,9.5486930383,8.81263981191,9.03601828934,9.5486930381,9.5486930379,9.5486930379,9.54869303791,9.11063325443,9.5486930379,9.548693038,9.548693038,9.548693038,9.5486930379,9.5486930382,9.5486930382,9.5486930381,9.5486930381,9.5486930381,7.632453508,9.5486930384,9.5486930384,9.5486930384,9.5486930383,8.6077680683,8.880794385,9.5486930381,9.5486930381,9.5486930382,9.5486930382,9.5486930382,9.5486930382,9.5486930382,9.5486930382,8.1692087645,9.0176743155,9.5486930378,9.4470665393,8.5099362266,9.5486930381,9.5486930381,9.54869303777,9.5486930377,9.5486930377,9.5486930378,9.54869303777,9.3600571357,5.94078845556,8.5319806543,7.8499272053,8.8459795303,9.5486930377,9.5486930374,8.25151648373,9.2233527229,9.6546987099,8.05782988844,9.2373798841,9.793673054,11.01445767,10.9322623293,10.1864218234,8.92481714489,10.7965703092,11.0144576702,9.2429934475,9.1580904575,11.0144576699,9.48015689823,10.17990742341,11.01445767041,11.01445767041,11.01445767041,11.01445767041,10.89175525181,11.01445767041,11.0144576704,11.0144576704,11.01445767043,10.40587186601,10.0060061572,11.01445767054,10.60264877824,11.01445767034,11.01445767,11.01445767017,11.01445767017,11.01445767017,11.0144576702,10.89060805003,11.0144576703,11.01445767,8.6459463617
"t89",7.5806438016,6.3537641437,5.3600250838,2.4341085426,1.1018877526,0,2.7119778883,3.0031098972,3.9143476162,3.9143476163,3.9143476161,3.9143476165,3.9143476165,5.4839540798,5.4839540798,4.4720327864,6.21396455233,9.12199955972,9.12199955962,9.12199955962,9.12199955962,9.12199955962,6.42360738966,8.2571229381,8.4725362393,9.1219995602,7.31894309152,7.6901802053,8.863746655,9.12199955982,9.12199955982,8.4118894168,9.1219995596,7.8896264936,9.121999560141,9.121999560141,9.12199956021,9.12199956021,9.12199956016,9.12199956016,8.55132183729,8.24155299746,9.12199955926,9.121999559292,9.121999559292,8.68463468446,9.12199955966,9.1219995595,9.12199955953,9.12199955953,9.1219995595,7.4959246029,8.586495362,8.0201696982,9.121999559819,9.121999559819,9.1219995599,9.1219995599,9.12199956,9.12199956,9.1219995599,9.1219995599,9.1219995602,5.4091185355,9.548693038,9.5293710265,9.5486930379,9.5486930383,8.81263981191,9.03601828934,9.5486930381,9.5486930379,9.5486930379,9.54869303791,9.11063325443,9.5486930379,9.548693038,9.548693038,9.548693038,9.5486930379,9.5486930382,9.5486930382,9.5486930381,9.5486930381,9.5486930381,7.632453508,9.5486930384,9.5486930384,9.5486930384,9.5486930383,8.6077680683,8.880794385,9.5486930381,9.5486930381,9.5486930382,9.5486930382,9.5486930382,9.5486930382,9.5486930382,9.5486930382,8.1692087645,9.0176743155,9.5486930378,9.4470665393,8.5099362266,9.5486930381,9.5486930381,9.54869303777,9.5486930377,9.5486930377,9.5486930378,9.54869303777,9.3600571357,5.94078845556,8.5319806543,7.8499272053,8.8459795303,9.5486930377,9.5486930374,8.25151648373,9.2233527229,9.6546987099,8.05782988844,9.2373798841,9.793673054,11.01445767,10.9322623293,10.1864218234,8.92481714489,10.7965703092,11.0144576702,9.2429934475,9.1580904575,11.0144576699,9.48015689823,10.17990742341,11.01445767041,11.01445767041,11.01445767041,11.01445767041,10.89175525181,11.01445767041,11.0144576704,11.0144576704,11.01445767043,10.40587186601,10.0060061572,11.01445767054,10.60264877824,11.01445767034,11.01445767,11.01445767017,11.01445767017,11.01445767017,11.0144576702,10.89060805003,11.0144576703,11.01445767,8.6459463617
"t52",6.9461685893,5.7192889314,4.7255498715,1.7996333303,2.7119778883,2.7119778883,0,1.4069069233,3.2798724039,3.279872404,3.2798724038,3.2798724042,3.2798724042,4.8494788675,4.8494788675,3.8375575741,5.57948934003,8.48752434742,8.48752434732,8.48752434732,8.48752434732,8.48752434732,5.78913217736,7.6226477258,7.838061027,8.4875243479,6.68446787922,7.055704993,8.2292714427,8.48752434752,8.48752434752,7.7774142045,8.4875243473,7.2551512813,8.487524347841,8.487524347841,8.48752434791,8.48752434791,8.48752434786,8.48752434786,7.91684662499,7.60707778516,8.48752434696,8.487524346992,8.487524346992,8.05015947216,8.48752434736,8.4875243472,8.48752434723,8.48752434723,8.4875243472,6.8614493906,7.9520201497,7.3856944859,8.487524347519,8.487524347519,8.4875243476,8.4875243476,8.4875243477,8.4875243477,8.4875243476,8.4875243476,8.4875243479,4.7746433232,8.9142178257,8.8948958142,8.9142178256,8.914217826,8.17816459961,8.40154307704,8.9142178258,8.9142178256,8.9142178256,8.91421782561,8.47615804213,8.9142178256,8.9142178257,8.9142178257,8.9142178257,8.9142178256,8.9142178259,8.9142178259,8.9142178258,8.9142178258,8.9142178258,6.9979782957,8.9142178261,8.9142178261,8.9142178261,8.914217826,7.973292856,8.2463191727,8.9142178258,8.9142178258,8.9142178259,8.9142178259,8.9142178259,8.9142178259,8.9142178259,8.9142178259,7.5347335522,8.3831991032,8.9142178255,8.812591327,7.8754610143,8.9142178258,8.9142178258,8.91421782547,8.9142178254,8.9142178254,8.9142178255,8.91421782547,8.7255819234,5.30631324326,7.897505442,7.215451993,8.211504318,8.9142178254,8.9142178251,7.61704127143,8.5888775106,9.0202234976,7.42335467614,8.6029046718,9.1591978417,10.3799824577,10.297787117,9.5519466111,8.29034193259,10.1620950969,10.3799824579,8.6085182352,8.5236152452,10.3799824576,8.84568168593,9.54543221111,10.37998245811,10.37998245811,10.37998245811,10.37998245811,10.25728003951,10.37998245811,10.3799824581,10.3799824581,10.37998245813,9.77139665371,9.3715309449,10.37998245824,9.96817356594,10.37998245804,10.3799824577,10.37998245787,10.37998245787,10.37998245787,10.3799824579,10.25613283773,10.379982458,10.3799824577,8.0114711494
"t53",7.2373005982,6.0104209403,5.0166818804,2.0907653392,3.0031098972,3.0031098972,1.4069069233,0,3.5710044128,3.5710044129,3.5710044127,3.5710044131,3.5710044131,5.1406108764,5.1406108764,4.128689583,5.87062134893,8.77865635632,8.77865635622,8.77865635622,8.77865635622,8.77865635622,6.08026418626,7.9137797347,8.1291930359,8.7786563568,6.97559988812,7.3468370019,8.5204034516,8.77865635642,8.77865635642,8.0685462134,8.7786563562,7.5462832902,8.778656356741,8.778656356741,8.77865635681,8.77865635681,8.77865635676,8.77865635676,8.20797863389,7.89820979406,8.77865635586,8.778656355892,8.778656355892,8.34129148106,8.77865635626,8.7786563561,8.77865635613,8.77865635613,8.7786563561,7.1525813995,8.2431521586,7.6768264948,8.778656356419,8.778656356419,8.7786563565,8.7786563565,8.7786563566,8.7786563566,8.7786563565,8.7786563565,8.7786563568,5.0657753321,9.2053498346,9.1860278231,9.2053498345,9.2053498349,8.46929660851,8.69267508594,9.2053498347,9.2053498345,9.2053498345,9.20534983451,8.76729005103,9.2053498345,9.2053498346,9.2053498346,9.2053498346,9.2053498345,9.2053498348,9.2053498348,9.2053498347,9.2053498347,9.2053498347,7.2891103046,9.205349835,9.205349835,9.205349835,9.2053498349,8.2644248649,8.5374511816,9.2053498347,9.2053498347,9.2053498348,9.2053498348,9.2053498348,9.2053498348,9.2053498348,9.2053498348,7.8258655611,8.6743311121,9.2053498344,9.1037233359,8.1665930232,9.2053498347,9.2053498347,9.20534983437,9.2053498343,9.2053498343,9.2053498344,9.20534983437,9.0167139323,5.59744525216,8.1886374509,7.5065840019,8.5026363269,9.2053498343,9.205349834,7.90817328033,8.8800095195,9.3113555065,7.71448668504,8.8940366807,9.4503298506,10.6711144666,10.5889191259,9.84307862,8.58147394149,10.4532271058,10.6711144668,8.8996502441,8.8147472541,10.6711144665,9.13681369483,9.83656422001,10.67111446701,10.67111446701,10.67111446701,10.67111446701,10.54841204841,10.67111446701,10.671114467,10.671114467,10.67111446703,10.06252866261,9.6626629538,10.67111446714,10.25930557484,10.67111446694,10.6711144666,10.67111446677,10.67111446677,10.67111446677,10.6711144668,10.54726484663,10.6711144669,10.6711144666,8.3026031583
"t31",7.5806438018,6.3537641439,5.360025084,2.4341085428,3.9143476162,3.9143476162,3.2798724039,3.5710044128,0,3.4536695061,3.4536695059,3.4536695063,3.4536695063,5.48395408,5.48395408,4.4720327866,6.21396455253,9.12199955992,9.12199955982,9.12199955982,9.12199955982,9.12199955982,6.42360738986,8.2571229383,8.4725362395,9.1219995604,7.31894309172,7.6901802055,8.8637466552,9.12199956002,9.12199956002,8.411889417,9.1219995598,7.8896264938,9.121999560341,9.121999560341,9.12199956041,9.12199956041,9.12199956036,9.12199956036,8.55132183749,8.24155299766,9.12199955946,9.121999559492,9.121999559492,8.68463468466,9.12199955986,9.1219995597,9.12199955973,9.12199955973,9.1219995597,7.4959246031,8.5864953622,8.0201696984,9.121999560019,9.121999560019,9.1219995601,9.1219995601,9.1219995602,9.1219995602,9.1219995601,9.1219995601,9.1219995604,5.4091185357,9.5486930382,9.5293710267,9.5486930381,9.5486930385,8.81263981211,9.03601828954,9.5486930383,9.5486930381,9.5486930381,9.54869303811,9.11063325463,9.5486930381,9.5486930382,9.5486930382,9.5486930382,9.5486930381,9.5486930384,9.5486930384,9.5486930383,9.5486930383,9.5486930383,7.6324535082,9.5486930386,9.5486930386,9.5486930386,9.5486930385,8.6077680685,8.8807943852,9.5486930383,9.5486930383,9.5486930384,9.5486930384,9.5486930384,9.5486930384,9.5486930384,9.5486930384,8.1692087647,9.0176743157,9.548693038,9.4470665395,8.5099362268,9.5486930383,9.5486930383,9.54869303797,9.5486930379,9.5486930379,9.548693038,9.54869303797,9.3600571359,5.94078845576,8.5319806545,7.8499272055,8.8459795305,9.5486930379,9.5486930376,8.25151648393,9.2233527231,9.6546987101,8.05782988864,9.2373798843,9.7936730542,11.0144576702,10.9322623295,10.1864218236,8.92481714509,10.7965703094,11.0144576704,9.2429934477,9.1580904577,11.0144576701,9.48015689843,10.17990742361,11.01445767061,11.01445767061,11.01445767061,11.01445767061,10.89175525201,11.01445767061,11.0144576706,11.0144576706,11.01445767063,10.40587186621,10.0060061574,11.01445767074,10.60264877844,11.01445767054,11.0144576702,11.01445767037,11.01445767037,11.01445767037,11.0144576704,10.89060805023,11.0144576705,11.0144576702,8.6459463619
"t47",7.5806438019,6.353764144,5.3600250841,2.4341085429,3.9143476163,3.9143476163,3.279872404,3.5710044129,3.4536695061,0,2.7883952598,2.7883952602,2.7883952602,5.4839540801,5.4839540801,4.4720327867,6.21396455263,9.12199956002,9.12199955992,9.12199955992,9.12199955992,9.12199955992,6.42360738996,8.2571229384,8.4725362396,9.1219995605,7.31894309182,7.6901802056,8.8637466553,9.12199956012,9.12199956012,8.4118894171,9.1219995599,7.8896264939,9.121999560441,9.121999560441,9.12199956051,9.12199956051,9.12199956046,9.12199956046,8.55132183759,8.24155299776,9.12199955956,9.121999559592,9.121999559592,8.68463468476,9.12199955996,9.1219995598,9.12199955983,9.12199955983,9.1219995598,7.4959246032,8.5864953623,8.0201696985,9.121999560119,9.121999560119,9.1219995602,9.1219995602,9.1219995603,9.1219995603,9.1219995602,9.1219995602,9.1219995605,5.4091185358,9.5486930383,9.5293710268,9.5486930382,9.5486930386,8.81263981221,9.03601828964,9.5486930384,9.5486930382,9.5486930382,9.54869303821,9.11063325473,9.5486930382,9.5486930383,9.5486930383,9.5486930383,9.5486930382,9.5486930385,9.5486930385,9.5486930384,9.5486930384,9.5486930384,7.6324535083,9.5486930387,9.5486930387,9.5486930387,9.5486930386,8.6077680686,8.8807943853,9.5486930384,9.5486930384,9.5486930385,9.5486930385,9.5486930385,9.5486930385,9.5486930385,9.5486930385,8.1692087648,9.0176743158,9.5486930381,9.4470665396,8.5099362269,9.5486930384,9.5486930384,9.54869303807,9.548693038,9.548693038,9.5486930381,9.54869303807,9.360057136,5.94078845586,8.5319806546,7.8499272056,8.8459795306,9.548693038,9.5486930377,8.25151648403,9.2233527232,9.6546987102,8.05782988874,9.2373798844,9.7936730543,11.0144576703,10.9322623296,10.1864218237,8.92481714519,10.7965703095,11.0144576705,9.2429934478,9.1580904578,11.0144576702,9.48015689853,10.17990742371,11.01445767071,11.01445767071,11.01445767071,11.01445767071,10.89175525211,11.01445767071,11.0144576707,11.0144576707,11.01445767073,10.40587186631,10.0060061575,11.01445767084,10.60264877854,11.01445767064,11.0144576703,11.01445767047,11.01445767047,11.01445767047,11.0144576705,10.89060805033,11.0144576706,11.0144576703,8.645946362
