"","t29","t69","t70","t143","t144","t71","t67","t80","t81","t130","t131","t68","t106","t113","t114","t137","t138","t110","t83","t115","t128","t129","t104","t105","t66","t65","t116","t139","t140","t127","t63","t119","t120","t58","t16","t108","t109","t54","t73","t84","t85","t141","t142","t95","t96","t62","t78","t79","t76","t77","t125","t126","t51","t60","t61","t25","t24","t17","t26","t33","t34","t117","t118","t31","t23","t14","t5","t49","t50","t18","t19","t86","t111","t112","t55","t47","t48","t74","t75","t149","t150","t123","t124","t82","t27","t41","t147","t148","t15","t42","t45","t46","t53","t153","t154","t99","t151","t152","t107","t89","t72","t97","t98","t100","t101","t59","t11","t8","t1","t2","t6","t43","t44","t9","t52","t102","t103","t7","t87","t88","t35","t36","t21","t37","t94","t133","t134","t132","t145","t146","t56","t57","t28","t13","t20","t22","t92","t93","t32","t40","t64","t121","t122","t4","t3","t12","t135","t136","t30","t90","t91","t38","t39","t10"
"t29",0,2.7983602402,3.2740392275,3.2740392276,3.2740392276,3.27403922758,3.27403922758,3.27403922747,3.27403922747,3.27403922748,3.27403922748,3.27403922758,3.27403922748,3.27403922748,3.27403922748,3.2740392275,3.2740392275,3.27403922751,3.12386697208,6.58369362706,6.58369362706,6.58369362706,6.58369362706,6.58369362706,6.58369362706,6.58369362701,6.58369362701,6.58369362699,6.58369362699,6.58369362696,6.58369362696,6.5836936271,6.5836936271,6.5836936271,5.0032656349,6.58369362724,6.43342491004,6.09224391104,6.58369362764,6.58369362764,6.58369362764,6.58369362758,6.58369362758,6.5836936276,6.5836936276,6.5836936276,6.58369362763,6.58369362763,6.361540328719,6.583693627719,6.583693627619,6.583693627619,5.825029647923,6.583693627623,6.583693627623,5.0433828469,5.115281007,4.9351623509,6.8518728508,7.67152895294,7.63623560594,7.6715289521,7.6715289521,6.8781255933,5.9581982132,5.21113585922,5.70721582942,7.72697513842,7.72697513842,6.07901087282,6.77659359822,7.72697513832,7.72697513832,7.62053536782,7.05451160032,7.72697513832,7.72697513832,7.72697513822,7.22756932244,7.72697513783,7.72697513783,7.72697513832,7.72697513832,7.65297904822,6.90838754432,6.80312718929,7.84740776997,7.84740776997,6.54369953329,7.84740776889,7.36418269199,7.27514367269,7.84740776939,7.847407769427,7.847407769427,7.84740776949,7.84740776937,7.84740776937,7.84740776938,7.84740776938,7.84740776938,7.84740776948,7.512969089705,7.84740776936,7.84740776936,7.84740776939,4.97338847239,4.83346972969,5.883674096,6.8629944289,7.93316096912,10.51647530752,11.30302889262,8.24451417432,10.96510772612,11.30302889282,11.06265374342,9.22597878703,11.30302889302,11.30302889302,10.64293259542,10.68064865822,9.41378568625,10.60085966825,11.30302889335,11.30302889334,11.30302889334,11.30302889334,11.30302889342,11.30302889342,11.30302889295,10.67156594585,9.7440406101,9.22535395085,9.55699966036,11.30302889209,11.13232247049,11.30302889299,9.97536248453,11.30302889303,10.72867297111,11.30302889343,11.30302889343,7.69221879322,7.20005344742,9.79689005615,11.3030288938,11.3030288938,11.30302889355,11.30302889395,11.30302889395,11.30302889402,10.43345040752,9.42553647965
"t69",2.7983602402,0,0.6825559285,2.5287350552,2.5287350552,2.52873505518,2.52873505518,2.52873505507,2.52873505507,2.52873505508,2.52873505508,2.52873505518,2.52873505508,2.52873505508,2.52873505508,2.5287350551,2.5287350551,2.52873505511,2.37856279968,6.10801463926,6.10801463926,6.10801463926,6.10801463926,6.10801463926,6.10801463926,6.10801463921,6.10801463921,6.10801463919,6.10801463919,6.10801463916,6.10801463916,6.1080146393,6.1080146393,6.1080146393,4.5275866471,6.10801463944,5.95774592224,5.61656492324,6.10801463984,6.10801463984,6.10801463984,6.10801463978,6.10801463978,6.1080146398,6.1080146398,6.1080146398,6.10801463983,6.10801463983,5.885861340919,6.108014639919,6.108014639819,6.108014639819,5.349350660123,6.108014639823,6.108014639823,4.5677038591,4.6396020192,4.4594833631,6.376193863,7.19584996514,7.16055661814,7.1958499643,7.1958499643,6.4024466055,5.4825192254,4.73545687142,5.23153684162,7.25129615062,7.25129615062,5.60333188502,6.30091461042,7.25129615052,7.25129615052,7.14485638002,6.57883261252,7.25129615052,7.25129615052,7.25129615042,6.75189033464,7.25129615003,7.25129615003,7.25129615052,7.25129615052,7.17730006042,6.43270855652,6.32744820149,7.37172878217,7.37172878217,6.06802054549,7.37172878109,6.88850370419,6.79946468489,7.37172878159,7.371728781627,7.371728781627,7.37172878169,7.37172878157,7.37172878157,7.37172878158,7.37172878158,7.37172878158,7.37172878168,7.037290101905,7.37172878156,7.37172878156,7.37172878159,4.49770948459,4.35779074189,5.4079951082,6.3873154411,7.45748198132,10.04079631972,10.82734990482,7.76883518652,10.48942873832,10.82734990502,10.58697475562,8.75029979923,10.82734990522,10.82734990522,10.16725360762,10.20496967042,8.93810669845,10.12518068045,10.82734990555,10.82734990554,10.82734990554,10.82734990554,10.82734990562,10.82734990562,10.82734990515,10.19588695805,9.2683616223,8.74967496305,9.08132067256,10.82734990429,10.65664348269,10.82734990519,9.49968349673,10.82734990523,10.25299398331,10.82734990563,10.82734990563,7.21653980542,6.72437445962,9.32121106835,10.827349906,10.827349906,10.82734990575,10.82734990615,10.82734990615,10.82734990622,9.95777141972,8.94985749185
"t70",3.2740392275,0.6825559285,0,3.0044140425,3.0044140425,3.00441404248,3.00441404248,3.00441404237,3.00441404237,3.00441404238,3.00441404238,3.00441404248,3.00441404238,3.00441404238,3.00441404238,3.0044140424,3.0044140424,3.00441404241,2.85424178698,6.58369362656,6.58369362656,6.58369362656,6.58369362656,6.58369362656,6.58369362656,6.58369362651,6.58369362651,6.58369362649,6.58369362649,6.58369362646,6.58369362646,6.5836936266,6.5836936266,6.5836936266,5.0032656344,6.58369362674,6.43342490954,6.09224391054,6.58369362714,6.58369362714,6.58369362714,6.58369362708,6.58369362708,6.5836936271,6.5836936271,6.5836936271,6.58369362713,6.58369362713,6.361540328219,6.583693627219,6.583693627119,6.583693627119,5.825029647423,6.583693627123,6.583693627123,5.0433828464,5.1152810065,4.9351623504,6.8518728503,7.67152895244,7.63623560544,7.6715289516,7.6715289516,6.8781255928,5.9581982127,5.21113585872,5.70721582892,7.72697513792,7.72697513792,6.07901087232,6.77659359772,7.72697513782,7.72697513782,7.62053536732,7.05451159982,7.72697513782,7.72697513782,7.72697513772,7.22756932194,7.72697513733,7.72697513733,7.72697513782,7.72697513782,7.65297904772,6.90838754382,6.80312718879,7.84740776947,7.84740776947,6.54369953279,7.84740776839,7.36418269149,7.27514367219,7.84740776889,7.847407768927,7.847407768927,7.84740776899,7.84740776887,7.84740776887,7.84740776888,7.84740776888,7.84740776888,7.84740776898,7.512969089205,7.84740776886,7.84740776886,7.84740776889,4.97338847189,4.83346972919,5.8836740955,6.8629944284,7.93316096862,10.51647530702,11.30302889212,8.24451417382,10.96510772562,11.30302889232,11.06265374292,9.22597878653,11.30302889252,11.30302889252,10.64293259492,10.68064865772,9.41378568575,10.60085966775,11.30302889285,11.30302889284,11.30302889284,11.30302889284,11.30302889292,11.30302889292,11.30302889245,10.67156594535,9.7440406096,9.22535395035,9.55699965986,11.30302889159,11.13232246999,11.30302889249,9.97536248403,11.30302889253,10.72867297061,11.30302889293,11.30302889293,7.69221879272,7.20005344692,9.79689005565,11.3030288933,11.3030288933,11.30302889305,11.30302889345,11.30302889345,11.30302889352,10.43345040702,9.42553647915
"t143",3.2740392276,2.5287350552,3.0044140425,0,0.06660421484,1.12931853362,1.18525924522,2.93315143311,2.93315143311,2.93315143312,2.93315143312,2.93315143322,2.93315143312,2.93315143312,2.93315143312,2.93315143314,2.93315143314,2.93315143315,2.78297917772,6.58369362666,6.58369362666,6.58369362666,6.58369362666,6.58369362666,6.58369362666,6.58369362661,6.58369362661,6.58369362659,6.58369362659,6.58369362656,6.58369362656,6.5836936267,6.5836936267,6.5836936267,5.0032656345,6.58369362684,6.43342490964,6.09224391064,6.58369362724,6.58369362724,6.58369362724,6.58369362718,6.58369362718,6.5836936272,6.5836936272,6.5836936272,6.58369362723,6.58369362723,6.361540328319,6.583693627319,6.583693627219,6.583693627219,5.825029647523,6.583693627223,6.583693627223,5.0433828465,5.1152810066,4.9351623505,6.8518728504,7.67152895254,7.63623560554,7.6715289517,7.6715289517,6.8781255929,5.9581982128,5.21113585882,5.70721582902,7.72697513802,7.72697513802,6.07901087242,6.77659359782,7.72697513792,7.72697513792,7.62053536742,7.05451159992,7.72697513792,7.72697513792,7.72697513782,7.22756932204,7.72697513743,7.72697513743,7.72697513792,7.72697513792,7.65297904782,6.90838754392,6.80312718889,7.84740776957,7.84740776957,6.54369953289,7.84740776849,7.36418269159,7.27514367229,7.84740776899,7.847407769027,7.847407769027,7.84740776909,7.84740776897,7.84740776897,7.84740776898,7.84740776898,7.84740776898,7.84740776908,7.512969089305,7.84740776896,7.84740776896,7.84740776899,4.97338847199,4.83346972929,5.8836740956,6.8629944285,7.93316096872,10.51647530712,11.30302889222,8.24451417392,10.96510772572,11.30302889242,11.06265374302,9.22597878663,11.30302889262,11.30302889262,10.64293259502,10.68064865782,9.41378568585,10.60085966785,11.30302889295,11.30302889294,11.30302889294,11.30302889294,11.30302889302,11.30302889302,11.30302889255,10.67156594545,9.7440406097,9.22535395045,9.55699965996,11.30302889169,11.13232247009,11.30302889259,9.97536248413,11.30302889263,10.72867297071,11.30302889303,11.30302889303,7.69221879282,7.20005344702,9.79689005575,11.3030288934,11.3030288934,11.30302889315,11.30302889355,11.30302889355,11.30302889362,10.43345040712,9.42553647925
"t144",3.2740392276,2.5287350552,3.0044140425,0.06660421484,0,1.12931853362,1.18525924522,2.93315143311,2.93315143311,2.93315143312,2.93315143312,2.93315143322,2.93315143312,2.93315143312,2.93315143312,2.93315143314,2.93315143314,2.93315143315,2.78297917772,6.58369362666,6.58369362666,6.58369362666,6.58369362666,6.58369362666,6.58369362666,6.58369362661,6.58369362661,6.58369362659,6.58369362659,6.58369362656,6.58369362656,6.5836936267,6.5836936267,6.5836936267,5.0032656345,6.58369362684,6.43342490964,6.09224391064,6.58369362724,6.58369362724,6.58369362724,6.58369362718,6.58369362718,6.5836936272,6.5836936272,6.5836936272,6.58369362723,6.58369362723,6.361540328319,6.583693627319,6.583693627219,6.583693627219,5.825029647523,6.583693627223,6.583693627223,5.0433828465,5.1152810066,4.9351623505,6.8518728504,7.67152895254,7.63623560554,7.6715289517,7.6715289517,6.8781255929,5.9581982128,5.21113585882,5.70721582902,7.72697513802,7.72697513802,6.07901087242,6.77659359782,7.72697513792,7.72697513792,7.62053536742,7.05451159992,7.72697513792,7.72697513792,7.72697513782,7.22756932204,7.72697513743,7.72697513743,7.72697513792,7.72697513792,7.65297904782,6.90838754392,6.80312718889,7.84740776957,7.84740776957,6.54369953289,7.84740776849,7.36418269159,7.27514367229,7.84740776899,7.847407769027,7.847407769027,7.84740776909,7.84740776897,7.84740776897,7.84740776898,7.84740776898,7.84740776898,7.84740776908,7.512969089305,7.84740776896,7.84740776896,7.84740776899,4.97338847199,4.83346972929,5.8836740956,6.8629944285,7.93316096872,10.51647530712,11.30302889222,8.24451417392,10.96510772572,11.30302889242,11.06265374302,9.22597878663,11.30302889262,11.30302889262,10.64293259502,10.68064865782,9.41378568585,10.60085966785,11.30302889295,11.30302889294,11.30302889294,11.30302889294,11.30302889302,11.30302889302,11.30302889255,10.67156594545,9.7440406097,9.22535395045,9.55699965996,11.30302889169,11.13232247009,11.30302889259,9.97536248413,11.30302889263,10.72867297071,11.30302889303,11.30302889303,7.69221879282,7.20005344702,9.79689005575,11.3030288934,11.3030288934,11.30302889315,11.30302889355,11.30302889355,11.30302889362,10.43345040712,9.42553647925
"t71",3.27403922758,2.52873505518,3.00441404248,1.12931853362,1.12931853362,0,1.1852592452,2.93315143309,2.93315143309,2.9331514331,2.9331514331,2.9331514332,2.9331514331,2.9331514331,2.9331514331,2.93315143312,2.93315143312,2.93315143313,2.7829791777,6.58369362664,6.58369362664,6.58369362664,6.58369362664,6.58369362664,6.58369362664,6.58369362659,6.58369362659,6.58369362657,6.58369362657,6.58369362654,6.58369362654,6.58369362668,6.58369362668,6.58369362668,5.00326563448,6.58369362682,6.43342490962,6.09224391062,6.58369362722,6.58369362722,6.58369362722,6.58369362716,6.58369362716,6.58369362718,6.58369362718,6.58369362718,6.58369362721,6.58369362721,6.361540328299,6.583693627299,6.583693627199,6.583693627199,5.825029647503,6.583693627203,6.583693627203,5.04338284648,5.11528100658,4.93516235048,6.85187285038,7.67152895252,7.63623560552,7.67152895168,7.67152895168,6.87812559288,5.95819821278,5.2111358588,5.707215829,7.726975138,7.726975138,6.0790108724,6.7765935978,7.7269751379,7.7269751379,7.6205353674,7.0545115999,7.7269751379,7.7269751379,7.7269751378,7.22756932202,7.72697513741,7.72697513741,7.7269751379,7.7269751379,7.6529790478,6.9083875439,6.80312718887,7.84740776955,7.84740776955,6.54369953287,7.84740776847,7.36418269157,7.27514367227,7.84740776897,7.847407769007,7.847407769007,7.84740776907,7.84740776895,7.84740776895,7.84740776896,7.84740776896,7.84740776896,7.84740776906,7.512969089285,7.84740776894,7.84740776894,7.84740776897,4.97338847197,4.83346972927,5.88367409558,6.86299442848,7.9331609687,10.5164753071,11.3030288922,8.2445141739,10.9651077257,11.3030288924,11.062653743,9.22597878661,11.3030288926,11.3030288926,10.642932595,10.6806486578,9.41378568583,10.60085966783,11.30302889293,11.30302889292,11.30302889292,11.30302889292,11.303028893,11.303028893,11.30302889253,10.67156594543,9.74404060968,9.22535395043,9.55699965994,11.30302889167,11.13232247007,11.30302889257,9.97536248411,11.30302889261,10.72867297069,11.30302889301,11.30302889301,7.6922187928,7.200053447,9.79689005573,11.30302889338,11.30302889338,11.30302889313,11.30302889353,11.30302889353,11.3030288936,10.4334504071,9.42553647923
"t67",3.27403922758,2.52873505518,3.00441404248,1.18525924522,1.18525924522,1.1852592452,0,2.93315143309,2.93315143309,2.9331514331,2.9331514331,2.9331514332,2.9331514331,2.9331514331,2.9331514331,2.93315143312,2.93315143312,2.93315143313,2.7829791777,6.58369362664,6.58369362664,6.58369362664,6.58369362664,6.58369362664,6.58369362664,6.58369362659,6.58369362659,6.58369362657,6.58369362657,6.58369362654,6.58369362654,6.58369362668,6.58369362668,6.58369362668,5.00326563448,6.58369362682,6.43342490962,6.09224391062,6.58369362722,6.58369362722,6.58369362722,6.58369362716,6.58369362716,6.58369362718,6.58369362718,6.58369362718,6.58369362721,6.58369362721,6.361540328299,6.583693627299,6.583693627199,6.583693627199,5.825029647503,6.583693627203,6.583693627203,5.04338284648,5.11528100658,4.93516235048,6.85187285038,7.67152895252,7.63623560552,7.67152895168,7.67152895168,6.87812559288,5.95819821278,5.2111358588,5.707215829,7.726975138,7.726975138,6.0790108724,6.7765935978,7.7269751379,7.7269751379,7.6205353674,7.0545115999,7.7269751379,7.7269751379,7.7269751378,7.22756932202,7.72697513741,7.72697513741,7.7269751379,7.7269751379,7.6529790478,6.9083875439,6.80312718887,7.84740776955,7.84740776955,6.54369953287,7.84740776847,7.36418269157,7.27514367227,7.84740776897,7.847407769007,7.847407769007,7.84740776907,7.84740776895,7.84740776895,7.84740776896,7.84740776896,7.84740776896,7.84740776906,7.512969089285,7.84740776894,7.84740776894,7.84740776897,4.97338847197,4.83346972927,5.88367409558,6.86299442848,7.9331609687,10.5164753071,11.3030288922,8.2445141739,10.9651077257,11.3030288924,11.062653743,9.22597878661,11.3030288926,11.3030288926,10.642932595,10.6806486578,9.41378568583,10.60085966783,11.30302889293,11.30302889292,11.30302889292,11.30302889292,11.303028893,11.303028893,11.30302889253,10.67156594543,9.74404060968,9.22535395043,9.55699965994,11.30302889167,11.13232247007,11.30302889257,9.97536248411,11.30302889261,10.72867297069,11.30302889301,11.30302889301,7.6922187928,7.200053447,9.79689005573,11.30302889338,11.30302889338,11.30302889313,11.30302889353,11.30302889353,11.3030288936,10.4334504071,9.42553647923
"t80",3.27403922747,2.52873505507,3.00441404237,2.93315143311,2.93315143311,2.93315143309,2.93315143309,0,0.9989346682,1.07892605379,1.07892605379,1.67087969249,1.67087969239,1.67087969239,1.67087969239,1.67087969241,1.67087969241,1.67087969242,1.52070743699,6.58369362653,6.58369362653,6.58369362653,6.58369362653,6.58369362653,6.58369362653,6.58369362648,6.58369362648,6.58369362646,6.58369362646,6.58369362643,6.58369362643,6.58369362657,6.58369362657,6.58369362657,5.00326563437,6.58369362671,6.43342490951,6.09224391051,6.58369362711,6.58369362711,6.58369362711,6.58369362705,6.58369362705,6.58369362707,6.58369362707,6.58369362707,6.5836936271,6.5836936271,6.361540328189,6.583693627189,6.583693627089,6.583693627089,5.825029647393,6.583693627093,6.583693627093,5.04338284637,5.11528100647,4.93516235037,6.85187285027,7.67152895241,7.63623560541,7.67152895157,7.67152895157,6.87812559277,5.95819821267,5.21113585869,5.70721582889,7.72697513789,7.72697513789,6.07901087229,6.77659359769,7.72697513779,7.72697513779,7.62053536729,7.05451159979,7.72697513779,7.72697513779,7.72697513769,7.22756932191,7.7269751373,7.7269751373,7.72697513779,7.72697513779,7.65297904769,6.90838754379,6.80312718876,7.84740776944,7.84740776944,6.54369953276,7.84740776836,7.36418269146,7.27514367216,7.84740776886,7.847407768897,7.847407768897,7.84740776896,7.84740776884,7.84740776884,7.84740776885,7.84740776885,7.84740776885,7.84740776895,7.512969089175,7.84740776883,7.84740776883,7.84740776886,4.97338847186,4.83346972916,5.88367409547,6.86299442837,7.93316096859,10.51647530699,11.30302889209,8.24451417379,10.96510772559,11.30302889229,11.06265374289,9.2259787865,11.30302889249,11.30302889249,10.64293259489,10.68064865769,9.41378568572,10.60085966772,11.30302889282,11.30302889281,11.30302889281,11.30302889281,11.30302889289,11.30302889289,11.30302889242,10.67156594532,9.74404060957,9.22535395032,9.55699965983,11.30302889156,11.13232246996,11.30302889246,9.975362484,11.3030288925,10.72867297058,11.3030288929,11.3030288929,7.69221879269,7.20005344689,9.79689005562,11.30302889327,11.30302889327,11.30302889302,11.30302889342,11.30302889342,11.30302889349,10.43345040699,9.42553647912
"t81",3.27403922747,2.52873505507,3.00441404237,2.93315143311,2.93315143311,2.93315143309,2.93315143309,0.9989346682,0,1.07892605379,1.07892605379,1.67087969249,1.67087969239,1.67087969239,1.67087969239,1.67087969241,1.67087969241,1.67087969242,1.52070743699,6.58369362653,6.58369362653,6.58369362653,6.58369362653,6.58369362653,6.58369362653,6.58369362648,6.58369362648,6.58369362646,6.58369362646,6.58369362643,6.58369362643,6.58369362657,6.58369362657,6.58369362657,5.00326563437,6.58369362671,6.43342490951,6.09224391051,6.58369362711,6.58369362711,6.58369362711,6.58369362705,6.58369362705,6.58369362707,6.58369362707,6.58369362707,6.5836936271,6.5836936271,6.361540328189,6.583693627189,6.583693627089,6.583693627089,5.825029647393,6.583693627093,6.583693627093,5.04338284637,5.11528100647,4.93516235037,6.85187285027,7.67152895241,7.63623560541,7.67152895157,7.67152895157,6.87812559277,5.95819821267,5.21113585869,5.70721582889,7.72697513789,7.72697513789,6.07901087229,6.77659359769,7.72697513779,7.72697513779,7.62053536729,7.05451159979,7.72697513779,7.72697513779,7.72697513769,7.22756932191,7.7269751373,7.7269751373,7.72697513779,7.72697513779,7.65297904769,6.90838754379,6.80312718876,7.84740776944,7.84740776944,6.54369953276,7.84740776836,7.36418269146,7.27514367216,7.84740776886,7.847407768897,7.847407768897,7.84740776896,7.84740776884,7.84740776884,7.84740776885,7.84740776885,7.84740776885,7.84740776895,7.512969089175,7.84740776883,7.84740776883,7.84740776886,4.97338847186,4.83346972916,5.88367409547,6.86299442837,7.93316096859,10.51647530699,11.30302889209,8.24451417379,10.96510772559,11.30302889229,11.06265374289,9.2259787865,11.30302889249,11.30302889249,10.64293259489,10.68064865769,9.41378568572,10.60085966772,11.30302889282,11.30302889281,11.30302889281,11.30302889281,11.30302889289,11.30302889289,11.30302889242,10.67156594532,9.74404060957,9.22535395032,9.55699965983,11.30302889156,11.13232246996,11.30302889246,9.975362484,11.3030288925,10.72867297058,11.3030288929,11.3030288929,7.69221879269,7.20005344689,9.79689005562,11.30302889327,11.30302889327,11.30302889302,11.30302889342,11.30302889342,11.30302889349,10.43345040699,9.42553647912
"t130",3.27403922748,2.52873505508,3.00441404238,2.93315143312,2.93315143312,2.9331514331,2.9331514331,1.07892605379,1.07892605379,0,0.212417381,1.6708796925,1.6708796924,1.6708796924,1.6708796924,1.67087969242,1.67087969242,1.67087969243,1.520707437,6.58369362654,6.58369362654,6.58369362654,6.58369362654,6.58369362654,6.58369362654,6.58369362649,6.58369362649,6.58369362647,6.58369362647,6.58369362644,6.58369362644,6.58369362658,6.58369362658,6.58369362658,5.00326563438,6.58369362672,6.43342490952,6.09224391052,6.58369362712,6.58369362712,6.58369362712,6.58369362706,6.58369362706,6.58369362708,6.58369362708,6.58369362708,6.58369362711,6.58369362711,6.361540328199,6.583693627199,6.583693627099,6.583693627099,5.825029647403,6.583693627103,6.583693627103,5.04338284638,5.11528100648,4.93516235038,6.85187285028,7.67152895242,7.63623560542,7.67152895158,7.67152895158,6.87812559278,5.95819821268,5.2111358587,5.7072158289,7.7269751379,7.7269751379,6.0790108723,6.7765935977,7.7269751378,7.7269751378,7.6205353673,7.0545115998,7.7269751378,7.7269751378,7.7269751377,7.22756932192,7.72697513731,7.72697513731,7.7269751378,7.7269751378,7.6529790477,6.9083875438,6.80312718877,7.84740776945,7.84740776945,6.54369953277,7.84740776837,7.36418269147,7.27514367217,7.84740776887,7.847407768907,7.847407768907,7.84740776897,7.84740776885,7.84740776885,7.84740776886,7.84740776886,7.84740776886,7.84740776896,7.512969089185,7.84740776884,7.84740776884,7.84740776887,4.97338847187,4.83346972917,5.88367409548,6.86299442838,7.9331609686,10.516475307,11.3030288921,8.2445141738,10.9651077256,11.3030288923,11.0626537429,9.22597878651,11.3030288925,11.3030288925,10.6429325949,10.6806486577,9.41378568573,10.60085966773,11.30302889283,11.30302889282,11.30302889282,11.30302889282,11.3030288929,11.3030288929,11.30302889243,10.67156594533,9.74404060958,9.22535395033,9.55699965984,11.30302889157,11.13232246997,11.30302889247,9.97536248401,11.30302889251,10.72867297059,11.30302889291,11.30302889291,7.6922187927,7.2000534469,9.79689005563,11.30302889328,11.30302889328,11.30302889303,11.30302889343,11.30302889343,11.3030288935,10.433450407,9.42553647913
