"accepted_species","traits"
"t18",0
"t23",1
"t26",1
"t30",0
"t35",1
"t37",1
"t39",1
"t40",1
"t42",1
"t48",0
"t49",1
"t52",0
"t53",1
"t55",0
"t56",0
"t59",1
"t60",1
"t61",1
"t63",1
"t65",0
"t66",0
"t67",1
"t68",1
"t69",0
"t71",1
"t72",1
"t73",0
"t76",1
"t78",0
"t80",1
"t81",1
"t82",0
"t83",1
"t84",1
"t85",1
"t88",1
"t89",0
"t90",1
"t91",1
"t93",0
"t94",1
"t96",1
"t97",1
"t98",1
"t99",1
"t101",1
"t102",0
"t104",1
"t105",1
"t106",0
"t107",1
"t108",1
"t109",1
"t110",0
"t111",1
"t112",0
"t113",0
"t114",1
"t115",1
"t116",1
"t117",1
"t118",0
"t119",1
"t120",1
"t121",1
"t122",1
"t123",0
"t124",0
"t125",1
"t126",0
"t127",0
"t128",1
"t129",1
"t130",0
"t133",0
"t134",1
"t135",0
"t136",1
"t137",0
"t139",0
"t140",0
"t141",0
"t142",1
"t143",0
"t144",0
"t145",1
"t148",1
"t149",1
"t150",0
"t151",0
"t152",0
"t153",0
"t154",1
"t155",1
"t156",0
"t157",1
"t158",1
"t159",0
"t160",1
"t161",1
