"","t1","t3","t6","t9","t65","t66","t28","t29","t54","t88","t89","t138","t139","t50","t69","t70","t60","t61","t141","t142","t45","t46","t18","t127","t130","t131","t111","t23","t92","t121","t122","t12","t82","t104","t123","t124","t24","t41","t42","t33","t34","t55","t79","t80","t81","t7","t58","t59","t109","t110","t27","t21","t93","t94","t125","t126","t116","t136","t137","t84","t85","t25","t26","t67","t71","t72","t19","t39","t56","t57","t30","t134","t135","t97","t98","t63","t144","t145","t143","t140","t37","t86","t99","t100","t15","t83","t117","t118","t38","t78","t107","t108","t74","t75","t128","t129","t62","t16","t17","t112","t113","t90","t91","t35","t64","t101","t102","t48","t49","t32","t73","t119","t120","t31","t20","t103","t105","t106","t76","t77","t10","t11","t4","t5","t22","t95","t96","t132","t133","t87","t13","t14","t36","t51","t52","t53","t43","t44","t40","t114","t115","t68","t47","t8","t2"
"t1",0,1.8916400861,3.0386182378,4.1293685212,5.6021872804,5.4765472737,6.29035401297,6.29035401297,6.29035401287,6.29035401317,6.29035401317,6.29035401366,6.29035401366,6.2903540131,6.2110560802,6.2903540134,6.29035401338,6.29035401338,6.275948340105,6.29035401295,6.29035401371,6.29035401371,6.29035401289,6.29035401363,6.29035401367,6.29035401367,6.29035401363,5.46525288153,6.29035401379,6.29035401379,6.29035401379,4.5271930699,6.2903540133,6.2903540133,6.2903540132,6.2903540132,5.1732960341,6.2903540133,5.1749588585,5.3714297141,6.2903540137,6.1394535373,6.2903540134,6.29035401339,6.29035401339,3.6804879043,6.29035401307,6.29035401307,6.29035401304,6.29035401304,5.52200646964,6.09299666584,6.29035401304,6.29035401304,6.29035401374,6.29035401374,6.29035401314,6.29035401311,6.29035401311,6.29035401309,6.29035401309,5.10127782719,5.09440460869,6.29035401329,6.29035401334,6.29035401334,4.86655870529,5.56999963919,6.29035401349,6.29035401349,6.29035401379,6.29035401345,6.29035401345,6.29035401343,6.29035401343,6.04602754403,6.290354013448,6.290354013448,6.290354013449,6.29035401345,4.97022103739,6.29035401369,6.29035401369,6.29035401369,4.28810397649,6.29035401309,6.29035401309,6.29035401309,6.19320908049,6.29035401299,6.29035401299,6.29035401299,6.2903540138,6.2903540138,6.29035401378,6.29035401378,5.6492585042,4.587620031,6.2903540134,6.2903540135,6.2903540135,6.2903540135,6.2903540135,5.1254338397,5.83656180293,6.29035401353,6.29035401353,6.29035401343,5.29865375993,6.2903540139,6.2903540135,6.2903540135,6.2903540135,4.87981719298,5.9452194832,6.290354013,6.29035401297,6.29035401297,6.290354013,6.290354013,3.3585076227,3.1955589073,1.9995281188,3.2048097882,4.64067730758,6.2903540139,6.29035401387,6.29035401384,6.29035401384,6.2903540139,4.7674576564,4.29732065297,6.2903540134,6.2903540135769,6.1680347480269,6.2903540140269,5.6344023269269,6.2903540140269,5.30845540731,6.29035401368,6.26779098518,6.29035401368,6.29035401358,4.1968995013,0.8561607939
"t3",1.8916400861,0,2.0752772853,3.1660275687,4.6388463279,4.5132063212,5.32701306047,5.32701306047,5.32701306037,5.32701306067,5.32701306067,5.32701306116,5.32701306116,5.3270130606,5.2477151277,5.3270130609,5.32701306088,5.32701306088,5.312607387605,5.32701306045,5.32701306121,5.32701306121,5.32701306039,5.32701306113,5.32701306117,5.32701306117,5.32701306113,4.50191192903,5.32701306129,5.32701306129,5.32701306129,3.5638521174,5.3270130608,5.3270130608,5.3270130607,5.3270130607,4.2099550816,5.3270130608,4.211617906,4.4080887616,5.3270130612,5.1761125848,5.3270130609,5.32701306089,5.32701306089,2.7171469518,5.32701306057,5.32701306057,5.32701306054,5.32701306054,4.55866551714,5.12965571334,5.32701306054,5.32701306054,5.32701306124,5.32701306124,5.32701306064,5.32701306061,5.32701306061,5.32701306059,5.32701306059,4.13793687469,4.13106365619,5.32701306079,5.32701306084,5.32701306084,3.90321775279,4.60665868669,5.32701306099,5.32701306099,5.32701306129,5.32701306095,5.32701306095,5.32701306093,5.32701306093,5.08268659153,5.327013060948,5.327013060948,5.327013060949,5.32701306095,4.00688008489,5.32701306119,5.32701306119,5.32701306119,3.32476302399,5.32701306059,5.32701306059,5.32701306059,5.22986812799,5.32701306049,5.32701306049,5.32701306049,5.3270130613,5.3270130613,5.32701306128,5.32701306128,4.6859175517,3.6242790785,5.3270130609,5.327013061,5.327013061,5.327013061,5.327013061,4.1620928872,4.87322085043,5.32701306103,5.32701306103,5.32701306093,4.33531280743,5.3270130614,5.327013061,5.327013061,5.327013061,3.91647624048,4.9818785307,5.3270130605,5.32701306047,5.32701306047,5.3270130605,5.3270130605,2.3951666702,2.2322179548,1.0361871663,2.2414688357,3.67733635508,5.3270130614,5.32701306137,5.32701306134,5.32701306134,5.3270130614,3.8041167039,3.33397970047,5.3270130609,5.3270130610769,5.2046937955269,5.3270130615269,4.6710613744269,5.3270130615269,4.34511445481,5.32701306118,5.30445003268,5.32701306118,5.32701306108,3.2335585488,1.2865938444
"t6",3.0386182378,2.0752772853,0,2.1713277308,3.64414649,3.5185064833,4.33231322257,4.33231322257,4.33231322247,4.33231322277,4.33231322277,4.33231322326,4.33231322326,4.3323132227,4.2530152898,4.332313223,4.33231322298,4.33231322298,4.317907549705,4.33231322255,4.33231322331,4.33231322331,4.33231322249,4.33231322323,4.33231322327,4.33231322327,4.33231322323,3.50721209113,4.33231322339,4.33231322339,4.33231322339,2.5691522795,4.3323132229,4.3323132229,4.3323132228,4.3323132228,3.2152552437,4.3323132229,3.2169180681,3.4133889237,4.3323132233,4.1814127469,4.332313223,4.33231322299,4.33231322299,1.7224471139,5.15344499087,5.15344499087,5.15344499084,5.15344499084,4.38509744744,4.95608764364,5.15344499084,5.15344499084,5.15344499154,5.15344499154,5.15344499094,5.15344499091,5.15344499091,5.15344499089,5.15344499089,3.96436880499,3.95749558649,5.15344499109,5.15344499114,5.15344499114,3.72964968309,4.43309061699,5.15344499129,5.15344499129,5.15344499159,5.15344499125,5.15344499125,5.15344499123,5.15344499123,4.90911852183,5.153444991248,5.153444991248,5.153444991249,5.15344499125,3.83331201519,5.15344499149,5.15344499149,5.15344499149,3.15119495429,5.15344499089,5.15344499089,5.15344499089,5.05630005829,5.15344499079,5.15344499079,5.15344499079,5.1534449916,5.1534449916,5.15344499158,5.15344499158,4.512349482,3.4507110088,5.1534449912,5.1534449913,5.1534449913,5.1534449913,5.1534449913,3.9885248175,4.69965278073,5.15344499133,5.15344499133,5.15344499123,4.16174473773,5.1534449917,5.1534449913,5.1534449913,5.1534449913,3.74290817078,4.808310461,5.1534449908,5.15344499077,5.15344499077,5.1534449908,5.1534449908,2.2215986005,2.0586498851,1.4113759578,2.6415187962,4.07738631558,5.7270630219,5.72706302187,5.72706302184,5.72706302184,5.7270630219,4.2041666644,3.73402966097,5.7270630214,5.7270630215769,5.6047437560269,5.7270630220269,5.0711113349269,5.7270630220269,4.74516441531,5.72706302168,5.70449999318,5.72706302168,5.72706302158,3.6336085093,2.4335719961
"t9",4.1293685212,3.1660275687,2.1713277308,0,3.8712250272,3.7455850205,4.55939175977,4.55939175977,4.55939175967,4.55939175997,4.55939175997,4.55939176046,4.55939176046,4.9615808049,4.882282872,4.9615808052,4.96158080518,4.96158080518,4.947175131905,4.96158080475,4.96158080551,4.96158080551,4.96158080469,4.96158080543,4.96158080547,4.96158080547,4.96158080543,4.13647967333,4.96158080559,4.96158080559,4.96158080559,3.1984198617,4.9615808051,4.9615808051,4.961580805,4.961580805,3.8445228259,4.9615808051,3.8461856503,4.0426565059,4.9615808055,4.8106803291,4.9615808052,4.96158080519,4.96158080519,2.3838057599,6.24419527427,6.24419527427,6.24419527424,6.24419527424,5.47584773084,6.04683792704,6.24419527424,6.24419527424,6.24419527494,6.24419527494,6.24419527434,6.24419527431,6.24419527431,6.24419527429,6.24419527429,5.05511908839,5.04824586989,6.24419527449,6.24419527454,6.24419527454,4.82039996649,5.52384090039,6.24419527469,6.24419527469,6.24419527499,6.24419527465,6.24419527465,6.24419527463,6.24419527463,5.99986880523,6.244195274648,6.244195274648,6.244195274649,6.24419527465,4.92406229859,6.24419527489,6.24419527489,6.24419527489,4.24194523769,6.24419527429,6.24419527429,6.24419527429,6.14705034169,6.24419527419,6.24419527419,6.24419527419,6.244195275,6.244195275,6.24419527498,6.24419527498,5.6030997654,4.5414612922,6.2441952746,6.2441952747,6.2441952747,6.2441952747,6.2441952747,5.0792751009,5.79040306413,6.24419527473,6.24419527473,6.24419527463,5.25249502113,6.2441952751,6.2441952747,6.2441952747,6.2441952747,4.83365845418,5.8990607444,6.2441952742,6.24419527417,6.24419527417,6.2441952742,6.2441952742,3.3123488839,3.1494001685,2.5021262412,3.7322690796,5.16813659898,6.8178133053,6.81781330527,6.81781330524,6.81781330524,6.8178133053,5.2949169478,4.82477994437,6.8178133048,6.8178133049769,6.6954940394269,6.8178133054269,6.1618616183269,6.8178133054269,5.83591469871,6.81781330508,6.79525027658,6.81781330508,6.81781330498,4.7243587927,3.5243222795
"t65",5.6021872804,4.6388463279,3.64414649,3.8712250272,0,0.1791847459,2.87930546697,2.87930546697,2.87930546687,2.87930546717,2.87930546717,2.87930546766,2.87930546766,6.4343995641,6.3551016312,6.4343995644,6.43439956438,6.43439956438,6.419993891105,6.43439956395,6.43439956471,6.43439956471,6.43439956389,6.43439956463,6.43439956467,6.43439956467,6.43439956463,5.60929843253,6.43439956479,6.43439956479,6.43439956479,4.6712386209,6.4343995643,6.4343995643,6.4343995642,6.4343995642,5.3173415851,6.4343995643,5.3190044095,5.5154752651,6.4343995647,6.2834990883,6.4343995644,6.43439956439,6.43439956439,3.8566245191,7.71701403347,7.71701403347,7.71701403344,7.71701403344,6.94866649004,7.51965668624,7.71701403344,7.71701403344,7.71701403414,7.71701403414,7.71701403354,7.71701403351,7.71701403351,7.71701403349,7.71701403349,6.52793784759,6.52106462909,7.71701403369,7.71701403374,7.71701403374,6.29321872569,6.99665965959,7.71701403389,7.71701403389,7.71701403419,7.71701403385,7.71701403385,7.71701403383,7.71701403383,7.47268756443,7.717014033848,7.717014033848,7.717014033849,7.71701403385,6.39688105779,7.71701403409,7.71701403409,7.71701403409,5.71476399689,7.71701403349,7.71701403349,7.71701403349,7.61986910089,7.71701403339,7.71701403339,7.71701403339,7.7170140342,7.7170140342,7.71701403418,7.71701403418,7.0759185246,6.0142800514,7.7170140338,7.7170140339,7.7170140339,7.7170140339,7.7170140339,6.5520938601,7.26322182333,7.71701403393,7.71701403393,7.71701403383,6.72531378033,7.7170140343,7.7170140339,7.7170140339,7.7170140339,6.30647721338,7.3718795036,7.7170140334,7.71701403337,7.71701403337,7.7170140334,7.7170140334,4.7851676431,4.6222189277,3.9749450004,5.2050878388,6.64095535818,8.2906320645,8.29063206447,8.29063206444,8.29063206444,8.2906320645,6.767735707,6.29759870357,8.290632064,8.2906320641769,8.1683127986269,8.2906320646269,7.6346803775269,8.2906320646269,7.30873345791,8.29063206428,8.26806903578,8.29063206428,8.29063206418,6.1971775519,4.9971410387
"t66",5.4765472737,4.5132063212,3.5185064833,3.7455850205,0.1791847459,0,2.75366546027,2.75366546027,2.75366546017,2.75366546047,2.75366546047,2.75366546096,2.75366546096,6.3087595574,6.2294616245,6.3087595577,6.30875955768,6.30875955768,6.294353884405,6.30875955725,6.30875955801,6.30875955801,6.30875955719,6.30875955793,6.30875955797,6.30875955797,6.30875955793,5.48365842583,6.30875955809,6.30875955809,6.30875955809,4.5455986142,6.3087595576,6.3087595576,6.3087595575,6.3087595575,5.1917015784,6.3087595576,5.1933644028,5.3898352584,6.308759558,6.1578590816,6.3087595577,6.30875955769,6.30875955769,3.7309845124,7.59137402677,7.59137402677,7.59137402674,7.59137402674,6.82302648334,7.39401667954,7.59137402674,7.59137402674,7.59137402744,7.59137402744,7.59137402684,7.59137402681,7.59137402681,7.59137402679,7.59137402679,6.40229784089,6.39542462239,7.59137402699,7.59137402704,7.59137402704,6.16757871899,6.87101965289,7.59137402719,7.59137402719,7.59137402749,7.59137402715,7.59137402715,7.59137402713,7.59137402713,7.34704755773,7.591374027148,7.591374027148,7.591374027149,7.59137402715,6.27124105109,7.59137402739,7.59137402739,7.59137402739,5.58912399019,7.59137402679,7.59137402679,7.59137402679,7.49422909419,7.59137402669,7.59137402669,7.59137402669,7.5913740275,7.5913740275,7.59137402748,7.59137402748,6.9502785179,5.8886400447,7.5913740271,7.5913740272,7.5913740272,7.5913740272,7.5913740272,6.4264538534,7.13758181663,7.59137402723,7.59137402723,7.59137402713,6.59967377363,7.5913740276,7.5913740272,7.5913740272,7.5913740272,6.18083720668,7.2462394969,7.5913740267,7.59137402667,7.59137402667,7.5913740267,7.5913740267,4.6595276364,4.496578921,3.8493049937,5.0794478321,6.51531535148,8.1649920578,8.16499205777,8.16499205774,8.16499205774,8.1649920578,6.6420957003,6.17195869687,8.1649920573,8.1649920574769,8.0426727919269,8.1649920579269,7.5090403708269,8.1649920579269,7.18309345121,8.16499205758,8.14242902908,8.16499205758,8.16499205748,6.0715375452,4.871501032
"t28",6.29035401297,5.32701306047,4.33231322257,4.55939175977,2.87930546697,2.75366546027,0,3.012514928,3.5330289541,3.5330289544,3.5330289544,3.53302895489,3.53302895489,7.12256629667,7.04326836377,7.12256629697,7.12256629695,7.12256629695,7.108160623675,7.12256629652,7.12256629728,7.12256629728,7.12256629646,7.1225662972,7.12256629724,7.12256629724,7.1225662972,6.2974651651,7.12256629736,7.12256629736,7.12256629736,5.35940535347,7.12256629687,7.12256629687,7.12256629677,7.12256629677,6.00550831767,7.12256629687,6.00717114207,6.20364199767,7.12256629727,6.97166582087,7.12256629697,7.12256629696,7.12256629696,4.54479125167,8.40518076604,8.40518076604,8.40518076601,8.40518076601,7.63683322261,8.20782341881,8.40518076601,8.40518076601,8.40518076671,8.40518076671,8.40518076611,8.40518076608,8.40518076608,8.40518076606,8.40518076606,7.21610458016,7.20923136166,8.40518076626,8.40518076631,8.40518076631,6.98138545826,7.68482639216,8.40518076646,8.40518076646,8.40518076676,8.40518076642,8.40518076642,8.4051807664,8.4051807664,8.160854297,8.405180766418,8.405180766418,8.405180766419,8.40518076642,7.08504779036,8.40518076666,8.40518076666,8.40518076666,6.40293072946,8.40518076606,8.40518076606,8.40518076606,8.30803583346,8.40518076596,8.40518076596,8.40518076596,8.40518076677,8.40518076677,8.40518076675,8.40518076675,7.76408525717,6.70244678397,8.40518076637,8.40518076647,8.40518076647,8.40518076647,8.40518076647,7.24026059267,7.9513885559,8.4051807665,8.4051807665,8.4051807664,7.4134805129,8.40518076687,8.40518076647,8.40518076647,8.40518076647,6.99464394595,8.06004623617,8.40518076597,8.40518076594,8.40518076594,8.40518076597,8.40518076597,5.47333437567,5.31038566027,4.66311173297,5.89325457137,7.32912209075,8.97879879707,8.97879879704,8.97879879701,8.97879879701,8.97879879707,7.45590243957,6.98576543614,8.97879879657,8.9787987967469,8.8564795311969,8.9787987971969,8.3228471100969,8.9787987971969,7.99690019048,8.97879879685,8.95623576835,8.97879879685,8.97879879675,6.88534428447,5.68530777127
"t29",6.29035401297,5.32701306047,4.33231322257,4.55939175977,2.87930546697,2.75366546027,3.012514928,0,3.5330289541,3.5330289544,3.5330289544,3.53302895489,3.53302895489,7.12256629667,7.04326836377,7.12256629697,7.12256629695,7.12256629695,7.108160623675,7.12256629652,7.12256629728,7.12256629728,7.12256629646,7.1225662972,7.12256629724,7.12256629724,7.1225662972,6.2974651651,7.12256629736,7.12256629736,7.12256629736,5.35940535347,7.12256629687,7.12256629687,7.12256629677,7.12256629677,6.00550831767,7.12256629687,6.00717114207,6.20364199767,7.12256629727,6.97166582087,7.12256629697,7.12256629696,7.12256629696,4.54479125167,8.40518076604,8.40518076604,8.40518076601,8.40518076601,7.63683322261,8.20782341881,8.40518076601,8.40518076601,8.40518076671,8.40518076671,8.40518076611,8.40518076608,8.40518076608,8.40518076606,8.40518076606,7.21610458016,7.20923136166,8.40518076626,8.40518076631,8.40518076631,6.98138545826,7.68482639216,8.40518076646,8.40518076646,8.40518076676,8.40518076642,8.40518076642,8.4051807664,8.4051807664,8.160854297,8.405180766418,8.405180766418,8.405180766419,8.40518076642,7.08504779036,8.40518076666,8.40518076666,8.40518076666,6.40293072946,8.40518076606,8.40518076606,8.40518076606,8.30803583346,8.40518076596,8.40518076596,8.40518076596,8.40518076677,8.40518076677,8.40518076675,8.40518076675,7.76408525717,6.70244678397,8.40518076637,8.40518076647,8.40518076647,8.40518076647,8.40518076647,7.24026059267,7.9513885559,8.4051807665,8.4051807665,8.4051807664,7.4134805129,8.40518076687,8.40518076647,8.40518076647,8.40518076647,6.99464394595,8.06004623617,8.40518076597,8.40518076594,8.40518076594,8.40518076597,8.40518076597,5.47333437567,5.31038566027,4.66311173297,5.89325457137,7.32912209075,8.97879879707,8.97879879704,8.97879879701,8.97879879701,8.97879879707,7.45590243957,6.98576543614,8.97879879657,8.9787987967469,8.8564795311969,8.9787987971969,8.3228471100969,8.9787987971969,7.99690019048,8.97879879685,8.95623576835,8.97879879685,8.97879879675,6.88534428447,5.68530777127
"t54",6.29035401287,5.32701306037,4.33231322247,4.55939175967,2.87930546687,2.75366546017,3.5330289541,3.5330289541,0,2.0501750243,2.0501750243,2.43103066959,2.43103066959,7.12256629657,7.04326836367,7.12256629687,7.12256629685,7.12256629685,7.108160623575,7.12256629642,7.12256629718,7.12256629718,7.12256629636,7.1225662971,7.12256629714,7.12256629714,7.1225662971,6.297465165,7.12256629726,7.12256629726,7.12256629726,5.35940535337,7.12256629677,7.12256629677,7.12256629667,7.12256629667,6.00550831757,7.12256629677,6.00717114197,6.20364199757,7.12256629717,6.97166582077,7.12256629687,7.12256629686,7.12256629686,4.54479125157,8.40518076594,8.40518076594,8.40518076591,8.40518076591,7.63683322251,8.20782341871,8.40518076591,8.40518076591,8.40518076661,8.40518076661,8.40518076601,8.40518076598,8.40518076598,8.40518076596,8.40518076596,7.21610458006,7.20923136156,8.40518076616,8.40518076621,8.40518076621,6.98138545816,7.68482639206,8.40518076636,8.40518076636,8.40518076666,8.40518076632,8.40518076632,8.4051807663,8.4051807663,8.1608542969,8.405180766318,8.405180766318,8.405180766319,8.40518076632,7.08504779026,8.40518076656,8.40518076656,8.40518076656,6.40293072936,8.40518076596,8.40518076596,8.40518076596,8.30803583336,8.40518076586,8.40518076586,8.40518076586,8.40518076667,8.40518076667,8.40518076665,8.40518076665,7.76408525707,6.70244678387,8.40518076627,8.40518076637,8.40518076637,8.40518076637,8.40518076637,7.24026059257,7.9513885558,8.4051807664,8.4051807664,8.4051807663,7.4134805128,8.40518076677,8.40518076637,8.40518076637,8.40518076637,6.99464394585,8.06004623607,8.40518076587,8.40518076584,8.40518076584,8.40518076587,8.40518076587,5.47333437557,5.31038566017,4.66311173287,5.89325457127,7.32912209065,8.97879879697,8.97879879694,8.97879879691,8.97879879691,8.97879879697,7.45590243947,6.98576543604,8.97879879647,8.9787987966469,8.8564795310969,8.9787987970969,8.3228471099969,8.9787987970969,7.99690019038,8.97879879675,8.95623576825,8.97879879675,8.97879879665,6.88534428437,5.68530777117
"t88",6.29035401317,5.32701306067,4.33231322277,4.55939175997,2.87930546717,2.75366546047,3.5330289544,3.5330289544,2.0501750243,0,1.0195017852,2.43103066989,2.43103066989,7.12256629687,7.04326836397,7.12256629717,7.12256629715,7.12256629715,7.108160623875,7.12256629672,7.12256629748,7.12256629748,7.12256629666,7.1225662974,7.12256629744,7.12256629744,7.1225662974,6.2974651653,7.12256629756,7.12256629756,7.12256629756,5.35940535367,7.12256629707,7.12256629707,7.12256629697,7.12256629697,6.00550831787,7.12256629707,6.00717114227,6.20364199787,7.12256629747,6.97166582107,7.12256629717,7.12256629716,7.12256629716,4.54479125187,8.40518076624,8.40518076624,8.40518076621,8.40518076621,7.63683322281,8.20782341901,8.40518076621,8.40518076621,8.40518076691,8.40518076691,8.40518076631,8.40518076628,8.40518076628,8.40518076626,8.40518076626,7.21610458036,7.20923136186,8.40518076646,8.40518076651,8.40518076651,6.98138545846,7.68482639236,8.40518076666,8.40518076666,8.40518076696,8.40518076662,8.40518076662,8.4051807666,8.4051807666,8.1608542972,8.405180766618,8.405180766618,8.405180766619,8.40518076662,7.08504779056,8.40518076686,8.40518076686,8.40518076686,6.40293072966,8.40518076626,8.40518076626,8.40518076626,8.30803583366,8.40518076616,8.40518076616,8.40518076616,8.40518076697,8.40518076697,8.40518076695,8.40518076695,7.76408525737,6.70244678417,8.40518076657,8.40518076667,8.40518076667,8.40518076667,8.40518076667,7.24026059287,7.9513885561,8.4051807667,8.4051807667,8.4051807666,7.4134805131,8.40518076707,8.40518076667,8.40518076667,8.40518076667,6.99464394615,8.06004623637,8.40518076617,8.40518076614,8.40518076614,8.40518076617,8.40518076617,5.47333437587,5.31038566047,4.66311173317,5.89325457157,7.32912209095,8.97879879727,8.97879879724,8.97879879721,8.97879879721,8.97879879727,7.45590243977,6.98576543634,8.97879879677,8.9787987969469,8.8564795313969,8.9787987973969,8.3228471102969,8.9787987973969,7.99690019068,8.97879879705,8.95623576855,8.97879879705,8.97879879695,6.88534428467,5.68530777147
