"","t1","t5","t12","t14","t15","t11","t7","t55","t138","t139","t128","t105","t50","t53","t54","t47","t57","t111","t112","t68","t69","t70","t67","t115","t116","t101","t94","t56","t117","t118","t123","t124","t119","t120","t140","t141","t86","t44","t142","t143","t62","t63","t22","t99","t100","t104","t136","t137","t129","t89","t109","t110","t106","t48","t49","t132","t133","t95","t96","t21","t90","t91","t61","t82","t83","t29","t18","t19","t16","t9","t10","t3","t6","t20","t134","t135","t45","t64","t92","t107","t108","t130","t131","t126","t127","t125","t13","t42","t43","t26","t40","t41","t34","t65","t77","t78","t79","t66","t121","t122","t93","t84","t85","t102","t103","t80","t81","t24","t25","t60","t113","t114","t38","t36","t37","t17","t52","t87","t88","t27","t28","t75","t76","t39","t23","t30","t31","t32","t33","t2","t8","t46","t71","t72","t51","t58","t59","t97","t98","t35","t73","t74","t4"
"t1",0,7.0909115221,4.71928328144,4.52894135487,6.18532804404,5.44842739,4.7171256373,7.4287135958,7.42871359577,7.42871359577,7.42871359577,7.4287135958,6.63691594759,7.42871359575,7.42871359575,6.46835964775,7.4287135958,7.4287135958,7.4287135958,7.428713595568,7.428713595578,7.428713595578,7.428713595578,7.428713595748,7.428713595748,7.428713595738,7.428713595678,6.722909799278,7.428713595668,7.428713595628,7.428713595688,7.428713595688,7.428713595758,7.428713595758,7.428713595638,7.428713595638,7.084038565238,6.719663362768,7.428713595942,7.428713595942,7.428713595758,6.763707714518,7.428713595558,7.428713595788,7.428713595788,7.428713595738,7.428713595668,7.428713595668,7.428713595658,7.428713595688,7.428713595518,7.428713595518,7.428713595588,6.618195376958,7.428713595685,7.428713595765,7.428713595765,7.428713595685,7.428713595685,7.428713595678,7.428713595678,7.428713595678,7.428713595678,7.428713595778,7.428713595778,6.150758376978,5.601758977878,5.655582423378,6.219330965208,4.33385346355,5.78586342055,3.6669496433,3.9259199386,7.4287135961,7.4287135955,7.4287135955,7.42871359578,7.42871359568,7.42871359568,7.42871359568,7.42871359568,7.42871359568,7.42871359568,7.428713595618,7.428713595618,7.42871359562,6.6619061261,6.35734328153,7.4287135958,7.4287135961,7.1081592615,7.4287135958,7.4287135961,7.4287135959,7.12494791892,7.155160671075,7.428713595875,7.4287135959,7.4287135959,7.4287135959,7.4287135959,7.4287135959,7.4287135959,7.4287135959,7.4287135959,7.428713596,7.428713596,6.2841486355,6.3176939349,7.4287135959,7.4287135959,7.26058025825,6.6222117176,6.7305236953,6.23831657177,6.9334217455,7.4287135958,7.4287135958,7.4287135958,7.4287135963,7.4287135963,7.4287135958,7.4287135958,7.1826369947,5.7986916356,7.42871359598,7.42871359598,7.4287135958,6.2756140747,4.7068040654,4.8446899701,6.7095146065,7.42871359539,7.42871359539,7.42871359529,6.9546156541,7.4287135958,7.4287135956,7.4287135956,7.283358705,7.4287135954,7.4287135954,4.5377881474
"t5",7.0909115221,0,4.27164913334,4.08130720677,5.73769389594,5.0007932419,5.537984662,8.2495726205,8.24957262047,8.24957262047,8.24957262047,8.2495726205,7.45777497229,8.24957262045,8.24957262045,7.28921867245,8.2495726205,8.2495726205,8.2495726205,8.249572620268,8.249572620278,8.249572620278,8.249572620278,8.249572620448,8.249572620448,8.249572620438,8.249572620378,7.543768823978,8.249572620368,8.249572620328,8.249572620388,8.249572620388,8.249572620458,8.249572620458,8.249572620338,8.249572620338,7.904897589938,7.540522387468,8.249572620642,8.249572620642,8.249572620458,7.584566739218,8.249572620258,8.249572620488,8.249572620488,8.249572620438,8.249572620368,8.249572620368,8.249572620358,8.249572620388,8.249572620218,8.249572620218,8.249572620288,7.439054401658,8.249572620385,8.249572620465,8.249572620465,8.249572620385,8.249572620385,8.249572620378,8.249572620378,8.249572620378,8.249572620378,8.249572620478,8.249572620478,6.971617401678,6.422618002578,6.476441448078,7.040189989908,5.15471248825,6.60672244525,4.487808668,7.5012850073,11.0040786648,11.0040786642,11.0040786642,11.00407866448,11.00407866438,11.00407866438,11.00407866438,11.00407866438,11.00407866438,11.00407866438,11.004078664318,11.004078664318,11.00407866432,10.2372711948,9.93270835023,11.0040786645,11.0040786648,10.6835243302,11.0040786645,11.0040786648,11.0040786646,10.70031298762,10.730525739775,11.004078664575,11.0040786646,11.0040786646,11.0040786646,11.0040786646,11.0040786646,11.0040786646,11.0040786646,11.0040786646,11.0040786647,11.0040786647,9.8595137042,9.8930590036,11.0040786646,11.0040786646,10.83594532695,10.1975767863,10.305888764,9.81368164047,10.5087868142,11.0040786645,11.0040786645,11.0040786645,11.004078665,11.004078665,11.0040786645,11.0040786645,10.7580020634,9.3740567043,11.00407866468,11.00407866468,11.0040786645,9.8509791434,8.2821691341,8.4200550388,10.2848796752,11.00407866409,11.00407866409,11.00407866399,10.5299807228,11.0040786645,11.0040786643,11.0040786643,10.8587237737,11.0040786641,11.0040786641,8.1131532161
"t12",4.71928328144,4.27164913334,0,0.90447692983,2.560863619,1.93739341744,3.16635642134,5.87794437984,5.87794437981,5.87794437981,5.87794437981,5.87794437984,5.08614673163,5.87794437979,5.87794437979,4.91759043179,5.87794437984,5.87794437984,5.87794437984,5.877944379608,5.877944379618,5.877944379618,5.877944379618,5.877944379788,5.877944379788,5.877944379778,5.877944379718,5.172140583318,5.877944379708,5.877944379668,5.877944379728,5.877944379728,5.877944379798,5.877944379798,5.877944379678,5.877944379678,5.533269349278,5.168894146808,5.877944379982,5.877944379982,5.877944379798,5.212938498558,5.877944379598,5.877944379828,5.877944379828,5.877944379778,5.877944379708,5.877944379708,5.877944379698,5.877944379728,5.877944379558,5.877944379558,5.877944379628,5.067426160998,5.877944379725,5.877944379805,5.877944379805,5.877944379725,5.877944379725,5.877944379718,5.877944379718,5.877944379718,5.877944379718,5.877944379818,5.877944379818,4.599989161018,4.050989761918,4.104813207418,4.668561749248,2.78308424759,4.23509420459,2.11618042734,5.12965676664,8.63245042414,8.63245042354,8.63245042354,8.63245042382,8.63245042372,8.63245042372,8.63245042372,8.63245042372,8.63245042372,8.63245042372,8.632450423658,8.632450423658,8.63245042366,7.86564295414,7.56108010957,8.63245042384,8.63245042414,8.31189608954,8.63245042384,8.63245042414,8.63245042394,8.32868474696,8.358897499115,8.632450423915,8.63245042394,8.63245042394,8.63245042394,8.63245042394,8.63245042394,8.63245042394,8.63245042394,8.63245042394,8.63245042404,8.63245042404,7.48788546354,7.52143076294,8.63245042394,8.63245042394,8.46431708629,7.82594854564,7.93426052334,7.44205339981,8.13715857354,8.63245042384,8.63245042384,8.63245042384,8.63245042434,8.63245042434,8.63245042384,8.63245042384,8.38637382274,7.00242846364,8.63245042402,8.63245042402,8.63245042384,7.47935090274,5.91054089344,6.04842679814,7.91325143454,8.63245042343,8.63245042343,8.63245042333,8.15835248214,8.63245042384,8.63245042364,8.63245042364,8.48709553304,8.63245042344,8.63245042344,5.74152497544
"t14",4.52894135487,4.08130720677,0.90447692983,0,1.78963561083,1.74705149087,2.97601449477,5.68760245327,5.68760245324,5.68760245324,5.68760245324,5.68760245327,4.89580480506,5.68760245322,5.68760245322,4.72724850522,5.68760245327,5.68760245327,5.68760245327,5.687602453038,5.687602453048,5.687602453048,5.687602453048,5.687602453218,5.687602453218,5.687602453208,5.687602453148,4.981798656748,5.687602453138,5.687602453098,5.687602453158,5.687602453158,5.687602453228,5.687602453228,5.687602453108,5.687602453108,5.342927422708,4.978552220238,5.687602453412,5.687602453412,5.687602453228,5.022596571988,5.687602453028,5.687602453258,5.687602453258,5.687602453208,5.687602453138,5.687602453138,5.687602453128,5.687602453158,5.687602452988,5.687602452988,5.687602453058,4.877084234428,5.687602453155,5.687602453235,5.687602453235,5.687602453155,5.687602453155,5.687602453148,5.687602453148,5.687602453148,5.687602453148,5.687602453248,5.687602453248,4.409647234448,3.860647835348,3.914471280848,4.478219822678,2.59274232102,4.04475227802,1.92583850077,4.93931484007,8.44210849757,8.44210849697,8.44210849697,8.44210849725,8.44210849715,8.44210849715,8.44210849715,8.44210849715,8.44210849715,8.44210849715,8.442108497088,8.442108497088,8.44210849709,7.67530102757,7.370738183,8.44210849727,8.44210849757,8.12155416297,8.44210849727,8.44210849757,8.44210849737,8.13834282039,8.168555572545,8.442108497345,8.44210849737,8.44210849737,8.44210849737,8.44210849737,8.44210849737,8.44210849737,8.44210849737,8.44210849737,8.44210849747,8.44210849747,7.29754353697,7.33108883637,8.44210849737,8.44210849737,8.27397515972,7.63560661907,7.74391859677,7.25171147324,7.94681664697,8.44210849727,8.44210849727,8.44210849727,8.44210849777,8.44210849777,8.44210849727,8.44210849727,8.19603189617,6.81208653707,8.44210849745,8.44210849745,8.44210849727,7.28900897617,5.72019896687,5.85808487157,7.72290950797,8.44210849686,8.44210849686,8.44210849676,7.96801055557,8.44210849727,8.44210849707,8.44210849707,8.29675360647,8.44210849687,8.44210849687,5.55118304887
"t15",6.18532804404,5.73769389594,2.560863619,1.78963561083,0,3.40343818004,4.63240118394,7.34398914244,7.34398914241,7.34398914241,7.34398914241,7.34398914244,6.55219149423,7.34398914239,7.34398914239,6.38363519439,7.34398914244,7.34398914244,7.34398914244,7.343989142208,7.343989142218,7.343989142218,7.343989142218,7.343989142388,7.343989142388,7.343989142378,7.343989142318,6.638185345918,7.343989142308,7.343989142268,7.343989142328,7.343989142328,7.343989142398,7.343989142398,7.343989142278,7.343989142278,6.999314111878,6.634938909408,7.343989142582,7.343989142582,7.343989142398,6.678983261158,7.343989142198,7.343989142428,7.343989142428,7.343989142378,7.343989142308,7.343989142308,7.343989142298,7.343989142328,7.343989142158,7.343989142158,7.343989142228,6.533470923598,7.343989142325,7.343989142405,7.343989142405,7.343989142325,7.343989142325,7.343989142318,7.343989142318,7.343989142318,7.343989142318,7.343989142418,7.343989142418,6.066033923618,5.517034524518,5.570857970018,6.134606511848,4.24912901019,5.70113896719,3.58222518994,6.59570152924,10.09849518674,10.09849518614,10.09849518614,10.09849518642,10.09849518632,10.09849518632,10.09849518632,10.09849518632,10.09849518632,10.09849518632,10.098495186258,10.098495186258,10.09849518626,9.33168771674,9.02712487217,10.09849518644,10.09849518674,9.77794085214,10.09849518644,10.09849518674,10.09849518654,9.79472950956,9.824942261715,10.098495186515,10.09849518654,10.09849518654,10.09849518654,10.09849518654,10.09849518654,10.09849518654,10.09849518654,10.09849518654,10.09849518664,10.09849518664,8.95393022614,8.98747552554,10.09849518654,10.09849518654,9.93036184889,9.29199330824,9.40030528594,8.90809816241,9.60320333614,10.09849518644,10.09849518644,10.09849518644,10.09849518694,10.09849518694,10.09849518644,10.09849518644,9.85241858534,8.46847322624,10.09849518662,10.09849518662,10.09849518644,8.94539566534,7.37658565604,7.51447156074,9.37929619714,10.09849518603,10.09849518603,10.09849518593,9.62439724474,10.09849518644,10.09849518624,10.09849518624,9.95314029564,10.09849518604,10.09849518604,7.20756973804
"t11",5.44842739,5.0007932419,1.93739341744,1.74705149087,3.40343818004,0,3.8955005299,6.6070884884,6.60708848837,6.60708848837,6.60708848837,6.6070884884,5.81529084019,6.60708848835,6.60708848835,5.64673454035,6.6070884884,6.6070884884,6.6070884884,6.607088488168,6.607088488178,6.607088488178,6.607088488178,6.607088488348,6.607088488348,6.607088488338,6.607088488278,5.901284691878,6.607088488268,6.607088488228,6.607088488288,6.607088488288,6.607088488358,6.607088488358,6.607088488238,6.607088488238,6.262413457838,5.898038255368,6.607088488542,6.607088488542,6.607088488358,5.942082607118,6.607088488158,6.607088488388,6.607088488388,6.607088488338,6.607088488268,6.607088488268,6.607088488258,6.607088488288,6.607088488118,6.607088488118,6.607088488188,5.796570269558,6.607088488285,6.607088488365,6.607088488365,6.607088488285,6.607088488285,6.607088488278,6.607088488278,6.607088488278,6.607088488278,6.607088488378,6.607088488378,5.329133269578,4.780133870478,4.833957315978,5.397705857808,3.51222835615,4.96423831315,2.8453245359,5.8588008752,9.3615945327,9.3615945321,9.3615945321,9.36159453238,9.36159453228,9.36159453228,9.36159453228,9.36159453228,9.36159453228,9.36159453228,9.361594532218,9.361594532218,9.36159453222,8.5947870627,8.29022421813,9.3615945324,9.3615945327,9.0410401981,9.3615945324,9.3615945327,9.3615945325,9.05782885552,9.088041607675,9.361594532475,9.3615945325,9.3615945325,9.3615945325,9.3615945325,9.3615945325,9.3615945325,9.3615945325,9.3615945325,9.3615945326,9.3615945326,8.2170295721,8.2505748715,9.3615945325,9.3615945325,9.19346119485,8.5550926542,8.6634046319,8.17119750837,8.8663026821,9.3615945324,9.3615945324,9.3615945324,9.3615945329,9.3615945329,9.3615945324,9.3615945324,9.1155179313,7.7315725722,9.36159453258,9.36159453258,9.3615945324,8.2084950113,6.639685002,6.7775709067,8.6423955431,9.36159453199,9.36159453199,9.36159453189,8.8874965907,9.3615945324,9.3615945322,9.3615945322,9.2162396416,9.361594532,9.361594532,6.470669084
"t7",4.7171256373,5.537984662,3.16635642134,2.97601449477,4.63240118394,3.8955005299,0,4.4872394993,4.48723949927,4.48723949927,4.48723949927,4.4872394993,3.69544185109,4.48723949925,4.48723949925,3.52688555125,4.4872394993,4.4872394993,4.4872394993,4.487239499068,4.487239499078,4.487239499078,4.487239499078,4.487239499248,4.487239499248,4.487239499238,4.487239499178,3.781435702778,4.487239499168,4.487239499128,4.487239499188,4.487239499188,4.487239499258,4.487239499258,4.487239499138,4.487239499138,4.142564468738,3.778189266268,4.487239499442,4.487239499442,4.487239499258,3.822233618018,4.487239499058,4.487239499288,4.487239499288,4.487239499238,4.487239499168,4.487239499168,4.487239499158,4.487239499188,4.487239499018,4.487239499018,4.487239499088,3.676721280458,4.487239499185,4.487239499265,4.487239499265,4.487239499185,4.487239499185,4.487239499178,4.487239499178,4.487239499178,4.487239499178,4.487239499278,4.487239499278,3.209284280478,2.660284881378,2.714108326878,3.277856868708,1.39237936705,2.84438932405,1.2009822702,5.1274991225,8.63029278,8.6302927794,8.6302927794,8.63029277968,8.63029277958,8.63029277958,8.63029277958,8.63029277958,8.63029277958,8.63029277958,8.630292779518,8.630292779518,8.63029277952,7.86348531,7.55892246543,8.6302927797,8.63029278,8.3097384454,8.6302927797,8.63029278,8.6302927798,8.32652710282,8.356739854975,8.630292779775,8.6302927798,8.6302927798,8.6302927798,8.6302927798,8.6302927798,8.6302927798,8.6302927798,8.6302927798,8.6302927799,8.6302927799,7.4857278194,7.5192731188,8.6302927798,8.6302927798,8.46215944215,7.8237909015,7.9321028792,7.43989575567,8.1350009294,8.6302927797,8.6302927797,8.6302927797,8.6302927802,8.6302927802,8.6302927797,8.6302927797,8.3842161786,7.0002708195,8.63029277988,8.63029277988,8.6302927797,7.4771932586,5.9083832493,6.046269154,7.9110937904,8.63029277929,8.63029277929,8.63029277919,8.156194838,8.6302927797,8.6302927795,8.6302927795,8.4849378889,8.6302927793,8.6302927793,5.7393673313
"t55",7.4287135958,8.2495726205,5.87794437984,5.68760245327,7.34398914244,6.6070884884,4.4872394993,0,1.78242658357,1.78242658357,1.78242658357,1.7824265836,1.36848287659,2.16028052475,2.16028052475,1.19992657675,3.4173008968,3.4173008968,3.4173008968,4.977999961368,4.977999961378,4.977999961378,4.977999961378,4.977999961548,4.977999961548,4.977999961538,4.977999961478,4.272196165078,4.977999961468,4.977999961428,4.977999961488,4.977999961488,4.977999961558,4.977999961558,4.977999961438,4.977999961438,4.633324931038,4.268949728568,4.977999961742,4.977999961742,4.977999961558,4.312994080318,4.977999961358,4.977999961588,4.977999961588,4.977999961538,4.977999961468,4.977999961468,4.977999961458,4.977999961488,4.977999961318,4.977999961318,4.977999961388,4.167481742758,4.977999961485,4.977999961565,4.977999961565,4.977999961485,4.977999961485,4.977999961478,4.977999961478,4.977999961478,4.977999961478,4.977999961578,4.977999961578,3.700044742778,3.151045343678,3.204868789178,3.768617331008,3.80604344775,5.25805340475,3.9125702287,7.839087081,11.3418807385,11.3418807379,11.3418807379,11.34188073818,11.34188073808,11.34188073808,11.34188073808,11.34188073808,11.34188073808,11.34188073808,11.341880738018,11.341880738018,11.34188073802,10.5750732685,10.27051042393,11.3418807382,11.3418807385,11.0213264039,11.3418807382,11.3418807385,11.3418807383,11.03811506132,11.068327813475,11.341880738275,11.3418807383,11.3418807383,11.3418807383,11.3418807383,11.3418807383,11.3418807383,11.3418807383,11.3418807383,11.3418807384,11.3418807384,10.1973157779,10.2308610773,11.3418807383,11.3418807383,11.17374740065,10.53537886,10.6436908377,10.15148371417,10.8465888879,11.3418807382,11.3418807382,11.3418807382,11.3418807387,11.3418807387,11.3418807382,11.3418807382,11.0958041371,9.711858778,11.34188073838,11.34188073838,11.3418807382,10.1887812171,8.6199712078,8.7578571125,10.6226817489,11.34188073779,11.34188073779,11.34188073769,10.8677827965,11.3418807382,11.341880738,11.341880738,11.1965258474,11.3418807378,11.3418807378,8.4509552898
"t138",7.42871359577,8.24957262047,5.87794437981,5.68760245324,7.34398914241,6.60708848837,4.48723949927,1.78242658357,0,0.02837538502,0.13790679214,0.50352919377,1.36848287656,2.16028052472,2.16028052472,1.19992657672,3.41730089677,3.41730089677,3.41730089677,4.977999961338,4.977999961348,4.977999961348,4.977999961348,4.977999961518,4.977999961518,4.977999961508,4.977999961448,4.272196165048,4.977999961438,4.977999961398,4.977999961458,4.977999961458,4.977999961528,4.977999961528,4.977999961408,4.977999961408,4.633324931008,4.268949728538,4.977999961712,4.977999961712,4.977999961528,4.312994080288,4.977999961328,4.977999961558,4.977999961558,4.977999961508,4.977999961438,4.977999961438,4.977999961428,4.977999961458,4.977999961288,4.977999961288,4.977999961358,4.167481742728,4.977999961455,4.977999961535,4.977999961535,4.977999961455,4.977999961455,4.977999961448,4.977999961448,4.977999961448,4.977999961448,4.977999961548,4.977999961548,3.700044742748,3.151045343648,3.204868789148,3.768617330978,3.80604344772,5.25805340472,3.91257022867,7.83908708097,11.34188073847,11.34188073787,11.34188073787,11.34188073815,11.34188073805,11.34188073805,11.34188073805,11.34188073805,11.34188073805,11.34188073805,11.341880737988,11.341880737988,11.34188073799,10.57507326847,10.2705104239,11.34188073817,11.34188073847,11.02132640387,11.34188073817,11.34188073847,11.34188073827,11.03811506129,11.068327813445,11.341880738245,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073837,11.34188073837,10.19731577787,10.23086107727,11.34188073827,11.34188073827,11.17374740062,10.53537885997,10.64369083767,10.15148371414,10.84658888787,11.34188073817,11.34188073817,11.34188073817,11.34188073867,11.34188073867,11.34188073817,11.34188073817,11.09580413707,9.71185877797,11.34188073835,11.34188073835,11.34188073817,10.18878121707,8.61997120777,8.75785711247,10.62268174887,11.34188073776,11.34188073776,11.34188073766,10.86778279647,11.34188073817,11.34188073797,11.34188073797,11.19652584737,11.34188073777,11.34188073777,8.45095528977
"t139",7.42871359577,8.24957262047,5.87794437981,5.68760245324,7.34398914241,6.60708848837,4.48723949927,1.78242658357,0.02837538502,0,0.13790679214,0.50352919377,1.36848287656,2.16028052472,2.16028052472,1.19992657672,3.41730089677,3.41730089677,3.41730089677,4.977999961338,4.977999961348,4.977999961348,4.977999961348,4.977999961518,4.977999961518,4.977999961508,4.977999961448,4.272196165048,4.977999961438,4.977999961398,4.977999961458,4.977999961458,4.977999961528,4.977999961528,4.977999961408,4.977999961408,4.633324931008,4.268949728538,4.977999961712,4.977999961712,4.977999961528,4.312994080288,4.977999961328,4.977999961558,4.977999961558,4.977999961508,4.977999961438,4.977999961438,4.977999961428,4.977999961458,4.977999961288,4.977999961288,4.977999961358,4.167481742728,4.977999961455,4.977999961535,4.977999961535,4.977999961455,4.977999961455,4.977999961448,4.977999961448,4.977999961448,4.977999961448,4.977999961548,4.977999961548,3.700044742748,3.151045343648,3.204868789148,3.768617330978,3.80604344772,5.25805340472,3.91257022867,7.83908708097,11.34188073847,11.34188073787,11.34188073787,11.34188073815,11.34188073805,11.34188073805,11.34188073805,11.34188073805,11.34188073805,11.34188073805,11.341880737988,11.341880737988,11.34188073799,10.57507326847,10.2705104239,11.34188073817,11.34188073847,11.02132640387,11.34188073817,11.34188073847,11.34188073827,11.03811506129,11.068327813445,11.341880738245,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073827,11.34188073837,11.34188073837,10.19731577787,10.23086107727,11.34188073827,11.34188073827,11.17374740062,10.53537885997,10.64369083767,10.15148371414,10.84658888787,11.34188073817,11.34188073817,11.34188073817,11.34188073867,11.34188073867,11.34188073817,11.34188073817,11.09580413707,9.71185877797,11.34188073835,11.34188073835,11.34188073817,10.18878121707,8.61997120777,8.75785711247,10.62268174887,11.34188073776,11.34188073776,11.34188073766,10.86778279647,11.34188073817,11.34188073797,11.34188073797,11.19652584737,11.34188073777,11.34188073777,8.45095528977
