"accepted_species","F1.1/1"
"t7",0.347068362858232
"t8",-1.88532880512154
"t19",-0.316836447008931
"t20",-0.670548327689952
"t33",0.180055465548698
"t34",0.075783527595419
"t37",-1.1816747554545
"t42",1.21359996967212
"t43",0.361545621014273
"t24",0.745910729564888
"t25",0.770103458625313
"t28",NA
"t29",-1.80424167028602
"t82",0.909770215561197
"t83",-0.101020918577369
"t39",-0.327051633496656
"t40",NA
"t72",1.32056716783186
"t73",NA
"t41",-1.09822495711063
"t18",0.489792080786662
"t99",0.227301064927267
"t100",0.157022814743831
"t38",NA
"t55",NA
"t56",-0.456434853975335
"t64",-1.19069773487675
"t65",0.178859737412832
"t52",NA
"t53",NA
"t10",0.0502550479540795
"t15",NA
"t14",NA
"t84",0.578098410478254
"t85",NA
"t70",-0.819585395557377
"t71",-0.823034813475758
"t47",-0.468372258157409
"t48",-0.579144527432988
"t9",-2.12407032982414
"t93",0.605371456401124
"t94",-0.16387043468392
"t57",1.4317194790999
"t58",0.0124517975448727
"t21",0.445465302396235
"t35",-1.76355950703323
"t36",-0.605426300745116
"t16",-0.394654907038897
"t46",0.218548893606496
"t30",0.334527893988153
"t31",-0.211030252046253
"t91",0.548015573009206
"t92",-0.277035398485643
"t81",-2.44703334765347
"t5",0.64657177325781
"t1",0.512174069599199
"t2",0.268797377308679
"t4",0.00563638629924118
"t44",-1.15178827691849
"t45",-0.178929340601149
"t51",0.454669258012316
"t61",1.85397732385663
"t88",-0.879276186353886
"t89",1.39912832027847
"t90",-0.00327236398916396
"t95",0.579525796230403
"t96",-0.830837814027404
"t62",0.951286307181709
"t63",0.307943859252474
"t54",0.567781432129316
"t27",0.670922370767959
"t22",1.08544712531993
"t23",1.27536001988822
"t26",0.822398638519575
"t49",-0.940539434686911
"t50",0.54650132208407
"t32",-0.835754337187527
"t74",1.22641347135716
"t86",-0.216409226396095
"t87",1.06865207967618
"t75",-0.419657757838457
"t76",0.305529156751687
"t68",-1.96146303236768
"t69",1.82052422155298
"t59",0.311377739115851
"t60",0.674887666576699
"t66",-2.47315777636246
"t67",1.99417090479546
"t12",0.529190604884919
"t13",1.83553293198528
"t6",1.21764438306627
"t17",-0.302287503604518
"t11",-1.09171455479826
"t77",-0.231182524988267
"t78",0.388947444223705
"t79",0.702133556417261
"t97",-1.83508894122635
"t98",-2.73857282299449
"t80",0.513569829112982
"t3",0.741958359367671
