,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,3.3557355,2.7162123,5.2341275,7.469291,2.1506226,7.6218076,4.587244,5.903405,2.6547635,6.0167665,7.3731074,7.7551217,5.1927314,5.578711,4.49463,5.239403,5.6561623
t3,3.3136592,2.7852917,5.16123,7.3906536,2.216874,7.601208,4.518707,5.8791223,2.611149,6.080043,7.3055506,7.7162814,5.183185,5.5206685,4.4336295,5.307743,5.5904274
t4,0.3056382,2.8675919,0.010395069,2.694864,3.539055,6.1666565,3.7061548,4.201145,1.9310498,6.0578184,6.685405,5.008543,2.7754116,6.8353524,4.899525,5.7300177,3.5999157
t56,14.520604,6.093231,4.2247477,1.8244363,2.3586483,6.291442,7.3387437,4.900278,-0.23367444,5.490548,6.1687994,7.086052,5.290921,5.663676,3.768758,6.9400964,5.38974
t65,14.524247,5.9387364,4.0844474,1.7715226,2.645751,6.193943,7.2157555,4.945067,-0.407783,5.4154606,6.5427804,7.2711115,5.510069,5.8340364,3.7633727,6.708204,5.5108795
t66,14.491682,6.078542,4.181605,1.8298227,2.4078207,6.2700515,7.3084564,4.931216,-0.27230522,5.456352,6.207352,7.107515,5.3240895,5.695549,3.7383058,6.8929977,5.4254675
t30,14.500081,6.05132,4.123999,1.7964023,2.5484002,6.2554913,7.27778,4.9468303,-0.33587688,5.434835,6.3378377,7.1629124,5.3858156,5.747989,3.7497885,6.7763767,5.4717937
t19,14.502172,5.966379,4.086111,1.7894498,2.6565628,6.199642,7.2334957,4.9444356,-0.3823262,5.430421,6.5047812,7.259909,5.473979,5.8086524,3.7666936,6.697622,5.5024023
t163,14.475859,6.1402197,4.329776,1.9118116,2.050588,6.2995553,7.3816147,4.8575745,-0.08467877,5.500598,5.885702,6.9831853,5.1511965,5.5510435,3.73846,7.1935887,5.2772117
t164,14.402549,6.117282,4.313689,1.9704392,1.9812021,6.2699256,7.326374,4.8575087,-0.042873442,5.4213266,5.8028336,6.9659023,5.0999494,5.547984,3.6820338,7.2407184,5.221657
t165,14.4307375,6.122303,4.3385587,1.9299221,1.9959328,6.2994323,7.3605766,4.8267713,-0.054026317,5.4656134,5.8302813,6.947265,5.086924,5.5558023,3.7025783,7.2378955,5.20848
t166,14.412968,6.1282754,4.407625,1.8710603,1.9493793,6.3715153,7.3622737,4.839915,-0.060723055,5.380791,5.7620254,6.8787494,5.0163226,5.5667114,3.6994193,7.2683234,5.152963
t39,14.519013,5.7888803,4.0029945,1.8115232,2.8902183,6.092893,7.168857,4.956797,-0.42424616,5.4412117,6.8569374,7.5004134,5.5909343,5.902093,3.817051,6.556139,5.583082
t131,14.481677,6.1090074,4.34544,1.8528562,2.0682938,6.3240037,7.4066925,4.895552,-0.15550703,5.550498,5.946367,7.0072365,5.2010145,5.5995307,3.7541273,7.1665664,5.3319726
t132,14.520213,6.0529895,4.403899,1.8621886,2.07742,6.344292,7.4538245,4.810709,-0.10663027,5.5998116,5.967605,6.992569,5.198686,5.558042,3.7971077,7.175069,5.276973
t122,14.241844,5.4092636,4.41804,2.2803683,1.710887,5.9374394,7.399904,4.8630304,-0.11222535,5.6973743,6.113183,7.2946787,5.5149007,5.5273933,3.6413758,7.476714,5.3595624
t135,14.24254,5.2926445,4.4717946,2.268424,1.7390049,5.9544663,7.4530063,4.8024025,-0.14075421,5.6616206,6.2041917,7.3733764,5.5052466,5.5660753,3.5725288,7.5056953,5.3043184
t136,14.243807,5.3200235,4.420118,2.3200896,1.7319577,5.9346886,7.410196,4.862626,-0.15209575,5.6922045,6.1908436,7.367485,5.519823,5.5665407,3.628092,7.4759097,5.3656745
t82,14.27322,5.4271746,4.400998,2.2593908,1.7506621,5.9721775,7.402339,4.868528,-0.13863902,5.670656,6.1161494,7.3035803,5.479294,5.570848,3.639978,7.4359555,5.363516
t129,14.295577,5.326326,4.483965,2.2012582,1.7620587,6.0444827,7.4964457,4.7933946,-0.1271905,5.616007,6.1479225,7.352643,5.417326,5.5921288,3.6243095,7.480428,5.2788763
t130,14.20924,5.3564105,4.517651,2.296518,1.6510452,5.9547,7.4583535,4.796785,-0.07886686,5.6943083,6.127372,7.2829895,5.4925675,5.4827056,3.5778542,7.550046,5.2740974
t38,14.43225,5.685265,4.067279,1.8433996,2.7476897,6.003709,7.1398716,4.8761444,-0.42395663,5.4435587,6.7877927,7.5097733,5.638579,5.9240694,3.7631638,6.686989,5.50032
t145,14.365756,5.648802,4.365711,2.1006222,1.9353385,6.0619383,7.3860526,4.8435316,-0.15129158,5.6283374,6.14864,7.260108,5.420968,5.615352,3.6973555,7.323287,5.350947
t146,14.35943,5.6385894,4.3831615,2.1009533,1.9056824,6.0680017,7.376989,4.8239603,-0.12044491,5.6393814,6.1213746,7.2555714,5.39776,5.602996,3.7120204,7.361546,5.3223658
t57,14.397276,5.5980535,4.066826,1.8343695,2.7592673,5.954765,7.0762105,4.8130717,-0.40423167,5.392795,6.848235,7.597628,5.645265,6.0021453,3.7782564,6.7307935,5.4454784
t55,14.444127,5.71579,4.0602207,1.7994074,2.8758106,5.991668,7.1544113,4.853257,-0.4047881,5.4742684,6.8798122,7.569829,5.590544,5.93675,3.8486247,6.6069045,5.500153
t81,14.392618,5.547462,4.064186,1.8514596,2.750482,5.9365163,7.068708,4.8124638,-0.3977891,5.397701,6.876795,7.6286306,5.658126,6.0044866,3.7743404,6.7471895,5.450697
t113,14.226535,4.892505,4.147184,2.0411253,2.3812776,5.58849,6.8410125,4.585148,-0.20409568,5.2588887,6.9232826,8.055348,5.7639494,6.1947837,3.6979647,7.165692,5.2633038
t114,14.154858,4.917546,4.126629,2.0216208,2.3777654,5.583667,6.846751,4.529209,-0.24088341,5.255749,6.920699,8.001273,5.7520294,6.192731,3.7367637,7.232481,5.213884
t152,14.138277,4.8097343,4.1027727,2.0020041,2.4849846,5.640277,6.7885327,4.5008035,-0.28016603,5.1947703,7.053303,8.073764,5.8057985,6.270785,3.7352118,7.1973953,5.175568
