"","t1","t3","t4","t56","t65","t66","t30","t19","t163","t164","t165","t166","t39","t131","t132","t122","t135","t136","t82","t129","t130","t38","t145","t146","t57","t55","t81","t113","t114","t152","t155","t156","t111","t112","t84","t85","t50","t51","t133","t134","t148","t167","t168","t53","t72","t73","t41","t24","t25","t6","t16","t49","t105","t106","t83","t103","t104","t36","t161","t162","t141","t142","t17","t68","t75","t76","t10","t45","t46","t169","t170","t151","t147","t8","t22","t23","t21","t100","t101","t42","t43","t44","t95","t98","t99","t11","t32","t92","t93","t79","t80","t159","t160","t61","t62","t149","t150","t63","t64","t58","t52","t34","t18","t86","t87","t109","t110","t40","t107","t108","t26","t27","t28","t70","t77","t78","t94","t153","t154","t121","t115","t116","t102","t96","t139","t140","t137","t138","t74","t90","t91","t47","t48","t14","t15","t12","t13","t31","t33","t69","t71","t117","t118","t97","t125","t126","t37","t9","t7","t54","t143","t144","t157","t158","t67","t88","t89","t59","t60","t35","t20","t123","t124","t127","t128","t119","t120","t29","t5","t2"
"t50",10.02500406741,9.65617521211,7.39211042141,6.03731030778,5.15084257478,6.03731030788,5.64501847818,5.17107873468,4.91627658546,4.91627658546,4.91627658547,4.91627658547,3.54100161188,4.91627658588,4.91627658588,4.66078205368,4.66078205366,4.66078205366,4.59219029328,4.66078205368,4.66078205368,3.89923541728,4.66078205344,4.66078205344,3.79090450484,3.52174691798,3.99289210404,4.66078205353,4.66078205353,4.66078205355,4.61374593697,4.66078205358,4.66078205354,4.50127491054,4.66078205354,4.66078205354,0,2.79702403,3.0045895698,3.0045895698,3.0045895697,3.00458956977,3.00458956977,1.939580237585,3.004589569785,3.004589569785,3.19422519198,5.34819711488,4.41125528436,6.55399883688,9.58438239788,11.35857746038,11.35857746084,11.35857746084,11.35857746084,11.35857746088,11.35857746088,9.65090392618,11.35857746078,11.35857746078,11.35857746118,11.35857746118,9.01858828478,11.35857746038,11.35857746048,11.35857746048,8.49092119418,10.70277349498,11.35857746138,11.35857746055,11.35857746055,11.35857746054,11.26030563948,8.46383518778,10.58584841038,9.11039054402,9.72027478868,11.04461225308,11.35857746038,10.22399483048,11.35857746108,10.34089335068,11.35857746058,11.35857746053,10.95824575353,8.49277157708,9.54351672738,11.16198396904,11.35857746044,11.35857746044,11.35857746044,11.3585774609,11.3585774609,10.36580791762,11.35857746094,11.35857746084,11.35857746084,10.73637969252,10.83829172192,11.35857746025,11.22307767345,10.76025950135,8.96828560548,10.7415396313,11.35857746038,11.35857746078,11.35857746078,11.35857746048,11.35857746108,11.35857746108,9.29149664038,9.52285094638,9.88307928728,11.35857746088,11.35857746088,10.65796390496,11.35857746091,11.35857746081,11.35857746081,11.35857746081,11.03514234837,11.35857746093,10.94947950003,11.35857746091,11.35857746091,11.35857746091,11.22249469421,11.35857746091,10.90047048341,11.35857746101,11.35857746101,10.24770449598,10.38875225768,8.94392060463,9.32689792343,8.51164917378,9.37862386077,9.41676599327,11.35857745948,11.35857745988,11.35857745988,11.35857745988,11.16540404738,11.35857745978,11.35857745988,11.35857745988,10.85526947988,8.02061944828,9.65938354798,10.21549015739,11.35857746089,11.35857746089,11.35857746083,11.35857746083,10.86398813109,11.35857746079,11.35857746079,10.47641535159,10.42531883009,11.35857746089,9.09822614178,11.35857746066,11.35857746066,11.35857746063,11.18971453443,11.35857746069,11.35857746069,9.28142913889,6.54160166518,6.94663482488
"t51",10.02500406741,9.65617521211,7.39211042141,6.03731030778,5.15084257478,6.03731030788,5.64501847818,5.17107873468,4.91627658546,4.91627658546,4.91627658547,4.91627658547,3.54100161188,4.91627658588,4.91627658588,4.66078205368,4.66078205366,4.66078205366,4.59219029328,4.66078205368,4.66078205368,3.89923541728,4.66078205344,4.66078205344,3.79090450484,3.52174691798,3.99289210404,4.66078205353,4.66078205353,4.66078205355,4.61374593697,4.66078205358,4.66078205354,4.50127491054,4.66078205354,4.66078205354,2.79702403,0,3.0045895698,3.0045895698,3.0045895697,3.00458956977,3.00458956977,1.939580237585,3.004589569785,3.004589569785,3.19422519198,5.34819711488,4.41125528436,6.55399883688,9.58438239788,11.35857746038,11.35857746084,11.35857746084,11.35857746084,11.35857746088,11.35857746088,9.65090392618,11.35857746078,11.35857746078,11.35857746118,11.35857746118,9.01858828478,11.35857746038,11.35857746048,11.35857746048,8.49092119418,10.70277349498,11.35857746138,11.35857746055,11.35857746055,11.35857746054,11.26030563948,8.46383518778,10.58584841038,9.11039054402,9.72027478868,11.04461225308,11.35857746038,10.22399483048,11.35857746108,10.34089335068,11.35857746058,11.35857746053,10.95824575353,8.49277157708,9.54351672738,11.16198396904,11.35857746044,11.35857746044,11.35857746044,11.3585774609,11.3585774609,10.36580791762,11.35857746094,11.35857746084,11.35857746084,10.73637969252,10.83829172192,11.35857746025,11.22307767345,10.76025950135,8.96828560548,10.7415396313,11.35857746038,11.35857746078,11.35857746078,11.35857746048,11.35857746108,11.35857746108,9.29149664038,9.52285094638,9.88307928728,11.35857746088,11.35857746088,10.65796390496,11.35857746091,11.35857746081,11.35857746081,11.35857746081,11.03514234837,11.35857746093,10.94947950003,11.35857746091,11.35857746091,11.35857746091,11.22249469421,11.35857746091,10.90047048341,11.35857746101,11.35857746101,10.24770449598,10.38875225768,8.94392060463,9.32689792343,8.51164917378,9.37862386077,9.41676599327,11.35857745948,11.35857745988,11.35857745988,11.35857745988,11.16540404738,11.35857745978,11.35857745988,11.35857745988,10.85526947988,8.02061944828,9.65938354798,10.21549015739,11.35857746089,11.35857746089,11.35857746083,11.35857746083,10.86398813109,11.35857746079,11.35857746079,10.47641535159,10.42531883009,11.35857746089,9.09822614178,11.35857746066,11.35857746066,11.35857746063,11.18971453443,11.35857746069,11.35857746069,9.28142913889,6.54160166518,6.94663482488
"t133",10.02500406741,9.65617521211,7.39211042141,6.03731030778,5.15084257478,6.03731030788,5.64501847818,5.17107873468,4.91627658546,4.91627658546,4.91627658547,4.91627658547,3.54100161188,4.91627658588,4.91627658588,4.66078205368,4.66078205366,4.66078205366,4.59219029328,4.66078205368,4.66078205368,3.89923541728,4.66078205344,4.66078205344,3.79090450484,3.52174691798,3.99289210404,4.66078205353,4.66078205353,4.66078205355,4.61374593697,4.66078205358,4.66078205354,4.50127491054,4.66078205354,4.66078205354,3.0045895698,3.0045895698,0,0.6234770216,1.7475955751,1.74759557517,1.74759557517,1.521432806385,2.586442138585,2.586442138585,3.19422519198,5.34819711488,4.41125528436,6.55399883688,9.58438239788,11.35857746038,11.35857746084,11.35857746084,11.35857746084,11.35857746088,11.35857746088,9.65090392618,11.35857746078,11.35857746078,11.35857746118,11.35857746118,9.01858828478,11.35857746038,11.35857746048,11.35857746048,8.49092119418,10.70277349498,11.35857746138,11.35857746055,11.35857746055,11.35857746054,11.26030563948,8.46383518778,10.58584841038,9.11039054402,9.72027478868,11.04461225308,11.35857746038,10.22399483048,11.35857746108,10.34089335068,11.35857746058,11.35857746053,10.95824575353,8.49277157708,9.54351672738,11.16198396904,11.35857746044,11.35857746044,11.35857746044,11.3585774609,11.3585774609,10.36580791762,11.35857746094,11.35857746084,11.35857746084,10.73637969252,10.83829172192,11.35857746025,11.22307767345,10.76025950135,8.96828560548,10.7415396313,11.35857746038,11.35857746078,11.35857746078,11.35857746048,11.35857746108,11.35857746108,9.29149664038,9.52285094638,9.88307928728,11.35857746088,11.35857746088,10.65796390496,11.35857746091,11.35857746081,11.35857746081,11.35857746081,11.03514234837,11.35857746093,10.94947950003,11.35857746091,11.35857746091,11.35857746091,11.22249469421,11.35857746091,10.90047048341,11.35857746101,11.35857746101,10.24770449598,10.38875225768,8.94392060463,9.32689792343,8.51164917378,9.37862386077,9.41676599327,11.35857745948,11.35857745988,11.35857745988,11.35857745988,11.16540404738,11.35857745978,11.35857745988,11.35857745988,10.85526947988,8.02061944828,9.65938354798,10.21549015739,11.35857746089,11.35857746089,11.35857746083,11.35857746083,10.86398813109,11.35857746079,11.35857746079,10.47641535159,10.42531883009,11.35857746089,9.09822614178,11.35857746066,11.35857746066,11.35857746063,11.18971453443,11.35857746069,11.35857746069,9.28142913889,6.54160166518,6.94663482488
"t134",10.02500406741,9.65617521211,7.39211042141,6.03731030778,5.15084257478,6.03731030788,5.64501847818,5.17107873468,4.91627658546,4.91627658546,4.91627658547,4.91627658547,3.54100161188,4.91627658588,4.91627658588,4.66078205368,4.66078205366,4.66078205366,4.59219029328,4.66078205368,4.66078205368,3.89923541728,4.66078205344,4.66078205344,3.79090450484,3.52174691798,3.99289210404,4.66078205353,4.66078205353,4.66078205355,4.61374593697,4.66078205358,4.66078205354,4.50127491054,4.66078205354,4.66078205354,3.0045895698,3.0045895698,0.6234770216,0,1.7475955751,1.74759557517,1.74759557517,1.521432806385,2.586442138585,2.586442138585,3.19422519198,5.34819711488,4.41125528436,6.55399883688,9.58438239788,11.35857746038,11.35857746084,11.35857746084,11.35857746084,11.35857746088,11.35857746088,9.65090392618,11.35857746078,11.35857746078,11.35857746118,11.35857746118,9.01858828478,11.35857746038,11.35857746048,11.35857746048,8.49092119418,10.70277349498,11.35857746138,11.35857746055,11.35857746055,11.35857746054,11.26030563948,8.46383518778,10.58584841038,9.11039054402,9.72027478868,11.04461225308,11.35857746038,10.22399483048,11.35857746108,10.34089335068,11.35857746058,11.35857746053,10.95824575353,8.49277157708,9.54351672738,11.16198396904,11.35857746044,11.35857746044,11.35857746044,11.3585774609,11.3585774609,10.36580791762,11.35857746094,11.35857746084,11.35857746084,10.73637969252,10.83829172192,11.35857746025,11.22307767345,10.76025950135,8.96828560548,10.7415396313,11.35857746038,11.35857746078,11.35857746078,11.35857746048,11.35857746108,11.35857746108,9.29149664038,9.52285094638,9.88307928728,11.35857746088,11.35857746088,10.65796390496,11.35857746091,11.35857746081,11.35857746081,11.35857746081,11.03514234837,11.35857746093,10.94947950003,11.35857746091,11.35857746091,11.35857746091,11.22249469421,11.35857746091,10.90047048341,11.35857746101,11.35857746101,10.24770449598,10.38875225768,8.94392060463,9.32689792343,8.51164917378,9.37862386077,9.41676599327,11.35857745948,11.35857745988,11.35857745988,11.35857745988,11.16540404738,11.35857745978,11.35857745988,11.35857745988,10.85526947988,8.02061944828,9.65938354798,10.21549015739,11.35857746089,11.35857746089,11.35857746083,11.35857746083,10.86398813109,11.35857746079,11.35857746079,10.47641535159,10.42531883009,11.35857746089,9.09822614178,11.35857746066,11.35857746066,11.35857746063,11.18971453443,11.35857746069,11.35857746069,9.28142913889,6.54160166518,6.94663482488
"t148",10.02500406731,9.65617521201,7.39211042131,6.03731030768,5.15084257468,6.03731030778,5.64501847808,5.17107873458,4.91627658536,4.91627658536,4.91627658537,4.91627658537,3.54100161178,4.91627658578,4.91627658578,4.66078205358,4.66078205356,4.66078205356,4.59219029318,4.66078205358,4.66078205358,3.89923541718,4.66078205334,4.66078205334,3.79090450474,3.52174691788,3.99289210394,4.66078205343,4.66078205343,4.66078205345,4.61374593687,4.66078205348,4.66078205344,4.50127491044,4.66078205344,4.66078205344,3.0045895697,3.0045895697,1.7475955751,1.7475955751,0,0.36339143447,0.36339143447,1.521432806285,2.586442138485,2.586442138485,3.19422519188,5.34819711478,4.41125528426,6.55399883678,9.58438239778,11.35857746028,11.35857746074,11.35857746074,11.35857746074,11.35857746078,11.35857746078,9.65090392608,11.35857746068,11.35857746068,11.35857746108,11.35857746108,9.01858828468,11.35857746028,11.35857746038,11.35857746038,8.49092119408,10.70277349488,11.35857746128,11.35857746045,11.35857746045,11.35857746044,11.26030563938,8.46383518768,10.58584841028,9.11039054392,9.72027478858,11.04461225298,11.35857746028,10.22399483038,11.35857746098,10.34089335058,11.35857746048,11.35857746043,10.95824575343,8.49277157698,9.54351672728,11.16198396894,11.35857746034,11.35857746034,11.35857746034,11.3585774608,11.3585774608,10.36580791752,11.35857746084,11.35857746074,11.35857746074,10.73637969242,10.83829172182,11.35857746015,11.22307767335,10.76025950125,8.96828560538,10.7415396312,11.35857746028,11.35857746068,11.35857746068,11.35857746038,11.35857746098,11.35857746098,9.29149664028,9.52285094628,9.88307928718,11.35857746078,11.35857746078,10.65796390486,11.35857746081,11.35857746071,11.35857746071,11.35857746071,11.03514234827,11.35857746083,10.94947949993,11.35857746081,11.35857746081,11.35857746081,11.22249469411,11.35857746081,10.90047048331,11.35857746091,11.35857746091,10.24770449588,10.38875225758,8.94392060453,9.32689792333,8.51164917368,9.37862386067,9.41676599317,11.35857745938,11.35857745978,11.35857745978,11.35857745978,11.16540404728,11.35857745968,11.35857745978,11.35857745978,10.85526947978,8.02061944818,9.65938354788,10.21549015729,11.35857746079,11.35857746079,11.35857746073,11.35857746073,10.86398813099,11.35857746069,11.35857746069,10.47641535149,10.42531882999,11.35857746079,9.09822614168,11.35857746056,11.35857746056,11.35857746053,11.18971453433,11.35857746059,11.35857746059,9.28142913879,6.54160166508,6.94663482478
"t167",10.02500406738,9.65617521208,7.39211042138,6.03731030775,5.15084257475,6.03731030785,5.64501847815,5.17107873465,4.91627658543,4.91627658543,4.91627658544,4.91627658544,3.54100161185,4.91627658585,4.91627658585,4.66078205365,4.66078205363,4.66078205363,4.59219029325,4.66078205365,4.66078205365,3.89923541725,4.66078205341,4.66078205341,3.79090450481,3.52174691795,3.99289210401,4.6607820535,4.6607820535,4.66078205352,4.61374593694,4.66078205355,4.66078205351,4.50127491051,4.66078205351,4.66078205351,3.00458956977,3.00458956977,1.74759557517,1.74759557517,0.36339143447,0,0.06455287674,1.521432806355,2.586442138555,2.586442138555,3.19422519195,5.34819711485,4.41125528433,6.55399883685,9.58438239785,11.35857746035,11.35857746081,11.35857746081,11.35857746081,11.35857746085,11.35857746085,9.65090392615,11.35857746075,11.35857746075,11.35857746115,11.35857746115,9.01858828475,11.35857746035,11.35857746045,11.35857746045,8.49092119415,10.70277349495,11.35857746135,11.35857746052,11.35857746052,11.35857746051,11.26030563945,8.46383518775,10.58584841035,9.11039054399,9.72027478865,11.04461225305,11.35857746035,10.22399483045,11.35857746105,10.34089335065,11.35857746055,11.3585774605,10.9582457535,8.49277157705,9.54351672735,11.16198396901,11.35857746041,11.35857746041,11.35857746041,11.35857746087,11.35857746087,10.36580791759,11.35857746091,11.35857746081,11.35857746081,10.73637969249,10.83829172189,11.35857746022,11.22307767342,10.76025950132,8.96828560545,10.74153963127,11.35857746035,11.35857746075,11.35857746075,11.35857746045,11.35857746105,11.35857746105,9.29149664035,9.52285094635,9.88307928725,11.35857746085,11.35857746085,10.65796390493,11.35857746088,11.35857746078,11.35857746078,11.35857746078,11.03514234834,11.3585774609,10.9494795,11.35857746088,11.35857746088,11.35857746088,11.22249469418,11.35857746088,10.90047048338,11.35857746098,11.35857746098,10.24770449595,10.38875225765,8.9439206046,9.3268979234,8.51164917375,9.37862386074,9.41676599324,11.35857745945,11.35857745985,11.35857745985,11.35857745985,11.16540404735,11.35857745975,11.35857745985,11.35857745985,10.85526947985,8.02061944825,9.65938354795,10.21549015736,11.35857746086,11.35857746086,11.3585774608,11.3585774608,10.86398813106,11.35857746076,11.35857746076,10.47641535156,10.42531883006,11.35857746086,9.09822614175,11.35857746063,11.35857746063,11.3585774606,11.1897145344,11.35857746066,11.35857746066,9.28142913886,6.54160166515,6.94663482485
"t168",10.02500406738,9.65617521208,7.39211042138,6.03731030775,5.15084257475,6.03731030785,5.64501847815,5.17107873465,4.91627658543,4.91627658543,4.91627658544,4.91627658544,3.54100161185,4.91627658585,4.91627658585,4.66078205365,4.66078205363,4.66078205363,4.59219029325,4.66078205365,4.66078205365,3.89923541725,4.66078205341,4.66078205341,3.79090450481,3.52174691795,3.99289210401,4.6607820535,4.6607820535,4.66078205352,4.61374593694,4.66078205355,4.66078205351,4.50127491051,4.66078205351,4.66078205351,3.00458956977,3.00458956977,1.74759557517,1.74759557517,0.36339143447,0.06455287674,0,1.521432806355,2.586442138555,2.586442138555,3.19422519195,5.34819711485,4.41125528433,6.55399883685,9.58438239785,11.35857746035,11.35857746081,11.35857746081,11.35857746081,11.35857746085,11.35857746085,9.65090392615,11.35857746075,11.35857746075,11.35857746115,11.35857746115,9.01858828475,11.35857746035,11.35857746045,11.35857746045,8.49092119415,10.70277349495,11.35857746135,11.35857746052,11.35857746052,11.35857746051,11.26030563945,8.46383518775,10.58584841035,9.11039054399,9.72027478865,11.04461225305,11.35857746035,10.22399483045,11.35857746105,10.34089335065,11.35857746055,11.3585774605,10.9582457535,8.49277157705,9.54351672735,11.16198396901,11.35857746041,11.35857746041,11.35857746041,11.35857746087,11.35857746087,10.36580791759,11.35857746091,11.35857746081,11.35857746081,10.73637969249,10.83829172189,11.35857746022,11.22307767342,10.76025950132,8.96828560545,10.74153963127,11.35857746035,11.35857746075,11.35857746075,11.35857746045,11.35857746105,11.35857746105,9.29149664035,9.52285094635,9.88307928725,11.35857746085,11.35857746085,10.65796390493,11.35857746088,11.35857746078,11.35857746078,11.35857746078,11.03514234834,11.3585774609,10.9494795,11.35857746088,11.35857746088,11.35857746088,11.22249469418,11.35857746088,10.90047048338,11.35857746098,11.35857746098,10.24770449595,10.38875225765,8.9439206046,9.3268979234,8.51164917375,9.37862386074,9.41676599324,11.35857745945,11.35857745985,11.35857745985,11.35857745985,11.16540404735,11.35857745975,11.35857745985,11.35857745985,10.85526947985,8.02061944825,9.65938354795,10.21549015736,11.35857746086,11.35857746086,11.3585774608,11.3585774608,10.86398813106,11.35857746076,11.35857746076,10.47641535156,10.42531883006,11.35857746086,9.09822614175,11.35857746063,11.35857746063,11.3585774606,11.1897145344,11.35857746066,11.35857746066,9.28142913886,6.54160166515,6.94663482485
"t53",8.959994735195,8.591165879895,6.327101089195,4.972300975565,4.085833242565,4.972300975665,4.580009145965,4.106069402465,3.851267253245,3.851267253245,3.851267253255,3.851267253255,2.475992279665,3.851267253665,3.851267253665,3.595772721465,3.595772721445,3.595772721445,3.527180961065,3.595772721465,3.595772721465,2.834226085065,3.595772721225,3.595772721225,2.725895172625,2.456737585765,2.927882771825,3.595772721315,3.595772721315,3.595772721335,3.548736604755,3.595772721365,3.595772721325,3.436265578325,3.595772721325,3.595772721325,1.939580237585,1.939580237585,1.521432806385,1.521432806385,1.521432806285,1.521432806355,1.521432806355,0,1.507966359,1.507966359,2.129215859765,4.283187782665,3.346245952145,5.488989504665,8.519373065665,10.293568128165,10.293568128625,10.293568128625,10.293568128625,10.293568128665,10.293568128665,8.585894593965,10.293568128565,10.293568128565,10.293568128965,10.293568128965,7.953578952565,10.293568128165,10.293568128265,10.293568128265,7.425911861965,9.637764162765,10.293568129165,10.293568128335,10.293568128335,10.293568128325,10.195296307265,7.398825855565,9.520839078165,8.045381211805,8.655265456465,9.979602920865,10.293568128165,9.158985498265,10.293568128865,9.275884018465,10.293568128365,10.293568128315,9.893236421315,7.427762244865,8.478507395165,10.096974636825,10.293568128225,10.293568128225,10.293568128225,10.293568128685,10.293568128685,9.300798585405,10.293568128725,10.293568128625,10.293568128625,9.671370360305,9.773282389705,10.293568128035,10.158068341235,9.695250169135,7.903276273265,9.676530299085,10.293568128165,10.293568128565,10.293568128565,10.293568128265,10.293568128865,10.293568128865,8.226487308165,8.457841614165,8.818069955065,10.293568128665,10.293568128665,9.592954572745,10.293568128695,10.293568128595,10.293568128595,10.293568128595,9.970133016155,10.293568128715,9.884470167815,10.293568128695,10.293568128695,10.293568128695,10.157485361995,10.293568128695,9.835461151195,10.293568128795,10.293568128795,9.182695163765,9.323742925465,7.878911272415,8.261888591215,7.446639841565,8.313614528555,8.351756661055,10.293568127265,10.293568127665,10.293568127665,10.293568127665,10.100394715165,10.293568127565,10.293568127665,10.293568127665,9.790260147665,6.955610116065,8.594374215765,9.150480825175,10.293568128675,10.293568128675,10.293568128615,10.293568128615,9.798978798875,10.293568128575,10.293568128575,9.411406019375,9.360309497875,10.293568128675,8.033216809565,10.293568128445,10.293568128445,10.293568128415,10.124705202215,10.293568128475,10.293568128475,8.216419806675,5.476592332965,5.881625492665
"t72",10.025004067395,9.656175212095,7.392110421395,6.037310307765,5.150842574765,6.037310307865,5.645018478165,5.171078734665,4.916276585445,4.916276585445,4.916276585455,4.916276585455,3.541001611865,4.916276585865,4.916276585865,4.660782053665,4.660782053645,4.660782053645,4.592190293265,4.660782053665,4.660782053665,3.899235417265,4.660782053425,4.660782053425,3.790904504825,3.521746917965,3.992892104025,4.660782053515,4.660782053515,4.660782053535,4.613745936955,4.660782053565,4.660782053525,4.501274910525,4.660782053525,4.660782053525,3.004589569785,3.004589569785,2.586442138585,2.586442138585,2.586442138485,2.586442138555,2.586442138555,1.507966359,0,1.578915049,3.194225191965,5.348197114865,4.411255284345,6.553998836865,9.584382397865,11.358577460365,11.358577460825,11.358577460825,11.358577460825,11.358577460865,11.358577460865,9.650903926165,11.358577460765,11.358577460765,11.358577461165,11.358577461165,9.018588284765,11.358577460365,11.358577460465,11.358577460465,8.490921194165,10.702773494965,11.358577461365,11.358577460535,11.358577460535,11.358577460525,11.260305639465,8.463835187765,10.585848410365,9.110390544005,9.720274788665,11.044612253065,11.358577460365,10.223994830465,11.358577461065,10.340893350665,11.358577460565,11.358577460515,10.958245753515,8.492771577065,9.543516727365,11.161983969025,11.358577460425,11.358577460425,11.358577460425,11.358577460885,11.358577460885,10.365807917605,11.358577460925,11.358577460825,11.358577460825,10.736379692505,10.838291721905,11.358577460235,11.223077673435,10.760259501335,8.968285605465,10.741539631285,11.358577460365,11.358577460765,11.358577460765,11.358577460465,11.358577461065,11.358577461065,9.291496640365,9.522850946365,9.883079287265,11.358577460865,11.358577460865,10.657963904945,11.358577460895,11.358577460795,11.358577460795,11.358577460795,11.035142348355,11.358577460915,10.949479500015,11.358577460895,11.358577460895,11.358577460895,11.222494694195,11.358577460895,10.900470483395,11.358577460995,11.358577460995,10.247704495965,10.388752257665,8.943920604615,9.326897923415,8.511649173765,9.378623860755,9.416765993255,11.358577459465,11.358577459865,11.358577459865,11.358577459865,11.165404047365,11.358577459765,11.358577459865,11.358577459865,10.855269479865,8.020619448265,9.659383547965,10.215490157375,11.358577460875,11.358577460875,11.358577460815,11.358577460815,10.863988131075,11.358577460775,11.358577460775,10.476415351575,10.425318830075,11.358577460875,9.098226141765,11.358577460645,11.358577460645,11.358577460615,11.189714534415,11.358577460675,11.358577460675,9.281429138875,6.541601665165,6.946634824865
"t73",10.025004067395,9.656175212095,7.392110421395,6.037310307765,5.150842574765,6.037310307865,5.645018478165,5.171078734665,4.916276585445,4.916276585445,4.916276585455,4.916276585455,3.541001611865,4.916276585865,4.916276585865,4.660782053665,4.660782053645,4.660782053645,4.592190293265,4.660782053665,4.660782053665,3.899235417265,4.660782053425,4.660782053425,3.790904504825,3.521746917965,3.992892104025,4.660782053515,4.660782053515,4.660782053535,4.613745936955,4.660782053565,4.660782053525,4.501274910525,4.660782053525,4.660782053525,3.004589569785,3.004589569785,2.586442138585,2.586442138585,2.586442138485,2.586442138555,2.586442138555,1.507966359,1.578915049,0,3.194225191965,5.348197114865,4.411255284345,6.553998836865,9.584382397865,11.358577460365,11.358577460825,11.358577460825,11.358577460825,11.358577460865,11.358577460865,9.650903926165,11.358577460765,11.358577460765,11.358577461165,11.358577461165,9.018588284765,11.358577460365,11.358577460465,11.358577460465,8.490921194165,10.702773494965,11.358577461365,11.358577460535,11.358577460535,11.358577460525,11.260305639465,8.463835187765,10.585848410365,9.110390544005,9.720274788665,11.044612253065,11.358577460365,10.223994830465,11.358577461065,10.340893350665,11.358577460565,11.358577460515,10.958245753515,8.492771577065,9.543516727365,11.161983969025,11.358577460425,11.358577460425,11.358577460425,11.358577460885,11.358577460885,10.365807917605,11.358577460925,11.358577460825,11.358577460825,10.736379692505,10.838291721905,11.358577460235,11.223077673435,10.760259501335,8.968285605465,10.741539631285,11.358577460365,11.358577460765,11.358577460765,11.358577460465,11.358577461065,11.358577461065,9.291496640365,9.522850946365,9.883079287265,11.358577460865,11.358577460865,10.657963904945,11.358577460895,11.358577460795,11.358577460795,11.358577460795,11.035142348355,11.358577460915,10.949479500015,11.358577460895,11.358577460895,11.358577460895,11.222494694195,11.358577460895,10.900470483395,11.358577460995,11.358577460995,10.247704495965,10.388752257665,8.943920604615,9.326897923415,8.511649173765,9.378623860755,9.416765993255,11.358577459465,11.358577459865,11.358577459865,11.358577459865,11.165404047365,11.358577459765,11.358577459865,11.358577459865,10.855269479865,8.020619448265,9.659383547965,10.215490157375,11.358577460875,11.358577460875,11.358577460815,11.358577460815,10.863988131075,11.358577460775,11.358577460775,10.476415351575,10.425318830075,11.358577460875,9.098226141765,11.358577460645,11.358577460645,11.358577460615,11.189714534415,11.358577460675,11.358577460675,9.281429138875,6.541601665165,6.946634824865
"t41",10.02500406743,9.65617521213,7.39211042143,6.0373103078,5.1508425748,6.0373103079,5.6450184782,5.1710787347,4.91627658548,4.91627658548,4.91627658549,4.91627658549,3.5410016119,4.9162765859,4.9162765859,4.6607820537,4.66078205368,4.66078205368,4.5921902933,4.6607820537,4.6607820537,3.8992354173,4.66078205346,4.66078205346,3.79090450486,3.521746918,3.99289210406,4.66078205355,4.66078205355,4.66078205357,4.61374593699,4.6607820536,4.66078205356,4.50127491056,4.66078205356,4.66078205356,3.19422519198,3.19422519198,3.19422519198,3.19422519198,3.19422519188,3.19422519195,3.19422519195,2.129215859765,3.194225191965,3.194225191965,0,5.3481971149,4.41125528438,6.5539988369,9.5843823979,11.3585774604,11.35857746086,11.35857746086,11.35857746086,11.3585774609,11.3585774609,9.6509039262,11.3585774608,11.3585774608,11.3585774612,11.3585774612,9.0185882848,11.3585774604,11.3585774605,11.3585774605,8.4909211942,10.702773495,11.3585774614,11.35857746057,11.35857746057,11.35857746056,11.2603056395,8.4638351878,10.5858484104,9.11039054404,9.7202747887,11.0446122531,11.3585774604,10.2239948305,11.3585774611,10.3408933507,11.3585774606,11.35857746055,10.95824575355,8.4927715771,9.5435167274,11.16198396906,11.35857746046,11.35857746046,11.35857746046,11.35857746092,11.35857746092,10.36580791764,11.35857746096,11.35857746086,11.35857746086,10.73637969254,10.83829172194,11.35857746027,11.22307767347,10.76025950137,8.9682856055,10.74153963132,11.3585774604,11.3585774608,11.3585774608,11.3585774605,11.3585774611,11.3585774611,9.2914966404,9.5228509464,9.8830792873,11.3585774609,11.3585774609,10.65796390498,11.35857746093,11.35857746083,11.35857746083,11.35857746083,11.03514234839,11.35857746095,10.94947950005,11.35857746093,11.35857746093,11.35857746093,11.22249469423,11.35857746093,10.90047048343,11.35857746103,11.35857746103,10.247704496,10.3887522577,8.94392060465,9.32689792345,8.5116491738,9.37862386079,9.41676599329,11.3585774595,11.3585774599,11.3585774599,11.3585774599,11.1654040474,11.3585774598,11.3585774599,11.3585774599,10.8552694799,8.0206194483,9.659383548,10.21549015741,11.35857746091,11.35857746091,11.35857746085,11.35857746085,10.86398813111,11.35857746081,11.35857746081,10.47641535161,10.42531883011,11.35857746091,9.0982261418,11.35857746068,11.35857746068,11.35857746065,11.18971453445,11.35857746071,11.35857746071,9.28142913891,6.5416016652,6.9466348249
