"","t1","t3","t4","t56","t65","t66","t30","t19","t163","t164","t165","t166","t39","t131","t132","t122","t135","t136","t82","t129","t130","t38","t145","t146","t57","t55","t81","t113","t114","t152","t155","t156","t111","t112","t84","t85","t50","t51","t133","t134","t148","t167","t168","t53","t72","t73","t41","t24","t25","t6","t16","t49","t105","t106","t83","t103","t104","t36","t161","t162","t141","t142","t17","t68","t75","t76","t10","t45","t46","t169","t170","t151","t147","t8","t22","t23","t21","t100","t101","t42","t43","t44","t95","t98","t99","t11","t32","t92","t93","t79","t80","t159","t160","t61","t62","t149","t150","t63","t64","t58","t52","t34","t18","t86","t87","t109","t110","t40","t107","t108","t26","t27","t28","t70","t77","t78","t94","t153","t154","t121","t115","t116","t102","t96","t139","t140","t137","t138","t74","t90","t91","t47","t48","t14","t15","t12","t13","t31","t33","t69","t71","t117","t118","t97","t125","t126","t37","t9","t7","t54","t143","t144","t157","t158","t67","t88","t89","t59","t60","t35","t20","t123","t124","t127","t128","t119","t120","t29","t5","t2"
"t1",0,5.9551796127,3.691114822,10.02500406783,9.13853633483,10.02500406793,9.63271223823,9.15877249473,10.02500406691,10.02500406691,10.02500406692,10.02500406692,8.64972909333,10.02500406733,10.02500406733,10.02500406753,10.02500406751,10.02500406751,9.95641230713,10.02500406753,10.02500406753,9.26345743113,10.02500406729,10.02500406729,9.15512651869,8.88596893183,9.35711411789,10.02500406738,10.02500406738,10.0250040674,9.97796795082,10.02500406743,10.02500406739,9.86549692439,10.02500406739,10.02500406739,10.02500406741,10.02500406741,10.02500406741,10.02500406741,10.02500406731,10.02500406738,10.02500406738,8.959994735195,10.025004067395,10.025004067395,10.02500406743,8.80237858593,7.86543675541,5.22042544393,8.25080900493,10.02500406743,10.02500406789,10.02500406789,10.02500406789,10.02500406793,10.02500406793,8.31733053323,10.02500406783,10.02500406783,10.02500406823,10.02500406823,7.68501489183,10.02500406743,10.02500406753,10.02500406753,7.15734780123,9.36920010203,10.02500406843,10.0250040676,10.0250040676,10.02500406759,9.92673224653,7.13026179483,9.25227501743,7.77681715107,8.38670139573,9.71103886013,10.02500406743,8.89042143753,10.02500406813,9.00731995773,10.02500406763,10.02500406758,9.62467236058,7.15919818413,8.20994333443,9.82841057609,10.02500406749,10.02500406749,10.02500406749,10.02500406795,10.02500406795,9.03223452467,10.02500406799,10.02500406789,10.02500406789,9.40280629957,9.50471832897,10.0250040673,9.8895042805,9.4266861084,7.63471221253,9.40796623835,10.02500406743,10.02500406783,10.02500406783,10.02500406753,10.02500406813,10.02500406813,7.95792324743,8.18927755343,8.54950589433,10.02500406793,10.02500406793,9.32439051201,10.02500406796,10.02500406786,10.02500406786,10.02500406786,9.70156895542,10.02500406798,9.61590610708,10.02500406796,10.02500406796,10.02500406796,9.88892130126,10.02500406796,9.56689709046,10.02500406806,10.02500406806,8.91413110303,9.05517886473,7.61034721168,7.99332453048,7.17807578083,8.04505046782,8.08319260032,10.02500406653,10.02500406693,10.02500406693,10.02500406693,9.83183065443,10.02500406683,10.02500406693,10.02500406693,9.52169608693,6.68704605533,8.32581015503,8.88191676444,10.02500406794,10.02500406794,10.02500406788,10.02500406788,9.53041473814,10.02500406784,10.02500406784,9.14284195864,9.09174543714,10.02500406794,7.76465274883,10.02500406771,10.02500406771,10.02500406768,9.85614114148,10.02500406774,10.02500406774,7.94785574594,5.20802827223,4.22528458173
"t3",5.9551796127,0,2.5374988153,9.65617521253,8.76970747953,9.65617521263,9.26388338293,8.78994363943,9.65617521161,9.65617521161,9.65617521162,9.65617521162,8.28090023803,9.65617521203,9.65617521203,9.65617521223,9.65617521221,9.65617521221,9.58758345183,9.65617521223,9.65617521223,8.89462857583,9.65617521199,9.65617521199,8.78629766339,8.51714007653,8.98828526259,9.65617521208,9.65617521208,9.6561752121,9.60913909552,9.65617521213,9.65617521209,9.49666806909,9.65617521209,9.65617521209,9.65617521211,9.65617521211,9.65617521211,9.65617521211,9.65617521201,9.65617521208,9.65617521208,8.591165879895,9.656175212095,9.656175212095,9.65617521213,8.43354973063,7.49660790011,4.85159658863,7.88198014963,9.65617521213,9.65617521259,9.65617521259,9.65617521259,9.65617521263,9.65617521263,7.94850167793,9.65617521253,9.65617521253,9.65617521293,9.65617521293,7.31618603653,9.65617521213,9.65617521223,9.65617521223,6.78851894593,9.00037124673,9.65617521313,9.6561752123,9.6561752123,9.65617521229,9.55790339123,6.76143293953,8.88344616213,7.40798829577,8.01787254043,9.34221000483,9.65617521213,8.52159258223,9.65617521283,8.63849110243,9.65617521233,9.65617521228,9.25584350528,6.79036932883,7.84111447913,9.45958172079,9.65617521219,9.65617521219,9.65617521219,9.65617521265,9.65617521265,8.66340566937,9.65617521269,9.65617521259,9.65617521259,9.03397744427,9.13588947367,9.656175212,9.5206754252,9.0578572531,7.26588335723,9.03913738305,9.65617521213,9.65617521253,9.65617521253,9.65617521223,9.65617521283,9.65617521283,7.58909439213,7.82044869813,8.18067703903,9.65617521263,9.65617521263,8.95556165671,9.65617521266,9.65617521256,9.65617521256,9.65617521256,9.33274010012,9.65617521268,9.24707725178,9.65617521266,9.65617521266,9.65617521266,9.52009244596,9.65617521266,9.19806823516,9.65617521276,9.65617521276,8.54530224773,8.68635000943,7.24151835638,7.62449567518,6.80924692553,7.67622161252,7.71436374502,9.65617521123,9.65617521163,9.65617521163,9.65617521163,9.46300179913,9.65617521153,9.65617521163,9.65617521163,9.15286723163,6.31821720003,7.95698129973,8.51308790914,9.65617521264,9.65617521264,9.65617521258,9.65617521258,9.16158588284,9.65617521254,9.65617521254,8.77401310334,8.72291658184,9.65617521264,7.39582389353,9.65617521241,9.65617521241,9.65617521238,9.48731228618,9.65617521244,9.65617521244,7.57902689064,4.83919941693,3.85645572643
"t4",3.691114822,2.5374988153,0,7.39211042183,6.50564268883,7.39211042193,6.99981859223,6.52587884873,7.39211042091,7.39211042091,7.39211042092,7.39211042092,6.01683544733,7.39211042133,7.39211042133,7.39211042153,7.39211042151,7.39211042151,7.32351866113,7.39211042153,7.39211042153,6.63056378513,7.39211042129,7.39211042129,6.52223287269,6.25307528583,6.72422047189,7.39211042138,7.39211042138,7.3921104214,7.34507430482,7.39211042143,7.39211042139,7.23260327839,7.39211042139,7.39211042139,7.39211042141,7.39211042141,7.39211042141,7.39211042141,7.39211042131,7.39211042138,7.39211042138,6.327101089195,7.392110421395,7.392110421395,7.39211042143,6.16948493993,5.23254310941,2.58753179793,5.61791535893,7.39211042143,7.39211042189,7.39211042189,7.39211042189,7.39211042193,7.39211042193,5.68443688723,7.39211042183,7.39211042183,7.39211042223,7.39211042223,5.05212124583,7.39211042143,7.39211042153,7.39211042153,4.52445415523,6.73630645603,7.39211042243,7.3921104216,7.3921104216,7.39211042159,7.29383860053,4.49736814883,6.61938137143,5.14392350507,5.75380774973,7.07814521413,7.39211042143,6.25752779153,7.39211042213,6.37442631173,7.39211042163,7.39211042158,6.99177871458,4.52630453813,5.57704968843,7.19551693009,7.39211042149,7.39211042149,7.39211042149,7.39211042195,7.39211042195,6.39934087867,7.39211042199,7.39211042189,7.39211042189,6.76991265357,6.87182468297,7.3921104213,7.2566106345,6.7937924624,5.00181856653,6.77507259235,7.39211042143,7.39211042183,7.39211042183,7.39211042153,7.39211042213,7.39211042213,5.32502960143,5.55638390743,5.91661224833,7.39211042193,7.39211042193,6.69149686601,7.39211042196,7.39211042186,7.39211042186,7.39211042186,7.06867530942,7.39211042198,6.98301246108,7.39211042196,7.39211042196,7.39211042196,7.25602765526,7.39211042196,6.93400344446,7.39211042206,7.39211042206,6.28123745703,6.42228521873,4.97745356568,5.36043088448,4.54518213483,5.41215682182,5.45029895432,7.39211042053,7.39211042093,7.39211042093,7.39211042093,7.19893700843,7.39211042083,7.39211042093,7.39211042093,6.88880244093,4.05415240933,5.69291650903,6.24902311844,7.39211042194,7.39211042194,7.39211042188,7.39211042188,6.89752109214,7.39211042184,7.39211042184,6.50994831264,6.45885179114,7.39211042194,5.13175910283,7.39211042171,7.39211042171,7.39211042168,7.22324749548,7.39211042174,7.39211042174,5.31496209994,2.57513462623,1.59239093573
"t56",10.02500406783,9.65617521253,7.39211042183,0,1.401652157,2.2881198901,3.7857941996,3.9798798831,6.03731030728,6.03731030728,6.03731030729,6.03731030729,4.6620353337,6.0373103077,6.0373103077,6.0373103079,6.03731030788,6.03731030788,5.9687185475,6.0373103079,6.0373103079,5.2757636715,6.03731030766,6.03731030766,5.16743275906,4.8982751722,5.36942035826,6.03731030775,6.03731030775,6.03731030777,5.99027419119,6.0373103078,6.03731030776,5.87780316476,6.03731030776,6.03731030776,6.03731030778,6.03731030778,6.03731030778,6.03731030778,6.03731030768,6.03731030775,6.03731030775,4.972300975565,6.037310307765,6.037310307765,6.0373103078,5.3481971153,4.41125528478,6.5539988373,9.5843823983,11.3585774608,11.35857746126,11.35857746126,11.35857746126,11.3585774613,11.3585774613,9.6509039266,11.3585774612,11.3585774612,11.3585774616,11.3585774616,9.0185882852,11.3585774608,11.3585774609,11.3585774609,8.4909211946,10.7027734954,11.3585774618,11.35857746097,11.35857746097,11.35857746096,11.2603056399,8.4638351882,10.5858484108,9.11039054444,9.7202747891,11.0446122535,11.3585774608,10.2239948309,11.3585774615,10.3408933511,11.358577461,11.35857746095,10.95824575395,8.4927715775,9.5435167278,11.16198396946,11.35857746086,11.35857746086,11.35857746086,11.35857746132,11.35857746132,10.36580791804,11.35857746136,11.35857746126,11.35857746126,10.73637969294,10.83829172234,11.35857746067,11.22307767387,10.76025950177,8.9682856059,10.74153963172,11.3585774608,11.3585774612,11.3585774612,11.3585774609,11.3585774615,11.3585774615,9.2914966408,9.5228509468,9.8830792877,11.3585774613,11.3585774613,10.65796390538,11.35857746133,11.35857746123,11.35857746123,11.35857746123,11.03514234879,11.35857746135,10.94947950045,11.35857746133,11.35857746133,11.35857746133,11.22249469463,11.35857746133,10.90047048383,11.35857746143,11.35857746143,10.2477044964,10.3887522581,8.94392060505,9.32689792385,8.5116491742,9.37862386119,9.41676599369,11.3585774599,11.3585774603,11.3585774603,11.3585774603,11.1654040478,11.3585774602,11.3585774603,11.3585774603,10.8552694803,8.0206194487,9.6593835484,10.21549015781,11.35857746131,11.35857746131,11.35857746125,11.35857746125,10.86398813151,11.35857746121,11.35857746121,10.47641535201,10.42531883051,11.35857746131,9.0982261422,11.35857746108,11.35857746108,11.35857746105,11.18971453485,11.35857746111,11.35857746111,9.28142913931,6.5416016656,6.9466348253
"t65",9.13853633483,8.76970747953,6.50564268883,1.401652157,0,1.1556941729,2.8993264666,3.0934121501,5.15084257428,5.15084257428,5.15084257429,5.15084257429,3.7755676007,5.1508425747,5.1508425747,5.1508425749,5.15084257488,5.15084257488,5.0822508145,5.1508425749,5.1508425749,4.3892959385,5.15084257466,5.15084257466,4.28096502606,4.0118074392,4.48295262526,5.15084257475,5.15084257475,5.15084257477,5.10380645819,5.1508425748,5.15084257476,4.99133543176,5.15084257476,5.15084257476,5.15084257478,5.15084257478,5.15084257478,5.15084257478,5.15084257468,5.15084257475,5.15084257475,4.085833242565,5.150842574765,5.150842574765,5.1508425748,4.4617293823,3.52478755178,5.6675311043,8.6979146653,10.4721097278,10.47210972826,10.47210972826,10.47210972826,10.4721097283,10.4721097283,8.7644361936,10.4721097282,10.4721097282,10.4721097286,10.4721097286,8.1321205522,10.4721097278,10.4721097279,10.4721097279,7.6044534616,9.8163057624,10.4721097288,10.47210972797,10.47210972797,10.47210972796,10.3738379069,7.5773674552,9.6993806778,8.22392281144,8.8338070561,10.1581445205,10.4721097278,9.3375270979,10.4721097285,9.4544256181,10.472109728,10.47210972795,10.07177802095,7.6063038445,8.6570489948,10.27551623646,10.47210972786,10.47210972786,10.47210972786,10.47210972832,10.47210972832,9.47934018504,10.47210972836,10.47210972826,10.47210972826,9.84991195994,9.95182398934,10.47210972767,10.33660994087,9.87379176877,8.0818178729,9.85507189872,10.4721097278,10.4721097282,10.4721097282,10.4721097279,10.4721097285,10.4721097285,8.4050289078,8.6363832138,8.9966115547,10.4721097283,10.4721097283,9.77149617238,10.47210972833,10.47210972823,10.47210972823,10.47210972823,10.14867461579,10.47210972835,10.06301176745,10.47210972833,10.47210972833,10.47210972833,10.33602696163,10.47210972833,10.01400275083,10.47210972843,10.47210972843,9.3612367634,9.5022845251,8.05745287205,8.44043019085,7.6251814412,8.49215612819,8.53029826069,10.4721097269,10.4721097273,10.4721097273,10.4721097273,10.2789363148,10.4721097272,10.4721097273,10.4721097273,9.9688017473,7.1341517157,8.7729158154,9.32902242481,10.47210972831,10.47210972831,10.47210972825,10.47210972825,9.97752039851,10.47210972821,10.47210972821,9.58994761901,9.53885109751,10.47210972831,8.2117584092,10.47210972808,10.47210972808,10.47210972805,10.30324680185,10.47210972811,10.47210972811,8.39496140631,5.6551339326,6.0601670923
"t66",10.02500406793,9.65617521263,7.39211042193,2.2881198901,1.1556941729,0,3.7857941997,3.9798798832,6.03731030738,6.03731030738,6.03731030739,6.03731030739,4.6620353338,6.0373103078,6.0373103078,6.037310308,6.03731030798,6.03731030798,5.9687185476,6.037310308,6.037310308,5.2757636716,6.03731030776,6.03731030776,5.16743275916,4.8982751723,5.36942035836,6.03731030785,6.03731030785,6.03731030787,5.99027419129,6.0373103079,6.03731030786,5.87780316486,6.03731030786,6.03731030786,6.03731030788,6.03731030788,6.03731030788,6.03731030788,6.03731030778,6.03731030785,6.03731030785,4.972300975665,6.037310307865,6.037310307865,6.0373103079,5.3481971154,4.41125528488,6.5539988374,9.5843823984,11.3585774609,11.35857746136,11.35857746136,11.35857746136,11.3585774614,11.3585774614,9.6509039267,11.3585774613,11.3585774613,11.3585774617,11.3585774617,9.0185882853,11.3585774609,11.358577461,11.358577461,8.4909211947,10.7027734955,11.3585774619,11.35857746107,11.35857746107,11.35857746106,11.26030564,8.4638351883,10.5858484109,9.11039054454,9.7202747892,11.0446122536,11.3585774609,10.223994831,11.3585774616,10.3408933512,11.3585774611,11.35857746105,10.95824575405,8.4927715776,9.5435167279,11.16198396956,11.35857746096,11.35857746096,11.35857746096,11.35857746142,11.35857746142,10.36580791814,11.35857746146,11.35857746136,11.35857746136,10.73637969304,10.83829172244,11.35857746077,11.22307767397,10.76025950187,8.968285606,10.74153963182,11.3585774609,11.3585774613,11.3585774613,11.358577461,11.3585774616,11.3585774616,9.2914966409,9.5228509469,9.8830792878,11.3585774614,11.3585774614,10.65796390548,11.35857746143,11.35857746133,11.35857746133,11.35857746133,11.03514234889,11.35857746145,10.94947950055,11.35857746143,11.35857746143,11.35857746143,11.22249469473,11.35857746143,10.90047048393,11.35857746153,11.35857746153,10.2477044965,10.3887522582,8.94392060515,9.32689792395,8.5116491743,9.37862386129,9.41676599379,11.35857746,11.3585774604,11.3585774604,11.3585774604,11.1654040479,11.3585774603,11.3585774604,11.3585774604,10.8552694804,8.0206194488,9.6593835485,10.21549015791,11.35857746141,11.35857746141,11.35857746135,11.35857746135,10.86398813161,11.35857746131,11.35857746131,10.47641535211,10.42531883061,11.35857746141,9.0982261423,11.35857746118,11.35857746118,11.35857746115,11.18971453495,11.35857746121,11.35857746121,9.28142913941,6.5416016657,6.9466348254
"t30",9.63271223823,9.26388338293,6.99981859223,3.7857941996,2.8993264666,3.7857941997,0,3.5875880535,5.64501847768,5.64501847768,5.64501847769,5.64501847769,4.2697435041,5.6450184781,5.6450184781,5.6450184783,5.64501847828,5.64501847828,5.5764267179,5.6450184783,5.6450184783,4.8834718419,5.64501847806,5.64501847806,4.77514092946,4.5059833426,4.97712852866,5.64501847815,5.64501847815,5.64501847817,5.59798236159,5.6450184782,5.64501847816,5.48551133516,5.64501847816,5.64501847816,5.64501847818,5.64501847818,5.64501847818,5.64501847818,5.64501847808,5.64501847815,5.64501847815,4.580009145965,5.645018478165,5.645018478165,5.6450184782,4.9559052857,4.01896345518,6.1617070077,9.1920905687,10.9662856312,10.96628563166,10.96628563166,10.96628563166,10.9662856317,10.9662856317,9.258612097,10.9662856316,10.9662856316,10.966285632,10.966285632,8.6262964556,10.9662856312,10.9662856313,10.9662856313,8.098629365,10.3104816658,10.9662856322,10.96628563137,10.96628563137,10.96628563136,10.8680138103,8.0715433586,10.1935565812,8.71809871484,9.3279829595,10.6523204239,10.9662856312,9.8317030013,10.9662856319,9.9486015215,10.9662856314,10.96628563135,10.56595392435,8.1004797479,9.1512248982,10.76969213986,10.96628563126,10.96628563126,10.96628563126,10.96628563172,10.96628563172,9.97351608844,10.96628563176,10.96628563166,10.96628563166,10.34408786334,10.44599989274,10.96628563107,10.83078584427,10.36796767217,8.5759937763,10.34924780212,10.9662856312,10.9662856316,10.9662856316,10.9662856313,10.9662856319,10.9662856319,8.8992048112,9.1305591172,9.4907874581,10.9662856317,10.9662856317,10.26567207578,10.96628563173,10.96628563163,10.96628563163,10.96628563163,10.64285051919,10.96628563175,10.55718767085,10.96628563173,10.96628563173,10.96628563173,10.83020286503,10.96628563173,10.50817865423,10.96628563183,10.96628563183,9.8554126668,9.9964604285,8.55162877545,8.93460609425,8.1193573446,8.98633203159,9.02447416409,10.9662856303,10.9662856307,10.9662856307,10.9662856307,10.7731122182,10.9662856306,10.9662856307,10.9662856307,10.4629776507,7.6283276191,9.2670917188,9.82319832821,10.96628563171,10.96628563171,10.96628563165,10.96628563165,10.47169630191,10.96628563161,10.96628563161,10.08412352241,10.03302700091,10.96628563171,8.7059343126,10.96628563148,10.96628563148,10.96628563145,10.79742270525,10.96628563151,10.96628563151,8.88913730971,6.149309836,6.5543429957
"t19",9.15877249473,8.78994363943,6.52587884873,3.9798798831,3.0934121501,3.9798798832,3.5875880535,0,5.17107873418,5.17107873418,5.17107873419,5.17107873419,3.7958037606,5.1710787346,5.1710787346,5.1710787348,5.17107873478,5.17107873478,5.1024869744,5.1710787348,5.1710787348,4.4095320984,5.17107873456,5.17107873456,4.30120118596,4.0320435991,4.50318878516,5.17107873465,5.17107873465,5.17107873467,5.12404261809,5.1710787347,5.17107873466,5.01157159166,5.17107873466,5.17107873466,5.17107873468,5.17107873468,5.17107873468,5.17107873468,5.17107873458,5.17107873465,5.17107873465,4.106069402465,5.171078734665,5.171078734665,5.1710787347,4.4819655422,3.54502371168,5.6877672642,8.7181508252,10.4923458877,10.49234588816,10.49234588816,10.49234588816,10.4923458882,10.4923458882,8.7846723535,10.4923458881,10.4923458881,10.4923458885,10.4923458885,8.1523567121,10.4923458877,10.4923458878,10.4923458878,7.6246896215,9.8365419223,10.4923458887,10.49234588787,10.49234588787,10.49234588786,10.3940740668,7.5976036151,9.7196168377,8.24415897134,8.854043216,10.1783806804,10.4923458877,9.3577632578,10.4923458884,9.474661778,10.4923458879,10.49234588785,10.09201418085,7.6265400044,8.6772851547,10.29575239636,10.49234588776,10.49234588776,10.49234588776,10.49234588822,10.49234588822,9.49957634494,10.49234588826,10.49234588816,10.49234588816,9.87014811984,9.97206014924,10.49234588757,10.35684610077,9.89402792867,8.1020540328,9.87530805862,10.4923458877,10.4923458881,10.4923458881,10.4923458878,10.4923458884,10.4923458884,8.4252650677,8.6566193737,9.0168477146,10.4923458882,10.4923458882,9.79173233228,10.49234588823,10.49234588813,10.49234588813,10.49234588813,10.16891077569,10.49234588825,10.08324792735,10.49234588823,10.49234588823,10.49234588823,10.35626312153,10.49234588823,10.03423891073,10.49234588833,10.49234588833,9.3814729233,9.522520685,8.07768903195,8.46066635075,7.6454176011,8.51239228809,8.55053442059,10.4923458868,10.4923458872,10.4923458872,10.4923458872,10.2991724747,10.4923458871,10.4923458872,10.4923458872,9.9890379072,7.1543878756,8.7931519753,9.34925858471,10.49234588821,10.49234588821,10.49234588815,10.49234588815,9.99775655841,10.49234588811,10.49234588811,9.61018377891,9.55908725741,10.49234588821,8.2319945691,10.49234588798,10.49234588798,10.49234588795,10.32348296175,10.49234588801,10.49234588801,8.41519756621,5.6753700925,6.0804032522
"t163",10.02500406691,9.65617521161,7.39211042091,6.03731030728,5.15084257428,6.03731030738,5.64501847768,5.17107873418,0,0.14269200476,1.28085771897,1.28085771897,2.10173736738,4.14604393378,4.14604393378,4.91627658558,4.91627658556,4.91627658556,4.84768482518,4.91627658558,4.91627658558,4.15472994918,4.91627658534,4.91627658534,4.04639903674,3.77724144988,4.24838663594,4.91627658543,4.91627658543,4.91627658545,4.86924046887,4.91627658548,4.91627658544,4.75676944244,4.91627658544,4.91627658544,4.91627658546,4.91627658546,4.91627658546,4.91627658546,4.91627658536,4.91627658543,4.91627658543,3.851267253245,4.916276585445,4.916276585445,4.91627658548,5.34819711438,4.41125528386,6.55399883638,9.58438239738,11.35857745988,11.35857746034,11.35857746034,11.35857746034,11.35857746038,11.35857746038,9.65090392568,11.35857746028,11.35857746028,11.35857746068,11.35857746068,9.01858828428,11.35857745988,11.35857745998,11.35857745998,8.49092119368,10.70277349448,11.35857746088,11.35857746005,11.35857746005,11.35857746004,11.26030563898,8.46383518728,10.58584840988,9.11039054352,9.72027478818,11.04461225258,11.35857745988,10.22399482998,11.35857746058,10.34089335018,11.35857746008,11.35857746003,10.95824575303,8.49277157658,9.54351672688,11.16198396854,11.35857745994,11.35857745994,11.35857745994,11.3585774604,11.3585774604,10.36580791712,11.35857746044,11.35857746034,11.35857746034,10.73637969202,10.83829172142,11.35857745975,11.22307767295,10.76025950085,8.96828560498,10.7415396308,11.35857745988,11.35857746028,11.35857746028,11.35857745998,11.35857746058,11.35857746058,9.29149663988,9.52285094588,9.88307928678,11.35857746038,11.35857746038,10.65796390446,11.35857746041,11.35857746031,11.35857746031,11.35857746031,11.03514234787,11.35857746043,10.94947949953,11.35857746041,11.35857746041,11.35857746041,11.22249469371,11.35857746041,10.90047048291,11.35857746051,11.35857746051,10.24770449548,10.38875225718,8.94392060413,9.32689792293,8.51164917328,9.37862386027,9.41676599277,11.35857745898,11.35857745938,11.35857745938,11.35857745938,11.16540404688,11.35857745928,11.35857745938,11.35857745938,10.85526947938,8.02061944778,9.65938354748,10.21549015689,11.35857746039,11.35857746039,11.35857746033,11.35857746033,10.86398813059,11.35857746029,11.35857746029,10.47641535109,10.42531882959,11.35857746039,9.09822614128,11.35857746016,11.35857746016,11.35857746013,11.18971453393,11.35857746019,11.35857746019,9.28142913839,6.54160166468,6.94663482438
"t164",10.02500406691,9.65617521161,7.39211042091,6.03731030728,5.15084257428,6.03731030738,5.64501847768,5.17107873418,0.14269200476,0,1.28085771897,1.28085771897,2.10173736738,4.14604393378,4.14604393378,4.91627658558,4.91627658556,4.91627658556,4.84768482518,4.91627658558,4.91627658558,4.15472994918,4.91627658534,4.91627658534,4.04639903674,3.77724144988,4.24838663594,4.91627658543,4.91627658543,4.91627658545,4.86924046887,4.91627658548,4.91627658544,4.75676944244,4.91627658544,4.91627658544,4.91627658546,4.91627658546,4.91627658546,4.91627658546,4.91627658536,4.91627658543,4.91627658543,3.851267253245,4.916276585445,4.916276585445,4.91627658548,5.34819711438,4.41125528386,6.55399883638,9.58438239738,11.35857745988,11.35857746034,11.35857746034,11.35857746034,11.35857746038,11.35857746038,9.65090392568,11.35857746028,11.35857746028,11.35857746068,11.35857746068,9.01858828428,11.35857745988,11.35857745998,11.35857745998,8.49092119368,10.70277349448,11.35857746088,11.35857746005,11.35857746005,11.35857746004,11.26030563898,8.46383518728,10.58584840988,9.11039054352,9.72027478818,11.04461225258,11.35857745988,10.22399482998,11.35857746058,10.34089335018,11.35857746008,11.35857746003,10.95824575303,8.49277157658,9.54351672688,11.16198396854,11.35857745994,11.35857745994,11.35857745994,11.3585774604,11.3585774604,10.36580791712,11.35857746044,11.35857746034,11.35857746034,10.73637969202,10.83829172142,11.35857745975,11.22307767295,10.76025950085,8.96828560498,10.7415396308,11.35857745988,11.35857746028,11.35857746028,11.35857745998,11.35857746058,11.35857746058,9.29149663988,9.52285094588,9.88307928678,11.35857746038,11.35857746038,10.65796390446,11.35857746041,11.35857746031,11.35857746031,11.35857746031,11.03514234787,11.35857746043,10.94947949953,11.35857746041,11.35857746041,11.35857746041,11.22249469371,11.35857746041,10.90047048291,11.35857746051,11.35857746051,10.24770449548,10.38875225718,8.94392060413,9.32689792293,8.51164917328,9.37862386027,9.41676599277,11.35857745898,11.35857745938,11.35857745938,11.35857745938,11.16540404688,11.35857745928,11.35857745938,11.35857745938,10.85526947938,8.02061944778,9.65938354748,10.21549015689,11.35857746039,11.35857746039,11.35857746033,11.35857746033,10.86398813059,11.35857746029,11.35857746029,10.47641535109,10.42531882959,11.35857746039,9.09822614128,11.35857746016,11.35857746016,11.35857746013,11.18971453393,11.35857746019,11.35857746019,9.28142913839,6.54160166468,6.94663482438
