"accepted_species","traits"
"t36",0
"t55",1
"t61",1
"t63",1
"t66",1
"t69",1
"t75",1
"t80",1
"t82",0
"t83",0
"t86",0
"t88",1
"t92",1
"t93",1
"t94",1
"t97",1
"t99",1
"t102",1
"t103",1
"t104",1
"t106",0
"t107",1
"t108",0
"t111",0
"t114",1
"t116",0
"t117",1
"t118",1
"t119",1
"t120",1
"t121",1
"t125",0
"t126",0
"t127",1
"t128",0
"t131",1
"t132",0
"t133",0
"t134",1
"t135",0
"t136",1
"t138",1
"t139",1
"t140",0
"t143",1
"t144",1
"t146",1
"t147",0
"t148",1
"t149",1
"t150",0
"t151",1
"t152",0
"t153",0
"t155",0
"t156",0
"t157",0
"t159",1
"t160",1
"t161",1
"t162",0
"t163",0
"t164",0
"t165",0
"t166",0
"t167",0
"t168",1
"t169",0
"t170",1
"t171",1
"t173",1
"t174",1
"t175",1
"t176",0
"t177",1
"t178",1
"t179",0
"t180",1
"t181",1
"t182",1
"t183",1
"t184",0
"t185",0
"t187",0
"t188",1
"t189",1
"t190",1
"t191",1
"t192",1
"t193",1
"t194",1
"t195",1
"t196",1
"t197",1
"t198",1
"t199",1
"t200",0
"t201",0
"t202",1
"t203",1
