,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t8,-0.032949723,6.2924666,4.504155,2.235914,2.3444836,5.877482,4.7006145,7.667143,4.0130897,3.8286116,4.6253934,3.554942,6.106892,3.9127889,6.375771
t75,-0.22997981,4.593604,5.5069757,3.0389645,1.9563944,6.254401,4.9071507,7.771061,3.6931934,4.178857,3.7441266,3.8453593,6.1871347,5.1900945,5.276637
t82,-0.21330073,4.511551,5.53185,3.0874043,1.9524,6.244326,4.8990097,7.726971,3.6224504,4.168043,3.6622686,3.9066665,6.13804,5.235942,5.2304645
t83,-0.2647335,4.522869,5.5802608,3.1853256,1.8427967,6.346328,4.897256,7.8206744,3.604519,4.26005,3.7083693,3.8744612,6.237056,5.249446,5.240261
t114,-0.18494195,4.508922,5.512955,3.1633158,1.9694028,6.30801,4.8355403,7.69814,3.53715,4.154474,3.599,3.9902472,6.070488,5.227891,5.2491317
t115,-0.24628897,4.502009,5.564375,3.1282148,1.9051733,6.2880416,4.9243,7.7623096,3.6346157,4.208415,3.6629343,3.876171,6.1717644,5.265884,5.2074003
t58,-0.29728043,4.478187,5.6057105,3.2328231,1.8054159,6.3786645,4.894738,7.8399734,3.5709853,4.2922163,3.6637137,3.906446,6.2560153,5.278139,5.213803
t14,-0.09473072,5.0215383,5.1224704,2.8214207,2.0664196,6.1564307,4.543438,7.8529305,3.9392166,4.104971,4.188497,3.6962566,6.3733187,4.722514,5.737006
t30,-0.06350875,5.5125895,4.8155417,2.5197952,2.1987417,6.030332,4.603777,7.7530103,3.976063,4.001838,4.366334,3.6597204,6.2485538,4.345271,6.081435
t31,-0.028123109,5.6447487,4.7627883,2.4407659,2.24009,5.9510546,4.6263466,7.743144,3.9723303,3.9487374,4.442189,3.5856752,6.241538,4.280433,6.164438
t48,-0.047723457,5.545092,4.8115497,2.502681,2.2089772,5.993977,4.6101413,7.7620125,3.9649932,3.98481,4.3901,3.6193533,6.2524176,4.3417645,6.094184
t49,-0.041326776,5.057562,5.1101856,2.6954823,2.1421099,6.0770006,4.505628,7.7914867,3.9765542,4.0394707,4.2684383,3.6013234,6.429277,4.6456833,5.8400593
t73,-0.07313833,5.4123287,4.8752837,2.5781279,2.1777442,6.0710287,4.582354,7.775882,3.964352,4.0461683,4.3244667,3.696544,6.2623444,4.416514,6.011285
t74,-0.04213656,5.154397,5.132519,2.6662796,2.1460152,6.1452956,4.573334,7.822015,3.961722,4.045454,4.2759504,3.6285045,6.4206347,4.677536,5.782213
t19,-0.036609758,5.948933,4.6158314,2.3098183,2.2686343,5.8801513,4.6771154,7.7068357,3.9666238,3.9085042,4.531656,3.516957,6.166086,4.1193,6.2879095
t26,-0.09233259,5.54646,4.749165,2.4870515,2.203883,6.062236,4.605247,7.705191,4.017346,3.9871395,4.3695345,3.7069976,6.2411723,4.260196,6.1372533
t107,-0.11991556,5.080897,5.047417,2.8407674,2.0520885,6.2298837,4.5562186,7.915602,3.9852953,4.098676,4.213284,3.767325,6.3449745,4.6796303,5.7404385
t108,-0.13404565,5.0681243,5.057574,2.8340592,2.0444293,6.1083703,4.5404525,7.8282776,3.894706,4.144213,4.156736,3.7064335,6.3240047,4.672567,5.7832417
t68,-0.070611,5.1726913,4.957012,2.6422317,2.1386342,6.0423336,4.4998198,7.7745676,3.995161,4.0266814,4.3236427,3.6202989,6.3854494,4.476641,5.978742
t69,0.031773474,5.0292106,5.0614276,2.661989,2.1956553,6.1319714,4.5659275,7.810779,4.1119547,3.9459746,4.4128194,3.6824772,6.3582134,4.5735326,5.960302
t118,-0.015580874,5.0363436,5.097875,2.6892242,2.15604,6.114077,4.498286,7.819507,4.033823,4.0094895,4.326178,3.629479,6.423278,4.61165,5.8972716
t119,-0.069725886,5.1292315,5.001639,2.7476225,2.0805576,6.195713,4.593148,7.8976035,4.0119596,4.049961,4.338473,3.7385304,6.3343635,4.589538,5.8711863
t43,-0.58386326,4.7339025,5.7886553,3.5027246,1.8939313,6.698833,5.0022745,8.057652,3.5218625,4.4859157,3.6710994,4.1370497,6.0897117,5.486845,5.0068617
t44,-0.64594764,4.7974596,5.835352,3.5623076,1.8453087,6.778089,5.077424,8.121505,3.5330842,4.5435553,3.7242339,4.1732264,6.122253,5.525556,4.9637265
t51,-0.54631895,4.7614303,5.73559,3.4582107,1.9280747,6.6932697,5.0427055,8.037418,3.5068712,4.4469643,3.677133,4.128037,6.0778384,5.4322495,5.060624
t54,-0.49431247,4.63292,5.6978526,3.4146013,1.9844401,6.6324983,4.964999,7.9666324,3.5376213,4.3938227,3.572683,4.0240417,6.018822,5.395035,5.0978374
t55,-0.5559191,4.6744523,5.7509375,3.4815898,1.9640534,6.718381,5.073939,8.019638,3.4458098,4.446723,3.5952904,4.0605216,6.005847,5.4471245,5.0476036
t9,-0.13849695,6.111527,4.519998,2.3036113,2.225145,5.849202,4.798576,7.745703,3.9501126,3.812536,4.573519,3.5275438,6.168066,4.0136223,6.2935
t17,-0.14041999,6.1516604,4.490487,2.2131464,2.1828864,5.839088,4.817008,7.71597,3.882413,3.9002137,4.506496,3.4293761,6.0959787,3.9694517,6.334056
