"","t8","t75","t82","t83","t114","t115","t58","t14","t30","t31","t48","t49","t73","t74","t19","t26","t107","t108","t68","t69","t118","t119","t43","t44","t51","t54","t55","t9","t17","t18","t4","t15","t16","t11","t12","t60","t136","t137","t64","t109","t120","t121","t10","t78","t79","t65","t76","t77","t126","t127","t28","t80","t81","t47","t92","t93","t63","t142","t143","t67","t37","t38","t42","t89","t90","t29","t36","t45","t52","t53","t98","t99","t85","t71","t72","t124","t125","t61","t104","t150","t151","t34","t35","t22","t23","t39","t40","t33","t87","t88","t84","t94","t122","t123","t24","t96","t97","t59","t50","t13","t148","t149","t70","t132","t133","t134","t135","t41","t56","t57","t130","t131","t112","t113","t128","t129","t46","t1","t20","t21","t86","t146","t147","t144","t145","t25","t5","t32","t110","t111","t103","t105","t106","t100","t101","t102","t62","t95","t140","t141","t138","t139","t66","t6","t91","t116","t117","t27","t7","t3","t2"
"t8",0,2.39946087918,3.22852892625,3.03617122615,3.22852892615,3.22852892615,3.22852892615,3.38457021956,2.25640312908,1.93196046378,2.28189364843,3.38457021883,2.65971718983,3.38457021933,1.36863611427,2.26720130648,3.38457021968,3.38457021968,3.01093735416,2.99163909176,3.38457021907,3.38457021907,3.69647501329,3.43886254029,3.69647501359,3.69647501384,3.69647501384,1.58751849552,1.97754989572,1.35661776414,1.59638722969,2.31321383466,4.37071256196,4.01486926806,2.38244896606,3.43013677885,4.37071256261,4.37071256261,4.37071256265,4.37071256256,4.37071256256,4.37071256256,1.90524710136,4.37071256246,4.37071256246,4.37071256246,4.37071256243,4.37071256243,4.37071256216,4.37071256216,4.37071256216,3.72984547326,4.37071256256,3.22432048916,4.07228412886,4.37071256236,4.37071256236,4.37071256233,4.37071256233,4.37071256236,4.37071256196,4.37071256196,3.36654513676,4.37071256246,4.37071256246,3.286377811138,3.838815161838,4.370712562638,4.370712561838,4.370712561838,4.37071256246,3.98894797576,4.37071256246,4.37071256246,4.37071256246,4.41356533959,4.41356533959,4.41356533899,4.41356533899,4.41356533903,4.41356533903,3.26757180102,3.24086164752,2.53324476092,3.30250115692,4.41356533873,4.41356533873,3.25647777912,4.41356533912,4.41356533912,4.10368071462,4.41356533902,4.41356533902,4.41356533902,4.41356533892,4.41356533902,4.41356533902,4.41356533942,3.89234266202,3.02578605149,5.00190257362,5.00190257362,5.00190257359,5.00190257355,5.00190257355,5.00190257355,5.00190257355,3.61588884728,5.00190257361,5.00190257361,5.00190257321,5.00190257321,4.7493491782,5.00190257329,5.00190257329,5.00190257329,4.89671821969,1.50537721239,5.71429051579,5.56466931718,7.73812806135,7.73812806137,7.73812806137,7.73812806139,7.73812806139,5.95359557609,4.54851228889,6.64017469589,7.73812806179,7.48304574534,7.73812806179,7.73812806187,7.73812806187,7.73812806184,7.73812806179,7.73812806179,7.63959673539,7.73812806169,7.73812806168,7.73812806168,7.73812806172,7.73812806172,7.73812806179,4.65871595299,7.73812806076,7.73812806076,7.73812806076,7.73812806156,5.27535398616,4.02793208359,5.03008897699
"t75",2.39946087918,0,0.88661068033,0.69425298023,1.61284208503,1.61284208503,1.61284208503,5.65605586444,4.52788877396,4.20344610866,4.55337929331,5.65605586371,4.93120283471,5.65605586421,3.64012175915,4.53868695136,5.65605586456,5.65605586456,5.28242299904,5.26312473664,5.65605586395,5.65605586395,5.96796065817,5.71034818517,5.96796065847,5.96796065872,5.96796065872,3.8590041404,4.2490355406,3.62810340902,3.86787287457,4.58469947954,6.64219820684,6.28635491294,4.65393461094,5.70162242373,6.64219820749,6.64219820749,6.64219820753,6.64219820744,6.64219820744,6.64219820744,4.17673274624,6.64219820734,6.64219820734,6.64219820734,6.64219820731,6.64219820731,6.64219820704,6.64219820704,6.64219820704,6.00133111814,6.64219820744,5.49580613404,6.34376977374,6.64219820724,6.64219820724,6.64219820721,6.64219820721,6.64219820724,6.64219820684,6.64219820684,5.63803078164,6.64219820734,6.64219820734,5.557863456018,6.110300806718,6.642198207518,6.642198206718,6.642198206718,6.64219820734,6.26043362064,6.64219820734,6.64219820734,6.64219820734,6.68505098447,6.68505098447,6.68505098387,6.68505098387,6.68505098391,6.68505098391,5.5390574459,5.5123472924,4.8047304058,5.5739868018,6.68505098361,6.68505098361,5.527963424,6.685050984,6.685050984,6.3751663595,6.6850509839,6.6850509839,6.6850509839,6.6850509838,6.6850509839,6.6850509839,6.6850509843,6.1638283069,5.29727169637,7.2733882185,7.2733882185,7.27338821847,7.27338821843,7.27338821843,7.27338821843,7.27338821843,5.88737449216,7.27338821849,7.27338821849,7.27338821809,7.27338821809,7.02083482308,7.27338821817,7.27338821817,7.27338821817,7.16820386457,3.77686285727,7.98577616067,7.83615496206,10.00961370623,10.00961370625,10.00961370625,10.00961370627,10.00961370627,8.22508122097,6.81999793377,8.91166034077,10.00961370667,9.75453139022,10.00961370667,10.00961370675,10.00961370675,10.00961370672,10.00961370667,10.00961370667,9.91108238027,10.00961370657,10.00961370656,10.00961370656,10.0096137066,10.0096137066,10.00961370667,6.93020159787,10.00961370564,10.00961370564,10.00961370564,10.00961370644,7.54683963104,6.29941772847,7.30157462187
"t82",3.22852892625,0.88661068033,0,1.2646097511,2.4419101321,2.4419101321,2.4419101321,6.48512391151,5.35695682103,5.03251415573,5.38244734038,6.48512391078,5.76027088178,6.48512391128,4.46918980622,5.36775499843,6.48512391163,6.48512391163,6.11149104611,6.09219278371,6.48512391102,6.48512391102,6.79702870524,6.53941623224,6.79702870554,6.79702870579,6.79702870579,4.68807218747,5.07810358767,4.45717145609,4.69694092164,5.41376752661,7.47126625391,7.11542296001,5.48300265801,6.5306904708,7.47126625456,7.47126625456,7.4712662546,7.47126625451,7.47126625451,7.47126625451,5.00580079331,7.47126625441,7.47126625441,7.47126625441,7.47126625438,7.47126625438,7.47126625411,7.47126625411,7.47126625411,6.83039916521,7.47126625451,6.32487418111,7.17283782081,7.47126625431,7.47126625431,7.47126625428,7.47126625428,7.47126625431,7.47126625391,7.47126625391,6.46709882871,7.47126625441,7.47126625441,6.386931503088,6.939368853788,7.471266254588,7.471266253788,7.471266253788,7.47126625441,7.08950166771,7.47126625441,7.47126625441,7.47126625441,7.51411903154,7.51411903154,7.51411903094,7.51411903094,7.51411903098,7.51411903098,6.36812549297,6.34141533947,5.63379845287,6.40305484887,7.51411903068,7.51411903068,6.35703147107,7.51411903107,7.51411903107,7.20423440657,7.51411903097,7.51411903097,7.51411903097,7.51411903087,7.51411903097,7.51411903097,7.51411903137,6.99289635397,6.12633974344,8.10245626557,8.10245626557,8.10245626554,8.1024562655,8.1024562655,8.1024562655,8.1024562655,6.71644253923,8.10245626556,8.10245626556,8.10245626516,8.10245626516,7.84990287015,8.10245626524,8.10245626524,8.10245626524,7.99727191164,4.60593090434,8.81484420774,8.66522300913,10.8386817533,10.83868175332,10.83868175332,10.83868175334,10.83868175334,9.05414926804,7.64906598084,9.74072838784,10.83868175374,10.58359943729,10.83868175374,10.83868175382,10.83868175382,10.83868175379,10.83868175374,10.83868175374,10.74015042734,10.83868175364,10.83868175363,10.83868175363,10.83868175367,10.83868175367,10.83868175374,7.75926964494,10.83868175271,10.83868175271,10.83868175271,10.83868175351,8.37590767811,7.12848577554,8.13064266894
"t83",3.03617122615,0.69425298023,1.2646097511,0,2.249552432,2.249552432,2.249552432,6.29276621141,5.16459912093,4.84015645563,5.19008964028,6.29276621068,5.56791318168,6.29276621118,4.27683210612,5.17539729833,6.29276621153,6.29276621153,5.91913334601,5.89983508361,6.29276621092,6.29276621092,6.60467100514,6.34705853214,6.60467100544,6.60467100569,6.60467100569,4.49571448737,4.88574588757,4.26481375599,4.50458322154,5.22140982651,7.27890855381,6.92306525991,5.29064495791,6.3383327707,7.27890855446,7.27890855446,7.2789085545,7.27890855441,7.27890855441,7.27890855441,4.81344309321,7.27890855431,7.27890855431,7.27890855431,7.27890855428,7.27890855428,7.27890855401,7.27890855401,7.27890855401,6.63804146511,7.27890855441,6.13251648101,6.98048012071,7.27890855421,7.27890855421,7.27890855418,7.27890855418,7.27890855421,7.27890855381,7.27890855381,6.27474112861,7.27890855431,7.27890855431,6.194573802988,6.747011153688,7.278908554488,7.278908553688,7.278908553688,7.27890855431,6.89714396761,7.27890855431,7.27890855431,7.27890855431,7.32176133144,7.32176133144,7.32176133084,7.32176133084,7.32176133088,7.32176133088,6.17576779287,6.14905763937,5.44144075277,6.21069714877,7.32176133058,7.32176133058,6.16467377097,7.32176133097,7.32176133097,7.01187670647,7.32176133087,7.32176133087,7.32176133087,7.32176133077,7.32176133087,7.32176133087,7.32176133127,6.80053865387,5.93398204334,7.91009856547,7.91009856547,7.91009856544,7.9100985654,7.9100985654,7.9100985654,7.9100985654,6.52408483913,7.91009856546,7.91009856546,7.91009856506,7.91009856506,7.65754517005,7.91009856514,7.91009856514,7.91009856514,7.80491421154,4.41357320424,8.62248650764,8.47286530903,10.6463240532,10.64632405322,10.64632405322,10.64632405324,10.64632405324,8.86179156794,7.45670828074,9.54837068774,10.64632405364,10.39124173719,10.64632405364,10.64632405372,10.64632405372,10.64632405369,10.64632405364,10.64632405364,10.54779272724,10.64632405354,10.64632405353,10.64632405353,10.64632405357,10.64632405357,10.64632405364,7.56691194484,10.64632405261,10.64632405261,10.64632405261,10.64632405341,8.18354997801,6.93612807544,7.93828496884
"t114",3.22852892615,1.61284208503,2.4419101321,2.249552432,0,0.5104083262,2.165301912,6.48512391141,5.35695682093,5.03251415563,5.38244734028,6.48512391068,5.76027088168,6.48512391118,4.46918980612,5.36775499833,6.48512391153,6.48512391153,6.11149104601,6.09219278361,6.48512391092,6.48512391092,6.79702870514,6.53941623214,6.79702870544,6.79702870569,6.79702870569,4.68807218737,5.07810358757,4.45717145599,4.69694092154,5.41376752651,7.47126625381,7.11542295991,5.48300265791,6.5306904707,7.47126625446,7.47126625446,7.4712662545,7.47126625441,7.47126625441,7.47126625441,5.00580079321,7.47126625431,7.47126625431,7.47126625431,7.47126625428,7.47126625428,7.47126625401,7.47126625401,7.47126625401,6.83039916511,7.47126625441,6.32487418101,7.17283782071,7.47126625421,7.47126625421,7.47126625418,7.47126625418,7.47126625421,7.47126625381,7.47126625381,6.46709882861,7.47126625431,7.47126625431,6.386931502988,6.939368853688,7.471266254488,7.471266253688,7.471266253688,7.47126625431,7.08950166761,7.47126625431,7.47126625431,7.47126625431,7.51411903144,7.51411903144,7.51411903084,7.51411903084,7.51411903088,7.51411903088,6.36812549287,6.34141533937,5.63379845277,6.40305484877,7.51411903058,7.51411903058,6.35703147097,7.51411903097,7.51411903097,7.20423440647,7.51411903087,7.51411903087,7.51411903087,7.51411903077,7.51411903087,7.51411903087,7.51411903127,6.99289635387,6.12633974334,8.10245626547,8.10245626547,8.10245626544,8.1024562654,8.1024562654,8.1024562654,8.1024562654,6.71644253913,8.10245626546,8.10245626546,8.10245626506,8.10245626506,7.84990287005,8.10245626514,8.10245626514,8.10245626514,7.99727191154,4.60593090424,8.81484420764,8.66522300903,10.8386817532,10.83868175322,10.83868175322,10.83868175324,10.83868175324,9.05414926794,7.64906598074,9.74072838774,10.83868175364,10.58359943719,10.83868175364,10.83868175372,10.83868175372,10.83868175369,10.83868175364,10.83868175364,10.74015042724,10.83868175354,10.83868175353,10.83868175353,10.83868175357,10.83868175357,10.83868175364,7.75926964484,10.83868175261,10.83868175261,10.83868175261,10.83868175341,8.37590767801,7.12848577544,8.13064266884
"t115",3.22852892615,1.61284208503,2.4419101321,2.249552432,0.5104083262,0,2.165301912,6.48512391141,5.35695682093,5.03251415563,5.38244734028,6.48512391068,5.76027088168,6.48512391118,4.46918980612,5.36775499833,6.48512391153,6.48512391153,6.11149104601,6.09219278361,6.48512391092,6.48512391092,6.79702870514,6.53941623214,6.79702870544,6.79702870569,6.79702870569,4.68807218737,5.07810358757,4.45717145599,4.69694092154,5.41376752651,7.47126625381,7.11542295991,5.48300265791,6.5306904707,7.47126625446,7.47126625446,7.4712662545,7.47126625441,7.47126625441,7.47126625441,5.00580079321,7.47126625431,7.47126625431,7.47126625431,7.47126625428,7.47126625428,7.47126625401,7.47126625401,7.47126625401,6.83039916511,7.47126625441,6.32487418101,7.17283782071,7.47126625421,7.47126625421,7.47126625418,7.47126625418,7.47126625421,7.47126625381,7.47126625381,6.46709882861,7.47126625431,7.47126625431,6.386931502988,6.939368853688,7.471266254488,7.471266253688,7.471266253688,7.47126625431,7.08950166761,7.47126625431,7.47126625431,7.47126625431,7.51411903144,7.51411903144,7.51411903084,7.51411903084,7.51411903088,7.51411903088,6.36812549287,6.34141533937,5.63379845277,6.40305484877,7.51411903058,7.51411903058,6.35703147097,7.51411903097,7.51411903097,7.20423440647,7.51411903087,7.51411903087,7.51411903087,7.51411903077,7.51411903087,7.51411903087,7.51411903127,6.99289635387,6.12633974334,8.10245626547,8.10245626547,8.10245626544,8.1024562654,8.1024562654,8.1024562654,8.1024562654,6.71644253913,8.10245626546,8.10245626546,8.10245626506,8.10245626506,7.84990287005,8.10245626514,8.10245626514,8.10245626514,7.99727191154,4.60593090424,8.81484420764,8.66522300903,10.8386817532,10.83868175322,10.83868175322,10.83868175324,10.83868175324,9.05414926794,7.64906598074,9.74072838774,10.83868175364,10.58359943719,10.83868175364,10.83868175372,10.83868175372,10.83868175369,10.83868175364,10.83868175364,10.74015042724,10.83868175354,10.83868175353,10.83868175353,10.83868175357,10.83868175357,10.83868175364,7.75926964484,10.83868175261,10.83868175261,10.83868175261,10.83868175341,8.37590767801,7.12848577544,8.13064266884
"t58",3.22852892615,1.61284208503,2.4419101321,2.249552432,2.165301912,2.165301912,0,6.48512391141,5.35695682093,5.03251415563,5.38244734028,6.48512391068,5.76027088168,6.48512391118,4.46918980612,5.36775499833,6.48512391153,6.48512391153,6.11149104601,6.09219278361,6.48512391092,6.48512391092,6.79702870514,6.53941623214,6.79702870544,6.79702870569,6.79702870569,4.68807218737,5.07810358757,4.45717145599,4.69694092154,5.41376752651,7.47126625381,7.11542295991,5.48300265791,6.5306904707,7.47126625446,7.47126625446,7.4712662545,7.47126625441,7.47126625441,7.47126625441,5.00580079321,7.47126625431,7.47126625431,7.47126625431,7.47126625428,7.47126625428,7.47126625401,7.47126625401,7.47126625401,6.83039916511,7.47126625441,6.32487418101,7.17283782071,7.47126625421,7.47126625421,7.47126625418,7.47126625418,7.47126625421,7.47126625381,7.47126625381,6.46709882861,7.47126625431,7.47126625431,6.386931502988,6.939368853688,7.471266254488,7.471266253688,7.471266253688,7.47126625431,7.08950166761,7.47126625431,7.47126625431,7.47126625431,7.51411903144,7.51411903144,7.51411903084,7.51411903084,7.51411903088,7.51411903088,6.36812549287,6.34141533937,5.63379845277,6.40305484877,7.51411903058,7.51411903058,6.35703147097,7.51411903097,7.51411903097,7.20423440647,7.51411903087,7.51411903087,7.51411903087,7.51411903077,7.51411903087,7.51411903087,7.51411903127,6.99289635387,6.12633974334,8.10245626547,8.10245626547,8.10245626544,8.1024562654,8.1024562654,8.1024562654,8.1024562654,6.71644253913,8.10245626546,8.10245626546,8.10245626506,8.10245626506,7.84990287005,8.10245626514,8.10245626514,8.10245626514,7.99727191154,4.60593090424,8.81484420764,8.66522300903,10.8386817532,10.83868175322,10.83868175322,10.83868175324,10.83868175324,9.05414926794,7.64906598074,9.74072838774,10.83868175364,10.58359943719,10.83868175364,10.83868175372,10.83868175372,10.83868175369,10.83868175364,10.83868175364,10.74015042724,10.83868175354,10.83868175353,10.83868175353,10.83868175357,10.83868175357,10.83868175364,7.75926964484,10.83868175261,10.83868175261,10.83868175261,10.83868175341,8.37590767801,7.12848577544,8.13064266884
"t14",3.38457021956,5.65605586444,6.48512391151,6.29276621141,6.48512391141,6.48512391141,6.48512391141,0,3.77219674952,3.44775408422,3.79768726887,4.90036383927,4.17551081027,4.90036383977,2.88442973471,3.78299492692,4.90036384012,4.90036384012,4.5267309746,4.5074327122,4.90036383951,4.90036383951,6.79702870573,6.53941623273,6.79702870603,6.79702870628,6.79702870628,4.68807218796,5.07810358816,4.45717145658,4.69694092213,5.4137675271,7.4712662544,7.1154229605,5.4830026585,6.53069047129,7.47126625505,7.47126625505,7.47126625509,7.471266255,7.471266255,7.471266255,5.0058007938,7.4712662549,7.4712662549,7.4712662549,7.47126625487,7.47126625487,7.4712662546,7.4712662546,7.4712662546,6.8303991657,7.471266255,6.3248741816,7.1728378213,7.4712662548,7.4712662548,7.47126625477,7.47126625477,7.4712662548,7.4712662544,7.4712662544,6.4670988292,7.4712662549,7.4712662549,6.386931503578,6.939368854278,7.471266255078,7.471266254278,7.471266254278,7.4712662549,7.0895016682,7.4712662549,7.4712662549,7.4712662549,7.51411903203,7.51411903203,7.51411903143,7.51411903143,7.51411903147,7.51411903147,6.36812549346,6.34141533996,5.63379845336,6.40305484936,7.51411903117,7.51411903117,6.35703147156,7.51411903156,7.51411903156,7.20423440706,7.51411903146,7.51411903146,7.51411903146,7.51411903136,7.51411903146,7.51411903146,7.51411903186,6.99289635446,6.12633974393,8.10245626606,8.10245626606,8.10245626603,8.10245626599,8.10245626599,8.10245626599,8.10245626599,6.71644253972,8.10245626605,8.10245626605,8.10245626565,8.10245626565,7.84990287064,8.10245626573,8.10245626573,8.10245626573,7.99727191213,4.60593090483,8.81484420823,8.66522300962,10.83868175379,10.83868175381,10.83868175381,10.83868175383,10.83868175383,9.05414926853,7.64906598133,9.74072838833,10.83868175423,10.58359943778,10.83868175423,10.83868175431,10.83868175431,10.83868175428,10.83868175423,10.83868175423,10.74015042783,10.83868175413,10.83868175412,10.83868175412,10.83868175416,10.83868175416,10.83868175423,7.75926964543,10.8386817532,10.8386817532,10.8386817532,10.838681754,8.3759076786,7.12848577603,8.13064266943
"t30",2.25640312908,4.52788877396,5.35695682103,5.16459912093,5.35695682093,5.35695682093,5.35695682093,3.77219674952,0,0.5834724053,1.11172067061,2.21439724101,1.48954421201,2.21439724151,1.61628835425,2.51485354646,3.63222245966,3.63222245966,3.25858959414,3.23929133174,3.63222245905,3.63222245905,5.66886161525,5.41124914225,5.66886161555,5.6688616158,5.6688616158,3.55990509748,3.94993649768,3.3290043661,3.56877383165,4.28560043662,6.34309916392,5.98725587002,4.35483556802,5.40252338081,6.34309916457,6.34309916457,6.34309916461,6.34309916452,6.34309916452,6.34309916452,3.87763370332,6.34309916442,6.34309916442,6.34309916442,6.34309916439,6.34309916439,6.34309916412,6.34309916412,6.34309916412,5.70223207522,6.34309916452,5.19670709112,6.04467073082,6.34309916432,6.34309916432,6.34309916429,6.34309916429,6.34309916432,6.34309916392,6.34309916392,5.33893173872,6.34309916442,6.34309916442,5.258764413098,5.811201763798,6.343099164598,6.343099163798,6.343099163798,6.34309916442,5.96133457772,6.34309916442,6.34309916442,6.34309916442,6.38595194155,6.38595194155,6.38595194095,6.38595194095,6.38595194099,6.38595194099,5.23995840298,5.21324824948,4.50563136288,5.27488775888,6.38595194069,6.38595194069,5.22886438108,6.38595194108,6.38595194108,6.07606731658,6.38595194098,6.38595194098,6.38595194098,6.38595194088,6.38595194098,6.38595194098,6.38595194138,5.86472926398,4.99817265345,6.97428917558,6.97428917558,6.97428917555,6.97428917551,6.97428917551,6.97428917551,6.97428917551,5.58827544924,6.97428917557,6.97428917557,6.97428917517,6.97428917517,6.72173578016,6.97428917525,6.97428917525,6.97428917525,6.86910482165,3.47776381435,7.68667711775,7.53705591914,9.71051466331,9.71051466333,9.71051466333,9.71051466335,9.71051466335,7.92598217805,6.52089889085,8.61256129785,9.71051466375,9.4554323473,9.71051466375,9.71051466383,9.71051466383,9.7105146638,9.71051466375,9.71051466375,9.61198333735,9.71051466365,9.71051466364,9.71051466364,9.71051466368,9.71051466368,9.71051466375,6.63110255495,9.71051466272,9.71051466272,9.71051466272,9.71051466352,7.24774058812,6.00031868555,7.00247557895
"t31",1.93196046378,4.20344610866,5.03251415573,4.84015645563,5.03251415563,5.03251415563,5.03251415563,3.44775408422,0.5834724053,0,0.78727800531,1.88995457571,1.16510154671,1.88995457621,1.29184568895,2.19041088116,3.30777979436,3.30777979436,2.93414692884,2.91484866644,3.30777979375,3.30777979375,5.34441894995,5.08680647695,5.34441895025,5.3444189505,5.3444189505,3.23546243218,3.62549383238,3.0045617008,3.24433116635,3.96115777132,6.01865649862,5.66281320472,4.03039290272,5.07808071551,6.01865649927,6.01865649927,6.01865649931,6.01865649922,6.01865649922,6.01865649922,3.55319103802,6.01865649912,6.01865649912,6.01865649912,6.01865649909,6.01865649909,6.01865649882,6.01865649882,6.01865649882,5.37778940992,6.01865649922,4.87226442582,5.72022806552,6.01865649902,6.01865649902,6.01865649899,6.01865649899,6.01865649902,6.01865649862,6.01865649862,5.01448907342,6.01865649912,6.01865649912,4.934321747798,5.486759098498,6.018656499298,6.018656498498,6.018656498498,6.01865649912,5.63689191242,6.01865649912,6.01865649912,6.01865649912,6.06150927625,6.06150927625,6.06150927565,6.06150927565,6.06150927569,6.06150927569,4.91551573768,4.88880558418,4.18118869758,4.95044509358,6.06150927539,6.06150927539,4.90442171578,6.06150927578,6.06150927578,5.75162465128,6.06150927568,6.06150927568,6.06150927568,6.06150927558,6.06150927568,6.06150927568,6.06150927608,5.54028659868,4.67372998815,6.64984651028,6.64984651028,6.64984651025,6.64984651021,6.64984651021,6.64984651021,6.64984651021,5.26383278394,6.64984651027,6.64984651027,6.64984650987,6.64984650987,6.39729311486,6.64984650995,6.64984650995,6.64984650995,6.54466215635,3.15332114905,7.36223445245,7.21261325384,9.38607199801,9.38607199803,9.38607199803,9.38607199805,9.38607199805,7.60153951275,6.19645622555,8.28811863255,9.38607199845,9.130989682,9.38607199845,9.38607199853,9.38607199853,9.3860719985,9.38607199845,9.38607199845,9.28754067205,9.38607199835,9.38607199834,9.38607199834,9.38607199838,9.38607199838,9.38607199845,6.30665988965,9.38607199742,9.38607199742,9.38607199742,9.38607199822,6.92329792282,5.67587602025,6.67803291365
