,0,1,2,3,4,5,6,7,8,9,10,11,12
t45,-0.62645274,44.210503,33.365555,36.48413,7.280924,29.507812,37.96127,-0.11086645,-5.3221416,-12.778934,-4.191734,-0.19575496,88.99077
t53,-0.61677974,44.273506,33.432854,36.27196,6.973543,29.422436,37.992405,-0.13905059,-5.3333945,-12.80161,-4.1767097,-0.120418124,89.091675
t54,-0.6436812,44.18341,33.466125,36.317966,7.0200443,29.652615,38.221794,-0.11622696,-5.3026843,-12.794516,-4.146111,-0.1255529,88.95503
t40,-0.77607507,43.278957,33.14125,35.857155,8.085917,29.19747,37.633327,0.2446704,-5.3633018,-12.67196,-4.1889434,-0.30751815,88.62898
t131,-0.76213676,43.551666,33.154564,35.906254,8.227781,29.273771,37.74512,0.14236261,-5.3903165,-12.704674,-4.246868,-0.29030052,88.96062
t132,-0.76213753,43.551754,33.154625,35.90628,8.22778,29.273808,37.745193,0.1423259,-5.3903117,-12.704685,-4.246866,-0.29028985,88.96068
t39,-0.7021799,42.352566,32.222404,35.037613,7.67111,28.107586,36.759624,-0.032991216,-5.229229,-12.350248,-4.077006,-0.26444355,86.31621
t96,-0.64831275,43.809406,35.17463,35.35096,6.139147,29.984032,38.577354,0.18944694,-5.1677966,-13.017018,-4.211335,-0.33205733,87.81804
t97,-0.6452808,43.829464,35.18354,35.34248,6.1446934,29.989386,38.54863,0.20345642,-5.171701,-13.020741,-4.2175946,-0.33893046,87.85544
t51,-0.21962944,45.03532,34.72976,32.130543,5.2678165,23.20649,33.835323,-0.5705701,-5.2774596,-12.109574,-3.8285916,-0.2159866,87.07861
t102,-0.22020872,45.00609,34.868706,31.628134,5.2339554,22.839947,33.574947,-0.57799006,-5.2945,-12.074615,-3.7855968,-0.18166156,87.00134
t103,-0.22011082,45.04127,34.87858,31.631681,5.246935,22.84077,33.555904,-0.57946885,-5.28852,-12.0742445,-3.7841702,-0.18506084,87.04512
t104,-0.21867637,44.994854,34.845337,31.581116,5.254648,22.785116,33.493046,-0.57774097,-5.285854,-12.059283,-3.7829537,-0.18934111,86.95599
t41,-0.23319979,45.280605,34.730286,32.21782,5.092478,23.79282,34.09426,-0.57591116,-5.358081,-12.115371,-3.8157318,-0.034287598,87.21921
t42,-0.16758879,43.799282,33.615753,30.850328,4.828413,22.103722,32.460224,-0.6276523,-5.1530356,-11.694427,-3.7060723,-0.15908122,84.32224
t21,-0.24990085,45.770405,34.8945,33.269176,4.760496,24.63197,35.114513,-0.58533144,-5.3041806,-12.244776,-3.719214,0.18799424,87.6317
t13,-0.021384861,39.406567,29.814049,28.455292,3.9272416,19.131084,28.842743,-0.73616314,-4.637224,-10.43942,-3.2281444,-0.20649056,75.49841
t66,-0.04033618,45.976467,35.12806,33.681385,3.8912928,24.368439,34.69183,-0.6364008,-5.349111,-12.228573,-3.7103138,-0.11726623,87.14254
