"","t1","t43","t163","t164","t91","t92","t76","t77","t37","t17","t31","t39","t40","t115","t116","t119","t120","t19","t90","t169","t170","t167","t168","t121","t64","t65","t93","t137","t138","t108","t100","t101","t81","t82","t46","t83","t152","t153","t6","t7","t8","t28","t111","t112","t141","t142","t15","t173","t174","t59","t23","t5","t33","t38","t113","t114","t22","t29","t53","t54","t27","t18","t3","t4","t109","t110","t80","t57","t51","t52","t41","t55","t95","t96","t146","t147","t156","t157","t118","t16","t12","t13","t11","t134","t171","t172","t49","t50","t14","t21","t44","t45","t70","t71","t68","t69","t99","t103","t165","t166","t139","t158","t159","t62","t63","t60","t72","t132","t133","t32","t135","t136","t128","t129","t67","t56","t30","t88","t89","t75","t73","t74","t106","t107","t66","t58","t104","t105","t117","t144","t145","t143","t84","t122","t154","t155","t126","t127","t160","t161","t162","t85","t42","t9","t10","t36","t61","t86","t87","t47","t48","t130","t131","t94","t79","t102","t123","t124","t78","t97","t98","t125","t148","t149","t140","t150","t151","t34","t35","t26","t20","t24","t25","t2"
"t1",0,4.94599334002,4.94599334008,4.94599334008,4.85078233872,4.94599334012,4.62893923581,4.09166437849,3.78513612561,2.62698001561,2.77256440771,3.95414270877,4.09625114527,4.94599334007,4.94599334007,4.94599334017,4.94599334017,2.62598074527,4.94599334089,4.945993340873,4.945993340873,4.9459933409,4.9459933409,4.94599334089,4.94599334106,4.65980591876,4.94599334088,4.94599334088,4.94599334088,4.94599334088,4.76336529078,4.94599334078,4.16238688015,4.94599334088,3.75500631069,4.26445013169,4.94599334099,4.94599334099,4.94599334029,1.81408053501,2.31612401443,2.59238787706,4.94599334013,4.94599334013,4.94599334023,4.94599334023,3.43947018013,4.945993339833,4.945993339833,4.06617813723,3.11458290083,1.47122019005,2.87829791492,3.32729867731,4.5466099732,4.94599334051,2.92485066612,4.94599334012,3.87695810662,4.19218676222,2.50242373004,3.14737537282,2.05731150033,1.49938779703,5.03380875753,4.67308663563,4.26075039526,4.22291887713,3.73692881991,3.90595532588,3.89775761263,3.80022071182,5.03380875753,5.03380875753,5.03380875752,5.03380875752,5.0338087575,5.0338087575,5.03380875753,3.27442974173,2.1811190429,2.7517970969,2.89168296546,5.03380875796,5.033808758009,5.033808758009,4.08729077671,5.03380875721,3.12542432553,2.53912003043,5.03380875803,4.18351155293,5.03380875743,4.11519272352,5.03380875743,5.03380875743,4.91007012483,5.03380875733,5.03380875734,5.03380875734,5.03380875743,5.03380875744,5.03380875744,5.03380875723,4.66228008753,4.46536410783,4.52451682793,5.03380875743,5.03380875743,2.8579989123,5.03380875773,5.03380875773,5.03380875743,5.03380875743,5.03380875723,4.99295445983,4.37047497663,5.03380875743,5.03380875743,5.03380875733,5.03380875743,4.34181130853,5.03380875743,4.97385993633,4.63735594453,5.03380875742,5.03380875742,5.03380875742,4.94695205463,5.03380875737,5.03380875737,5.03380875743,5.03380875743,5.033808757391,5.033808757461,5.033808757461,5.033808757291,5.033808757291,5.033808757341,5.033808757341,5.033808757341,4.913043229191,4.41969661943,2.43722785193,2.16560156003,3.63777697321,4.21171099956,5.03380875806,5.03380875806,3.77400471432,3.96981896368,5.033808757951,5.033808757951,5.033808757951,4.271070122901,5.033808757901,5.033808757901,5.033808757901,5.03380875798,5.0338087579,5.0338087579,5.03380875798,5.03380875796,5.03380875796,5.03380875798,5.03380875766,5.03380875766,5.03380875826,3.40364360486,2.65354144653,2.66888491403,3.50712165874,3.18123106204,1.06168195204
"t43",4.94599334002,0,2.97613803606,2.97613803606,2.8809270347,2.9761380361,7.87419721579,7.33692235847,7.03039410559,5.87223799559,6.01782238769,7.19940068875,7.34150912525,8.19125132005,8.19125132005,8.19125132015,8.19125132015,5.87123872525,8.19125132087,8.191251320853,8.191251320853,8.19125132088,8.19125132088,8.19125132087,8.19125132104,7.90506389874,8.19125132086,8.19125132086,8.19125132086,8.19125132086,8.00862327076,8.19125132076,7.40764486013,8.19125132086,7.00026429067,7.50970811167,8.19125132097,8.19125132097,8.19125132027,5.05933851499,5.56138199441,5.83764585704,8.19125132011,8.19125132011,8.19125132021,8.19125132021,6.68472816011,8.191251319813,8.191251319813,7.31143611721,6.35984088081,4.71647817003,6.1235558949,6.57255665729,7.79186795318,8.19125132049,6.1701086461,8.1912513201,7.1222160866,7.4374447422,5.74768171002,6.3926333528,6.84548535451,6.28756165121,9.82198261171,9.46126048981,9.04892424944,9.01109273131,8.52510267409,8.69412918006,8.68593146681,8.588394566,9.82198261171,9.82198261171,9.8219826117,9.8219826117,9.82198261168,9.82198261168,9.82198261171,8.06260359591,6.96929289708,7.53997095108,7.67985681964,9.82198261214,9.821982612189,9.821982612189,8.87546463089,9.82198261139,7.91359817971,7.32729388461,9.82198261221,8.97168540711,9.82198261161,8.9033665777,9.82198261161,9.82198261161,9.69824397901,9.82198261151,9.82198261152,9.82198261152,9.82198261161,9.82198261162,9.82198261162,9.82198261141,9.45045394171,9.25353796201,9.31269068211,9.82198261161,9.82198261161,7.64617276648,9.82198261191,9.82198261191,9.82198261161,9.82198261161,9.82198261141,9.78112831401,9.15864883081,9.82198261161,9.82198261161,9.82198261151,9.82198261161,9.12998516271,9.82198261161,9.76203379051,9.42552979871,9.8219826116,9.8219826116,9.8219826116,9.73512590881,9.82198261155,9.82198261155,9.82198261161,9.82198261161,9.821982611571,9.821982611641,9.821982611641,9.821982611471,9.821982611471,9.821982611521,9.821982611521,9.821982611521,9.701217083371,9.20787047361,7.22540170611,6.95377541421,8.42595082739,8.99988485374,9.82198261224,9.82198261224,8.5621785685,8.75799281786,9.821982612131,9.821982612131,9.821982612131,9.059243977081,9.821982612081,9.821982612081,9.821982612081,9.82198261216,9.82198261208,9.82198261208,9.82198261216,9.82198261214,9.82198261214,9.82198261216,9.82198261184,9.82198261184,9.82198261244,8.19181745904,7.44171530071,7.45705876821,8.29529551292,7.96940491622,5.84985580622
"t163",4.94599334008,2.97613803606,0,0.06447454452,1.63376549496,1.72897649636,7.87419721585,7.33692235853,7.03039410565,5.87223799565,6.01782238775,7.19940068881,7.34150912531,8.19125132011,8.19125132011,8.19125132021,8.19125132021,5.87123872531,8.19125132093,8.191251320913,8.191251320913,8.19125132094,8.19125132094,8.19125132093,8.1912513211,7.9050638988,8.19125132092,8.19125132092,8.19125132092,8.19125132092,8.00862327082,8.19125132082,7.40764486019,8.19125132092,7.00026429073,7.50970811173,8.19125132103,8.19125132103,8.19125132033,5.05933851505,5.56138199447,5.8376458571,8.19125132017,8.19125132017,8.19125132027,8.19125132027,6.68472816017,8.191251319873,8.191251319873,7.31143611727,6.35984088087,4.71647817009,6.12355589496,6.57255665735,7.79186795324,8.19125132055,6.17010864616,8.19125132016,7.12221608666,7.43744474226,5.74768171008,6.39263335286,6.84548535457,6.28756165127,9.82198261177,9.46126048987,9.0489242495,9.01109273137,8.52510267415,8.69412918012,8.68593146687,8.58839456606,9.82198261177,9.82198261177,9.82198261176,9.82198261176,9.82198261174,9.82198261174,9.82198261177,8.06260359597,6.96929289714,7.53997095114,7.6798568197,9.8219826122,9.821982612249,9.821982612249,8.87546463095,9.82198261145,7.91359817977,7.32729388467,9.82198261227,8.97168540717,9.82198261167,8.90336657776,9.82198261167,9.82198261167,9.69824397907,9.82198261157,9.82198261158,9.82198261158,9.82198261167,9.82198261168,9.82198261168,9.82198261147,9.45045394177,9.25353796207,9.31269068217,9.82198261167,9.82198261167,7.64617276654,9.82198261197,9.82198261197,9.82198261167,9.82198261167,9.82198261147,9.78112831407,9.15864883087,9.82198261167,9.82198261167,9.82198261157,9.82198261167,9.12998516277,9.82198261167,9.76203379057,9.42552979877,9.82198261166,9.82198261166,9.82198261166,9.73512590887,9.82198261161,9.82198261161,9.82198261167,9.82198261167,9.821982611631,9.821982611701,9.821982611701,9.821982611531,9.821982611531,9.821982611581,9.821982611581,9.821982611581,9.701217083431,9.20787047367,7.22540170617,6.95377541427,8.42595082745,8.9998848538,9.8219826123,9.8219826123,8.56217856856,8.75799281792,9.821982612191,9.821982612191,9.821982612191,9.059243977141,9.821982612141,9.821982612141,9.821982612141,9.82198261222,9.82198261214,9.82198261214,9.82198261222,9.8219826122,9.8219826122,9.82198261222,9.8219826119,9.8219826119,9.8219826125,8.1918174591,7.44171530077,7.45705876827,8.29529551298,7.96940491628,5.84985580628
"t164",4.94599334008,2.97613803606,0.06447454452,0,1.63376549496,1.72897649636,7.87419721585,7.33692235853,7.03039410565,5.87223799565,6.01782238775,7.19940068881,7.34150912531,8.19125132011,8.19125132011,8.19125132021,8.19125132021,5.87123872531,8.19125132093,8.191251320913,8.191251320913,8.19125132094,8.19125132094,8.19125132093,8.1912513211,7.9050638988,8.19125132092,8.19125132092,8.19125132092,8.19125132092,8.00862327082,8.19125132082,7.40764486019,8.19125132092,7.00026429073,7.50970811173,8.19125132103,8.19125132103,8.19125132033,5.05933851505,5.56138199447,5.8376458571,8.19125132017,8.19125132017,8.19125132027,8.19125132027,6.68472816017,8.191251319873,8.191251319873,7.31143611727,6.35984088087,4.71647817009,6.12355589496,6.57255665735,7.79186795324,8.19125132055,6.17010864616,8.19125132016,7.12221608666,7.43744474226,5.74768171008,6.39263335286,6.84548535457,6.28756165127,9.82198261177,9.46126048987,9.0489242495,9.01109273137,8.52510267415,8.69412918012,8.68593146687,8.58839456606,9.82198261177,9.82198261177,9.82198261176,9.82198261176,9.82198261174,9.82198261174,9.82198261177,8.06260359597,6.96929289714,7.53997095114,7.6798568197,9.8219826122,9.821982612249,9.821982612249,8.87546463095,9.82198261145,7.91359817977,7.32729388467,9.82198261227,8.97168540717,9.82198261167,8.90336657776,9.82198261167,9.82198261167,9.69824397907,9.82198261157,9.82198261158,9.82198261158,9.82198261167,9.82198261168,9.82198261168,9.82198261147,9.45045394177,9.25353796207,9.31269068217,9.82198261167,9.82198261167,7.64617276654,9.82198261197,9.82198261197,9.82198261167,9.82198261167,9.82198261147,9.78112831407,9.15864883087,9.82198261167,9.82198261167,9.82198261157,9.82198261167,9.12998516277,9.82198261167,9.76203379057,9.42552979877,9.82198261166,9.82198261166,9.82198261166,9.73512590887,9.82198261161,9.82198261161,9.82198261167,9.82198261167,9.821982611631,9.821982611701,9.821982611701,9.821982611531,9.821982611531,9.821982611581,9.821982611581,9.821982611581,9.701217083431,9.20787047367,7.22540170617,6.95377541427,8.42595082745,8.9998848538,9.8219826123,9.8219826123,8.56217856856,8.75799281792,9.821982612191,9.821982612191,9.821982612191,9.059243977141,9.821982612141,9.821982612141,9.821982612141,9.82198261222,9.82198261214,9.82198261214,9.82198261222,9.8219826122,9.8219826122,9.82198261222,9.8219826119,9.8219826119,9.8219826125,8.1918174591,7.44171530077,7.45705876827,8.29529551298,7.96940491628,5.84985580628
"t91",4.85078233872,2.8809270347,1.63376549496,1.63376549496,0,1.1822085592,7.77898621449,7.24171135717,6.93518310429,5.77702699429,5.92261138639,7.10418968745,7.24629812395,8.09604031875,8.09604031875,8.09604031885,8.09604031885,5.77602772395,8.09604031957,8.096040319553,8.096040319553,8.09604031958,8.09604031958,8.09604031957,8.09604031974,7.80985289744,8.09604031956,8.09604031956,8.09604031956,8.09604031956,7.91341226946,8.09604031946,7.31243385883,8.09604031956,6.90505328937,7.41449711037,8.09604031967,8.09604031967,8.09604031897,4.96412751369,5.46617099311,5.74243485574,8.09604031881,8.09604031881,8.09604031891,8.09604031891,6.58951715881,8.096040318513,8.096040318513,7.21622511591,6.26462987951,4.62126716873,6.0283448936,6.47734565599,7.69665695188,8.09604031919,6.0748976448,8.0960403188,7.0270050853,7.3422337409,5.65247070872,6.2974223515,6.75027435321,6.19235064991,9.72677161041,9.36604948851,8.95371324814,8.91588173001,8.42989167279,8.59891817876,8.59072046551,8.4931835647,9.72677161041,9.72677161041,9.7267716104,9.7267716104,9.72677161038,9.72677161038,9.72677161041,7.96739259461,6.87408189578,7.44475994978,7.58464581834,9.72677161084,9.726771610889,9.726771610889,8.78025362959,9.72677161009,7.81838717841,7.23208288331,9.72677161091,8.87647440581,9.72677161031,8.8081555764,9.72677161031,9.72677161031,9.60303297771,9.72677161021,9.72677161022,9.72677161022,9.72677161031,9.72677161032,9.72677161032,9.72677161011,9.35524294041,9.15832696071,9.21747968081,9.72677161031,9.72677161031,7.55096176518,9.72677161061,9.72677161061,9.72677161031,9.72677161031,9.72677161011,9.68591731271,9.06343782951,9.72677161031,9.72677161031,9.72677161021,9.72677161031,9.03477416141,9.72677161031,9.66682278921,9.33031879741,9.7267716103,9.7267716103,9.7267716103,9.63991490751,9.72677161025,9.72677161025,9.72677161031,9.72677161031,9.726771610271,9.726771610341,9.726771610341,9.726771610171,9.726771610171,9.726771610221,9.726771610221,9.726771610221,9.606006082071,9.11265947231,7.13019070481,6.85856441291,8.33073982609,8.90467385244,9.72677161094,9.72677161094,8.4669675672,8.66278181656,9.726771610831,9.726771610831,9.726771610831,8.964032975781,9.726771610781,9.726771610781,9.726771610781,9.72677161086,9.72677161078,9.72677161078,9.72677161086,9.72677161084,9.72677161084,9.72677161086,9.72677161054,9.72677161054,9.72677161114,8.09660645774,7.34650429941,7.36184776691,8.20008451162,7.87419391492,5.75464480492
"t92",4.94599334012,2.9761380361,1.72897649636,1.72897649636,1.1822085592,0,7.87419721589,7.33692235857,7.03039410569,5.87223799569,6.01782238779,7.19940068885,7.34150912535,8.19125132015,8.19125132015,8.19125132025,8.19125132025,5.87123872535,8.19125132097,8.191251320953,8.191251320953,8.19125132098,8.19125132098,8.19125132097,8.19125132114,7.90506389884,8.19125132096,8.19125132096,8.19125132096,8.19125132096,8.00862327086,8.19125132086,7.40764486023,8.19125132096,7.00026429077,7.50970811177,8.19125132107,8.19125132107,8.19125132037,5.05933851509,5.56138199451,5.83764585714,8.19125132021,8.19125132021,8.19125132031,8.19125132031,6.68472816021,8.191251319913,8.191251319913,7.31143611731,6.35984088091,4.71647817013,6.123555895,6.57255665739,7.79186795328,8.19125132059,6.1701086462,8.1912513202,7.1222160867,7.4374447423,5.74768171012,6.3926333529,6.84548535461,6.28756165131,9.82198261181,9.46126048991,9.04892424954,9.01109273141,8.52510267419,8.69412918016,8.68593146691,8.5883945661,9.82198261181,9.82198261181,9.8219826118,9.8219826118,9.82198261178,9.82198261178,9.82198261181,8.06260359601,6.96929289718,7.53997095118,7.67985681974,9.82198261224,9.821982612289,9.821982612289,8.87546463099,9.82198261149,7.91359817981,7.32729388471,9.82198261231,8.97168540721,9.82198261171,8.9033665778,9.82198261171,9.82198261171,9.69824397911,9.82198261161,9.82198261162,9.82198261162,9.82198261171,9.82198261172,9.82198261172,9.82198261151,9.45045394181,9.25353796211,9.31269068221,9.82198261171,9.82198261171,7.64617276658,9.82198261201,9.82198261201,9.82198261171,9.82198261171,9.82198261151,9.78112831411,9.15864883091,9.82198261171,9.82198261171,9.82198261161,9.82198261171,9.12998516281,9.82198261171,9.76203379061,9.42552979881,9.8219826117,9.8219826117,9.8219826117,9.73512590891,9.82198261165,9.82198261165,9.82198261171,9.82198261171,9.821982611671,9.821982611741,9.821982611741,9.821982611571,9.821982611571,9.821982611621,9.821982611621,9.821982611621,9.701217083471,9.20787047371,7.22540170621,6.95377541431,8.42595082749,8.99988485384,9.82198261234,9.82198261234,8.5621785686,8.75799281796,9.821982612231,9.821982612231,9.821982612231,9.059243977181,9.821982612181,9.821982612181,9.821982612181,9.82198261226,9.82198261218,9.82198261218,9.82198261226,9.82198261224,9.82198261224,9.82198261226,9.82198261194,9.82198261194,9.82198261254,8.19181745914,7.44171530081,7.45705876831,8.29529551302,7.96940491632,5.84985580632
"t76",4.62893923581,7.87419721579,7.87419721585,7.87419721585,7.77898621449,7.87419721589,0,0.61243243568,2.2505856804,3.6252671244,3.7708515165,4.95242981756,5.09453825406,5.94428044886,5.94428044886,5.94428044896,5.94428044896,3.62426785406,5.97934176392,5.979341763903,5.979341763903,5.97934176393,5.97934176393,5.97934176392,5.97934176409,5.69315434179,5.97934176391,5.97934176391,5.97934176391,5.97934176391,5.79671371381,5.97934176381,5.19573530318,5.97934176391,4.78835473372,5.29779855472,5.97934176402,5.97934176402,6.65410781752,3.5703756138,4.07241909322,4.34868295585,6.70228841892,6.70228841892,6.70228841902,6.70228841902,5.19576525892,6.702288418623,6.702288418623,5.82247321602,4.87087797962,3.59966959904,5.00674732391,5.4557480863,6.67505938219,7.0744427495,5.09474494309,7.11588761709,6.04685238359,6.36208103919,4.67231800701,5.31726964979,6.5284312503,5.970507547,9.5049285075,9.1442063856,8.73187014523,8.6940386271,8.20804856988,8.37707507585,8.3688773626,8.27134046179,9.5049285075,9.5049285075,9.50492850749,9.50492850749,9.50492850747,9.50492850747,9.5049285075,7.7455494917,6.65223879287,7.22291684687,7.36280271543,9.50492850793,9.504928507979,9.504928507979,8.55841052668,9.50492850718,7.5965440755,7.0102397804,9.504928508,8.6546313029,9.5049285074,8.58631247349,9.5049285074,9.5049285074,9.3811898748,9.5049285073,9.50492850731,9.50492850731,9.5049285074,9.50492850741,9.50492850741,9.5049285072,9.1333998375,8.9364838578,8.9956365779,9.5049285074,9.5049285074,7.32911866227,9.5049285077,9.5049285077,9.5049285074,9.5049285074,9.5049285072,9.4640742098,8.8415947266,9.5049285074,9.5049285074,9.5049285073,9.5049285074,8.8129310585,9.5049285074,9.4449796863,9.1084756945,9.50492850739,9.50492850739,9.50492850739,9.4180718046,9.50492850734,9.50492850734,9.5049285074,9.5049285074,9.504928507361,9.504928507431,9.504928507431,9.504928507261,9.504928507261,9.504928507311,9.504928507311,9.504928507311,9.384162979161,8.8908163694,6.9083476019,6.63672131,8.10889672318,8.68283074953,9.50492850803,9.50492850803,8.24512446429,8.44093871365,9.504928507921,9.504928507921,9.504928507921,8.742189872871,9.504928507871,9.504928507871,9.504928507871,9.50492850795,9.50492850787,9.50492850787,9.50492850795,9.50492850793,9.50492850793,9.50492850795,9.50492850763,9.50492850763,9.50492850823,7.87476335483,7.1246611965,7.140004664,7.97824140871,7.65235081201,5.53280170201
"t77",4.09166437849,7.33692235847,7.33692235853,7.33692235853,7.24171135717,7.33692235857,0.61243243568,0,1.71331082308,3.08799226708,3.23357665918,4.41515496024,4.55726339674,5.40700559154,5.40700559154,5.40700559164,5.40700559164,3.08699299674,5.4420669066,5.442066906583,5.442066906583,5.44206690661,5.44206690661,5.4420669066,5.44206690677,5.15587948447,5.44206690659,5.44206690659,5.44206690659,5.44206690659,5.25943885649,5.44206690649,4.65846044586,5.44206690659,4.2510798764,4.7605236974,5.4420669067,5.4420669067,6.1168329602,3.03310075648,3.5351442359,3.81140809853,6.1650135616,6.1650135616,6.1650135617,6.1650135617,4.6584904016,6.165013561303,6.165013561303,5.2851983587,4.3336031223,3.06239474172,4.46947246659,4.91847322898,6.13778452487,6.53716789218,4.55747008577,6.57861275977,5.50957752627,5.82480618187,4.13504314969,4.77999479247,5.99115639298,5.43323268968,8.96765365018,8.60693152828,8.19459528791,8.15676376978,7.67077371256,7.83980021853,7.83160250528,7.73406560447,8.96765365018,8.96765365018,8.96765365017,8.96765365017,8.96765365015,8.96765365015,8.96765365018,7.20827463438,6.11496393555,6.68564198955,6.82552785811,8.96765365061,8.967653650659,8.967653650659,8.02113566936,8.96765364986,7.05926921818,6.47296492308,8.96765365068,8.11735644558,8.96765365008,8.04903761617,8.96765365008,8.96765365008,8.84391501748,8.96765364998,8.96765364999,8.96765364999,8.96765365008,8.96765365009,8.96765365009,8.96765364988,8.59612498018,8.39920900048,8.45836172058,8.96765365008,8.96765365008,6.79184380495,8.96765365038,8.96765365038,8.96765365008,8.96765365008,8.96765364988,8.92679935248,8.30431986928,8.96765365008,8.96765365008,8.96765364998,8.96765365008,8.27565620118,8.96765365008,8.90770482898,8.57120083718,8.96765365007,8.96765365007,8.96765365007,8.88079694728,8.96765365002,8.96765365002,8.96765365008,8.96765365008,8.967653650041,8.967653650111,8.967653650111,8.967653649941,8.967653649941,8.967653649991,8.967653649991,8.967653649991,8.846888121841,8.35354151208,6.37107274458,6.09944645268,7.57162186586,8.14555589221,8.96765365071,8.96765365071,7.70784960697,7.90366385633,8.967653650601,8.967653650601,8.967653650601,8.204915015551,8.967653650551,8.967653650551,8.967653650551,8.96765365063,8.96765365055,8.96765365055,8.96765365063,8.96765365061,8.96765365061,8.96765365063,8.96765365031,8.96765365031,8.96765365091,7.33748849751,6.58738633918,6.60272980668,7.44096655139,7.11507595469,4.99552684469
"t37",3.78513612561,7.03039410559,7.03039410565,7.03039410565,6.93518310429,7.03039410569,2.2505856804,1.71331082308,0,2.7814640142,2.9270484063,4.10862670736,4.25073514386,5.10047733866,5.10047733866,5.10047733876,5.10047733876,2.78046474386,5.13553865372,5.135538653703,5.135538653703,5.13553865373,5.13553865373,5.13553865372,5.13553865389,4.84935123159,5.13553865371,5.13553865371,5.13553865371,5.13553865371,4.95291060361,5.13553865361,4.35193219298,5.13553865371,3.94455162352,4.45399544452,5.13553865382,5.13553865382,5.81030470732,2.7265725036,3.22861598302,3.50487984565,5.85848530872,5.85848530872,5.85848530882,5.85848530882,4.35196214872,5.858485308423,5.858485308423,4.97867010582,4.02707486942,2.75586648884,4.16294421371,4.6119449761,5.83125627199,6.2306396393,4.25094183289,6.27208450689,5.20304927339,5.51827792899,3.82851489681,4.47346653959,5.6846281401,5.1267044368,8.6611253973,8.3004032754,7.88806703503,7.8502355169,7.36424545968,7.53327196565,7.5250742524,7.42753735159,8.6611253973,8.6611253973,8.66112539729,8.66112539729,8.66112539727,8.66112539727,8.6611253973,6.9017463815,5.80843568267,6.37911373667,6.51899960523,8.66112539773,8.661125397779,8.661125397779,7.71460741648,8.66112539698,6.7527409653,6.1664366702,8.6611253978,7.8108281927,8.6611253972,7.74250936329,8.6611253972,8.6611253972,8.5373867646,8.6611253971,8.66112539711,8.66112539711,8.6611253972,8.66112539721,8.66112539721,8.661125397,8.2895967273,8.0926807476,8.1518334677,8.6611253972,8.6611253972,6.48531555207,8.6611253975,8.6611253975,8.6611253972,8.6611253972,8.661125397,8.6202710996,7.9977916164,8.6611253972,8.6611253972,8.6611253971,8.6611253972,7.9691279483,8.6611253972,8.6011765761,8.2646725843,8.66112539719,8.66112539719,8.66112539719,8.5742686944,8.66112539714,8.66112539714,8.6611253972,8.6611253972,8.661125397161,8.661125397231,8.661125397231,8.661125397061,8.661125397061,8.661125397111,8.661125397111,8.661125397111,8.540359868961,8.0470132592,6.0645444917,5.7929181998,7.26509361298,7.83902763933,8.66112539783,8.66112539783,7.40132135409,7.59713560345,8.661125397721,8.661125397721,8.661125397721,7.898386762671,8.661125397671,8.661125397671,8.661125397671,8.66112539775,8.66112539767,8.66112539767,8.66112539775,8.66112539773,8.66112539773,8.66112539775,8.66112539743,8.66112539743,8.66112539803,7.03096024463,6.2808580863,6.2962015538,7.13443829851,6.80854770181,4.68899859181
"t17",2.62698001561,5.87223799559,5.87223799565,5.87223799565,5.77702699429,5.87223799569,3.6252671244,3.08799226708,2.7814640142,0,1.1609462609,2.34252456196,2.48463299846,3.33437519326,3.33437519326,3.33437519336,3.33437519336,1.01436259846,3.97738254372,3.977382543703,3.977382543703,3.97738254373,3.97738254373,3.97738254372,3.97738254389,3.69119512159,3.97738254371,3.97738254371,3.97738254371,3.97738254371,3.79475449361,3.97738254361,3.19377608298,3.97738254371,2.78639551352,3.29583933452,3.97738254382,3.97738254382,4.65214859732,1.5684163936,2.07045987302,2.34672373565,4.70032919872,4.70032919872,4.70032919882,4.70032919882,3.19380603872,4.700329198423,4.700329198423,3.82051399582,2.86891875942,1.59771037884,3.00478810371,3.4537888661,4.67310016199,5.0724835293,3.09278572289,5.11392839689,4.04489316339,4.36012181899,2.67035878681,3.31531042959,4.5264720301,3.9685483268,7.5029692873,7.1422471654,6.72991092503,6.6920794069,6.20608934968,6.37511585565,6.3669181424,6.26938124159,7.5029692873,7.5029692873,7.50296928729,7.50296928729,7.50296928727,7.50296928727,7.5029692873,5.7435902715,4.65027957267,5.22095762667,5.36084349523,7.50296928773,7.502969287779,7.502969287779,6.55645130648,7.50296928698,5.5945848553,5.0082805602,7.5029692878,6.6526720827,7.5029692872,6.58435325329,7.5029692872,7.5029692872,7.3792306546,7.5029692871,7.50296928711,7.50296928711,7.5029692872,7.50296928721,7.50296928721,7.502969287,7.1314406173,6.9345246376,6.9936773577,7.5029692872,7.5029692872,5.32715944207,7.5029692875,7.5029692875,7.5029692872,7.5029692872,7.502969287,7.4621149896,6.8396355064,7.5029692872,7.5029692872,7.5029692871,7.5029692872,6.8109718383,7.5029692872,7.4430204661,7.1065164743,7.50296928719,7.50296928719,7.50296928719,7.4161125844,7.50296928714,7.50296928714,7.5029692872,7.5029692872,7.502969287161,7.502969287231,7.502969287231,7.502969287061,7.502969287061,7.502969287111,7.502969287111,7.502969287111,7.382203758961,6.8888571492,4.9063883817,4.6347620898,6.10693750298,6.68087152933,7.50296928783,7.50296928783,6.24316524409,6.43897949345,7.502969287721,7.502969287721,7.502969287721,6.740230652671,7.502969287671,7.502969287671,7.502969287671,7.50296928775,7.50296928767,7.50296928767,7.50296928775,7.50296928773,7.50296928773,7.50296928775,7.50296928743,7.50296928743,7.50296928803,5.87280413463,5.1227019763,5.1380454438,5.97628218851,5.65039159181,3.53084248181
