,0,1,2,3,4,5,6,7,8,9,10,11,12
t129,-2.9386964,13.503201,7.171087,6.028201,-0.91750443,9.810762,25.379347,6.4310355,13.927628,11.466478,22.063688,16.941982,41.87773
t130,-2.9388382,13.5031395,7.1714597,6.0294685,-0.9177349,9.808069,25.376917,6.4297853,13.931374,11.467112,22.064764,16.938206,41.877758
t52,-2.9050007,13.933025,7.1206717,6.5066533,-0.923557,10.040436,25.255917,5.9304986,14.489565,11.525492,22.457834,16.73953,42.000988
t53,-2.7717109,13.335365,6.8076363,6.123225,-0.8862201,9.61699,24.085802,5.6164207,13.608261,11.045195,21.51982,16.12662,40.060287
t4,-2.5126855,11.402659,5.2534847,4.5045614,-0.83506936,8.093909,21.440214,5.3376527,9.797405,7.9584274,17.530504,14.20653,33.977917
t5,-2.075339,9.880788,4.696579,3.6814399,-0.7223131,7.326796,18.333202,4.008756,8.229961,7.166874,14.975289,12.213354,28.88168
t33,-2.7700653,14.476509,6.240745,5.701931,-0.7108517,11.174114,27.052973,6.2354436,11.128972,10.21875,20.323553,17.485098,42.00014
t115,-2.7088208,14.331906,6.178307,5.752089,-0.69925344,11.628206,26.762587,6.5747285,10.543178,10.188555,19.838057,17.84605,41.975258
t116,-2.7045867,14.344797,6.191379,5.7395105,-0.697859,11.62043,26.759268,6.5548806,10.54458,10.199118,19.847794,17.84654,41.967285
t71,-1.244841,16.790358,9.875501,2.899484,-0.7540984,12.328981,25.419703,-0.018077713,10.70499,13.50478,19.923023,16.785816,36.27184
t102,-1.2751057,16.882826,9.922984,2.998481,-0.7328581,12.254274,25.421505,-0.025687626,10.6477785,13.50474,19.873793,16.796185,36.126266
t103,-1.2619566,16.86889,9.959596,2.9916174,-0.73079866,12.260919,25.41218,-0.021390444,10.634711,13.508186,19.835667,16.77064,36.117363
t30,-1.3223122,16.906446,10.017114,3.4100196,-0.6927315,11.786868,24.709854,-0.17055456,10.753752,12.443167,19.447622,16.300768,35.573097
t73,-1.3169835,16.879736,10.754615,3.0970113,-0.4892181,11.519644,24.905766,-0.14761618,10.648278,11.95979,19.143991,16.049768,35.32737
t101,-1.3198096,16.959007,10.917876,3.1026113,-0.42819515,11.44388,24.988003,-0.1674017,10.761812,12.089873,18.998533,16.040236,35.38384
t117,-1.3109025,16.907778,10.952423,3.0194786,-0.4335669,11.399309,25.027575,-0.15986095,10.788914,12.056544,18.99927,15.960939,35.40796
t118,-1.3137829,16.909483,10.954888,3.0194066,-0.43318772,11.393719,25.026304,-0.16086875,10.791254,12.0431385,18.996944,15.965747,35.40069
t114,-1.3124624,16.931063,10.954518,3.0608606,-0.4325727,11.405247,25.007301,-0.16773723,10.811784,12.051068,18.999754,15.961054,35.3773
t60,-1.2448342,16.95165,9.899,3.4990904,-0.6230094,12.093153,25.284435,-0.08823052,10.541006,13.363901,20.073217,16.819473,35.872715
t61,-1.2781005,16.855354,9.8899355,3.4523818,-0.6259671,11.926363,25.307219,-0.067802176,10.560231,13.400145,20.041296,16.792767,35.86653
t6,-1.0319557,12.874132,8.503133,1.4352634,-0.6446279,10.580652,19.343042,-0.4517003,7.169834,11.677673,15.114297,12.8871765,27.68423
t8,-1.1976795,14.565431,10.502457,0.8184142,-0.9049596,12.943828,22.868544,-0.65080786,8.181355,14.719804,17.543318,15.168146,33.08883
t27,-1.3779911,14.942135,10.656826,0.32226816,-1.0535798,13.134228,23.750908,-0.83506536,8.737871,14.662071,18.742971,15.445443,34.507618
t75,-1.2585014,15.108993,11.165048,0.2923614,-0.9948444,13.059078,24.355364,-0.7808135,9.046804,15.333935,19.260363,15.59021,34.930138
t127,-1.2456478,14.907616,11.120584,0.14230515,-1.0244037,13.057156,24.426893,-0.7731229,8.89247,15.264888,19.433727,15.620905,34.973263
t128,-1.2457927,14.904381,11.119493,0.14218213,-1.0242715,13.054493,24.429117,-0.7726814,8.892838,15.268238,19.435099,15.617558,34.97677
