"","t64","t123","t124","t58","t59","t24","t23","t11","t12","t13","t25","t79","t127","t128","t95","t96","t7","t108","t133","t134","t30","t31","t16","t6","t50","t51","t10","t35","t36","t54","t55","t65","t66","t131","t132","t121","t122","t72","t67","t68","t1","t62","t73","t74","t4","t75","t76","t41","t42","t70","t71","t91","t92","t52","t53","t135","t136","t45","t46","t21","t5","t19","t37","t44","t87","t88","t63","t61","t49","t113","t114","t125","t126","t69","t117","t118","t60","t20","t83","t84","t43","t27","t14","t15","t93","t104","t105","t97","t22","t17","t33","t34","t129","t130","t103","t39","t40","t38","t32","t57","t101","t102","t28","t29","t26","t94","t106","t107","t82","t85","t86","t109","t110","t98","t56","t2","t3","t18","t47","t48","t89","t90","t119","t120","t111","t112","t77","t8","t9","t78","t80","t81","t99","t100","t115","t116"
"t64",0,1.03368711222,1.03368711222,1.234456886,1.6741489836,1.41921503288,2.72492177561,4.25161841821,2.70862058711,5.9564690818675,5.9564690820675,5.9564690817675,5.9564690817375,5.9564690817375,5.9564690816675,5.9564690816675,5.9564690815675,5.7744380782275,5.9564690817275,5.9564690817275,5.9564690811675,4.7692267780175,4.7591322940675,4.0720676747975,5.6261209266975,5.9564690812975,5.9564690811975,5.0277562749975,5.5684800357975,5.9564690816975,5.3992905756975,5.9564690815975,5.9564690815975,5.9564690816075,5.9564690816075,5.9564690818575,5.9564690818575,5.9564690819575,5.9564690819025,5.9564690819025,4.6024972669175,5.9564690817175,5.9564690817175,5.9564690817175,3.7148790559175,5.8020707945495,5.8272658563495,5.9564690819005,5.0026406971305,5.9564690816295,5.9564690816295,5.9564690816295,5.7876798772295,5.9564690816695,5.9564690816695,5.9564690816905,5.9564690816905,5.9564690816095,5.9564690816095,5.9564690812495,4.4338616066495,5.6867091585075,5.9564690815075,5.2258360146075,5.9564690816875,5.9564690816875,5.9564690816875,5.9564690817075,5.3586546912075,5.9564690813375,5.9564690813375,5.9564690813975,5.9564690813975,6.77838812981,6.77838812981,6.77838812981,6.77838812981,6.77838812981,6.778388129632,6.778388129632,6.778388129632,6.778388129132,5.364416146682,6.778388129482,6.778388129222,6.778388129242,6.778388129242,6.778388129232,6.778388130022,6.077556635922,6.77838812949,5.78161597049,6.778388129674,6.778388129674,6.778388129664,5.954426342114,6.778388130014,5.909421943364,6.77838812979,6.26283884069,6.77838812969,6.77838812969,5.54972862838,6.77838812933,6.77838812982,6.77838812972,6.77838812976,6.77838812976,6.55334675172,6.77838812984,6.77838812984,6.77838812973,6.77838812973,6.77838812969,6.77838812979,5.05723526512,4.35619592812,6.63743441681,6.77838812981,6.77838812981,6.57207943476,6.77838812981,6.77838812987,6.77838812987,6.77838812987,6.77838812987,6.77838812987,6.77838812971,5.73249352851,6.77838813003,6.77838813005,6.68941928745,6.77838812931,6.77838812931,6.77838812931,6.63028621445
"t123",1.03368711222,0,0.19636512184,1.23445688602,1.67414898362,1.4192150329,2.72492177563,4.25161841823,2.70862058713,5.9564690818875,5.9564690820875,5.9564690817875,5.9564690817575,5.9564690817575,5.9564690816875,5.9564690816875,5.9564690815875,5.7744380782475,5.9564690817475,5.9564690817475,5.9564690811875,4.7692267780375,4.7591322940875,4.0720676748175,5.6261209267175,5.9564690813175,5.9564690812175,5.0277562750175,5.5684800358175,5.9564690817175,5.3992905757175,5.9564690816175,5.9564690816175,5.9564690816275,5.9564690816275,5.9564690818775,5.9564690818775,5.9564690819775,5.9564690819225,5.9564690819225,4.6024972669375,5.9564690817375,5.9564690817375,5.9564690817375,3.7148790559375,5.8020707945695,5.8272658563695,5.9564690819205,5.0026406971505,5.9564690816495,5.9564690816495,5.9564690816495,5.7876798772495,5.9564690816895,5.9564690816895,5.9564690817105,5.9564690817105,5.9564690816295,5.9564690816295,5.9564690812695,4.4338616066695,5.6867091585275,5.9564690815275,5.2258360146275,5.9564690817075,5.9564690817075,5.9564690817075,5.9564690817275,5.3586546912275,5.9564690813575,5.9564690813575,5.9564690814175,5.9564690814175,6.77838812983,6.77838812983,6.77838812983,6.77838812983,6.77838812983,6.778388129652,6.778388129652,6.778388129652,6.778388129152,5.364416146702,6.778388129502,6.778388129242,6.778388129262,6.778388129262,6.778388129252,6.778388130042,6.077556635942,6.77838812951,5.78161597051,6.778388129694,6.778388129694,6.778388129684,5.954426342134,6.778388130034,5.909421943384,6.77838812981,6.26283884071,6.77838812971,6.77838812971,5.5497286284,6.77838812935,6.77838812984,6.77838812974,6.77838812978,6.77838812978,6.55334675174,6.77838812986,6.77838812986,6.77838812975,6.77838812975,6.77838812971,6.77838812981,5.05723526514,4.35619592814,6.63743441683,6.77838812983,6.77838812983,6.57207943478,6.77838812983,6.77838812989,6.77838812989,6.77838812989,6.77838812989,6.77838812989,6.77838812973,5.73249352853,6.77838813005,6.77838813007,6.68941928747,6.77838812933,6.77838812933,6.77838812933,6.63028621447
"t124",1.03368711222,0.19636512184,0,1.23445688602,1.67414898362,1.4192150329,2.72492177563,4.25161841823,2.70862058713,5.9564690818875,5.9564690820875,5.9564690817875,5.9564690817575,5.9564690817575,5.9564690816875,5.9564690816875,5.9564690815875,5.7744380782475,5.9564690817475,5.9564690817475,5.9564690811875,4.7692267780375,4.7591322940875,4.0720676748175,5.6261209267175,5.9564690813175,5.9564690812175,5.0277562750175,5.5684800358175,5.9564690817175,5.3992905757175,5.9564690816175,5.9564690816175,5.9564690816275,5.9564690816275,5.9564690818775,5.9564690818775,5.9564690819775,5.9564690819225,5.9564690819225,4.6024972669375,5.9564690817375,5.9564690817375,5.9564690817375,3.7148790559375,5.8020707945695,5.8272658563695,5.9564690819205,5.0026406971505,5.9564690816495,5.9564690816495,5.9564690816495,5.7876798772495,5.9564690816895,5.9564690816895,5.9564690817105,5.9564690817105,5.9564690816295,5.9564690816295,5.9564690812695,4.4338616066695,5.6867091585275,5.9564690815275,5.2258360146275,5.9564690817075,5.9564690817075,5.9564690817075,5.9564690817275,5.3586546912275,5.9564690813575,5.9564690813575,5.9564690814175,5.9564690814175,6.77838812983,6.77838812983,6.77838812983,6.77838812983,6.77838812983,6.778388129652,6.778388129652,6.778388129652,6.778388129152,5.364416146702,6.778388129502,6.778388129242,6.778388129262,6.778388129262,6.778388129252,6.778388130042,6.077556635942,6.77838812951,5.78161597051,6.778388129694,6.778388129694,6.778388129684,5.954426342134,6.778388130034,5.909421943384,6.77838812981,6.26283884071,6.77838812971,6.77838812971,5.5497286284,6.77838812935,6.77838812984,6.77838812974,6.77838812978,6.77838812978,6.55334675174,6.77838812986,6.77838812986,6.77838812975,6.77838812975,6.77838812971,6.77838812981,5.05723526514,4.35619592814,6.63743441683,6.77838812983,6.77838812983,6.57207943478,6.77838812983,6.77838812989,6.77838812989,6.77838812989,6.77838812989,6.77838812989,6.77838812973,5.73249352853,6.77838813005,6.77838813007,6.68941928747,6.77838812933,6.77838812933,6.77838812933,6.63028621447
"t58",1.234456886,1.23445688602,1.23445688602,0,0.865208017,0.97952293528,2.28522967801,3.81192632061,2.26892848951,5.5167769842675,5.5167769844675,5.5167769841675,5.5167769841375,5.5167769841375,5.5167769840675,5.5167769840675,5.5167769839675,5.3347459806275,5.5167769841275,5.5167769841275,5.5167769835675,4.3295346804175,4.3194401964675,3.6323755771975,5.1864288290975,5.5167769836975,5.5167769835975,4.5880641773975,5.1287879381975,5.5167769840975,4.9595984780975,5.5167769839975,5.5167769839975,5.5167769840075,5.5167769840075,5.5167769842575,5.5167769842575,5.5167769843575,5.5167769843025,5.5167769843025,4.1628051693175,5.5167769841175,5.5167769841175,5.5167769841175,3.2751869583175,5.3623786969495,5.3875737587495,5.5167769843005,4.5629485995305,5.5167769840295,5.5167769840295,5.5167769840295,5.3479877796295,5.5167769840695,5.5167769840695,5.5167769840905,5.5167769840905,5.5167769840095,5.5167769840095,5.5167769836495,3.9941695090495,5.2470170609075,5.5167769839075,4.7861439170075,5.5167769840875,5.5167769840875,5.5167769840875,5.5167769841075,4.9189625936075,5.5167769837375,5.5167769837375,5.5167769837975,5.5167769837975,6.33869603221,6.33869603221,6.33869603221,6.33869603221,6.33869603221,6.338696032032,6.338696032032,6.338696032032,6.338696031532,4.924724049082,6.338696031882,6.338696031622,6.338696031642,6.338696031642,6.338696031632,6.338696032422,5.637864538322,6.33869603189,5.34192387289,6.338696032074,6.338696032074,6.338696032064,5.514734244514,6.338696032414,5.469729845764,6.33869603219,5.82314674309,6.33869603209,6.33869603209,5.11003653078,6.33869603173,6.33869603222,6.33869603212,6.33869603216,6.33869603216,6.11365465412,6.33869603224,6.33869603224,6.33869603213,6.33869603213,6.33869603209,6.33869603219,4.61754316752,3.91650383052,6.19774231921,6.33869603221,6.33869603221,6.13238733716,6.33869603221,6.33869603227,6.33869603227,6.33869603227,6.33869603227,6.33869603227,6.33869603211,5.29280143091,6.33869603243,6.33869603245,6.24972718985,6.33869603171,6.33869603171,6.33869603171,6.19059411685
"t59",1.6741489836,1.67414898362,1.67414898362,0.865208017,0,1.41921503288,2.72492177561,4.25161841821,2.70862058711,5.9564690818675,5.9564690820675,5.9564690817675,5.9564690817375,5.9564690817375,5.9564690816675,5.9564690816675,5.9564690815675,5.7744380782275,5.9564690817275,5.9564690817275,5.9564690811675,4.7692267780175,4.7591322940675,4.0720676747975,5.6261209266975,5.9564690812975,5.9564690811975,5.0277562749975,5.5684800357975,5.9564690816975,5.3992905756975,5.9564690815975,5.9564690815975,5.9564690816075,5.9564690816075,5.9564690818575,5.9564690818575,5.9564690819575,5.9564690819025,5.9564690819025,4.6024972669175,5.9564690817175,5.9564690817175,5.9564690817175,3.7148790559175,5.8020707945495,5.8272658563495,5.9564690819005,5.0026406971305,5.9564690816295,5.9564690816295,5.9564690816295,5.7876798772295,5.9564690816695,5.9564690816695,5.9564690816905,5.9564690816905,5.9564690816095,5.9564690816095,5.9564690812495,4.4338616066495,5.6867091585075,5.9564690815075,5.2258360146075,5.9564690816875,5.9564690816875,5.9564690816875,5.9564690817075,5.3586546912075,5.9564690813375,5.9564690813375,5.9564690813975,5.9564690813975,6.77838812981,6.77838812981,6.77838812981,6.77838812981,6.77838812981,6.778388129632,6.778388129632,6.778388129632,6.778388129132,5.364416146682,6.778388129482,6.778388129222,6.778388129242,6.778388129242,6.778388129232,6.778388130022,6.077556635922,6.77838812949,5.78161597049,6.778388129674,6.778388129674,6.778388129664,5.954426342114,6.778388130014,5.909421943364,6.77838812979,6.26283884069,6.77838812969,6.77838812969,5.54972862838,6.77838812933,6.77838812982,6.77838812972,6.77838812976,6.77838812976,6.55334675172,6.77838812984,6.77838812984,6.77838812973,6.77838812973,6.77838812969,6.77838812979,5.05723526512,4.35619592812,6.63743441681,6.77838812981,6.77838812981,6.57207943476,6.77838812981,6.77838812987,6.77838812987,6.77838812987,6.77838812987,6.77838812987,6.77838812971,5.73249352851,6.77838813003,6.77838813005,6.68941928745,6.77838812931,6.77838812931,6.77838812931,6.63028621445
"t24",1.41921503288,1.4192150329,1.4192150329,0.97952293528,1.41921503288,0,1.46288363649,2.98958027909,1.44658244799,4.6944309427475,4.6944309429475,4.6944309426475,4.6944309426175,4.6944309426175,4.6944309425475,4.6944309425475,4.6944309424475,4.5123999391075,4.6944309426075,4.6944309426075,4.6944309420475,3.5071886388975,3.4970941549475,2.8100295356775,4.3640827875775,4.6944309421775,4.6944309420775,3.7657181358775,4.3064418966775,4.6944309425775,4.1372524365775,4.6944309424775,4.6944309424775,4.6944309424875,4.6944309424875,4.6944309427375,4.6944309427375,4.6944309428375,4.6944309427825,4.6944309427825,3.3404591277975,4.6944309425975,4.6944309425975,4.6944309425975,2.4528409167975,4.5400326554295,4.5652277172295,4.6944309427805,3.7406025580105,4.6944309425095,4.6944309425095,4.6944309425095,4.5256417381095,4.6944309425495,4.6944309425495,4.6944309425705,4.6944309425705,4.6944309424895,4.6944309424895,4.6944309421295,3.1718234675295,4.4246710193875,4.6944309423875,3.9637978754875,4.6944309425675,4.6944309425675,4.6944309425675,4.6944309425875,4.0966165520875,4.6944309422175,4.6944309422175,4.6944309422775,4.6944309422775,5.51634999069,5.51634999069,5.51634999069,5.51634999069,5.51634999069,5.516349990512,5.516349990512,5.516349990512,5.516349990012,4.102378007562,5.516349990362,5.516349990102,5.516349990122,5.516349990122,5.516349990112,5.516349990902,4.815518496802,5.51634999037,4.51957783137,5.516349990554,5.516349990554,5.516349990544,4.692388202994,5.516349990894,4.647383804244,5.51634999067,5.00080070157,5.51634999057,5.51634999057,4.28769048926,5.51634999021,5.5163499907,5.5163499906,5.51634999064,5.51634999064,5.2913086126,5.51634999072,5.51634999072,5.51634999061,5.51634999061,5.51634999057,5.51634999067,3.795197126,3.094157789,5.37539627769,5.51634999069,5.51634999069,5.31004129564,5.51634999069,5.51634999075,5.51634999075,5.51634999075,5.51634999075,5.51634999075,5.51634999059,4.47045538939,5.51634999091,5.51634999093,5.42738114833,5.51634999019,5.51634999019,5.51634999019,5.36824807533
"t23",2.72492177561,2.72492177563,2.72492177563,2.28522967801,2.72492177561,1.46288363649,0,4.2516184186,2.7086205875,5.9564690822575,5.9564690824575,5.9564690821575,5.9564690821275,5.9564690821275,5.9564690820575,5.9564690820575,5.9564690819575,5.7744380786175,5.9564690821175,5.9564690821175,5.9564690815575,4.7692267784075,4.7591322944575,4.0720676751875,5.6261209270875,5.9564690816875,5.9564690815875,5.0277562753875,5.5684800361875,5.9564690820875,5.3992905760875,5.9564690819875,5.9564690819875,5.9564690819975,5.9564690819975,5.9564690822475,5.9564690822475,5.9564690823475,5.9564690822925,5.9564690822925,4.6024972673075,5.9564690821075,5.9564690821075,5.9564690821075,3.7148790563075,5.8020707949395,5.8272658567395,5.9564690822905,5.0026406975205,5.9564690820195,5.9564690820195,5.9564690820195,5.7876798776195,5.9564690820595,5.9564690820595,5.9564690820805,5.9564690820805,5.9564690819995,5.9564690819995,5.9564690816395,4.4338616070395,5.6867091588975,5.9564690818975,5.2258360149975,5.9564690820775,5.9564690820775,5.9564690820775,5.9564690820975,5.3586546915975,5.9564690817275,5.9564690817275,5.9564690817875,5.9564690817875,6.7783881302,6.7783881302,6.7783881302,6.7783881302,6.7783881302,6.778388130022,6.778388130022,6.778388130022,6.778388129522,5.364416147072,6.778388129872,6.778388129612,6.778388129632,6.778388129632,6.778388129622,6.778388130412,6.077556636312,6.77838812988,5.78161597088,6.778388130064,6.778388130064,6.778388130054,5.954426342504,6.778388130404,5.909421943754,6.77838813018,6.26283884108,6.77838813008,6.77838813008,5.54972862877,6.77838812972,6.77838813021,6.77838813011,6.77838813015,6.77838813015,6.55334675211,6.77838813023,6.77838813023,6.77838813012,6.77838813012,6.77838813008,6.77838813018,5.05723526551,4.35619592851,6.6374344172,6.7783881302,6.7783881302,6.57207943515,6.7783881302,6.77838813026,6.77838813026,6.77838813026,6.77838813026,6.77838813026,6.7783881301,5.7324935289,6.77838813042,6.77838813044,6.68941928784,6.7783881297,6.7783881297,6.7783881297,6.63028621484
"t11",4.25161841821,4.25161841823,4.25161841823,3.81192632061,4.25161841821,2.98958027909,4.2516184186,0,2.0975521389,5.9564690822575,5.9564690824575,5.9564690821575,5.9564690821275,5.9564690821275,5.9564690820575,5.9564690820575,5.9564690819575,5.7744380786175,5.9564690821175,5.9564690821175,5.9564690815575,4.7692267784075,4.7591322944575,4.0720676751875,5.6261209270875,5.9564690816875,5.9564690815875,5.0277562753875,5.5684800361875,5.9564690820875,5.3992905760875,5.9564690819875,5.9564690819875,5.9564690819975,5.9564690819975,5.9564690822475,5.9564690822475,5.9564690823475,5.9564690822925,5.9564690822925,4.6024972673075,5.9564690821075,5.9564690821075,5.9564690821075,3.7148790563075,5.8020707949395,5.8272658567395,5.9564690822905,5.0026406975205,5.9564690820195,5.9564690820195,5.9564690820195,5.7876798776195,5.9564690820595,5.9564690820595,5.9564690820805,5.9564690820805,5.9564690819995,5.9564690819995,5.9564690816395,4.4338616070395,5.6867091588975,5.9564690818975,5.2258360149975,5.9564690820775,5.9564690820775,5.9564690820775,5.9564690820975,5.3586546915975,5.9564690817275,5.9564690817275,5.9564690817875,5.9564690817875,6.7783881302,6.7783881302,6.7783881302,6.7783881302,6.7783881302,6.778388130022,6.778388130022,6.778388130022,6.778388129522,5.364416147072,6.778388129872,6.778388129612,6.778388129632,6.778388129632,6.778388129622,6.778388130412,6.077556636312,6.77838812988,5.78161597088,6.778388130064,6.778388130064,6.778388130054,5.954426342504,6.778388130404,5.909421943754,6.77838813018,6.26283884108,6.77838813008,6.77838813008,5.54972862877,6.77838812972,6.77838813021,6.77838813011,6.77838813015,6.77838813015,6.55334675211,6.77838813023,6.77838813023,6.77838813012,6.77838813012,6.77838813008,6.77838813018,5.05723526551,4.35619592851,6.6374344172,6.7783881302,6.7783881302,6.57207943515,6.7783881302,6.77838813026,6.77838813026,6.77838813026,6.77838813026,6.77838813026,6.7783881301,5.7324935289,6.77838813042,6.77838813044,6.68941928784,6.7783881297,6.7783881297,6.7783881297,6.63028621484
"t12",2.70862058711,2.70862058713,2.70862058713,2.26892848951,2.70862058711,1.44658244799,2.7086205875,2.0975521389,0,4.4134712511575,4.4134712513575,4.4134712510575,4.4134712510275,4.4134712510275,4.4134712509575,4.4134712509575,4.4134712508575,4.2314402475175,4.4134712510175,4.4134712510175,4.4134712504575,3.2262289473075,3.2161344633575,2.5290698440875,4.0831230959875,4.4134712505875,4.4134712504875,3.4847584442875,4.0254822050875,4.4134712509875,3.8562927449875,4.4134712508875,4.4134712508875,4.4134712508975,4.4134712508975,4.4134712511475,4.4134712511475,4.4134712512475,4.4134712511925,4.4134712511925,3.0594994362075,4.4134712510075,4.4134712510075,4.4134712510075,2.1718812252075,4.2590729638395,4.2842680256395,4.4134712511905,3.4596428664205,4.4134712509195,4.4134712509195,4.4134712509195,4.2446820465195,4.4134712509595,4.4134712509595,4.4134712509805,4.4134712509805,4.4134712508995,4.4134712508995,4.4134712505395,2.8908637759395,4.1437113277975,4.4134712507975,3.6828381838975,4.4134712509775,4.4134712509775,4.4134712509775,4.4134712509975,3.8156568604975,4.4134712506275,4.4134712506275,4.4134712506875,4.4134712506875,5.2353902991,5.2353902991,5.2353902991,5.2353902991,5.2353902991,5.235390298922,5.235390298922,5.235390298922,5.235390298422,3.821418315972,5.235390298772,5.235390298512,5.235390298532,5.235390298532,5.235390298522,5.235390299312,4.534558805212,5.23539029878,4.23861813978,5.235390298964,5.235390298964,5.235390298954,4.411428511404,5.235390299304,4.366424112654,5.23539029908,4.71984100998,5.23539029898,5.23539029898,4.00673079767,5.23539029862,5.23539029911,5.23539029901,5.23539029905,5.23539029905,5.01034892101,5.23539029913,5.23539029913,5.23539029902,5.23539029902,5.23539029898,5.23539029908,3.51423743441,2.81319809741,5.0944365861,5.2353902991,5.2353902991,5.02908160405,5.2353902991,5.23539029916,5.23539029916,5.23539029916,5.23539029916,5.23539029916,5.235390299,4.1894956978,5.23539029932,5.23539029934,5.14642145674,5.2353902986,5.2353902986,5.2353902986,5.08728838374
"t13",5.9564690818675,5.9564690818875,5.9564690818875,5.5167769842675,5.9564690818675,4.6944309427475,5.9564690822575,5.9564690822575,4.4134712511575,0,3.6101074642,3.6101074639,3.61010746387,3.61010746387,3.6101074638,3.6101074638,3.8137614423,4.35205897476,4.53408997826,4.53408997826,4.5340899777,3.34684767455,3.3367531906,2.78021845747,4.33427170937,4.66461986397,5.66110798187,4.73239517567,5.27311893647,5.66110798237,5.10392947637,5.66110798227,5.66110798227,5.66110798228,5.66110798228,5.66110798253,5.66110798253,5.66110798263,5.661107982575,5.661107982575,4.60214062179,5.95611243659,5.95611243659,5.95611243659,3.71452241079,5.801714149422,5.826909211222,5.956112436773,5.002284052003,5.956112436502,5.956112436502,5.956112436502,5.787323232102,5.956112436542,5.956112436542,5.956112436563,5.956112436563,5.956112436482,5.956112436482,5.956112436122,4.433504961522,5.68635251338,5.95611243638,5.22547936948,5.95611243656,5.95611243656,5.95611243656,5.95611243658,5.35829804608,5.95611243621,5.95611243621,5.95611243627,5.95611243627,6.7783881300575,6.7783881300575,6.7783881300575,6.7783881300575,6.7783881300575,6.7783881298795,6.7783881298795,6.7783881298795,6.7783881293795,5.3644161469295,6.7783881297295,6.7783881294695,6.7783881294895,6.7783881294895,6.7783881294795,6.7783881302695,6.0775566361695,6.7783881297375,5.7816159707375,6.7783881299215,6.7783881299215,6.7783881299115,5.9544263423615,6.7783881302615,5.9094219436115,6.7783881300375,6.2628388409375,6.7783881299375,6.7783881299375,5.5497286286275,6.7783881295775,6.7783881300675,6.7783881299675,6.7783881300075,6.7783881300075,6.5533467519675,6.7783881300875,6.7783881300875,6.7783881299775,6.7783881299775,6.7783881299375,6.7783881300375,5.0572352653675,4.3561959283675,6.6374344170575,6.7783881300575,6.7783881300575,6.5720794350075,6.7783881300575,6.7783881301175,6.7783881301175,6.7783881301175,6.7783881301175,6.7783881301175,6.7783881299575,5.7324935287575,6.7783881302775,6.7783881302975,6.6894192876975,6.7783881295575,6.7783881295575,6.7783881295575,6.6302862146975
