,phylopars_picante,phylopars_phylnn_fill_means,phylopars_linear_eigenvecs,phylopars_linear_umap,phylopars_linear_autoencoded,phylopars_xgb_eigenvecs,phylopars_xgb_umap,phylopars_xgb_autoencoded,picante_phylnn_fill_means,picante_linear_eigenvecs,picante_linear_umap,picante_linear_autoencoded,picante_xgb_eigenvecs,picante_xgb_umap,picante_xgb_autoencoded,phylnn_fill_means_linear_eigenvecs,phylnn_fill_means_linear_umap,phylnn_fill_means_linear_autoencoded,phylnn_fill_means_xgb_eigenvecs,phylnn_fill_means_xgb_umap,phylnn_fill_means_xgb_autoencoded,linear_eigenvecs_linear_umap,linear_eigenvecs_linear_autoencoded,linear_eigenvecs_xgb_eigenvecs,linear_eigenvecs_xgb_umap,linear_eigenvecs_xgb_autoencoded,linear_umap_linear_autoencoded,linear_umap_xgb_eigenvecs,linear_umap_xgb_umap,linear_umap_xgb_autoencoded,linear_autoencoded_xgb_eigenvecs,linear_autoencoded_xgb_umap,linear_autoencoded_xgb_autoencoded,xgb_eigenvecs_xgb_umap,xgb_eigenvecs_xgb_autoencoded,xgb_umap_xgb_autoencoded
stat,1.2045983029288976,-14.264858276631912,-14.780922337017254,-14.909733042106252,-15.382650063773609,-7.777115521500842,-12.350727624391316,-8.70765296618046,-14.400530764121541,-15.038247209366654,-14.871604025356312,-15.515142837075254,-7.791533420960035,-12.41053445322586,-8.81726957679093,4.727799158770008,3.3014935794034415,2.752309082946017,9.685216540374343,5.5362418534558975,9.014306867034243,-2.6504868774413617,-3.942476363059695,8.364502047523217,1.3981630015037116,6.702657457143448,-1.0296971183844152,8.887632665383922,3.7875598806307202,7.879704871161553,10.589626304995043,4.276060134668199,8.67457567372714,-6.3093867612815115,-2.2234103300070642,4.5631900918561845
p value,0.23123027931045156,9.463702058320877e-26,8.541362653318857e-27,4.7094317405737086e-27,5.385626249593986e-28,7.182817081757314e-12,9.177859485515133e-22,7.149292678551231e-14,5.013338668460117e-26,2.60541586310376e-27,5.615818409660336e-27,2.9481377882431976e-28,6.69243600256386e-12,6.850980203304927e-22,4.134271378415836e-14,7.5276207854406656e-06,0.0013383386232201572,0.007039637756942469,5.31874287333671e-16,2.540758001107952e-07,1.5422050759481733e-14,0.00935885295087262,0.0001505374603583744,3.9501296044847646e-13,0.1651886444713301,1.2674699679153039e-09,0.3056613395057584,2.9077747823717465e-14,0.0002611752276244388,4.3403119496931705e-12,5.680610638200532e-18,4.388213048478511e-05,8.432915975295379e-14,7.915891799122705e-09,0.02846166605949096,1.4480580328515097e-05
