"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128","c129","c130","c131"
"t24",-0.168913037648052,0.026350596440826,-0.00838174720111518,-0.154474776771659,-0.00134208972424624,0.00125061413467754,0.00534704616563621,6.86206558127704e-05,0.000686842624707351,-0.0251385347722685,-0.0175327133101433,-0.0161083400235324,-0.000239325209427782,0.00043806823954903,-6.5578210079621e-07,9.40090249114589e-06,-0.00024042644256471,-0.000837968948023718,-0.000689589520426591,0.00157988729555424,-0.000176956038639783,-0.160981115395258,0.00131349234550113,-0.00896417675494257,-0.000144900269423068,-2.16082220686884e-05,-0.000560848622560524,-0.00169569731773563,-0.00844942977125439,0.556809199911493,2.06451596923066e-14,-0.00211958823831304,0.000458226782311593,0.000320913870632902,-3.86323093382142e-05,0.00889772559317616,-0.00188356126871452,0.000153300464569683,-0.559788258739501,0.00285622278301889,0.00116044358924242,-0.00436527891196459,-0.00783598640417997,-0.0090653301149812,0.536327191286667,8.60444649618094e-06,2.64436428659271e-05,0.00017901251050239,0.0121155398283221,0.00427981095934166,-0.000133275866114966,0.000811565781091668,0.0153432642350659,-0.000646047346656207,-8.49554890644002e-05,0.00759877029468115,1.03069366410572e-15,-6.50069652008562e-06,-6.85636831708369e-05,2.77450321499216e-05,-1.85669396052149e-05,8.84821345335032e-05,0.000382478786528226,0.00910805187661891,-5.18815349962655e-16,-0.000298474179179743,-2.41160488153109e-06,0.00164419855284199,6.78052581461436e-07,-4.37246530149438e-06,6.11812979517011e-07,-0.00542389754875675,0.000180712357951777,-2.04845093708825e-05,1.54882174665624e-06,-6.09909183212358e-06,-9.65696446307417e-16,0.000106465742586623,-1.43095697418676e-16,-2.64321112898643e-07,1.73893135014747e-06,4.39441070062506e-05,0.00213055193450661,1.90341895274747e-05,5.67161198130127e-06,5.04641132503521e-16,-7.56649394908965e-17,1.95710394602167e-16,4.29393041982965e-05,1.16452533111902e-16,-3.61417774151776e-16,-1.10071079328329e-14,2.63314434739623e-06,2.13310851172704e-16,1.95435926503729e-07,1.02301145948207e-15,-0.00390665214278287,-7.73665682705191e-05,7.92299577977694e-16,-2.82665340938651e-06,-1.9411775705935e-15,4.86819337250895e-16,-2.57089962427942e-06,3.65654293101158e-16,-0.000154799406514929,1.11874427205719e-08,7.85717186525637e-16,3.96001092258597e-09,-3.884623361211e-07,-5.51510292040308e-07,-9.52808212403535e-06,-1.08970885180597e-16,-1.22117258078461e-06,-9.40624250963278e-06,0.000575676967977844,-5.54910998034654e-16,1.09179708203061e-06,-3.77009763765831e-16,-7.05555790133061e-08,-6.3397278565943e-08,5.24224288965098e-05,-2.46197683363959e-16,2.08680185642637e-16,-6.89340414072214e-17,7.72383165783717e-16,-1.06453773003098e-15,-9.53286876057796e-16,-8.72334223417159e-16,5.1775871820434e-16,-2.28908454158787e-15,0.0873704056661048
"t77",-0.177562461832183,0.0278437614124872,-0.00924241307495854,-0.176772546133151,-0.00156577683981581,0.00179320739708913,0.00800470951296925,0.000105292909699821,0.00129025581113111,-0.0591061147945436,-0.0436252142350332,-0.0428332626243813,-0.000849502135869563,0.00264052387455953,1.21720191227089e-05,-8.50847869925397e-05,0.000304537231378777,0.000793287979157776,0.000411405243501521,-0.000177940590369351,1.33452520039755e-05,-0.00335187910503712,0.000230483034482107,-0.00166036006253784,-4.04326826170616e-05,-6.3281975825188e-06,-0.000229853538350846,-0.000729945763143414,-0.00442774357227733,0.323397196335074,9.92119866989255e-15,-0.00143264609374868,0.000345028512603892,0.000346628028363874,0.000389330711680524,-0.0131776051223306,0.00196701455735537,-0.000151698643376122,0.549307871534482,-0.00163790395142885,-0.000600139981569763,0.00122838368039418,0.00199571341568983,-0.000742068022444154,0.10670610168778,0.000564449906587822,-1.75389092992708e-05,-2.03004782534336e-05,-0.000703900478179679,0.0255913802343036,-9.89356623007469e-06,7.55436865846747e-05,0.0514184871690212,-4.38947454853012e-05,-7.46468118501023e-06,0.000882514602281903,4.69200767919922e-15,-8.28480384392233e-07,-9.44187916856003e-06,4.20996816275908e-06,-3.22378928863685e-06,1.54199071009529e-05,6.73677025012882e-05,0.00171105394408412,-1.0730805300465e-15,-5.70888295452974e-05,-4.88568369993243e-07,0.00034997523652062,1.52188122771824e-07,-1.01634799952302e-06,1.50514379780434e-07,-0.0107655952043953,3.91184286452326e-05,-4.47274625631421e-06,3.41330084950507e-07,-1.37579948186817e-06,-4.70366326402175e-15,2.47389630376465e-05,-9.36111423199026e-16,-6.23806176883405e-08,4.10484445516678e-07,1.09315055263362e-05,0.00396104672986476,4.52184482060835e-06,1.40084024901319e-06,4.39938871602093e-15,3.28981223790193e-15,4.53357827000366e-16,1.09078615555176e-05,-5.54166853328822e-15,-5.58375238723707e-14,0.707106781186573,7.11419156526951e-07,2.45521201675512e-15,5.3409187187349e-08,-1.44952570439024e-14,-0.00691999809228008,-1.8426313936952e-05,1.58421663199613e-15,-7.43043703278153e-07,3.25696361041797e-14,1.10183098683523e-14,-7.01430686093244e-07,-4.37127170446372e-14,-4.24293975688876e-05,3.0733442534069e-09,-9.3107978006387e-15,1.09500453806016e-09,-1.08009972591331e-07,-1.54957720594781e-07,-2.68314938251212e-06,-2.14134314714921e-15,-3.50637599835655e-07,-2.71252805567076e-06,0.000168142747991764,6.0416832033669e-15,3.23266885195332e-07,-1.25177691321232e-15,-2.10506659667416e-08,-1.96962743858897e-08,1.63083477806221e-05,6.46617024904697e-16,1.7896129314632e-15,1.9874549175217e-15,-1.29831591634477e-15,-1.93211474775096e-14,-3.01362426237547e-15,-2.57308340126157e-16,2.24435930380191e-15,-1.8244728147394e-15,0.087370405666108
"t78",-0.177562461832184,0.0278437614124875,-0.00924241307495868,-0.176772546133152,-0.00156577683981613,0.00179320739708915,0.00800470951296911,0.000105292909700181,0.00129025581113111,-0.0591061147945437,-0.0436252142350328,-0.0428332626243813,-0.000849502135869068,0.0026405238745594,1.21720191227399e-05,-8.50847869924881e-05,0.0003045372313793,0.000793287979159391,0.000411405243500346,-0.000177940590368658,1.33452520029375e-05,-0.00335187910503768,0.000230483034480651,-0.00166036006252972,-4.04326826156912e-05,-6.32819758155722e-06,-0.000229853538350597,-0.000729945763142731,-0.00442774357227703,0.323397196335088,1.05891932791368e-14,-0.00143264609374778,0.000345028512605195,0.000346628028362823,0.000389330711679938,-0.0131776051223319,0.00196701455735512,-0.000151698643377405,0.549307871534535,-0.00163790395142778,-0.000600139981567873,0.0012283836803935,0.00199571341568864,-0.000742068022442926,0.106706101687792,0.000564449906586493,-1.75389092969697e-05,-2.0300478252274e-05,-0.00070390047818496,0.0255913802343074,-9.89356622719492e-06,7.55436865841167e-05,0.0514184871690255,-4.3894745481152e-05,-7.46468118557051e-06,0.000882514602283039,-5.16040272487099e-15,-8.28480384344638e-07,-9.44187917956377e-06,4.20996816333817e-06,-3.22378928738108e-06,1.54199071077673e-05,6.73677024814487e-05,0.00171105394407405,3.67028634629569e-15,-5.70888295522296e-05,-4.88568366939124e-07,0.000349975236513927,1.52188116073051e-07,-1.01634800237417e-06,1.50514391856118e-07,-0.0107655952044075,3.91184286514878e-05,-4.4727462563191e-06,3.4133008362431e-07,-1.37579948184224e-06,7.87175623656846e-15,2.47389630416702e-05,2.1555996216138e-15,-6.23806248601025e-08,4.10484425576959e-07,1.09315055364144e-05,0.00396104672990332,4.52184484274292e-06,1.40084023758683e-06,-5.54808290048498e-15,-4.24346667149863e-15,-1.84828436576409e-15,1.09078616841588e-05,5.67273844550693e-15,5.45293307309141e-14,-0.707106781186522,7.11419143443689e-07,-1.84034398060069e-15,5.34090744504784e-08,1.62296331010662e-14,-0.00691999809250799,-1.84263139681683e-05,-1.34105708111713e-15,-7.43043770033723e-07,-3.18799010391914e-14,-7.97677732072481e-15,-7.01430676971371e-07,4.59026440974942e-14,-4.24293975602933e-05,3.07332380933244e-09,8.19134116666054e-15,1.09501152206174e-09,-1.08009950072857e-07,-1.5495772293019e-07,-2.68314939697136e-06,1.66875335301176e-16,-3.50637586013382e-07,-2.71252806689759e-06,0.00016814274799923,-5.35158336447197e-15,3.232668895866e-07,5.62727844418336e-16,-2.10506710320284e-08,-1.96962892846353e-08,1.63083477815339e-05,-1.97347409067861e-15,-3.80937699727016e-16,-6.01147158308655e-16,2.24099276646531e-15,2.04868322907368e-14,1.74579282687819e-16,-2.77782568342775e-15,-5.62224132209233e-16,-2.14820216885176e-15,0.0873704056660928
"t69",-0.180064957118626,0.028276186918118,-0.00949357477989131,-0.183320396365168,-0.00163166948031566,0.00195766351684655,0.00881425710345168,0.000116494083402431,0.00147814810850806,-0.0698561888707745,-0.0519113429891472,-0.0513519482258318,-0.00104658145422681,0.00336285271132113,1.64921324131056e-05,-0.000117107747187775,0.000501258769351724,0.00139371777774545,0.000831885421460684,-0.00095126065188785,9.89919906692508e-05,0.0732433057184315,-0.000415639229088318,0.00277341762486805,3.67330341318386e-05,5.33892081593037e-06,0.000116881385938077,0.000345886709831943,0.00160680508654582,-0.103285059917252,-3.59589460640142e-15,0.000385235573165624,-8.30687220169667e-05,-6.16818202365245e-05,-3.10660279940731e-05,0.000660977777083989,-7.81640313019692e-05,5.76718376571883e-06,-0.0207348020737814,3.28626639555186e-05,1.00866846106175e-05,-2.25901415856858e-06,-7.03575776522282e-07,1.34368094016143e-05,-0.00243933782417466,-1.69211637185649e-05,5.8169583172438e-07,1.08927026982732e-06,5.33209445005587e-05,-0.118512797278555,4.41263314773958e-06,-7.1210130072385e-05,-0.553153418624633,-0.000317228118957368,-2.69908964191337e-05,0.00129171518871232,1.88141697862472e-15,-9.38277898776033e-07,-8.94111907478421e-06,3.32242482798478e-06,-2.1017693283335e-06,1.00089963540968e-05,4.31858329014794e-05,0.00102368168862486,-5.59173475910937e-15,-3.35730105055819e-05,-2.74477408685017e-07,0.000195316645154394,9.60512908675209e-08,-7.41881359256387e-07,1.37118190883405e-07,-0.0416382794562647,1.32323075354517e-05,-1.58536945363132e-06,1.25392466759549e-07,-5.2328959836346e-07,-1.5286717138635e-14,9.06148431039921e-06,-3.83606553526426e-15,-2.17707564401683e-08,1.43140322475499e-07,3.48278670217309e-06,0.00717039406340402,9.3757252257563e-07,2.66117031472143e-07,-1.305990868619e-15,6.26414761103069e-15,3.62744218175695e-15,6.09376741582208e-08,-5.86677401281858e-15,-1.51221638757653e-14,-1.26398891353574e-13,-1.95871721163975e-06,-1.67979499697212e-14,-2.09618282029474e-07,-2.18056120060714e-13,0.759500564572179,-0.000288686057821935,-7.02055822132354e-14,-2.36568876772549e-06,1.28258523708265e-13,-7.84027613919935e-15,-9.66525765098433e-07,9.5026619781067e-14,-5.49357947279455e-05,3.87029371242168e-09,2.30405407499077e-16,1.28411947252969e-09,-1.2036008014799e-07,-1.59514488961086e-07,-2.72196477657417e-06,-3.77500287436625e-15,-3.21935504104953e-07,-2.44798185265173e-06,0.000145314086154169,4.42859293816775e-15,2.69353158896367e-07,-5.6311551689237e-16,-1.72427688790162e-08,-1.51434196821479e-08,1.25197287189698e-05,-1.50109890797996e-15,-9.77156869334631e-16,-4.70304151959665e-16,-1.90824758492017e-15,4.34542609654213e-15,-3.66231859430796e-15,-1.99219987881535e-15,-9.44271179478718e-15,-1.09966964500069e-15,0.0873704056661487
"t70",-0.180313479187719,0.0283190521147362,-0.00951811238473911,-0.183952563383583,-0.00163799373312653,0.00197263346398944,0.00888727808859452,0.000117499418362167,0.0014944354508079,-0.0707615626740696,-0.0526050044470095,-0.0520604267880238,-0.00106260006106331,0.00342004146656244,1.68192290766757e-05,-0.00011950700688725,0.000514578468707038,0.0014331680526849,0.000858022114212418,-0.000990797085043076,0.000103245342193361,0.0767082732622406,-0.000439134091154154,0.00293199241791132,3.90632994606664e-05,5.68235937557517e-06,0.00012518294003416,0.000370800232777754,0.0017287822751666,-0.111321360388427,-4.1934455827362e-15,0.000416196185893529,-8.98811219909022e-05,-6.70126955226542e-05,-3.40796495938824e-05,0.000728442720219222,-8.63155589613084e-05,6.37092241985671e-06,-0.0229067433576406,3.64651896505523e-05,1.12037155225793e-05,-2.52605069467045e-06,-7.8765629647759e-07,1.53227244184785e-05,-0.00278557648926309,-1.93582424850048e-05,6.65967954087867e-07,1.25206630671965e-06,6.14947063298322e-05,-0.139686782202998,5.24534873667425e-06,-8.52179205166047e-05,-0.670135472859427,-0.000386115051632261,-3.29610554772126e-05,0.00159832658095531,3.16417911938858e-15,-1.17196654613513e-06,-1.12896981815628e-05,4.27521367655479e-06,-2.82216347360226e-06,1.34607610037474e-05,5.8352528320156e-05,0.00143203868247305,-1.76044376383309e-15,-4.75353466560398e-05,-4.0779203058227e-07,0.000306216136902342,1.57901553844965e-07,-1.23507694827446e-06,2.3007558970958e-07,-0.070544919412392,2.3506282707679e-05,-2.84552867657967e-06,2.28285089605519e-07,-1.00471586341079e-06,1.17895841441621e-14,1.94694358196123e-05,1.37481279392776e-15,-5.09626625744891e-08,3.35539468609279e-07,1.10458083651737e-05,0.023835926666785,3.25634811927117e-06,1.28843617810091e-06,5.27799973278405e-15,-6.67975316619811e-15,-7.13247009946024e-16,1.19829385674385e-05,6.57241759775004e-15,1.29399864684298e-14,1.00697228333502e-13,2.44787292471628e-06,1.57426900530121e-14,2.36648841684666e-07,1.86415150237279e-13,-0.649282323348238,0.000223268217029919,6.08592832900866e-14,1.16688209095363e-06,-1.03306427902777e-13,5.34284348020295e-15,2.83430998212516e-08,-9.56056726702161e-14,-1.29971495804998e-06,1.8735962839156e-10,2.42230239446818e-15,1.48149051908022e-10,-2.00486454488799e-08,-4.0194245173674e-08,-7.31046981410757e-07,2.94811460315435e-15,-1.25493663527931e-07,-1.00931648228038e-06,6.84892858857326e-05,-4.60872548426947e-15,1.41214215840603e-07,2.64022071629736e-15,-9.4874792844097e-09,-9.93646546282232e-09,8.24984405261655e-06,2.09170525271208e-15,1.58022128276877e-16,1.42070578525847e-15,4.40717429803493e-15,-4.15657686418333e-15,3.03181544300271e-15,1.21192912411027e-15,1.34768996168102e-14,-3.40440900914196e-15,0.0873704056660713
"t63",-0.181054931218697,0.0284471185314281,-0.00959224315105898,-0.185879766144014,-0.00165736047063531,0.00202035202320773,0.00912164564094959,0.000120738199519855,0.00154828972146809,-0.0738200274442515,-0.0549587690960302,-0.0544761271540933,-0.00111815075162596,0.00362222247927659,1.80138320783122e-05,-0.000128336364396148,0.000567279298602292,0.00159260686664575,0.000967837241775213,-0.00118065433596714,0.000124071277525481,0.0947543381307135,-0.000579947779780723,0.00389236114823279,5.47352250270872e-05,8.02832866789869e-06,0.00018933135804837,0.000567101391711531,0.00276822937138314,-0.182599288594801,-6.38357060246978e-15,0.000706667272315548,-0.000156227428380632,-0.000124762032187395,-7.81874376286207e-05,0.00190643173006118,-0.000241552010797346,1.80571175492806e-05,-0.0650578320794132,0.000123750135562024,3.98795799345699e-05,-1.37352135168722e-05,-4.74273971385274e-06,-9.3440709444291e-05,0.0144910076104497,8.41955102880315e-05,-2.7139327108359e-06,-3.79409163684788e-06,-0.000153314429237782,0.371533721634511,1.27289774698584e-06,8.25295015021545e-06,0.0865121159181926,4.36430554781786e-05,3.29054446947585e-06,-7.41269964705094e-05,7.44653532497799e-15,1.45713316234518e-08,-2.36179670488987e-07,2.82792973440694e-07,-3.57413013283743e-07,1.72449394185384e-06,7.71739497243336e-06,0.000219656946507159,3.47362905876451e-15,-7.49298887091377e-06,-6.6780320507094e-08,4.82817673692586e-05,2.41222976100573e-08,-1.95171170060152e-07,3.8636951240825e-08,-0.0144612817926148,9.92627782195468e-07,-1.18964906734771e-07,8.28330253017564e-09,5.03315083823887e-09,-4.2874974916009e-15,-2.95895180858348e-06,-4.92158418951123e-15,1.69285749617542e-08,-1.12680069178656e-07,-5.93672610060428e-05,-0.848306516717078,3.35666451623196e-05,1.92453611865717e-06,1.35197287180895e-14,-1.38006596340639e-14,-1.18766473962438e-14,8.22764758796066e-06,1.92911271450771e-15,8.98342814683539e-15,-2.3259172365897e-14,4.39338814073002e-07,-5.47065199377237e-16,3.41419681109743e-08,4.61105212906245e-15,-0.0209150966667036,-3.32536474197459e-06,1.25045312654329e-15,-3.33927462950318e-07,1.26856538084698e-14,1.92282883849259e-15,-3.26587725571589e-07,-8.88320489929049e-16,-1.97134312998766e-05,1.42631009593178e-09,-2.96953605516773e-15,5.06453401766663e-10,-4.98152273498263e-08,-7.11284942493679e-08,-1.23052033583089e-06,-7.11579702295416e-16,-1.59949732787776e-07,-1.23660652697748e-06,7.66017886131873e-05,-1.3987674463153e-15,1.47418213327662e-07,-1.68054042384864e-15,-9.61161472033757e-09,-9.11311438465622e-09,7.5500628795536e-06,-1.49771226705933e-15,6.29176786860593e-15,-1.56568508422693e-15,-2.69849776011393e-16,-4.51540107838481e-15,-1.93551994389176e-15,-7.90652333819438e-16,-2.78682882678908e-15,1.14776277418464e-15,0.087370405666102
"t86",-0.181295842531254,0.0284886998482928,-0.00961617684795135,-0.186499141640109,-0.0016635705869738,0.00203534977898029,0.0091950563088719,0.000121750809188498,0.00156491341664935,-0.0747543126532396,-0.0556762315258651,-0.0552107479386287,-0.00113490678660522,0.00368264841046918,1.83654153873052e-05,-0.000130925671047477,0.000582226257823629,0.00163739472068228,0.000998155347499729,-0.00123015112782753,0.000129457221112522,0.0993059972428353,-0.000613595162654108,0.0041209572185581,5.83281882054775e-05,8.56328038712406e-06,0.000203371914485847,0.000609801504239192,0.00298892962022983,-0.197554430102124,-6.47811961956907e-15,0.000766633899419584,-0.000169782176286593,-0.0001362308358726,-8.63598636778381e-05,0.00211740919921983,-0.000268940042512077,2.01133214707545e-05,-0.0724711826920964,0.000138597668327078,4.47199607497781e-05,-1.55315007240323e-05,-5.37081762175891e-06,-0.000108367676316629,0.0168368952753078,9.80635301097482e-05,-3.16407951276298e-06,-4.44720936077987e-06,-0.000180521442049741,0.451043655501468,1.56463162905213e-06,1.02467209751205e-05,0.109456583913719,5.56255746021198e-05,4.21618756855611e-06,-9.70423761996041e-05,4.4622855074247e-15,1.93814038403082e-08,-3.2013343584714e-07,3.96785504872859e-07,-5.46604780030603e-07,2.64638137578607e-06,1.19663145395137e-05,0.000369848730424529,2.72031933753505e-16,-1.30177826731967e-05,-1.33751464885891e-07,0.000118466472701903,7.52724096495257e-08,-6.58790067514628e-07,1.37535651423313e-07,-0.055231504190546,6.04973736693519e-06,-8.38874481567067e-07,7.49108896072165e-08,-3.97298921122773e-07,2.07131347822559e-15,9.51356733777074e-06,-9.55600213170566e-16,-2.92063602429652e-08,1.92841769483854e-07,3.01362242279374e-05,0.372771302539011,-1.29477882408297e-05,-2.84360883597993e-07,-4.15645956895758e-15,7.68346648034387e-15,2.61744034605376e-15,9.87377389668779e-07,7.77819052024981e-15,-3.27677292214451e-15,4.05786515500495e-14,1.6534181977222e-07,3.1705494696402e-15,1.31913722390999e-08,-3.88174629659457e-15,-0.00862467715697979,-1.40037793335346e-06,-7.66570915511969e-15,-1.52185571759743e-07,-0.707106781186561,-1.4145495953954e-12,-1.74751829870065e-07,1.58752855166805e-13,-1.07759164939501e-05,7.87654206740875e-10,-2.10726277388567e-14,2.87786294056182e-10,-2.89558565603281e-08,-4.30196360878065e-08,-7.50218681754651e-07,4.40114574347118e-15,-1.03711917084121e-07,-8.11558579130261e-07,5.19443979870163e-05,2.19674767392672e-15,1.03086745359215e-07,-2.3170941960971e-16,-6.82676637519428e-09,-6.92400934544567e-09,5.74713260547246e-06,-7.29014857436616e-16,-6.75835608663919e-16,1.14496221819478e-16,-8.19743117136842e-16,-4.43904492203816e-15,-9.20777898029098e-16,-3.94286142533536e-17,-5.38265906014967e-15,-4.40477480473058e-15,0.0873704056660925
"t87",-0.181295842531254,0.0284886998482928,-0.00961617684795184,-0.186499141640109,-0.00166357058697373,0.00203534977898051,0.00919505630887223,0.00012175080918873,0.00156491341664951,-0.0747543126532394,-0.0556762315258651,-0.0552107479386283,-0.00113490678660442,0.00368264841046943,1.83654153873862e-05,-0.000130925671048195,0.000582226257823428,0.0016373947206818,0.000998155347499374,-0.00123015112782859,0.000129457221113005,0.0993059972428336,-0.000613595162653863,0.00412095721855794,5.83281882058165e-05,8.56328038748724e-06,0.00020337191448725,0.000609801504238975,0.00298892962023071,-0.197554430102128,-6.30707320784209e-15,0.000766633899419216,-0.000169782176285532,-0.000136230835871964,-8.63598636761585e-05,0.00211740919922172,-0.000268940042512063,2.01133214691964e-05,-0.0724711826920999,0.000138597668327498,4.47199607507382e-05,-1.55315007241792e-05,-5.37081762308532e-06,-0.000108367676317895,0.0168368952753082,9.80635301040824e-05,-3.16407951376805e-06,-4.44720936528644e-06,-0.000180521442053095,0.451043655501473,1.56463162828982e-06,1.02467209743938e-05,0.10945658391373,5.56255745998597e-05,4.21618757154873e-06,-9.70423761974554e-05,1.17234511833652e-15,1.93814048624822e-08,-3.2013343426309e-07,3.96785504276407e-07,-5.46604781674797e-07,2.64638137785873e-06,1.19663145363067e-05,0.000369848730440395,-5.39002494799915e-15,-1.30177826781446e-05,-1.33751464947325e-07,0.000118466472699844,7.52724055498569e-08,-6.58790066724778e-07,1.37535648598325e-07,-0.0552315041905578,6.0497373725334e-06,-8.38874484147422e-07,7.49108799742903e-08,-3.97298907483108e-07,6.57464508693235e-15,9.51356734292287e-06,7.23387251274992e-15,-2.92063634451358e-08,1.92841769662401e-07,3.01362242204044e-05,0.372771302539044,-1.29477882398932e-05,-2.84360898906043e-07,-9.72495679031597e-15,4.08423391999714e-15,5.94456713958066e-15,9.87377395813769e-07,-1.08376613106556e-14,-4.0375720789317e-15,-2.3786528302594e-14,1.6534181318412e-07,-2.93957578056427e-15,1.3191339280812e-08,1.01802089232104e-14,-0.00862467715721247,-1.40037791873497e-06,1.13865320555463e-14,-1.52185490679842e-07,0.707106781186533,1.4125147638165e-12,-1.74751867199359e-07,-1.60589264695087e-13,-1.07759164764791e-05,7.87685210450022e-10,2.35377702117391e-14,2.87770841652854e-10,-2.89558584692482e-08,-4.30196366049395e-08,-7.5021866767145e-07,-3.3657944796914e-15,-1.03711913757293e-07,-8.11558550841006e-07,5.19443979669712e-05,-1.79829405129378e-15,1.03086748707328e-07,4.1389950384087e-17,-6.8267604255196e-09,-6.924014687099e-09,5.74713260208793e-06,2.36278232427881e-16,-1.67551986194604e-15,1.12315943651817e-15,2.52614154133714e-15,4.00913627794443e-15,-4.71499386588673e-16,-2.18396586625612e-15,6.00186231900961e-15,-2.52039606872047e-15,0.0873704056661022
"t52",-0.180650622449532,0.0283773116370797,-0.00955195777301521,-0.184835009145416,-0.00164687423701168,0.00199478787360557,0.00899631352328591,0.000119007887176944,0.00151971053675349,-0.0722057767979268,-0.0537178533499152,-0.0532041033899868,-0.00108902270542939,0.00351670992677793,1.73952818484893e-05,-0.00012377291897743,0.00054049440077891,0.00151195728193229,0.000912759293476308,-0.00108800038837128,0.000113945750146862,0.0860804236396888,-0.000513860062597725,0.00344237698075217,4.75062089462504e-05,6.94856280060274e-06,0.000160277813154177,0.000478403066764416,0.0023027360748095,-0.15081448870713,-5.45582612943363e-15,0.000577865087515302,-0.000126911407885679,-9.94771985186294e-05,-5.92473816343032e-05,0.00140448319463059,-0.000175601099848779,1.30948352426355e-05,-0.0471607339349151,8.68875840425136e-05,2.77812159529685e-05,-9.02525739786053e-06,-3.08114158347091e-06,-4.62173341880343e-05,0.00694000858244214,3.84787454394907e-05,-1.21495815911051e-06,-1.48739349578574e-06,-5.16896957045837e-05,-0.246921349329973,-5.7998779542386e-06,4.44322656458778e-05,0.14797180535716,6.32829819803031e-05,4.34919748466156e-06,-7.46805026965289e-05,-1.36258133601839e-14,1.25954386155548e-08,-1.7263453976077e-07,1.49028820060686e-07,-1.46323546867679e-08,3.48707430691028e-08,-3.35653848673554e-07,-0.000136556738440184,1.26509179906963e-14,6.61620655974197e-06,1.66242495739094e-07,-0.000331104627393718,-4.92536425403338e-07,5.87507476395697e-06,-1.54931797166162e-06,0.892212335492434,0.000127040110007071,-1.23680222168078e-05,7.96349859168787e-07,-2.20356174952688e-06,-1.87492292892428e-14,2.84624454951354e-05,-5.00262740565712e-15,-6.40450978273893e-08,4.20866530589266e-07,1.18721483918285e-05,0.0406203746400064,2.25864929790785e-06,1.0111698783521e-06,-1.0277053274711e-15,3.25763224598434e-15,4.11014059008169e-15,7.61897229224484e-06,1.44346574249934e-15,-3.94989073371147e-15,-6.74460487459783e-15,5.16013459605417e-07,2.07576319362412e-15,4.0328411454306e-08,7.96296432365049e-15,-0.0250428354760934,-3.99848453604636e-06,3.5799247386492e-15,-4.07572513858368e-07,8.98401447446709e-16,3.1079752556236e-15,-4.0829993967168e-07,-5.20986868865327e-15,-2.47026201969725e-05,1.7890953262639e-09,-3.46799801258708e-16,6.36856955008497e-10,-6.2741189151412e-08,-8.97526286142477e-08,-1.55306468422205e-06,4.72117308537486e-16,-2.01826099098657e-07,-1.55958190916848e-06,9.63957250657226e-05,-1.77969172607878e-15,1.84896332932158e-07,-8.35981426638936e-16,-1.20287522051766e-08,-1.12448746189694e-08,9.31142486582387e-06,1.65874887976312e-15,-7.13542435300665e-16,1.00320001013035e-16,1.7560864577558e-15,-1.49550752488975e-15,-2.34407611333865e-15,-9.9088320117841e-16,6.05084213481115e-15,-4.06001097334771e-15,0.0873704056661099
