accepted_species,estimate
t53,0.38241798
t111,0.4543666
t116,0.092982575
t140,0.48372492
t141,0.48372492
t131,0.48372492
t132,0.37042868
t21,0.2692382
t35,0.6570953
t114,1.1439986
t115,0.88181275
t118,0.35796967
t48,0.82311034
t49,0.82311034
t25,0.5157689
