"","t126","t127","t103","t69","t70","t63","t10","t12","t13","t2","t3","t8","t17","t18","t54","t55","t87","t88","t11","t76","t77","t72","t125","t128","t129","t9","t22","t113","t114","t93","t34","t58","t59","t23","t24","t31","t32","t42","t48","t56","t57","t130","t131","t78","t79","t19","t35","t36","t28","t15","t16","t20","t53","t83","t84","t61","t62","t37","t98","t116","t117","t101","t102","t75","t85","t86","t43","t111","t112","t50","t122","t134","t135","t49","t120","t121","t14","t109","t110","t80","t73","t74","t64","t91","t92","t81","t82","t51","t52","t94","t95","t29","t25","t6","t99","t100","t33","t132","t133","t104","t105","t41","t89","t90","t21","t30","t38","t39","t7","t5","t96","t97","t65","t66","t46","t47","t60","t108","t118","t119","t40","t115","t136","t137","t106","t107","t71","t123","t124","t4","t67","t68","t44","t45","t26","t27","t1"
"t126",0,0.12556724202,0.36751758041,1.44826784665,1.44826784665,1.44826784661,3.12641270301,4.23004004111,5.66561345351,4.47596485897,6.11447654731,7.16982968423,7.67053512673,8.87051363683,9.27924023005,9.27924023005,9.27924023015,9.27924023015,7.49510014465,9.27924023015,9.27924023015,9.27924023022,9.27924023024,9.27924023024,9.27924023024,8.94304384848,8.23090132828,9.27924022998,9.27924022998,9.27924022998,8.99135863408,9.27924022998,9.27924022998,7.99145999938,9.27924023038,9.27924022972,8.2526820092,9.27924023002,9.27924023012,9.27924023012,9.27924023012,9.27924023003,9.27924023003,9.27924023052,9.27924023052,7.64114952451,8.66780740971,8.27820930703,8.08356402228,8.31416415301,7.64025633851,8.87856967571,9.22526248411,9.27924023031,9.27924023031,9.27924022993,9.27924022993,9.27924023023,9.27924023013,9.27924023013,9.27924023013,9.27924023013,9.27924023013,9.27924023013,9.27924022998,9.27924022998,8.70189821698,9.27924022998,9.27924022998,9.279240229939,9.279240229969,9.279240229969,9.279240229969,9.27924022988,9.27924023039,9.27924023039,7.80554215971,9.279240230075,9.279240230075,9.279240229975,9.279240229975,9.279240229975,9.012930807755,9.279240230055,9.279240230055,9.279240230075,9.279240230075,9.279240230075,9.279240230075,9.279240230015,9.279240230015,8.532035193415,9.27924022961,6.88770609441,9.82428294095,9.78741065355,9.82428294056,9.82428294097,9.82428294097,9.82428294096,9.82428294096,9.09013563651,9.74142229381,9.82428294091,9.82428294081,9.55776334961,9.82428294121,9.82428294121,7.39958381081,6.643637897752,9.82428294121,9.82428294121,9.82428294121,9.82428294121,9.01656449355,9.82428294091,9.82428294101,9.82428294101,9.824282941,9.824282941,9.82428294091,9.82428294091,9.824282940911,9.824282940911,9.82428294101,9.82428294101,9.37971408457,9.82428294098,9.82428294098,6.82928007611,9.37563585289,9.82428294061,9.82428294061,9.82428294061,9.82428294061,9.82428294061,5.50687371571
"t127",0.12556724202,0,0.36751758041,1.44826784665,1.44826784665,1.44826784661,3.12641270301,4.23004004111,5.66561345351,4.47596485897,6.11447654731,7.16982968423,7.67053512673,8.87051363683,9.27924023005,9.27924023005,9.27924023015,9.27924023015,7.49510014465,9.27924023015,9.27924023015,9.27924023022,9.27924023024,9.27924023024,9.27924023024,8.94304384848,8.23090132828,9.27924022998,9.27924022998,9.27924022998,8.99135863408,9.27924022998,9.27924022998,7.99145999938,9.27924023038,9.27924022972,8.2526820092,9.27924023002,9.27924023012,9.27924023012,9.27924023012,9.27924023003,9.27924023003,9.27924023052,9.27924023052,7.64114952451,8.66780740971,8.27820930703,8.08356402228,8.31416415301,7.64025633851,8.87856967571,9.22526248411,9.27924023031,9.27924023031,9.27924022993,9.27924022993,9.27924023023,9.27924023013,9.27924023013,9.27924023013,9.27924023013,9.27924023013,9.27924023013,9.27924022998,9.27924022998,8.70189821698,9.27924022998,9.27924022998,9.279240229939,9.279240229969,9.279240229969,9.279240229969,9.27924022988,9.27924023039,9.27924023039,7.80554215971,9.279240230075,9.279240230075,9.279240229975,9.279240229975,9.279240229975,9.012930807755,9.279240230055,9.279240230055,9.279240230075,9.279240230075,9.279240230075,9.279240230075,9.279240230015,9.279240230015,8.532035193415,9.27924022961,6.88770609441,9.82428294095,9.78741065355,9.82428294056,9.82428294097,9.82428294097,9.82428294096,9.82428294096,9.09013563651,9.74142229381,9.82428294091,9.82428294081,9.55776334961,9.82428294121,9.82428294121,7.39958381081,6.643637897752,9.82428294121,9.82428294121,9.82428294121,9.82428294121,9.01656449355,9.82428294091,9.82428294101,9.82428294101,9.824282941,9.824282941,9.82428294091,9.82428294091,9.824282940911,9.824282940911,9.82428294101,9.82428294101,9.37971408457,9.82428294098,9.82428294098,6.82928007611,9.37563585289,9.82428294061,9.82428294061,9.82428294061,9.82428294061,9.82428294061,5.50687371571
"t103",0.36751758041,0.36751758041,0,1.44826784664,1.44826784664,1.4482678466,3.126412703,4.2300400411,5.6656134535,4.47596485896,6.1144765473,7.16982968422,7.67053512672,8.87051363682,9.27924023004,9.27924023004,9.27924023014,9.27924023014,7.49510014464,9.27924023014,9.27924023014,9.27924023021,9.27924023023,9.27924023023,9.27924023023,8.94304384847,8.23090132827,9.27924022997,9.27924022997,9.27924022997,8.99135863407,9.27924022997,9.27924022997,7.99145999937,9.27924023037,9.27924022971,8.25268200919,9.27924023001,9.27924023011,9.27924023011,9.27924023011,9.27924023002,9.27924023002,9.27924023051,9.27924023051,7.6411495245,8.6678074097,8.27820930702,8.08356402227,8.314164153,7.6402563385,8.8785696757,9.2252624841,9.2792402303,9.2792402303,9.27924022992,9.27924022992,9.27924023022,9.27924023012,9.27924023012,9.27924023012,9.27924023012,9.27924023012,9.27924023012,9.27924022997,9.27924022997,8.70189821697,9.27924022997,9.27924022997,9.279240229929,9.279240229959,9.279240229959,9.279240229959,9.27924022987,9.27924023038,9.27924023038,7.8055421597,9.279240230065,9.279240230065,9.279240229965,9.279240229965,9.279240229965,9.012930807745,9.279240230045,9.279240230045,9.279240230065,9.279240230065,9.279240230065,9.279240230065,9.279240230005,9.279240230005,8.532035193405,9.2792402296,6.8877060944,9.82428294094,9.78741065354,9.82428294055,9.82428294096,9.82428294096,9.82428294095,9.82428294095,9.0901356365,9.7414222938,9.8242829409,9.8242829408,9.5577633496,9.8242829412,9.8242829412,7.3995838108,6.643637897742,9.8242829412,9.8242829412,9.8242829412,9.8242829412,9.01656449354,9.8242829409,9.824282941,9.824282941,9.82428294099,9.82428294099,9.8242829409,9.8242829409,9.824282940901,9.824282940901,9.824282941,9.824282941,9.37971408456,9.82428294097,9.82428294097,6.8292800761,9.37563585288,9.8242829406,9.8242829406,9.8242829406,9.8242829406,9.8242829406,5.5068737157
"t69",1.44826784665,1.44826784665,1.44826784664,0,1.0340489556,1.10883248384,3.12641270304,4.23004004114,5.66561345354,4.475964859,6.11447654734,7.16982968426,7.67053512676,8.87051363686,9.27924023008,9.27924023008,9.27924023018,9.27924023018,7.49510014468,9.27924023018,9.27924023018,9.27924023025,9.27924023027,9.27924023027,9.27924023027,8.94304384851,8.23090132831,9.27924023001,9.27924023001,9.27924023001,8.99135863411,9.27924023001,9.27924023001,7.99145999941,9.27924023041,9.27924022975,8.25268200923,9.27924023005,9.27924023015,9.27924023015,9.27924023015,9.27924023006,9.27924023006,9.27924023055,9.27924023055,7.64114952454,8.66780740974,8.27820930706,8.08356402231,8.31416415304,7.64025633854,8.87856967574,9.22526248414,9.27924023034,9.27924023034,9.27924022996,9.27924022996,9.27924023026,9.27924023016,9.27924023016,9.27924023016,9.27924023016,9.27924023016,9.27924023016,9.27924023001,9.27924023001,8.70189821701,9.27924023001,9.27924023001,9.279240229969,9.279240229999,9.279240229999,9.279240229999,9.27924022991,9.27924023042,9.27924023042,7.80554215974,9.279240230105,9.279240230105,9.279240230005,9.279240230005,9.279240230005,9.012930807785,9.279240230085,9.279240230085,9.279240230105,9.279240230105,9.279240230105,9.279240230105,9.279240230045,9.279240230045,8.532035193445,9.27924022964,6.88770609444,9.82428294098,9.78741065358,9.82428294059,9.824282941,9.824282941,9.82428294099,9.82428294099,9.09013563654,9.74142229384,9.82428294094,9.82428294084,9.55776334964,9.82428294124,9.82428294124,7.39958381084,6.643637897782,9.82428294124,9.82428294124,9.82428294124,9.82428294124,9.01656449358,9.82428294094,9.82428294104,9.82428294104,9.82428294103,9.82428294103,9.82428294094,9.82428294094,9.824282940941,9.824282940941,9.82428294104,9.82428294104,9.3797140846,9.82428294101,9.82428294101,6.82928007614,9.37563585292,9.82428294064,9.82428294064,9.82428294064,9.82428294064,9.82428294064,5.50687371574
"t70",1.44826784665,1.44826784665,1.44826784664,1.0340489556,0,1.10883248384,3.12641270304,4.23004004114,5.66561345354,4.475964859,6.11447654734,7.16982968426,7.67053512676,8.87051363686,9.27924023008,9.27924023008,9.27924023018,9.27924023018,7.49510014468,9.27924023018,9.27924023018,9.27924023025,9.27924023027,9.27924023027,9.27924023027,8.94304384851,8.23090132831,9.27924023001,9.27924023001,9.27924023001,8.99135863411,9.27924023001,9.27924023001,7.99145999941,9.27924023041,9.27924022975,8.25268200923,9.27924023005,9.27924023015,9.27924023015,9.27924023015,9.27924023006,9.27924023006,9.27924023055,9.27924023055,7.64114952454,8.66780740974,8.27820930706,8.08356402231,8.31416415304,7.64025633854,8.87856967574,9.22526248414,9.27924023034,9.27924023034,9.27924022996,9.27924022996,9.27924023026,9.27924023016,9.27924023016,9.27924023016,9.27924023016,9.27924023016,9.27924023016,9.27924023001,9.27924023001,8.70189821701,9.27924023001,9.27924023001,9.279240229969,9.279240229999,9.279240229999,9.279240229999,9.27924022991,9.27924023042,9.27924023042,7.80554215974,9.279240230105,9.279240230105,9.279240230005,9.279240230005,9.279240230005,9.012930807785,9.279240230085,9.279240230085,9.279240230105,9.279240230105,9.279240230105,9.279240230105,9.279240230045,9.279240230045,8.532035193445,9.27924022964,6.88770609444,9.82428294098,9.78741065358,9.82428294059,9.824282941,9.824282941,9.82428294099,9.82428294099,9.09013563654,9.74142229384,9.82428294094,9.82428294084,9.55776334964,9.82428294124,9.82428294124,7.39958381084,6.643637897782,9.82428294124,9.82428294124,9.82428294124,9.82428294124,9.01656449358,9.82428294094,9.82428294104,9.82428294104,9.82428294103,9.82428294103,9.82428294094,9.82428294094,9.824282940941,9.824282940941,9.82428294104,9.82428294104,9.3797140846,9.82428294101,9.82428294101,6.82928007614,9.37563585292,9.82428294064,9.82428294064,9.82428294064,9.82428294064,9.82428294064,5.50687371574
"t63",1.44826784661,1.44826784661,1.4482678466,1.10883248384,1.10883248384,0,3.126412703,4.2300400411,5.6656134535,4.47596485896,6.1144765473,7.16982968422,7.67053512672,8.87051363682,9.27924023004,9.27924023004,9.27924023014,9.27924023014,7.49510014464,9.27924023014,9.27924023014,9.27924023021,9.27924023023,9.27924023023,9.27924023023,8.94304384847,8.23090132827,9.27924022997,9.27924022997,9.27924022997,8.99135863407,9.27924022997,9.27924022997,7.99145999937,9.27924023037,9.27924022971,8.25268200919,9.27924023001,9.27924023011,9.27924023011,9.27924023011,9.27924023002,9.27924023002,9.27924023051,9.27924023051,7.6411495245,8.6678074097,8.27820930702,8.08356402227,8.314164153,7.6402563385,8.8785696757,9.2252624841,9.2792402303,9.2792402303,9.27924022992,9.27924022992,9.27924023022,9.27924023012,9.27924023012,9.27924023012,9.27924023012,9.27924023012,9.27924023012,9.27924022997,9.27924022997,8.70189821697,9.27924022997,9.27924022997,9.279240229929,9.279240229959,9.279240229959,9.279240229959,9.27924022987,9.27924023038,9.27924023038,7.8055421597,9.279240230065,9.279240230065,9.279240229965,9.279240229965,9.279240229965,9.012930807745,9.279240230045,9.279240230045,9.279240230065,9.279240230065,9.279240230065,9.279240230065,9.279240230005,9.279240230005,8.532035193405,9.2792402296,6.8877060944,9.82428294094,9.78741065354,9.82428294055,9.82428294096,9.82428294096,9.82428294095,9.82428294095,9.0901356365,9.7414222938,9.8242829409,9.8242829408,9.5577633496,9.8242829412,9.8242829412,7.3995838108,6.643637897742,9.8242829412,9.8242829412,9.8242829412,9.8242829412,9.01656449354,9.8242829409,9.824282941,9.824282941,9.82428294099,9.82428294099,9.8242829409,9.8242829409,9.824282940901,9.824282940901,9.824282941,9.824282941,9.37971408456,9.82428294097,9.82428294097,6.8292800761,9.37563585288,9.8242829406,9.8242829406,9.8242829406,9.8242829406,9.8242829406,5.5068737157
"t10",3.12641270301,3.12641270301,3.126412703,3.12641270304,3.12641270304,3.126412703,0,2.7319564515,4.1675298639,2.97788126936,4.6163929577,5.67174609462,6.17245153712,7.37243004722,7.78115664044,7.78115664044,7.78115664054,7.78115664054,5.99701655504,7.78115664054,7.78115664054,7.78115664061,7.78115664063,7.78115664063,7.78115664063,7.44496025887,6.73281773867,7.78115664037,7.78115664037,7.78115664037,7.49327504447,7.78115664037,7.78115664037,6.49337640977,7.78115664077,7.78115664011,6.75459841959,7.78115664041,7.78115664051,7.78115664051,7.78115664051,7.78115664042,7.78115664042,7.78115664091,7.78115664091,6.1430659349,7.1697238201,6.78012571742,6.58548043267,6.8160805634,6.1421727489,7.3804860861,7.7271788945,7.7811566407,7.7811566407,7.78115664032,7.78115664032,7.78115664062,7.78115664052,7.78115664052,7.78115664052,7.78115664052,7.78115664052,7.78115664052,7.78115664037,7.78115664037,7.20381462737,7.78115664037,7.78115664037,7.781156640329,7.781156640359,7.781156640359,7.781156640359,7.78115664027,7.78115664078,7.78115664078,6.3074585701,7.781156640465,7.781156640465,7.781156640365,7.781156640365,7.781156640365,7.514847218145,7.781156640445,7.781156640445,7.781156640465,7.781156640465,7.781156640465,7.781156640465,7.781156640405,7.781156640405,7.033951603805,7.78115664,5.3896225048,8.32619935134,8.28932706394,8.32619935095,8.32619935136,8.32619935136,8.32619935135,8.32619935135,7.5920520469,8.2433387042,8.3261993513,8.3261993512,8.05967976,8.3261993516,8.3261993516,5.9015002212,5.145554308142,8.3261993516,8.3261993516,8.3261993516,8.3261993516,7.51848090394,8.3261993513,8.3261993514,8.3261993514,8.32619935139,8.32619935139,8.3261993513,8.3261993513,8.326199351301,8.326199351301,8.3261993514,8.3261993514,7.88163049496,8.32619935137,8.32619935137,5.3311964865,7.87755226328,8.326199351,8.326199351,8.326199351,8.326199351,8.326199351,4.0087901261
"t12",4.23004004111,4.23004004111,4.2300400411,4.23004004114,4.23004004114,4.2300400411,2.7319564515,0,3.0429976116,3.04039144666,4.678903135,5.73425627192,6.23496171442,7.43494022452,7.84366681774,7.84366681774,7.84366681784,7.84366681784,6.05952673234,7.84366681784,7.84366681784,7.84366681791,7.84366681793,7.84366681793,7.84366681793,7.50747043617,6.79532791597,7.84366681767,7.84366681767,7.84366681767,7.55578522177,7.84366681767,7.84366681767,6.55588658707,7.84366681807,7.84366681741,6.81710859689,7.84366681771,7.84366681781,7.84366681781,7.84366681781,7.84366681772,7.84366681772,7.84366681821,7.84366681821,6.2055761122,7.2322339974,6.84263589472,6.64799060997,6.8785907407,6.2046829262,7.4429962634,7.7896890718,7.843666818,7.843666818,7.84366681762,7.84366681762,7.84366681792,7.84366681782,7.84366681782,7.84366681782,7.84366681782,7.84366681782,7.84366681782,7.84366681767,7.84366681767,7.26632480467,7.84366681767,7.84366681767,7.843666817629,7.843666817659,7.843666817659,7.843666817659,7.84366681757,7.84366681808,7.84366681808,6.3699687474,7.843666817765,7.843666817765,7.843666817665,7.843666817665,7.843666817665,7.577357395445,7.843666817745,7.843666817745,7.843666817765,7.843666817765,7.843666817765,7.843666817765,7.843666817705,7.843666817705,7.096461781105,7.8436668173,5.4521326821,8.38870952864,8.35183724124,8.38870952825,8.38870952866,8.38870952866,8.38870952865,8.38870952865,7.6545622242,8.3058488815,8.3887095286,8.3887095285,8.1221899373,8.3887095289,8.3887095289,5.9640103985,5.208064485442,8.3887095289,8.3887095289,8.3887095289,8.3887095289,7.58099108124,8.3887095286,8.3887095287,8.3887095287,8.38870952869,8.38870952869,8.3887095286,8.3887095286,8.388709528601,8.388709528601,8.3887095287,8.3887095287,7.94414067226,8.38870952867,8.38870952867,5.3937066638,7.94006244058,8.3887095283,8.3887095283,8.3887095283,8.3887095283,8.3887095283,4.0713003034
"t13",5.66561345351,5.66561345351,5.6656134535,5.66561345354,5.66561345354,5.6656134535,4.1675298639,3.0429976116,0,4.47596485906,6.1144765474,7.16982968432,7.67053512682,8.87051363692,9.27924023014,9.27924023014,9.27924023024,9.27924023024,7.49510014474,9.27924023024,9.27924023024,9.27924023031,9.27924023033,9.27924023033,9.27924023033,8.94304384857,8.23090132837,9.27924023007,9.27924023007,9.27924023007,8.99135863417,9.27924023007,9.27924023007,7.99145999947,9.27924023047,9.27924022981,8.25268200929,9.27924023011,9.27924023021,9.27924023021,9.27924023021,9.27924023012,9.27924023012,9.27924023061,9.27924023061,7.6411495246,8.6678074098,8.27820930712,8.08356402237,8.3141641531,7.6402563386,8.8785696758,9.2252624842,9.2792402304,9.2792402304,9.27924023002,9.27924023002,9.27924023032,9.27924023022,9.27924023022,9.27924023022,9.27924023022,9.27924023022,9.27924023022,9.27924023007,9.27924023007,8.70189821707,9.27924023007,9.27924023007,9.279240230029,9.279240230059,9.279240230059,9.279240230059,9.27924022997,9.27924023048,9.27924023048,7.8055421598,9.279240230165,9.279240230165,9.279240230065,9.279240230065,9.279240230065,9.012930807845,9.279240230145,9.279240230145,9.279240230165,9.279240230165,9.279240230165,9.279240230165,9.279240230105,9.279240230105,8.532035193505,9.2792402297,6.8877060945,9.82428294104,9.78741065364,9.82428294065,9.82428294106,9.82428294106,9.82428294105,9.82428294105,9.0901356366,9.7414222939,9.824282941,9.8242829409,9.5577633497,9.8242829413,9.8242829413,7.3995838109,6.643637897842,9.8242829413,9.8242829413,9.8242829413,9.8242829413,9.01656449364,9.824282941,9.8242829411,9.8242829411,9.82428294109,9.82428294109,9.824282941,9.824282941,9.824282941001,9.824282941001,9.8242829411,9.8242829411,9.37971408466,9.82428294107,9.82428294107,6.8292800762,9.37563585298,9.8242829407,9.8242829407,9.8242829407,9.8242829407,9.8242829407,5.5068737158
"t2",4.47596485897,4.47596485897,4.47596485896,4.475964859,4.475964859,4.47596485896,2.97788126936,3.04039144666,4.47596485906,0,1.66996260486,2.72531574178,3.22602118428,4.42599969438,4.8347262876,4.8347262876,4.8347262877,4.8347262877,3.0505862022,4.8347262877,4.8347262877,4.83472628777,4.83472628779,4.83472628779,4.83472628779,4.49852990603,3.78638738583,4.83472628753,4.83472628753,4.83472628753,4.54684469163,4.83472628753,4.83472628753,3.54694605693,4.83472628793,4.83472628727,3.80816806675,4.83472628757,4.83472628767,4.83472628767,4.83472628767,4.83472628758,4.83472628758,4.83472628807,4.83472628807,3.19663558206,4.22329346726,3.83369536458,3.63905007983,3.86965021056,3.19574239606,4.43405573326,4.78074854166,4.83472628786,4.83472628786,4.83472628748,4.83472628748,4.83472628778,4.83472628768,4.83472628768,4.83472628768,4.83472628768,4.83472628768,4.83472628768,4.83472628753,4.83472628753,4.25738427453,4.83472628753,4.83472628753,4.834726287489,4.834726287519,4.834726287519,4.834726287519,4.83472628743,4.83472628794,4.83472628794,3.36102821726,4.834726287625,4.834726287625,4.834726287525,4.834726287525,4.834726287525,4.568416865305,4.834726287605,4.834726287605,4.834726287625,4.834726287625,4.834726287625,4.834726287625,4.834726287565,4.834726287565,4.087521250965,4.83472628716,2.44319215196,5.3797689985,5.3428967111,5.37976899811,5.37976899852,5.37976899852,5.37976899851,5.37976899851,4.64562169406,5.29690835136,5.37976899846,5.37976899836,5.11324940716,5.37976899876,5.37976899876,2.95506986836,2.199123955302,5.37976899876,5.37976899876,5.37976899876,5.37976899876,4.5720505511,5.37976899846,5.37976899856,5.37976899856,5.37976899855,5.37976899855,5.37976899846,5.37976899846,5.379768998461,5.379768998461,5.37976899856,5.37976899856,4.93520014212,5.37976899853,5.37976899853,2.38476613366,4.93112191044,5.37976899816,5.37976899816,5.37976899816,5.37976899816,5.37976899816,1.06235977326
