"accepted_species","F1.1/1"
"t1",-0.833615603979351
"t4",NA
"t71",-0.357593002828408
"t95",-0.579077487343243
"t96",0.41463617742659
"t24",NA
"t64",0.018909634353822
"t65",0.300661728277743
"t34",-0.437548990532019
"t18",-0.363529519729644
"t19",-0.0455073376578128
"t44",NA
"t80",NA
"t81",-1.38249015441035
"t61",0.674092835675222
"t62",0.107361923306197
"t23",0.468628076726032
"t36",-0.779719939785377
"t37",-0.685784626884045
"t32",-0.818775165005143
"t93",0.00155119420498809
"t94",0.027547225437063
"t39",-0.836815529543544
"t52",-0.245707724225729
"t53",-0.137095679917671
"t82",-0.105547080525873
"t99",-2.02430327463194
"t100",-1.45076784857296
"t70",-1.01909556605213
"t74",NA
"t75",0.149670999425286
"t56",NA
"t9",-1.18260663500905
"t10",0.0249951689559351
"t6",-0.557289236930136
"t29",-1.94683563608348
"t97",0.674181221330308
"t98",-0.591865954355567
"t66",-1.62768733836409
"t67",-2.20802740159344
"t63",-1.14353869894
"t87",-1.36043356815896
"t88",-1.23318814205496
"t14",-0.0279403495314534
"t91",-0.748602674654049
"t92",-1.11705926968682
"t49",-2.04910272783114
"t22",-2.39954678604936
"t45",-0.646878715369687
"t46",-0.863545824321169
"t41",-0.218421810083495
"t89",-0.234654875208422
"t90",0.29105169008285
"t57",0.052820104637487
"t58",-0.930768244551094
"t54",-0.241454948084691
"t55",-0.0915361793900625
"t35",1.67351537980986
"t50",0.787699774782914
"t51",0.0658336423885885
"t3",1.81495974173879
"t8",1.28956623770928
"t76",1.30346397649364
"t77",1.47652603489777
"t25",0.737684933971918
"t5",0.327411891723112
"t47",0.851283841491669
"t48",0.186244862672329
"t78",0.869087353831643
"t79",-0.296467205932092
"t85",-0.385952533784233
"t86",0.976595688927626
"t13",1.31210208878366
"t30",-0.70551986454885
"t31",NA
"t17",NA
"t27",-0.0491810935622087
"t28",-0.35331983738665
"t15",1.09942172718562
"t16",0.754084911560808
"t20",0.849967516647137
"t21",0.976318509782126
"t7",NA
"t38",1.23988315715875
"t68",1.35900660304687
"t69",0.352962404242255
"t33",0.338838720857514
"t83",0.511707184841506
"t84",0.662292186176221
"t26",1.17238364579826
"t12",NA
"t40",-0.576969339957769
"t59",1.30227667899678
"t60",0.844746374485409
"t11",1.39874916939156
"t42",2.05801853346442
"t43",2.92226430669671
"t72",-0.29197351241763
"t73",0.546568063137503
"t2",0.671262220955819
