accepted_species,estimate
t135,-0.8430788
t45,-0.6357276
t109,-0.65975296
t153,-0.65962696
t90,-0.8561295
t140,0.65125614
t6,1.50977
t115,-0.33059993
t160,-0.91615003
t53,-0.7787922
t154,-1.2718223
t155,-1.2718223
t147,-1.143697
t139,-1.0775535
t56,0.65077156
t8,1.4276819
