,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,9.505742,9.151214,-1.4835771,6.1257496,6.7946396,4.3452744,5.3387256,6.4376893,2.197612,6.0026717,2.8718574,5.2448964,7.642807,5.738083,6.8611584,4.909005
t4,9.555623,9.2394085,-1.7120285,6.202837,6.808543,4.3842115,5.2458262,6.496804,2.0918083,5.9633236,2.941821,5.35803,7.6672344,5.821065,6.8987556,4.8120575
t5,9.549251,9.234893,-1.7285597,6.198812,6.808521,4.392784,5.2439427,6.5073757,2.090317,5.9694505,2.943471,5.35475,7.6559873,5.8151193,6.8904853,4.815427
t8,9.780143,9.43883,-2.3842654,6.357683,6.9236174,4.4087396,5.084359,6.594593,1.7516018,5.8642497,3.0853705,5.5386467,7.820682,5.91939,7.072871,4.553519
t33,10.182623,9.7757,-3.5629406,6.609655,7.284575,4.4753213,5.1021285,6.8352904,0.97094554,5.6377316,3.289218,5.7898674,8.255997,5.8260007,7.232565,4.0256457
t40,10.385612,10.03389,-4.7306175,6.773547,7.976277,4.3195133,5.6728783,7.219682,0.23579288,5.4720135,3.6245303,6.1402116,9.033829,5.153955,7.129747,3.5024502
t101,10.379413,10.0667925,-4.8045397,6.812626,8.030474,4.3032794,5.6842914,7.2880945,0.23301752,5.456331,3.6319132,6.1667943,9.099554,5.1270957,7.1071606,3.437386
t102,10.364831,10.023799,-4.780716,6.7877827,8.040184,4.3057632,5.7385926,7.2557383,0.1882277,5.443998,3.6242695,6.1437564,9.086834,5.1287494,7.137544,3.475188
t140,10.285919,9.943028,-4.6896787,6.7374816,8.028115,4.3700523,5.835197,7.157906,0.15834607,5.437447,3.6655054,6.1251125,9.012703,5.1873937,7.237107,3.563698
t141,10.3520355,10.044346,-4.643336,6.821874,8.016366,4.4233727,5.715853,7.213824,0.2759845,5.4719834,3.7329514,6.243322,8.944362,5.1171412,7.103582,3.6028094
t78,10.375808,10.069903,-4.728447,6.7687135,7.937369,4.323994,5.628508,7.1903496,0.2726311,5.503872,3.6358278,6.1374836,9.050928,5.2119913,7.1756144,3.506149
