"accepted_species","traits"
"sp21",0
"sp30",0
"sp31",0
"sp35",0
"sp44",0
"sp54",0
"sp55",0
"sp57",0
"sp61",0
"sp66",NA
"sp75",0
"sp76",NA
"sp78",1
"sp79",0
"sp80",NA
"sp89",0
"sp92",0
"sp101",0
"sp104",0
"sp108",1
"sp109",0
"sp120",NA
"sp121",NA
"sp123",1
"sp125",0
"sp126",1
"sp127",0
"sp129",0
"sp131",0
"sp132",1
"sp136",1
"sp137",1
"sp140",0
"sp141",0
"sp143",1
"sp144",1
"sp147",1
"sp148",1
"sp153",0
"sp155",1
"sp156",1
"sp161",1
"sp163",NA
"sp164",1
"sp165",1
"sp167",1
"sp168",1
"sp169",0
"sp170",0
"sp171",1
"sp172",0
"sp173",0
"sp174",NA
"sp177",1
"sp179",1
"sp180",0
"sp181",0
"sp183",1
"sp184",1
"sp186",1
"sp187",1
"sp188",1
"sp189",0
"sp190",0
"sp191",1
"sp192",1
"sp193",1
"sp194",1
"sp195",0
"sp197",1
"sp198",0
"sp199",1
"sp200",1
"sp201",1
"sp202",0
"sp203",1
"sp204",1
"sp205",NA
"sp206",0
"sp207",1
"sp208",1
"sp209",0
"sp210",1
"sp211",1
"sp212",1
"sp213",1
"sp214",1
"sp215",0
"sp216",0
"sp217",1
"sp218",1
"sp219",1
"sp220",1
"sp221",1
"sp222",1
"sp223",1
"sp224",1
"sp225",1
"sp226",NA
"sp227",NA
