"accepted_species","trait_EB_scaled"
"t30",-1.38373735998137
"t76",-1.08667294579088
"t77",-1.20887433622541
"t51",-1.80179165960518
"t33",-0.843570226834288
"t34",NA
"t60",-1.68579888160226
"t61",-1.60029198336522
"t20",-1.12607045120679
"t40",-1.03690384155676
"t41",-0.690623376957052
"t37",-1.58454740387758
"t38",NA
"t48",-0.777891290845699
"t49",-0.654347017765199
"t16",-1.54782710661933
"t17",-0.83797413889063
"t88",-0.344437748912612
"t89",-0.363190639321369
"t78",NA
"t79",-0.558215247899187
"t54",-0.885275523526127
"t55",-0.511659250145402
"t25",-1.05444189969973
"t1",-0.746031926530595
"t74",-0.953158192616335
"t75",NA
"t7",-1.48346907106476
"t14",-1.07208353060296
"t15",-2.09814523082361
"t10",0.173259557195561
"t26",0.376823511103365
"t29",0.117291281267394
"t84",-0.286064543721693
"t85",NA
"t4",-0.0293569588018316
"t11",-0.371525704440616
"t21",0.154005502638889
"t65",0.22757159211393
"t66",0.505809022693736
"t24",0.159418441905668
"t12",0.26005448867169
"t47",0.184139126785515
"t59",0.274516853363758
"t67",0.113630938960658
"t68",0.106615422448547
"t82",-0.781582407908302
"t83",-0.763620155305841
"t71",-0.952644657445019
"t86",-1.03284693816964
"t87",-1.07400936452371
"t22",-0.0203825819361521
"t45",0.0221133845861824
"t46",0.595847411992774
"t32",0.197838452216908
"t13",-0.642213167340349
"t95",-0.326088993860783
"t96",-0.524307109495078
"t6",-0.387208245839428
"t69",-0.511303031068751
"t70",-0.431729724155179
"t9",0.422903686806292
"t31",0.375322459149566
"t56",0.174119149834823
"t62",0.113342528735128
"t97",-0.00338970035485311
"t98",0.0104648871135966
"t50",0.163183134388359
"t90",0.431295979258613
"t91",NA
"t28",0.572137617885081
"t27",0.30952411285934
"t39",0.2232738624731
"t42",0.676866750093831
"t43",0.263552904807061
"t3",1.51860336765844
"t93",1.5318282144666
"t94",1.58112309312149
"t5",0.281562242426034
"t2",0.746687863382402
"t35",0.585511791792342
"t36",0.611034524535636
"t18",NA
"t19",0.0953969148986197
"t63",1.46684381921909
"t64",1.4878440936351
"t80",0.542179585341992
"t81",0.822497384359342
"t8",1.50007290075385
"t52",1.33343039087846
"t53",NA
"t23",1.72558679662309
"t72",1.68058010687844
"t73",1.84712654534282
"t99",1.88810191585136
"t100",1.88840080843616
"t92",1.85169127615409
"t44",1.77797482795315
"t57",NA
"t58",NA
