"","t1","t2","t3","t97","t98","t48","t62","t63","t130","t131","t28","t27","t19","t10","t4","t92","t93","t132","t133","t103","t122","t123","t96","t25","t26","t90","t91","t68","t116","t117","t85","t82","t38","t31","t24","t36","t108","t109","t45","t44","t34","t35","t7","t8","t6","t5","t21","t22","t29","t66","t83","t84","t104","t105","t59","t43","t78","t79","t72","t80","t81","t54","t69","t70","t41","t55","t64","t65","t52","t30","t37","t39","t110","t118","t119","t134","t135","t111","t126","t127","t47","t67","t75","t106","t107","t112","t113","t95","t74","t76","t77","t120","t121","t94","t136","t137","t40","t60","t61","t99","t100","t53","t73","t114","t115","t46","t32","t33","t50","t51","t13","t14","t17","t86","t87","t88","t89","t15","t16","t23","t42","t125","t139","t140","t138","t11","t12","t18","t49","t57","t58","t101","t102","t71","t56","t124","t128","t129","t20","t9"
"t1",0,1.9608952796,4.0266805167,10.05615205473,10.05615205473,9.55320233923,10.05615205466,10.05615205466,10.05615205462,10.05615205462,10.05615205446,8.5699381652,6.90964691975,6.6746915178,5.4806282847,10.0561520546,10.0561520546,10.0561520546,10.0561520546,10.0561520546,10.05615205407,10.05615205407,10.056152054,8.78980225918,9.69265136418,9.7818079849,10.0561520535,10.0561520537,10.05615205372,10.05615205372,10.05615205372,10.0561520538,10.0561520541,8.9669545226,8.2362492069,10.0561520533,10.0561520536756,10.0561520536756,10.0561520534756,10.0561520536,10.0561520535,9.1195462067,5.72297546153,5.67301350123,5.9946383,5.53643051421,7.82063676541,7.60910325311,10.05615205345,10.05615205355,10.05615205345,10.05615205345,10.05615205355,10.05615205355,9.42964222855,10.05615205395,10.00309597085,10.05615205315,10.05615205325,10.05615205327,10.05615205327,10.05615205325,10.05615205325,10.05615205325,9.60734055081,10.05615205371,9.81392617141,10.05615205371,10.05615205371,8.25162264974,10.05615205341,9.07941232841,10.05615205351,10.05615205345,10.05615205345,10.05615205341,10.05615205341,10.05615205341,10.05615205348,10.05615205348,10.05615205371,10.05615205351,10.05615205355,10.05615205355,9.90136978337,10.05615205358,10.05615205358,10.05615205368,10.05615205358,10.05615205361,10.05615205361,10.05615205351,10.05615205351,10.00204187187,10.05615205358,10.05615205358,10.05615205317,9.53632165107,10.05615205357,10.05615205361,10.05615205361,10.05615205361,10.05615205351,10.05615205351,10.05615205351,9.18384326691,10.05615205391,9.50373980087,10.05615205357,10.05615205357,7.69774193222,6.07279549022,7.56545994155,10.05615205425,10.05615205425,10.05615205425,10.05615205425,10.05615205375,6.88588848865,8.32133115385,10.05615205395,10.05615205392,10.056152053921,10.056152053921,10.05615205392,7.20726386798,7.55869995598,10.05615205485,10.05615205385,10.05615205405,10.05615205405,10.05615205405,10.05615205405,10.05615205405,10.05615205405,10.05615205402,10.05615205402,10.05615205402,7.33705609775,5.99890523165
"t2",1.9608952796,0,2.9780113907,9.00748292873,9.00748292873,8.50453321323,9.00748292866,9.00748292866,9.00748292862,9.00748292862,9.00748292846,7.5212690392,5.86097779375,5.6260223918,4.4319591587,9.0074829286,9.0074829286,9.0074829286,9.0074829286,9.0074829286,9.00748292807,9.00748292807,9.007482928,7.74113313318,8.64398223818,8.7331388589,9.0074829275,9.0074829277,9.00748292772,9.00748292772,9.00748292772,9.0074829278,9.0074829281,7.9182853966,7.1875800809,9.0074829273,9.0074829276756,9.0074829276756,9.0074829274756,9.0074829276,9.0074829275,8.0708770807,4.67430633553,4.62434437523,4.945969174,4.48776138821,6.77196763941,6.56043412711,9.00748292745,9.00748292755,9.00748292745,9.00748292745,9.00748292755,9.00748292755,8.38097310255,9.00748292795,8.95442684485,9.00748292715,9.00748292725,9.00748292727,9.00748292727,9.00748292725,9.00748292725,9.00748292725,8.55867142481,9.00748292771,8.76525704541,9.00748292771,9.00748292771,7.20295352374,9.00748292741,8.03074320241,9.00748292751,9.00748292745,9.00748292745,9.00748292741,9.00748292741,9.00748292741,9.00748292748,9.00748292748,9.00748292771,9.00748292751,9.00748292755,9.00748292755,8.85270065737,9.00748292758,9.00748292758,9.00748292768,9.00748292758,9.00748292761,9.00748292761,9.00748292751,9.00748292751,8.95337274587,9.00748292758,9.00748292758,9.00748292717,8.48765252507,9.00748292757,9.00748292761,9.00748292761,9.00748292761,9.00748292751,9.00748292751,9.00748292751,8.13517414091,9.00748292791,8.45507067487,9.00748292757,9.00748292757,6.64907280622,5.02412636422,6.51679081555,9.00748292825,9.00748292825,9.00748292825,9.00748292825,9.00748292775,5.83721936265,7.27266202785,9.00748292795,9.00748292792,9.007482927921,9.007482927921,9.00748292792,6.15859474198,6.51003082998,9.00748292885,9.00748292785,9.00748292805,9.00748292805,9.00748292805,9.00748292805,9.00748292805,9.00748292805,9.00748292802,9.00748292802,9.00748292802,6.28838697175,4.95023610565
"t3",4.0266805167,2.9780113907,0,8.33560543803,8.33560543803,7.83265572253,8.33560543796,8.33560543796,8.33560543792,8.33560543792,8.33560543776,6.8493915485,5.18910030305,4.9541449011,3.760081668,9.2674532701,9.2674532701,9.2674532701,9.2674532701,9.2674532701,9.26745326957,9.26745326957,9.2674532695,8.00110347468,8.90395257968,8.9931092004,9.267453269,9.2674532692,9.26745326922,9.26745326922,9.26745326922,9.2674532693,9.2674532696,8.1782557381,7.4475504224,9.2674532688,9.2674532691756,9.2674532691756,9.2674532689756,9.2674532691,9.267453269,8.3308474222,4.93427667703,4.88431471673,5.2059395155,4.74773172971,7.03193798091,6.82040446861,9.26745326895,9.26745326905,9.26745326895,9.26745326895,9.26745326905,9.26745326905,8.64094344405,9.26745326945,9.21439718635,9.26745326865,9.26745326875,9.26745326877,9.26745326877,9.26745326875,9.26745326875,9.26745326875,8.81864176631,9.26745326921,9.02522738691,9.26745326921,9.26745326921,7.46292386524,9.26745326891,8.29071354391,9.26745326901,9.26745326895,9.26745326895,9.26745326891,9.26745326891,9.26745326891,9.26745326898,9.26745326898,9.26745326921,9.26745326901,9.26745326905,9.26745326905,9.11267099887,9.26745326908,9.26745326908,9.26745326918,9.26745326908,9.26745326911,9.26745326911,9.26745326901,9.26745326901,9.21334308737,9.26745326908,9.26745326908,9.26745326867,8.74762286657,9.26745326907,9.26745326911,9.26745326911,9.26745326911,9.26745326901,9.26745326901,9.26745326901,8.39514448241,9.26745326941,8.71504101637,9.26745326907,9.26745326907,6.90904314772,5.28409670572,6.77676115705,9.26745326975,9.26745326975,9.26745326975,9.26745326975,9.26745326925,6.09718970415,7.53263236935,9.26745326945,9.26745326942,9.267453269421,9.267453269421,9.26745326942,6.41856508348,6.77000117148,9.26745327035,9.26745326935,9.26745326955,9.26745326955,9.26745326955,9.26745326955,9.26745326955,9.26745326955,9.26745326952,9.26745326952,9.26745326952,6.54835731325,5.21020644715
"t97",10.05615205473,9.00748292873,8.33560543803,0,0.5006329314,1.5332202501,4.57517069953,4.57517069953,4.57517069949,4.57517069949,4.57517069933,3.19461228453,3.17943868508,5.23571033313,6.66159205203,15.29692480813,15.29692480813,15.29692480813,15.29692480813,15.29692480813,15.2969248076,15.2969248076,15.29692480753,14.03057501271,14.93342411771,15.02258073843,15.29692480703,15.29692480723,15.29692480725,15.29692480725,15.29692480725,15.29692480733,15.29692480763,14.20772727613,13.47702196043,15.29692480683,15.2969248072056,15.2969248072056,15.2969248070056,15.29692480713,15.29692480703,14.36031896023,10.96374821506,10.91378625476,11.23541105353,10.77720326774,13.06140951894,12.84987600664,15.29692480698,15.29692480708,15.29692480698,15.29692480698,15.29692480708,15.29692480708,14.67041498208,15.29692480748,15.24386872438,15.29692480668,15.29692480678,15.2969248068,15.2969248068,15.29692480678,15.29692480678,15.29692480678,14.84811330434,15.29692480724,15.05469892494,15.29692480724,15.29692480724,13.49239540327,15.29692480694,14.32018508194,15.29692480704,15.29692480698,15.29692480698,15.29692480694,15.29692480694,15.29692480694,15.29692480701,15.29692480701,15.29692480724,15.29692480704,15.29692480708,15.29692480708,15.1421425369,15.29692480711,15.29692480711,15.29692480721,15.29692480711,15.29692480714,15.29692480714,15.29692480704,15.29692480704,15.2428146254,15.29692480711,15.29692480711,15.2969248067,14.7770944046,15.2969248071,15.29692480714,15.29692480714,15.29692480714,15.29692480704,15.29692480704,15.29692480704,14.42461602044,15.29692480744,14.7445125544,15.2969248071,15.2969248071,12.93851468575,11.31356824375,12.80623269508,15.29692480778,15.29692480778,15.29692480778,15.29692480778,15.29692480728,12.12666124218,13.56210390738,15.29692480748,15.29692480745,15.296924807451,15.296924807451,15.29692480745,12.44803662151,12.79947270951,15.29692480838,15.29692480738,15.29692480758,15.29692480758,15.29692480758,15.29692480758,15.29692480758,15.29692480758,15.29692480755,15.29692480755,15.29692480755,12.57782885128,11.23967798518
"t98",10.05615205473,9.00748292873,8.33560543803,0.5006329314,0,1.5332202501,4.57517069953,4.57517069953,4.57517069949,4.57517069949,4.57517069933,3.19461228453,3.17943868508,5.23571033313,6.66159205203,15.29692480813,15.29692480813,15.29692480813,15.29692480813,15.29692480813,15.2969248076,15.2969248076,15.29692480753,14.03057501271,14.93342411771,15.02258073843,15.29692480703,15.29692480723,15.29692480725,15.29692480725,15.29692480725,15.29692480733,15.29692480763,14.20772727613,13.47702196043,15.29692480683,15.2969248072056,15.2969248072056,15.2969248070056,15.29692480713,15.29692480703,14.36031896023,10.96374821506,10.91378625476,11.23541105353,10.77720326774,13.06140951894,12.84987600664,15.29692480698,15.29692480708,15.29692480698,15.29692480698,15.29692480708,15.29692480708,14.67041498208,15.29692480748,15.24386872438,15.29692480668,15.29692480678,15.2969248068,15.2969248068,15.29692480678,15.29692480678,15.29692480678,14.84811330434,15.29692480724,15.05469892494,15.29692480724,15.29692480724,13.49239540327,15.29692480694,14.32018508194,15.29692480704,15.29692480698,15.29692480698,15.29692480694,15.29692480694,15.29692480694,15.29692480701,15.29692480701,15.29692480724,15.29692480704,15.29692480708,15.29692480708,15.1421425369,15.29692480711,15.29692480711,15.29692480721,15.29692480711,15.29692480714,15.29692480714,15.29692480704,15.29692480704,15.2428146254,15.29692480711,15.29692480711,15.2969248067,14.7770944046,15.2969248071,15.29692480714,15.29692480714,15.29692480714,15.29692480704,15.29692480704,15.29692480704,14.42461602044,15.29692480744,14.7445125544,15.2969248071,15.2969248071,12.93851468575,11.31356824375,12.80623269508,15.29692480778,15.29692480778,15.29692480778,15.29692480778,15.29692480728,12.12666124218,13.56210390738,15.29692480748,15.29692480745,15.296924807451,15.296924807451,15.29692480745,12.44803662151,12.79947270951,15.29692480838,15.29692480738,15.29692480758,15.29692480758,15.29692480758,15.29692480758,15.29692480758,15.29692480758,15.29692480755,15.29692480755,15.29692480755,12.57782885128,11.23967798518
"t48",9.55320233923,8.50453321323,7.83265572253,1.5332202501,1.5332202501,0,4.07222098403,4.07222098403,4.07222098399,4.07222098399,4.07222098383,2.69166256903,2.67648896958,4.73276061763,6.15864233653,14.79397509263,14.79397509263,14.79397509263,14.79397509263,14.79397509263,14.7939750921,14.7939750921,14.79397509203,13.52762529721,14.43047440221,14.51963102293,14.79397509153,14.79397509173,14.79397509175,14.79397509175,14.79397509175,14.79397509183,14.79397509213,13.70477756063,12.97407224493,14.79397509133,14.7939750917056,14.7939750917056,14.7939750915056,14.79397509163,14.79397509153,13.85736924473,10.46079849956,10.41083653926,10.73246133803,10.27425355224,12.55845980344,12.34692629114,14.79397509148,14.79397509158,14.79397509148,14.79397509148,14.79397509158,14.79397509158,14.16746526658,14.79397509198,14.74091900888,14.79397509118,14.79397509128,14.7939750913,14.7939750913,14.79397509128,14.79397509128,14.79397509128,14.34516358884,14.79397509174,14.55174920944,14.79397509174,14.79397509174,12.98944568777,14.79397509144,13.81723536644,14.79397509154,14.79397509148,14.79397509148,14.79397509144,14.79397509144,14.79397509144,14.79397509151,14.79397509151,14.79397509174,14.79397509154,14.79397509158,14.79397509158,14.6391928214,14.79397509161,14.79397509161,14.79397509171,14.79397509161,14.79397509164,14.79397509164,14.79397509154,14.79397509154,14.7398649099,14.79397509161,14.79397509161,14.7939750912,14.2741446891,14.7939750916,14.79397509164,14.79397509164,14.79397509164,14.79397509154,14.79397509154,14.79397509154,13.92166630494,14.79397509194,14.2415628389,14.7939750916,14.7939750916,12.43556497025,10.81061852825,12.30328297958,14.79397509228,14.79397509228,14.79397509228,14.79397509228,14.79397509178,11.62371152668,13.05915419188,14.79397509198,14.79397509195,14.793975091951,14.793975091951,14.79397509195,11.94508690601,12.29652299401,14.79397509288,14.79397509188,14.79397509208,14.79397509208,14.79397509208,14.79397509208,14.79397509208,14.79397509208,14.79397509205,14.79397509205,14.79397509205,12.07487913578,10.73672826968
"t62",10.05615205466,9.00748292866,8.33560543796,4.57517069953,4.57517069953,4.07222098403,0,1.3728868784,2.20937018636,2.20937018636,4.5386912202,3.19461228446,3.17943868501,5.23571033306,6.66159205196,15.29692480806,15.29692480806,15.29692480806,15.29692480806,15.29692480806,15.29692480753,15.29692480753,15.29692480746,14.03057501264,14.93342411764,15.02258073836,15.29692480696,15.29692480716,15.29692480718,15.29692480718,15.29692480718,15.29692480726,15.29692480756,14.20772727606,13.47702196036,15.29692480676,15.2969248071356,15.2969248071356,15.2969248069356,15.29692480706,15.29692480696,14.36031896016,10.96374821499,10.91378625469,11.23541105346,10.77720326767,13.06140951887,12.84987600657,15.29692480691,15.29692480701,15.29692480691,15.29692480691,15.29692480701,15.29692480701,14.67041498201,15.29692480741,15.24386872431,15.29692480661,15.29692480671,15.29692480673,15.29692480673,15.29692480671,15.29692480671,15.29692480671,14.84811330427,15.29692480717,15.05469892487,15.29692480717,15.29692480717,13.4923954032,15.29692480687,14.32018508187,15.29692480697,15.29692480691,15.29692480691,15.29692480687,15.29692480687,15.29692480687,15.29692480694,15.29692480694,15.29692480717,15.29692480697,15.29692480701,15.29692480701,15.14214253683,15.29692480704,15.29692480704,15.29692480714,15.29692480704,15.29692480707,15.29692480707,15.29692480697,15.29692480697,15.24281462533,15.29692480704,15.29692480704,15.29692480663,14.77709440453,15.29692480703,15.29692480707,15.29692480707,15.29692480707,15.29692480697,15.29692480697,15.29692480697,14.42461602037,15.29692480737,14.74451255433,15.29692480703,15.29692480703,12.93851468568,11.31356824368,12.80623269501,15.29692480771,15.29692480771,15.29692480771,15.29692480771,15.29692480721,12.12666124211,13.56210390731,15.29692480741,15.29692480738,15.296924807381,15.296924807381,15.29692480738,12.44803662144,12.79947270944,15.29692480831,15.29692480731,15.29692480751,15.29692480751,15.29692480751,15.29692480751,15.29692480751,15.29692480751,15.29692480748,15.29692480748,15.29692480748,12.57782885121,11.23967798511
"t63",10.05615205466,9.00748292866,8.33560543796,4.57517069953,4.57517069953,4.07222098403,1.3728868784,0,2.20937018636,2.20937018636,4.5386912202,3.19461228446,3.17943868501,5.23571033306,6.66159205196,15.29692480806,15.29692480806,15.29692480806,15.29692480806,15.29692480806,15.29692480753,15.29692480753,15.29692480746,14.03057501264,14.93342411764,15.02258073836,15.29692480696,15.29692480716,15.29692480718,15.29692480718,15.29692480718,15.29692480726,15.29692480756,14.20772727606,13.47702196036,15.29692480676,15.2969248071356,15.2969248071356,15.2969248069356,15.29692480706,15.29692480696,14.36031896016,10.96374821499,10.91378625469,11.23541105346,10.77720326767,13.06140951887,12.84987600657,15.29692480691,15.29692480701,15.29692480691,15.29692480691,15.29692480701,15.29692480701,14.67041498201,15.29692480741,15.24386872431,15.29692480661,15.29692480671,15.29692480673,15.29692480673,15.29692480671,15.29692480671,15.29692480671,14.84811330427,15.29692480717,15.05469892487,15.29692480717,15.29692480717,13.4923954032,15.29692480687,14.32018508187,15.29692480697,15.29692480691,15.29692480691,15.29692480687,15.29692480687,15.29692480687,15.29692480694,15.29692480694,15.29692480717,15.29692480697,15.29692480701,15.29692480701,15.14214253683,15.29692480704,15.29692480704,15.29692480714,15.29692480704,15.29692480707,15.29692480707,15.29692480697,15.29692480697,15.24281462533,15.29692480704,15.29692480704,15.29692480663,14.77709440453,15.29692480703,15.29692480707,15.29692480707,15.29692480707,15.29692480697,15.29692480697,15.29692480697,14.42461602037,15.29692480737,14.74451255433,15.29692480703,15.29692480703,12.93851468568,11.31356824368,12.80623269501,15.29692480771,15.29692480771,15.29692480771,15.29692480771,15.29692480721,12.12666124211,13.56210390731,15.29692480741,15.29692480738,15.296924807381,15.296924807381,15.29692480738,12.44803662144,12.79947270944,15.29692480831,15.29692480731,15.29692480751,15.29692480751,15.29692480751,15.29692480751,15.29692480751,15.29692480751,15.29692480748,15.29692480748,15.29692480748,12.57782885121,11.23967798511
"t130",10.05615205462,9.00748292862,8.33560543792,4.57517069949,4.57517069949,4.07222098399,2.20937018636,2.20937018636,0,0.08645643032,4.53869122016,3.19461228442,3.17943868497,5.23571033302,6.66159205192,15.29692480802,15.29692480802,15.29692480802,15.29692480802,15.29692480802,15.29692480749,15.29692480749,15.29692480742,14.0305750126,14.9334241176,15.02258073832,15.29692480692,15.29692480712,15.29692480714,15.29692480714,15.29692480714,15.29692480722,15.29692480752,14.20772727602,13.47702196032,15.29692480672,15.2969248070956,15.2969248070956,15.2969248068956,15.29692480702,15.29692480692,14.36031896012,10.96374821495,10.91378625465,11.23541105342,10.77720326763,13.06140951883,12.84987600653,15.29692480687,15.29692480697,15.29692480687,15.29692480687,15.29692480697,15.29692480697,14.67041498197,15.29692480737,15.24386872427,15.29692480657,15.29692480667,15.29692480669,15.29692480669,15.29692480667,15.29692480667,15.29692480667,14.84811330423,15.29692480713,15.05469892483,15.29692480713,15.29692480713,13.49239540316,15.29692480683,14.32018508183,15.29692480693,15.29692480687,15.29692480687,15.29692480683,15.29692480683,15.29692480683,15.2969248069,15.2969248069,15.29692480713,15.29692480693,15.29692480697,15.29692480697,15.14214253679,15.296924807,15.296924807,15.2969248071,15.296924807,15.29692480703,15.29692480703,15.29692480693,15.29692480693,15.24281462529,15.296924807,15.296924807,15.29692480659,14.77709440449,15.29692480699,15.29692480703,15.29692480703,15.29692480703,15.29692480693,15.29692480693,15.29692480693,14.42461602033,15.29692480733,14.74451255429,15.29692480699,15.29692480699,12.93851468564,11.31356824364,12.80623269497,15.29692480767,15.29692480767,15.29692480767,15.29692480767,15.29692480717,12.12666124207,13.56210390727,15.29692480737,15.29692480734,15.296924807341,15.296924807341,15.29692480734,12.4480366214,12.7994727094,15.29692480827,15.29692480727,15.29692480747,15.29692480747,15.29692480747,15.29692480747,15.29692480747,15.29692480747,15.29692480744,15.29692480744,15.29692480744,12.57782885117,11.23967798507
"t131",10.05615205462,9.00748292862,8.33560543792,4.57517069949,4.57517069949,4.07222098399,2.20937018636,2.20937018636,0.08645643032,0,4.53869122016,3.19461228442,3.17943868497,5.23571033302,6.66159205192,15.29692480802,15.29692480802,15.29692480802,15.29692480802,15.29692480802,15.29692480749,15.29692480749,15.29692480742,14.0305750126,14.9334241176,15.02258073832,15.29692480692,15.29692480712,15.29692480714,15.29692480714,15.29692480714,15.29692480722,15.29692480752,14.20772727602,13.47702196032,15.29692480672,15.2969248070956,15.2969248070956,15.2969248068956,15.29692480702,15.29692480692,14.36031896012,10.96374821495,10.91378625465,11.23541105342,10.77720326763,13.06140951883,12.84987600653,15.29692480687,15.29692480697,15.29692480687,15.29692480687,15.29692480697,15.29692480697,14.67041498197,15.29692480737,15.24386872427,15.29692480657,15.29692480667,15.29692480669,15.29692480669,15.29692480667,15.29692480667,15.29692480667,14.84811330423,15.29692480713,15.05469892483,15.29692480713,15.29692480713,13.49239540316,15.29692480683,14.32018508183,15.29692480693,15.29692480687,15.29692480687,15.29692480683,15.29692480683,15.29692480683,15.2969248069,15.2969248069,15.29692480713,15.29692480693,15.29692480697,15.29692480697,15.14214253679,15.296924807,15.296924807,15.2969248071,15.296924807,15.29692480703,15.29692480703,15.29692480693,15.29692480693,15.24281462529,15.296924807,15.296924807,15.29692480659,14.77709440449,15.29692480699,15.29692480703,15.29692480703,15.29692480703,15.29692480693,15.29692480693,15.29692480693,14.42461602033,15.29692480733,14.74451255429,15.29692480699,15.29692480699,12.93851468564,11.31356824364,12.80623269497,15.29692480767,15.29692480767,15.29692480767,15.29692480767,15.29692480717,12.12666124207,13.56210390727,15.29692480737,15.29692480734,15.296924807341,15.296924807341,15.29692480734,12.4480366214,12.7994727094,15.29692480827,15.29692480727,15.29692480747,15.29692480747,15.29692480747,15.29692480747,15.29692480747,15.29692480747,15.29692480744,15.29692480744,15.29692480744,12.57782885117,11.23967798507
