"","t5","t6","t3","t89","t97","t98","t15","t37","t38","t13","t82","t83","t86","t87","t36","t84","t85","t64","t114","t115","t109","t116","t117","t30","t34","t35","t77","t78","t63","t7","t2","t12","t28","t61","t62","t128","t129","t92","t91","t112","t113","t67","t68","t132","t133","t25","t96","t99","t100","t57","t58","t56","t104","t107","t108","t23","t24","t122","t123","t93","t90","t26","t51","t52","t74","t75","t76","t10","t120","t136","t137","t118","t119","t103","t81","t70","t71","t29","t32","t33","t94","t95","t22","t45","t46","t126","t127","t59","t60","t110","t111","t88","t69","t47","t134","t135","t121","t43","t101","t102","t27","t48","t65","t66","t21","t53","t54","t19","t9","t4","t8","t79","t80","t40","t130","t131","t39","t72","t73","t31","t41","t42","t16","t17","t18","t14","t44","t124","t125","t55","t105","t106","t20","t49","t50","t11","t1"
"t5",0,3.5109708234,3.9473682922,7.81749166811,7.81749166816,7.81749166816,6.12627688231,7.41964748891,7.81749166811,6.48701112961,7.81749166795,7.81749166795,7.81749166795,7.54374262485,7.81749166835,7.81749166835,7.74859344335,7.81749166845,7.81749166849,7.81749166849,7.81749166845,7.81749166825,7.81749166825,6.80663747865,7.81749166839,6.82347983349,7.81749166835,7.81749166835,7.69521416465,5.05658888205,4.93340691475,9.9431573584,11.006519836,12.1585755473,12.1585755473,12.15857554737,12.15857554737,12.1585755474,12.1585755466,12.1585755467,12.1585755467,12.1585755464,12.1585755464,12.15857554648,12.15857554648,11.3097658167,12.1585755468,11.89611453384,12.15857554684,12.15857554647,12.15857554647,12.15857554651,12.15857554691,12.15857554685,12.15857554685,11.16667153011,11.38012807371,12.15857554639,12.15857554639,12.15857554639,12.15857554641,12.15857554661,12.1585755465,11.7816242893,12.1585755466,12.15857554655,12.15857554655,10.1762490119,12.15857554637,12.158575546359,12.158575546359,12.15857554637,12.15857554637,12.15857554637,12.15857554637,11.81669632207,12.15857554617,10.87794353471,11.97199518587,12.15857554587,12.15857554577,12.15857554577,12.15857554647,12.15857554627,12.15857554627,12.15857554625,12.15857554625,12.15857554627,12.15857554627,12.15857554617,12.15857554617,12.15857554617,12.15857554617,12.15857554607,12.15857554612,12.15857554612,12.15857554617,12.15857554617,12.15857554617,12.15857554617,12.15857554617,11.70788887177,11.96574420607,12.15857554627,12.15857554627,12.15857554624,12.15857554624,12.15857554664,9.88249090797,9.18872047927,9.90870342747,12.15857554607,12.10381964907,11.86610098647,12.15857554625,12.15857554625,11.63444223325,11.85978714625,12.15857554595,12.15857554565,12.15857554615,12.15857554615,12.02899154025,12.15857554565,12.15857554565,11.31176626083,11.66549774693,12.15857554603,12.15857554603,12.15857554603,12.15857554603,12.15857554603,12.15857554633,12.15857554602,12.15857554602,9.99750374627,8.0272480077
"t6",3.5109708234,0,1.1219865276,4.99210990351,4.99210990356,4.99210990356,3.30089511771,4.59426572431,4.99210990351,3.66162936501,4.99210990335,4.99210990335,4.99210990335,4.71836086025,4.99210990375,4.99210990375,4.92321167875,4.99210990385,4.99210990389,4.99210990389,4.99210990385,4.99210990365,4.99210990365,3.98125571405,4.99210990379,3.99809806889,4.99210990375,4.99210990375,4.86983240005,2.23120711745,2.10802515015,7.1177755938,8.1811380714,9.3331937827,9.3331937827,9.33319378277,9.33319378277,9.3331937828,9.333193782,9.3331937821,9.3331937821,9.3331937818,9.3331937818,9.33319378188,9.33319378188,8.4843840521,9.3331937822,9.07073276924,9.33319378224,9.33319378187,9.33319378187,9.33319378191,9.33319378231,9.33319378225,9.33319378225,8.34128976551,8.55474630911,9.33319378179,9.33319378179,9.33319378179,9.33319378181,9.33319378201,9.3331937819,8.9562425247,9.333193782,9.33319378195,9.33319378195,7.3508672473,9.33319378177,9.333193781759,9.333193781759,9.33319378177,9.33319378177,9.33319378177,9.33319378177,8.99131455747,9.33319378157,8.05256177011,9.14661342127,9.33319378127,9.33319378117,9.33319378117,9.33319378187,9.33319378167,9.33319378167,9.33319378165,9.33319378165,9.33319378167,9.33319378167,9.33319378157,9.33319378157,9.33319378157,9.33319378157,9.33319378147,9.33319378152,9.33319378152,9.33319378157,9.33319378157,9.33319378157,9.33319378157,9.33319378157,8.88250710717,9.14036244147,9.33319378167,9.33319378167,9.33319378164,9.33319378164,9.33319378204,7.05710914337,6.36333871467,7.08332166287,9.33319378147,9.27843788447,9.04071922187,9.33319378165,9.33319378165,8.80906046865,9.03440538165,9.33319378135,9.33319378105,9.33319378155,9.33319378155,9.20360977565,9.33319378105,9.33319378105,8.48638449623,8.84011598233,9.33319378143,9.33319378143,9.33319378143,9.33319378143,9.33319378143,9.33319378173,9.33319378142,9.33319378142,7.17212198167,5.2018662431
"t3",3.9473682922,1.1219865276,0,4.93973630051,4.93973630056,4.93973630056,3.24852151471,4.54189212131,4.93973630051,3.60925576201,4.93973630035,4.93973630035,4.93973630035,4.66598725725,4.93973630075,4.93973630075,4.87083807575,4.93973630085,4.93973630089,4.93973630089,4.93973630085,4.93973630065,4.93973630065,3.92888211105,4.93973630079,3.94572446589,4.93973630075,4.93973630075,4.81745879705,2.17883351445,2.05565154715,7.0654019908,8.1287644684,9.2808201797,9.2808201797,9.28082017977,9.28082017977,9.2808201798,9.280820179,9.2808201791,9.2808201791,9.2808201788,9.2808201788,9.28082017888,9.28082017888,8.4320104491,9.2808201792,9.01835916624,9.28082017924,9.28082017887,9.28082017887,9.28082017891,9.28082017931,9.28082017925,9.28082017925,8.28891616251,8.50237270611,9.28082017879,9.28082017879,9.28082017879,9.28082017881,9.28082017901,9.2808201789,8.9038689217,9.280820179,9.28082017895,9.28082017895,7.2984936443,9.28082017877,9.280820178759,9.280820178759,9.28082017877,9.28082017877,9.28082017877,9.28082017877,8.93894095447,9.28082017857,8.00018816711,9.09423981827,9.28082017827,9.28082017817,9.28082017817,9.28082017887,9.28082017867,9.28082017867,9.28082017865,9.28082017865,9.28082017867,9.28082017867,9.28082017857,9.28082017857,9.28082017857,9.28082017857,9.28082017847,9.28082017852,9.28082017852,9.28082017857,9.28082017857,9.28082017857,9.28082017857,9.28082017857,8.83013350417,9.08798883847,9.28082017867,9.28082017867,9.28082017864,9.28082017864,9.28082017904,7.00473554037,6.31096511167,7.03094805987,9.28082017847,9.22606428147,8.98834561887,9.28082017865,9.28082017865,8.75668686565,8.98203177865,9.28082017835,9.28082017805,9.28082017855,9.28082017855,9.15123617265,9.28082017805,9.28082017805,8.43401089323,8.78774237933,9.28082017843,9.28082017843,9.28082017843,9.28082017843,9.28082017843,9.28082017873,9.28082017842,9.28082017842,7.11974837867,5.1494926401
"t89",7.81749166811,4.99210990351,4.93973630051,0,0.80454600965,0.80454600965,2.5108465818,3.8042171884,4.2020613676,3.5295240245,4.93777770956,4.93777770956,4.93777770956,4.66402866646,4.93777770996,4.93777770996,4.86887948496,4.93777771006,4.9377777101,4.9377777101,4.93777771006,5.13910722026,5.13910722026,4.12825303066,5.1391072204,4.1450953855,5.13910722036,5.13910722036,5.01682971666,3.33534323286,4.84435958976,9.94315735831,11.00651983591,12.15857554721,12.15857554721,12.15857554728,12.15857554728,12.15857554731,12.15857554651,12.15857554661,12.15857554661,12.15857554631,12.15857554631,12.15857554639,12.15857554639,11.30976581661,12.15857554671,11.89611453375,12.15857554675,12.15857554638,12.15857554638,12.15857554642,12.15857554682,12.15857554676,12.15857554676,11.16667153002,11.38012807362,12.1585755463,12.1585755463,12.1585755463,12.15857554632,12.15857554652,12.15857554641,11.78162428921,12.15857554651,12.15857554646,12.15857554646,10.17624901181,12.15857554628,12.158575546269,12.158575546269,12.15857554628,12.15857554628,12.15857554628,12.15857554628,11.81669632198,12.15857554608,10.87794353462,11.97199518578,12.15857554578,12.15857554568,12.15857554568,12.15857554638,12.15857554618,12.15857554618,12.15857554616,12.15857554616,12.15857554618,12.15857554618,12.15857554608,12.15857554608,12.15857554608,12.15857554608,12.15857554598,12.15857554603,12.15857554603,12.15857554608,12.15857554608,12.15857554608,12.15857554608,12.15857554608,11.70788887168,11.96574420598,12.15857554618,12.15857554618,12.15857554615,12.15857554615,12.15857554655,9.88249090788,9.18872047918,9.90870342738,12.15857554598,12.10381964898,11.86610098638,12.15857554616,12.15857554616,11.63444223316,11.85978714616,12.15857554586,12.15857554556,12.15857554606,12.15857554606,12.02899154016,12.15857554556,12.15857554556,11.31176626074,11.66549774684,12.15857554594,12.15857554594,12.15857554594,12.15857554594,12.15857554594,12.15857554624,12.15857554593,12.15857554593,9.99750374618,8.02724800761
"t97",7.81749166816,4.99210990356,4.93973630056,0.80454600965,0,0.6800176914,2.51084658185,3.80421718845,4.20206136765,3.52952402455,4.93777770961,4.93777770961,4.93777770961,4.66402866651,4.93777771001,4.93777771001,4.86887948501,4.93777771011,4.93777771015,4.93777771015,4.93777771011,5.13910722031,5.13910722031,4.12825303071,5.13910722045,4.14509538555,5.13910722041,5.13910722041,5.01682971671,3.33534323291,4.84435958981,9.94315735836,11.00651983596,12.15857554726,12.15857554726,12.15857554733,12.15857554733,12.15857554736,12.15857554656,12.15857554666,12.15857554666,12.15857554636,12.15857554636,12.15857554644,12.15857554644,11.30976581666,12.15857554676,11.8961145338,12.1585755468,12.15857554643,12.15857554643,12.15857554647,12.15857554687,12.15857554681,12.15857554681,11.16667153007,11.38012807367,12.15857554635,12.15857554635,12.15857554635,12.15857554637,12.15857554657,12.15857554646,11.78162428926,12.15857554656,12.15857554651,12.15857554651,10.17624901186,12.15857554633,12.158575546319,12.158575546319,12.15857554633,12.15857554633,12.15857554633,12.15857554633,11.81669632203,12.15857554613,10.87794353467,11.97199518583,12.15857554583,12.15857554573,12.15857554573,12.15857554643,12.15857554623,12.15857554623,12.15857554621,12.15857554621,12.15857554623,12.15857554623,12.15857554613,12.15857554613,12.15857554613,12.15857554613,12.15857554603,12.15857554608,12.15857554608,12.15857554613,12.15857554613,12.15857554613,12.15857554613,12.15857554613,11.70788887173,11.96574420603,12.15857554623,12.15857554623,12.1585755462,12.1585755462,12.1585755466,9.88249090793,9.18872047923,9.90870342743,12.15857554603,12.10381964903,11.86610098643,12.15857554621,12.15857554621,11.63444223321,11.85978714621,12.15857554591,12.15857554561,12.15857554611,12.15857554611,12.02899154021,12.15857554561,12.15857554561,11.31176626079,11.66549774689,12.15857554599,12.15857554599,12.15857554599,12.15857554599,12.15857554599,12.15857554629,12.15857554598,12.15857554598,9.99750374623,8.02724800766
"t98",7.81749166816,4.99210990356,4.93973630056,0.80454600965,0.6800176914,0,2.51084658185,3.80421718845,4.20206136765,3.52952402455,4.93777770961,4.93777770961,4.93777770961,4.66402866651,4.93777771001,4.93777771001,4.86887948501,4.93777771011,4.93777771015,4.93777771015,4.93777771011,5.13910722031,5.13910722031,4.12825303071,5.13910722045,4.14509538555,5.13910722041,5.13910722041,5.01682971671,3.33534323291,4.84435958981,9.94315735836,11.00651983596,12.15857554726,12.15857554726,12.15857554733,12.15857554733,12.15857554736,12.15857554656,12.15857554666,12.15857554666,12.15857554636,12.15857554636,12.15857554644,12.15857554644,11.30976581666,12.15857554676,11.8961145338,12.1585755468,12.15857554643,12.15857554643,12.15857554647,12.15857554687,12.15857554681,12.15857554681,11.16667153007,11.38012807367,12.15857554635,12.15857554635,12.15857554635,12.15857554637,12.15857554657,12.15857554646,11.78162428926,12.15857554656,12.15857554651,12.15857554651,10.17624901186,12.15857554633,12.158575546319,12.158575546319,12.15857554633,12.15857554633,12.15857554633,12.15857554633,11.81669632203,12.15857554613,10.87794353467,11.97199518583,12.15857554583,12.15857554573,12.15857554573,12.15857554643,12.15857554623,12.15857554623,12.15857554621,12.15857554621,12.15857554623,12.15857554623,12.15857554613,12.15857554613,12.15857554613,12.15857554613,12.15857554603,12.15857554608,12.15857554608,12.15857554613,12.15857554613,12.15857554613,12.15857554613,12.15857554613,11.70788887173,11.96574420603,12.15857554623,12.15857554623,12.1585755462,12.1585755462,12.1585755466,9.88249090793,9.18872047923,9.90870342743,12.15857554603,12.10381964903,11.86610098643,12.15857554621,12.15857554621,11.63444223321,11.85978714621,12.15857554591,12.15857554561,12.15857554611,12.15857554611,12.02899154021,12.15857554561,12.15857554561,11.31176626079,11.66549774689,12.15857554599,12.15857554599,12.15857554599,12.15857554599,12.15857554599,12.15857554629,12.15857554598,12.15857554598,9.99750374623,8.02724800766
"t15",6.12627688231,3.30089511771,3.24852151471,2.5108465818,2.51084658185,2.51084658185,0,1.6734199106,2.0712640898,1.8383092387,3.24656292376,3.24656292376,3.24656292376,2.97281388066,3.24656292416,3.24656292416,3.17766469916,3.24656292426,3.2465629243,3.2465629243,3.24656292426,3.44789243446,3.44789243446,2.43703824486,3.4478924346,2.4538805997,3.44789243456,3.44789243456,3.32561493086,1.64412844706,3.15314480396,8.25194257251,9.31530505011,10.46736076141,10.46736076141,10.46736076148,10.46736076148,10.46736076151,10.46736076071,10.46736076081,10.46736076081,10.46736076051,10.46736076051,10.46736076059,10.46736076059,9.61855103081,10.46736076091,10.20489974795,10.46736076095,10.46736076058,10.46736076058,10.46736076062,10.46736076102,10.46736076096,10.46736076096,9.47545674422,9.68891328782,10.4673607605,10.4673607605,10.4673607605,10.46736076052,10.46736076072,10.46736076061,10.09040950341,10.46736076071,10.46736076066,10.46736076066,8.48503422601,10.46736076048,10.467360760469,10.467360760469,10.46736076048,10.46736076048,10.46736076048,10.46736076048,10.12548153618,10.46736076028,9.18672874882,10.28078039998,10.46736075998,10.46736075988,10.46736075988,10.46736076058,10.46736076038,10.46736076038,10.46736076036,10.46736076036,10.46736076038,10.46736076038,10.46736076028,10.46736076028,10.46736076028,10.46736076028,10.46736076018,10.46736076023,10.46736076023,10.46736076028,10.46736076028,10.46736076028,10.46736076028,10.46736076028,10.01667408588,10.27452942018,10.46736076038,10.46736076038,10.46736076035,10.46736076035,10.46736076075,8.19127612208,7.49750569338,8.21748864158,10.46736076018,10.41260486318,10.17488620058,10.46736076036,10.46736076036,9.94322744736,10.16857236036,10.46736076006,10.46736075976,10.46736076026,10.46736076026,10.33777675436,10.46736075976,10.46736075976,9.62055147494,9.97428296104,10.46736076014,10.46736076014,10.46736076014,10.46736076014,10.46736076014,10.46736076044,10.46736076013,10.46736076013,8.30628896038,6.33603322181
"t37",7.41964748891,4.59426572431,4.54189212131,3.8042171884,3.80421718845,3.80421718845,1.6734199106,0,1.9076807208,3.1316798453,4.53993353036,4.53993353036,4.53993353036,4.26618448726,4.53993353076,4.53993353076,4.47103530576,4.53993353086,4.5399335309,4.5399335309,4.53993353086,4.74126304106,4.74126304106,3.73040885146,4.7412630412,3.7472512063,4.74126304116,4.74126304116,4.61898553746,2.93749905366,4.44651541056,9.54531317911,10.60867565671,11.76073136801,11.76073136801,11.76073136808,11.76073136808,11.76073136811,11.76073136731,11.76073136741,11.76073136741,11.76073136711,11.76073136711,11.76073136719,11.76073136719,10.91192163741,11.76073136751,11.49827035455,11.76073136755,11.76073136718,11.76073136718,11.76073136722,11.76073136762,11.76073136756,11.76073136756,10.76882735082,10.98228389442,11.7607313671,11.7607313671,11.7607313671,11.76073136712,11.76073136732,11.76073136721,11.38378011001,11.76073136731,11.76073136726,11.76073136726,9.77840483261,11.76073136708,11.760731367069,11.760731367069,11.76073136708,11.76073136708,11.76073136708,11.76073136708,11.41885214278,11.76073136688,10.48009935542,11.57415100658,11.76073136658,11.76073136648,11.76073136648,11.76073136718,11.76073136698,11.76073136698,11.76073136696,11.76073136696,11.76073136698,11.76073136698,11.76073136688,11.76073136688,11.76073136688,11.76073136688,11.76073136678,11.76073136683,11.76073136683,11.76073136688,11.76073136688,11.76073136688,11.76073136688,11.76073136688,11.31004469248,11.56790002678,11.76073136698,11.76073136698,11.76073136695,11.76073136695,11.76073136735,9.48464672868,8.79087629998,9.51085924818,11.76073136678,11.70597546978,11.46825680718,11.76073136696,11.76073136696,11.23659805396,11.46194296696,11.76073136666,11.76073136636,11.76073136686,11.76073136686,11.63114736096,11.76073136636,11.76073136636,10.91392208154,11.26765356764,11.76073136674,11.76073136674,11.76073136674,11.76073136674,11.76073136674,11.76073136704,11.76073136673,11.76073136673,9.59965956698,7.62940382841
"t38",7.81749166811,4.99210990351,4.93973630051,4.2020613676,4.20206136765,4.20206136765,2.0712640898,1.9076807208,0,3.5295240245,4.93777770956,4.93777770956,4.93777770956,4.66402866646,4.93777770996,4.93777770996,4.86887948496,4.93777771006,4.9377777101,4.9377777101,4.93777771006,5.13910722026,5.13910722026,4.12825303066,5.1391072204,4.1450953855,5.13910722036,5.13910722036,5.01682971666,3.33534323286,4.84435958976,9.94315735831,11.00651983591,12.15857554721,12.15857554721,12.15857554728,12.15857554728,12.15857554731,12.15857554651,12.15857554661,12.15857554661,12.15857554631,12.15857554631,12.15857554639,12.15857554639,11.30976581661,12.15857554671,11.89611453375,12.15857554675,12.15857554638,12.15857554638,12.15857554642,12.15857554682,12.15857554676,12.15857554676,11.16667153002,11.38012807362,12.1585755463,12.1585755463,12.1585755463,12.15857554632,12.15857554652,12.15857554641,11.78162428921,12.15857554651,12.15857554646,12.15857554646,10.17624901181,12.15857554628,12.158575546269,12.158575546269,12.15857554628,12.15857554628,12.15857554628,12.15857554628,11.81669632198,12.15857554608,10.87794353462,11.97199518578,12.15857554578,12.15857554568,12.15857554568,12.15857554638,12.15857554618,12.15857554618,12.15857554616,12.15857554616,12.15857554618,12.15857554618,12.15857554608,12.15857554608,12.15857554608,12.15857554608,12.15857554598,12.15857554603,12.15857554603,12.15857554608,12.15857554608,12.15857554608,12.15857554608,12.15857554608,11.70788887168,11.96574420598,12.15857554618,12.15857554618,12.15857554615,12.15857554615,12.15857554655,9.88249090788,9.18872047918,9.90870342738,12.15857554598,12.10381964898,11.86610098638,12.15857554616,12.15857554616,11.63444223316,11.85978714616,12.15857554586,12.15857554556,12.15857554606,12.15857554606,12.02899154016,12.15857554556,12.15857554556,11.31176626074,11.66549774684,12.15857554594,12.15857554594,12.15857554594,12.15857554594,12.15857554594,12.15857554624,12.15857554593,12.15857554593,9.99750374618,8.02724800761
"t13",6.48701112961,3.66162936501,3.60925576201,3.5295240245,3.52952402455,3.52952402455,1.8383092387,3.1316798453,3.5295240245,0,3.60729717106,3.60729717106,3.60729717106,3.33354812796,3.60729717146,3.60729717146,3.53839894646,3.60729717156,3.6072971716,3.6072971716,3.60729717156,3.80862668176,3.80862668176,2.79777249216,3.8086266819,2.814614847,3.80862668186,3.80862668186,3.68634917816,2.00486269436,3.51387905126,8.61267681981,9.67603929741,10.82809500871,10.82809500871,10.82809500878,10.82809500878,10.82809500881,10.82809500801,10.82809500811,10.82809500811,10.82809500781,10.82809500781,10.82809500789,10.82809500789,9.97928527811,10.82809500821,10.56563399525,10.82809500825,10.82809500788,10.82809500788,10.82809500792,10.82809500832,10.82809500826,10.82809500826,9.83619099152,10.04964753512,10.8280950078,10.8280950078,10.8280950078,10.82809500782,10.82809500802,10.82809500791,10.45114375071,10.82809500801,10.82809500796,10.82809500796,8.84576847331,10.82809500778,10.828095007769,10.828095007769,10.82809500778,10.82809500778,10.82809500778,10.82809500778,10.48621578348,10.82809500758,9.54746299612,10.64151464728,10.82809500728,10.82809500718,10.82809500718,10.82809500788,10.82809500768,10.82809500768,10.82809500766,10.82809500766,10.82809500768,10.82809500768,10.82809500758,10.82809500758,10.82809500758,10.82809500758,10.82809500748,10.82809500753,10.82809500753,10.82809500758,10.82809500758,10.82809500758,10.82809500758,10.82809500758,10.37740833318,10.63526366748,10.82809500768,10.82809500768,10.82809500765,10.82809500765,10.82809500805,8.55201036938,7.85823994068,8.57822288888,10.82809500748,10.77333911048,10.53562044788,10.82809500766,10.82809500766,10.30396169466,10.52930660766,10.82809500736,10.82809500706,10.82809500756,10.82809500756,10.69851100166,10.82809500706,10.82809500706,9.98128572224,10.33501720834,10.82809500744,10.82809500744,10.82809500744,10.82809500744,10.82809500744,10.82809500774,10.82809500743,10.82809500743,8.66702320768,6.69676746911
